	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035044_Barnettozyma_californica
1465	OG0001465	YGL080W	genemark-flattened_line_12-processed-gene-4.6-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.6&CDS=1-375
1466	OG0001466	YGL083W	snap_masked-flattened_line_2-processed-gene-2.3-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.3&CDS=1-2493
1467	OG0001467	YGL084C	genemark-flattened_line_6-processed-gene-1.76-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.76&CDS=1-1737
1468	OG0001468	YGL085W	maker-flattened_line_6-augustus-gene-1.63-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-1.63&CDS=1-2571
1469	OG0001469	YGL087C	genemark-flattened_line_6-processed-gene-1.75-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.75&CDS=1-417
1470	OG0001470	YGL091C	genemark-flattened_line_6-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.101&CDS=1-984
1471	OG0001471	YGL092W	genemark-flattened_line_6-processed-gene-1.127-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.127&CDS=1-4338
1472	OG0001472	YGL094C	genemark-flattened_line_58-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.26&CDS=1-3264
1473	OG0001473	YGL095C	genemark-flattened_line_58-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.45&CDS=1-1824
1474	OG0001474	YGL097W	genemark-flattened_line_20-processed-gene-1.81-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.81&CDS=1-1437
1475	OG0001475	YGL098W	genemark-flattened_line_66-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.62&CDS=1-762
1476	OG0001476	YGL099W	augustus_masked-flattened_line_6-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.134&CDS=1-1869
1477	OG0001477	YGL100W	genemark-flattened_line_4-processed-gene-5.125-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.125&CDS=1-1023
1478	OG0001478	YGL103W	genemark-flattened_line_4-processed-gene-6.13-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.13&CDS=1-447
1479	OG0001479	YGL106W	genemark-flattened_line_4-processed-gene-6.9-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.9&CDS=1-429
1480	OG0001480	YGL108C	genemark-flattened_line_30-processed-gene-1.219-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.219&CDS=1-375
1481	OG0001481	YGL111W	genemark-flattened_line_4-processed-gene-5.124-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.124&CDS=1-1191
1482	OG0001482	YGL112C	maker-flattened_line_30-augustus-gene-1.315-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-1.315&CDS=1-2973
1483	OG0001483	YGL113W	augustus_masked-flattened_line_30-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.127&CDS=1-2067
1484	OG0001484	YGL114W	genemark-flattened_line_30-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.145&CDS=1-2004
1485	OG0001485	YGL115W	genemark-flattened_line_30-processed-gene-1.216-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.216&CDS=1-1008
1486	OG0001486	YGL116W	genemark-flattened_line_30-processed-gene-1.217-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.217&CDS=1-1461
1487	OG0001487	YGL119W	genemark-flattened_line_2-processed-gene-7.139-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.139&CDS=1-1626
1488	OG0001488	YGL120C	genemark-flattened_line_2-processed-gene-7.141-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.141&CDS=1-2172
1489	OG0001489	YGL122C	genemark-flattened_line_2-processed-gene-5.13-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.13&CDS=1-1344
1490	OG0001490	YGL123W	genemark-flattened_line_2-processed-gene-5.41-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.41&CDS=1-765
1491	OG0001491	YGL124C	snap_masked-flattened_line_12-processed-gene-2.116-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.116&CDS=1-1608
1492	OG0001492	YGL125W	genemark-flattened_line_54-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.70&CDS=1-1794
1493	OG0001493	YGL127C	genemark-flattened_line_50-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.102&CDS=1-435
1494	OG0001494	YGL129C	genemark-flattened_line_34-processed-gene-1.154-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.154&CDS=1-1272
1495	OG0001495	YGL130W	genemark-flattened_line_34-processed-gene-1.118-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.118&CDS=1-1398
1496	OG0001496	YGL131C	genemark-flattened_line_34-processed-gene-1.156-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.156&CDS=1-3990
1497	OG0001497	YGL133W	genemark-flattened_line_34-processed-gene-1.111-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.111&CDS=1-3330
1498	OG0001498	YGL136C	genemark-flattened_line_34-processed-gene-1.106-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.106&CDS=1-894
1499	OG0001499	YGL137W	genemark-flattened_line_34-processed-gene-1.142-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.142&CDS=1-2553
1500	OG0001500	YGL140C	genemark-flattened_line_62-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.117&CDS=1-3138
1501	OG0001501	YGL141W	snap_masked-flattened_line_34-processed-gene-1.15-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.15&CDS=1-2901
1502	OG0001502	YGL142C	genemark-flattened_line_24-processed-gene-2.155-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.155&CDS=1-1569
1503	OG0001503	YGL143C	genemark-flattened_line_24-processed-gene-2.191-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.191&CDS=1-1194
1504	OG0001504	YGL144C	genemark-flattened_line_24-processed-gene-2.157-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.157&CDS=1-1995
1505	OG0001505	YGL145W	genemark-flattened_line_24-processed-gene-2.193-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.193&CDS=1-2106
1506	OG0001506	YGL148W	genemark-flattened_line_50-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.146&CDS=1-1140
1507	OG0001507	YGL150C	genemark-flattened_line_0-processed-gene-1.23-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.23&CDS=1-4017
1508	OG0001508	YGL151W	genemark-flattened_line_0-processed-gene-1.44-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.44&CDS=1-2742
1509	OG0001509	YGL153W	genemark-flattened_line_18-processed-gene-2.67-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.67&CDS=1-1212
1510	OG0001510	YGL154C	augustus_masked-flattened_line_18-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.42&CDS=1-762
1511	OG0001511	YGL155W	genemark-flattened_line_18-processed-gene-2.90-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.90&CDS=1-999
1512	OG0001512	YGL156W	genemark-flattened_line_12-processed-gene-4.21-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.21&CDS=1-3360
1513	OG0001513	YGL159W	genemark-flattened_line_20-processed-gene-2.128-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.128&CDS=1-975
1514	OG0001514	YGL160W	genemark-flattened_line_4-processed-gene-2.94-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.94&CDS=1-1539
1515	OG0001515	YGL161C	snap_masked-flattened_line_52-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.45&CDS=1-888
1516	OG0001516	YGL166W	genemark-flattened_line_10-processed-gene-3.51-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.51&CDS=1-1266
1517	OG0001517	YGL167C	genemark-flattened_line_44-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.129&CDS=1-2742
1518	OG0001518	YGL169W	genemark-flattened_line_44-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.88&CDS=1-1101
1519	OG0001519	YGL171W	genemark-flattened_line_20-processed-gene-2.141-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.141&CDS=1-1728
1520	OG0001520	YGL172W	genemark-flattened_line_20-processed-gene-1.76-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.76&CDS=1-1302
1521	OG0001521	YGL173C	genemark-flattened_line_20-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.91&CDS=1-4413
1522	OG0001522	YGL174W	genemark-flattened_line_20-processed-gene-1.75-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.75&CDS=1-870
1523	OG0001523	YGL175C	snap_masked-flattened_line_2-processed-gene-1.145-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.145&CDS=1-1527
1524	OG0001524	YGL178W	genemark-flattened_line_66-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.79&CDS=1-2001
1525	OG0001525	YGL179C	genemark-flattened_line_24-processed-gene-1.56-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.56&CDS=1-3378
1526	OG0001526	YGL180W	genemark-flattened_line_0-processed-gene-5.64-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.64&CDS=1-2430
1527	OG0001527	YGL181W	augustus_masked-flattened_line_0-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.8&CDS=1-1275
1528	OG0001528	YGL183C	genemark-flattened_line_0-processed-gene-5.65-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.65&CDS=1-576
1529	OG0001529	YGL184C	genemark-flattened_line_66-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.76&CDS=1-1197
1530	OG0001530	YGL186C	genemark-flattened_line_12-processed-gene-3.81-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.81&CDS=1-1593
1531	OG0001531	YGL187C	augustus_masked-flattened_line_2-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.96&CDS=1-462
1532	OG0001532	YGL190C	genemark-flattened_line_2-processed-gene-5.53-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.53&CDS=1-1353
1533	OG0001533	YGL192W	augustus_masked-flattened_line_2-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.85&CDS=1-1857
1534	OG0001534	YGL194C	genemark-flattened_line_2-processed-gene-6.51-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.51&CDS=1-1329
1535	OG0001535	YGL195W	genemark-flattened_line_0-processed-gene-5.70-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.70&CDS=1-8049
1536	OG0001536	YGL196W	genemark-flattened_line_38-processed-gene-0.190-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.190&CDS=1-1269
1537	OG0001537	YGL200C	genemark-flattened_line_24-processed-gene-1.31-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.31&CDS=1-603
1538	OG0001538	YGL201C	maker-flattened_line_32-snap-gene-1.313-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-1.313&CDS=1-3285
1539	OG0001539	YGL202W	genemark-flattened_line_22-processed-gene-2.124-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.124&CDS=1-1431
1540	OG0001540	YGL203C	genemark-flattened_line_0-processed-gene-7.126-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.126&CDS=1-1872
1541	OG0001541	YGL205W	genemark-flattened_line_36-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.36&CDS=1-2025
1542	OG0001542	YGL206C	genemark-flattened_line_60-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.30&CDS=1-4989
1543	OG0001543	YGL207W	genemark-flattened_line_0-processed-gene-1.31-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.31&CDS=1-3042
1544	OG0001544	YGL211W	genemark-flattened_line_60-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.16&CDS=1-1092
1545	OG0001545	YGL212W	genemark-flattened_line_34-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.98&CDS=1-1005
1546	OG0001546	YGL213C	genemark-flattened_line_34-processed-gene-1.134-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.134&CDS=1-1143
1547	OG0001547	YGL215W	genemark-flattened_line_34-processed-gene-1.132-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.132&CDS=1-1131
1548	OG0001548	YGL216W	augustus_masked-flattened_line_34-processed-gene-1.169-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.169&CDS=1-3402
1549	OG0001549	YGL220W	snap_masked-flattened_line_0-processed-gene-1.133-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.133&CDS=1-270
1550	OG0001550	YGL221C	genemark-flattened_line_0-processed-gene-1.6-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.6&CDS=1-828
1551	OG0001551	YGL224C	genemark-flattened_line_0-processed-gene-2.41-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.41&CDS=1-867
1552	OG0001552	YGL225W	genemark-flattened_line_24-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.49&CDS=1-942
1553	OG0001553	YGL227W	snap_masked-flattened_line_32-processed-gene-1.292-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.292&CDS=1-1770
1554	OG0001554	YGL231C	augustus_masked-flattened_line_12-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.91&CDS=1-552
1555	OG0001555	YGL232W	genemark-flattened_line_12-processed-gene-1.118-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.118&CDS=1-921
1556	OG0001556	YGL233W	genemark-flattened_line_12-processed-gene-1.117-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.117&CDS=1-2367
1557	OG0001557	YGL234W	genemark-flattened_line_24-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.48&CDS=1-2364
1558	OG0001558	YGL236C	genemark-flattened_line_56-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.107&CDS=1-2007
1559	OG0001559	YGL237C	genemark-flattened_line_100-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.1&CDS=1-825
1560	OG0001560	YGL238W	genemark-flattened_line_100-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.6&CDS=1-2880
1561	OG0001561	YGL240W	snap_masked-flattened_line_100-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.28&CDS=1-669
1562	OG0001562	YGL241W	snap_masked-flattened_line_26-processed-gene-1.161-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.161&CDS=1-2964
1563	OG0001563	YGL242C	genemark-flattened_line_26-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.32&CDS=1-549
1564	OG0001564	YGL243W	genemark-flattened_line_26-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.8&CDS=1-1164
1565	OG0001565	YGL244W	genemark-flattened_line_26-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.7&CDS=1-1608
1566	OG0001566	YGL245W	genemark-flattened_line_28-processed-gene-1.48-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.48&CDS=1-2130
1567	OG0001567	YGL246C	genemark-flattened_line_26-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.31&CDS=1-1113
1568	OG0001568	YGL248W	augustus_masked-flattened_line_12-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.105&CDS=1-1098
1569	OG0001569	YGL251C	genemark-flattened_line_12-processed-gene-1.154-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.154&CDS=1-3747
1570	OG0001570	YGL252C	genemark-flattened_line_6-processed-gene-2.62-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.62&CDS=1-1761
1571	OG0001571	YGR001C	maker-flattened_line_32-augustus-gene-0.86-mRNA-1_1&gene=maker-flattened_line_32-augustus-gene-0.86&CDS=1-4449
1572	OG0001572	YGR002C	genemark-flattened_line_26-processed-gene-2.92-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.92&CDS=1-1467
1573	OG0001573	YGR003W	snap_masked-flattened_line_26-processed-gene-2.188-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.188&CDS=1-2283
1574	OG0001574	YGR005C	maker-flattened_line_0-snap-gene-4.125-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-4.125&CDS=1-1539
1575	OG0001575	YGR006W	genemark-flattened_line_0-processed-gene-4.45-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.45&CDS=1-573
1576	OG0001576	YGR007W	genemark-flattened_line_2-processed-gene-5.15-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.15&CDS=1-966
1577	OG0001577	YGR009C	genemark-flattened_line_28-processed-gene-1.105-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.105&CDS=1-1410
1578	OG0001578	YGR012W	genemark-flattened_line_0-processed-gene-3.85-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.85&CDS=1-1158
1579	OG0001579	YGR013W	augustus_masked-flattened_line_0-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.17&CDS=1-1602
1580	OG0001580	YGR014W	genemark-flattened_line_0-processed-gene-3.65-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.65&CDS=1-2580
1581	OG0001581	YGR017W	augustus_masked-flattened_line_32-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.52&CDS=1-1320
1582	OG0001582	YGR019W	genemark-flattened_line_32-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.14&CDS=1-1413
1583	OG0001583	YGR020C	genemark-flattened_line_32-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.8&CDS=1-357
1584	OG0001584	YGR021W	maker-flattened_line_32-snap-gene-0.130-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-0.130&CDS=1-2295
1585	OG0001585	YGR024C	genemark-flattened_line_44-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.124&CDS=1-702
1586	OG0001586	YGR026W	genemark-flattened_line_2-processed-gene-8.74-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.74&CDS=1-1128
1587	OG0001587	YGR028W	genemark-flattened_line_2-processed-gene-4.87-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.87&CDS=1-1074
1588	OG0001588	YGR029W	genemark-flattened_line_66-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.52&CDS=1-594
1589	OG0001589	YGR030C	genemark-flattened_line_82-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.11&CDS=1-519
1590	OG0001590	YGR031W	genemark-flattened_line_8-processed-gene-1.35-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.35&CDS=1-945
1591	OG0001591	YGR036C	genemark-flattened_line_14-processed-gene-2.72-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.72&CDS=1-681
1592	OG0001592	YGR037C	genemark-flattened_line_6-processed-gene-2.109-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.109&CDS=1-252
1593	OG0001593	YGR044C	snap_masked-flattened_line_12-processed-gene-3.154-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.154&CDS=1-1317
1594	OG0001594	YGR046W	genemark-flattened_line_62-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.107&CDS=1-1086
1595	OG0001595	YGR047C	genemark-flattened_line_62-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.116&CDS=1-2898
1596	OG0001596	YGR048W	genemark-flattened_line_62-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.96&CDS=1-1050
1597	OG0001597	YGR052W	genemark-flattened_line_12-processed-gene-3.94-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.94&CDS=1-1272
1598	OG0001598	YGR054W	genemark-flattened_line_32-processed-gene-1.77-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.77&CDS=1-1866
1599	OG0001599	YGR055W	genemark-flattened_line_4-processed-gene-3.106-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.106&CDS=1-1656
1600	OG0001600	YGR057C	genemark-flattened_line_8-processed-gene-1.37-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.37&CDS=1-612
1601	OG0001601	YGR058W	genemark-flattened_line_6-processed-gene-4.245-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.245&CDS=1-1125
1602	OG0001602	YGR059W	genemark-flattened_line_6-processed-gene-4.215-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.215&CDS=1-1452
1603	OG0001603	YGR060W	genemark-flattened_line_12-processed-gene-2.56-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.56&CDS=1-933
1604	OG0001604	YGR061C	genemark-flattened_line_36-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.5&CDS=1-4011
1605	OG0001605	YGR062C	snap_masked-flattened_line_36-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.120&CDS=1-1029
1606	OG0001606	YGR063C	snap_masked-flattened_line_36-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.122&CDS=1-294
1607	OG0001607	YGR068C	genemark-flattened_line_16-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.81&CDS=1-3048
1608	OG0001608	YGR072W	genemark-flattened_line_0-processed-gene-8.54-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.54&CDS=1-1260
1609	OG0001609	YGR074W	genemark-flattened_line_18-processed-gene-3.32-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.32&CDS=1-333
1610	OG0001610	YGR076C	genemark-flattened_line_28-processed-gene-1.21-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.21&CDS=1-525
1611	OG0001611	YGR077C	genemark-flattened_line_12-processed-gene-4.16-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.16&CDS=1-1920
1612	OG0001612	YGR078C	genemark-flattened_line_12-processed-gene-4.15-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.15&CDS=1-570
1613	OG0001613	YGR080W	genemark-flattened_line_20-processed-gene-1.52-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.52&CDS=1-957
1614	OG0001614	YGR081C	genemark-flattened_line_2-processed-gene-3.64-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.64&CDS=1-540
1615	OG0001615	YGR082W	augustus_masked-flattened_line_2-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.37&CDS=1-534
1616	OG0001616	YGR083C	genemark-flattened_line_22-processed-gene-1.66-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.66&CDS=1-1395
1617	OG0001617	YGR084C	augustus_masked-flattened_line_22-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.106&CDS=1-927
1618	OG0001618	YGR089W	genemark-flattened_line_34-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.58&CDS=1-2139
1619	OG0001619	YGR090W	genemark-flattened_line_8-processed-gene-1.24-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.24&CDS=1-3525
1620	OG0001620	YGR091W	genemark-flattened_line_8-processed-gene-4.70-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.70&CDS=1-1353
1621	OG0001621	YGR093W	genemark-flattened_line_8-processed-gene-4.32-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.32&CDS=1-1497
1622	OG0001622	YGR094W	genemark-flattened_line_8-processed-gene-4.33-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.33&CDS=1-3168
1623	OG0001623	YGR095C	genemark-flattened_line_8-processed-gene-4.71-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.71&CDS=1-666
1624	OG0001624	YGR096W	genemark-flattened_line_8-processed-gene-4.34-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.34&CDS=1-891
1625	OG0001625	YGR099W	genemark-flattened_line_14-processed-gene-3.149-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.149&CDS=1-2016
1626	OG0001626	YGR100W	genemark-flattened_line_14-processed-gene-3.148-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.148&CDS=1-2790
1627	OG0001627	YGR101W	genemark-flattened_line_12-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.129&CDS=1-885
1628	OG0001628	YGR102C	snap_masked-flattened_line_12-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.12&CDS=1-483
1629	OG0001629	YGR103W	genemark-flattened_line_12-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.127&CDS=1-1791
1630	OG0001630	YGR104C	genemark-flattened_line_12-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.102&CDS=1-657
1631	OG0001631	YGR105W	genemark-flattened_line_12-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.101&CDS=1-249
1632	OG0001632	YGR110W	genemark-flattened_line_62-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.98&CDS=1-1269
1633	OG0001633	YGR111W	snap_masked-flattened_line_32-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.120&CDS=1-918
1634	OG0001634	YGR112W	genemark-flattened_line_10-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.23&CDS=1-1086
1635	OG0001635	YGR116W	genemark-flattened_line_16-processed-gene-1.80-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.80&CDS=1-4239
1636	OG0001636	YGR119C	genemark-flattened_line_28-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.98&CDS=1-1491
1637	OG0001637	YGR123C	genemark-flattened_line_16-processed-gene-2.94-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.94&CDS=1-1485
