	OrthologID	Ambrosiozyma_monospora	Saccharomyces_cerevisiae
1959	OG0001959	-processed-gene-1.24-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-1.24&CDS=1-894	YMR126C
1960	OG0001960	-processed-gene-1.25-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-1.25&CDS=1-960	YMR060C
1961	OG0001961	-processed-gene-1.9-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-1.9&CDS=1-1905	YMR061W
1962	OG0001962	-snap-gene-1.103-mRNA-1_1&gene=maker-gi|1002318547|dbj|BCIP01000014.1|-snap-gene-1.103&CDS=1-3498	YBR079C
1963	OG0001963	-processed-gene-1.14-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-1.14&CDS=1-1791	YDR117C
1964	OG0001964	-processed-gene-1.15-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-1.15&CDS=1-951	YOR344C
1965	OG0001965	-processed-gene-1.30-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-1.30&CDS=1-2364	YNL256W
1966	OG0001966	-processed-gene-1.18-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-1.18&CDS=1-1392	YGR255C
1967	OG0001967	-processed-gene-1.33-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-1.33&CDS=1-660	YDL169C
1968	OG0001968	-processed-gene-1.34-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-1.34&CDS=1-546	YDL166C
1969	OG0001969	-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-1.90&CDS=1-4257	YDL165W
1970	OG0001970	-processed-gene-1.35-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-1.35&CDS=1-573	YLR193C
1971	OG0001971	-processed-gene-1.22-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-1.22&CDS=1-486	YLR021W
1972	OG0001972	-processed-gene-2.14-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-2.14&CDS=1-1995	YNL223W
1973	OG0001973	-snap-gene-2.3-mRNA-1_1&gene=maker-gi|1002318547|dbj|BCIP01000014.1|-snap-gene-2.3&CDS=1-2010	YNL224C
1974	OG0001974	-processed-gene-2.49-mRNA-1_1&gene=snap_masked-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-2.49&CDS=1-4299	YNL273W
1975	OG0001975	-processed-gene-2.28-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-2.28&CDS=1-1635	YEL064C
1976	OG0001976	-processed-gene-2.29-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-2.29&CDS=1-1401	YLR181C
1977	OG0001977	-processed-gene-2.20-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-2.20&CDS=1-2550	YLR182W
1978	OG0001978	-processed-gene-2.21-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-2.21&CDS=1-3030	YLR187W
1979	OG0001979	-processed-gene-2.67-mRNA-1_1&gene=snap_masked-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-2.67&CDS=1-1881	YOR242C
1980	OG0001980	-processed-gene-2.38-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-2.38&CDS=1-2175	YOR243C
1981	OG0001981	-processed-gene-2.26-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-2.26&CDS=1-804	YGR024C
1982	OG0001982	-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-3.34&CDS=1-261	YLR038C
1983	OG0001983	-processed-gene-3.61-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-3.61&CDS=1-2040	YLL035W
1984	OG0001984	-processed-gene-3.62-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-3.62&CDS=1-1050	YGL040C
1985	OG0001985	-processed-gene-3.63-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-3.63&CDS=1-2556	YLL034C
1986	OG0001986	-processed-gene-3.83-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-3.83&CDS=1-927	YJR077C
1987	OG0001987	-processed-gene-3.7-mRNA-1_1&gene=snap_masked-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-3.7&CDS=1-249	YCL057C-A
1988	OG0001988	-processed-gene-3.87-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-3.87&CDS=1-1527	YEL036C
1989	OG0001989	-processed-gene-3.72-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-3.72&CDS=1-933	YDR075W
1990	OG0001990	-snap-gene-3.96-mRNA-1_1&gene=maker-gi|1002318547|dbj|BCIP01000014.1|-snap-gene-3.96&CDS=1-3549	YNL163C
1991	OG0001991	-processed-gene-3.76-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-3.76&CDS=1-318	YMR244C-A
1992	OG0001992	-processed-gene-4.8-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-4.8&CDS=1-1677	YNR055C
1993	OG0001993	-processed-gene-4.9-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-4.9&CDS=1-3027	YPR097W
1994	OG0001994	-snap-gene-4.2-mRNA-1_1&gene=maker-gi|1002318547|dbj|BCIP01000014.1|-snap-gene-4.2&CDS=1-3519	YPR095C
1995	OG0001995	-processed-gene-4.27-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-4.27&CDS=1-333	YPR094W
1996	OG0001996	-processed-gene-4.11-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-4.11&CDS=1-1092	YCR044C
1997	OG0001997	-processed-gene-4.12-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-4.12&CDS=1-2946	YNL313C
1998	OG0001998	-augustus-gene-4.1-mRNA-1_1&gene=maker-gi|1002318547|dbj|BCIP01000014.1|-augustus-gene-4.1&CDS=1-591	YNL310C
1999	OG0001999	-processed-gene-4.30-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-4.30&CDS=1-939	YOL135C
2000	OG0002000	-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-4.45&CDS=1-318	YOL133W
2001	OG0002001	-processed-gene-4.16-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-4.16&CDS=1-1650	YPR033C
2002	OG0002002	-snap-gene-4.3-mRNA-1_1&gene=maker-gi|1002318547|dbj|BCIP01000014.1|-snap-gene-4.3&CDS=1-3660	YDR466W
2003	OG0002003	-processed-gene-4.31-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-4.31&CDS=1-969	YLR209C
2004	OG0002004	-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-4.48&CDS=1-1284	YER027C
2005	OG0002005	-processed-gene-4.19-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-4.19&CDS=1-3324	YGL216W
2006	OG0002006	-processed-gene-4.32-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-4.32&CDS=1-1356	YDL066W
2007	OG0002007	-processed-gene-4.80-mRNA-1_1&gene=snap_masked-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-4.80&CDS=1-1491	YLR004C
2008	OG0002008	-processed-gene-4.35-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-4.35&CDS=1-714	YNL168C
2009	OG0002009	-processed-gene-5.126-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-5.126&CDS=1-2190	YIL150C
2010	OG0002010	-snap-gene-5.193-mRNA-1_1&gene=maker-gi|1002318547|dbj|BCIP01000014.1|-snap-gene-5.193&CDS=1-4440	YIL147C
2011	OG0002011	-processed-gene-5.129-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-5.129&CDS=1-1686	YDR232W
2012	OG0002012	-processed-gene-5.130-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-5.130&CDS=1-648	YIL127C
2013	OG0002013	-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-5.100&CDS=1-276	YKL053C-A
2014	OG0002014	-processed-gene-5.133-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-5.133&CDS=1-2547	YIL140W
2015	OG0002015	-processed-gene-5.134-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-5.134&CDS=1-1137	YLR056W
2016	OG0002016	-processed-gene-5.136-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-5.136&CDS=1-978	YCL031C
2017	OG0002017	-processed-gene-5.166-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-5.166&CDS=1-1293	YCL032W
2018	OG0002018	-snap-gene-5.194-mRNA-1_1&gene=maker-gi|1002318547|dbj|BCIP01000014.1|-snap-gene-5.194&CDS=1-2223	YLR244C
2019	OG0002019	-processed-gene-5.172-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-5.172&CDS=1-3234	YFL025C
2020	OG0002020	-snap-gene-5.200-mRNA-1_1&gene=maker-gi|1002318547|dbj|BCIP01000014.1|-snap-gene-5.200&CDS=1-1395	YNL167C
2021	OG0002021	-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-5.88&CDS=1-3924	YPL006W
2022	OG0002022	-processed-gene-5.151-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-5.151&CDS=1-1128	YMR166C
2023	OG0002023	-processed-gene-5.177-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-5.177&CDS=1-2229	YMR167W
2024	OG0002024	-processed-gene-5.180-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-5.180&CDS=1-324	YJR085C
2025	OG0002025	-processed-gene-5.182-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-5.182&CDS=1-927	YMR156C
2026	OG0002026	-processed-gene-5.183-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-5.183&CDS=1-2028	YBR260C
2027	OG0002027	-processed-gene-5.156-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-5.156&CDS=1-1452	YDR190C
2028	OG0002028	-processed-gene-5.187-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-5.187&CDS=1-2082	YDR189W
2029	OG0002029	-processed-gene-5.157-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-5.157&CDS=1-2694	YNL082W
2030	OG0002030	-processed-gene-5.158-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-5.158&CDS=1-1314	YFL026W
2031	OG0002031	-processed-gene-5.39-mRNA-1_1&gene=snap_masked-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-5.39&CDS=1-783	YBL049W
2032	OG0002032	-processed-gene-5.67-mRNA-1_1&gene=snap_masked-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-5.67&CDS=1-1170	YJL131C
2033	OG0002033	-processed-gene-5.160-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-5.160&CDS=1-1275	YGL243W
2034	OG0002034	-processed-gene-5.125-mRNA-1_1&gene=augustus_masked-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-5.125&CDS=1-528	YGL242C
2035	OG0002035	-processed-gene-5.161-mRNA-1_1&gene=genemark-gi|1002318547|dbj|BCIP01000014.1|-processed-gene-5.161&CDS=1-2601	YER069W
2036	OG0002036	-processed-gene-0.48-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-0.48&CDS=1-375	YPR166C
2037	OG0002037	-processed-gene-0.39-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-0.39&CDS=1-1323	YBL045C
2038	OG0002038	-processed-gene-0.40-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-0.40&CDS=1-924	YKL024C
2039	OG0002039	-processed-gene-0.49-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-0.49&CDS=1-2181	YKL213C
2040	OG0002040	-processed-gene-0.45-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-0.45&CDS=1-417	YCL033C
2041	OG0002041	-processed-gene-0.55-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-0.55&CDS=1-927	YML004C
2042	OG0002042	-processed-gene-1.1-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-1.1&CDS=1-7872	YIL129C
2043	OG0002043	-processed-gene-1.0-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-1.0&CDS=1-1791	YHR045W
2044	OG0002044	-processed-gene-1.23-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-1.23&CDS=1-1104	YDR202C
2045	OG0002045	-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-1.72&CDS=1-4893	YDR180W
2046	OG0002046	-processed-gene-1.24-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-1.24&CDS=1-2694	YLR166C
2047	OG0002047	-processed-gene-2.66-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-2.66&CDS=1-1122	YNL005C
2048	OG0002048	-processed-gene-2.82-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-2.82&CDS=1-825	YDL045C
2049	OG0002049	-processed-gene-2.83-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-2.83&CDS=1-1776	YOL066C
2050	OG0002050	-processed-gene-2.69-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-2.69&CDS=1-1563	YCL004W
2051	OG0002051	-processed-gene-2.52-mRNA-1_1&gene=snap_masked-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-2.52&CDS=1-1131	YDR035W
2052	OG0002052	-processed-gene-2.85-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-2.85&CDS=1-1962	YBR041W
2053	OG0002053	-processed-gene-2.86-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-2.86&CDS=1-879	YOR194C
2054	OG0002054	-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-2.12&CDS=1-2619	YOR195W
2055	OG0002055	-snap-gene-2.3-mRNA-1_1&gene=maker-gi|1002318548|dbj|BCIP01000013.1|-snap-gene-2.3&CDS=1-945	YCL010C
2056	OG0002056	-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-2.32&CDS=1-843	YBR040W
2057	OG0002057	-processed-gene-2.77-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-2.77&CDS=1-2466	YJL094C
2058	OG0002058	-processed-gene-2.63-mRNA-1_1&gene=snap_masked-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-2.63&CDS=1-5544	YGR014W
2059	OG0002059	-processed-gene-2.81-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-2.81&CDS=1-903	YGL161C
2060	OG0002060	-processed-gene-3.0-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-3.0&CDS=1-1641	YML127W
2061	OG0002061	-processed-gene-3.59-mRNA-1_1&gene=snap_masked-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-3.59&CDS=1-711	YKL098W
2062	OG0002062	-processed-gene-3.1-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-3.1&CDS=1-783	YKL099C
2063	OG0002063	-processed-gene-3.6-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-3.6&CDS=1-2409	YHR031C
2064	OG0002064	-processed-gene-3.29-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-3.29&CDS=1-1638	YML086C
2065	OG0002065	-processed-gene-3.30-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-3.30&CDS=1-1086	YML095C
2066	OG0002066	-processed-gene-3.8-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-3.8&CDS=1-459	YML094W
2067	OG0002067	-processed-gene-3.31-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-3.31&CDS=1-1779	YMR092C
2068	OG0002068	-processed-gene-3.34-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-3.34&CDS=1-936	YMR116C
2069	OG0002069	-processed-gene-3.14-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-3.14&CDS=1-1656	YMR110C
2070	OG0002070	-processed-gene-3.36-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-3.36&CDS=1-549	YHR148W
2071	OG0002071	-processed-gene-3.15-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-3.15&CDS=1-642	YHR147C
2072	OG0002072	-processed-gene-3.38-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-3.38&CDS=1-972	YGR220C
2073	OG0002073	-processed-gene-3.42-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-3.42&CDS=1-1500	YMR093W
2074	OG0002074	-processed-gene-3.43-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-3.43&CDS=1-1872	YOL152W
2075	OG0002075	-processed-gene-3.20-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-3.20&CDS=1-510	YJR025C
2076	OG0002076	-processed-gene-3.21-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-3.21&CDS=1-441	YOR224C
2077	OG0002077	-processed-gene-3.53-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-3.53&CDS=1-924	YOR223W
2078	OG0002078	-processed-gene-3.24-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-3.24&CDS=1-1473	YNL080C
2079	OG0002079	-processed-gene-3.25-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-3.25&CDS=1-369	YNL081C
2080	OG0002080	-processed-gene-3.26-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-3.26&CDS=1-873	YDL052C
2081	OG0002081	-augustus-gene-3.163-mRNA-1_1&gene=maker-gi|1002318548|dbj|BCIP01000013.1|-augustus-gene-3.163&CDS=1-489	YDR512C
2082	OG0002082	-processed-gene-4.53-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-4.53&CDS=1-3930	YLR084C
2083	OG0002083	-processed-gene-4.67-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-4.67&CDS=1-2223	YDR108W
2084	OG0002084	-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-4.17&CDS=1-4062	YMR012W
2085	OG0002085	-processed-gene-4.57-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-4.57&CDS=1-1443	YML068W
2086	OG0002086	-processed-gene-4.74-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-4.74&CDS=1-3171	YHR102W
2087	OG0002087	-processed-gene-4.64-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-4.64&CDS=1-1971	YNL275W
2088	OG0002088	-processed-gene-5.17-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-5.17&CDS=1-1218	YHR016C
2089	OG0002089	-processed-gene-5.18-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-5.18&CDS=1-426	YBR254C
2090	OG0002090	-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-5.75&CDS=1-2130	YBR255W
2091	OG0002091	-processed-gene-5.6-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-5.6&CDS=1-3279	YER110C
2092	OG0002092	-processed-gene-5.20-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-5.20&CDS=1-927	YGR231C
2093	OG0002093	-processed-gene-5.7-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-5.7&CDS=1-786	YGR232W
2094	OG0002094	-processed-gene-5.8-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-5.8&CDS=1-1512	YGR211W
2095	OG0002095	-processed-gene-5.21-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-5.21&CDS=1-6873	YGR217W
2096	OG0002096	-processed-gene-5.22-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-5.22&CDS=1-831	YGR262C
2097	OG0002097	-processed-gene-5.59-mRNA-1_1&gene=snap_masked-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-5.59&CDS=1-1473	YDR531W
2098	OG0002098	-processed-gene-5.28-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-5.28&CDS=1-2832	YIL137C
2099	OG0002099	-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-5.100&CDS=1-282	YLR363W-A
2100	OG0002100	-processed-gene-5.35-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-5.35&CDS=1-3468	YGR170W
2101	OG0002101	-processed-gene-6.55-mRNA-1_1&gene=augustus_masked-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-6.55&CDS=1-273	YDR510W
2102	OG0002102	-processed-gene-6.20-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-6.20&CDS=1-1635	YNL268W
2103	OG0002103	-processed-gene-6.7-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-6.7&CDS=1-663	YOL114C
2104	OG0002104	-processed-gene-6.26-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-6.26&CDS=1-741	YBR261C
2105	OG0002105	-processed-gene-6.79-mRNA-1_1&gene=snap_masked-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-6.79&CDS=1-1482	YBR283C
2106	OG0002106	-processed-gene-6.10-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-6.10&CDS=1-2238	YBR080C
2107	OG0002107	-processed-gene-6.11-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-6.11&CDS=1-1194	YGL048C
2108	OG0002108	-processed-gene-6.30-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-6.30&CDS=1-1041	YJL053W
2109	OG0002109	-processed-gene-6.66-mRNA-1_1&gene=augustus_masked-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-6.66&CDS=1-2334	YBL015W
2110	OG0002110	-snap-gene-6.115-mRNA-1_1&gene=maker-gi|1002318548|dbj|BCIP01000013.1|-snap-gene-6.115&CDS=1-3579	YDR034C
2111	OG0002111	-processed-gene-6.84-mRNA-1_1&gene=snap_masked-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-6.84&CDS=1-4269	YMR190C
2112	OG0002112	-processed-gene-6.14-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-6.14&CDS=1-2397	YGL234W
2113	OG0002113	-processed-gene-6.38-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-6.38&CDS=1-1128	YDL226C
2114	OG0002114	-processed-gene-0.12-mRNA-1_1&gene=snap_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-0.12&CDS=1-1029	YPL092W
2115	OG0002115	-processed-gene-0.67-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-0.67&CDS=1-915	YNL202W
2116	OG0002116	-processed-gene-0.68-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-0.68&CDS=1-4071	YGR061C
2117	OG0002117	-processed-gene-0.54-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-0.54&CDS=1-1494	YGR252W
2118	OG0002118	-processed-gene-0.69-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-0.69&CDS=1-798	YGR253C
2119	OG0002119	-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-0.42&CDS=1-930	YMR101C
2120	OG0002120	-processed-gene-0.59-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-0.59&CDS=1-1698	YOR070C
2121	OG0002121	-processed-gene-0.62-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-0.62&CDS=1-1368	YER019W
2122	OG0002122	-processed-gene-0.63-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-0.63&CDS=1-4110	YLR189C
2123	OG0002123	-processed-gene-0.75-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-0.75&CDS=1-1545	YNL277W
2124	OG0002124	-processed-gene-0.76-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-0.76&CDS=1-2286	YLR188W
