	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034963_Hanseniaspora_clermontiae
1646	OG0001646	YIL139C	genemark-flattened_line_32-processed-gene-0.206-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.206&CDS=1-774
1647	OG0001647	YIL140W	genemark-flattened_line_32-processed-gene-0.204-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.204&CDS=1-2199
1648	OG0001648	YIL142W	genemark-flattened_line_32-processed-gene-0.205-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.205&CDS=1-1587
1649	OG0001649	YIL143C	genemark-flattened_line_94-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.23&CDS=1-2880
1650	OG0001650	YIL147C	augustus_masked-flattened_line_56-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.0&CDS=1-3588
1651	OG0001651	YIL150C	snap_masked-flattened_line_56-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.44&CDS=1-1350
1652	OG0001652	YIL153W	genemark-flattened_line_112-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.33&CDS=1-1185
1653	OG0001653	YIL154C	snap_masked-flattened_line_112-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.54&CDS=1-1224
1654	OG0001654	YIL156W-B	snap_masked-flattened_line_112-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.56&CDS=1-249
1655	OG0001655	YIL157C	genemark-flattened_line_112-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.46&CDS=1-549
1656	OG0001656	YIL164C	genemark-flattened_line_6-processed-gene-1.128-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.128&CDS=1-975
1657	OG0001657	YIR002C	genemark-flattened_line_118-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.20&CDS=1-2772
1658	OG0001658	YIR004W	maker-flattened_line_118-snap-gene-0.94-mRNA-1_1&gene=maker-flattened_line_118-snap-gene-0.94&CDS=1-1485
1659	OG0001659	YIR005W	genemark-flattened_line_146-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_146-processed-gene-0.38&CDS=1-450
1660	OG0001660	YIR006C	genemark-flattened_line_146-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_146-processed-gene-0.47&CDS=1-3774
1661	OG0001661	YIR008C	genemark-flattened_line_118-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.7&CDS=1-1386
1662	OG0001662	YIR012W	genemark-flattened_line_16-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.128&CDS=1-1326
1663	OG0001663	YIR022W	genemark-flattened_line_238-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_238-processed-gene-0.9&CDS=1-552
1664	OG0001664	YIR023W	genemark-flattened_line_142-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_142-processed-gene-0.36&CDS=1-2784
1665	OG0001665	YIR026C	genemark-flattened_line_142-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_142-processed-gene-0.21&CDS=1-1077
1666	OG0001666	YIR027C	genemark-flattened_line_20-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.30&CDS=1-1530
1667	OG0001667	YIR029W	genemark-flattened_line_288-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_288-processed-gene-0.3&CDS=1-1038
1668	OG0001668	YIR034C	genemark-flattened_line_142-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_142-processed-gene-0.20&CDS=1-1119
1669	OG0001669	YJL001W	genemark-flattened_line_50-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.113&CDS=1-651
1670	OG0001670	YJL002C	genemark-flattened_line_50-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.87&CDS=1-1467
1671	OG0001671	YJL003W	genemark-flattened_line_50-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.112&CDS=1-369
1672	OG0001672	YJL004C	genemark-flattened_line_144-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_144-processed-gene-0.12&CDS=1-561
1673	OG0001673	YJL005W	augustus_masked-flattened_line_144-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.39&CDS=1-5658
1674	OG0001674	YJL008C	genemark-flattened_line_140-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_140-processed-gene-0.31&CDS=1-1722
1675	OG0001675	YJL010C	genemark-flattened_line_84-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.57&CDS=1-2076
1676	OG0001676	YJL012C	genemark-flattened_line_10-processed-gene-1.189-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.189&CDS=1-2142
1677	OG0001677	YJL014W	genemark-flattened_line_10-processed-gene-1.159-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.159&CDS=1-1587
1678	OG0001678	YJL025W	genemark-flattened_line_130-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.41&CDS=1-1800
1679	OG0001679	YJL026W	genemark-flattened_line_10-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.52&CDS=1-1254
1680	OG0001680	YJL029C	genemark-flattened_line_140-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_140-processed-gene-0.24&CDS=1-2496
1681	OG0001681	YJL031C	genemark-flattened_line_140-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_140-processed-gene-0.25&CDS=1-987
1682	OG0001682	YJL033W	genemark-flattened_line_140-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_140-processed-gene-0.23&CDS=1-2349
1683	OG0001683	YJL035C	augustus_masked-flattened_line_66-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.3&CDS=1-696
1684	OG0001684	YJL036W	genemark-flattened_line_66-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.64&CDS=1-1329
1685	OG0001685	YJL039C	genemark-flattened_line_84-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.38&CDS=1-5469
1686	OG0001686	YJL041W	snap_masked-flattened_line_84-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.85&CDS=1-1719
1687	OG0001687	YJL046W	genemark-flattened_line_22-processed-gene-0.196-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.196&CDS=1-1377
1688	OG0001688	YJL050W	genemark-flattened_line_6-processed-gene-1.138-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.138&CDS=1-3171
1689	OG0001689	YJL053W	genemark-flattened_line_70-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.61&CDS=1-888
1690	OG0001690	YJL054W	genemark-flattened_line_70-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.62&CDS=1-1341
1691	OG0001691	YJL056C	genemark-flattened_line_70-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.51&CDS=1-1434
1692	OG0001692	YJL059W	genemark-flattened_line_70-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.68&CDS=1-1137
1693	OG0001693	YJL060W	genemark-flattened_line_70-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.48&CDS=1-1317
1694	OG0001694	YJL062W	snap_masked-flattened_line_70-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.10&CDS=1-2538
1695	OG0001695	YJL062W-A	genemark-flattened_line_70-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.42&CDS=1-297
1696	OG0001696	YJL068C	genemark-flattened_line_30-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.56&CDS=1-882
1697	OG0001697	YJL069C	genemark-flattened_line_30-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.36&CDS=1-1926
1698	OG0001698	YJL071W	snap_masked-flattened_line_70-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.28&CDS=1-1545
1699	OG0001699	YJL072C	genemark-flattened_line_24-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.99&CDS=1-918
1700	OG0001700	YJL074C	genemark-flattened_line_24-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.72&CDS=1-6198
1701	OG0001701	YJL079C	genemark-flattened_line_44-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.80&CDS=1-822
1702	OG0001702	YJL080C	genemark-flattened_line_207-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_207-processed-gene-0.16&CDS=1-3909
1703	OG0001703	YJL081C	genemark-flattened_line_44-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.83&CDS=1-3111
1704	OG0001704	YJL085W	snap_masked-flattened_line_40-processed-gene-0.162-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.162&CDS=1-1968
1705	OG0001705	YJL087C	genemark-flattened_line_36-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.137&CDS=1-2376
1706	OG0001706	YJL088W	genemark-flattened_line_24-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.84&CDS=1-969
1707	OG0001707	YJL090C	genemark-flattened_line_30-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.34&CDS=1-2529
1708	OG0001708	YJL091C	genemark-flattened_line_40-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.108&CDS=1-1338
1709	OG0001709	YJL092W	genemark-flattened_line_40-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.85&CDS=1-3141
1710	OG0001710	YJL093C	genemark-flattened_line_24-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.87&CDS=1-2178
1711	OG0001711	YJL095W	genemark-flattened_line_24-processed-gene-0.119-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.119&CDS=1-4845
1712	OG0001712	YJL096W	genemark-flattened_line_24-processed-gene-0.120-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.120&CDS=1-597
1713	OG0001713	YJL097W	genemark-flattened_line_24-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.121&CDS=1-648
1714	OG0001714	YJL100W	genemark-flattened_line_18-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.133&CDS=1-2343
1715	OG0001715	YJL101C	genemark-flattened_line_18-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.92&CDS=1-2097
1716	OG0001716	YJL102W	genemark-flattened_line_18-processed-gene-0.134-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.134&CDS=1-2826
1717	OG0001717	YJL104W	genemark-flattened_line_168-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_168-processed-gene-0.22&CDS=1-450
1718	OG0001718	YJL106W	genemark-flattened_line_168-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_168-processed-gene-0.14&CDS=1-1935
1719	OG0001719	YJL108C	genemark-flattened_line_168-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_168-processed-gene-0.12&CDS=1-2382
1720	OG0001720	YJL109C	genemark-flattened_line_168-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_168-processed-gene-0.13&CDS=1-5472
1721	OG0001721	YJL111W	genemark-flattened_line_18-processed-gene-0.136-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.136&CDS=1-1662
1722	OG0001722	YJL115W	genemark-flattened_line_150-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.26&CDS=1-693
1723	OG0001723	YJL117W	genemark-flattened_line_150-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.23&CDS=1-1011
1724	OG0001724	YJL121C	genemark-flattened_line_312-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_312-processed-gene-0.1&CDS=1-690
1725	OG0001725	YJL122W	augustus_masked-flattened_line_312-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_312-processed-gene-0.6&CDS=1-528
1726	OG0001726	YJL123C	genemark-flattened_line_108-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.29&CDS=1-1131
1727	OG0001727	YJL124C	genemark-flattened_line_62-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.52&CDS=1-555
1728	OG0001728	YJL125C	genemark-flattened_line_62-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.53&CDS=1-1287
1729	OG0001729	YJL126W	genemark-flattened_line_6-processed-gene-1.140-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.140&CDS=1-822
1730	OG0001730	YJL127C	snap_masked-flattened_line_62-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.36&CDS=1-1830
1731	OG0001731	YJL128C	genemark-flattened_line_26-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.4&CDS=1-2613
1732	OG0001732	YJL130C	genemark-flattened_line_26-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.6&CDS=1-6723
1733	OG0001733	YJL140W	genemark-flattened_line_26-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.36&CDS=1-951
1734	OG0001734	YJL141C	genemark-flattened_line_26-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.15&CDS=1-2472
1735	OG0001735	YJL143W	genemark-flattened_line_26-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.37&CDS=1-462
1736	OG0001736	YJL148W	genemark-flattened_line_26-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.40&CDS=1-606
1737	OG0001737	YJL149W	genemark-flattened_line_86-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.36&CDS=1-2892
1738	OG0001738	YJL154C	genemark-flattened_line_213-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_213-processed-gene-0.15&CDS=1-2610
1739	OG0001739	YJL155C	genemark-flattened_line_213-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_213-processed-gene-0.14&CDS=1-1377
1740	OG0001740	YJL156C	maker-flattened_line_213-snap-gene-0.5-mRNA-1_1&gene=maker-flattened_line_213-snap-gene-0.5&CDS=1-4944
1741	OG0001741	YJL163C	snap_masked-flattened_line_62-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.26&CDS=1-1830
1742	OG0001742	YJL167W	maker-flattened_line_110-snap-gene-0.26-mRNA-1_1&gene=maker-flattened_line_110-snap-gene-0.26&CDS=1-1287
1743	OG0001743	YJL171C	augustus_masked-flattened_line_110-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.4&CDS=1-1206
1744	OG0001744	YJL176C	genemark-flattened_line_110-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.61&CDS=1-2151
1745	OG0001745	YJL180C	genemark-flattened_line_110-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.64&CDS=1-981
1746	OG0001746	YJL183W	genemark-flattened_line_110-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.77&CDS=1-1419
1747	OG0001747	YJL187C	genemark-flattened_line_76-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.56&CDS=1-3276
1748	OG0001748	YJL189W	augustus_masked-flattened_line_76-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.13&CDS=1-231
1749	OG0001749	YJL192C	snap_masked-flattened_line_76-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.82&CDS=1-720
1750	OG0001750	YJL193W	augustus_masked-flattened_line_76-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.11&CDS=1-3732
1751	OG0001751	YJL197W	genemark-flattened_line_76-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.38&CDS=1-3342
1752	OG0001752	YJL200C	genemark-flattened_line_76-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.46&CDS=1-2361
1753	OG0001753	YJL201W	snap_masked-flattened_line_76-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.75&CDS=1-2268
1754	OG0001754	YJL204C	snap_masked-flattened_line_76-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.63&CDS=1-2394
1755	OG0001755	YJL207C	augustus_masked-flattened_line_76-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.17&CDS=1-5757
1756	OG0001756	YJL208C	augustus_masked-flattened_line_76-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.16&CDS=1-1002
1757	OG0001757	YJR001W	genemark-flattened_line_66-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.41&CDS=1-3609
1758	OG0001758	YJR006W	genemark-flattened_line_10-processed-gene-1.184-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.184&CDS=1-1398
1759	OG0001759	YJR007W	genemark-flattened_line_84-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.59&CDS=1-954
1760	OG0001760	YJR008W	snap_masked-flattened_line_84-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.91&CDS=1-1041
1761	OG0001761	YJR010W	genemark-flattened_line_114-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.47&CDS=1-1527
1762	OG0001762	YJR013W	genemark-flattened_line_114-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.46&CDS=1-1248
1763	OG0001763	YJR014W	genemark-flattened_line_144-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_144-processed-gene-0.11&CDS=1-609
1764	OG0001764	YJR016C	genemark-flattened_line_50-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.86&CDS=1-1791
1765	OG0001765	YJR032W	genemark-flattened_line_18-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.110&CDS=1-1173
1766	OG0001766	YJR033C	augustus_masked-flattened_line_18-processed-gene-0.248-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.248&CDS=1-2874
1767	OG0001767	YJR034W	genemark-flattened_line_44-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.123&CDS=1-324
1768	OG0001768	YJR035W	maker-flattened_line_44-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_44-augustus-gene-0.2&CDS=1-5118
1769	OG0001769	YJR036C	augustus_masked-flattened_line_44-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.29&CDS=1-1284
1770	OG0001770	YJR040W	augustus_masked-flattened_line_22-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.113&CDS=1-2388
1771	OG0001771	YJR041C	genemark-flattened_line_22-processed-gene-0.160-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.160&CDS=1-3396
1772	OG0001772	YJR042W	snap_masked-flattened_line_22-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.42&CDS=1-2103
1773	OG0001773	YJR044C	augustus_masked-flattened_line_98-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.31&CDS=1-462
1774	OG0001774	YJR045C	genemark-flattened_line_24-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.73&CDS=1-1896
1775	OG0001775	YJR052W	genemark-flattened_line_38-processed-gene-0.141-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.141&CDS=1-1644
1776	OG0001776	YJR055W	genemark-flattened_line_199-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_199-processed-gene-0.22&CDS=1-507
1777	OG0001777	YJR057W	genemark-flattened_line_138-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_138-processed-gene-0.29&CDS=1-636
1778	OG0001778	YJR060W	snap_masked-flattened_line_326-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_326-processed-gene-0.3&CDS=1-687
1779	OG0001779	YJR062C	genemark-flattened_line_112-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.45&CDS=1-1014
1780	OG0001780	YJR063W	genemark-flattened_line_44-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.74&CDS=1-405
1781	OG0001781	YJR064W	genemark-flattened_line_44-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.75&CDS=1-1665
1782	OG0001782	YJR065C	genemark-flattened_line_44-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.105&CDS=1-1377
1783	OG0001783	YJR068W	genemark-flattened_line_44-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.77&CDS=1-1101
1784	OG0001784	YJR069C	genemark-flattened_line_44-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.109&CDS=1-582
1785	OG0001785	YJR070C	genemark-flattened_line_44-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.110&CDS=1-975
1786	OG0001786	YJR072C	genemark-flattened_line_44-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.111&CDS=1-1158
1787	OG0001787	YJR073C	genemark-flattened_line_44-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.113&CDS=1-696
1788	OG0001788	YJR074W	genemark-flattened_line_46-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.72&CDS=1-504
1789	OG0001789	YJR075W	genemark-flattened_line_46-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.73&CDS=1-1173
1790	OG0001790	YJR076C	genemark-flattened_line_38-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.137&CDS=1-1233
1791	OG0001791	YJR077C	genemark-flattened_line_166-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_166-processed-gene-0.43&CDS=1-930
1792	OG0001792	YJR085C	genemark-flattened_line_24-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.83&CDS=1-330
1793	OG0001793	YJR086W	genemark-flattened_line_30-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.25&CDS=1-375
1794	OG0001794	YJR088C	genemark-flattened_line_30-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.53&CDS=1-840
1795	OG0001795	YJR090C	snap_masked-flattened_line_86-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.82&CDS=1-3504
1796	OG0001796	YJR092W	genemark-flattened_line_24-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.92&CDS=1-3069
1797	OG0001797	YJR093C	genemark-flattened_line_24-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.127&CDS=1-1017
1798	OG0001798	YJR096W	snap_masked-flattened_line_30-processed-gene-0.183-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.183&CDS=1-876
1799	OG0001799	YJR097W	genemark-flattened_line_14-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.18&CDS=1-435
1800	OG0001800	YJR098C	snap_masked-flattened_line_132-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_132-processed-gene-0.22&CDS=1-1533
1801	OG0001801	YJR100C	genemark-flattened_line_150-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.30&CDS=1-963
1802	OG0001802	YJR101W	genemark-flattened_line_0-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.110&CDS=1-807
1803	OG0001803	YJR104C	genemark-flattened_line_0-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.139&CDS=1-468
1804	OG0001804	YJR105W	genemark-flattened_line_112-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.26&CDS=1-1005
1805	OG0001805	YJR106W	snap_masked-flattened_line_112-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.52&CDS=1-2364
1806	OG0001806	YJR107W	genemark-flattened_line_112-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.29&CDS=1-942
1807	OG0001807	YJR109C	genemark-flattened_line_112-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.44&CDS=1-3312
1808	OG0001808	YJR110W	genemark-flattened_line_24-processed-gene-0.126-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.126&CDS=1-1914
1809	OG0001809	YJR112W-A	genemark-flattened_line_24-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.123&CDS=1-468
1810	OG0001810	YJR113C	genemark-flattened_line_24-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.89&CDS=1-951
1811	OG0001811	YJR116W	genemark-flattened_line_112-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.41&CDS=1-894
1812	OG0001812	YJR117W	genemark-flattened_line_112-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.40&CDS=1-1413
1813	OG0001813	YJR118C	snap_masked-flattened_line_112-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.62&CDS=1-504
1814	OG0001814	YJR119C	genemark-flattened_line_112-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.38&CDS=1-2406
1815	OG0001815	YJR121W	snap_masked-flattened_line_112-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.60&CDS=1-1455
1816	OG0001816	YJR123W	genemark-flattened_line_82-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.68&CDS=1-648
1817	OG0001817	YJR124C	snap_masked-flattened_line_82-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.18&CDS=1-1521
1818	OG0001818	YJR125C	snap_masked-flattened_line_52-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.37&CDS=1-1554
