	OrthologID	Saccharomyces_cerevisiae	Saccharomycopsis_malanga
1203	OG0001203	YDR329C	-processed-gene-19.38-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-19.38&CDS=1-1260
1204	OG0001204	YDR330W	-processed-gene-10.27-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-10.27&CDS=1-1440
1205	OG0001205	YDR331W	-processed-gene-11.44-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-11.44&CDS=1-978
1206	OG0001206	YDR332W	-processed-gene-11.43-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-11.43&CDS=1-2094
1207	OG0001207	YDR333C	-processed-gene-11.62-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-11.62&CDS=1-2046
1208	OG0001208	YDR334W	-processed-gene-13.51-mRNA-1_1&gene=snap_masked-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-13.51&CDS=1-4179
1209	OG0001209	YDR335W	-augustus-gene-6.30-mRNA-1_1&gene=maker-gi|1002316412|dbj|BCGJ01000006.1|-augustus-gene-6.30&CDS=1-3804
1210	OG0001210	YDR336W	-processed-gene-12.73-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-12.73&CDS=1-1209
1211	OG0001211	YDR337W	-processed-gene-12.92-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-12.92&CDS=1-840
1212	OG0001212	YDR338C	-processed-gene-1.47-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-1.47&CDS=1-1965
1213	OG0001213	YDR339C	-processed-gene-12.50-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-12.50&CDS=1-564
1214	OG0001214	YDR341C	-processed-gene-3.69-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-3.69&CDS=1-1824
1215	OG0001215	YDR346C	-processed-gene-6.125-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-6.125&CDS=1-1173
1216	OG0001216	YDR347W	-processed-gene-3.225-mRNA-1_1&gene=genemark-gi|1002316407|dbj|BCGJ01000011.1|-processed-gene-3.225&CDS=1-990
1217	OG0001217	YDR352W	-processed-gene-22.72-mRNA-1_1&gene=snap_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-22.72&CDS=1-867
1218	OG0001218	YDR353W	-processed-gene-18.63-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-18.63&CDS=1-957
1219	OG0001219	YDR354W	-processed-gene-18.47-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-18.47&CDS=1-1146
1220	OG0001220	YDR357C	-processed-gene-18.61-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-18.61&CDS=1-567
1221	OG0001221	YDR359C	-processed-gene-4.32-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-4.32&CDS=1-3606
1222	OG0001222	YDR361C	-processed-gene-12.63-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-12.63&CDS=1-942
1223	OG0001223	YDR362C	-processed-gene-12.58-mRNA-1_1&gene=snap_masked-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-12.58&CDS=1-2049
1224	OG0001224	YDR363W	-processed-gene-2.115-mRNA-1_1&gene=snap_masked-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-2.115&CDS=1-1212
1225	OG0001225	YDR363W-A	-processed-gene-17.16-mRNA-1_1&gene=snap_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-17.16&CDS=1-243
1226	OG0001226	YDR364C	-processed-gene-17.75-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-17.75&CDS=1-1527
1227	OG0001227	YDR365C	-processed-gene-12.100-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-12.100&CDS=1-2157
1228	OG0001228	YDR367W	-processed-gene-6.163-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-6.163&CDS=1-963
1229	OG0001229	YDR371W	-processed-gene-25.10-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-25.10&CDS=1-1218
1230	OG0001230	YDR372C	-processed-gene-25.23-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-25.23&CDS=1-1029
1231	OG0001231	YDR373W	-processed-gene-5.135-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-5.135&CDS=1-570
1232	OG0001232	YDR375C	-processed-gene-25.12-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-25.12&CDS=1-1749
1233	OG0001233	YDR376W	-processed-gene-11.35-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-11.35&CDS=1-1548
1234	OG0001234	YDR377W	-processed-gene-7.24-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-7.24&CDS=1-306
1235	OG0001235	YDR378C	-processed-gene-25.22-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-25.22&CDS=1-216
1236	OG0001236	YDR379C-A	-processed-gene-11.14-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-11.14&CDS=1-234
1237	OG0001237	YDR381W	-processed-gene-5.43-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-5.43&CDS=1-681
1238	OG0001238	YDR382W	-processed-gene-11.36-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-11.36&CDS=1-330
1239	OG0001239	YDR386W	-processed-gene-12.36-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-12.36&CDS=1-1629
1240	OG0001240	YDR388W	-processed-gene-2.56-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-2.56&CDS=1-1326
1241	OG0001241	YDR389W	-processed-gene-5.48-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-5.48&CDS=1-1983
1242	OG0001242	YDR390C	-processed-gene-11.73-mRNA-1_1&gene=augustus_masked-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-11.73&CDS=1-1869
1243	OG0001243	YDR392W	-processed-gene-25.13-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-25.13&CDS=1-1023
1244	OG0001244	YDR393W	-processed-gene-25.25-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-25.25&CDS=1-1779
1245	OG0001245	YDR394W	-processed-gene-4.40-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-4.40&CDS=1-1272
1246	OG0001246	YDR397C	-processed-gene-10.20-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-10.20&CDS=1-489
1247	OG0001247	YDR398W	-processed-gene-10.8-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-10.8&CDS=1-2325
1248	OG0001248	YDR399W	-processed-gene-1.65-mRNA-1_1&gene=genemark-gi|1002316406|dbj|BCGJ01000012.1|-processed-gene-1.65&CDS=1-678
1249	OG0001249	YDR404C	-processed-gene-12.38-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-12.38&CDS=1-513
1250	OG0001250	YDR405W	-processed-gene-12.40-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-12.40&CDS=1-771
1251	OG0001251	YDR407C	-processed-gene-10.93-mRNA-1_1&gene=augustus_masked-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-10.93&CDS=1-4293
1252	OG0001252	YDR408C	-processed-gene-10.92-mRNA-1_1&gene=augustus_masked-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-10.92&CDS=1-741
1253	OG0001253	YDR410C	-processed-gene-0.55-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-0.55&CDS=1-687
1254	OG0001254	YDR411C	-processed-gene-17.14-mRNA-1_1&gene=snap_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-17.14&CDS=1-972
1255	OG0001255	YDR412W	-processed-gene-3.106-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-3.106&CDS=1-795
1256	OG0001256	YDR414C	-processed-gene-3.105-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-3.105&CDS=1-1065
1257	OG0001257	YDR415C	-processed-gene-22.2-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-22.2&CDS=1-2280
1258	OG0001258	YDR416W	-processed-gene-22.3-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-22.3&CDS=1-2685
1259	OG0001259	YDR419W	-processed-gene-1.14-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-1.14&CDS=1-2289
1260	OG0001260	YDR421W	-processed-gene-11.41-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-11.41&CDS=1-2625
1261	OG0001261	YDR424C	-processed-gene-0.32-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-0.32&CDS=1-270
1262	OG0001262	YDR427W	-processed-gene-11.8-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-11.8&CDS=1-1230
1263	OG0001263	YDR428C	-processed-gene-4.74-mRNA-1_1&gene=snap_masked-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-4.74&CDS=1-1029
1264	OG0001264	YDR429C	-processed-gene-4.116-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-4.116&CDS=1-834
1265	OG0001265	YDR430C	-processed-gene-13.9-mRNA-1_1&gene=augustus_masked-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-13.9&CDS=1-3069
1266	OG0001266	YDR432W	-processed-gene-0.31-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-0.31&CDS=1-846
1267	OG0001267	YDR434W	-processed-gene-3.194-mRNA-1_1&gene=genemark-gi|1002316407|dbj|BCGJ01000011.1|-processed-gene-3.194&CDS=1-1587
1268	OG0001268	YDR435C	-processed-gene-16.53-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-16.53&CDS=1-1155
1269	OG0001269	YDR437W	-processed-gene-15.96-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-15.96&CDS=1-636
1270	OG0001270	YDR440W	-processed-gene-5.35-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-5.35&CDS=1-1806
1271	OG0001271	YDR443C	-processed-gene-5.36-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-5.36&CDS=1-4467
1272	OG0001272	YDR448W	-processed-gene-1.22-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-1.22&CDS=1-1377
1273	OG0001273	YDR449C	-processed-gene-12.125-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-12.125&CDS=1-1281
1274	OG0001274	YDR452W	-processed-gene-15.112-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-15.112&CDS=1-2049
1275	OG0001275	YDR454C	-processed-gene-15.65-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-15.65&CDS=1-570
1276	OG0001276	YDR456W	-processed-gene-15.95-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-15.95&CDS=1-1959
1277	OG0001277	YDR457W	-processed-gene-12.79-mRNA-1_1&gene=augustus_masked-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-12.79&CDS=1-10278
1278	OG0001278	YDR459C	-processed-gene-2.47-mRNA-1_1&gene=snap_masked-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-2.47&CDS=1-1404
1279	OG0001279	YDR460W	-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-5.9&CDS=1-1020
1280	OG0001280	YDR462W	-processed-gene-11.77-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-11.77&CDS=1-462
1281	OG0001281	YDR464W	-processed-gene-3.80-mRNA-1_1&gene=snap_masked-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-3.80&CDS=1-3036
1282	OG0001282	YDR465C	-processed-gene-13.66-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-13.66&CDS=1-1506
1283	OG0001283	YDR468C	-processed-gene-5.24-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-5.24&CDS=1-699
1284	OG0001284	YDR469W	-processed-gene-5.8-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-5.8&CDS=1-579
1285	OG0001285	YDR470C	-processed-gene-5.7-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-5.7&CDS=1-1467
1286	OG0001286	YDR472W	-processed-gene-13.74-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-13.74&CDS=1-741
1287	OG0001287	YDR473C	-processed-gene-9.8-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-9.8&CDS=1-1491
1288	OG0001288	YDR476C	-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-1.75&CDS=1-639
1289	OG0001289	YDR479C	-processed-gene-3.62-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-3.62&CDS=1-2154
1290	OG0001290	YDR481C	-processed-gene-14.85-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-14.85&CDS=1-1686
1291	OG0001291	YDR482C	-processed-gene-23.16-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-23.16&CDS=1-798
1292	OG0001292	YDR484W	-processed-gene-3.8-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-3.8&CDS=1-2229
1293	OG0001293	YDR485C	-processed-gene-12.98-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-12.98&CDS=1-2655
1294	OG0001294	YDR486C	-processed-gene-10.24-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-10.24&CDS=1-651
1295	OG0001295	YDR487C	-processed-gene-11.14-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-11.14&CDS=1-633
1296	OG0001296	YDR489W	-processed-gene-21.66-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-21.66&CDS=1-684
1297	OG0001297	YDR493W	-processed-gene-8.88-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-8.88&CDS=1-369
1298	OG0001298	YDR495C	-processed-gene-14.75-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-14.75&CDS=1-4587
1299	OG0001299	YDR496C	-processed-gene-13.59-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-13.59&CDS=1-2013
1300	OG0001300	YDR498C	-processed-gene-16.62-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-16.62&CDS=1-1125
1301	OG0001301	YDR502C	-processed-gene-6.56-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-6.56&CDS=1-1149
1302	OG0001302	YDR510W	-processed-gene-6.50-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-6.50&CDS=1-288
1303	OG0001303	YDR511W	-processed-gene-1.106-mRNA-1_1&gene=genemark-gi|1002316404|dbj|BCGJ01000014.1|-processed-gene-1.106&CDS=1-411
1304	OG0001304	YDR512C	-processed-gene-6.130-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-6.130&CDS=1-423
1305	OG0001305	YDR517W	-processed-gene-0.54-mRNA-1_1&gene=genemark-gi|1002316402|dbj|BCGJ01000016.1|-processed-gene-0.54&CDS=1-1224
1306	OG0001306	YDR519W	-snap-gene-2.26-mRNA-1_1&gene=maker-gi|1002316408|dbj|BCGJ01000010.1|-snap-gene-2.26&CDS=1-453
1307	OG0001307	YDR520C	-processed-gene-14.43-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-14.43&CDS=1-2706
1308	OG0001308	YDR525W-A	-augustus-gene-24.33-mRNA-1_1&gene=maker-gi|1002316417|dbj|BCGJ01000001.1|-augustus-gene-24.33&CDS=1-246
1309	OG0001309	YDR527W	-processed-gene-4.57-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-4.57&CDS=1-1284
1310	OG0001310	YDR529C	-augustus-gene-24.32-mRNA-1_1&gene=maker-gi|1002316417|dbj|BCGJ01000001.1|-augustus-gene-24.32&CDS=1-381
1311	OG0001311	YDR531W	-processed-gene-2.57-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-2.57&CDS=1-1599
1312	OG0001312	YDR536W	-processed-gene-7.38-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-7.38&CDS=1-1710
1313	OG0001313	YEL002C	-processed-gene-2.66-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-2.66&CDS=1-1434
1314	OG0001314	YEL004W	-processed-gene-3.71-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-3.71&CDS=1-1041
1315	OG0001315	YEL007W	-processed-gene-2.56-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-2.56&CDS=1-1680
1316	OG0001316	YEL009C	-processed-gene-12.105-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-12.105&CDS=1-861
1317	OG0001317	YEL011W	-processed-gene-7.84-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-7.84&CDS=1-2097
1318	OG0001318	YEL012W	-processed-gene-3.66-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-3.66&CDS=1-609
1319	OG0001319	YEL013W	-processed-gene-0.54-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-0.54&CDS=1-1656
1320	OG0001320	YEL015W	-augustus-gene-6.46-mRNA-1_1&gene=maker-gi|1002316417|dbj|BCGJ01000001.1|-augustus-gene-6.46&CDS=1-2070
1321	OG0001321	YEL019C	-processed-gene-9.66-mRNA-1_1&gene=augustus_masked-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-9.66&CDS=1-975
1322	OG0001322	YEL020C	-processed-gene-6.9-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-6.9&CDS=1-1731
1323	OG0001323	YEL020W-A	-processed-gene-8.11-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-8.11&CDS=1-258
1324	OG0001324	YEL021W	-processed-gene-8.33-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-8.33&CDS=1-804
1325	OG0001325	YEL023C	-processed-gene-16.83-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-16.83&CDS=1-1761
1326	OG0001326	YEL024W	-processed-gene-18.57-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-18.57&CDS=1-657
1327	OG0001327	YEL026W	-processed-gene-4.18-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-4.18&CDS=1-378
1328	OG0001328	YEL027W	-processed-gene-4.103-mRNA-1_1&gene=augustus_masked-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-4.103&CDS=1-471
1329	OG0001329	YEL029C	-processed-gene-18.67-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-18.67&CDS=1-978
1330	OG0001330	YEL031W	-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-5.36&CDS=1-3783
1331	OG0001331	YEL032W	-processed-gene-3.200-mRNA-1_1&gene=genemark-gi|1002316407|dbj|BCGJ01000011.1|-processed-gene-3.200&CDS=1-2517
1332	OG0001332	YEL036C	-processed-gene-4.0-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-4.0&CDS=1-1473
1333	OG0001333	YEL037C	-processed-gene-4.12-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-4.12&CDS=1-1077
1334	OG0001334	YEL038W	-processed-gene-4.25-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-4.25&CDS=1-801
1335	OG0001335	YEL042W	-processed-gene-7.70-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-7.70&CDS=1-1857
1336	OG0001336	YEL043W	-processed-gene-3.95-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-3.95&CDS=1-3438
1337	OG0001337	YEL044W	-processed-gene-3.109-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-3.109&CDS=1-366
1338	OG0001338	YEL046C	-processed-gene-15.92-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-15.92&CDS=1-1035
1339	OG0001339	YEL048C	-processed-gene-3.110-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-3.110&CDS=1-663
1340	OG0001340	YEL050C	-processed-gene-1.68-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-1.68&CDS=1-1161
1341	OG0001341	YEL051W	-processed-gene-22.27-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-22.27&CDS=1-834
1342	OG0001342	YEL052W	-processed-gene-3.59-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-3.59&CDS=1-1767
1343	OG0001343	YEL053C	-processed-gene-10.7-mRNA-1_1&gene=snap_masked-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-10.7&CDS=1-2898
1344	OG0001344	YEL055C	-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-5.8&CDS=1-3651
1345	OG0001345	YEL056W	-processed-gene-2.67-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-2.67&CDS=1-1338
1346	OG0001346	YEL058W	-processed-gene-9.116-mRNA-1_1&gene=augustus_masked-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-9.116&CDS=1-1590
1347	OG0001347	YEL061C	-processed-gene-1.108-mRNA-1_1&gene=genemark-gi|1002316405|dbj|BCGJ01000013.1|-processed-gene-1.108&CDS=1-3192
1348	OG0001348	YEL062W	-snap-gene-1.66-mRNA-1_1&gene=maker-gi|1002316405|dbj|BCGJ01000013.1|-snap-gene-1.66&CDS=1-2082
1349	OG0001349	YEL064C	-processed-gene-4.55-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-4.55&CDS=1-1479
1350	OG0001350	YEL072W	-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-5.19&CDS=1-723
1351	OG0001351	YER002W	-processed-gene-15.130-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-15.130&CDS=1-660
1352	OG0001352	YER003C	-processed-gene-27.42-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-27.42&CDS=1-1287
1353	OG0001353	YER004W	-processed-gene-7.69-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-7.69&CDS=1-681
1354	OG0001354	YER005W	-processed-gene-13.49-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-13.49&CDS=1-2391
1355	OG0001355	YER006W	-processed-gene-7.64-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-7.64&CDS=1-1602
1356	OG0001356	YER007C-A	-processed-gene-14.73-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-14.73&CDS=1-546
1357	OG0001357	YER007W	-processed-gene-10.57-mRNA-1_1&gene=snap_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-10.57&CDS=1-1980
1358	OG0001358	YER008C	-processed-gene-7.13-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-7.13&CDS=1-4173
1359	OG0001359	YER009W	-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-gi|1002316405|dbj|BCGJ01000013.1|-processed-gene-0.93&CDS=1-390
1360	OG0001360	YER010C	-processed-gene-18.71-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-18.71&CDS=1-732
1361	OG0001361	YER012W	-processed-gene-0.41-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-0.41&CDS=1-600
1362	OG0001362	YER014W	-processed-gene-16.51-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-16.51&CDS=1-1935
1363	OG0001363	YER016W	-processed-gene-5.117-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-5.117&CDS=1-1041
1364	OG0001364	YER019C-A	-processed-gene-0.57-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-0.57&CDS=1-258
