	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035296_Priceomyces_carsonii
1912	OG0001912	YJL090C	genemark-NODE_23_length_155774_cov_25.4571_ID_2978-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_23_length_155774_cov_25.4571_ID_2978-processed-gene-0.53&CDS=1-1944
1913	OG0001913	YJL091C	genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-2.51-mRNA-1_1&gene=genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-2.51&CDS=1-1437
1914	OG0001914	YJL092W	genemark-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.108&CDS=1-2634
1915	OG0001915	YJL093C	genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-0.64&CDS=1-2046
1916	OG0001916	YJL094C	genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-1.39&CDS=1-2409
1917	OG0001917	YJL095W	genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-2.24-mRNA-1_1&gene=genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-2.24&CDS=1-4593
1918	OG0001918	YJL096W	genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-1.62-mRNA-1_1&gene=genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-1.62&CDS=1-525
1919	OG0001919	YJL097W	maker-NODE_12_length_394886_cov_22.9142_ID_2055-snap-gene-1.132-mRNA-1_1&gene=maker-NODE_12_length_394886_cov_22.9142_ID_2055-snap-gene-1.132&CDS=1-1311
1920	OG0001920	YJL100W	genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-6.104-mRNA-1_1&gene=genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-6.104&CDS=1-2019
1921	OG0001921	YJL101C	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-5.246-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-5.246&CDS=1-2175
1922	OG0001922	YJL102W	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-5.221-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-5.221&CDS=1-2586
1923	OG0001923	YJL103C	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-5.301-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-5.301&CDS=1-1461
1924	OG0001924	YJL104W	genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-1.57&CDS=1-387
1925	OG0001925	YJL106W	genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-2.235-mRNA-1_1&gene=genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-2.235&CDS=1-1758
1926	OG0001926	YJL108C	maker-NODE_11_length_402718_cov_22.2702_ID_1863-snap-gene-2.1-mRNA-1_1&gene=maker-NODE_11_length_402718_cov_22.2702_ID_1863-snap-gene-2.1&CDS=1-4461
1927	OG0001927	YJL109C	maker-NODE_15_length_360542_cov_26.2381_ID_2597-snap-gene-2.10-mRNA-1_1&gene=maker-NODE_15_length_360542_cov_26.2381_ID_2597-snap-gene-2.10&CDS=1-5808
1928	OG0001928	YJL111W	genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-0.111-mRNA-1_1&gene=genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-0.111&CDS=1-1626
1929	OG0001929	YJL115W	genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-3.67-mRNA-1_1&gene=genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-3.67&CDS=1-723
1930	OG0001930	YJL117W	genemark-NODE_18_length_302002_cov_23.6261_ID_1893-processed-gene-1.107-mRNA-1_1&gene=genemark-NODE_18_length_302002_cov_23.6261_ID_1893-processed-gene-1.107&CDS=1-1044
1931	OG0001931	YJL121C	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-3.45-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-3.45&CDS=1-699
1932	OG0001932	YJL122W	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-3.19-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-3.19&CDS=1-477
1933	OG0001933	YJL123C	genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-5.36-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-5.36&CDS=1-1296
1934	OG0001934	YJL124C	genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-1.33-mRNA-1_1&gene=genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-1.33&CDS=1-522
1935	OG0001935	YJL125C	genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-1.56&CDS=1-1089
1936	OG0001936	YJL126W	genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-5.61-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-5.61&CDS=1-963
1937	OG0001937	YJL127C	maker-NODE_8_length_443067_cov_22.9177_ID_3374-augustus-gene-3.210-mRNA-1_1&gene=maker-NODE_8_length_443067_cov_22.9177_ID_3374-augustus-gene-3.210&CDS=1-2346
1938	OG0001938	YJL128C	genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-2.102-mRNA-1_1&gene=genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-2.102&CDS=1-1878
1939	OG0001939	YJL130C	genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-3.65-mRNA-1_1&gene=genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-3.65&CDS=1-6624
1940	OG0001940	YJL131C	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-5.50-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-5.50&CDS=1-1245
1941	OG0001941	YJL140W	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-1.115-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-1.115&CDS=1-573
1942	OG0001942	YJL141C	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-1.116-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-1.116&CDS=1-2076
1943	OG0001943	YJL143W	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-1.117-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-1.117&CDS=1-462
1944	OG0001944	YJL148W	maker-NODE_28_length_47606_cov_23.4251_ID_3170-snap-gene-0.79-mRNA-1_1&gene=maker-NODE_28_length_47606_cov_23.4251_ID_3170-snap-gene-0.79&CDS=1-687
1945	OG0001945	YJL153C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-15.90-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-15.90&CDS=1-1566
1946	OG0001946	YJL154C	augustus_masked-NODE_25_length_136868_cov_20.0533_ID_2683-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_25_length_136868_cov_20.0533_ID_2683-processed-gene-0.40&CDS=1-4383
1947	OG0001947	YJL155C	genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-2.67-mRNA-1_1&gene=genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-2.67&CDS=1-1371
1948	OG0001948	YJL156C	genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-2.85-mRNA-1_1&gene=genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-2.85&CDS=1-2415
1949	OG0001949	YJL166W	augustus_masked-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-1.56&CDS=1-282
1950	OG0001950	YJL167W	augustus_masked-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-1.40&CDS=1-3402
1951	OG0001951	YJL168C	snap_masked-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-0.99&CDS=1-2100
1952	OG0001952	YJL171C	snap_masked-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-5.206-mRNA-1_1&gene=snap_masked-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-5.206&CDS=1-1242
1953	OG0001953	YJL176C	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-1.96-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-1.96&CDS=1-2229
1954	OG0001954	YJL179W	genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-2.45-mRNA-1_1&gene=genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-2.45&CDS=1-369
1955	OG0001955	YJL180C	genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-2.67-mRNA-1_1&gene=genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-2.67&CDS=1-1077
1956	OG0001956	YJL183W	genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-3.14-mRNA-1_1&gene=genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-3.14&CDS=1-1308
1957	OG0001957	YJL187C	snap_masked-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.67&CDS=1-2652
1958	OG0001958	YJL194W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-11.37-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-11.37&CDS=1-1503
1959	OG0001959	YJL197W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-7.56-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-7.56&CDS=1-3597
1960	OG0001960	YJL200C	genemark-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-2.164-mRNA-1_1&gene=genemark-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-2.164&CDS=1-2409
1961	OG0001961	YJL201W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-16.19-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-16.19&CDS=1-1602
1962	OG0001962	YJL203W	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-2.152-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-2.152&CDS=1-1194
1963	OG0001963	YJL204C	genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-0.113&CDS=1-2400
1964	OG0001964	YJL207C	genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-0.64&CDS=1-8847
1965	OG0001965	YJL208C	snap_masked-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-1.107-mRNA-1_1&gene=snap_masked-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-1.107&CDS=1-984
1966	OG0001966	YJL213W	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-5.97-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-5.97&CDS=1-1356
1967	OG0001967	YJR001W	augustus_masked-NODE_10_length_407211_cov_23.1954_ID_2838-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_10_length_407211_cov_23.1954_ID_2838-processed-gene-1.123&CDS=1-5544
1968	OG0001968	YJR002W	genemark-NODE_10_length_407211_cov_23.1954_ID_2838-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_10_length_407211_cov_23.1954_ID_2838-processed-gene-1.79&CDS=1-1854
1969	OG0001969	YJR003C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-0.66&CDS=1-1482
1970	OG0001970	YJR007W	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-5.222-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-5.222&CDS=1-897
1971	OG0001971	YJR008W	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-5.225-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-5.225&CDS=1-999
1972	OG0001972	YJR010W	genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-0.74&CDS=1-1596
1973	OG0001973	YJR016C	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-3.102-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-3.102&CDS=1-1764
1974	OG0001974	YJR017C	augustus_masked-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.75&CDS=1-1014
1975	OG0001975	YJR024C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-12.44-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-12.44&CDS=1-804
1976	OG0001976	YJR025C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-4.68-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-4.68&CDS=1-507
1977	OG0001977	YJR032W	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-4.127-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-4.127&CDS=1-1134
1978	OG0001978	YJR033C	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-4.92-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-4.92&CDS=1-4134
1979	OG0001979	YJR034W	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-4.93-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-4.93&CDS=1-369
1980	OG0001980	YJR035W	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-5.42-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-5.42&CDS=1-3360
1981	OG0001981	YJR036C	augustus_masked-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-0.42&CDS=1-2676
1982	OG0001982	YJR040W	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-0.136-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-0.136&CDS=1-2304
1983	OG0001983	YJR041C	augustus_masked-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-0.26&CDS=1-3483
1984	OG0001984	YJR042W	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-0.113&CDS=1-2310
1985	OG0001985	YJR044C	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-5.91-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-5.91&CDS=1-420
1986	OG0001986	YJR046W	snap_masked-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-4.102-mRNA-1_1&gene=snap_masked-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-4.102&CDS=1-777
1987	OG0001987	YJR047C	snap_masked-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-3.43-mRNA-1_1&gene=snap_masked-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-3.43&CDS=1-468
1988	OG0001988	YJR052W	genemark-NODE_26_length_123160_cov_27.0581_ID_2926-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_26_length_123160_cov_27.0581_ID_2926-processed-gene-0.113&CDS=1-1902
1989	OG0001989	YJR053W	snap_masked-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-6.75-mRNA-1_1&gene=snap_masked-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-6.75&CDS=1-1728
1990	OG0001990	YJR055W	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-2.162-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-2.162&CDS=1-477
1991	OG0001991	YJR056C	genemark-NODE_24_length_149289_cov_19.7292_ID_2418-processed-gene-0.225-mRNA-1_1&gene=genemark-NODE_24_length_149289_cov_19.7292_ID_2418-processed-gene-0.225&CDS=1-762
1992	OG0001992	YJR057W	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-5.149-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-5.149&CDS=1-663
1993	OG0001993	YJR058C	snap_masked-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-5.280-mRNA-1_1&gene=snap_masked-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-5.280&CDS=1-447
1994	OG0001994	YJR060W	genemark-NODE_22_length_170781_cov_22.2696_ID_2250-processed-gene-0.193-mRNA-1_1&gene=genemark-NODE_22_length_170781_cov_22.2696_ID_2250-processed-gene-0.193&CDS=1-753
1995	OG0001995	YJR062C	genemark-NODE_26_length_123160_cov_27.0581_ID_2926-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_26_length_123160_cov_27.0581_ID_2926-processed-gene-0.102&CDS=1-1062
1996	OG0001996	YJR063W	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-3.106-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-3.106&CDS=1-369
1997	OG0001997	YJR064W	genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-0.74&CDS=1-1650
1998	OG0001998	YJR065C	genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-0.75&CDS=1-1257
1999	OG0001999	YJR067C	genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-2.85-mRNA-1_1&gene=genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-2.85&CDS=1-366
2000	OG0002000	YJR068W	augustus_masked-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-2.241-mRNA-1_1&gene=augustus_masked-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-2.241&CDS=1-2097
2001	OG0002001	YJR069C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-12.75-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-12.75&CDS=1-591
2002	OG0002002	YJR070C	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-3.88-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-3.88&CDS=1-930
2003	OG0002003	YJR072C	genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-2.36-mRNA-1_1&gene=genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-2.36&CDS=1-1146
2004	OG0002004	YJR073C	genemark-NODE_24_length_149289_cov_19.7292_ID_2418-processed-gene-0.200-mRNA-1_1&gene=genemark-NODE_24_length_149289_cov_19.7292_ID_2418-processed-gene-0.200&CDS=1-630
2005	OG0002005	YJR074W	augustus_masked-NODE_24_length_149289_cov_19.7292_ID_2418-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_24_length_149289_cov_19.7292_ID_2418-processed-gene-0.13&CDS=1-537
2006	OG0002006	YJR076C	genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-1.73-mRNA-1_1&gene=genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-1.73&CDS=1-1209
2007	OG0002007	YJR077C	genemark-NODE_28_length_47606_cov_23.4251_ID_3170-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_28_length_47606_cov_23.4251_ID_3170-processed-gene-0.40&CDS=1-918
2008	OG0002008	YJR078W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-10.128-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-10.128&CDS=1-1356
2009	OG0002009	YJR080C	augustus_masked-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-2.41&CDS=1-1191
2010	OG0002010	YJR082C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-8.48-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-8.48&CDS=1-444
2011	OG0002011	YJR084W	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-5.106-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-5.106&CDS=1-1353
2012	OG0002012	YJR085C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-3.84-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-3.84&CDS=1-321
2013	OG0002013	YJR088C	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-4.23-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-4.23&CDS=1-912
2014	OG0002014	YJR089W	snap_masked-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-5.209-mRNA-1_1&gene=snap_masked-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-5.209&CDS=1-3303
2015	OG0002015	YJR090C	augustus_masked-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-4.148-mRNA-1_1&gene=augustus_masked-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-4.148&CDS=1-2103
2016	OG0002016	YJR092W	augustus_masked-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-5.21&CDS=1-5514
2017	OG0002017	YJR095W	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-4.44-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-4.44&CDS=1-933
2018	OG0002018	YJR096W	genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-4.108-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-4.108&CDS=1-849
2019	OG0002019	YJR097W	genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-0.108&CDS=1-504
2020	OG0002020	YJR098C	genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-1.2-mRNA-1_1&gene=genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-1.2&CDS=1-2091
2021	OG0002021	YJR099W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-8.19-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-8.19&CDS=1-714
2022	OG0002022	YJR100C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-1.22-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-1.22&CDS=1-1038
2023	OG0002023	YJR101W	augustus_masked-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-4.123&CDS=1-1890
2024	OG0002024	YJR102C	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-4.49-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-4.49&CDS=1-582
2025	OG0002025	YJR104C	augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-5.150-mRNA-1_1&gene=augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-5.150&CDS=1-462
2026	OG0002026	YJR105W	genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-2.42-mRNA-1_1&gene=genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-2.42&CDS=1-1044
2027	OG0002027	YJR107W	augustus_masked-NODE_22_length_170781_cov_22.2696_ID_2250-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_22_length_170781_cov_22.2696_ID_2250-processed-gene-0.98&CDS=1-1011
2028	OG0002028	YJR109C	genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-0.66&CDS=1-3453
2029	OG0002029	YJR110W	augustus_masked-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-3.45&CDS=1-5931
2030	OG0002030	YJR111C	genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-3.114-mRNA-1_1&gene=genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-3.114&CDS=1-1062
2031	OG0002031	YJR112W	genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-0.64&CDS=1-603
2032	OG0002032	YJR113C	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-3.110-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-3.110&CDS=1-783
