	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_eubayanus
2600	OG0002600	YKL167C	augustus_masked-chrXI-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-1.89&CDS=1-405
2601	OG0002601	YKL168C	genemark-chrXI-processed-gene-1.127-mRNA-1_1&gene=genemark-chrXI-processed-gene-1.127&CDS=1-2187
2602	OG0002602	YKL170W	snap_masked-chrXI-processed-gene-1.31-mRNA-1_1&gene=snap_masked-chrXI-processed-gene-1.31&CDS=1-414
2603	OG0002603	YKL171W	augustus_masked-chrXI-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-1.77&CDS=1-2799
2604	OG0002604	YKL173W	maker-chrXI-augustus-gene-1.1-mRNA-1_1&gene=maker-chrXI-augustus-gene-1.1&CDS=1-4281
2605	OG0002605	YKL174C	augustus_masked-chrXI-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-1.87&CDS=1-1857
2606	OG0002606	YKL175W	augustus_masked-chrXI-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-1.75&CDS=1-1509
2607	OG0002607	YKL176C	augustus_masked-chrXI-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-1.74&CDS=1-2490
2608	OG0002608	YKL178C	augustus_masked-chrXI-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-1.73&CDS=1-1410
2609	OG0002609	YKL179C	augustus_masked-chrXI-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-1.72&CDS=1-2043
2610	OG0002610	YKL181W	augustus_masked-chrXI-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-1.70&CDS=1-1281
2611	OG0002611	YKL182W	augustus_masked-chrXI-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-1.69&CDS=1-6150
2612	OG0002612	YKL183W	snap_masked-chrXI-processed-gene-0.13-mRNA-1_1&gene=snap_masked-chrXI-processed-gene-0.13&CDS=1-927
2613	OG0002613	YKL184W	snap_masked-chrXI-processed-gene-0.12-mRNA-1_1&gene=snap_masked-chrXI-processed-gene-0.12&CDS=1-1401
2614	OG0002614	YKL185W	augustus_masked-chrXI-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-0.82&CDS=1-1800
2615	OG0002615	YKL186C	augustus_masked-chrXI-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-0.95&CDS=1-555
2616	OG0002616	YKL187C	snap_masked-chrXI-processed-gene-0.32-mRNA-1_1&gene=snap_masked-chrXI-processed-gene-0.32&CDS=1-2256
2617	OG0002617	YKL188C	snap_masked-chrXI-processed-gene-0.31-mRNA-1_1&gene=snap_masked-chrXI-processed-gene-0.31&CDS=1-2559
2618	OG0002618	YKL189W	augustus_masked-chrXI-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-0.81&CDS=1-1188
2619	OG0002619	YKL191W	augustus_masked-chrXI-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-0.80&CDS=1-2073
2620	OG0002620	YKL192C	augustus_masked-chrXI-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-0.93&CDS=1-375
2621	OG0002621	YKL194C	augustus_masked-chrXI-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-0.92&CDS=1-2349
2622	OG0002622	YKL195W	snap_masked-chrXI-processed-gene-0.7-mRNA-1_1&gene=snap_masked-chrXI-processed-gene-0.7&CDS=1-1155
2623	OG0002623	YKL196C	snap_masked-chrXI-processed-gene-0.27-mRNA-1_1&gene=snap_masked-chrXI-processed-gene-0.27&CDS=1-600
2624	OG0002624	YKL197C	snap_masked-chrXI-processed-gene-0.25-mRNA-1_1&gene=snap_masked-chrXI-processed-gene-0.25&CDS=1-3132
2625	OG0002625	YKL201C	snap_masked-chrXI-processed-gene-0.24-mRNA-1_1&gene=snap_masked-chrXI-processed-gene-0.24&CDS=1-4863
2626	OG0002626	YKL204W	augustus_masked-chrXI-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-0.78&CDS=1-1902
2627	OG0002627	YKL205W	augustus_masked-chrXI-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-0.77&CDS=1-3333
2628	OG0002628	YKL206C	augustus_masked-chrXI-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-0.89&CDS=1-801
2629	OG0002629	YKL207W	augustus_masked-chrXI-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-0.76&CDS=1-1539
2630	OG0002630	YKL209C	augustus_masked-chrXI-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-0.88&CDS=1-3870
2631	OG0002631	YKL210W	augustus_masked-chrXI-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-0.75&CDS=1-3072
2632	OG0002632	YKL211C	augustus_masked-chrXI-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-0.87&CDS=1-1452
2633	OG0002633	YKL212W	augustus_masked-chrXI-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-0.74&CDS=1-1869
2634	OG0002634	YKL213C	augustus_masked-chrXI-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-0.86&CDS=1-2157
2635	OG0002635	YKL215C	augustus_masked-chrXI-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-0.85&CDS=1-4437
2636	OG0002636	YKL216W	augustus_masked-chrXI-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-0.73&CDS=1-942
2637	OG0002637	YKL217W	augustus_masked-chrXI-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-0.72&CDS=1-1845
2638	OG0002638	YKL221W	augustus_masked-chrXV-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-0.91&CDS=1-1419
2639	OG0002639	YKL222C	snap_masked-chrXV-processed-gene-0.24-mRNA-1_1&gene=snap_masked-chrXV-processed-gene-0.24&CDS=1-2112
2640	OG0002640	YKR001C	augustus_masked-chrXI-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-4.85&CDS=1-2103
2641	OG0002641	YKR002W	augustus_masked-chrXI-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-4.68&CDS=1-1707
2642	OG0002642	YKR004C	maker-chrXI-snap-gene-4.4-mRNA-1_1&gene=maker-chrXI-snap-gene-4.4&CDS=1-1113
2643	OG0002643	YKR005C	maker-chrXI-snap-gene-4.3-mRNA-1_1&gene=maker-chrXI-snap-gene-4.3&CDS=1-1389
2644	OG0002644	YKR006C	augustus_masked-chrXI-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-4.87&CDS=1-783
2645	OG0002645	YKR007W	augustus_masked-chrXI-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-4.70&CDS=1-546
2646	OG0002646	YKR008W	augustus_masked-chrXI-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-4.71&CDS=1-1887
2647	OG0002647	YKR009C	augustus_masked-chrXI-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-4.88&CDS=1-2700
2648	OG0002648	YKR010C	augustus_masked-chrXI-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-4.89&CDS=1-2313
2649	OG0002649	YKR011C	augustus_masked-chrXI-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-4.90&CDS=1-1071
2650	OG0002650	YKR013W	augustus_masked-chrXI-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-4.72&CDS=1-1083
2651	OG0002651	YKR014C	augustus_masked-chrXI-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-4.91&CDS=1-708
2652	OG0002652	YKR015C	augustus_masked-chrXI-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-4.92&CDS=1-1707
2653	OG0002653	YKR016W	augustus_masked-chrXI-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-4.73&CDS=1-1617
2654	OG0002654	YKR017C	augustus_masked-chrXI-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-4.93&CDS=1-1653
2655	OG0002655	YKR019C	augustus_masked-chrXI-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-4.95&CDS=1-1836
2656	OG0002656	YKR020W	snap_masked-chrXI-processed-gene-4.24-mRNA-1_1&gene=snap_masked-chrXI-processed-gene-4.24&CDS=1-492
2657	OG0002657	YKR021W	snap_masked-chrXI-processed-gene-4.25-mRNA-1_1&gene=snap_masked-chrXI-processed-gene-4.25&CDS=1-2811
2658	OG0002658	YKR022C	augustus_masked-chrXI-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-4.96&CDS=1-951
2659	OG0002659	YKR023W	augustus_masked-chrXI-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-4.75&CDS=1-1593
2660	OG0002660	YKR024C	augustus_masked-chrXI-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-4.97&CDS=1-2223
2661	OG0002661	YKR025W	augustus_masked-chrXI-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-4.76&CDS=1-843
2662	OG0002662	YKR026C	augustus_masked-chrXI-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-4.98&CDS=1-915
2663	OG0002663	YKR027W	augustus_masked-chrXI-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-4.77&CDS=1-2295
2664	OG0002664	YKR029C	augustus_masked-chrXI-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-4.99&CDS=1-2253
2665	OG0002665	YKR030W	snap_masked-chrXI-processed-gene-4.30-mRNA-1_1&gene=snap_masked-chrXI-processed-gene-4.30&CDS=1-822
2666	OG0002666	YKR031C	augustus_masked-chrXI-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-4.100&CDS=1-5058
2667	OG0002667	YKR034W	maker-chrXI-augustus-gene-5.72-mRNA-1_1&gene=maker-chrXI-augustus-gene-5.72&CDS=1-1344
2668	OG0002668	YKR036C	augustus_masked-chrXI-processed-gene-5.141-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.141&CDS=1-1935
2669	OG0002669	YKR038C	augustus_masked-chrXI-processed-gene-5.142-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.142&CDS=1-2034
2670	OG0002670	YKR039W	augustus_masked-chrXI-processed-gene-5.140-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.140&CDS=1-1803
2671	OG0002671	YKR041W	snap_masked-chrXI-processed-gene-5.9-mRNA-1_1&gene=snap_masked-chrXI-processed-gene-5.9&CDS=1-783
2672	OG0002672	YKR043C	augustus_masked-chrXI-processed-gene-5.168-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.168&CDS=1-813
2673	OG0002673	YKR044W	snap_masked-chrXI-processed-gene-5.12-mRNA-1_1&gene=snap_masked-chrXI-processed-gene-5.12&CDS=1-1320
2674	OG0002674	YKR048C	augustus_masked-chrXI-processed-gene-5.169-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.169&CDS=1-3102
2675	OG0002675	YKR050W	genemark-chrXI-processed-gene-5.83-mRNA-1_1&gene=genemark-chrXI-processed-gene-5.83&CDS=1-2667
2676	OG0002676	YKR051W	genemark-chrXI-processed-gene-5.84-mRNA-1_1&gene=genemark-chrXI-processed-gene-5.84&CDS=1-1254
2677	OG0002677	YKR052C	snap_masked-chrXI-processed-gene-5.47-mRNA-1_1&gene=snap_masked-chrXI-processed-gene-5.47&CDS=1-912
2678	OG0002678	YKR053C	snap_masked-chrXI-processed-gene-5.48-mRNA-1_1&gene=snap_masked-chrXI-processed-gene-5.48&CDS=1-1221
2679	OG0002679	YKR054C	augustus_masked-chrXI-processed-gene-5.171-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.171&CDS=1-12279
2680	OG0002680	YKR055W	augustus_masked-chrXI-processed-gene-5.146-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.146&CDS=1-870
2681	OG0002681	YKR060W	snap_masked-chrXI-processed-gene-5.20-mRNA-1_1&gene=snap_masked-chrXI-processed-gene-5.20&CDS=1-822
2682	OG0002682	YKR061W	snap_masked-chrXI-processed-gene-5.21-mRNA-1_1&gene=snap_masked-chrXI-processed-gene-5.21&CDS=1-1077
2683	OG0002683	YKR062W	snap_masked-chrXI-processed-gene-5.22-mRNA-1_1&gene=snap_masked-chrXI-processed-gene-5.22&CDS=1-999
2684	OG0002684	YKR063C	augustus_masked-chrXI-processed-gene-5.172-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.172&CDS=1-1503
2685	OG0002685	YKR064W	augustus_masked-chrXI-processed-gene-5.149-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.149&CDS=1-2592
2686	OG0002686	YKR065C	augustus_masked-chrXI-processed-gene-5.173-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.173&CDS=1-585
2687	OG0002687	YKR066C	augustus_masked-chrXI-processed-gene-5.174-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.174&CDS=1-1083
2688	OG0002688	YKR067W	augustus_masked-chrXI-processed-gene-5.150-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.150&CDS=1-2202
2689	OG0002689	YKR068C	augustus_masked-chrXI-processed-gene-5.175-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.175&CDS=1-579
2690	OG0002690	YKR069W	maker-chrXI-snap-gene-5.69-mRNA-1_1&gene=maker-chrXI-snap-gene-5.69&CDS=1-2964
2691	OG0002691	YKR071C	augustus_masked-chrXI-processed-gene-5.176-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.176&CDS=1-1029
2692	OG0002692	YKR072C	augustus_masked-chrXI-processed-gene-5.177-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.177&CDS=1-1689
2693	OG0002693	YKR074W	augustus_masked-chrXI-processed-gene-5.152-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.152&CDS=1-465
2694	OG0002694	YKR075C	augustus_masked-chrXI-processed-gene-5.178-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.178&CDS=1-918
2695	OG0002695	YKR077W	augustus_masked-chrXI-processed-gene-5.154-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.154&CDS=1-1077
2696	OG0002696	YKR078W	augustus_masked-chrXI-processed-gene-5.155-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.155&CDS=1-1743
2697	OG0002697	YKR079C	augustus_masked-chrXI-processed-gene-5.179-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.179&CDS=1-2514
2698	OG0002698	YKR080W	augustus_masked-chrXI-processed-gene-5.156-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.156&CDS=1-960
2699	OG0002699	YKR081C	augustus_masked-chrXI-processed-gene-5.180-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.180&CDS=1-1038
2700	OG0002700	YKR082W	augustus_masked-chrXI-processed-gene-5.157-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.157&CDS=1-3471
2701	OG0002701	YKR084C	augustus_masked-chrXI-processed-gene-5.181-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.181&CDS=1-2790
2702	OG0002702	YKR086W	augustus_masked-chrXI-processed-gene-5.158-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.158&CDS=1-3228
2703	OG0002703	YKR089C	augustus_masked-chrXI-processed-gene-5.182-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.182&CDS=1-4692
2704	OG0002704	YKR090W	augustus_masked-chrXI-processed-gene-5.159-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.159&CDS=1-2175
2705	OG0002705	YKR091W	augustus_masked-chrXI-processed-gene-5.160-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.160&CDS=1-786
2706	OG0002706	YKR092C	augustus_masked-chrXI-processed-gene-5.183-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.183&CDS=1-1263
2707	OG0002707	YKR093W	augustus_masked-chrXI-processed-gene-5.161-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.161&CDS=1-1803
2708	OG0002708	YKR095W	snap_masked-chrXI-processed-gene-5.37-mRNA-1_1&gene=snap_masked-chrXI-processed-gene-5.37&CDS=1-5655
2709	OG0002709	YKR095W-A	snap_masked-chrXI-processed-gene-5.38-mRNA-1_1&gene=snap_masked-chrXI-processed-gene-5.38&CDS=1-243
2710	OG0002710	YKR097W	augustus_masked-chrXI-processed-gene-5.164-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.164&CDS=1-1644
2711	OG0002711	YKR098C	augustus_masked-chrXI-processed-gene-5.184-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.184&CDS=1-2151
2712	OG0002712	YKR099W	augustus_masked-chrXI-processed-gene-5.165-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.165&CDS=1-2433
2713	OG0002713	YKR100C	augustus_masked-chrXI-processed-gene-5.185-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.185&CDS=1-1074
2714	OG0002714	YKR101W	augustus_masked-chrXI-processed-gene-5.166-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.166&CDS=1-1953
2715	OG0002715	YLL001W	augustus_masked-chrXII-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.112&CDS=1-2274
2716	OG0002716	YLL003W	augustus_masked-chrXII-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.111&CDS=1-5892
2717	OG0002717	YLL005C	snap_masked-chrXII-processed-gene-1.36-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-1.36&CDS=1-2418
2718	OG0002718	YLL006W	augustus_masked-chrXII-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.110&CDS=1-1278
2719	OG0002719	YLL007C	augustus_masked-chrXII-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.128&CDS=1-2001
2720	OG0002720	YLL008W	snap_masked-chrXII-processed-gene-1.14-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-1.14&CDS=1-2232
2721	OG0002721	YLL009C	augustus_masked-chrXII-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.127&CDS=1-276
2722	OG0002722	YLL011W	augustus_masked-chrXII-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.108&CDS=1-1470
2723	OG0002723	YLL012W	augustus_masked-chrXII-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.107&CDS=1-1728
2724	OG0002724	YLL013C	augustus_masked-chrXII-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.125&CDS=1-2601
2725	OG0002725	YLL014W	augustus_masked-chrXII-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.106&CDS=1-324
2726	OG0002726	YLL015W	augustus_masked-chrXII-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.105&CDS=1-4683
2727	OG0002727	YLL016W	augustus_masked-chrXII-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.104&CDS=1-3768
2728	OG0002728	YLL018C	augustus_masked-chrXII-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.124&CDS=1-1671
2729	OG0002729	YLL018C-A	snap_masked-chrXII-processed-gene-1.30-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-1.30&CDS=1-327
2730	OG0002730	YLL019C	snap_masked-chrXII-processed-gene-1.29-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-1.29&CDS=1-2196
2731	OG0002731	YLL021W	maker-chrXII-augustus-gene-1.51-mRNA-1_1&gene=maker-chrXII-augustus-gene-1.51&CDS=1-5052
2732	OG0002732	YLL022C	augustus_masked-chrXII-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.122&CDS=1-1089
2733	OG0002733	YLL023C	augustus_masked-chrXII-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.121&CDS=1-840
2734	OG0002734	YLL026W	augustus_masked-chrXII-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.100&CDS=1-2724
2735	OG0002735	YLL027W	augustus_masked-chrXII-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.99&CDS=1-747
2736	OG0002736	YLL028W	augustus_masked-chrXII-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-0.8&CDS=1-1761
2737	OG0002737	YLL029W	augustus_masked-chrXII-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-0.7&CDS=1-2247
2738	OG0002738	YLL031C	augustus_masked-chrXII-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-0.25&CDS=1-3051
2739	OG0002739	YLL032C	augustus_masked-chrXII-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-0.24&CDS=1-2496
2740	OG0002740	YLL033W	augustus_masked-chrXII-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-0.6&CDS=1-723
2741	OG0002741	YLL034C	augustus_masked-chrXII-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-0.23&CDS=1-2511
2742	OG0002742	YLL035W	augustus_masked-chrXII-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-0.5&CDS=1-1890
2743	OG0002743	YLL036C	maker-chrXII-augustus-gene-0.28-mRNA-1_1&gene=maker-chrXII-augustus-gene-0.28&CDS=1-2262
2744	OG0002744	YLL040C	augustus_masked-chrXII-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-0.21&CDS=1-9423
2745	OG0002745	YLL041C	snap_masked-chrXII-processed-gene-0.54-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-0.54&CDS=1-795
2746	OG0002746	YLL042C	genemark-chrXII-processed-gene-0.85-mRNA-1_1&gene=genemark-chrXII-processed-gene-0.85&CDS=1-510
2747	OG0002747	YLL043W	augustus_masked-chrXII-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-0.4&CDS=1-1983
2748	OG0002748	YLL046C	snap_masked-chrXII-processed-gene-0.52-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-0.52&CDS=1-753
2749	OG0002749	YLL049W	augustus_masked-chrXII-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-0.3&CDS=1-534
2750	OG0002750	YLL051C	augustus_masked-chrXII-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-0.17&CDS=1-2454
2751	OG0002751	YLL055W	augustus_masked-chrXII-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-0.2&CDS=1-1593
2752	OG0002752	YLL057C	augustus_masked-chrXII-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-0.12&CDS=1-1236
2753	OG0002753	YLL058W	augustus_masked-chrXII-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-0.0&CDS=1-1713
2754	OG0002754	YLL061W	augustus_masked-chrV-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-0.1&CDS=1-1749
2755	OG0002755	YLL062C	augustus_masked-chrV-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-0.14&CDS=1-972
2756	OG0002756	YLR001C	augustus_masked-chrXII-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.130&CDS=1-4476
2757	OG0002757	YLR004C	maker-chrXII-augustus-gene-1.54-mRNA-1_1&gene=maker-chrXII-augustus-gene-1.54&CDS=1-2412
2758	OG0002758	YLR005W	augustus_masked-chrXII-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.113&CDS=1-1398
2759	OG0002759	YLR006C	augustus_masked-chrXII-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.132&CDS=1-2079
2760	OG0002760	YLR007W	augustus_masked-chrXII-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.114&CDS=1-1008
2761	OG0002761	YLR008C	augustus_masked-chrXII-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.133&CDS=1-510
2762	OG0002762	YLR009W	snap_masked-chrXII-processed-gene-1.21-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-1.21&CDS=1-597
2763	OG0002763	YLR010C	maker-chrXII-snap-gene-1.50-mRNA-1_1&gene=maker-chrXII-snap-gene-1.50&CDS=1-546
2764	OG0002764	YLR011W	augustus_masked-chrXII-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.116&CDS=1-576
2765	OG0002765	YLR012C	snap_masked-chrXII-processed-gene-1.43-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-1.43&CDS=1-297
2766	OG0002766	YLR013W	snap_masked-chrXII-processed-gene-1.23-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-1.23&CDS=1-420
2767	OG0002767	YLR014C	genemark-chrXII-processed-gene-1.94-mRNA-1_1&gene=genemark-chrXII-processed-gene-1.94&CDS=1-2712
2768	OG0002768	YLR015W	augustus_masked-chrXII-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.117&CDS=1-1488
2769	OG0002769	YLR016C	augustus_masked-chrXII-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.136&CDS=1-612
2770	OG0002770	YLR017W	augustus_masked-chrXII-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.118&CDS=1-1011
2771	OG0002771	YLR018C	augustus_masked-chrXII-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.137&CDS=1-903
2772	OG0002772	YLR020C	augustus_masked-chrXII-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.138&CDS=1-1614
2773	OG0002773	YLR021W	augustus_masked-chrXII-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.120&CDS=1-540
2774	OG0002774	YLR022C	augustus_masked-chrXII-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-1.139&CDS=1-750
2775	OG0002775	YLR023C	snap_masked-chrXII-processed-gene-2.1-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-2.1&CDS=1-1626
2776	OG0002776	YLR024C	snap_masked-chrXII-processed-gene-2.2-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-2.2&CDS=1-5583
