	OrthologID	Saccharomyces_cerevisiae	Zygosaccharomyces_rouxii
1625	OG0001625	YGR072W	snap_masked-Zyro0B-processed-gene-4.137-mRNA-1_1&gene=snap_masked-Zyro0B-processed-gene-4.137&CDS=1-1053
1626	OG0001626	YGR074W	genemark-Zyro0B-processed-gene-4.28-mRNA-1_1&gene=genemark-Zyro0B-processed-gene-4.28&CDS=1-363
1627	OG0001627	YGR075C	augustus_masked-Zyro0B-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-4.95&CDS=1-690
1628	OG0001628	YGR076C	augustus_masked-Zyro0B-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-4.96&CDS=1-462
1629	OG0001629	YGR077C	augustus_masked-Zyro0B-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-4.97&CDS=1-1716
1630	OG0001630	YGR078C	augustus_masked-Zyro0B-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-4.98&CDS=1-567
1631	OG0001631	YGR079W	snap_masked-Zyro0C-processed-gene-13.21-mRNA-1_1&gene=snap_masked-Zyro0C-processed-gene-13.21&CDS=1-846
1632	OG0001632	YGR080W	augustus_masked-Zyro0C-processed-gene-13.109-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-13.109&CDS=1-987
1633	OG0001633	YGR081C	augustus_masked-Zyro0C-processed-gene-13.146-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-13.146&CDS=1-537
1634	OG0001634	YGR082W	augustus_masked-Zyro0C-processed-gene-13.111-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-13.111&CDS=1-561
1635	OG0001635	YGR083C	augustus_masked-Zyro0C-processed-gene-13.148-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-13.148&CDS=1-1812
1636	OG0001636	YGR084C	augustus_masked-Zyro0C-processed-gene-13.149-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-13.149&CDS=1-975
1637	OG0001637	YGR089W	augustus_masked-Zyro0C-processed-gene-9.114-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-9.114&CDS=1-2685
1638	OG0001638	YGR090W	augustus_masked-Zyro0C-processed-gene-9.115-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-9.115&CDS=1-4506
1639	OG0001639	YGR091W	augustus_masked-Zyro0C-processed-gene-9.116-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-9.116&CDS=1-1332
1640	OG0001640	YGR094W	augustus_masked-Zyro0C-processed-gene-10.59-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-10.59&CDS=1-3186
1641	OG0001641	YGR095C	augustus_masked-Zyro0C-processed-gene-10.64-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-10.64&CDS=1-672
1642	OG0001642	YGR097W	augustus_masked-Zyro0C-processed-gene-10.63-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-10.63&CDS=1-3390
1643	OG0001643	YGR098C	augustus_masked-Zyro0C-processed-gene-10.86-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-10.86&CDS=1-4785
1644	OG0001644	YGR099W	snap_masked-Zyro0C-processed-gene-10.9-mRNA-1_1&gene=snap_masked-Zyro0C-processed-gene-10.9&CDS=1-1980
1645	OG0001645	YGR100W	augustus_masked-Zyro0C-processed-gene-10.69-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-10.69&CDS=1-2856
1646	OG0001646	YGR101W	augustus_masked-Zyro0C-processed-gene-10.70-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-10.70&CDS=1-1014
1647	OG0001647	YGR102C	augustus_masked-Zyro0C-processed-gene-10.87-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-10.87&CDS=1-513
1648	OG0001648	YGR103W	augustus_masked-Zyro0C-processed-gene-10.71-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-10.71&CDS=1-1812
1649	OG0001649	YGR104C	augustus_masked-Zyro0C-processed-gene-10.88-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-10.88&CDS=1-768
1650	OG0001650	YGR105W	augustus_masked-Zyro0C-processed-gene-10.72-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-10.72&CDS=1-240
1651	OG0001651	YGR106C	augustus_masked-Zyro0C-processed-gene-10.89-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-10.89&CDS=1-750
1652	OG0001652	YGR110W	genemark-Zyro0C-processed-gene-4.19-mRNA-1_1&gene=genemark-Zyro0C-processed-gene-4.19&CDS=1-1290
1653	OG0001653	YGR112W	augustus_masked-Zyro0C-processed-gene-5.64-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-5.64&CDS=1-4008
1654	OG0001654	YGR116W	augustus_masked-Zyro0C-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-5.65&CDS=1-4362
1655	OG0001655	YGR117C	snap_masked-Zyro0B-processed-gene-3.119-mRNA-1_1&gene=snap_masked-Zyro0B-processed-gene-3.119&CDS=1-1269
1656	OG0001656	YGR119C	augustus_masked-Zyro0B-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-3.71&CDS=1-2241
1657	OG0001657	YGR122W	augustus_masked-Zyro0B-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-3.89&CDS=1-1164
1658	OG0001658	YGR123C	augustus_masked-Zyro0B-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-3.67&CDS=1-1539
1659	OG0001659	YGR125W	augustus_masked-Zyro0C-processed-gene-6.144-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-6.144&CDS=1-3072
1660	OG0001660	YGR127W	maker-Zyro0D-snap-gene-8.171-mRNA-1_1&gene=maker-Zyro0D-snap-gene-8.171&CDS=1-912
1661	OG0001661	YGR128C	augustus_masked-Zyro0D-processed-gene-8.140-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-8.140&CDS=1-2895
1662	OG0001662	YGR129W	augustus_masked-Zyro0D-processed-gene-8.162-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-8.162&CDS=1-627
1663	OG0001663	YGR130C	maker-Zyro0D-snap-gene-8.169-mRNA-1_1&gene=maker-Zyro0D-snap-gene-8.169&CDS=1-2724
1664	OG0001664	YGR132C	augustus_masked-Zyro0D-processed-gene-8.135-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-8.135&CDS=1-849
1665	OG0001665	YGR133W	augustus_masked-Zyro0D-processed-gene-8.161-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-8.161&CDS=1-459
1666	OG0001666	YGR134W	augustus_masked-Zyro0D-processed-gene-8.159-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-8.159&CDS=1-3540
1667	OG0001667	YGR135W	augustus_masked-Zyro0D-processed-gene-8.158-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-8.158&CDS=1-759
1668	OG0001668	YGR140W	snap_masked-Zyro0G-processed-gene-16.33-mRNA-1_1&gene=snap_masked-Zyro0G-processed-gene-16.33&CDS=1-2175
1669	OG0001669	YGR141W	genemark-Zyro0G-processed-gene-16.92-mRNA-1_1&gene=genemark-Zyro0G-processed-gene-16.92&CDS=1-1335
1670	OG0001670	YGR142W	snap_masked-Zyro0G-processed-gene-16.31-mRNA-1_1&gene=snap_masked-Zyro0G-processed-gene-16.31&CDS=1-894
1671	OG0001671	YGR144W	augustus_masked-Zyro0G-processed-gene-9.20-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-9.20&CDS=1-975
1672	OG0001672	YGR145W	augustus_masked-Zyro0G-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-7.83&CDS=1-2049
1673	OG0001673	YGR146C	snap_masked-Zyro0G-processed-gene-7.158-mRNA-1_1&gene=snap_masked-Zyro0G-processed-gene-7.158&CDS=1-417
1674	OG0001674	YGR147C	augustus_masked-Zyro0G-processed-gene-7.105-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-7.105&CDS=1-648
1675	OG0001675	YGR149W	augustus_masked-Zyro0G-processed-gene-7.88-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-7.88&CDS=1-1269
1676	OG0001676	YGR150C	genemark-Zyro0G-processed-gene-7.50-mRNA-1_1&gene=genemark-Zyro0G-processed-gene-7.50&CDS=1-2517
1677	OG0001677	YGR152C	augustus_masked-Zyro0G-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-5.40&CDS=1-750
1678	OG0001678	YGR155W	augustus_masked-Zyro0G-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-5.21&CDS=1-1500
1679	OG0001679	YGR156W	augustus_masked-Zyro0G-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-5.23&CDS=1-1275
1680	OG0001680	YGR157W	augustus_masked-Zyro0G-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-5.24&CDS=1-2511
1681	OG0001681	YGR158C	augustus_masked-Zyro0G-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-5.43&CDS=1-726
1682	OG0001682	YGR159C	genemark-Zyro0G-processed-gene-5.98-mRNA-1_1&gene=genemark-Zyro0G-processed-gene-5.98&CDS=1-1404
1683	OG0001683	YGR161C	augustus_masked-Zyro0G-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-5.46&CDS=1-570
1684	OG0001684	YGR163W	augustus_masked-Zyro0G-processed-gene-17.160-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-17.160&CDS=1-993
1685	OG0001685	YGR165W	maker-Zyro0G-augustus-gene-9.125-mRNA-1_1&gene=maker-Zyro0G-augustus-gene-9.125&CDS=1-1023
1686	OG0001686	YGR166W	snap_masked-Zyro0C-processed-gene-10.21-mRNA-1_1&gene=snap_masked-Zyro0C-processed-gene-10.21&CDS=1-1494
1687	OG0001687	YGR167W	augustus_masked-Zyro0C-processed-gene-10.81-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-10.81&CDS=1-375
1688	OG0001688	YGR168C	snap_masked-Zyro0C-processed-gene-10.47-mRNA-1_1&gene=snap_masked-Zyro0C-processed-gene-10.47&CDS=1-1008
1689	OG0001689	YGR169C	augustus_masked-Zyro0C-processed-gene-10.103-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-10.103&CDS=1-1194
1690	OG0001690	YGR170W	augustus_masked-Zyro0F-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-1.36&CDS=1-3327
1691	OG0001691	YGR171C	maker-Zyro0F-augustus-gene-1.147-mRNA-1_1&gene=maker-Zyro0F-augustus-gene-1.147&CDS=1-2286
1692	OG0001692	YGR173W	augustus_masked-Zyro0G-processed-gene-9.35-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-9.35&CDS=1-1110
1693	OG0001693	YGR174C	augustus_masked-Zyro0B-processed-gene-8.127-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-8.127&CDS=1-441
1694	OG0001694	YGR175C	augustus_masked-Zyro0B-processed-gene-8.128-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-8.128&CDS=1-5271
1695	OG0001695	YGR179C	snap_masked-Zyro0B-processed-gene-8.39-mRNA-1_1&gene=snap_masked-Zyro0B-processed-gene-8.39&CDS=1-1083
1696	OG0001696	YGR181W	augustus_masked-Zyro0B-processed-gene-8.125-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-8.125&CDS=1-318
1697	OG0001697	YGR183C	augustus_masked-Zyro0B-processed-gene-8.110-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-8.110&CDS=1-210
1698	OG0001698	YGR184C	augustus_masked-Zyro0B-processed-gene-8.109-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-8.109&CDS=1-5814
1699	OG0001699	YGR185C	augustus_masked-Zyro0B-processed-gene-8.108-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-8.108&CDS=1-1200
1700	OG0001700	YGR186W	augustus_masked-Zyro0B-processed-gene-8.123-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-8.123&CDS=1-2046
1701	OG0001701	YGR187C	augustus_masked-Zyro0B-processed-gene-8.107-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-8.107&CDS=1-1149
1702	OG0001702	YGR189C	augustus_masked-Zyro0G-processed-gene-9.27-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-9.27&CDS=1-1368
1703	OG0001703	YGR194C	augustus_masked-Zyro0G-processed-gene-9.24-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-9.24&CDS=1-3192
1704	OG0001704	YGR195W	augustus_masked-Zyro0G-processed-gene-9.44-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-9.44&CDS=1-735
1705	OG0001705	YGR196C	snap_masked-Zyro0G-processed-gene-9.145-mRNA-1_1&gene=snap_masked-Zyro0G-processed-gene-9.145&CDS=1-2541
1706	OG0001706	YGR198W	maker-Zyro0G-augustus-gene-9.126-mRNA-1_1&gene=maker-Zyro0G-augustus-gene-9.126&CDS=1-2883
1707	OG0001707	YGR200C	augustus_masked-Zyro0G-processed-gene-9.19-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-9.19&CDS=1-2349
1708	OG0001708	YGR202C	augustus_masked-Zyro0G-processed-gene-9.17-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-9.17&CDS=1-1215
1709	OG0001709	YGR203W	augustus_masked-Zyro0G-processed-gene-9.40-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-9.40&CDS=1-432
1710	OG0001710	YGR205W	augustus_masked-Zyro0G-processed-gene-9.38-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-9.38&CDS=1-852
1711	OG0001711	YGR206W	augustus_masked-Zyro0G-processed-gene-9.36-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-9.36&CDS=1-291
1712	OG0001712	YGR207C	augustus_masked-Zyro0G-processed-gene-9.11-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-9.11&CDS=1-777
1713	OG0001713	YGR208W	augustus_masked-Zyro0F-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-1.34&CDS=1-888
1714	OG0001714	YGR210C	augustus_masked-Zyro0F-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-1.16&CDS=1-1239
1715	OG0001715	YGR211W	augustus_masked-Zyro0F-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-1.31&CDS=1-1455
1716	OG0001716	YGR212W	snap_masked-Zyro0F-processed-gene-1.128-mRNA-1_1&gene=snap_masked-Zyro0F-processed-gene-1.128&CDS=1-1410
1717	OG0001717	YGR215W	augustus_masked-Zyro0A-processed-gene-8.14-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-8.14&CDS=1-324
1718	OG0001718	YGR216C	augustus_masked-Zyro0A-processed-gene-8.36-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-8.36&CDS=1-1845
1719	OG0001719	YGR217W	augustus_masked-Zyro0A-processed-gene-8.15-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-8.15&CDS=1-6003
1720	OG0001720	YGR218W	augustus_masked-Zyro0B-processed-gene-12.148-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-12.148&CDS=1-3267
1721	OG0001721	YGR220C	augustus_masked-Zyro0B-processed-gene-12.106-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-12.106&CDS=1-819
1722	OG0001722	YGR222W	snap_masked-Zyro0B-processed-gene-12.252-mRNA-1_1&gene=snap_masked-Zyro0B-processed-gene-12.252&CDS=1-783
1723	OG0001723	YGR223C	augustus_masked-Zyro0B-processed-gene-12.103-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-12.103&CDS=1-1353
1724	OG0001724	YGR225W	augustus_masked-Zyro0B-processed-gene-12.144-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-12.144&CDS=1-1809
1725	OG0001725	YGR227W	augustus_masked-Zyro0B-processed-gene-12.142-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-12.142&CDS=1-1578
1726	OG0001726	YGR229C	augustus_masked-Zyro0B-processed-gene-12.101-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-12.101&CDS=1-1857
1727	OG0001727	YGR230W	snap_masked-Zyro0B-processed-gene-12.248-mRNA-1_1&gene=snap_masked-Zyro0B-processed-gene-12.248&CDS=1-237
1728	OG0001728	YGR231C	augustus_masked-Zyro0B-processed-gene-12.100-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-12.100&CDS=1-930
1729	OG0001729	YGR232W	augustus_masked-Zyro0B-processed-gene-12.141-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-12.141&CDS=1-678
1730	OG0001730	YGR233C	augustus_masked-Zyro0B-processed-gene-12.99-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-12.99&CDS=1-3303
1731	OG0001731	YGR234W	genemark-Zyro0B-processed-gene-12.52-mRNA-1_1&gene=genemark-Zyro0B-processed-gene-12.52&CDS=1-1188
1732	OG0001732	YGR235C	augustus_masked-Zyro0B-processed-gene-12.97-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-12.97&CDS=1-675
1733	OG0001733	YGR237C	augustus_masked-Zyro0B-processed-gene-6.18-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-6.18&CDS=1-2064
1734	OG0001734	YGR239C	snap_masked-Zyro0B-processed-gene-6.118-mRNA-1_1&gene=snap_masked-Zyro0B-processed-gene-6.118&CDS=1-813
1735	OG0001735	YGR244C	augustus_masked-Zyro0F-processed-gene-11.90-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-11.90&CDS=1-1281
1736	OG0001736	YGR245C	augustus_masked-Zyro0C-processed-gene-8.142-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-8.142&CDS=1-2286
1737	OG0001737	YGR246C	augustus_masked-Zyro0C-processed-gene-8.143-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-8.143&CDS=1-1764
1738	OG0001738	YGR247W	maker-Zyro0C-augustus-gene-9.42-mRNA-1_1&gene=maker-Zyro0C-augustus-gene-9.42&CDS=1-1413
1739	OG0001739	YGR249W	augustus_masked-Zyro0C-processed-gene-9.92-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-9.92&CDS=1-1002
1740	OG0001740	YGR251W	augustus_masked-Zyro0C-processed-gene-9.97-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-9.97&CDS=1-582
1741	OG0001741	YGR252W	augustus_masked-Zyro0C-processed-gene-9.99-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-9.99&CDS=1-1470
1742	OG0001742	YGR253C	augustus_masked-Zyro0C-processed-gene-9.120-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-9.120&CDS=1-780
1743	OG0001743	YGR255C	augustus_masked-Zyro0F-processed-gene-13.95-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-13.95&CDS=1-1434
1744	OG0001744	YGR257C	genemark-Zyro0D-processed-gene-6.81-mRNA-1_1&gene=genemark-Zyro0D-processed-gene-6.81&CDS=1-1053
1745	OG0001745	YGR258C	augustus_masked-Zyro0D-processed-gene-6.126-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.126&CDS=1-3090
1746	OG0001746	YGR260W	augustus_masked-Zyro0G-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-0.75&CDS=1-1482
1747	OG0001747	YGR261C	augustus_masked-Zyro0D-processed-gene-6.123-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.123&CDS=1-2466
1748	OG0001748	YGR262C	augustus_masked-Zyro0D-processed-gene-6.122-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.122&CDS=1-789
1749	OG0001749	YGR263C	augustus_masked-Zyro0D-processed-gene-6.121-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.121&CDS=1-1170
1750	OG0001750	YGR264C	augustus_masked-Zyro0D-processed-gene-6.120-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.120&CDS=1-2253
1751	OG0001751	YGR266W	snap_masked-Zyro0D-processed-gene-6.41-mRNA-1_1&gene=snap_masked-Zyro0D-processed-gene-6.41&CDS=1-2115
1752	OG0001752	YGR267C	augustus_masked-Zyro0D-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.118&CDS=1-729
1753	OG0001753	YGR268C	genemark-Zyro0D-processed-gene-6.70-mRNA-1_1&gene=genemark-Zyro0D-processed-gene-6.70&CDS=1-687
1754	OG0001754	YGR270W	augustus_masked-Zyro0D-processed-gene-6.134-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.134&CDS=1-4689
1755	OG0001755	YGR271C-A	augustus_masked-Zyro0D-processed-gene-6.115-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.115&CDS=1-606
1756	OG0001756	YGR274C	augustus_masked-Zyro0D-processed-gene-6.112-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.112&CDS=1-3009
1757	OG0001757	YGR275W	augustus_masked-Zyro0D-processed-gene-6.130-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.130&CDS=1-663
1758	OG0001758	YGR276C	genemark-Zyro0D-processed-gene-6.64-mRNA-1_1&gene=genemark-Zyro0D-processed-gene-6.64&CDS=1-2028
1759	OG0001759	YGR277C	augustus_masked-Zyro0D-processed-gene-6.107-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.107&CDS=1-858
1760	OG0001760	YGR278W	augustus_masked-Zyro0D-processed-gene-6.128-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.128&CDS=1-1683
1761	OG0001761	YGR280C	augustus_masked-Zyro0D-processed-gene-6.101-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.101&CDS=1-813
1762	OG0001762	YGR281W	snap_masked-Zyro0C-processed-gene-1.85-mRNA-1_1&gene=snap_masked-Zyro0C-processed-gene-1.85&CDS=1-4338
1763	OG0001763	YGR282C	augustus_masked-Zyro0C-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-0.75&CDS=1-927
1764	OG0001764	YGR284C	augustus_masked-Zyro0C-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-0.72&CDS=1-915
1765	OG0001765	YGR285C	augustus_masked-Zyro0C-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-0.71&CDS=1-1299
1766	OG0001766	YGR286C	augustus_masked-Zyro0D-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-1.44&CDS=1-1110
1767	OG0001767	YHL002W	augustus_masked-Zyro0B-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-1.124&CDS=1-1233
1768	OG0001768	YHL004W	augustus_masked-Zyro0B-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-1.123&CDS=1-1197
1769	OG0001769	YHL006C	snap_masked-Zyro0B-processed-gene-1.89-mRNA-1_1&gene=snap_masked-Zyro0B-processed-gene-1.89&CDS=1-468
1770	OG0001770	YHL008C	augustus_masked-Zyro0B-processed-gene-1.166-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-1.166&CDS=1-1800
1771	OG0001771	YHL009C	augustus_masked-Zyro0B-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-1.116&CDS=1-768
1772	OG0001772	YHL010C	augustus_masked-Zyro0B-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-1.141&CDS=1-1689
1773	OG0001773	YHL011C	augustus_masked-Zyro0B-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-1.142&CDS=1-960
1774	OG0001774	YHL015W	augustus_masked-Zyro0E-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-4.90&CDS=1-357
1775	OG0001775	YHL016C	augustus_masked-Zyro0D-processed-gene-13.38-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-13.38&CDS=1-2160
1776	OG0001776	YHL018W	genemark-Zyro0E-processed-gene-4.140-mRNA-1_1&gene=genemark-Zyro0E-processed-gene-4.140&CDS=1-327
1777	OG0001777	YHL019C	augustus_masked-Zyro0E-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-4.74&CDS=1-1647
1778	OG0001778	YHL020C	augustus_masked-Zyro0E-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-4.75&CDS=1-1251
1779	OG0001779	YHL021C	augustus_masked-Zyro0G-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-1.7&CDS=1-1380
1780	OG0001780	YHL022C	augustus_masked-Zyro0G-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-1.8&CDS=1-1023
1781	OG0001781	YHL023C	augustus_masked-Zyro0B-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-0.82&CDS=1-2778
1782	OG0001782	YHL024W	maker-Zyro0B-snap-gene-0.37-mRNA-1_1&gene=maker-Zyro0B-snap-gene-0.37&CDS=1-2403
1783	OG0001783	YHL025W	augustus_masked-Zyro0B-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-1.119&CDS=1-1029
1784	OG0001784	YHL026C	snap_masked-Zyro0G-processed-gene-6.124-mRNA-1_1&gene=snap_masked-Zyro0G-processed-gene-6.124&CDS=1-744
1785	OG0001785	YHL027W	augustus_masked-Zyro0G-processed-gene-6.56-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-6.56&CDS=1-1449
1786	OG0001786	YHL028W	augustus_masked-Zyro0G-processed-gene-6.55-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-6.55&CDS=1-2325
1787	OG0001787	YHL029C	augustus_masked-Zyro0G-processed-gene-6.79-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-6.79&CDS=1-1683
1788	OG0001788	YHL030W	augustus_masked-Zyro0G-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-6.54&CDS=1-5547
1789	OG0001789	YHL031C	augustus_masked-Zyro0G-processed-gene-6.74-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-6.74&CDS=1-666
1790	OG0001790	YHL032C	maker-Zyro0G-augustus-gene-6.131-mRNA-1_1&gene=maker-Zyro0G-augustus-gene-6.131&CDS=1-2943
1791	OG0001791	YHL034C	augustus_masked-Zyro0G-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-6.71&CDS=1-828
1792	OG0001792	YHL036W	augustus_masked-Zyro0G-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-6.49&CDS=1-1629
