	OrthologID	Priceomyces_haplophilus	Saccharomyces_cerevisiae
1236	OG0001236	-processed-gene-9.236-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.236&CDS=1-1530	YLR089C
1237	OG0001237	-processed-gene-9.237-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.237&CDS=1-1518	YNR012W
1238	OG0001238	-processed-gene-9.198-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.198&CDS=1-1635	YPL260W
1239	OG0001239	-processed-gene-9.199-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.199&CDS=1-1008	YIR011C
1240	OG0001240	-processed-gene-9.240-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.240&CDS=1-1566	YER082C
1241	OG0001241	-processed-gene-9.201-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.201&CDS=1-1344	YKL216W
1242	OG0001242	-processed-gene-9.203-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.203&CDS=1-942	YER083C
1243	OG0001243	-processed-gene-9.146-mRNA-1_1&gene=augustus_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.146&CDS=1-1161	YGR112W
1244	OG0001244	-processed-gene-9.246-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.246&CDS=1-714	YPL051W
1245	OG0001245	-processed-gene-9.115-mRNA-1_1&gene=augustus_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.115&CDS=1-705	YIL007C
1246	OG0001246	-processed-gene-9.247-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.247&CDS=1-303	YIL008W
1247	OG0001247	-processed-gene-9.211-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.211&CDS=1-1314	YEL002C
1248	OG0001248	-processed-gene-9.212-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.212&CDS=1-387	YEL003W
1249	OG0001249	-processed-gene-9.249-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.249&CDS=1-534	YMR009W
1250	OG0001250	-processed-gene-9.32-mRNA-1_1&gene=genemark-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.32&CDS=1-1548	YNL317W
1251	OG0001251	-processed-gene-9.250-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.250&CDS=1-2253	YOR017W
1252	OG0001252	-processed-gene-9.252-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.252&CDS=1-1404	YPL063W
1253	OG0001253	-processed-gene-9.68-mRNA-1_1&gene=genemark-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.68&CDS=1-804	YER026C
1254	OG0001254	-processed-gene-9.70-mRNA-1_1&gene=genemark-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.70&CDS=1-648	YLR411W
1255	OG0001255	-processed-gene-9.216-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.216&CDS=1-780	YPR167C
1256	OG0001256	-processed-gene-9.255-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.255&CDS=1-2994	YOL090W
1257	OG0001257	-processed-gene-9.219-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.219&CDS=1-930	YAR015W
1258	OG0001258	-processed-gene-9.256-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.256&CDS=1-1605	YAR018C
1259	OG0001259	-processed-gene-9.257-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.257&CDS=1-1947	YKR093W
1260	OG0001260	-processed-gene-9.224-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.224&CDS=1-1035	YPL088W
1261	OG0001261	-processed-gene-0.53-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-0.53&CDS=1-2307	YOL006C
1262	OG0001262	-processed-gene-0.73-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-0.73&CDS=1-435	YMR002W
1263	OG0001263	-processed-gene-0.76-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-0.76&CDS=1-2154	YMR284W
1264	OG0001264	-processed-gene-0.58-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-0.58&CDS=1-435	YJR058C
1265	OG0001265	-processed-gene-0.77-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-0.77&CDS=1-663	YJR057W
1266	OG0001266	-augustus-gene-0.48-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-augustus-gene-0.48&CDS=1-2439	YMR250W
1267	OG0001267	-processed-gene-0.83-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-0.83&CDS=1-453	YPL037C
1268	OG0001268	-processed-gene-0.84-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-0.84&CDS=1-939	YDL209C
1269	OG0001269	-processed-gene-0.86-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-0.86&CDS=1-642	YLR293C
1270	OG0001270	-processed-gene-0.89-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-0.89&CDS=1-1350	YOR049C
1271	OG0001271	-processed-gene-0.90-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-0.90&CDS=1-924	YAL025C
1272	OG0001272	-processed-gene-0.91-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-0.91&CDS=1-507	YOR367W
1273	OG0001273	-snap-gene-0.103-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-snap-gene-0.103&CDS=1-1563	YML056C
1274	OG0001274	-processed-gene-0.39-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-0.39&CDS=1-2058	YOR014W
1275	OG0001275	-processed-gene-0.40-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-0.40&CDS=1-630	YLR251W
1276	OG0001276	-processed-gene-0.69-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-0.69&CDS=1-1020	YGR080W
1277	OG0001277	-processed-gene-0.99-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-0.99&CDS=1-846	YPR103W
1278	OG0001278	-processed-gene-1.110-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.110&CDS=1-558	YGR081C
1279	OG0001279	-processed-gene-1.6-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.6&CDS=1-4278	YAL024C
1280	OG0001280	-processed-gene-1.10-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.10&CDS=1-876	YMR096W
1281	OG0001281	-augustus-gene-1.1-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-augustus-gene-1.1&CDS=1-5046	YJR138W
1282	OG0001282	-processed-gene-1.36-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.36&CDS=1-1074	YJR139C
1283	OG0001283	-processed-gene-1.38-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.38&CDS=1-525	YGR082W
1284	OG0001284	-processed-gene-1.39-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.39&CDS=1-726	YJR144W
1285	OG0001285	-processed-gene-1.117-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.117&CDS=1-792	YLL041C
1286	OG0001286	-processed-gene-1.13-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.13&CDS=1-1134	YOR388C
1287	OG0001287	-processed-gene-1.41-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.41&CDS=1-294	YMR225C
1288	OG0001288	-processed-gene-1.14-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.14&CDS=1-1467	YOL119C
1289	OG0001289	-processed-gene-1.15-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.15&CDS=1-933	YFR041C
1290	OG0001290	-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.94&CDS=1-1434	YPR036W
1291	OG0001291	-processed-gene-1.46-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.46&CDS=1-1101	YPR035W
1292	OG0001292	-processed-gene-1.48-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.48&CDS=1-1884	YHL032C
1293	OG0001293	-processed-gene-1.49-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.49&CDS=1-1437	YDL103C
1294	OG0001294	-augustus-gene-1.2-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-augustus-gene-1.2&CDS=1-5658	YJR092W
1295	OG0001295	-processed-gene-1.153-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.153&CDS=1-1194	YPR041W
1296	OG0001296	-processed-gene-1.52-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.52&CDS=1-1320	YJR084W
1297	OG0001297	-processed-gene-1.20-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.20&CDS=1-2097	YJR090C
1298	OG0001298	-processed-gene-1.22-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.22&CDS=1-576	YJR102C
1299	OG0001299	-processed-gene-1.23-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.23&CDS=1-1719	YBL039C
1300	OG0001300	-processed-gene-1.54-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.54&CDS=1-912	YJR088C
1301	OG0001301	-processed-gene-1.55-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.55&CDS=1-780	YJR101W
1302	OG0001302	-processed-gene-1.56-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.56&CDS=1-1125	YPR040W
1303	OG0001303	-processed-gene-1.57-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.57&CDS=1-3561	YPL110C
1304	OG0001304	-processed-gene-1.130-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.130&CDS=1-936	YPL111W
1305	OG0001305	-processed-gene-1.28-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.28&CDS=1-936	YJR095W
1306	OG0001306	-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.82&CDS=1-738	YPL193W
1307	OG0001307	-processed-gene-1.59-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.59&CDS=1-3618	YJL074C
1308	OG0001308	-processed-gene-1.30-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.30&CDS=1-1971	YMR013C
1309	OG0001309	-processed-gene-1.33-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.33&CDS=1-357	YGL080W
1310	OG0001310	-processed-gene-1.34-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.34&CDS=1-723	YDR533C
1311	OG0001311	-processed-gene-1.35-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.35&CDS=1-882	YDL052C
1312	OG0001312	-processed-gene-2.102-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.102&CDS=1-3282	YPL195W
1313	OG0001313	-processed-gene-2.0-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.0&CDS=1-615	YGL079W
1314	OG0001314	-processed-gene-2.103-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.103&CDS=1-2166	YIL108W
1315	OG0001315	-processed-gene-2.99-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.99&CDS=1-1719	YBR223C
1316	OG0001316	-processed-gene-2.104-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.104&CDS=1-1512	YPL194W
1317	OG0001317	-processed-gene-2.100-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.100&CDS=1-702	YIR030C
1318	OG0001318	-processed-gene-2.101-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.101&CDS=1-909	YPL196W
1319	OG0001319	-processed-gene-2.130-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.130&CDS=1-4482	YOR336W
1320	OG0001320	-processed-gene-2.106-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.106&CDS=1-2928	YGR047C
1321	OG0001321	-processed-gene-2.107-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.107&CDS=1-528	YAL033W
1322	OG0001322	-processed-gene-2.108-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.108&CDS=1-1557	YPL214C
1323	OG0001323	-processed-gene-2.109-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.109&CDS=1-882	YHR134W
1324	OG0001324	-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.83&CDS=1-1881	YHR132C
1325	OG0001325	-processed-gene-2.113-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.113&CDS=1-1620	YDL178W
1326	OG0001326	-processed-gene-2.137-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.137&CDS=1-2166	YER015W
1327	OG0001327	-processed-gene-2.115-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.115&CDS=1-5628	YPL231W
1328	OG0001328	-processed-gene-2.118-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.118&CDS=1-1689	YHR150W
1329	OG0001329	-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.70&CDS=1-8937	YLR430W
1330	OG0001330	-processed-gene-2.141-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.141&CDS=1-522	YKL190W
1331	OG0001331	-processed-gene-2.122-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.122&CDS=1-2010	YKL025C
1332	OG0001332	-processed-gene-2.123-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.123&CDS=1-972	YHR071W
1333	OG0001333	-processed-gene-2.142-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.142&CDS=1-1479	YHR045W
1334	OG0001334	-processed-gene-2.125-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.125&CDS=1-1317	YHR005C
1335	OG0001335	-processed-gene-2.143-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.143&CDS=1-1335	YBL045C
1336	OG0001336	-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.92&CDS=1-777	YJR113C
1337	OG0001337	-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.93&CDS=1-747	YPR166C
1338	OG0001338	-processed-gene-2.127-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.127&CDS=1-711	YBR256C
1339	OG0001339	-processed-gene-2.128-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.128&CDS=1-582	YER012W
1340	OG0001340	-snap-gene-3.148-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-snap-gene-3.148&CDS=1-912	YER055C
1341	OG0001341	-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.105&CDS=1-2682	YIR008C
1342	OG0001342	-processed-gene-3.5-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.5&CDS=1-1356	YDL147W
1343	OG0001343	-processed-gene-3.22-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.22&CDS=1-1341	YOL030W
1344	OG0001344	-processed-gene-3.72-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.72&CDS=1-1749	YJR016C
1345	OG0001345	-snap-gene-3.147-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-snap-gene-3.147&CDS=1-996	YGR133W
1346	OG0001346	-processed-gene-3.59-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.59&CDS=1-861	YER016W
1347	OG0001347	-processed-gene-3.75-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.75&CDS=1-270	YER058W
1348	OG0001348	-processed-gene-3.62-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.62&CDS=1-4221	YDL195W
1349	OG0001349	-processed-gene-3.29-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.29&CDS=1-3129	YPR026W
1350	OG0001350	-processed-gene-3.83-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.83&CDS=1-318	YGR215W
1351	OG0001351	-processed-gene-3.64-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.64&CDS=1-6747	YGR217W
1352	OG0001352	-processed-gene-3.84-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.84&CDS=1-1488	YGR211W
1353	OG0001353	-processed-gene-3.65-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.65&CDS=1-1950	YIL046W
1354	OG0001354	-processed-gene-3.86-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.86&CDS=1-1995	YOL141W
1355	OG0001355	-processed-gene-3.35-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.35&CDS=1-768	YOL142W
1356	OG0001356	-processed-gene-3.66-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.66&CDS=1-771	YER079W
1357	OG0001357	-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.121&CDS=1-1866	YER080W
1358	OG0001358	-processed-gene-3.89-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.89&CDS=1-486	YBR254C
1359	OG0001359	-processed-gene-3.91-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.91&CDS=1-1881	YBR255W
1360	OG0001360	-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.125&CDS=1-1407	YOL027C
1361	OG0001361	-processed-gene-3.45-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.45&CDS=1-1857	YKR056W
1362	OG0001362	-processed-gene-3.97-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.97&CDS=1-999	YMR172W
1363	OG0001363	-processed-gene-4.120-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.120&CDS=1-1743	YGL119W
1364	OG0001364	-processed-gene-4.121-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.121&CDS=1-3003	YGL140C
1365	OG0001365	-processed-gene-4.122-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.122&CDS=1-1410	YGL122C
1366	OG0001366	-processed-gene-4.124-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.124&CDS=1-768	YGL123W
1367	OG0001367	-snap-gene-4.52-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-snap-gene-4.52&CDS=1-3732	YNL233W
1368	OG0001368	-processed-gene-4.126-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.126&CDS=1-888	YNL232W
1369	OG0001369	-processed-gene-4.129-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.129&CDS=1-888	YNL155W
1370	OG0001370	-processed-gene-4.158-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.158&CDS=1-1383	YBR199W
1371	OG0001371	-processed-gene-4.130-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.130&CDS=1-2034	YPL104W
1372	OG0001372	-processed-gene-4.159-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.159&CDS=1-2067	YJL010C
1373	OG0001373	-processed-gene-4.34-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.34&CDS=1-1131	YJL031C
1374	OG0001374	-processed-gene-4.9-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.9&CDS=1-684	YJL030W
1375	OG0001375	-processed-gene-4.161-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.161&CDS=1-1125	YJL006C
1376	OG0001376	-processed-gene-4.36-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.36&CDS=1-843	YNL055C
1377	OG0001377	-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.100&CDS=1-2517	YMR049C
1378	OG0001378	-processed-gene-4.10-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.10&CDS=1-696	YIR005W
1379	OG0001379	-processed-gene-4.102-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.102&CDS=1-3102	YFL025C
1380	OG0001380	-augustus-gene-4.118-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-augustus-gene-4.118&CDS=1-825	YLR421C
1381	OG0001381	-processed-gene-4.136-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.136&CDS=1-1320	YLR314C
1382	OG0001382	-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.107&CDS=1-1032	YMR010W
1383	OG0001383	-processed-gene-4.145-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.145&CDS=1-1632	YER065C
1384	OG0001384	-processed-gene-4.173-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.173&CDS=1-303	YPL046C
1385	OG0001385	-processed-gene-4.147-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.147&CDS=1-2745	YPL045W
1386	OG0001386	-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.110&CDS=1-1326	YDR254W
1387	OG0001387	-processed-gene-4.148-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.148&CDS=1-2133	YPL043W
1388	OG0001388	-processed-gene-4.174-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.174&CDS=1-942	YDL047W
1389	OG0001389	-processed-gene-4.149-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.149&CDS=1-534	YER050C
1390	OG0001390	-processed-gene-4.153-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.153&CDS=1-1482	YHR137W
1391	OG0001391	-processed-gene-5.2-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.2&CDS=1-1506	YMR067C
1392	OG0001392	-processed-gene-5.50-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.50&CDS=1-3057	YCR092C
1393	OG0001393	-processed-gene-5.51-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.51&CDS=1-1752	YMR068W
1394	OG0001394	-processed-gene-5.119-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.119&CDS=1-2499	YCR091W
1395	OG0001395	-processed-gene-5.71-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.71&CDS=1-387	YNR046W
1396	OG0001396	-processed-gene-5.56-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.56&CDS=1-1527	YCR098C
1397	OG0001397	-processed-gene-5.76-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.76&CDS=1-2454	YPR029C
1398	OG0001398	-processed-gene-5.57-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.57&CDS=1-936	YPL064C
