	OrthologID	Eremothecium_sinecaudum	Saccharomyces_cerevisiae
1660	OG0001660	augustus_masked-CP014244.1-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-2.93&CDS=1-1770	YML088W
1661	OG0001661	genemark-CP014244.1-processed-gene-2.19-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-2.19&CDS=1-867	YMR274C
1662	OG0001662	augustus_masked-CP014244.1-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-2.73&CDS=1-1137	YMR272C
1663	OG0001663	augustus_masked-CP014244.1-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-2.94&CDS=1-651	YGR247W
1664	OG0001664	augustus_masked-CP014244.1-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-2.74&CDS=1-1710	YGR246C
1665	OG0001665	augustus_masked-CP014244.1-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-2.75&CDS=1-2196	YGR245C
1666	OG0001666	augustus_masked-CP014244.1-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-2.76&CDS=1-1254	YGR244C
1667	OG0001667	genemark-CP014244.1-processed-gene-2.26-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-2.26&CDS=1-1380	YHR161C
1668	OG0001668	augustus_masked-CP014244.1-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-2.79&CDS=1-2004	YOL115W
1669	OG0001669	augustus_masked-CP014244.1-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-2.96&CDS=1-558	YOL114C
1670	OG0001670	augustus_masked-CP014244.1-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-2.97&CDS=1-4806	YNL297C
1671	OG0001671	augustus_masked-CP014244.1-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-2.98&CDS=1-1497	YNL294C
1672	OG0001672	augustus_masked-CP014244.1-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-2.82&CDS=1-1956	YNL293W
1673	OG0001673	augustus_masked-CP014244.1-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-2.99&CDS=1-591	YOL111C
1674	OG0001674	snap_masked-CP014244.1-processed-gene-2.134-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-2.134&CDS=1-1779	YNL292W
1675	OG0001675	augustus_masked-CP014244.1-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-2.100&CDS=1-1605	YNL291C
1676	OG0001676	augustus_masked-CP014244.1-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.5&CDS=1-996	YNL290W
1677	OG0001677	augustus_masked-CP014244.1-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.6&CDS=1-876	YNL289W
1678	OG0001678	augustus_masked-CP014244.1-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.8&CDS=1-1188	YNL288W
1679	OG0001679	augustus_masked-CP014244.1-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.9&CDS=1-2775	YNL287W
1680	OG0001680	augustus_masked-CP014244.1-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.10&CDS=1-2196	YJL187C
1681	OG0001681	snap_masked-CP014244.1-processed-gene-3.58-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-3.58&CDS=1-2502	YCR030C
1682	OG0001682	augustus_masked-CP014244.1-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.29&CDS=1-912	YJL185C
1683	OG0001683	augustus_masked-CP014244.1-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.12&CDS=1-378	YCR028C-A
1684	OG0001684	augustus_masked-CP014244.1-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.13&CDS=1-381	YJL184W
1685	OG0001685	genemark-CP014244.1-processed-gene-3.112-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-3.112&CDS=1-1530	YCR028C
1686	OG0001686	snap_masked-CP014244.1-processed-gene-3.62-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-3.62&CDS=1-1242	YJL183W
1687	OG0001687	augustus_masked-CP014244.1-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.15&CDS=1-1284	YJR030C
1688	OG0001688	augustus_masked-CP014244.1-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.30&CDS=1-948	YJL180C
1689	OG0001689	augustus_masked-CP014244.1-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.16&CDS=1-339	YJL179W
1690	OG0001690	augustus_masked-CP014244.1-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.31&CDS=1-753	YJL178C
1691	OG0001691	maker-CP014244.1-snap-gene-3.50-mRNA-1_1&gene=maker-CP014244.1-snap-gene-3.50&CDS=1-3759	YJL176C
1692	OG0001692	augustus_masked-CP014244.1-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.34&CDS=1-348	YJL173C
1693	OG0001693	augustus_masked-CP014244.1-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.36&CDS=1-1341	YKL178C
1694	OG0001694	augustus_masked-CP014244.1-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.37&CDS=1-1677	YJL171C
1695	OG0001695	augustus_masked-CP014244.1-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.38&CDS=1-2052	YJL168C
1696	OG0001696	augustus_masked-CP014244.1-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.39&CDS=1-2091	YKL176C
1697	OG0001697	augustus_masked-CP014244.1-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.19&CDS=1-1281	YKL175W
1698	OG0001698	augustus_masked-CP014244.1-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.40&CDS=1-1746	YKL174C
1699	OG0001699	maker-CP014244.1-augustus-gene-3.3-mRNA-1_1&gene=maker-CP014244.1-augustus-gene-3.3&CDS=1-2886	YKL170W
1700	OG0001700	augustus_masked-CP014244.1-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.43&CDS=1-1473	YJL163C
1701	OG0001701	augustus_masked-CP014244.1-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.44&CDS=1-4299	YKL165C
1702	OG0001702	augustus_masked-CP014244.1-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.24&CDS=1-1518	YJR121W
1703	OG0001703	augustus_masked-CP014244.1-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.25&CDS=1-1332	YJR122W
1704	OG0001704	augustus_masked-CP014244.1-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.26&CDS=1-675	YJR123W
1705	OG0001705	augustus_masked-CP014244.1-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.46&CDS=1-1314	YJR124C
1706	OG0001706	augustus_masked-CP014244.1-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.27&CDS=1-2574	YLR451W
1707	OG0001707	augustus_masked-CP014244.1-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-3.28&CDS=1-1554	YER025W
1708	OG0001708	augustus_masked-CP014244.1-processed-gene-4.103-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.103&CDS=1-2118	YLR452C
1709	OG0001709	augustus_masked-CP014244.1-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.104&CDS=1-2106	YPR161C
1710	OG0001710	genemark-CP014244.1-processed-gene-4.3-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-4.3&CDS=1-1683	YPR162C
1711	OG0001711	snap_masked-CP014244.1-processed-gene-4.56-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-4.56&CDS=1-1209	YPR163C
1712	OG0001712	snap_masked-CP014244.1-processed-gene-4.51-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-4.51&CDS=1-7710	YLR454W
1713	OG0001713	snap_masked-CP014244.1-processed-gene-4.52-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-4.52&CDS=1-3513	YPR164W
1714	OG0001714	maker-CP014244.1-snap-gene-4.48-mRNA-1_1&gene=maker-CP014244.1-snap-gene-4.48&CDS=1-1251	YPR165W
1715	OG0001715	genemark-CP014244.1-processed-gene-4.31-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-4.31&CDS=1-345	YPR166C
1716	OG0001716	augustus_masked-CP014244.1-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.106&CDS=1-2190	YPR175W
1717	OG0001717	augustus_masked-CP014244.1-processed-gene-4.129-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.129&CDS=1-963	YPR176C
1718	OG0001718	augustus_masked-CP014244.1-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.107&CDS=1-1392	YPR178W
1719	OG0001719	augustus_masked-CP014244.1-processed-gene-4.130-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.130&CDS=1-1923	YPR179C
1720	OG0001720	augustus_masked-CP014244.1-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.108&CDS=1-1035	YPR180W
1721	OG0001721	augustus_masked-CP014244.1-processed-gene-4.131-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.131&CDS=1-2268	YPR181C
1722	OG0001722	maker-CP014244.1-snap-gene-4.49-mRNA-1_1&gene=maker-CP014244.1-snap-gene-4.49&CDS=1-1344	YLR459W
1723	OG0001723	augustus_masked-CP014244.1-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.111&CDS=1-792	YPR183W
1724	OG0001724	augustus_masked-CP014244.1-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.112&CDS=1-4554	YPR184W
1725	OG0001725	augustus_masked-CP014244.1-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.113&CDS=1-2007	YPR185W
1726	OG0001726	snap_masked-CP014244.1-processed-gene-4.66-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-4.66&CDS=1-1875	YPR171W
1727	OG0001727	augustus_masked-CP014244.1-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.115&CDS=1-1011	YLR455W
1728	OG0001728	genemark-CP014244.1-processed-gene-4.16-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-4.16&CDS=1-579	YPR172W
1729	OG0001729	snap_masked-CP014244.1-processed-gene-4.89-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-4.89&CDS=1-990	YLR457C
1730	OG0001730	augustus_masked-CP014244.1-processed-gene-4.134-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.134&CDS=1-828	YPR167C
1731	OG0001731	augustus_masked-CP014244.1-processed-gene-4.118-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.118&CDS=1-468	YPR168W
1732	OG0001732	augustus_masked-CP014244.1-processed-gene-4.119-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.119&CDS=1-1491	YPR169W
1733	OG0001733	augustus_masked-CP014244.1-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.120&CDS=1-879	YBL050W
1734	OG0001734	genemark-CP014244.1-processed-gene-4.22-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-4.22&CDS=1-372	YBL049W
1735	OG0001735	genemark-CP014244.1-processed-gene-4.23-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-4.23&CDS=1-1986	YJR110W
1736	OG0001736	genemark-CP014244.1-processed-gene-4.40-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-4.40&CDS=1-888	YJR111C
1737	OG0001737	augustus_masked-CP014244.1-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.122&CDS=1-639	YJR112W
1738	OG0001738	snap_masked-CP014244.1-processed-gene-4.94-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-4.94&CDS=1-4011	YBL047C
1739	OG0001739	snap_masked-CP014244.1-processed-gene-4.76-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-4.76&CDS=1-393	YJR112W-A
1740	OG0001740	augustus_masked-CP014244.1-processed-gene-4.138-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.138&CDS=1-792	YJR113C
1741	OG0001741	genemark-CP014244.1-processed-gene-4.25-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-4.25&CDS=1-1293	YBL046W
1742	OG0001742	augustus_masked-CP014244.1-processed-gene-4.139-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.139&CDS=1-1332	YBL045C
1743	OG0001743	snap_masked-CP014244.1-processed-gene-4.78-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-4.78&CDS=1-354	YBL043W
1744	OG0001744	augustus_masked-CP014244.1-processed-gene-4.126-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.126&CDS=1-723	YBL041W
1745	OG0001745	augustus_masked-CP014244.1-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.140&CDS=1-657	YBL040C
1746	OG0001746	augustus_masked-CP014244.1-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.127&CDS=1-462	YJR104C
1747	OG0001747	augustus_masked-CP014244.1-processed-gene-4.141-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.141&CDS=1-1734	YBL039C
1748	OG0001748	augustus_masked-CP014244.1-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.128&CDS=1-534	YJR102C
1749	OG0001749	augustus_masked-CP014244.1-processed-gene-4.143-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-4.143&CDS=1-762	YJR101W
1750	OG0001750	augustus_masked-CP014244.1-processed-gene-5.1-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.1&CDS=1-1740	YPR045C
1751	OG0001751	augustus_masked-CP014244.1-processed-gene-5.3-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.3&CDS=1-690	YJR099W
1752	OG0001752	augustus_masked-CP014244.1-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.5&CDS=1-837	YJR096W
1753	OG0001753	augustus_masked-CP014244.1-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.24&CDS=1-963	YJR095W
1754	OG0001754	snap_masked-CP014244.1-processed-gene-5.101-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-5.101&CDS=1-780	YJR094C
1755	OG0001755	augustus_masked-CP014244.1-processed-gene-5.7-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.7&CDS=1-972	YJR093C
1756	OG0001756	snap_masked-CP014244.1-processed-gene-5.123-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-5.123&CDS=1-3543	YJR092W
1757	OG0001757	augustus_masked-CP014244.1-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.8&CDS=1-3204	YJR091C
1758	OG0001758	snap_masked-CP014244.1-processed-gene-5.104-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-5.104&CDS=1-894	YER106W
1759	OG0001759	genemark-CP014244.1-processed-gene-5.57-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-5.57&CDS=1-1608	YBL080C
1760	OG0001760	snap_masked-CP014244.1-processed-gene-5.124-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-5.124&CDS=1-1032	YBL081W
1761	OG0001761	genemark-CP014244.1-processed-gene-5.76-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-5.76&CDS=1-1101	YER107C
1762	OG0001762	augustus_masked-CP014244.1-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.29&CDS=1-1353	YBL082C
1763	OG0001763	augustus_masked-CP014244.1-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.30&CDS=1-3345	YER110C
1764	OG0001764	augustus_masked-CP014244.1-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.31&CDS=1-2844	YER111C
1765	OG0001765	augustus_masked-CP014244.1-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.11&CDS=1-534	YER112W
1766	OG0001766	augustus_masked-CP014244.1-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.32&CDS=1-2052	YER113C
1767	OG0001767	augustus_masked-CP014244.1-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.12&CDS=1-2049	YBL084C
1768	OG0001768	augustus_masked-CP014244.1-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.33&CDS=1-3030	YBL085W
1769	OG0001769	augustus_masked-CP014244.1-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.13&CDS=1-1317	YBL086C
1770	OG0001770	genemark-CP014244.1-processed-gene-5.84-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-5.84&CDS=1-690	YER116C
1771	OG0001771	augustus_masked-CP014244.1-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.15&CDS=1-8319	YBL088C
1772	OG0001772	augustus_masked-CP014244.1-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.35&CDS=1-1002	YER118C
1773	OG0001773	augustus_masked-CP014244.1-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.36&CDS=1-1359	YER119C
1774	OG0001774	augustus_masked-CP014244.1-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.37&CDS=1-471	YBL090W
1775	OG0001775	augustus_masked-CP014244.1-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.16&CDS=1-1227	YBL091C
1776	OG0001776	augustus_masked-CP014244.1-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.17&CDS=1-729	YER120W
1777	OG0001777	augustus_masked-CP014244.1-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.38&CDS=1-393	YBL092W
1778	OG0001778	augustus_masked-CP014244.1-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.18&CDS=1-651	YBL093C
1779	OG0001779	maker-CP014244.1-augustus-gene-5.46-mRNA-1_1&gene=maker-CP014244.1-augustus-gene-5.46&CDS=1-1920	YER122C
1780	OG0001780	maker-CP014244.1-augustus-gene-5.45-mRNA-1_1&gene=maker-CP014244.1-augustus-gene-5.45&CDS=1-3618	YBL098W
1781	OG0001781	augustus_masked-CP014244.1-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.20&CDS=1-2115	YPR024W
1782	OG0001782	augustus_masked-CP014244.1-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.40&CDS=1-1125	YPR025C
1783	OG0001783	augustus_masked-CP014244.1-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.41&CDS=1-1641	YBL099W
1784	OG0001784	augustus_masked-CP014244.1-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.21&CDS=1-3645	YPR026W
1785	OG0001785	augustus_masked-CP014244.1-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.22&CDS=1-564	YPR028W
1786	OG0001786	augustus_masked-CP014244.1-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.42&CDS=1-2439	YPR029C
1787	OG0001787	snap_masked-CP014244.1-processed-gene-5.120-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-5.120&CDS=1-2712	YBL101C
1788	OG0001788	augustus_masked-CP014244.1-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-5.43&CDS=1-642	YBL102W
1789	OG0001789	augustus_masked-CP014244.1-processed-gene-6.59-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.59&CDS=1-1272	YBL103C
1790	OG0001790	augustus_masked-CP014244.1-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.60&CDS=1-1302	YLR210W
1791	OG0001791	augustus_masked-CP014244.1-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.62&CDS=1-1776	YDL153C
1792	OG0001792	augustus_masked-CP014244.1-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.61&CDS=1-3930	YDL149W
1793	OG0001793	augustus_masked-CP014244.1-processed-gene-6.85-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.85&CDS=1-2406	YDL148C
1794	OG0001794	augustus_masked-CP014244.1-processed-gene-6.63-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.63&CDS=1-1323	YDL147W
1795	OG0001795	snap_masked-CP014244.1-processed-gene-6.29-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-6.29&CDS=1-639	YLR211C
1796	OG0001796	augustus_masked-CP014244.1-processed-gene-6.64-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.64&CDS=1-1344	YDL146W
1797	OG0001797	augustus_masked-CP014244.1-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.87&CDS=1-1410	YLR212C
1798	OG0001798	augustus_masked-CP014244.1-processed-gene-6.88-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.88&CDS=1-3606	YDL145C
1799	OG0001799	maker-CP014244.1-augustus-gene-6.109-mRNA-1_1&gene=maker-CP014244.1-augustus-gene-6.109&CDS=1-2322	YDL144C
1800	OG0001800	augustus_masked-CP014244.1-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.65&CDS=1-2070	YLR214W
1801	OG0001801	augustus_masked-CP014244.1-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.90&CDS=1-1068	YLR215C
1802	OG0001802	augustus_masked-CP014244.1-processed-gene-6.66-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.66&CDS=1-1587	YDL143W
1803	OG0001803	augustus_masked-CP014244.1-processed-gene-6.91-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.91&CDS=1-813	YDL142C
1804	OG0001804	augustus_masked-CP014244.1-processed-gene-6.67-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.67&CDS=1-894	YDL119C
1805	OG0001805	augustus_masked-CP014244.1-processed-gene-6.92-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.92&CDS=1-4590	YGL156W
1806	OG0001806	augustus_masked-CP014244.1-processed-gene-6.93-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.93&CDS=1-528	YDL120W
1807	OG0001807	augustus_masked-CP014244.1-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.68&CDS=1-381	YDL121C
1808	OG0001808	augustus_masked-CP014244.1-processed-gene-6.94-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.94&CDS=1-2130	YDL122W
1809	OG0001809	augustus_masked-CP014244.1-processed-gene-6.95-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.95&CDS=1-1275	YNL016W
1810	OG0001810	augustus_masked-CP014244.1-processed-gene-6.69-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.69&CDS=1-1059	YIL083C
1811	OG0001811	augustus_masked-CP014244.1-processed-gene-6.96-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.96&CDS=1-1485	YNL026W
1812	OG0001812	augustus_masked-CP014244.1-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.97&CDS=1-1644	YNL027W
1813	OG0001813	genemark-CP014244.1-processed-gene-6.126-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-6.126&CDS=1-960	YIL084C
1814	OG0001814	augustus_masked-CP014244.1-processed-gene-6.72-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.72&CDS=1-432	YIL087C
1815	OG0001815	augustus_masked-CP014244.1-processed-gene-6.99-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.99&CDS=1-792	YNL032W
1816	OG0001816	augustus_masked-CP014244.1-processed-gene-6.73-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.73&CDS=1-1419	YIL088C
1817	OG0001817	genemark-CP014244.1-processed-gene-6.159-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-6.159&CDS=1-2088	YNL025C
1818	OG0001818	genemark-CP014244.1-processed-gene-6.160-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-6.160&CDS=1-1185	YIL090W
1819	OG0001819	augustus_masked-CP014244.1-processed-gene-6.74-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.74&CDS=1-2094	YIL091C
1820	OG0001820	augustus_masked-CP014244.1-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.75&CDS=1-771	YIL093C
1821	OG0001821	genemark-CP014244.1-processed-gene-6.161-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-6.161&CDS=1-2730	YNL023C
1822	OG0001822	genemark-CP014244.1-processed-gene-6.132-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-6.132&CDS=1-1110	YIL094C
1823	OG0001823	augustus_masked-CP014244.1-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.102&CDS=1-1464	YNL022C
1824	OG0001824	augustus_masked-CP014244.1-processed-gene-6.77-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.77&CDS=1-2121	YNL021W
1825	OG0001825	augustus_masked-CP014244.1-processed-gene-6.78-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.78&CDS=1-1200	YNL035C
1826	OG0001826	augustus_masked-CP014244.1-processed-gene-6.79-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.79&CDS=1-1668	YNL039W
1827	OG0001827	snap_masked-CP014244.1-processed-gene-6.22-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-6.22&CDS=1-591	YNL038W
1828	OG0001828	augustus_masked-CP014244.1-processed-gene-6.80-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.80&CDS=1-933	YIL096C
