	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035033_Candida_cretensis
1351	OG0001351	YGL018C	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-2.170-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-2.170&CDS=1-654
1352	OG0001352	YGL019W	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-2.139-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-2.139&CDS=1-813
1353	OG0001353	YGL022W	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-5.158-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-5.158&CDS=1-2250
1354	OG0001354	YGL023C	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-5.159-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-5.159&CDS=1-2064
1355	OG0001355	YGL026C	augustus_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-6.7-mRNA-1_1&gene=augustus_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-6.7&CDS=1-3588
1356	OG0001356	YGL027C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-6.44-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-6.44&CDS=1-2469
1357	OG0001357	YGL028C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-8.85-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-8.85&CDS=1-1416
1358	OG0001358	YGL030W	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-4.84-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-4.84&CDS=1-318
1359	OG0001359	YGL037C	genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-2.114-mRNA-1_1&gene=genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-2.114&CDS=1-681
1360	OG0001360	YGL038C	genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-2.89-mRNA-1_1&gene=genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-2.89&CDS=1-1137
1361	OG0001361	YGL040C	snap_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-4.110-mRNA-1_1&gene=snap_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-4.110&CDS=1-1020
1362	OG0001362	YGL043W	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-7.67-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-7.67&CDS=1-864
1363	OG0001363	YGL044C	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-7.85-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-7.85&CDS=1-711
1364	OG0001364	YGL045W	genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-2.107-mRNA-1_1&gene=genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-2.107&CDS=1-2370
1365	OG0001365	YGL047W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-7.108-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-7.108&CDS=1-618
1366	OG0001366	YGL048C	augustus_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-10.85-mRNA-1_1&gene=augustus_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-10.85&CDS=1-2997
1367	OG0001367	YGL050W	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-9.161-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-9.161&CDS=1-822
1368	OG0001368	YGL055W	genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-0.5&CDS=1-1452
1369	OG0001369	YGL058W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-8.6-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-8.6&CDS=1-510
1370	OG0001370	YGL059W	genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-2.124-mRNA-1_1&gene=genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-2.124&CDS=1-1407
1371	OG0001371	YGL064C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-11.92-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-11.92&CDS=1-1722
1372	OG0001372	YGL066W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-11.96-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-11.96&CDS=1-1404
1373	OG0001373	YGL067W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-11.91-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-11.91&CDS=1-1308
1374	OG0001374	YGL068W	genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-1.45-mRNA-1_1&gene=genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-1.45&CDS=1-495
1375	OG0001375	YGL070C	genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-1.13-mRNA-1_1&gene=genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-1.13&CDS=1-336
1376	OG0001376	YGL073W	genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-2.115-mRNA-1_1&gene=genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-2.115&CDS=1-1788
1377	OG0001377	YGL078C	genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-1.24-mRNA-1_1&gene=genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-1.24&CDS=1-1599
1378	OG0001378	YGL079W	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-13.228-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-13.228&CDS=1-534
1379	OG0001379	YGL080W	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-13.226-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-13.226&CDS=1-342
1380	OG0001380	YGL084C	maker-NODE_3_length_1568754_cov_25.1773_ID_5-augustus-gene-1.104-mRNA-1_1&gene=maker-NODE_3_length_1568754_cov_25.1773_ID_5-augustus-gene-1.104&CDS=1-2052
1381	OG0001381	YGL085W	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-2.112-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-2.112&CDS=1-717
1382	OG0001382	YGL086W	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-1.37&CDS=1-1971
1383	OG0001383	YGL087C	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-1.59-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-1.59&CDS=1-411
1384	OG0001384	YGL091C	maker-NODE_4_length_1487040_cov_29.706_ID_7-augustus-gene-10.126-mRNA-1_1&gene=maker-NODE_4_length_1487040_cov_29.706_ID_7-augustus-gene-10.126&CDS=1-5295
1385	OG0001385	YGL094C	genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-2.89-mRNA-1_1&gene=genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-2.89&CDS=1-3585
1386	OG0001386	YGL095C	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-6.92-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-6.92&CDS=1-1791
1387	OG0001387	YGL097W	augustus_masked-NODE_11_length_431558_cov_36.2547_ID_21-processed-gene-3.0-mRNA-1_1&gene=augustus_masked-NODE_11_length_431558_cov_36.2547_ID_21-processed-gene-3.0&CDS=1-3564
1388	OG0001388	YGL099W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-11.72-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-11.72&CDS=1-1977
1389	OG0001389	YGL100W	genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-0.127-mRNA-1_1&gene=genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-0.127&CDS=1-1023
1390	OG0001390	YGL103W	augustus_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-9.94-mRNA-1_1&gene=augustus_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-9.94&CDS=1-1086
1391	OG0001391	YGL110C	genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-0.132-mRNA-1_1&gene=genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-0.132&CDS=1-1854
1392	OG0001392	YGL111W	genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-0.106-mRNA-1_1&gene=genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-0.106&CDS=1-1266
1393	OG0001393	YGL112C	genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-3.88-mRNA-1_1&gene=genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-3.88&CDS=1-1464
1394	OG0001394	YGL113W	genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-3.61-mRNA-1_1&gene=genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-3.61&CDS=1-2196
1395	OG0001395	YGL114W	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-6.96-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-6.96&CDS=1-1995
1396	OG0001396	YGL115W	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-6.95-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-6.95&CDS=1-1014
1397	OG0001397	YGL119W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-4.103-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-4.103&CDS=1-1704
1398	OG0001398	YGL120C	snap_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-9.26-mRNA-1_1&gene=snap_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-9.26&CDS=1-2304
1399	OG0001399	YGL122C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-4.101-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-4.101&CDS=1-1488
1400	OG0001400	YGL123W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-4.78-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-4.78&CDS=1-759
1401	OG0001401	YGL125W	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-13.270-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-13.270&CDS=1-1839
1402	OG0001402	YGL126W	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-6.106-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-6.106&CDS=1-879
1403	OG0001403	YGL127C	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-6.107-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-6.107&CDS=1-510
1404	OG0001404	YGL129C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-11.65-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-11.65&CDS=1-1425
1405	OG0001405	YGL130W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-7.119-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-7.119&CDS=1-1323
1406	OG0001406	YGL131C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-7.138-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-7.138&CDS=1-4476
1407	OG0001407	YGL136C	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-2.179-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-2.179&CDS=1-732
1408	OG0001408	YGL137W	augustus_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-11.51-mRNA-1_1&gene=augustus_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-11.51&CDS=1-4545
1409	OG0001409	YGL138C	augustus_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-13.129-mRNA-1_1&gene=augustus_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-13.129&CDS=1-744
1410	OG0001410	YGL141W	genemark-NODE_11_length_431558_cov_36.2547_ID_21-processed-gene-3.107-mRNA-1_1&gene=genemark-NODE_11_length_431558_cov_36.2547_ID_21-processed-gene-3.107&CDS=1-2862
1411	OG0001411	YGL142C	snap_masked-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-4.123-mRNA-1_1&gene=snap_masked-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-4.123&CDS=1-1605
1412	OG0001412	YGL143C	maker-NODE_2_length_1610937_cov_29.4059_ID_3-augustus-gene-5.53-mRNA-1_1&gene=maker-NODE_2_length_1610937_cov_29.4059_ID_3-augustus-gene-5.53&CDS=1-2628
1413	OG0001413	YGL144C	genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-4.55-mRNA-1_1&gene=genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-4.55&CDS=1-2073
1414	OG0001414	YGL148W	augustus_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-1.64&CDS=1-1728
1415	OG0001415	YGL150C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-15.99-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-15.99&CDS=1-3861
1416	OG0001416	YGL151W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-14.107-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-14.107&CDS=1-2997
1417	OG0001417	YGL155W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-14.111-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-14.111&CDS=1-1104
1418	OG0001418	YGL156W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-7.96-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-7.96&CDS=1-3252
1419	OG0001419	YGL159W	augustus_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-6.126-mRNA-1_1&gene=augustus_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-6.126&CDS=1-1005
1420	OG0001420	YGL160W	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-4.1-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-4.1&CDS=1-1467
1421	OG0001421	YGL161C	augustus_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-1.79&CDS=1-879
1422	OG0001422	YGL163C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-5.96-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-5.96&CDS=1-2493
1423	OG0001423	YGL164C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-5.77-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-5.77&CDS=1-1251
1424	OG0001424	YGL166W	augustus_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-5.46&CDS=1-1869
1425	OG0001425	YGL167C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-15.148-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-15.148&CDS=1-2751
1426	OG0001426	YGL169W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-15.147-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-15.147&CDS=1-1116
1427	OG0001427	YGL171W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-15.114-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-15.114&CDS=1-1665
1428	OG0001428	YGL172W	genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-2.176-mRNA-1_1&gene=genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-2.176&CDS=1-1473
1429	OG0001429	YGL173C	genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-2.129-mRNA-1_1&gene=genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-2.129&CDS=1-4383
1430	OG0001430	YGL174W	genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-2.175-mRNA-1_1&gene=genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-2.175&CDS=1-687
1431	OG0001431	YGL178W	genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-2.132-mRNA-1_1&gene=genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-2.132&CDS=1-2625
1432	OG0001432	YGL179C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-6.27-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-6.27&CDS=1-3495
1433	OG0001433	YGL180W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-6.36-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-6.36&CDS=1-2565
1434	OG0001434	YGL181W	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-0.105&CDS=1-1470
1435	OG0001435	YGL186C	genemark-NODE_11_length_431558_cov_36.2547_ID_21-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_11_length_431558_cov_36.2547_ID_21-processed-gene-0.53&CDS=1-1626
1436	OG0001436	YGL187C	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-5.129-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-5.129&CDS=1-462
1437	OG0001437	YGL190C	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-5.155-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-5.155&CDS=1-1500
1438	OG0001438	YGL192W	augustus_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-5.79&CDS=1-1509
1439	OG0001439	YGL194C	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-8.61-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-8.61&CDS=1-1158
1440	OG0001440	YGL195W	genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-0.108&CDS=1-8088
1441	OG0001441	YGL196W	genemark-NODE_11_length_431558_cov_36.2547_ID_21-processed-gene-3.98-mRNA-1_1&gene=genemark-NODE_11_length_431558_cov_36.2547_ID_21-processed-gene-3.98&CDS=1-1263
1442	OG0001442	YGL198W	augustus_masked-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-4.62&CDS=1-957
1443	OG0001443	YGL201C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-9.44-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-9.44&CDS=1-2745
1444	OG0001444	YGL202W	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-2.137-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-2.137&CDS=1-1467
1445	OG0001445	YGL206C	augustus_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-11.7-mRNA-1_1&gene=augustus_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-11.7&CDS=1-6045
1446	OG0001446	YGL207W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-7.129-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-7.129&CDS=1-3021
1447	OG0001447	YGL211W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-2.129-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-2.129&CDS=1-1119
1448	OG0001448	YGL212W	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-14.84-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-14.84&CDS=1-978
1449	OG0001449	YGL215W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-15.177-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-15.177&CDS=1-1218
1450	OG0001450	YGL216W	genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-1.30-mRNA-1_1&gene=genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-1.30&CDS=1-2565
1451	OG0001451	YGL221C	maker-NODE_1_length_1718446_cov_29.5161_ID_1-augustus-gene-7.58-mRNA-1_1&gene=maker-NODE_1_length_1718446_cov_29.5161_ID_1-augustus-gene-7.58&CDS=1-2898
1452	OG0001452	YGL225W	genemark-NODE_13_length_357561_cov_21.9019_ID_25-processed-gene-2.76-mRNA-1_1&gene=genemark-NODE_13_length_357561_cov_21.9019_ID_25-processed-gene-2.76&CDS=1-987
1453	OG0001453	YGL227W	genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-5.0-mRNA-1_1&gene=genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-5.0&CDS=1-2448
1454	OG0001454	YGL231C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-1.102-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-1.102&CDS=1-495
1455	OG0001455	YGL232W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-1.82-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-1.82&CDS=1-861
1456	OG0001456	YGL233W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-5.92-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-5.92&CDS=1-2517
1457	OG0001457	YGL234W	genemark-NODE_13_length_357561_cov_21.9019_ID_25-processed-gene-1.133-mRNA-1_1&gene=genemark-NODE_13_length_357561_cov_21.9019_ID_25-processed-gene-1.133&CDS=1-2370
1458	OG0001458	YGL236C	genemark-NODE_13_length_357561_cov_21.9019_ID_25-processed-gene-1.157-mRNA-1_1&gene=genemark-NODE_13_length_357561_cov_21.9019_ID_25-processed-gene-1.157&CDS=1-2049
1459	OG0001459	YGL237C	genemark-NODE_13_length_357561_cov_21.9019_ID_25-processed-gene-1.141-mRNA-1_1&gene=genemark-NODE_13_length_357561_cov_21.9019_ID_25-processed-gene-1.141&CDS=1-528
1460	OG0001460	YGL238W	genemark-NODE_13_length_357561_cov_21.9019_ID_25-processed-gene-2.75-mRNA-1_1&gene=genemark-NODE_13_length_357561_cov_21.9019_ID_25-processed-gene-2.75&CDS=1-2856
1461	OG0001461	YGL240W	genemark-NODE_13_length_357561_cov_21.9019_ID_25-processed-gene-1.136-mRNA-1_1&gene=genemark-NODE_13_length_357561_cov_21.9019_ID_25-processed-gene-1.136&CDS=1-876
1462	OG0001462	YGL241W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-15.146-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-15.146&CDS=1-3018
1463	OG0001463	YGL242C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-15.145-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-15.145&CDS=1-621
1464	OG0001464	YGL243W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-15.179-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-15.179&CDS=1-1149
1465	OG0001465	YGL244W	genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-3.113-mRNA-1_1&gene=genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-3.113&CDS=1-1653
1466	OG0001466	YGL245W	genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-3.148-mRNA-1_1&gene=genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-3.148&CDS=1-2175
1467	OG0001467	YGL246C	genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-3.45-mRNA-1_1&gene=genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-3.45&CDS=1-1170
1468	OG0001468	YGL247W	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-11.56-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-11.56&CDS=1-1257
1469	OG0001469	YGL248W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-9.12-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-9.12&CDS=1-1200
1470	OG0001470	YGL250W	snap_masked-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-5.274-mRNA-1_1&gene=snap_masked-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-5.274&CDS=1-846
1471	OG0001471	YGL253W	augustus_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-12.14-mRNA-1_1&gene=augustus_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-12.14&CDS=1-1821
1472	OG0001472	YGL255W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-0.51&CDS=1-1125
