	OrthologID	Metschnikowia_borealis	Saccharomyces_cerevisiae
1559	OG0001559	augustus_masked-bor_s370-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-0.29&CDS=1-1779	YMR013C
1560	OG0001560	augustus_masked-bor_s370-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-0.30&CDS=1-3213	YPL195W
1561	OG0001561	augustus_masked-bor_s370-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-0.16&CDS=1-816	YGL079W
1562	OG0001562	augustus_masked-bor_s370-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-0.31&CDS=1-2067	YIL108W
1563	OG0001563	augustus_masked-bor_s370-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-0.18&CDS=1-3582	YJL074C
1564	OG0001564	augustus_masked-bor_s370-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-0.33&CDS=1-1374	YDR023W
1565	OG0001565	augustus_masked-bor_s370-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-0.21&CDS=1-1422	YDR030C
1566	OG0001566	augustus_masked-bor_s370-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-0.36&CDS=1-1506	YGL160W
1567	OG0001567	augustus_masked-bor_s370-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.68&CDS=1-513	YJL024C
1568	OG0001568	augustus_masked-bor_s370-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.72&CDS=1-435	YGR174C
1569	OG0001569	augustus_masked-bor_s370-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.69&CDS=1-1764	YDR213W
1570	OG0001570	augustus_masked-bor_s370-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.70&CDS=1-573	YLR229C
1571	OG0001571	maker-bor_s370-snap-gene-1.0-mRNA-1_1&gene=maker-bor_s370-snap-gene-1.0&CDS=1-447	YBL093C
1572	OG0001572	snap_masked-bor_s370-processed-gene-1.9-mRNA-1_1&gene=snap_masked-bor_s370-processed-gene-1.9&CDS=1-387	YBL092W
1573	OG0001573	augustus_masked-bor_s370-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.100&CDS=1-825	YML052W
1574	OG0001574	augustus_masked-bor_s370-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.101&CDS=1-1677	YCR068W
1575	OG0001575	augustus_masked-bor_s370-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.77&CDS=1-1356	YCR066W
1576	OG0001576	augustus_masked-bor_s370-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.78&CDS=1-1467	YHL008C
1577	OG0001577	augustus_masked-bor_s370-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.79&CDS=1-1848	YLR276C
1578	OG0001578	augustus_masked-bor_s370-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.80&CDS=1-435	YNL281W
1579	OG0001579	augustus_masked-bor_s370-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.104&CDS=1-2349	YDR485C
1580	OG0001580	maker-bor_s370-augustus-gene-1.131-mRNA-1_1&gene=maker-bor_s370-augustus-gene-1.131&CDS=1-1059	YOL096C
1581	OG0001581	augustus_masked-bor_s370-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.106&CDS=1-1587	YNL138W
1582	OG0001582	augustus_masked-bor_s370-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.82&CDS=1-2322	YNL059C
1583	OG0001583	genemark-bor_s370-processed-gene-1.154-mRNA-1_1&gene=genemark-bor_s370-processed-gene-1.154&CDS=1-1476	YNL062C
1584	OG0001584	augustus_masked-bor_s370-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.108&CDS=1-2241	YNL137C
1585	OG0001585	augustus_masked-bor_s370-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.110&CDS=1-1650	YEL063C
1586	OG0001586	augustus_masked-bor_s370-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.85&CDS=1-1980	YNL124W
1587	OG0001587	genemark-bor_s370-processed-gene-1.184-mRNA-1_1&gene=genemark-bor_s370-processed-gene-1.184&CDS=1-5826	YHR120W
1588	OG0001588	augustus_masked-bor_s370-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.87&CDS=1-2925	YNL123W
1589	OG0001589	augustus_masked-bor_s370-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.114&CDS=1-270	YNL122C
1590	OG0001590	augustus_masked-bor_s370-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.115&CDS=1-2892	YCR017C
1591	OG0001591	snap_masked-bor_s370-processed-gene-1.24-mRNA-1_1&gene=snap_masked-bor_s370-processed-gene-1.24&CDS=1-819	YBR039W
1592	OG0001592	augustus_masked-bor_s370-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.116&CDS=1-1950	YER113C
1593	OG0001593	augustus_masked-bor_s370-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.117&CDS=1-2088	YBL084C
1594	OG0001594	maker-bor_s370-augustus-gene-1.134-mRNA-1_1&gene=maker-bor_s370-augustus-gene-1.134&CDS=1-720	YHR116W
1595	OG0001595	augustus_masked-bor_s370-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.91&CDS=1-1272	YNL119W
1596	OG0001596	augustus_masked-bor_s370-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.122&CDS=1-999	YIR026C
1597	OG0001597	augustus_masked-bor_s370-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.124&CDS=1-741	YOR258W
1598	OG0001598	augustus_masked-bor_s370-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.125&CDS=1-369	YMR123W
1599	OG0001599	augustus_masked-bor_s370-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.93&CDS=1-1860	YER068W
1600	OG0001600	snap_masked-bor_s370-processed-gene-1.64-mRNA-1_1&gene=snap_masked-bor_s370-processed-gene-1.64&CDS=1-2904	YPL040C
1601	OG0001601	maker-bor_s370-augustus-gene-1.136-mRNA-1_1&gene=maker-bor_s370-augustus-gene-1.136&CDS=1-1386	YNR001C
1602	OG0001602	augustus_masked-bor_s370-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.128&CDS=1-1599	YBR163W
1603	OG0001603	augustus_masked-bor_s372-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bor_s372-processed-gene-0.4&CDS=1-1992	YPL005W
1604	OG0001604	augustus_masked-bor_s372-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-bor_s372-processed-gene-0.5&CDS=1-816	YLR192C
1605	OG0001605	augustus_masked-bor_s376-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s376-processed-gene-0.10&CDS=1-4191	YJR033C
1606	OG0001606	augustus_masked-bor_s38-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s38-processed-gene-0.1&CDS=1-978	YBL033C
1607	OG0001607	augustus_masked-bor_s38-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bor_s38-processed-gene-0.6&CDS=1-1110	YLR113W
1608	OG0001608	augustus_masked-bor_s380-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s380-processed-gene-0.2&CDS=1-1836	YMR224C
1609	OG0001609	augustus_masked-bor_s380-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s380-processed-gene-0.1&CDS=1-4905	YDR283C
1610	OG0001610	augustus_masked-bor_s381-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.26&CDS=1-1815	YDR049W
1611	OG0001611	genemark-bor_s381-processed-gene-0.152-mRNA-1_1&gene=genemark-bor_s381-processed-gene-0.152&CDS=1-1110	YDR047W
1612	OG0001612	augustus_masked-bor_s381-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.2&CDS=1-2955	YBR074W
1613	OG0001613	augustus_masked-bor_s381-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.3&CDS=1-294	YHR087W
1614	OG0001614	augustus_masked-bor_s381-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.4&CDS=1-2058	YDR333C
1615	OG0001615	augustus_masked-bor_s381-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.5&CDS=1-1842	YHR039C
1616	OG0001616	augustus_masked-bor_s381-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.28&CDS=1-333	YHR039C-A
1617	OG0001617	augustus_masked-bor_s381-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.29&CDS=1-4572	YDR334W
1618	OG0001618	augustus_masked-bor_s381-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.6&CDS=1-1593	YHR086W
1619	OG0001619	augustus_masked-bor_s381-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.32&CDS=1-735	YLR271W
1620	OG0001620	augustus_masked-bor_s381-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.7&CDS=1-927	YOR174W
1621	OG0001621	augustus_masked-bor_s381-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.33&CDS=1-1149	YOR176W
1622	OG0001622	augustus_masked-bor_s381-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.34&CDS=1-1779	YOR175C
1623	OG0001623	augustus_masked-bor_s381-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.35&CDS=1-3459	YLR272C
1624	OG0001624	augustus_masked-bor_s381-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.36&CDS=1-1617	YMR005W
1625	OG0001625	augustus_masked-bor_s381-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.8&CDS=1-1101	YOL010W
1626	OG0001626	augustus_masked-bor_s381-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.37&CDS=1-7389	YKL203C
1627	OG0001627	augustus_masked-bor_s381-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.38&CDS=1-1260	YJR065C
1628	OG0001628	augustus_masked-bor_s381-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.39&CDS=1-1647	YJR064W
1629	OG0001629	augustus_masked-bor_s381-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.9&CDS=1-951	YJR070C
1630	OG0001630	augustus_masked-bor_s381-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.40&CDS=1-369	YJR063W
1631	OG0001631	augustus_masked-bor_s381-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.10&CDS=1-915	YOR004W
1632	OG0001632	augustus_masked-bor_s381-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.11&CDS=1-3792	YMR076C
1633	OG0001633	augustus_masked-bor_s381-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.42&CDS=1-1461	YDL207W
1634	OG0001634	augustus_masked-bor_s381-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.12&CDS=1-858	YDR237W
1635	OG0001635	augustus_masked-bor_s381-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.13&CDS=1-663	YGR042W
1636	OG0001636	augustus_masked-bor_s381-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.14&CDS=1-1107	YOL001W
1637	OG0001637	augustus_masked-bor_s381-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.15&CDS=1-861	YMR178W
1638	OG0001638	augustus_masked-bor_s381-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.44&CDS=1-2859	YOR335C
1639	OG0001639	augustus_masked-bor_s381-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.16&CDS=1-2883	YGL073W
1640	OG0001640	genemark-bor_s381-processed-gene-0.173-mRNA-1_1&gene=genemark-bor_s381-processed-gene-0.173&CDS=1-1335	YMR065W
1641	OG0001641	augustus_masked-bor_s381-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.48&CDS=1-966	YMR063W
1642	OG0001642	augustus_masked-bor_s381-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.18&CDS=1-1083	YOL064C
1643	OG0001643	augustus_masked-bor_s381-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.49&CDS=1-1572	YPL097W
1644	OG0001644	augustus_masked-bor_s381-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.19&CDS=1-2493	YKL078W
1645	OG0001645	augustus_masked-bor_s381-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.50&CDS=1-1113	YPL096W
1646	OG0001646	augustus_masked-bor_s381-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.20&CDS=1-1662	YOR002W
1647	OG0001647	genemark-bor_s381-processed-gene-0.145-mRNA-1_1&gene=genemark-bor_s381-processed-gene-0.145&CDS=1-1386	YPL120W
1648	OG0001648	augustus_masked-bor_s381-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.23&CDS=1-981	YDR459C
1649	OG0001649	augustus_masked-bor_s385-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bor_s385-processed-gene-0.8&CDS=1-2604	YPR162C
1650	OG0001650	snap_masked-bor_s389-processed-gene-0.14-mRNA-1_1&gene=snap_masked-bor_s389-processed-gene-0.14&CDS=1-990	YNR007C
1651	OG0001651	augustus_masked-bor_s389-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bor_s389-processed-gene-0.28&CDS=1-2166	YNR008W
1652	OG0001652	augustus_masked-bor_s389-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-bor_s389-processed-gene-0.30&CDS=1-1929	YLR429W
1653	OG0001653	augustus_masked-bor_s389-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bor_s389-processed-gene-0.34&CDS=1-4767	YPL242C
1654	OG0001654	augustus_masked-bor_s389-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bor_s389-processed-gene-0.35&CDS=1-609	YJR050W
1655	OG0001655	augustus_masked-bor_s389-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-bor_s389-processed-gene-0.31&CDS=1-480	YPL234C
1656	OG0001656	genemark-bor_s390-processed-gene-0.4-mRNA-1_1&gene=genemark-bor_s390-processed-gene-0.4&CDS=1-912	YMR241W
1657	OG0001657	augustus_masked-bor_s390-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bor_s390-processed-gene-0.9&CDS=1-1362	YOR307C
1658	OG0001658	augustus_masked-bor_s396-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-bor_s396-processed-gene-0.22&CDS=1-3156	YOL148C
1659	OG0001659	augustus_masked-bor_s396-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-bor_s396-processed-gene-0.23&CDS=1-507	YOL149W
1660	OG0001660	genemark-bor_s396-processed-gene-0.3-mRNA-1_1&gene=genemark-bor_s396-processed-gene-0.3&CDS=1-624	YOL114C
1661	OG0001661	snap_masked-bor_s396-processed-gene-0.39-mRNA-1_1&gene=snap_masked-bor_s396-processed-gene-0.39&CDS=1-2106	YJL057C
1662	OG0001662	augustus_masked-bor_s398-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bor_s398-processed-gene-0.11&CDS=1-1713	YGR124W
1663	OG0001663	augustus_masked-bor_s399-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.4&CDS=1-1308	YIL033C
1664	OG0001664	augustus_masked-bor_s399-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.28&CDS=1-3144	YNL014W
1665	OG0001665	augustus_masked-bor_s399-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.31&CDS=1-525	YCR046C
1666	OG0001666	augustus_masked-bor_s399-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.32&CDS=1-2214	YCR047C
1667	OG0001667	augustus_masked-bor_s399-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.33&CDS=1-687	YNR020C
1668	OG0001668	snap_masked-bor_s399-processed-gene-0.57-mRNA-1_1&gene=snap_masked-bor_s399-processed-gene-0.57&CDS=1-648	YCR051W
1669	OG0001669	snap_masked-bor_s399-processed-gene-0.58-mRNA-1_1&gene=snap_masked-bor_s399-processed-gene-0.58&CDS=1-1044	YNR021W
1670	OG0001670	augustus_masked-bor_s399-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.9&CDS=1-1002	YHR040W
1671	OG0001671	augustus_masked-bor_s399-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.10&CDS=1-672	YOR319W
1672	OG0001672	augustus_masked-bor_s399-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.11&CDS=1-1428	YNR023W
1673	OG0001673	augustus_masked-bor_s399-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.12&CDS=1-1737	YLL028W
1674	OG0001674	augustus_masked-bor_s399-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.13&CDS=1-771	YNL312W
1675	OG0001675	augustus_masked-bor_s399-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.14&CDS=1-723	YNL010W
1676	OG0001676	augustus_masked-bor_s399-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.40&CDS=1-300	YGL070C
1677	OG0001677	augustus_masked-bor_s399-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.15&CDS=1-513	YGL068W
1678	OG0001678	augustus_masked-bor_s399-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.16&CDS=1-738	YKL206C
1679	OG0001679	maker-bor_s399-augustus-gene-0.3-mRNA-1_1&gene=maker-bor_s399-augustus-gene-0.3&CDS=1-2001	YDL178W
1680	OG0001680	augustus_masked-bor_s399-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.19&CDS=1-393	YKL170W
1681	OG0001681	augustus_masked-bor_s399-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.20&CDS=1-2175	YIL078W
1682	OG0001682	augustus_masked-bor_s399-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.22&CDS=1-2196	YOR022C
1683	OG0001683	augustus_masked-bor_s399-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.43&CDS=1-618	YOR021C
1684	OG0001684	augustus_masked-bor_s399-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.23&CDS=1-681	YDR408C
1685	OG0001685	augustus_masked-bor_s399-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.47&CDS=1-1095	YOR136W
1686	OG0001686	snap_masked-bor_s399-processed-gene-0.104-mRNA-1_1&gene=snap_masked-bor_s399-processed-gene-0.104&CDS=1-1122	YDL168W
1687	OG0001687	augustus_masked-bor_s399-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.49&CDS=1-1011	YDR214W
1688	OG0001688	augustus_masked-bor_s399-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.50&CDS=1-807	YOR157C
1689	OG0001689	augustus_masked-bor_s399-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.24&CDS=1-3960	YDR407C
1690	OG0001690	augustus_masked-bor_s399-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.51&CDS=1-315	YMR244C-A
1691	OG0001691	augustus_masked-bor_s399-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.25&CDS=1-1137	YDR321W
1692	OG0001692	genemark-bor_s4-processed-gene-0.89-mRNA-1_1&gene=genemark-bor_s4-processed-gene-0.89&CDS=1-3090	YLR001C
1693	OG0001693	augustus_masked-bor_s4-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-bor_s4-processed-gene-0.7&CDS=1-672	YIR001C
1694	OG0001694	augustus_masked-bor_s4-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-bor_s4-processed-gene-0.27&CDS=1-630	YKL070W
1695	OG0001695	augustus_masked-bor_s4-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bor_s4-processed-gene-0.9&CDS=1-912	YLR220W
1696	OG0001696	augustus_masked-bor_s4-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s4-processed-gene-0.10&CDS=1-840	YGR132C
1697	OG0001697	genemark-bor_s4-processed-gene-0.116-mRNA-1_1&gene=genemark-bor_s4-processed-gene-0.116&CDS=1-1539	YER078C
1698	OG0001698	genemark-bor_s4-processed-gene-0.118-mRNA-1_1&gene=genemark-bor_s4-processed-gene-0.118&CDS=1-474	YPR153W
1699	OG0001699	augustus_masked-bor_s4-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bor_s4-processed-gene-0.12&CDS=1-744	YGR135W
1700	OG0001700	augustus_masked-bor_s4-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-bor_s4-processed-gene-0.13&CDS=1-1770	YPR155C
1701	OG0001701	augustus_masked-bor_s4-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-bor_s4-processed-gene-0.30&CDS=1-2343	YKL034W
1702	OG0001702	augustus_masked-bor_s4-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-bor_s4-processed-gene-0.16&CDS=1-366	YDR511W
1703	OG0001703	augustus_masked-bor_s4-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-bor_s4-processed-gene-0.38&CDS=1-453	YPR168W
1704	OG0001704	augustus_masked-bor_s4-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bor_s4-processed-gene-0.20&CDS=1-1548	YNL291C
1705	OG0001705	augustus_masked-bor_s4-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-bor_s4-processed-gene-0.39&CDS=1-441	YOR104W
1706	OG0001706	augustus_masked-bor_s4-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-bor_s4-processed-gene-0.21&CDS=1-984	YNL290W
1707	OG0001707	augustus_masked-bor_s4-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-bor_s4-processed-gene-0.22&CDS=1-1188	YKL090W
1708	OG0001708	snap_masked-bor_s402-processed-gene-0.8-mRNA-1_1&gene=snap_masked-bor_s402-processed-gene-0.8&CDS=1-1167	YPL248C
1709	OG0001709	augustus_masked-bor_s402-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-bor_s402-processed-gene-0.16&CDS=1-4443	YMR190C
1710	OG0001710	genemark-bor_s405-processed-gene-0.10-mRNA-1_1&gene=genemark-bor_s405-processed-gene-0.10&CDS=1-525	YOL129W
1711	OG0001711	augustus_masked-bor_s405-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bor_s405-processed-gene-0.6&CDS=1-1116	YNL307C
1712	OG0001712	augustus_masked-bor_s408-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bor_s408-processed-gene-0.34&CDS=1-339	YKL138C
1713	OG0001713	augustus_masked-bor_s408-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-bor_s408-processed-gene-0.37&CDS=1-357	YKL137W
1714	OG0001714	snap_masked-bor_s408-processed-gene-0.8-mRNA-1_1&gene=snap_masked-bor_s408-processed-gene-0.8&CDS=1-2622	YGL023C
1715	OG0001715	augustus_masked-bor_s41-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s41-processed-gene-0.2&CDS=1-618	YFL038C
1716	OG0001716	augustus_masked-bor_s41-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s41-processed-gene-0.3&CDS=1-867	YJR116W
1717	OG0001717	augustus_masked-bor_s412-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-bor_s412-processed-gene-0.39&CDS=1-11397	YHR099W
1718	OG0001718	genemark-bor_s412-processed-gene-0.26-mRNA-1_1&gene=genemark-bor_s412-processed-gene-0.26&CDS=1-693	YBR040W
1719	OG0001719	augustus_masked-bor_s412-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-bor_s412-processed-gene-0.41&CDS=1-1248	YBR042C
1720	OG0001720	augustus_masked-bor_s412-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bor_s412-processed-gene-0.35&CDS=1-2220	YBR043C
1721	OG0001721	augustus_masked-bor_s412-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-bor_s412-processed-gene-0.42&CDS=1-2220	YBR102C
1722	OG0001722	augustus_masked-bor_s412-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bor_s412-processed-gene-0.36&CDS=1-1848	YBR103W
1723	OG0001723	augustus_masked-bor_s412-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-bor_s412-processed-gene-0.43&CDS=1-372	YPR063C
1724	OG0001724	augustus_masked-bor_s414-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-bor_s414-processed-gene-0.54&CDS=1-900	YLR351C
1725	OG0001725	augustus_masked-bor_s414-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-bor_s414-processed-gene-0.62&CDS=1-954	YGR031W
1726	OG0001726	augustus_masked-bor_s414-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-bor_s414-processed-gene-0.63&CDS=1-2457	YLL034C
1727	OG0001727	augustus_masked-bor_s414-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-bor_s414-processed-gene-0.55&CDS=1-357	YFL014W
1728	OG0001728	augustus_masked-bor_s414-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-bor_s414-processed-gene-0.56&CDS=1-975	YNR054C
1729	OG0001729	augustus_masked-bor_s414-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-bor_s414-processed-gene-0.65&CDS=1-5001	YDR141C
1730	OG0001730	augustus_masked-bor_s414-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-bor_s414-processed-gene-0.66&CDS=1-693	YLR118C
