	OrthologID	Lachancea_fermentati	Saccharomyces_cerevisiae
1940	OG0001940	snap_masked-LAFE0E-processed-gene-4.65-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-4.65&CDS=1-1104	YDR047W
1941	OG0001941	snap_masked-LAFE0E-processed-gene-4.51-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-4.51&CDS=1-2886	YBR074W
1942	OG0001942	snap_masked-LAFE0E-processed-gene-4.76-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-4.76&CDS=1-369	YMR252C
1943	OG0001943	augustus_masked-LAFE0E-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-4.32&CDS=1-972	YOL053W
1944	OG0001944	snap_masked-LAFE0E-processed-gene-4.79-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-4.79&CDS=1-180	YMR256C
1945	OG0001945	snap_masked-LAFE0E-processed-gene-4.80-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-4.80&CDS=1-867	YOL054W
1946	OG0001946	snap_masked-LAFE0E-processed-gene-4.81-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-4.81&CDS=1-2352	YMR257C
1947	OG0001947	snap_masked-LAFE0E-processed-gene-4.82-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-4.82&CDS=1-1647	YMR258C
1948	OG0001948	snap_masked-LAFE0E-processed-gene-4.83-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-4.83&CDS=1-4194	YMR259C
1949	OG0001949	snap_masked-LAFE0E-processed-gene-4.84-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-4.84&CDS=1-459	YMR260C
1950	OG0001950	snap_masked-LAFE0E-processed-gene-4.85-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-4.85&CDS=1-3351	YMR261C
1951	OG0001951	augustus_masked-LAFE0E-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-4.19&CDS=1-1887	YMR262W
1952	OG0001952	snap_masked-LAFE0E-processed-gene-4.86-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-4.86&CDS=1-1536	YML102W
1953	OG0001953	snap_masked-LAFE0E-processed-gene-4.61-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-4.61&CDS=1-1182	YOR266W
1954	OG0001954	snap_masked-LAFE0E-processed-gene-4.87-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-4.87&CDS=1-1695	YOR267C
1955	OG0001955	snap_masked-LAFE0E-processed-gene-5.48-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.48&CDS=1-1410	YOR269W
1956	OG0001956	snap_masked-LAFE0E-processed-gene-5.49-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.49&CDS=1-1245	YMR208W
1957	OG0001957	snap_masked-LAFE0E-processed-gene-5.52-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.52&CDS=1-981	YOR271C
1958	OG0001958	snap_masked-LAFE0E-processed-gene-5.50-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.50&CDS=1-1338	YOR272W
1959	OG0001959	maker-LAFE0E-augustus-gene-5.108-mRNA-1_1&gene=maker-LAFE0E-augustus-gene-5.108&CDS=1-2964	YOR273C
1960	OG0001960	snap_masked-LAFE0E-processed-gene-5.54-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.54&CDS=1-1512	YMR211W
1961	OG0001961	augustus_masked-LAFE0E-processed-gene-5.7-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-5.7&CDS=1-1290	YOR274W
1962	OG0001962	genemark-LAFE0E-processed-gene-5.139-mRNA-1_1&gene=genemark-LAFE0E-processed-gene-5.139&CDS=1-1907	YOR275C
1963	OG0001963	snap_masked-LAFE0E-processed-gene-5.80-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.80&CDS=1-2157	YMR212C
1964	OG0001964	snap_masked-LAFE0E-processed-gene-5.56-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.56&CDS=1-1725	YMR213W
1965	OG0001965	snap_masked-LAFE0E-processed-gene-5.57-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.57&CDS=1-468	YOR276W
1966	OG0001966	snap_masked-LAFE0E-processed-gene-5.58-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.58&CDS=1-1110	YMR214W
1967	OG0001967	snap_masked-LAFE0E-processed-gene-5.59-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.59&CDS=1-1518	YMR215W
1968	OG0001968	snap_masked-LAFE0E-processed-gene-5.81-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.81&CDS=1-1743	YMR216C
1969	OG0001969	snap_masked-LAFE0E-processed-gene-5.60-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.60&CDS=1-1575	YMR217W
1970	OG0001970	snap_masked-LAFE0E-processed-gene-5.61-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.61&CDS=1-786	YOR278W
1971	OG0001971	augustus_masked-LAFE0E-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-5.32&CDS=1-3285	YMR218C
1972	OG0001972	snap_masked-LAFE0E-processed-gene-5.62-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.62&CDS=1-4428	YMR219W
1973	OG0001973	snap_masked-LAFE0E-processed-gene-5.63-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.63&CDS=1-1347	YMR220W
1974	OG0001974	augustus_masked-LAFE0E-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-5.33&CDS=1-996	YOR279C
1975	OG0001975	snap_masked-LAFE0E-processed-gene-5.85-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.85&CDS=1-1584	YMR221C
1976	OG0001976	snap_masked-LAFE0E-processed-gene-5.86-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.86&CDS=1-771	YOR280C
1977	OG0001977	snap_masked-LAFE0E-processed-gene-5.64-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.64&CDS=1-1140	YMR223W
1978	OG0001978	snap_masked-LAFE0E-processed-gene-5.87-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.87&CDS=1-828	YOR281C
1979	OG0001979	snap_masked-LAFE0E-processed-gene-5.88-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.88&CDS=1-1986	YMR224C
1980	OG0001980	snap_masked-LAFE0E-processed-gene-5.65-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.65&CDS=1-684	YOR283W
1981	OG0001981	snap_masked-LAFE0E-processed-gene-5.66-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.66&CDS=1-399	YOR285W
1982	OG0001982	snap_masked-LAFE0E-processed-gene-5.67-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.67&CDS=1-417	YOR286W
1983	OG0001983	snap_masked-LAFE0E-processed-gene-5.89-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.89&CDS=1-966	YOR287C
1984	OG0001984	maker-LAFE0E-augustus-gene-5.109-mRNA-1_1&gene=maker-LAFE0E-augustus-gene-5.109&CDS=1-294	YMR225C
1985	OG0001985	genemark-LAFE0E-processed-gene-5.150-mRNA-1_1&gene=genemark-LAFE0E-processed-gene-5.150&CDS=1-939	YOR288C
1986	OG0001986	snap_masked-LAFE0E-processed-gene-5.68-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.68&CDS=1-699	YOR289W
1987	OG0001987	snap_masked-LAFE0E-processed-gene-5.69-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.69&CDS=1-801	YMR226C
1988	OG0001988	snap_masked-LAFE0E-processed-gene-5.93-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.93&CDS=1-1668	YMR227C
1989	OG0001989	snap_masked-LAFE0E-processed-gene-5.71-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.71&CDS=1-1014	YMR228W
1990	OG0001990	snap_masked-LAFE0E-processed-gene-5.94-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.94&CDS=1-5175	YMR229C
1991	OG0001991	snap_masked-LAFE0E-processed-gene-5.72-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.72&CDS=1-4398	YOR291W
1992	OG0001992	snap_masked-LAFE0E-processed-gene-5.95-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.95&CDS=1-999	YOR292C
1993	OG0001993	maker-LAFE0E-augustus-gene-5.107-mRNA-1_1&gene=maker-LAFE0E-augustus-gene-5.107&CDS=1-1074	YGR058W
1994	OG0001994	snap_masked-LAFE0E-processed-gene-5.96-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.96&CDS=1-678	YLR363C
1995	OG0001995	snap_masked-LAFE0E-processed-gene-5.75-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.75&CDS=1-927	YGR060W
1996	OG0001996	snap_masked-LAFE0E-processed-gene-5.97-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.97&CDS=1-4044	YGR061C
1997	OG0001997	snap_masked-LAFE0E-processed-gene-5.76-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.76&CDS=1-258	YLR363W-A
1998	OG0001998	snap_masked-LAFE0E-processed-gene-5.98-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.98&CDS=1-996	YGR062C
1999	OG0001999	snap_masked-LAFE0E-processed-gene-5.99-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.99&CDS=1-303	YGR063C
2000	OG0002000	snap_masked-LAFE0E-processed-gene-5.77-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-5.77&CDS=1-327	YLR364W
2001	OG0002001	snap_masked-LAFE0E-processed-gene-6.3-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.3&CDS=1-1833	YGR065C
2002	OG0002002	augustus_masked-LAFE0E-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-6.49&CDS=1-1719	YGR067C
2003	OG0002003	snap_masked-LAFE0E-processed-gene-6.5-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.5&CDS=1-2073	YGR068C
2004	OG0002004	snap_masked-LAFE0E-processed-gene-6.27-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.27&CDS=1-528	YLR370C
2005	OG0002005	snap_masked-LAFE0E-processed-gene-6.6-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.6&CDS=1-3732	YLR371W
2006	OG0002006	snap_masked-LAFE0E-processed-gene-6.7-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.7&CDS=1-1023	YLR372W
2007	OG0002007	snap_masked-LAFE0E-processed-gene-6.29-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.29&CDS=1-765	YDL051W
2008	OG0002008	augustus_masked-LAFE0E-processed-gene-6.72-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-6.72&CDS=1-699	YLR376C
2009	OG0002009	snap_masked-LAFE0E-processed-gene-6.9-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.9&CDS=1-933	YDL052C
2010	OG0002010	snap_masked-LAFE0E-processed-gene-6.31-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.31&CDS=1-1041	YLR377C
2011	OG0002011	maker-LAFE0E-augustus-gene-6.129-mRNA-1_1&gene=maker-LAFE0E-augustus-gene-6.129&CDS=1-2793	YLR378C
2012	OG0002012	augustus_masked-LAFE0E-processed-gene-6.57-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-6.57&CDS=1-1083	YDL055C
2013	OG0002013	augustus_masked-LAFE0E-processed-gene-6.74-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-6.74&CDS=1-2223	YDL056W
2014	OG0002014	snap_masked-LAFE0E-processed-gene-6.33-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.33&CDS=1-1839	YDL057W
2015	OG0002015	snap_masked-LAFE0E-processed-gene-6.15-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.15&CDS=1-1305	YLR380W
2016	OG0002016	snap_masked-LAFE0E-processed-gene-6.16-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.16&CDS=1-2088	YLR381W
2017	OG0002017	snap_masked-LAFE0E-processed-gene-6.34-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.34&CDS=1-2628	YLR382C
2018	OG0002018	snap_masked-LAFE0E-processed-gene-6.17-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.17&CDS=1-3297	YLR383W
2019	OG0002019	snap_masked-LAFE0E-processed-gene-6.35-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.35&CDS=1-4941	YDL058W
2020	OG0002020	snap_masked-LAFE0E-processed-gene-6.18-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.18&CDS=1-603	YDL059C
2021	OG0002021	maker-LAFE0E-augustus-gene-6.130-mRNA-1_1&gene=maker-LAFE0E-augustus-gene-6.130&CDS=1-4353	YLR384C
2022	OG0002022	snap_masked-LAFE0E-processed-gene-6.19-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.19&CDS=1-2652	YLR386W
2023	OG0002023	augustus_masked-LAFE0E-processed-gene-6.79-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-6.79&CDS=1-3579	YDL060W
2024	OG0002024	snap_masked-LAFE0E-processed-gene-6.39-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.39&CDS=1-2895	YLR389C
2025	OG0002025	augustus_masked-LAFE0E-processed-gene-6.64-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-6.64&CDS=1-2046	YDL063C
2026	OG0002026	snap_masked-LAFE0E-processed-gene-6.40-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.40&CDS=1-465	YDL064W
2027	OG0002027	snap_masked-LAFE0E-processed-gene-6.22-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.22&CDS=1-870	YDL065C
2028	OG0002028	snap_masked-LAFE0E-processed-gene-6.23-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.23&CDS=1-753	YLR390W-A
2029	OG0002029	snap_masked-LAFE0E-processed-gene-6.24-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.24&CDS=1-828	YLR393W
2030	OG0002030	snap_masked-LAFE0E-processed-gene-6.43-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.43&CDS=1-219	YLR395C
2031	OG0002031	snap_masked-LAFE0E-processed-gene-6.25-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.25&CDS=1-180	YDL067C
2032	OG0002032	snap_masked-LAFE0E-processed-gene-6.44-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.44&CDS=1-1950	YLR396C
2033	OG0002033	snap_masked-LAFE0E-processed-gene-6.45-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-6.45&CDS=1-2325	YLR397C
2034	OG0002034	snap_masked-LAFE0E-processed-gene-7.48-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.48&CDS=1-3789	YLR398C
2035	OG0002035	snap_masked-LAFE0E-processed-gene-7.49-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.49&CDS=1-1695	YLR399C
2036	OG0002036	snap_masked-LAFE0E-processed-gene-7.45-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.45&CDS=1-525	YDL072C
2037	OG0002037	snap_masked-LAFE0E-processed-gene-7.50-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.50&CDS=1-1962	YLR401C
2038	OG0002038	maker-LAFE0E-snap-gene-7.91-mRNA-1_1&gene=maker-LAFE0E-snap-gene-7.91&CDS=1-1638	YLR403W
2039	OG0002039	augustus_masked-LAFE0E-processed-gene-7.2-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-7.2&CDS=1-834	YLR404W
2040	OG0002040	snap_masked-LAFE0E-processed-gene-7.51-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.51&CDS=1-3138	YDL073W
2041	OG0002041	maker-LAFE0E-augustus-gene-7.94-mRNA-1_1&gene=maker-LAFE0E-augustus-gene-7.94&CDS=1-2814	YLR405W
2042	OG0002042	snap_masked-LAFE0E-processed-gene-7.54-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.54&CDS=1-828	YDL076C
2043	OG0002043	snap_masked-LAFE0E-processed-gene-7.55-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.55&CDS=1-645	YLR407W
2044	OG0002044	snap_masked-LAFE0E-processed-gene-7.76-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.76&CDS=1-318	YLR408C
2045	OG0002045	snap_masked-LAFE0E-processed-gene-7.56-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.56&CDS=1-3048	YDL077C
2046	OG0002046	snap_masked-LAFE0E-processed-gene-7.77-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.77&CDS=1-2823	YLR409C
2047	OG0002047	snap_masked-LAFE0E-processed-gene-7.57-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.57&CDS=1-3333	YLR410W
2048	OG0002048	snap_masked-LAFE0E-processed-gene-7.58-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.58&CDS=1-741	YLR411W
2049	OG0002049	snap_masked-LAFE0E-processed-gene-7.78-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.78&CDS=1-1278	YKL181W
2050	OG0002050	augustus_masked-LAFE0E-processed-gene-7.13-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-7.13&CDS=1-840	YLR412W
2051	OG0002051	snap_masked-LAFE0E-processed-gene-7.79-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.79&CDS=1-6165	YKL182W
2052	OG0002052	snap_masked-LAFE0E-processed-gene-7.81-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.81&CDS=1-840	YKL183W
2053	OG0002053	snap_masked-LAFE0E-processed-gene-7.82-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.82&CDS=1-1344	YKL184W
2054	OG0002054	snap_masked-LAFE0E-processed-gene-7.83-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.83&CDS=1-1569	YKL185W
2055	OG0002055	snap_masked-LAFE0E-processed-gene-7.59-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.59&CDS=1-507	YKL186C
2056	OG0002056	snap_masked-LAFE0E-processed-gene-7.62-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.62&CDS=1-1848	YKL188C
2057	OG0002057	snap_masked-LAFE0E-processed-gene-7.63-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.63&CDS=1-1563	YLR417W
2058	OG0002058	snap_masked-LAFE0E-processed-gene-7.84-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.84&CDS=1-1089	YKL189W
2059	OG0002059	genemark-LAFE0E-processed-gene-7.116-mRNA-1_1&gene=genemark-LAFE0E-processed-gene-7.116&CDS=1-2460	YGR089W
2060	OG0002060	snap_masked-LAFE0E-processed-gene-7.65-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.65&CDS=1-3678	YGR090W
2061	OG0002061	snap_masked-LAFE0E-processed-gene-7.66-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.66&CDS=1-897	YPR109W
2062	OG0002062	snap_masked-LAFE0E-processed-gene-7.85-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.85&CDS=1-1002	YPR110C
2063	OG0002063	snap_masked-LAFE0E-processed-gene-7.67-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.67&CDS=1-1422	YGR091W
2064	OG0002064	snap_masked-LAFE0E-processed-gene-7.86-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.86&CDS=1-2643	YPR112C
2065	OG0002065	snap_masked-LAFE0E-processed-gene-7.70-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.70&CDS=1-3174	YGR094W
2066	OG0002066	snap_masked-LAFE0E-processed-gene-7.87-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.87&CDS=1-672	YGR095C
2067	OG0002067	snap_masked-LAFE0E-processed-gene-7.71-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.71&CDS=1-915	YGR096W
2068	OG0002068	snap_masked-LAFE0E-processed-gene-7.72-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.72&CDS=1-657	YFR033C
2069	OG0002069	snap_masked-LAFE0E-processed-gene-7.73-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.73&CDS=1-816	YHL034C
2070	OG0002070	maker-LAFE0E-snap-gene-7.93-mRNA-1_1&gene=maker-LAFE0E-snap-gene-7.93&CDS=1-2553	YDL090C
2071	OG0002071	snap_masked-LAFE0E-processed-gene-7.88-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-7.88&CDS=1-405	YDL092W
2072	OG0002072	augustus_masked-LAFE0E-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-7.29&CDS=1-1932	YMR155W
2073	OG0002073	augustus_masked-LAFE0E-processed-gene-7.44-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-7.44&CDS=1-2517	YDL095W
2074	OG0002074	snap_masked-LAFE0E-processed-gene-8.0-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.0&CDS=1-1260	YDL097C
2075	OG0002075	snap_masked-LAFE0E-processed-gene-8.5-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.5&CDS=1-765	YMR156C
2076	OG0002076	snap_masked-LAFE0E-processed-gene-8.1-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.1&CDS=1-576	YDL098C
2077	OG0002077	snap_masked-LAFE0E-processed-gene-8.6-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.6&CDS=1-675	YMR157C
2078	OG0002078	snap_masked-LAFE0E-processed-gene-8.2-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.2&CDS=1-465	YMR158W
2079	OG0002079	snap_masked-LAFE0E-processed-gene-8.7-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.7&CDS=1-1077	YDL099W
2080	OG0002080	snap_masked-LAFE0E-processed-gene-8.3-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.3&CDS=1-1047	YDL100C
2081	OG0002081	snap_masked-LAFE0E-processed-gene-8.8-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.8&CDS=1-366	YMR159C
2082	OG0002082	snap_masked-LAFE0E-processed-gene-8.4-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.4&CDS=1-2223	YMR160W
2083	OG0002083	augustus_masked-LAFE0E-processed-gene-8.57-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-8.57&CDS=1-1509	YDL101C
2084	OG0002084	snap_masked-LAFE0E-processed-gene-8.31-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.31&CDS=1-3336	YDL102W
2085	OG0002085	snap_masked-LAFE0E-processed-gene-8.32-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.32&CDS=1-4824	YMR162C
2086	OG0002086	snap_masked-LAFE0E-processed-gene-8.11-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.11&CDS=1-1416	YDL103C
2087	OG0002087	snap_masked-LAFE0E-processed-gene-8.33-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.33&CDS=1-2058	YMR163C
2088	OG0002088	snap_masked-LAFE0E-processed-gene-8.34-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.34&CDS=1-1686	YMR164C
2089	OG0002089	snap_masked-LAFE0E-processed-gene-8.35-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.35&CDS=1-2295	YMR165C
2090	OG0002090	snap_masked-LAFE0E-processed-gene-8.36-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.36&CDS=1-1059	YMR166C
2091	OG0002091	snap_masked-LAFE0E-processed-gene-8.12-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.12&CDS=1-1209	YDL104C
2092	OG0002092	snap_masked-LAFE0E-processed-gene-8.37-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.37&CDS=1-1164	YDL105W
2093	OG0002093	snap_masked-LAFE0E-processed-gene-8.13-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.13&CDS=1-2193	YMR167W
2094	OG0002094	snap_masked-LAFE0E-processed-gene-8.15-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.15&CDS=1-1494	YDL106C
2095	OG0002095	snap_masked-LAFE0E-processed-gene-8.39-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.39&CDS=1-1569	YMR171C
2096	OG0002096	snap_masked-LAFE0E-processed-gene-8.40-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.40&CDS=1-2736	YGL141W
2097	OG0002097	snap_masked-LAFE0E-processed-gene-8.16-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.16&CDS=1-1785	YGL142C
2098	OG0002098	augustus_masked-LAFE0E-processed-gene-8.87-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-8.87&CDS=1-1128	YDL107W
2099	OG0002099	augustus_masked-LAFE0E-processed-gene-8.88-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-8.88&CDS=1-921	YDL108W
2100	OG0002100	maker-LAFE0E-snap-gene-8.96-mRNA-1_1&gene=maker-LAFE0E-snap-gene-8.96&CDS=1-3228	YGL144C
2101	OG0002101	snap_masked-LAFE0E-processed-gene-8.42-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.42&CDS=1-2028	YGL145W
2102	OG0002102	snap_masked-LAFE0E-processed-gene-8.20-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.20&CDS=1-462	YDL110C
2103	OG0002103	snap_masked-LAFE0E-processed-gene-8.21-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.21&CDS=1-711	YGL146C
2104	OG0002104	snap_masked-LAFE0E-processed-gene-8.22-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.22&CDS=1-789	YDL111C
2105	OG0002105	snap_masked-LAFE0E-processed-gene-8.43-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.43&CDS=1-4284	YDL112W
2106	OG0002106	snap_masked-LAFE0E-processed-gene-8.23-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.23&CDS=1-1854	YDL113C
2107	OG0002107	maker-LAFE0E-snap-gene-8.97-mRNA-1_1&gene=maker-LAFE0E-snap-gene-8.97&CDS=1-969	YDL115C
2108	OG0002108	snap_masked-LAFE0E-processed-gene-8.44-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.44&CDS=1-2157	YDL116W
2109	OG0002109	snap_masked-LAFE0E-processed-gene-8.45-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.45&CDS=1-2661	YDL117W
2110	OG0002110	snap_masked-LAFE0E-processed-gene-8.46-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.46&CDS=1-1128	YGL148W
