	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034671_Blastobotrys_peoriensis
1822	OG0001822	YIL115C	augustus_masked-NODE_90_length_56889_cov_12.2959_ID_179-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_90_length_56889_cov_12.2959_ID_179-processed-gene-0.1&CDS=1-4089
1823	OG0001823	YIL116W	genemark-NODE_90_length_56889_cov_12.2959_ID_179-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_90_length_56889_cov_12.2959_ID_179-processed-gene-0.42&CDS=1-1173
1824	OG0001824	YIL118W	genemark-NODE_36_length_121507_cov_11.9739_ID_71-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_36_length_121507_cov_11.9739_ID_71-processed-gene-0.80&CDS=1-630
1825	OG0001825	YIL125W	genemark-NODE_53_length_94915_cov_12.3096_ID_105-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_53_length_94915_cov_12.3096_ID_105-processed-gene-0.82&CDS=1-3030
1826	OG0001826	YIL128W	genemark-NODE_4_length_296429_cov_12.5131_ID_7-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_4_length_296429_cov_12.5131_ID_7-processed-gene-0.54&CDS=1-3108
1827	OG0001827	YIL129C	genemark-NODE_4_length_296429_cov_12.5131_ID_7-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_4_length_296429_cov_12.5131_ID_7-processed-gene-0.66&CDS=1-8178
1828	OG0001828	YIL133C	genemark-NODE_14_length_227584_cov_11.4277_ID_27-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_14_length_227584_cov_11.4277_ID_27-processed-gene-1.67&CDS=1-591
1829	OG0001829	YIL134W	genemark-NODE_30_length_139770_cov_11.9785_ID_59-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_30_length_139770_cov_11.9785_ID_59-processed-gene-0.23&CDS=1-918
1830	OG0001830	YIL140W	genemark-NODE_8_length_266187_cov_12.3814_ID_15-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_8_length_266187_cov_12.3814_ID_15-processed-gene-0.113&CDS=1-2973
1831	OG0001831	YIL142W	genemark-NODE_8_length_266187_cov_12.3814_ID_15-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_8_length_266187_cov_12.3814_ID_15-processed-gene-0.93&CDS=1-1578
1832	OG0001832	YIL143C	genemark-NODE_28_length_144136_cov_11.9627_ID_55-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_28_length_144136_cov_11.9627_ID_55-processed-gene-0.124&CDS=1-2550
1833	OG0001833	YIL144W	snap_masked-NODE_28_length_144136_cov_11.9627_ID_55-processed-gene-0.163-mRNA-1_1&gene=snap_masked-NODE_28_length_144136_cov_11.9627_ID_55-processed-gene-0.163&CDS=1-1944
1834	OG0001834	YIL145C	genemark-NODE_28_length_144136_cov_11.9627_ID_55-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_28_length_144136_cov_11.9627_ID_55-processed-gene-0.123&CDS=1-948
1835	OG0001835	YIL147C	maker-NODE_7_length_280080_cov_11.8606_ID_13-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_7_length_280080_cov_11.8606_ID_13-snap-gene-0.3&CDS=1-3207
1836	OG0001836	YIL150C	snap_masked-NODE_28_length_144136_cov_11.9627_ID_55-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_28_length_144136_cov_11.9627_ID_55-processed-gene-0.133&CDS=1-1344
1837	OG0001837	YIL153W	genemark-NODE_36_length_121507_cov_11.9739_ID_71-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_36_length_121507_cov_11.9739_ID_71-processed-gene-0.88&CDS=1-957
1838	OG0001838	YIL155C	genemark-NODE_65_length_80214_cov_12.9692_ID_129-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_65_length_80214_cov_12.9692_ID_129-processed-gene-0.35&CDS=1-1905
1839	OG0001839	YIL156W-B	genemark-NODE_65_length_80214_cov_12.9692_ID_129-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_65_length_80214_cov_12.9692_ID_129-processed-gene-0.39&CDS=1-222
1840	OG0001840	YIL157C	genemark-NODE_33_length_131941_cov_12.6916_ID_65-processed-gene-0.150-mRNA-1_1&gene=genemark-NODE_33_length_131941_cov_12.6916_ID_65-processed-gene-0.150&CDS=1-675
1841	OG0001841	YIL166C	genemark-NODE_64_length_82670_cov_15.6859_ID_127-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_64_length_82670_cov_15.6859_ID_127-processed-gene-0.57&CDS=1-1635
1842	OG0001842	YIR001C	genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-2.13-mRNA-1_1&gene=genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-2.13&CDS=1-534
1843	OG0001843	YIR002C	genemark-NODE_129_length_29223_cov_11.3367_ID_257-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_129_length_29223_cov_11.3367_ID_257-processed-gene-0.5&CDS=1-2547
1844	OG0001844	YIR004W	genemark-NODE_105_length_41571_cov_12.6022_ID_209-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_105_length_41571_cov_12.6022_ID_209-processed-gene-0.60&CDS=1-1470
1845	OG0001845	YIR006C	maker-NODE_14_length_227584_cov_11.4277_ID_27-augustus-gene-1.166-mRNA-1_1&gene=maker-NODE_14_length_227584_cov_11.4277_ID_27-augustus-gene-1.166&CDS=1-4518
1846	OG0001846	YIR007W	genemark-NODE_93_length_53556_cov_11.3527_ID_185-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_93_length_53556_cov_11.3527_ID_185-processed-gene-0.31&CDS=1-2046
1847	OG0001847	YIR008C	genemark-NODE_26_length_150816_cov_11.8845_ID_51-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_26_length_150816_cov_11.8845_ID_51-processed-gene-0.74&CDS=1-1299
1848	OG0001848	YIR011C	genemark-NODE_90_length_56889_cov_12.2959_ID_179-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_90_length_56889_cov_12.2959_ID_179-processed-gene-0.39&CDS=1-1029
1849	OG0001849	YIR012W	genemark-NODE_46_length_106824_cov_12.2111_ID_91-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_46_length_106824_cov_12.2111_ID_91-processed-gene-0.70&CDS=1-1281
1850	OG0001850	YIR022W	genemark-NODE_104_length_42604_cov_12.69_ID_207-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_104_length_42604_cov_12.69_ID_207-processed-gene-0.8&CDS=1-519
1851	OG0001851	YIR023W	genemark-NODE_61_length_86536_cov_11.21_ID_121-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_61_length_86536_cov_11.21_ID_121-processed-gene-0.73&CDS=1-2481
1852	OG0001852	YIR026C	maker-NODE_84_length_62399_cov_13.074_ID_167-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_84_length_62399_cov_13.074_ID_167-snap-gene-0.0&CDS=1-999
1853	OG0001853	YIR027C	genemark-NODE_20_length_182759_cov_12.4136_ID_39-processed-gene-0.139-mRNA-1_1&gene=genemark-NODE_20_length_182759_cov_12.4136_ID_39-processed-gene-0.139&CDS=1-1428
1854	OG0001854	YIR029W	genemark-NODE_21_length_174502_cov_14.6347_ID_41-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_21_length_174502_cov_14.6347_ID_41-processed-gene-0.85&CDS=1-1026
1855	OG0001855	YIR030C	genemark-NODE_20_length_182759_cov_12.4136_ID_39-processed-gene-0.172-mRNA-1_1&gene=genemark-NODE_20_length_182759_cov_12.4136_ID_39-processed-gene-0.172&CDS=1-666
1856	OG0001856	YIR032C	genemark-NODE_4_length_296429_cov_12.5131_ID_7-processed-gene-1.263-mRNA-1_1&gene=genemark-NODE_4_length_296429_cov_12.5131_ID_7-processed-gene-1.263&CDS=1-636
1857	OG0001857	YIR034C	genemark-NODE_117_length_34073_cov_12.3031_ID_233-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_117_length_34073_cov_12.3031_ID_233-processed-gene-0.14&CDS=1-1089
1858	OG0001858	YIR035C	genemark-NODE_101_length_45765_cov_12.6191_ID_201-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_101_length_45765_cov_12.6191_ID_201-processed-gene-0.6&CDS=1-753
1859	OG0001859	YIR042C	augustus_masked-NODE_26_length_150816_cov_11.8845_ID_51-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-NODE_26_length_150816_cov_11.8845_ID_51-processed-gene-0.217&CDS=1-663
1860	OG0001860	YJL001W	maker-NODE_8_length_266187_cov_12.3814_ID_15-augustus-gene-1.105-mRNA-1_1&gene=maker-NODE_8_length_266187_cov_12.3814_ID_15-augustus-gene-1.105&CDS=1-633
1861	OG0001861	YJL002C	genemark-NODE_8_length_266187_cov_12.3814_ID_15-processed-gene-1.183-mRNA-1_1&gene=genemark-NODE_8_length_266187_cov_12.3814_ID_15-processed-gene-1.183&CDS=1-1401
1862	OG0001862	YJL003W	genemark-NODE_13_length_230157_cov_12.3957_ID_25-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_13_length_230157_cov_12.3957_ID_25-processed-gene-0.15&CDS=1-354
1863	OG0001863	YJL004C	genemark-NODE_40_length_117566_cov_12.0694_ID_79-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_40_length_117566_cov_12.0694_ID_79-processed-gene-0.21&CDS=1-609
1864	OG0001864	YJL005W	genemark-NODE_80_length_63433_cov_11.8645_ID_159-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_80_length_63433_cov_11.8645_ID_159-processed-gene-0.46&CDS=1-6117
1865	OG0001865	YJL006C	genemark-NODE_30_length_139770_cov_11.9785_ID_59-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_30_length_139770_cov_11.9785_ID_59-processed-gene-0.59&CDS=1-990
1866	OG0001866	YJL008C	genemark-NODE_30_length_139770_cov_11.9785_ID_59-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_30_length_139770_cov_11.9785_ID_59-processed-gene-0.38&CDS=1-1662
1867	OG0001867	YJL010C	genemark-NODE_43_length_113857_cov_13.3362_ID_85-processed-gene-0.159-mRNA-1_1&gene=genemark-NODE_43_length_113857_cov_13.3362_ID_85-processed-gene-0.159&CDS=1-2220
1868	OG0001868	YJL011C	genemark-NODE_58_length_89598_cov_11.9073_ID_115-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_58_length_89598_cov_11.9073_ID_115-processed-gene-0.56&CDS=1-417
1869	OG0001869	YJL012C	genemark-NODE_57_length_89632_cov_11.3018_ID_113-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_57_length_89632_cov_11.3018_ID_113-processed-gene-0.82&CDS=1-2175
1870	OG0001870	YJL014W	snap_masked-NODE_58_length_89598_cov_11.9073_ID_115-processed-gene-0.138-mRNA-1_1&gene=snap_masked-NODE_58_length_89598_cov_11.9073_ID_115-processed-gene-0.138&CDS=1-1470
1871	OG0001871	YJL020C	genemark-NODE_91_length_56542_cov_12.599_ID_181-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_91_length_56542_cov_12.599_ID_181-processed-gene-0.6&CDS=1-3777
1872	OG0001872	YJL024C	genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-2.7-mRNA-1_1&gene=genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-2.7&CDS=1-588
1873	OG0001873	YJL025W	augustus_masked-NODE_33_length_131941_cov_12.6916_ID_65-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_33_length_131941_cov_12.6916_ID_65-processed-gene-0.67&CDS=1-1725
1874	OG0001874	YJL026W	genemark-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.92&CDS=1-1221
1875	OG0001875	YJL029C	augustus_masked-NODE_30_length_139770_cov_11.9785_ID_59-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-NODE_30_length_139770_cov_11.9785_ID_59-processed-gene-0.183&CDS=1-2400
1876	OG0001876	YJL030W	maker-NODE_30_length_139770_cov_11.9785_ID_59-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_30_length_139770_cov_11.9785_ID_59-augustus-gene-0.2&CDS=1-669
1877	OG0001877	YJL031C	genemark-NODE_30_length_139770_cov_11.9785_ID_59-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_30_length_139770_cov_11.9785_ID_59-processed-gene-0.33&CDS=1-981
1878	OG0001878	YJL033W	genemark-NODE_30_length_139770_cov_11.9785_ID_59-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_30_length_139770_cov_11.9785_ID_59-processed-gene-0.66&CDS=1-2334
1879	OG0001879	YJL034W	genemark-NODE_30_length_139770_cov_11.9785_ID_59-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_30_length_139770_cov_11.9785_ID_59-processed-gene-0.32&CDS=1-2013
1880	OG0001880	YJL035C	genemark-NODE_30_length_139770_cov_11.9785_ID_59-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_30_length_139770_cov_11.9785_ID_59-processed-gene-0.57&CDS=1-711
1881	OG0001881	YJL036W	genemark-NODE_30_length_139770_cov_11.9785_ID_59-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_30_length_139770_cov_11.9785_ID_59-processed-gene-0.64&CDS=1-1443
1882	OG0001882	YJL039C	genemark-NODE_36_length_121507_cov_11.9739_ID_71-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_36_length_121507_cov_11.9739_ID_71-processed-gene-0.64&CDS=1-5136
1883	OG0001883	YJL041W	genemark-NODE_36_length_121507_cov_11.9739_ID_71-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_36_length_121507_cov_11.9739_ID_71-processed-gene-0.89&CDS=1-1926
1884	OG0001884	YJL046W	maker-NODE_7_length_280080_cov_11.8606_ID_13-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_7_length_280080_cov_11.8606_ID_13-augustus-gene-0.0&CDS=1-1557
1885	OG0001885	YJL049W	genemark-NODE_49_length_103607_cov_12.4398_ID_97-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_49_length_103607_cov_12.4398_ID_97-processed-gene-0.33&CDS=1-1404
1886	OG0001886	YJL050W	genemark-NODE_18_length_201582_cov_12.1594_ID_35-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_18_length_201582_cov_12.1594_ID_35-processed-gene-0.88&CDS=1-3240
1887	OG0001887	YJL053W	genemark-NODE_102_length_44529_cov_11.641_ID_203-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_102_length_44529_cov_11.641_ID_203-processed-gene-0.25&CDS=1-921
1888	OG0001888	YJL054W	genemark-NODE_18_length_201582_cov_12.1594_ID_35-processed-gene-1.7-mRNA-1_1&gene=genemark-NODE_18_length_201582_cov_12.1594_ID_35-processed-gene-1.7&CDS=1-1464
1889	OG0001889	YJL055W	genemark-NODE_47_length_106780_cov_11.904_ID_93-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_47_length_106780_cov_11.904_ID_93-processed-gene-0.41&CDS=1-630
1890	OG0001890	YJL056C	augustus_masked-NODE_102_length_44529_cov_11.641_ID_203-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_102_length_44529_cov_11.641_ID_203-processed-gene-0.16&CDS=1-1791
1891	OG0001891	YJL057C	genemark-NODE_20_length_182759_cov_12.4136_ID_39-processed-gene-0.210-mRNA-1_1&gene=genemark-NODE_20_length_182759_cov_12.4136_ID_39-processed-gene-0.210&CDS=1-1986
1892	OG0001892	YJL059W	genemark-NODE_5_length_295438_cov_11.9743_ID_9-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_5_length_295438_cov_11.9743_ID_9-processed-gene-0.95&CDS=1-1203
1893	OG0001893	YJL060W	genemark-NODE_55_length_91178_cov_12.208_ID_109-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_55_length_91178_cov_12.208_ID_109-processed-gene-0.32&CDS=1-1287
1894	OG0001894	YJL061W	snap_masked-NODE_55_length_91178_cov_12.208_ID_109-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NODE_55_length_91178_cov_12.208_ID_109-processed-gene-0.120&CDS=1-2445
1895	OG0001895	YJL062W	genemark-NODE_5_length_295438_cov_11.9743_ID_9-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_5_length_295438_cov_11.9743_ID_9-processed-gene-0.93&CDS=1-2535
1896	OG0001896	YJL062W-A	augustus_masked-NODE_106_length_40983_cov_11.9699_ID_211-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_106_length_40983_cov_11.9699_ID_211-processed-gene-0.25&CDS=1-291
1897	OG0001897	YJL063C	genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.4-mRNA-1_1&gene=genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.4&CDS=1-615
1898	OG0001898	YJL066C	augustus_masked-NODE_68_length_76945_cov_12.2257_ID_135-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_68_length_76945_cov_12.2257_ID_135-processed-gene-0.54&CDS=1-756
1899	OG0001899	YJL068C	genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-0.10&CDS=1-864
1900	OG0001900	YJL069C	maker-NODE_59_length_89443_cov_12.6287_ID_117-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_59_length_89443_cov_12.6287_ID_117-augustus-gene-0.2&CDS=1-2937
1901	OG0001901	YJL071W	genemark-NODE_9_length_261673_cov_13.3741_ID_17-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_9_length_261673_cov_13.3741_ID_17-processed-gene-0.13&CDS=1-1713
1902	OG0001902	YJL072C	genemark-NODE_9_length_261673_cov_13.3741_ID_17-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_9_length_261673_cov_13.3741_ID_17-processed-gene-0.28&CDS=1-564
1903	OG0001903	YJL074C	genemark-NODE_12_length_235068_cov_12.0792_ID_23-processed-gene-1.130-mRNA-1_1&gene=genemark-NODE_12_length_235068_cov_12.0792_ID_23-processed-gene-1.130&CDS=1-3588
1904	OG0001904	YJL080C	genemark-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-0.99&CDS=1-3663
1905	OG0001905	YJL085W	genemark-NODE_11_length_240857_cov_12.1525_ID_21-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_11_length_240857_cov_12.1525_ID_21-processed-gene-0.102&CDS=1-1815
1906	OG0001906	YJL087C	genemark-NODE_26_length_150816_cov_11.8845_ID_51-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_26_length_150816_cov_11.8845_ID_51-processed-gene-0.24&CDS=1-2385
1907	OG0001907	YJL088W	genemark-NODE_26_length_150816_cov_11.8845_ID_51-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_26_length_150816_cov_11.8845_ID_51-processed-gene-0.59&CDS=1-996
1908	OG0001908	YJL090C	snap_masked-NODE_15_length_224791_cov_11.9214_ID_29-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_15_length_224791_cov_11.9214_ID_29-processed-gene-0.51&CDS=1-2019
1909	OG0001909	YJL091C	augustus_masked-NODE_34_length_128293_cov_13.6237_ID_67-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_34_length_128293_cov_13.6237_ID_67-processed-gene-0.110&CDS=1-1389
1910	OG0001910	YJL093C	genemark-NODE_100_length_47314_cov_12.9412_ID_199-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_100_length_47314_cov_12.9412_ID_199-processed-gene-0.64&CDS=1-1947
1911	OG0001911	YJL094C	genemark-NODE_24_length_164461_cov_14.7024_ID_47-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_24_length_164461_cov_14.7024_ID_47-processed-gene-0.92&CDS=1-2421
1912	OG0001912	YJL095W	maker-NODE_76_length_66447_cov_12.3715_ID_151-snap-gene-0.56-mRNA-1_1&gene=maker-NODE_76_length_66447_cov_12.3715_ID_151-snap-gene-0.56&CDS=1-5457
1913	OG0001913	YJL096W	snap_masked-NODE_76_length_66447_cov_12.3715_ID_151-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_76_length_66447_cov_12.3715_ID_151-processed-gene-0.76&CDS=1-534
1914	OG0001914	YJL097W	genemark-NODE_8_length_266187_cov_12.3814_ID_15-processed-gene-0.106-mRNA-1_1&gene=genemark-NODE_8_length_266187_cov_12.3814_ID_15-processed-gene-0.106&CDS=1-642
1915	OG0001915	YJL100W	augustus_masked-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-0.38&CDS=1-3177
1916	OG0001916	YJL101C	genemark-NODE_124_length_31400_cov_11.1959_ID_247-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_124_length_31400_cov_11.1959_ID_247-processed-gene-0.1&CDS=1-1893
1917	OG0001917	YJL102W	genemark-NODE_53_length_94915_cov_12.3096_ID_105-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_53_length_94915_cov_12.3096_ID_105-processed-gene-0.42&CDS=1-2307
1918	OG0001918	YJL104W	genemark-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-0.78&CDS=1-438
1919	OG0001919	YJL106W	augustus_masked-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-0.5&CDS=1-1224
1920	OG0001920	YJL108C	genemark-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-0.95&CDS=1-2706
1921	OG0001921	YJL109C	genemark-NODE_20_length_182759_cov_12.4136_ID_39-processed-gene-0.204-mRNA-1_1&gene=genemark-NODE_20_length_182759_cov_12.4136_ID_39-processed-gene-0.204&CDS=1-5196
1922	OG0001922	YJL111W	maker-NODE_23_length_169011_cov_11.9977_ID_45-snap-gene-0.9-mRNA-1_1&gene=maker-NODE_23_length_169011_cov_11.9977_ID_45-snap-gene-0.9&CDS=1-3729
1923	OG0001923	YJL115W	genemark-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.87&CDS=1-798
1924	OG0001924	YJL121C	genemark-NODE_18_length_201582_cov_12.1594_ID_35-processed-gene-1.12-mRNA-1_1&gene=genemark-NODE_18_length_201582_cov_12.1594_ID_35-processed-gene-1.12&CDS=1-675
1925	OG0001925	YJL123C	genemark-NODE_49_length_103607_cov_12.4398_ID_97-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_49_length_103607_cov_12.4398_ID_97-processed-gene-0.36&CDS=1-1434
1926	OG0001926	YJL124C	maker-NODE_7_length_280080_cov_11.8606_ID_13-augustus-gene-1.91-mRNA-1_1&gene=maker-NODE_7_length_280080_cov_11.8606_ID_13-augustus-gene-1.91&CDS=1-459
1927	OG0001927	YJL125C	genemark-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-1.214-mRNA-1_1&gene=genemark-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-1.214&CDS=1-1170
1928	OG0001928	YJL126W	genemark-NODE_10_length_248695_cov_12.5105_ID_19-processed-gene-1.11-mRNA-1_1&gene=genemark-NODE_10_length_248695_cov_12.5105_ID_19-processed-gene-1.11&CDS=1-846
1929	OG0001929	YJL127C	genemark-NODE_10_length_248695_cov_12.5105_ID_19-processed-gene-1.38-mRNA-1_1&gene=genemark-NODE_10_length_248695_cov_12.5105_ID_19-processed-gene-1.38&CDS=1-1563
1930	OG0001930	YJL127C-B	genemark-NODE_54_length_91515_cov_11.5492_ID_107-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_54_length_91515_cov_11.5492_ID_107-processed-gene-0.23&CDS=1-1017
1931	OG0001931	YJL128C	genemark-NODE_10_length_248695_cov_12.5105_ID_19-processed-gene-1.3-mRNA-1_1&gene=genemark-NODE_10_length_248695_cov_12.5105_ID_19-processed-gene-1.3&CDS=1-2073
1932	OG0001932	YJL130C	augustus_masked-NODE_10_length_248695_cov_12.5105_ID_19-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NODE_10_length_248695_cov_12.5105_ID_19-processed-gene-1.97&CDS=1-6624
1933	OG0001933	YJL132W	augustus_masked-NODE_10_length_248695_cov_12.5105_ID_19-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_10_length_248695_cov_12.5105_ID_19-processed-gene-0.146&CDS=1-2484
1934	OG0001934	YJL140W	genemark-NODE_81_length_63219_cov_13.4252_ID_161-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_81_length_63219_cov_13.4252_ID_161-processed-gene-0.53&CDS=1-543
1935	OG0001935	YJL141C	maker-NODE_136_length_24681_cov_12.4115_ID_271-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_136_length_24681_cov_12.4115_ID_271-snap-gene-0.3&CDS=1-4527
1936	OG0001936	YJL143W	genemark-NODE_73_length_71091_cov_11.6258_ID_145-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_73_length_71091_cov_11.6258_ID_145-processed-gene-0.87&CDS=1-465
1937	OG0001937	YJL145W	genemark-NODE_28_length_144136_cov_11.9627_ID_55-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_28_length_144136_cov_11.9627_ID_55-processed-gene-0.64&CDS=1-1017
1938	OG0001938	YJL153C	genemark-NODE_44_length_113619_cov_12.4587_ID_87-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_44_length_113619_cov_12.4587_ID_87-processed-gene-0.5&CDS=1-1620
1939	OG0001939	YJL154C	genemark-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.94&CDS=1-2709
1940	OG0001940	YJL155C	genemark-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.95&CDS=1-1338
1941	OG0001941	YJL156C	augustus_masked-NODE_28_length_144136_cov_11.9627_ID_55-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_28_length_144136_cov_11.9627_ID_55-processed-gene-0.47&CDS=1-2484
1942	OG0001942	YJL163C	snap_masked-NODE_28_length_144136_cov_11.9627_ID_55-processed-gene-0.136-mRNA-1_1&gene=snap_masked-NODE_28_length_144136_cov_11.9627_ID_55-processed-gene-0.136&CDS=1-1671
1943	OG0001943	YJL166W	genemark-NODE_103_length_42984_cov_11.423_ID_205-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_103_length_42984_cov_11.423_ID_205-processed-gene-0.11&CDS=1-276
1944	OG0001944	YJL167W	genemark-NODE_45_length_109254_cov_12.0209_ID_89-processed-gene-0.135-mRNA-1_1&gene=genemark-NODE_45_length_109254_cov_12.0209_ID_89-processed-gene-0.135&CDS=1-1041
1945	OG0001945	YJL168C	genemark-NODE_143_length_16611_cov_13.1178_ID_285-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_143_length_16611_cov_13.1178_ID_285-processed-gene-0.15&CDS=1-2550
