	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035048_Barnettozyma_salicaria
1409	OG0001409	YER176W	genemark-flattened_line_35-processed-gene-0.245-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.245&CDS=1-3552
1410	OG0001410	YER177W	genemark-flattened_line_35-processed-gene-0.242-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.242&CDS=1-774
1411	OG0001411	YER178W	snap_masked-flattened_line_35-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.49&CDS=1-1212
1412	OG0001412	YER179W	genemark-flattened_line_0-processed-gene-5.129-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.129&CDS=1-978
1413	OG0001413	YER180C-A	genemark-flattened_line_15-processed-gene-0.151-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.151&CDS=1-306
1414	OG0001414	YER182W	genemark-flattened_line_23-processed-gene-2.73-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-2.73&CDS=1-762
1415	OG0001415	YER183C	snap_masked-flattened_line_23-processed-gene-2.109-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-2.109&CDS=1-633
1416	OG0001416	YFL005W	genemark-flattened_line_7-processed-gene-1.41-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.41&CDS=1-603
1417	OG0001417	YFL007W	genemark-flattened_line_9-processed-gene-2.42-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.42&CDS=1-6345
1418	OG0001418	YFL008W	genemark-flattened_line_3-processed-gene-6.42-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-6.42&CDS=1-3705
1419	OG0001419	YFL010C	genemark-flattened_line_7-processed-gene-1.24-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.24&CDS=1-588
1420	OG0001420	YFL014W	genemark-flattened_line_7-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-0.121&CDS=1-330
1421	OG0001421	YFL016C	genemark-flattened_line_39-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.52&CDS=1-1503
1422	OG0001422	YFL017C	genemark-flattened_line_41-processed-gene-0.183-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.183&CDS=1-474
1423	OG0001423	YFL018C	snap_masked-flattened_line_5-processed-gene-4.109-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-4.109&CDS=1-1485
1424	OG0001424	YFL022C	genemark-flattened_line_33-processed-gene-1.220-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-1.220&CDS=1-1488
1425	OG0001425	YFL023W	genemark-flattened_line_9-processed-gene-3.66-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.66&CDS=1-2547
1426	OG0001426	YFL024C	genemark-flattened_line_17-processed-gene-2.124-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.124&CDS=1-2214
1427	OG0001427	YFL025C	snap_masked-flattened_line_21-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.4&CDS=1-2724
1428	OG0001428	YFL026W	genemark-flattened_line_21-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.80&CDS=1-1170
1429	OG0001429	YFL027C	snap_masked-flattened_line_7-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.78&CDS=1-1302
1430	OG0001430	YFL028C	genemark-flattened_line_7-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-0.133&CDS=1-948
1431	OG0001431	YFL029C	genemark-flattened_line_7-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-0.113&CDS=1-1047
1432	OG0001432	YFL030W	genemark-flattened_line_11-processed-gene-5.257-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-5.257&CDS=1-1149
1433	OG0001433	YFL031W	genemark-flattened_line_9-processed-gene-4.44-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-4.44&CDS=1-786
1434	OG0001434	YFL033C	genemark-flattened_line_33-processed-gene-1.217-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-1.217&CDS=1-4482
1435	OG0001435	YFL034C-B	genemark-flattened_line_11-processed-gene-3.102-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-3.102&CDS=1-822
1436	OG0001436	YFL034W	genemark-flattened_line_7-processed-gene-1.42-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.42&CDS=1-2808
1437	OG0001437	YFL036W	augustus_masked-flattened_line_11-processed-gene-3.2-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.2&CDS=1-3987
1438	OG0001438	YFL037W	maker-flattened_line_9-snap-gene-0.84-mRNA-1_1&gene=maker-flattened_line_9-snap-gene-0.84&CDS=1-1347
1439	OG0001439	YFL038C	genemark-flattened_line_9-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.38&CDS=1-612
1440	OG0001440	YFL039C	genemark-flattened_line_11-processed-gene-4.47-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-4.47&CDS=1-1128
1441	OG0001441	YFL040W	genemark-flattened_line_11-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.65&CDS=1-1902
1442	OG0001442	YFL041W	genemark-flattened_line_11-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.69&CDS=1-1827
1443	OG0001443	YFL042C	genemark-flattened_line_5-processed-gene-5.157-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-5.157&CDS=1-2496
1444	OG0001444	YFL044C	genemark-flattened_line_33-processed-gene-1.186-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-1.186&CDS=1-963
1445	OG0001445	YFL045C	genemark-flattened_line_33-processed-gene-1.188-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-1.188&CDS=1-750
1446	OG0001446	YFL046W	genemark-flattened_line_33-processed-gene-1.227-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-1.227&CDS=1-564
1447	OG0001447	YFL049W	genemark-flattened_line_3-processed-gene-6.25-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-6.25&CDS=1-1467
1448	OG0001448	YFL054C	genemark-flattened_line_15-processed-gene-1.146-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.146&CDS=1-1140
1449	OG0001449	YFL055W	genemark-flattened_line_11-processed-gene-5.191-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-5.191&CDS=1-1662
1450	OG0001450	YFR001W	genemark-flattened_line_15-processed-gene-0.157-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.157&CDS=1-615
1451	OG0001451	YFR002W	genemark-flattened_line_19-processed-gene-2.274-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-2.274&CDS=1-2523
1452	OG0001452	YFR004W	genemark-flattened_line_25-processed-gene-2.22-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-2.22&CDS=1-930
1453	OG0001453	YFR005C	genemark-flattened_line_25-processed-gene-2.49-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-2.49&CDS=1-1425
1454	OG0001454	YFR006W	maker-flattened_line_7-snap-gene-0.108-mRNA-1_1&gene=maker-flattened_line_7-snap-gene-0.108&CDS=1-1434
1455	OG0001455	YFR007W	genemark-flattened_line_31-processed-gene-1.14-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-1.14&CDS=1-1077
1456	OG0001456	YFR009W	genemark-flattened_line_17-processed-gene-3.224-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-3.224&CDS=1-2259
1457	OG0001457	YFR010W	genemark-flattened_line_23-processed-gene-2.13-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-2.13&CDS=1-1422
1458	OG0001458	YFR011C	genemark-flattened_line_23-processed-gene-2.10-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-2.10&CDS=1-453
1459	OG0001459	YFR016C	genemark-flattened_line_0-processed-gene-8.237-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.237&CDS=1-2604
1460	OG0001460	YFR018C	genemark-flattened_line_11-processed-gene-3.105-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-3.105&CDS=1-1032
1461	OG0001461	YFR019W	genemark-flattened_line_11-processed-gene-3.126-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-3.126&CDS=1-5958
1462	OG0001462	YFR021W	augustus_masked-flattened_line_23-processed-gene-2.169-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-2.169&CDS=1-2682
1463	OG0001463	YFR024C-A	genemark-flattened_line_23-processed-gene-2.33-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-2.33&CDS=1-1263
1464	OG0001464	YFR025C	genemark-flattened_line_23-processed-gene-2.26-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-2.26&CDS=1-972
1465	OG0001465	YFR027W	genemark-flattened_line_11-processed-gene-3.134-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-3.134&CDS=1-813
1466	OG0001466	YFR028C	genemark-flattened_line_13-processed-gene-4.87-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-4.87&CDS=1-1596
1467	OG0001467	YFR029W	genemark-flattened_line_0-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.46&CDS=1-2268
1468	OG0001468	YFR030W	genemark-flattened_line_19-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-0.56&CDS=1-3186
1469	OG0001469	YFR031C	genemark-flattened_line_19-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-0.77&CDS=1-3507
1470	OG0001470	YFR032C	snap_masked-flattened_line_19-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-0.23&CDS=1-1218
1471	OG0001471	YFR034C	genemark-flattened_line_19-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-0.82&CDS=1-1488
1472	OG0001472	YFR038W	genemark-flattened_line_3-processed-gene-2.132-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.132&CDS=1-2358
1473	OG0001473	YFR041C	snap_masked-flattened_line_13-processed-gene-2.63-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.63&CDS=1-873
1474	OG0001474	YFR044C	genemark-flattened_line_13-processed-gene-2.98-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-2.98&CDS=1-1440
1475	OG0001475	YFR045W	genemark-flattened_line_0-processed-gene-6.15-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.15&CDS=1-1068
1476	OG0001476	YFR047C	genemark-flattened_line_11-processed-gene-3.113-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-3.113&CDS=1-891
1477	OG0001477	YFR048W	genemark-flattened_line_9-processed-gene-5.120-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-5.120&CDS=1-1710
1478	OG0001478	YFR050C	genemark-flattened_line_0-processed-gene-8.230-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.230&CDS=1-810
1479	OG0001479	YFR051C	genemark-flattened_line_0-processed-gene-8.277-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.277&CDS=1-1599
1480	OG0001480	YFR052W	genemark-flattened_line_7-processed-gene-6.32-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-6.32&CDS=1-861
1481	OG0001481	YGL001C	genemark-flattened_line_33-processed-gene-1.192-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-1.192&CDS=1-1059
1482	OG0001482	YGL003C	genemark-flattened_line_49-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.96&CDS=1-1548
1483	OG0001483	YGL004C	snap_masked-flattened_line_33-processed-gene-1.123-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.123&CDS=1-1197
1484	OG0001484	YGL005C	genemark-flattened_line_33-processed-gene-1.209-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-1.209&CDS=1-903
1485	OG0001485	YGL006W	genemark-flattened_line_33-processed-gene-1.240-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-1.240&CDS=1-3627
1486	OG0001486	YGL008C	genemark-flattened_line_3-processed-gene-6.39-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-6.39&CDS=1-2703
1487	OG0001487	YGL009C	genemark-flattened_line_31-processed-gene-1.81-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-1.81&CDS=1-2343
1488	OG0001488	YGL010W	genemark-flattened_line_27-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-0.36&CDS=1-522
1489	OG0001489	YGL011C	genemark-flattened_line_19-processed-gene-1.22-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.22&CDS=1-732
1490	OG0001490	YGL012W	genemark-flattened_line_27-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-0.30&CDS=1-1359
1491	OG0001491	YGL014W	genemark-flattened_line_3-processed-gene-6.38-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-6.38&CDS=1-2178
1492	OG0001492	YGL016W	genemark-flattened_line_33-processed-gene-1.212-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-1.212&CDS=1-3063
1493	OG0001493	YGL017W	snap_masked-flattened_line_5-processed-gene-4.62-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-4.62&CDS=1-1305
1494	OG0001494	YGL018C	genemark-flattened_line_5-processed-gene-3.55-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-3.55&CDS=1-585
1495	OG0001495	YGL019W	genemark-flattened_line_5-processed-gene-3.36-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-3.36&CDS=1-717
1496	OG0001496	YGL020C	augustus_masked-flattened_line_5-processed-gene-3.158-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-3.158&CDS=1-621
1497	OG0001497	YGL022W	genemark-flattened_line_19-processed-gene-1.43-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.43&CDS=1-2208
1498	OG0001498	YGL023C	genemark-flattened_line_19-processed-gene-1.21-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.21&CDS=1-1734
1499	OG0001499	YGL026C	genemark-flattened_line_41-processed-gene-0.256-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.256&CDS=1-2085
1500	OG0001500	YGL027C	augustus_masked-flattened_line_29-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.4&CDS=1-3006
1501	OG0001501	YGL028C	genemark-flattened_line_29-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-0.51&CDS=1-1428
1502	OG0001502	YGL030W	genemark-flattened_line_29-processed-gene-1.233-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.233&CDS=1-315
1503	OG0001503	YGL036W	snap_masked-flattened_line_33-processed-gene-1.115-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.115&CDS=1-2751
1504	OG0001504	YGL037C	genemark-flattened_line_33-processed-gene-1.235-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-1.235&CDS=1-675
1505	OG0001505	YGL038C	genemark-flattened_line_15-processed-gene-2.139-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.139&CDS=1-1239
1506	OG0001506	YGL040C	genemark-flattened_line_15-processed-gene-0.156-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.156&CDS=1-1020
1507	OG0001507	YGL043W	genemark-flattened_line_0-processed-gene-5.172-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.172&CDS=1-882
1508	OG0001508	YGL044C	genemark-flattened_line_35-processed-gene-0.239-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.239&CDS=1-792
1509	OG0001509	YGL045W	genemark-flattened_line_33-processed-gene-1.202-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-1.202&CDS=1-2082
1510	OG0001510	YGL047W	genemark-flattened_line_57-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_57-processed-gene-0.30&CDS=1-555
1511	OG0001511	YGL048C	genemark-flattened_line_49-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.124&CDS=1-1188
1512	OG0001512	YGL050W	genemark-flattened_line_49-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.99&CDS=1-768
1513	OG0001513	YGL054C	genemark-flattened_line_21-processed-gene-2.16-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-2.16&CDS=1-408
1514	OG0001514	YGL055W	genemark-flattened_line_35-processed-gene-0.230-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.230&CDS=1-1455
1515	OG0001515	YGL058W	genemark-flattened_line_17-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-0.29&CDS=1-501
1516	OG0001516	YGL059W	augustus_masked-flattened_line_17-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-0.117&CDS=1-1398
1517	OG0001517	YGL064C	genemark-flattened_line_25-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.13&CDS=1-1683
1518	OG0001518	YGL065C	genemark-flattened_line_25-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.15&CDS=1-1482
1519	OG0001519	YGL066W	genemark-flattened_line_25-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.38&CDS=1-1083
1520	OG0001520	YGL067W	genemark-flattened_line_11-processed-gene-5.203-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-5.203&CDS=1-1107
1521	OG0001521	YGL068W	genemark-flattened_line_5-processed-gene-4.53-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-4.53&CDS=1-519
1522	OG0001522	YGL073W	genemark-flattened_line_9-processed-gene-6.56-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-6.56&CDS=1-2118
1523	OG0001523	YGL075C	augustus_masked-flattened_line_29-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.62&CDS=1-1023
1524	OG0001524	YGL077C	genemark-flattened_line_17-processed-gene-3.213-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-3.213&CDS=1-1626
1525	OG0001525	YGL078C	genemark-flattened_line_29-processed-gene-1.267-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.267&CDS=1-1623
1526	OG0001526	YGL080W	maker-flattened_line_29-snap-gene-1.91-mRNA-1_1&gene=maker-flattened_line_29-snap-gene-1.91&CDS=1-366
1527	OG0001527	YGL083W	augustus_masked-flattened_line_5-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-7.9&CDS=1-2349
1528	OG0001528	YGL091C	augustus_masked-flattened_line_9-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-0.73&CDS=1-981
1529	OG0001529	YGL092W	genemark-flattened_line_9-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.9&CDS=1-4353
1530	OG0001530	YGL093W	augustus_masked-flattened_line_9-processed-gene-4.160-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-4.160&CDS=1-2967
1531	OG0001531	YGL094C	snap_masked-flattened_line_9-processed-gene-4.88-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-4.88&CDS=1-3267
1532	OG0001532	YGL095C	genemark-flattened_line_9-processed-gene-5.112-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-5.112&CDS=1-1809
1533	OG0001533	YGL097W	genemark-flattened_line_5-processed-gene-6.157-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-6.157&CDS=1-1428
1534	OG0001534	YGL098W	genemark-flattened_line_0-processed-gene-6.30-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.30&CDS=1-741
1535	OG0001535	YGL100W	genemark-flattened_line_11-processed-gene-2.19-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.19&CDS=1-1017
1536	OG0001536	YGL103W	genemark-flattened_line_11-processed-gene-2.15-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.15&CDS=1-447
1537	OG0001537	YGL106W	genemark-flattened_line_11-processed-gene-2.40-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.40&CDS=1-429
1538	OG0001538	YGL110C	genemark-flattened_line_11-processed-gene-1.128-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.128&CDS=1-1764
1539	OG0001539	YGL111W	genemark-flattened_line_11-processed-gene-1.108-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.108&CDS=1-1200
1540	OG0001540	YGL112C	maker-flattened_line_29-augustus-gene-1.280-mRNA-1_1&gene=maker-flattened_line_29-augustus-gene-1.280&CDS=1-2955
1541	OG0001541	YGL113W	snap_masked-flattened_line_29-processed-gene-1.112-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.112&CDS=1-1971
1542	OG0001542	YGL114W	genemark-flattened_line_29-processed-gene-1.206-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.206&CDS=1-2025
1543	OG0001543	YGL115W	genemark-flattened_line_29-processed-gene-1.205-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.205&CDS=1-1008
1544	OG0001544	YGL116W	genemark-flattened_line_29-processed-gene-1.204-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.204&CDS=1-1452
1545	OG0001545	YGL119W	augustus_masked-flattened_line_45-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.75&CDS=1-1638
1546	OG0001546	YGL120C	genemark-flattened_line_45-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.121&CDS=1-2172
1547	OG0001547	YGL122C	genemark-flattened_line_5-processed-gene-4.34-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-4.34&CDS=1-1344
1548	OG0001548	YGL123W	genemark-flattened_line_5-processed-gene-4.11-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-4.11&CDS=1-762
1549	OG0001549	YGL124C	genemark-flattened_line_0-processed-gene-8.211-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.211&CDS=1-1683
1550	OG0001550	YGL125W	genemark-flattened_line_13-processed-gene-1.119-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.119&CDS=1-1794
1551	OG0001551	YGL127C	genemark-flattened_line_25-processed-gene-1.132-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-1.132&CDS=1-366
1552	OG0001552	YGL129C	genemark-flattened_line_25-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.31&CDS=1-1311
1553	OG0001553	YGL130W	genemark-flattened_line_25-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.11&CDS=1-1395
1554	OG0001554	YGL131C	genemark-flattened_line_25-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.29&CDS=1-4257
1555	OG0001555	YGL133W	genemark-flattened_line_25-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.8&CDS=1-3333
1556	OG0001556	YGL136C	genemark-flattened_line_25-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.5&CDS=1-903
1557	OG0001557	YGL137W	genemark-flattened_line_25-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.24&CDS=1-2577
1558	OG0001558	YGL141W	genemark-flattened_line_27-processed-gene-1.141-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-1.141&CDS=1-2871
1559	OG0001559	YGL142C	genemark-flattened_line_47-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.89&CDS=1-1581
1560	OG0001560	YGL145W	genemark-flattened_line_47-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.57&CDS=1-2103
1561	OG0001561	YGL148W	maker-flattened_line_25-augustus-gene-1.172-mRNA-1_1&gene=maker-flattened_line_25-augustus-gene-1.172&CDS=1-1410
1562	OG0001562	YGL150C	genemark-flattened_line_13-processed-gene-2.122-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-2.122&CDS=1-4038
1563	OG0001563	YGL151W	genemark-flattened_line_13-processed-gene-2.139-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-2.139&CDS=1-2754
1564	OG0001564	YGL153W	genemark-flattened_line_0-processed-gene-5.154-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.154&CDS=1-1188
1565	OG0001565	YGL154C	snap_masked-flattened_line_0-processed-gene-5.70-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.70&CDS=1-804
1566	OG0001566	YGL155W	snap_masked-flattened_line_0-processed-gene-5.100-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.100&CDS=1-1041
1567	OG0001567	YGL156W	genemark-flattened_line_0-processed-gene-6.13-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.13&CDS=1-3465
1568	OG0001568	YGL160W	genemark-flattened_line_7-processed-gene-4.109-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-4.109&CDS=1-1527
1569	OG0001569	YGL161C	genemark-flattened_line_11-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.64&CDS=1-876
1570	OG0001570	YGL167C	genemark-flattened_line_7-processed-gene-0.148-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-0.148&CDS=1-2757
1571	OG0001571	YGL169W	genemark-flattened_line_7-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-0.122&CDS=1-1101
1572	OG0001572	YGL171W	genemark-flattened_line_43-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.61&CDS=1-1740
1573	OG0001573	YGL172W	genemark-flattened_line_49-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.112&CDS=1-1413
1574	OG0001574	YGL173C	genemark-flattened_line_49-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.92&CDS=1-4359
1575	OG0001575	YGL174W	genemark-flattened_line_49-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.113&CDS=1-897
1576	OG0001576	YGL175C	snap_masked-flattened_line_49-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.8&CDS=1-1467
1577	OG0001577	YGL176C	snap_masked-flattened_line_0-processed-gene-5.95-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.95&CDS=1-1287
1578	OG0001578	YGL178W	genemark-flattened_line_0-processed-gene-5.173-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.173&CDS=1-2070
1579	OG0001579	YGL180W	genemark-flattened_line_23-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.8&CDS=1-2496
1580	OG0001580	YGL181W	genemark-flattened_line_23-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.23&CDS=1-1191
1581	OG0001581	YGL183C	genemark-flattened_line_23-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.7&CDS=1-648
