	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034709_Kluyveromyces_aestuarii
1754	OG0001754	YGR233C	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.1-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.1&CDS=1-3381
1755	OG0001755	YGR234W	snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-0.69&CDS=1-1179
1756	OG0001756	YGR235C	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.3-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.3&CDS=1-1068
1757	OG0001757	YGR237C	augustus_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.130-mRNA-1_1&gene=augustus_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.130&CDS=1-2259
1758	OG0001758	YGR239C	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.31-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.31&CDS=1-951
1759	OG0001759	YGR243W	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.6-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.6&CDS=1-381
1760	OG0001760	YGR244C	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.34-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.34&CDS=1-1263
1761	OG0001761	YGR245C	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.35-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.35&CDS=1-2226
1762	OG0001762	YGR246C	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.36-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.36&CDS=1-1653
1763	OG0001763	YGR249W	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.9-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.9&CDS=1-1203
1764	OG0001764	YGR250C	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.37-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.37&CDS=1-2340
1765	OG0001765	YGR252W	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.16-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.16&CDS=1-1515
1766	OG0001766	YGR253C	augustus_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.142-mRNA-1_1&gene=augustus_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.142&CDS=1-792
1767	OG0001767	YGR255C	snap_masked-NODE_18_length_231117_cov_28.1554_ID_35-processed-gene-1.119-mRNA-1_1&gene=snap_masked-NODE_18_length_231117_cov_28.1554_ID_35-processed-gene-1.119&CDS=1-1431
1768	OG0001768	YGR257C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.3-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.3&CDS=1-1077
1769	OG0001769	YGR258C	maker-NODE_1_length_907998_cov_27.5965_ID_1-snap-gene-5.51-mRNA-1_1&gene=maker-NODE_1_length_907998_cov_27.5965_ID_1-snap-gene-5.51&CDS=1-2640
1770	OG0001770	YGR260W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.2-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.2&CDS=1-1512
1771	OG0001771	YGR261C	snap_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-1.145-mRNA-1_1&gene=snap_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-1.145&CDS=1-2421
1772	OG0001772	YGR262C	snap_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.12&CDS=1-780
1773	OG0001773	YGR264C	snap_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.11&CDS=1-2253
1774	OG0001774	YGR266W	snap_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.39&CDS=1-2064
1775	OG0001775	YGR267C	maker-NODE_17_length_240136_cov_29.3823_ID_33-augustus-gene-0.118-mRNA-1_1&gene=maker-NODE_17_length_240136_cov_29.3823_ID_33-augustus-gene-0.118&CDS=1-1308
1776	OG0001776	YGR270W	genemark-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.75&CDS=1-3771
1777	OG0001777	YGR271C-A	snap_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.8&CDS=1-693
1778	OG0001778	YGR274C	snap_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.27&CDS=1-3048
1779	OG0001779	YGR275W	augustus_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.84&CDS=1-537
1780	OG0001780	YGR276C	augustus_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.107&CDS=1-2025
1781	OG0001781	YGR277C	snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-0.96&CDS=1-867
1782	OG0001782	YGR278W	snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-0.80&CDS=1-1614
1783	OG0001783	YGR280C	snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-0.98&CDS=1-858
1784	OG0001784	YGR282C	snap_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.21&CDS=1-939
1785	OG0001785	YGR284C	snap_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.24&CDS=1-915
1786	OG0001786	YGR285C	genemark-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_17_length_240136_cov_29.3823_ID_33-processed-gene-0.65&CDS=1-1296
1787	OG0001787	YGR286C	snap_masked-NODE_23_length_83208_cov_26.9237_ID_45-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_23_length_83208_cov_26.9237_ID_45-processed-gene-0.45&CDS=1-1140
1788	OG0001788	YHL002W	augustus_masked-NODE_19_length_144936_cov_28.4494_ID_37-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_19_length_144936_cov_28.4494_ID_37-processed-gene-0.20&CDS=1-1446
1789	OG0001789	YHL003C	snap_masked-NODE_19_length_144936_cov_28.4494_ID_37-processed-gene-0.195-mRNA-1_1&gene=snap_masked-NODE_19_length_144936_cov_28.4494_ID_37-processed-gene-0.195&CDS=1-1194
1790	OG0001790	YHL004W	snap_masked-NODE_19_length_144936_cov_28.4494_ID_37-processed-gene-0.160-mRNA-1_1&gene=snap_masked-NODE_19_length_144936_cov_28.4494_ID_37-processed-gene-0.160&CDS=1-1203
1791	OG0001791	YHL006C	snap_masked-NODE_19_length_144936_cov_28.4494_ID_37-processed-gene-0.194-mRNA-1_1&gene=snap_masked-NODE_19_length_144936_cov_28.4494_ID_37-processed-gene-0.194&CDS=1-483
1792	OG0001792	YHL009C	snap_masked-NODE_19_length_144936_cov_28.4494_ID_37-processed-gene-0.156-mRNA-1_1&gene=snap_masked-NODE_19_length_144936_cov_28.4494_ID_37-processed-gene-0.156&CDS=1-918
1793	OG0001793	YHL010C	snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-0.18&CDS=1-1521
1794	OG0001794	YHL015W	genemark-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-1.5-mRNA-1_1&gene=genemark-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-1.5&CDS=1-351
1795	OG0001795	YHL018W	snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-1.256-mRNA-1_1&gene=snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-1.256&CDS=1-327
1796	OG0001796	YHL019C	snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-1.210-mRNA-1_1&gene=snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-1.210&CDS=1-1521
1797	OG0001797	YHL020C	snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-1.211-mRNA-1_1&gene=snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-1.211&CDS=1-1137
1798	OG0001798	YHL021C	snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-0.123&CDS=1-1245
1799	OG0001799	YHL022C	snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-0.122&CDS=1-891
1800	OG0001800	YHL023C	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-1.89&CDS=1-2505
1801	OG0001801	YHL024W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-1.87-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-1.87&CDS=1-2070
1802	OG0001802	YHL025W	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-3.44-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-3.44&CDS=1-843
1803	OG0001803	YHL027W	snap_masked-NODE_24_length_80013_cov_32.4726_ID_47-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_24_length_80013_cov_32.4726_ID_47-processed-gene-0.51&CDS=1-1329
1804	OG0001804	YHL028W	genemark-NODE_24_length_80013_cov_32.4726_ID_47-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_24_length_80013_cov_32.4726_ID_47-processed-gene-0.21&CDS=1-1326
1805	OG0001805	YHL029C	snap_masked-NODE_3_length_740742_cov_27.1728_ID_5-processed-gene-5.14-mRNA-1_1&gene=snap_masked-NODE_3_length_740742_cov_27.1728_ID_5-processed-gene-5.14&CDS=1-1599
1806	OG0001806	YHL030W	genemark-NODE_24_length_80013_cov_32.4726_ID_47-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_24_length_80013_cov_32.4726_ID_47-processed-gene-0.22&CDS=1-5550
1807	OG0001807	YHL031C	snap_masked-NODE_24_length_80013_cov_32.4726_ID_47-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_24_length_80013_cov_32.4726_ID_47-processed-gene-0.36&CDS=1-645
1808	OG0001808	YHL032C	snap_masked-NODE_24_length_80013_cov_32.4726_ID_47-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_24_length_80013_cov_32.4726_ID_47-processed-gene-0.37&CDS=1-1968
1809	OG0001809	YHL034C	snap_masked-NODE_24_length_80013_cov_32.4726_ID_47-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_24_length_80013_cov_32.4726_ID_47-processed-gene-0.39&CDS=1-720
1810	OG0001810	YHL036W	snap_masked-NODE_24_length_80013_cov_32.4726_ID_47-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_24_length_80013_cov_32.4726_ID_47-processed-gene-0.55&CDS=1-1647
1811	OG0001811	YHL038C	augustus_masked-NODE_24_length_80013_cov_32.4726_ID_47-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_24_length_80013_cov_32.4726_ID_47-processed-gene-0.70&CDS=1-1779
1812	OG0001812	YHL039W	augustus_masked-NODE_24_length_80013_cov_32.4726_ID_47-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_24_length_80013_cov_32.4726_ID_47-processed-gene-0.83&CDS=1-1680
1813	OG0001813	YHL040C	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.4&CDS=1-1854
1814	OG0001814	YHR001W	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-3.66-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-3.66&CDS=1-1317
1815	OG0001815	YHR001W-A	snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-0.10&CDS=1-234
1816	OG0001816	YHR002W	snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-0.14&CDS=1-1116
1817	OG0001817	YHR004C	snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-0.32&CDS=1-1101
1818	OG0001818	YHR005C	snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-3.138-mRNA-1_1&gene=snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-3.138&CDS=1-1323
1819	OG0001819	YHR007C	snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-2.22-mRNA-1_1&gene=snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-2.22&CDS=1-1575
1820	OG0001820	YHR009C	snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-2.19-mRNA-1_1&gene=snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-2.19&CDS=1-1437
1821	OG0001821	YHR011W	genemark-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-2.92-mRNA-1_1&gene=genemark-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-2.92&CDS=1-2070
1822	OG0001822	YHR013C	snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-2.8-mRNA-1_1&gene=snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-2.8&CDS=1-678
1823	OG0001823	YHR017W	snap_masked-NODE_29_length_35693_cov_31.0784_ID_57-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_29_length_35693_cov_31.0784_ID_57-processed-gene-0.6&CDS=1-1134
1824	OG0001824	YHR018C	snap_masked-NODE_29_length_35693_cov_31.0784_ID_57-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_29_length_35693_cov_31.0784_ID_57-processed-gene-0.14&CDS=1-1386
1825	OG0001825	YHR019C	snap_masked-NODE_29_length_35693_cov_31.0784_ID_57-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_29_length_35693_cov_31.0784_ID_57-processed-gene-0.15&CDS=1-1659
1826	OG0001826	YHR020W	snap_masked-NODE_29_length_35693_cov_31.0784_ID_57-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_29_length_35693_cov_31.0784_ID_57-processed-gene-0.7&CDS=1-2025
1827	OG0001827	YHR024C	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-0.130&CDS=1-1476
1828	OG0001828	YHR025W	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-0.107&CDS=1-1068
1829	OG0001829	YHR026W	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-0.108&CDS=1-633
1830	OG0001830	YHR027C	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-1.94&CDS=1-2901
1831	OG0001831	YHR029C	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-1.96&CDS=1-879
1832	OG0001832	YHR034C	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-2.22-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-2.22&CDS=1-996
1833	OG0001833	YHR035W	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-2.45-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-2.45&CDS=1-1974
1834	OG0001834	YHR036W	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-2.42-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-2.42&CDS=1-1239
1835	OG0001835	YHR037W	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-2.41-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-2.41&CDS=1-1725
1836	OG0001836	YHR038W	snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-1.110&CDS=1-726
1837	OG0001837	YHR039C	snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-1.138-mRNA-1_1&gene=snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-1.138&CDS=1-1908
1838	OG0001838	YHR039C-A	maker-NODE_14_length_314412_cov_27.9629_ID_27-snap-gene-1.45-mRNA-1_1&gene=maker-NODE_14_length_314412_cov_27.9629_ID_27-snap-gene-1.45&CDS=1-345
1839	OG0001839	YHR040W	snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-1.111-mRNA-1_1&gene=snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-1.111&CDS=1-1119
1840	OG0001840	YHR041C	snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-1.141-mRNA-1_1&gene=snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-1.141&CDS=1-549
1841	OG0001841	YHR042W	snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-2.10-mRNA-1_1&gene=snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-2.10&CDS=1-2034
1842	OG0001842	YHR045W	snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-1.148-mRNA-1_1&gene=snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-1.148&CDS=1-1647
1843	OG0001843	YHR049W	snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-1.147-mRNA-1_1&gene=snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-1.147&CDS=1-714
1844	OG0001844	YHR051W	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.117&CDS=1-432
1845	OG0001845	YHR052W	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.118-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.118&CDS=1-1095
1846	OG0001846	YHR059W	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-2.25-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-2.25&CDS=1-378
1847	OG0001847	YHR060W	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-0.103&CDS=1-486
1848	OG0001848	YHR062C	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-0.124&CDS=1-867
1849	OG0001849	YHR063C	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-0.126&CDS=1-1119
1850	OG0001850	YHR064C	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-0.127-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-0.127&CDS=1-1626
1851	OG0001851	YHR065C	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.6-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.6&CDS=1-1443
1852	OG0001852	YHR067W	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.4-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.4&CDS=1-816
1853	OG0001853	YHR068W	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.5-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.5&CDS=1-1137
1854	OG0001854	YHR069C	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.27&CDS=1-1041
1855	OG0001855	YHR070W	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.11&CDS=1-1434
1856	OG0001856	YHR071W	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.12&CDS=1-624
1857	OG0001857	YHR072W	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.15&CDS=1-2196
1858	OG0001858	YHR073W	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.16-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.16&CDS=1-2829
1859	OG0001859	YHR074W	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.19-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.19&CDS=1-2142
1860	OG0001860	YHR076W	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.21&CDS=1-975
1861	OG0001861	YHR077C	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.34-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.34&CDS=1-3219
1862	OG0001862	YHR078W	genemark-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.63-mRNA-1_1&gene=genemark-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.63&CDS=1-1491
1863	OG0001863	YHR079C	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.37-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.37&CDS=1-3288
1864	OG0001864	YHR079C-A	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.156-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.156&CDS=1-180
1865	OG0001865	YHR081W	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-5.10-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-5.10&CDS=1-546
1866	OG0001866	YHR082C	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.127-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.127&CDS=1-2541
1867	OG0001867	YHR083W	augustus_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.96&CDS=1-936
1868	OG0001868	YHR084W	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.147-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.147&CDS=1-1959
1869	OG0001869	YHR085W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-3.123-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-3.123&CDS=1-1053
1870	OG0001870	YHR086W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-3.124-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-3.124&CDS=1-1677
1871	OG0001871	YHR087W	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.126-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.126&CDS=1-336
1872	OG0001872	YHR088W	augustus_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.14&CDS=1-879
1873	OG0001873	YHR089C	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.150-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.150&CDS=1-624
