	OrthologID	Saccharomyces_cerevisiae	Vanderwaltozyma_polyspora
1601	OG0001601	YFR049W	genemark-NW_001834572.1-processed-gene-0.3-mRNA-1_1&gene=genemark-NW_001834572.1-processed-gene-0.3&CDS=1-378
1602	OG0001602	YFR050C	genemark-NW_001834572.1-processed-gene-0.10-mRNA-1_1&gene=genemark-NW_001834572.1-processed-gene-0.10&CDS=1-795
1603	OG0001603	YFR052W	augustus_masked-NW_001834630.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NW_001834630.1-processed-gene-0.25&CDS=1-819
1604	OG0001604	YGL001C	augustus_masked-NW_001834662.1-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NW_001834662.1-processed-gene-0.126&CDS=1-1050
1605	OG0001605	YGL002W	augustus_masked-NW_001834671.1-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NW_001834671.1-processed-gene-0.156&CDS=1-657
1606	OG0001606	YGL003C	augustus_masked-NW_001834671.1-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NW_001834671.1-processed-gene-0.132&CDS=1-1767
1607	OG0001607	YGL004C	augustus_masked-NW_001834662.1-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NW_001834662.1-processed-gene-0.127&CDS=1-1182
1608	OG0001608	YGL005C	augustus_masked-NW_001834671.1-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NW_001834671.1-processed-gene-0.133&CDS=1-840
1609	OG0001609	YGL006W	augustus_masked-NW_001834671.1-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-NW_001834671.1-processed-gene-0.158&CDS=1-3402
1610	OG0001610	YGL008C	augustus_masked-NW_001834662.1-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NW_001834662.1-processed-gene-0.128&CDS=1-2721
1611	OG0001611	YGL009C	augustus_masked-NW_001834662.1-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-NW_001834662.1-processed-gene-0.153&CDS=1-2319
1612	OG0001612	YGL010W	augustus_masked-NW_001834671.1-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NW_001834671.1-processed-gene-0.137&CDS=1-486
1613	OG0001613	YGL011C	augustus_masked-NW_001834671.1-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-NW_001834671.1-processed-gene-0.160&CDS=1-768
1614	OG0001614	YGL012W	augustus_masked-NW_001834671.1-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NW_001834671.1-processed-gene-0.135&CDS=1-1458
1615	OG0001615	YGL014W	augustus_masked-NW_001834671.1-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NW_001834671.1-processed-gene-0.134&CDS=1-2217
1616	OG0001616	YGL016W	snap_masked-NW_001834683.1-processed-gene-1.127-mRNA-1_1&gene=snap_masked-NW_001834683.1-processed-gene-1.127&CDS=1-3210
1617	OG0001617	YGL017W	augustus_masked-NW_001834683.1-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NW_001834683.1-processed-gene-1.67&CDS=1-1524
1618	OG0001618	YGL018C	augustus_masked-NW_001834662.1-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NW_001834662.1-processed-gene-0.130&CDS=1-576
1619	OG0001619	YGL019W	augustus_masked-NW_001834662.1-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-NW_001834662.1-processed-gene-0.154&CDS=1-834
1620	OG0001620	YGL020C	augustus_masked-NW_001834662.1-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NW_001834662.1-processed-gene-0.131&CDS=1-675
1621	OG0001621	YGL022W	augustus_masked-NW_001834662.1-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NW_001834662.1-processed-gene-0.155&CDS=1-2217
1622	OG0001622	YGL023C	augustus_masked-NW_001834662.1-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NW_001834662.1-processed-gene-0.133&CDS=1-2307
1623	OG0001623	YGL025C	augustus_masked-NW_001834662.1-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NW_001834662.1-processed-gene-0.134&CDS=1-2208
1624	OG0001624	YGL026C	augustus_masked-NW_001834662.1-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NW_001834662.1-processed-gene-0.135&CDS=1-2121
1625	OG0001625	YGL027C	augustus_masked-NW_001834641.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NW_001834641.1-processed-gene-0.31&CDS=1-2259
1626	OG0001626	YGL028C	augustus_masked-NW_001834641.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NW_001834641.1-processed-gene-0.32&CDS=1-1587
1627	OG0001627	YGL029W	augustus_masked-NW_001834646.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NW_001834646.1-processed-gene-0.1&CDS=1-363
1628	OG0001628	YGL030W	augustus_masked-NW_001834641.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NW_001834641.1-processed-gene-0.44&CDS=1-330
1629	OG0001629	YGL032C	augustus_masked-NW_001834628.1-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NW_001834628.1-processed-gene-0.57&CDS=1-225
1630	OG0001630	YGL033W	snap_masked-NW_001834683.1-processed-gene-1.152-mRNA-1_1&gene=snap_masked-NW_001834683.1-processed-gene-1.152&CDS=1-618
1631	OG0001631	YGL036W	snap_masked-NW_001834641.1-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NW_001834641.1-processed-gene-0.81&CDS=1-2544
1632	OG0001632	YGL037C	snap_masked-NW_001834659.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NW_001834659.1-processed-gene-0.18&CDS=1-669
1633	OG0001633	YGL038C	augustus_masked-NW_001834641.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NW_001834641.1-processed-gene-0.36&CDS=1-1380
1634	OG0001634	YGL040C	augustus_masked-NW_001834519.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NW_001834519.1-processed-gene-0.8&CDS=1-1032
1635	OG0001635	YGL043W	augustus_masked-NW_001834641.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NW_001834641.1-processed-gene-0.48&CDS=1-1446
1636	OG0001636	YGL044C	augustus_masked-NW_001834641.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NW_001834641.1-processed-gene-0.38&CDS=1-831
1637	OG0001637	YGL045W	augustus_masked-NW_001834641.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NW_001834641.1-processed-gene-0.50&CDS=1-1785
1638	OG0001638	YGL047W	augustus_masked-NW_001834641.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NW_001834641.1-processed-gene-0.54&CDS=1-606
1639	OG0001639	YGL048C	augustus_masked-NW_001834659.1-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NW_001834659.1-processed-gene-0.74&CDS=1-1209
1640	OG0001640	YGL050W	augustus_masked-NW_001834641.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NW_001834641.1-processed-gene-0.55&CDS=1-831
1641	OG0001641	YGL054C	augustus_masked-NW_001834627.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NW_001834627.1-processed-gene-0.19&CDS=1-411
1642	OG0001642	YGL055W	augustus_masked-NW_001834627.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NW_001834627.1-processed-gene-0.8&CDS=1-1452
1643	OG0001643	YGL058W	genemark-NW_001834602.1-processed-gene-0.50-mRNA-1_1&gene=genemark-NW_001834602.1-processed-gene-0.50&CDS=1-501
1644	OG0001644	YGL059W	genemark-NW_001834602.1-processed-gene-0.49-mRNA-1_1&gene=genemark-NW_001834602.1-processed-gene-0.49&CDS=1-1479
1645	OG0001645	YGL061C	augustus_masked-NW_001834602.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NW_001834602.1-processed-gene-0.11&CDS=1-618
1646	OG0001646	YGL064C	augustus_masked-NW_001834693.1-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-1.56&CDS=1-1617
1647	OG0001647	YGL065C	augustus_masked-NW_001834693.1-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-1.59&CDS=1-1524
1648	OG0001648	YGL066W	augustus_masked-NW_001834693.1-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-1.73&CDS=1-1659
1649	OG0001649	YGL067W	augustus_masked-NW_001834693.1-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-1.75&CDS=1-1239
1650	OG0001650	YGL068W	augustus_masked-NW_001834693.1-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-1.76&CDS=1-561
1651	OG0001651	YGL070C	augustus_masked-NW_001834673.1-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NW_001834673.1-processed-gene-0.113&CDS=1-366
1652	OG0001652	YGL071W	snap_masked-NW_001834673.1-processed-gene-0.150-mRNA-1_1&gene=snap_masked-NW_001834673.1-processed-gene-0.150&CDS=1-2097
1653	OG0001653	YGL073W	augustus_masked-NW_001834673.1-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NW_001834673.1-processed-gene-0.79&CDS=1-2151
1654	OG0001654	YGL077C	augustus_masked-NW_001834673.1-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NW_001834673.1-processed-gene-0.110&CDS=1-1758
1655	OG0001655	YGL078C	augustus_masked-NW_001834673.1-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NW_001834673.1-processed-gene-0.109&CDS=1-1590
1656	OG0001656	YGL079W	augustus_masked-NW_001834693.1-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-1.77&CDS=1-795
1657	OG0001657	YGL080W	augustus_masked-NW_001834673.1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NW_001834673.1-processed-gene-0.77&CDS=1-390
1658	OG0001658	YGL081W	snap_masked-NW_001834673.1-processed-gene-0.144-mRNA-1_1&gene=snap_masked-NW_001834673.1-processed-gene-0.144&CDS=1-1230
1659	OG0001659	YGL082W	augustus_masked-NW_001834693.1-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-1.78&CDS=1-1089
1660	OG0001660	YGL083W	augustus_masked-NW_001834693.1-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-1.80&CDS=1-2466
1661	OG0001661	YGL084C	augustus_masked-NW_001834693.1-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-1.64&CDS=1-1818
1662	OG0001662	YGL085W	augustus_masked-NW_001834693.1-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-1.81&CDS=1-834
1663	OG0001663	YGL086W	augustus_masked-NW_001834693.1-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-1.82&CDS=1-1971
1664	OG0001664	YGL087C	augustus_masked-NW_001834693.1-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-1.65&CDS=1-414
1665	OG0001665	YGL090W	augustus_masked-NW_001834693.1-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-1.85&CDS=1-1344
1666	OG0001666	YGL091C	augustus_masked-NW_001834693.1-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-2.110&CDS=1-996
1667	OG0001667	YGL092W	augustus_masked-NW_001834673.1-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NW_001834673.1-processed-gene-0.71&CDS=1-3930
1668	OG0001668	YGL093W	snap_masked-NW_001834693.1-processed-gene-2.8-mRNA-1_1&gene=snap_masked-NW_001834693.1-processed-gene-2.8&CDS=1-2541
1669	OG0001669	YGL094C	augustus_masked-NW_001834673.1-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NW_001834673.1-processed-gene-0.106&CDS=1-3504
1670	OG0001670	YGL095C	augustus_masked-NW_001834693.1-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-2.115&CDS=1-1782
1671	OG0001671	YGL097W	augustus_masked-NW_001834693.1-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-2.137&CDS=1-1437
1672	OG0001672	YGL098W	augustus_masked-NW_001834692.1-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NW_001834692.1-processed-gene-1.85&CDS=1-780
1673	OG0001673	YGL099W	augustus_masked-NW_001834693.1-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-2.138&CDS=1-1935
1674	OG0001674	YGL100W	genemark-NW_001834670.1-processed-gene-0.121-mRNA-1_1&gene=genemark-NW_001834670.1-processed-gene-0.121&CDS=1-1116
1675	OG0001675	YGL101W	augustus_masked-NW_001834693.1-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-2.141&CDS=1-636
1676	OG0001676	YGL103W	augustus_masked-NW_001834693.1-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-2.142&CDS=1-447
1677	OG0001677	YGL105W	augustus_masked-NW_001834693.1-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-2.143&CDS=1-1110
1678	OG0001678	YGL106W	augustus_masked-NW_001834693.1-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-2.144&CDS=1-429
1679	OG0001679	YGL108C	snap_masked-NW_001834693.1-processed-gene-2.19-mRNA-1_1&gene=snap_masked-NW_001834693.1-processed-gene-2.19&CDS=1-387
1680	OG0001680	YGL110C	augustus_masked-NW_001834693.1-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-2.123&CDS=1-1848
1681	OG0001681	YGL111W	augustus_masked-NW_001834670.1-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-NW_001834670.1-processed-gene-0.183&CDS=1-1335
1682	OG0001682	YGL112C	augustus_masked-NW_001834693.1-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-2.125&CDS=1-1527
1683	OG0001683	YGL113W	augustus_masked-NW_001834693.1-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-2.146&CDS=1-1980
1684	OG0001684	YGL114W	augustus_masked-NW_001834693.1-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-2.147&CDS=1-2199
1685	OG0001685	YGL115W	augustus_masked-NW_001834693.1-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-2.148&CDS=1-966
1686	OG0001686	YGL116W	augustus_masked-NW_001834693.1-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-2.149&CDS=1-1908
1687	OG0001687	YGL119W	genemark-NW_001834670.1-processed-gene-0.126-mRNA-1_1&gene=genemark-NW_001834670.1-processed-gene-0.126&CDS=1-1311
1688	OG0001688	YGL120C	augustus_masked-NW_001834670.1-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NW_001834670.1-processed-gene-0.156&CDS=1-2310
1689	OG0001689	YGL122C	maker-NW_001834670.1-snap-gene-0.7-mRNA-1_1&gene=maker-NW_001834670.1-snap-gene-0.7&CDS=1-1608
1690	OG0001690	YGL123W	augustus_masked-NW_001834670.1-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-NW_001834670.1-processed-gene-0.186&CDS=1-774
1691	OG0001691	YGL124C	genemark-NW_001834508.1-processed-gene-0.15-mRNA-1_1&gene=genemark-NW_001834508.1-processed-gene-0.15&CDS=1-1860
1692	OG0001692	YGL125W	maker-NW_001834508.1-augustus-gene-0.13-mRNA-1_1&gene=maker-NW_001834508.1-augustus-gene-0.13&CDS=1-1434
1693	OG0001693	YGL126W	snap_masked-NW_001834602.1-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NW_001834602.1-processed-gene-0.35&CDS=1-1047
1694	OG0001694	YGL127C	augustus_masked-NW_001834602.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NW_001834602.1-processed-gene-0.1&CDS=1-402
1695	OG0001695	YGL128C	snap_masked-NW_001834690.1-processed-gene-1.140-mRNA-1_1&gene=snap_masked-NW_001834690.1-processed-gene-1.140&CDS=1-870
1696	OG0001696	YGL129C	augustus_masked-NW_001834502.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NW_001834502.1-processed-gene-0.8&CDS=1-1323
1697	OG0001697	YGL130W	augustus_masked-NW_001834502.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NW_001834502.1-processed-gene-0.6&CDS=1-1404
1698	OG0001698	YGL131C	augustus_masked-NW_001834693.1-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-1.72&CDS=1-4497
1699	OG0001699	YGL133W	augustus_masked-NW_001834693.1-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-1.53&CDS=1-3504
1700	OG0001700	YGL136C	augustus_masked-NW_001834693.1-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-1.69&CDS=1-951
1701	OG0001701	YGL137W	augustus_masked-NW_001834693.1-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-1.50&CDS=1-2646
1702	OG0001702	YGL138C	snap_masked-NW_001834693.1-processed-gene-1.109-mRNA-1_1&gene=snap_masked-NW_001834693.1-processed-gene-1.109&CDS=1-1239
1703	OG0001703	YGL140C	augustus_masked-NW_001834690.1-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-1.7&CDS=1-3681
1704	OG0001704	YGL141W	augustus_masked-NW_001834670.1-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NW_001834670.1-processed-gene-0.144&CDS=1-2742
1705	OG0001705	YGL142C	augustus_masked-NW_001834670.1-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-NW_001834670.1-processed-gene-0.178&CDS=1-1740
1706	OG0001706	YGL144C	maker-NW_001834670.1-snap-gene-0.8-mRNA-1_1&gene=maker-NW_001834670.1-snap-gene-0.8&CDS=1-3261
1707	OG0001707	YGL145W	genemark-NW_001834675.1-processed-gene-0.53-mRNA-1_1&gene=genemark-NW_001834675.1-processed-gene-0.53&CDS=1-2046
1708	OG0001708	YGL146C	augustus_masked-NW_001834670.1-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NW_001834670.1-processed-gene-0.174&CDS=1-822
1709	OG0001709	YGL148W	augustus_masked-NW_001834675.1-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-NW_001834675.1-processed-gene-0.205&CDS=1-1128
1710	OG0001710	YGL150C	augustus_masked-NW_001834670.1-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-NW_001834670.1-processed-gene-0.171&CDS=1-4668
1711	OG0001711	YGL151W	augustus_masked-NW_001834670.1-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NW_001834670.1-processed-gene-0.139&CDS=1-3234
1712	OG0001712	YGL153W	augustus_masked-NW_001834670.1-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-NW_001834670.1-processed-gene-0.138&CDS=1-1032
1713	OG0001713	YGL154C	augustus_masked-NW_001834675.1-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-NW_001834675.1-processed-gene-0.166&CDS=1-846
1714	OG0001714	YGL155W	augustus_masked-NW_001834670.1-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NW_001834670.1-processed-gene-0.137&CDS=1-1101
1715	OG0001715	YGL156W	augustus_masked-NW_001834670.1-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NW_001834670.1-processed-gene-0.136&CDS=1-3234
1716	OG0001716	YGL159W	augustus_masked-NW_001834671.1-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NW_001834671.1-processed-gene-0.155&CDS=1-1068
1717	OG0001717	YGL160W	augustus_masked-NW_001834615.1-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NW_001834615.1-processed-gene-0.65&CDS=1-1557
1718	OG0001718	YGL161C	augustus_masked-NW_001834615.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NW_001834615.1-processed-gene-0.51&CDS=1-900
1719	OG0001719	YGL163C	augustus_masked-NW_001834674.1-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.164&CDS=1-2823
1720	OG0001720	YGL164C	augustus_masked-NW_001834615.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NW_001834615.1-processed-gene-0.52&CDS=1-1272
1721	OG0001721	YGL166W	genemark-NW_001834615.1-processed-gene-0.42-mRNA-1_1&gene=genemark-NW_001834615.1-processed-gene-0.42&CDS=1-1023
1722	OG0001722	YGL167C	augustus_masked-NW_001834674.1-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.165&CDS=1-2832
1723	OG0001723	YGL169W	augustus_masked-NW_001834674.1-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.143&CDS=1-1236
1724	OG0001724	YGL170C	snap_masked-NW_001834522.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NW_001834522.1-processed-gene-0.8&CDS=1-1743
1725	OG0001725	YGL171W	augustus_masked-NW_001834522.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NW_001834522.1-processed-gene-0.22&CDS=1-1710
1726	OG0001726	YGL172W	augustus_masked-NW_001834522.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NW_001834522.1-processed-gene-0.23&CDS=1-1431
1727	OG0001727	YGL173C	augustus_masked-NW_001834674.1-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.144&CDS=1-4563
1728	OG0001728	YGL174W	augustus_masked-NW_001834674.1-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.169&CDS=1-843
1729	OG0001729	YGL175C	augustus_masked-NW_001834674.1-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.145&CDS=1-1026
1730	OG0001730	YGL176C	augustus_masked-NW_001834674.1-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.146&CDS=1-1407
1731	OG0001731	YGL178W	augustus_masked-NW_001834674.1-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.170&CDS=1-2268
1732	OG0001732	YGL180W	augustus_masked-NW_001834674.1-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.172&CDS=1-2982
1733	OG0001733	YGL181W	augustus_masked-NW_001834674.1-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.173&CDS=1-1533
1734	OG0001734	YGL183C	augustus_masked-NW_001834674.1-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.150&CDS=1-681
1735	OG0001735	YGL185C	augustus_masked-NW_001834674.1-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.151&CDS=1-1149
1736	OG0001736	YGL186C	augustus_masked-NW_001834674.1-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.152&CDS=1-1782
1737	OG0001737	YGL190C	augustus_masked-NW_001834525.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NW_001834525.1-processed-gene-0.7&CDS=1-1608
1738	OG0001738	YGL191W	augustus_masked-NW_001834525.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NW_001834525.1-processed-gene-0.9&CDS=1-384
1739	OG0001739	YGL192W	genemark-NW_001834525.1-processed-gene-0.4-mRNA-1_1&gene=genemark-NW_001834525.1-processed-gene-0.4&CDS=1-1887
1740	OG0001740	YGL194C	augustus_masked-NW_001834525.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NW_001834525.1-processed-gene-0.8&CDS=1-1359
1741	OG0001741	YGL195W	augustus_masked-NW_001834636.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NW_001834636.1-processed-gene-0.42&CDS=1-4980
1742	OG0001742	YGL197W	genemark-NW_001834679.1-processed-gene-1.71-mRNA-1_1&gene=genemark-NW_001834679.1-processed-gene-1.71&CDS=1-4881
1743	OG0001743	YGL198W	augustus_masked-NW_001834679.1-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NW_001834679.1-processed-gene-1.30&CDS=1-792
1744	OG0001744	YGL200C	augustus_masked-NW_001834601.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NW_001834601.1-processed-gene-0.34&CDS=1-615
1745	OG0001745	YGL201C	augustus_masked-NW_001834521.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NW_001834521.1-processed-gene-0.13&CDS=1-3033
1746	OG0001746	YGL202W	augustus_masked-NW_001834521.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NW_001834521.1-processed-gene-0.11&CDS=1-1494
1747	OG0001747	YGL203C	augustus_masked-NW_001834659.1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NW_001834659.1-processed-gene-0.77&CDS=1-2139
1748	OG0001748	YGL205W	snap_masked-NW_001834664.1-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NW_001834664.1-processed-gene-0.52&CDS=1-2259
1749	OG0001749	YGL206C	augustus_masked-NW_001834600.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NW_001834600.1-processed-gene-0.15&CDS=1-4959
1750	OG0001750	YGL207W	maker-NW_001834468.1-augustus-gene-0.8-mRNA-1_1&gene=maker-NW_001834468.1-augustus-gene-0.8&CDS=1-2946
1751	OG0001751	YGL210W	augustus_masked-NW_001834600.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NW_001834600.1-processed-gene-0.6&CDS=1-660
1752	OG0001752	YGL211W	augustus_masked-NW_001834691.1-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NW_001834691.1-processed-gene-0.98&CDS=1-1089
1753	OG0001753	YGL212W	augustus_masked-NW_001834691.1-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NW_001834691.1-processed-gene-0.99&CDS=1-1110
1754	OG0001754	YGL213C	augustus_masked-NW_001834691.1-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NW_001834691.1-processed-gene-0.82&CDS=1-1293
1755	OG0001755	YGL215W	augustus_masked-NW_001834600.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NW_001834600.1-processed-gene-0.4&CDS=1-1254
1756	OG0001756	YGL216W	augustus_masked-NW_001834600.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NW_001834600.1-processed-gene-0.3&CDS=1-2418
1757	OG0001757	YGL219C	augustus_masked-NW_001834691.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NW_001834691.1-processed-gene-0.83&CDS=1-1701
1758	OG0001758	YGL220W	augustus_masked-NW_001834600.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NW_001834600.1-processed-gene-0.2&CDS=1-252
1759	OG0001759	YGL221C	augustus_masked-NW_001834600.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NW_001834600.1-processed-gene-0.12&CDS=1-870
1760	OG0001760	YGL222C	snap_masked-NW_001834691.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NW_001834691.1-processed-gene-0.16&CDS=1-1086
