	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034607_Saccharomycopsis_capsularis
2042	OG0002042	YIR008C	genemark-flattened_line_54-processed-gene-1.161-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-1.161&CDS=1-1461
2043	OG0002043	YIR009W	genemark-flattened_line_14-processed-gene-1.13-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.13&CDS=1-834
2044	OG0002044	YIR011C	genemark-flattened_line_16-processed-gene-1.81-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.81&CDS=1-1227
2045	OG0002045	YIR012W	genemark-flattened_line_12-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.16&CDS=1-1272
2046	OG0002046	YIR015W	genemark-flattened_line_28-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.92&CDS=1-450
2047	OG0002047	YIR017C	genemark-flattened_line_20-processed-gene-1.20-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.20&CDS=1-648
2048	OG0002048	YIR022W	genemark-flattened_line_8-processed-gene-1.17-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.17&CDS=1-627
2049	OG0002049	YIR023W	genemark-flattened_line_8-processed-gene-1.18-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.18&CDS=1-2958
2050	OG0002050	YIR026C	genemark-flattened_line_20-processed-gene-2.114-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.114&CDS=1-1185
2051	OG0002051	YIR027C	genemark-flattened_line_100-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.105&CDS=1-2046
2052	OG0002052	YIR029W	genemark-flattened_line_54-processed-gene-1.118-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-1.118&CDS=1-1056
2053	OG0002053	YIR030C	genemark-flattened_line_4-processed-gene-2.9-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.9&CDS=1-693
2054	OG0002054	YIR032C	genemark-flattened_line_30-processed-gene-1.11-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.11&CDS=1-696
2055	OG0002055	YIR034C	genemark-flattened_line_78-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.44&CDS=1-1134
2056	OG0002056	YIR035C	genemark-flattened_line_124-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.74&CDS=1-756
2057	OG0002057	YIR038C	genemark-flattened_line_4-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.76&CDS=1-693
2058	OG0002058	YJL001W	genemark-flattened_line_34-processed-gene-1.193-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.193&CDS=1-675
2059	OG0002059	YJL002C	genemark-flattened_line_12-processed-gene-2.20-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.20&CDS=1-1506
2060	OG0002060	YJL003W	genemark-flattened_line_16-processed-gene-1.87-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.87&CDS=1-357
2061	OG0002061	YJL004C	genemark-flattened_line_34-processed-gene-1.227-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.227&CDS=1-606
2062	OG0002062	YJL005W	genemark-flattened_line_32-processed-gene-2.91-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-2.91&CDS=1-6963
2063	OG0002063	YJL006C	genemark-flattened_line_62-processed-gene-0.188-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.188&CDS=1-1011
2064	OG0002064	YJL008C	genemark-flattened_line_14-processed-gene-2.118-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.118&CDS=1-1686
2065	OG0002065	YJL010C	genemark-flattened_line_130-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.6&CDS=1-2079
2066	OG0002066	YJL011C	genemark-flattened_line_66-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.65&CDS=1-663
2067	OG0002067	YJL012C	genemark-flattened_line_32-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.95&CDS=1-2226
2068	OG0002068	YJL014W	genemark-flattened_line_66-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.28&CDS=1-1587
2069	OG0002069	YJL019W	snap_masked-flattened_line_114-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.64&CDS=1-2649
2070	OG0002070	YJL020C	genemark-flattened_line_20-processed-gene-3.40-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.40&CDS=1-3441
2071	OG0002071	YJL024C	augustus_masked-flattened_line_136-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.40&CDS=1-567
2072	OG0002072	YJL025W	snap_masked-flattened_line_8-processed-gene-4.46-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-4.46&CDS=1-1890
2073	OG0002073	YJL029C	genemark-flattened_line_0-processed-gene-2.8-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.8&CDS=1-2814
2074	OG0002074	YJL030W	genemark-flattened_line_76-processed-gene-0.157-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.157&CDS=1-711
2075	OG0002075	YJL031C	maker-flattened_line_78-snap-gene-0.164-mRNA-1_1&gene=maker-flattened_line_78-snap-gene-0.164&CDS=1-1119
2076	OG0002076	YJL033W	genemark-flattened_line_50-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.7&CDS=1-2358
2077	OG0002077	YJL034W	genemark-flattened_line_14-processed-gene-1.15-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.15&CDS=1-2028
2078	OG0002078	YJL035C	genemark-flattened_line_161-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_161-processed-gene-0.33&CDS=1-1011
2079	OG0002079	YJL036W	genemark-flattened_line_32-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.70&CDS=1-1821
2080	OG0002080	YJL039C	augustus_masked-flattened_line_161-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_161-processed-gene-0.10&CDS=1-6102
2081	OG0002081	YJL042W	augustus_masked-flattened_line_110-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.52&CDS=1-4431
2082	OG0002082	YJL046W	augustus_masked-flattened_line_6-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.46&CDS=1-1611
2083	OG0002083	YJL050W	genemark-flattened_line_8-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.4&CDS=1-2946
2084	OG0002084	YJL053W	genemark-flattened_line_28-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.110&CDS=1-879
2085	OG0002085	YJL054W	genemark-flattened_line_20-processed-gene-1.2-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.2&CDS=1-1593
2086	OG0002086	YJL055W	genemark-flattened_line_50-processed-gene-1.131-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-1.131&CDS=1-639
2087	OG0002087	YJL059W	genemark-flattened_line_2-processed-gene-1.10-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.10&CDS=1-1299
2088	OG0002088	YJL060W	augustus_masked-flattened_line_68-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.50&CDS=1-1308
2089	OG0002089	YJL061W	snap_masked-flattened_line_96-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.59&CDS=1-2787
2090	OG0002090	YJL062W	genemark-flattened_line_40-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.18&CDS=1-3162
2091	OG0002091	YJL062W-A	genemark-flattened_line_46-processed-gene-1.36-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-1.36&CDS=1-294
2092	OG0002092	YJL063C	genemark-flattened_line_44-processed-gene-1.51-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.51&CDS=1-627
2093	OG0002093	YJL066C	genemark-flattened_line_12-processed-gene-1.62-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.62&CDS=1-978
2094	OG0002094	YJL068C	genemark-flattened_line_30-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.82&CDS=1-876
2095	OG0002095	YJL069C	genemark-flattened_line_46-processed-gene-1.17-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-1.17&CDS=1-1728
2096	OG0002096	YJL071W	genemark-flattened_line_104-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.89&CDS=1-2319
2097	OG0002097	YJL072C	genemark-flattened_line_70-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.24&CDS=1-762
2098	OG0002098	YJL074C	genemark-flattened_line_34-processed-gene-1.192-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.192&CDS=1-3639
2099	OG0002099	YJL080C	genemark-flattened_line_68-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.130&CDS=1-3723
2100	OG0002100	YJL081C	genemark-flattened_line_82-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.49&CDS=1-1743
2101	OG0002101	YJL085W	genemark-flattened_line_116-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.79&CDS=1-1929
2102	OG0002102	YJL087C	genemark-flattened_line_16-processed-gene-2.8-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.8&CDS=1-2892
2103	OG0002103	YJL088W	genemark-flattened_line_76-processed-gene-0.178-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.178&CDS=1-1098
2104	OG0002104	YJL090C	genemark-flattened_line_114-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.11&CDS=1-2244
2105	OG0002105	YJL091C	genemark-flattened_line_12-processed-gene-2.24-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.24&CDS=1-1650
2106	OG0002106	YJL092W	genemark-flattened_line_68-processed-gene-0.141-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.141&CDS=1-2934
2107	OG0002107	YJL093C	genemark-flattened_line_4-processed-gene-4.92-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.92&CDS=1-3000
2108	OG0002108	YJL094C	augustus_masked-flattened_line_52-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-1.55&CDS=1-1539
2109	OG0002109	YJL095W	augustus_masked-flattened_line_26-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.55&CDS=1-6513
2110	OG0002110	YJL096W	genemark-flattened_line_60-processed-gene-1.145-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-1.145&CDS=1-549
2111	OG0002111	YJL097W	genemark-flattened_line_0-processed-gene-6.18-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.18&CDS=1-678
2112	OG0002112	YJL100W	genemark-flattened_line_173-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_173-processed-gene-0.22&CDS=1-2337
2113	OG0002113	YJL101C	genemark-flattened_line_116-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.73&CDS=1-2205
2114	OG0002114	YJL102W	maker-flattened_line_116-augustus-gene-0.58-mRNA-1_1&gene=maker-flattened_line_116-augustus-gene-0.58&CDS=1-2946
2115	OG0002115	YJL104W	augustus_masked-flattened_line_16-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.84&CDS=1-390
2116	OG0002116	YJL106W	genemark-flattened_line_16-processed-gene-3.25-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.25&CDS=1-2283
2117	OG0002117	YJL109C	augustus_masked-flattened_line_2-processed-gene-6.169-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.169&CDS=1-7098
2118	OG0002118	YJL111W	genemark-flattened_line_50-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.24&CDS=1-1686
2119	OG0002119	YJL112W	genemark-flattened_line_8-processed-gene-1.11-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.11&CDS=1-2442
2120	OG0002120	YJL115W	genemark-flattened_line_34-processed-gene-1.190-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.190&CDS=1-918
2121	OG0002121	YJL117W	snap_masked-flattened_line_98-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.87&CDS=1-915
2122	OG0002122	YJL121C	genemark-flattened_line_2-processed-gene-2.11-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.11&CDS=1-708
2123	OG0002123	YJL122W	genemark-flattened_line_2-processed-gene-2.28-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.28&CDS=1-480
2124	OG0002124	YJL124C	genemark-flattened_line_2-processed-gene-2.13-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.13&CDS=1-498
2125	OG0002125	YJL125C	genemark-flattened_line_2-processed-gene-2.12-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.12&CDS=1-1200
2126	OG0002126	YJL126W	genemark-flattened_line_56-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.64&CDS=1-963
2127	OG0002127	YJL127C	maker-flattened_line_2-snap-gene-4.35-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-4.35&CDS=1-1803
2128	OG0002128	YJL130C	genemark-flattened_line_30-processed-gene-1.2-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.2&CDS=1-5631
2129	OG0002129	YJL131C	augustus_masked-flattened_line_76-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.119&CDS=1-1269
2130	OG0002130	YJL140W	genemark-flattened_line_20-processed-gene-1.1-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.1&CDS=1-585
2131	OG0002131	YJL141C	genemark-flattened_line_20-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.29&CDS=1-2955
2132	OG0002132	YJL143W	genemark-flattened_line_20-processed-gene-1.3-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.3&CDS=1-471
2133	OG0002133	YJL145W	genemark-flattened_line_32-processed-gene-2.89-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-2.89&CDS=1-915
2134	OG0002134	YJL148W	genemark-flattened_line_104-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.107&CDS=1-885
2135	OG0002135	YJL149W	augustus_masked-flattened_line_4-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.59&CDS=1-1722
2136	OG0002136	YJL153C	genemark-flattened_line_30-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.76&CDS=1-1578
2137	OG0002137	YJL154C	genemark-flattened_line_38-processed-gene-1.146-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.146&CDS=1-2754
2138	OG0002138	YJL155C	genemark-flattened_line_2-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.24&CDS=1-1356
2139	OG0002139	YJL156C	genemark-flattened_line_6-processed-gene-2.86-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.86&CDS=1-2163
2140	OG0002140	YJL166W	genemark-flattened_line_124-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.62&CDS=1-270
2141	OG0002141	YJL167W	genemark-flattened_line_20-processed-gene-3.33-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.33&CDS=1-1056
2142	OG0002142	YJL168C	genemark-flattened_line_2-processed-gene-1.19-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.19&CDS=1-2415
2143	OG0002143	YJL171C	augustus_masked-flattened_line_0-processed-gene-6.135-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.135&CDS=1-1260
2144	OG0002144	YJL176C	augustus_masked-flattened_line_20-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.23&CDS=1-2655
2145	OG0002145	YJL179W	snap_masked-flattened_line_76-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.17&CDS=1-354
2146	OG0002146	YJL180C	genemark-flattened_line_20-processed-gene-2.107-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.107&CDS=1-978
2147	OG0002147	YJL183W	genemark-flattened_line_124-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.76&CDS=1-1200
2148	OG0002148	YJL184W	augustus_masked-flattened_line_66-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.145&CDS=1-366
2149	OG0002149	YJL189W	augustus_masked-flattened_line_88-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.153&CDS=1-291
2150	OG0002150	YJL194W	genemark-flattened_line_12-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.29&CDS=1-2130
2151	OG0002151	YJL197W	genemark-flattened_line_2-processed-gene-4.21-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.21&CDS=1-4296
2152	OG0002152	YJL200C	genemark-flattened_line_78-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.5&CDS=1-2400
2153	OG0002153	YJL201W	genemark-flattened_line_0-processed-gene-6.27-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.27&CDS=1-2484
2154	OG0002154	YJL203W	genemark-flattened_line_10-processed-gene-3.18-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.18&CDS=1-1545
2155	OG0002155	YJL204C	genemark-flattened_line_4-processed-gene-3.11-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.11&CDS=1-2889
2156	OG0002156	YJL205C	genemark-flattened_line_0-processed-gene-6.14-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.14&CDS=1-174
2157	OG0002157	YJL207C	augustus_masked-flattened_line_0-processed-gene-6.159-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.159&CDS=1-6357
2158	OG0002158	YJL208C	genemark-flattened_line_118-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.25&CDS=1-996
2159	OG0002159	YJL212C	genemark-flattened_line_24-processed-gene-2.181-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.181&CDS=1-2370
2160	OG0002160	YJL218W	genemark-flattened_line_84-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.34&CDS=1-768
2161	OG0002161	YJR001W	genemark-flattened_line_38-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.83&CDS=1-1644
2162	OG0002162	YJR002W	genemark-flattened_line_74-processed-gene-0.158-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.158&CDS=1-1923
2163	OG0002163	YJR003C	snap_masked-flattened_line_140-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_140-processed-gene-0.25&CDS=1-2268
2164	OG0002164	YJR005W	genemark-flattened_line_104-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.83&CDS=1-2415
2165	OG0002165	YJR006W	genemark-flattened_line_108-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.99&CDS=1-1506
2166	OG0002166	YJR007W	genemark-flattened_line_36-processed-gene-1.181-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.181&CDS=1-918
2167	OG0002167	YJR008W	genemark-flattened_line_36-processed-gene-1.182-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.182&CDS=1-948
2168	OG0002168	YJR012C	augustus_masked-flattened_line_60-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.70&CDS=1-810
2169	OG0002169	YJR013W	genemark-flattened_line_16-processed-gene-3.8-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.8&CDS=1-1422
2170	OG0002170	YJR014W	genemark-flattened_line_12-processed-gene-3.199-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.199&CDS=1-582
2171	OG0002171	YJR016C	genemark-flattened_line_92-processed-gene-0.126-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.126&CDS=1-1752
2172	OG0002172	YJR017C	genemark-flattened_line_48-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.77&CDS=1-498
2173	OG0002173	YJR024C	genemark-flattened_line_92-processed-gene-0.106-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.106&CDS=1-729
2174	OG0002174	YJR025C	genemark-flattened_line_80-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.145&CDS=1-561
2175	OG0002175	YJR032W	genemark-flattened_line_22-processed-gene-2.70-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.70&CDS=1-1290
2176	OG0002176	YJR033C	snap_masked-flattened_line_50-processed-gene-1.68-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-1.68&CDS=1-5538
2177	OG0002177	YJR034W	genemark-flattened_line_70-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.12&CDS=1-327
2178	OG0002178	YJR035W	maker-flattened_line_8-augustus-gene-3.36-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-3.36&CDS=1-4677
2179	OG0002179	YJR036C	genemark-flattened_line_48-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.87&CDS=1-3009
2180	OG0002180	YJR040W	genemark-flattened_line_50-processed-gene-1.137-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-1.137&CDS=1-2295
2181	OG0002181	YJR041C	augustus_masked-flattened_line_6-processed-gene-4.191-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.191&CDS=1-4140
2182	OG0002182	YJR042W	genemark-flattened_line_92-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.129&CDS=1-2526
2183	OG0002183	YJR044C	genemark-flattened_line_12-processed-gene-1.60-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.60&CDS=1-399
2184	OG0002184	YJR045C	genemark-flattened_line_50-processed-gene-1.112-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-1.112&CDS=1-1938
2185	OG0002185	YJR050W	genemark-flattened_line_10-processed-gene-2.31-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.31&CDS=1-948
2186	OG0002186	YJR052W	genemark-flattened_line_28-processed-gene-1.87-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.87&CDS=1-1839
2187	OG0002187	YJR055W	augustus_masked-flattened_line_2-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.19&CDS=1-480
2188	OG0002188	YJR056C	genemark-flattened_line_128-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_128-processed-gene-0.61&CDS=1-1059
2189	OG0002189	YJR057W	snap_masked-flattened_line_18-processed-gene-2.97-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.97&CDS=1-555
2190	OG0002190	YJR058C	genemark-flattened_line_18-processed-gene-2.11-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.11&CDS=1-411
2191	OG0002191	YJR060W	genemark-flattened_line_2-processed-gene-5.88-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.88&CDS=1-1086
2192	OG0002192	YJR062C	genemark-flattened_line_148-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_148-processed-gene-0.7&CDS=1-1383
2193	OG0002193	YJR063W	genemark-flattened_line_58-processed-gene-1.111-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-1.111&CDS=1-378
2194	OG0002194	YJR064W	genemark-flattened_line_48-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.95&CDS=1-1713
2195	OG0002195	YJR065C	snap_masked-flattened_line_70-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.126&CDS=1-1281
2196	OG0002196	YJR068W	genemark-flattened_line_46-processed-gene-1.13-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-1.13&CDS=1-1173
2197	OG0002197	YJR069C	genemark-flattened_line_56-processed-gene-1.134-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-1.134&CDS=1-594
2198	OG0002198	YJR070C	genemark-flattened_line_6-processed-gene-3.23-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.23&CDS=1-939
2199	OG0002199	YJR072C	genemark-flattened_line_20-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.14&CDS=1-1143
2200	OG0002200	YJR073C	genemark-flattened_line_10-processed-gene-4.4-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.4&CDS=1-672
2201	OG0002201	YJR074W	genemark-flattened_line_58-processed-gene-1.115-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-1.115&CDS=1-687
2202	OG0002202	YJR075W	genemark-flattened_line_10-processed-gene-3.21-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.21&CDS=1-1212
2203	OG0002203	YJR077C	genemark-flattened_line_16-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.98&CDS=1-921
2204	OG0002204	YJR078W	genemark-flattened_line_90-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.30&CDS=1-1503
2205	OG0002205	YJR080C	augustus_masked-flattened_line_36-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.70&CDS=1-1290
2206	OG0002206	YJR082C	genemark-flattened_line_26-processed-gene-2.144-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.144&CDS=1-507
2207	OG0002207	YJR084W	genemark-flattened_line_10-processed-gene-2.25-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.25&CDS=1-1359
2208	OG0002208	YJR085C	genemark-flattened_line_6-processed-gene-2.97-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.97&CDS=1-315
2209	OG0002209	YJR088C	genemark-flattened_line_92-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.97&CDS=1-1098
2210	OG0002210	YJR089W	snap_masked-flattened_line_2-processed-gene-6.105-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.105&CDS=1-2184
2211	OG0002211	YJR090C	genemark-flattened_line_22-processed-gene-3.113-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-3.113&CDS=1-2364
2212	OG0002212	YJR092W	snap_masked-flattened_line_34-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.28&CDS=1-4707
2213	OG0002213	YJR093C	genemark-flattened_line_163-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_163-processed-gene-0.27&CDS=1-1602
2214	OG0002214	YJR095W	genemark-flattened_line_86-processed-gene-0.138-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.138&CDS=1-945
