	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035271_Wickerhamomyces_bovis
1794	OG0001794	YGR267C	augustus_masked-NODE_35_length_81782_cov_21.913_ID_3530-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_35_length_81782_cov_21.913_ID_3530-processed-gene-0.56&CDS=1-864
1795	OG0001795	YGR268C	maker-NODE_35_length_81782_cov_21.913_ID_3530-snap-gene-0.82-mRNA-1_1&gene=maker-NODE_35_length_81782_cov_21.913_ID_3530-snap-gene-0.82&CDS=1-489
1796	OG0001796	YGR270W	augustus_masked-NODE_35_length_81782_cov_21.913_ID_3530-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_35_length_81782_cov_21.913_ID_3530-processed-gene-0.69&CDS=1-3780
1797	OG0001797	YGR271C-A	augustus_masked-NODE_35_length_81782_cov_21.913_ID_3530-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_35_length_81782_cov_21.913_ID_3530-processed-gene-0.74&CDS=1-705
1798	OG0001798	YGR271W	augustus_masked-NODE_35_length_81782_cov_21.913_ID_3530-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_35_length_81782_cov_21.913_ID_3530-processed-gene-0.53&CDS=1-5820
1799	OG0001799	YGR274C	maker-NODE_22_length_169243_cov_28.4925_ID_3126-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_22_length_169243_cov_28.4925_ID_3126-augustus-gene-0.1&CDS=1-3039
1800	OG0001800	YGR276C	genemark-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.21&CDS=1-1647
1801	OG0001801	YGR277C	augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.217-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.217&CDS=1-891
1802	OG0001802	YGR278W	augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.216-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.216&CDS=1-2373
1803	OG0001803	YGR279C	augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.213-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.213&CDS=1-1101
1804	OG0001804	YGR280C	augustus_masked-NODE_25_length_132993_cov_22.9202_ID_2981-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_25_length_132993_cov_22.9202_ID_2981-processed-gene-0.112&CDS=1-909
1805	OG0001805	YGR282C	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-5.61-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-5.61&CDS=1-930
1806	OG0001806	YGR284C	snap_masked-NODE_42_length_60839_cov_22.3503_ID_10075-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_42_length_60839_cov_22.3503_ID_10075-processed-gene-0.18&CDS=1-927
1807	OG0001807	YGR285C	augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.219-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.219&CDS=1-1272
1808	OG0001808	YGR286C	augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-0.120&CDS=1-1173
1809	OG0001809	YHL002W	augustus_masked-NODE_77_length_16437_cov_27.9686_ID_5746-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_77_length_16437_cov_27.9686_ID_5746-processed-gene-0.5&CDS=1-1569
1810	OG0001810	YHL003C	augustus_masked-NODE_77_length_16437_cov_27.9686_ID_5746-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_77_length_16437_cov_27.9686_ID_5746-processed-gene-0.1&CDS=1-1239
1811	OG0001811	YHL004W	augustus_masked-NODE_77_length_16437_cov_27.9686_ID_5746-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_77_length_16437_cov_27.9686_ID_5746-processed-gene-0.6&CDS=1-1248
1812	OG0001812	YHL007C	augustus_masked-NODE_77_length_16437_cov_27.9686_ID_5746-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_77_length_16437_cov_27.9686_ID_5746-processed-gene-0.4&CDS=1-3372
1813	OG0001813	YHL008C	snap_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.183-mRNA-1_1&gene=snap_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.183&CDS=1-1755
1814	OG0001814	YHL009C	snap_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-1.83&CDS=1-984
1815	OG0001815	YHL010C	augustus_masked-NODE_60_length_34784_cov_26.1171_ID_5067-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_60_length_34784_cov_26.1171_ID_5067-processed-gene-0.27&CDS=1-1710
1816	OG0001816	YHL013C	augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-1.77&CDS=1-927
1817	OG0001817	YHL015W	augustus_masked-NODE_25_length_132993_cov_22.9202_ID_2981-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_25_length_132993_cov_22.9202_ID_2981-processed-gene-0.119&CDS=1-348
1818	OG0001818	YHL016C	augustus_masked-NODE_36_length_81764_cov_29.3334_ID_3666-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_36_length_81764_cov_29.3334_ID_3666-processed-gene-0.57&CDS=1-2136
1819	OG0001819	YHL018W	augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.76&CDS=1-339
1820	OG0001820	YHL020C	augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.106&CDS=1-1314
1821	OG0001821	YHL021C	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-5.94&CDS=1-1293
1822	OG0001822	YHL022C	augustus_masked-NODE_28_length_120461_cov_24.0822_ID_2951-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_28_length_120461_cov_24.0822_ID_2951-processed-gene-0.83&CDS=1-1092
1823	OG0001823	YHL023C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-7.114-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-7.114&CDS=1-2073
1824	OG0001824	YHL024W	augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-0.76&CDS=1-1908
1825	OG0001825	YHL029C	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-2.62&CDS=1-1557
1826	OG0001826	YHL030W	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-2.90&CDS=1-5511
1827	OG0001827	YHL031C	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-2.11&CDS=1-651
1828	OG0001828	YHL032C	augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-0.15&CDS=1-1818
1829	OG0001829	YHL040C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-4.56-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-4.56&CDS=1-1857
1830	OG0001830	YHR001W-A	augustus_masked-NODE_25_length_132993_cov_22.9202_ID_2981-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_25_length_132993_cov_22.9202_ID_2981-processed-gene-0.86&CDS=1-234
1831	OG0001831	YHR002W	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.336-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.336&CDS=1-1155
1832	OG0001832	YHR004C	augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-1.134&CDS=1-1107
1833	OG0001833	YHR005C	augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-1.117&CDS=1-1353
1834	OG0001834	YHR005C-A	augustus_masked-NODE_37_length_80505_cov_22.0282_ID_8073-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_37_length_80505_cov_22.0282_ID_8073-processed-gene-0.51&CDS=1-276
1835	OG0001835	YHR007C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-6.82&CDS=1-1566
1836	OG0001836	YHR008C	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.350-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.350&CDS=1-666
1837	OG0001837	YHR009C	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.351-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.351&CDS=1-1461
1838	OG0001838	YHR011W	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.291-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.291&CDS=1-1389
1839	OG0001839	YHR012W	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.298-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.298&CDS=1-741
1840	OG0001840	YHR013C	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.358-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.358&CDS=1-654
1841	OG0001841	YHR017W	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-0.70&CDS=1-1155
1842	OG0001842	YHR018C	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-3.87&CDS=1-1392
1843	OG0001843	YHR019C	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-3.86&CDS=1-1647
1844	OG0001844	YHR020W	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-3.107&CDS=1-2028
1845	OG0001845	YHR024C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-1.78&CDS=1-1371
1846	OG0001846	YHR025W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-1.57&CDS=1-1071
1847	OG0001847	YHR026W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-1.59&CDS=1-624
1848	OG0001848	YHR027C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-1.79&CDS=1-2835
1849	OG0001849	YHR028C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-1.80&CDS=1-2391
1850	OG0001850	YHR029C	augustus_masked-NODE_32_length_105143_cov_28.6291_ID_4457-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_32_length_105143_cov_28.6291_ID_4457-processed-gene-0.92&CDS=1-870
1851	OG0001851	YHR030C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-1.58&CDS=1-1368
1852	OG0001852	YHR034C	augustus_masked-NODE_33_length_104187_cov_22.6692_ID_3315-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_33_length_104187_cov_22.6692_ID_3315-processed-gene-0.130&CDS=1-996
1853	OG0001853	YHR037W	genemark-NODE_18_length_228862_cov_23.6433_ID_2185-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_18_length_228862_cov_23.6433_ID_2185-processed-gene-1.37&CDS=1-1776
1854	OG0001854	YHR038W	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.9&CDS=1-747
1855	OG0001855	YHR039C	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.50&CDS=1-1899
1856	OG0001856	YHR039C-A	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.51&CDS=1-342
1857	OG0001857	YHR040W	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.49&CDS=1-945
1858	OG0001858	YHR041C	augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-0.57&CDS=1-606
1859	OG0001859	YHR042W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-2.94&CDS=1-2013
1860	OG0001860	YHR045W	augustus_masked-NODE_45_length_55703_cov_28.7844_ID_4355-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_45_length_55703_cov_28.7844_ID_4355-processed-gene-0.41&CDS=1-1491
1861	OG0001861	YHR048W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-1.61&CDS=1-1512
1862	OG0001862	YHR049W	augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.245-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.245&CDS=1-672
1863	OG0001863	YHR051W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-1.62&CDS=1-459
1864	OG0001864	YHR052W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-1.63&CDS=1-1155
1865	OG0001865	YHR058C	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.306-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.306&CDS=1-777
1866	OG0001866	YHR059W	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.364-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.364&CDS=1-390
1867	OG0001867	YHR060W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-0.129&CDS=1-633
1868	OG0001868	YHR062C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-0.107&CDS=1-840
1869	OG0001869	YHR064C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-1.86&CDS=1-1623
1870	OG0001870	YHR065C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-2.57&CDS=1-1482
1871	OG0001871	YHR067W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-2.68&CDS=1-801
1872	OG0001872	YHR068W	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-6.123-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-6.123&CDS=1-1146
1873	OG0001873	YHR069C	augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.285-mRNA-1_1&gene=augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.285&CDS=1-1071
1874	OG0001874	YHR070W	augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.240-mRNA-1_1&gene=augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.240&CDS=1-1359
1875	OG0001875	YHR071W	augustus_masked-NODE_47_length_54472_cov_29.173_ID_4552-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_47_length_54472_cov_29.173_ID_4552-processed-gene-0.52&CDS=1-585
1876	OG0001876	YHR072W	augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.238-mRNA-1_1&gene=augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.238&CDS=1-2172
1877	OG0001877	YHR072W-A	snap_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-2.0-mRNA-1_1&gene=snap_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-2.0&CDS=1-192
1878	OG0001878	YHR073W	augustus_masked-NODE_36_length_81764_cov_29.3334_ID_3666-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_36_length_81764_cov_29.3334_ID_3666-processed-gene-0.49&CDS=1-2451
1879	OG0001879	YHR074W	genemark-NODE_33_length_104187_cov_22.6692_ID_3315-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_33_length_104187_cov_22.6692_ID_3315-processed-gene-0.34&CDS=1-2136
1880	OG0001880	YHR075C	genemark-NODE_33_length_104187_cov_22.6692_ID_3315-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_33_length_104187_cov_22.6692_ID_3315-processed-gene-0.12&CDS=1-1107
1881	OG0001881	YHR076W	snap_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.116-mRNA-1_1&gene=snap_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.116&CDS=1-987
1882	OG0001882	YHR077C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.62&CDS=1-2979
1883	OG0001883	YHR078W	augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-4.122&CDS=1-1668
1884	OG0001884	YHR079C	genemark-NODE_53_length_42358_cov_22.3602_ID_4751-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_53_length_42358_cov_22.3602_ID_4751-processed-gene-0.12&CDS=1-3225
1885	OG0001885	YHR079C-A	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-6.96-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-6.96&CDS=1-267
1886	OG0001886	YHR081W	augustus_masked-NODE_18_length_228862_cov_23.6433_ID_2185-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-NODE_18_length_228862_cov_23.6433_ID_2185-processed-gene-1.124&CDS=1-588
1887	OG0001887	YHR083W	augustus_masked-NODE_18_length_228862_cov_23.6433_ID_2185-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_18_length_228862_cov_23.6433_ID_2185-processed-gene-1.118&CDS=1-957
1888	OG0001888	YHR084W	augustus_masked-NODE_18_length_228862_cov_23.6433_ID_2185-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NODE_18_length_228862_cov_23.6433_ID_2185-processed-gene-1.116&CDS=1-1938
1889	OG0001889	YHR085W	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-1.73&CDS=1-1002
1890	OG0001890	YHR087W	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-0.33&CDS=1-333
1891	OG0001891	YHR088W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-2.69&CDS=1-873
1892	OG0001892	YHR089C	augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-2.141&CDS=1-624
1893	OG0001893	YHR098C	genemark-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.40&CDS=1-2613
1894	OG0001894	YHR099W	augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.41&CDS=1-11367
1895	OG0001895	YHR100C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-7.77-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-7.77&CDS=1-615
1896	OG0001896	YHR101C	maker-NODE_18_length_228862_cov_23.6433_ID_2185-augustus-gene-0.85-mRNA-1_1&gene=maker-NODE_18_length_228862_cov_23.6433_ID_2185-augustus-gene-0.85&CDS=1-879
1897	OG0001897	YHR104W	augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-1.74&CDS=1-963
1898	OG0001898	YHR105W	genemark-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-4.12-mRNA-1_1&gene=genemark-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-4.12&CDS=1-459
1899	OG0001899	YHR108W	augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-0.23&CDS=1-1704
1900	OG0001900	YHR109W	augustus_masked-NODE_18_length_228862_cov_23.6433_ID_2185-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_18_length_228862_cov_23.6433_ID_2185-processed-gene-0.61&CDS=1-2049
1901	OG0001901	YHR111W	augustus_masked-NODE_18_length_228862_cov_23.6433_ID_2185-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_18_length_228862_cov_23.6433_ID_2185-processed-gene-0.83&CDS=1-1305
1902	OG0001902	YHR112C	augustus_masked-NODE_18_length_228862_cov_23.6433_ID_2185-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_18_length_228862_cov_23.6433_ID_2185-processed-gene-0.77&CDS=1-1134
1903	OG0001903	YHR113W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-2.102&CDS=1-1530
1904	OG0001904	YHR114W	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-0.74&CDS=1-1857
1905	OG0001905	YHR116W	augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-0.71&CDS=1-348
1906	OG0001906	YHR118C	augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-0.70&CDS=1-999
1907	OG0001907	YHR120W	augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-0.89&CDS=1-5967
1908	OG0001908	YHR121W	augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-0.65&CDS=1-561
1909	OG0001909	YHR122W	augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-0.87&CDS=1-573
1910	OG0001910	YHR123W	augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-0.86&CDS=1-1161
