	OrthologID	Meyerozyma_guilliermondii	Saccharomyces_cerevisiae
1596	OG0001596	snap_masked-NW_001809797.1-processed-gene-11.110-mRNA-1_1&gene=snap_masked-NW_001809797.1-processed-gene-11.110&CDS=1-999	YIL094C
1597	OG0001597	augustus_masked-NW_001809797.1-processed-gene-11.243-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.243&CDS=1-1338	YNL022C
1598	OG0001598	augustus_masked-NW_001809797.1-processed-gene-11.244-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.244&CDS=1-2376	YNL021W
1599	OG0001599	augustus_masked-NW_001809797.1-processed-gene-11.245-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.245&CDS=1-1023	YNL035C
1600	OG0001600	augustus_masked-NW_001809797.1-processed-gene-11.210-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.210&CDS=1-1758	YNL039W
1601	OG0001601	genemark-NW_001809797.1-processed-gene-11.20-mRNA-1_1&gene=genemark-NW_001809797.1-processed-gene-11.20&CDS=1-720	YNL038W
1602	OG0001602	genemark-NW_001809797.1-processed-gene-11.21-mRNA-1_1&gene=genemark-NW_001809797.1-processed-gene-11.21&CDS=1-3969	YDL240W
1603	OG0001603	augustus_masked-NW_001809797.1-processed-gene-11.246-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.246&CDS=1-1464	YOL137W
1604	OG0001604	maker-NW_001809797.1-augustus-gene-11.87-mRNA-1_1&gene=maker-NW_001809797.1-augustus-gene-11.87&CDS=1-819	YGL221C
1605	OG0001605	augustus_masked-NW_001809797.1-processed-gene-11.249-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.249&CDS=1-1359	YOR375C
1606	OG0001606	maker-NW_001809797.1-augustus-gene-11.93-mRNA-1_1&gene=maker-NW_001809797.1-augustus-gene-11.93&CDS=1-2604	YNR029C
1607	OG0001607	augustus_masked-NW_001809797.1-processed-gene-11.214-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.214&CDS=1-1842	YNR030W
1608	OG0001608	augustus_masked-NW_001809797.1-processed-gene-11.215-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.215&CDS=1-4431	YJL095W
1609	OG0001609	augustus_masked-NW_001809797.1-processed-gene-11.252-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.252&CDS=1-462	YJL096W
1610	OG0001610	augustus_masked-NW_001809797.1-processed-gene-11.216-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.216&CDS=1-2529	YKR028W
1611	OG0001611	augustus_masked-NW_001809797.1-processed-gene-11.253-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.253&CDS=1-1017	YNL191W
1612	OG0001612	maker-NW_001809797.1-snap-gene-11.195-mRNA-1_1&gene=maker-NW_001809797.1-snap-gene-11.195&CDS=1-5283	YJL005W
1613	OG0001613	augustus_masked-NW_001809797.1-processed-gene-11.221-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.221&CDS=1-4056	YLL008W
1614	OG0001614	augustus_masked-NW_001809797.1-processed-gene-11.222-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.222&CDS=1-543	YJL004C
1615	OG0001615	augustus_masked-NW_001809798.1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-0.77&CDS=1-894	YAR015W
1616	OG0001616	augustus_masked-NW_001809798.1-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-0.60&CDS=1-2763	YOL090W
1617	OG0001617	genemark-NW_001809798.1-processed-gene-0.118-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-0.118&CDS=1-774	YPR167C
1618	OG0001618	augustus_masked-NW_001809798.1-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-0.62&CDS=1-798	YER026C
1619	OG0001619	augustus_masked-NW_001809798.1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-0.63&CDS=1-1371	YPL063W
1620	OG0001620	genemark-NW_001809798.1-processed-gene-0.99-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-0.99&CDS=1-1584	YPR199C
1621	OG0001621	genemark-NW_001809798.1-processed-gene-0.100-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-0.100&CDS=1-2118	YOR017W
1622	OG0001622	genemark-NW_001809798.1-processed-gene-0.101-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-0.101&CDS=1-861	YOL136C
1623	OG0001623	augustus_masked-NW_001809798.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-0.81&CDS=1-1461	YNL317W
1624	OG0001624	augustus_masked-NW_001809798.1-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-0.65&CDS=1-534	YMR009W
1625	OG0001625	augustus_masked-NW_001809798.1-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-0.82&CDS=1-378	YEL003W
1626	OG0001626	augustus_masked-NW_001809798.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-0.83&CDS=1-1299	YEL002C
1627	OG0001627	augustus_masked-NW_001809798.1-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-0.67&CDS=1-297	YIL008W
1628	OG0001628	augustus_masked-NW_001809798.1-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-0.84&CDS=1-666	YIL007C
1629	OG0001629	genemark-NW_001809798.1-processed-gene-0.106-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-0.106&CDS=1-723	YPL051W
1630	OG0001630	maker-NW_001809798.1-augustus-gene-0.48-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-0.48&CDS=1-2199	YEL036C
1631	OG0001631	augustus_masked-NW_001809798.1-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-0.71&CDS=1-6591	YFR031C
1632	OG0001632	augustus_masked-NW_001809798.1-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.3&CDS=1-3321	YFR030W
1633	OG0001633	maker-NW_001809798.1-snap-gene-1.50-mRNA-1_1&gene=maker-NW_001809798.1-snap-gene-1.50&CDS=1-2205	YBR251W
1634	OG0001634	genemark-NW_001809798.1-processed-gene-1.92-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-1.92&CDS=1-1551	YDR481C
1635	OG0001635	genemark-NW_001809798.1-processed-gene-1.93-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-1.93&CDS=1-627	YGL159W
1636	OG0001636	snap_masked-NW_001809798.1-processed-gene-1.162-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-1.162&CDS=1-1878	YGR216C
1637	OG0001637	augustus_masked-NW_001809798.1-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.12&CDS=1-1344	YGR229C
1638	OG0001638	augustus_masked-NW_001809798.1-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.36&CDS=1-1362	YGR227W
1639	OG0001639	maker-NW_001809798.1-augustus-gene-1.113-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-1.113&CDS=1-1218	YGR225W
1640	OG0001640	augustus_masked-NW_001809798.1-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.37&CDS=1-906	YGR231C
1641	OG0001641	augustus_masked-NW_001809798.1-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.38&CDS=1-1704	YHR151C
1642	OG0001642	augustus_masked-NW_001809798.1-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.14&CDS=1-2490	YJL092W
1643	OG0001643	augustus_masked-NW_001809798.1-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.39&CDS=1-603	YDL135C
1644	OG0001644	augustus_masked-NW_001809798.1-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.15&CDS=1-3192	YDL190C
1645	OG0001645	maker-NW_001809798.1-augustus-gene-1.118-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-1.118&CDS=1-2043	YOR196C
1646	OG0001646	augustus_masked-NW_001809798.1-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.17&CDS=1-1332	YOR198C
1647	OG0001647	genemark-NW_001809798.1-processed-gene-1.76-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-1.76&CDS=1-1065	YMR310C
1648	OG0001648	augustus_masked-NW_001809798.1-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.19&CDS=1-921	YGR282C
1649	OG0001649	augustus_masked-NW_001809798.1-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.20&CDS=1-1473	YMR171C
1650	OG0001650	augustus_masked-NW_001809798.1-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.44&CDS=1-1959	YCR088W
1651	OG0001651	augustus_masked-NW_001809798.1-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.45&CDS=1-303	YLL014W
1652	OG0001652	augustus_masked-NW_001809798.1-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.24&CDS=1-1377	YGR185C
1653	OG0001653	maker-NW_001809798.1-augustus-gene-1.115-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-1.115&CDS=1-1962	YGR285C
1654	OG0001654	augustus_masked-NW_001809798.1-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.47&CDS=1-603	YMR311C
1655	OG0001655	augustus_masked-NW_001809798.1-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.27&CDS=1-555	YBR164C
1656	OG0001656	augustus_masked-NW_001809798.1-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.48&CDS=1-1314	YBR166C
1657	OG0001657	augustus_masked-NW_001809798.1-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.10&CDS=1-2370	YMR220W
1658	OG0001658	genemark-NW_001809798.1-processed-gene-2.118-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-2.118&CDS=1-1053	YGR187C
1659	OG0001659	augustus_masked-NW_001809798.1-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.16&CDS=1-1596	YGR186W
1660	OG0001660	maker-NW_001809798.1-augustus-gene-2.104-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-2.104&CDS=1-1866	YGR195W
1661	OG0001661	augustus_masked-NW_001809798.1-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.15&CDS=1-1563	YGR284C
1662	OG0001662	snap_masked-NW_001809798.1-processed-gene-2.73-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-2.73&CDS=1-273	YHR005C-A
1663	OG0001663	augustus_masked-NW_001809798.1-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.28&CDS=1-2541	YBR114W
1664	OG0001664	augustus_masked-NW_001809798.1-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.29&CDS=1-1830	YMR146C
1665	OG0001665	augustus_masked-NW_001809798.1-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.30&CDS=1-1197	YDL100C
1666	OG0001666	augustus_masked-NW_001809798.1-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.19&CDS=1-2826	YPL003W
1667	OG0001667	augustus_masked-NW_001809798.1-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.31&CDS=1-1776	YFL002C
1668	OG0001668	augustus_masked-NW_001809798.1-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.20&CDS=1-1293	YFL001W
1669	OG0001669	augustus_masked-NW_001809798.1-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.32&CDS=1-675	YPL002C
1670	OG0001670	augustus_masked-NW_001809798.1-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.21&CDS=1-1893	YDL057W
1671	OG0001671	snap_masked-NW_001809798.1-processed-gene-2.82-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-2.82&CDS=1-390	YHR191C
1672	OG0001672	augustus_masked-NW_001809798.1-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.36&CDS=1-447	YHR193C
1673	OG0001673	snap_masked-NW_001809798.1-processed-gene-2.70-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-2.70&CDS=1-2370	YLR115W
1674	OG0001674	augustus_masked-NW_001809798.1-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.37&CDS=1-1446	YLR116W
1675	OG0001675	augustus_masked-NW_001809798.1-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.38&CDS=1-669	YDR140W
1676	OG0001676	augustus_masked-NW_001809798.1-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.39&CDS=1-2103	YLR117C
1677	OG0001677	maker-NW_001809798.1-augustus-gene-2.112-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-2.112&CDS=1-6525	YBR208C
1678	OG0001678	genemark-NW_001809798.1-processed-gene-2.161-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-2.161&CDS=1-2166	YHL016C
1679	OG0001679	augustus_masked-NW_001809798.1-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.42&CDS=1-1872	YLR417W
1680	OG0001680	augustus_masked-NW_001809798.1-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.26&CDS=1-1011	YKL189W
1681	OG0001681	genemark-NW_001809798.1-processed-gene-2.166-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-2.166&CDS=1-2202	YHR205W
1682	OG0001682	genemark-NW_001809798.1-processed-gene-3.107-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-3.107&CDS=1-1077	YLR283W
1683	OG0001683	genemark-NW_001809798.1-processed-gene-3.108-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-3.108&CDS=1-2457	YLL034C
1684	OG0001684	augustus_masked-NW_001809798.1-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.5&CDS=1-363	YFL014W
1685	OG0001685	augustus_masked-NW_001809798.1-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.6&CDS=1-948	YNR054C
1686	OG0001686	augustus_masked-NW_001809798.1-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.24&CDS=1-10167	YML080W
1687	OG0001687	augustus_masked-NW_001809798.1-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.9&CDS=1-606	YGL047W
1688	OG0001688	augustus_masked-NW_001809798.1-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.10&CDS=1-558	YML098W
1689	OG0001689	augustus_masked-NW_001809798.1-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.26&CDS=1-1503	YMR227C
1690	OG0001690	augustus_masked-NW_001809798.1-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.11&CDS=1-4146	YOR291W
1691	OG0001691	augustus_masked-NW_001809798.1-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.13&CDS=1-1581	YKL047W
1692	OG0001692	augustus_masked-NW_001809798.1-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.14&CDS=1-2280	YDL107W
1693	OG0001693	augustus_masked-NW_001809798.1-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.28&CDS=1-3639	YDL101C
1694	OG0001694	augustus_masked-NW_001809798.1-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.15&CDS=1-1584	YJL014W
1695	OG0001695	augustus_masked-NW_001809798.1-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.16&CDS=1-3735	YDL108W
1696	OG0001696	augustus_masked-NW_001809798.1-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.17&CDS=1-2166	YJL012C
1697	OG0001697	augustus_masked-NW_001809798.1-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.30&CDS=1-7179	YMR162C
1698	OG0001698	augustus_masked-NW_001809798.1-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.18&CDS=1-3954	YMR313C
1699	OG0001699	augustus_masked-NW_001809798.1-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.31&CDS=1-807	YMR312W
1700	OG0001700	genemark-NW_001809798.1-processed-gene-3.141-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-3.141&CDS=1-1035	YMR166C
1701	OG0001701	genemark-NW_001809798.1-processed-gene-3.124-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-3.124&CDS=1-1224	YDL104C
1702	OG0001702	augustus_masked-NW_001809798.1-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.33&CDS=1-918	YDL105W
1703	OG0001703	augustus_masked-NW_001809798.1-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.20&CDS=1-5280	YMR167W
1704	OG0001704	genemark-NW_001809798.1-processed-gene-3.145-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-3.145&CDS=1-5220	YGL141W
1705	OG0001705	augustus_masked-NW_001809798.1-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.38&CDS=1-429	YBR167C
1706	OG0001706	augustus_masked-NW_001809798.1-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.39&CDS=1-543	YLR009W
1707	OG0001707	augustus_masked-NW_001809798.1-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.22&CDS=1-462	YLR008C
1708	OG0001708	augustus_masked-NW_001809798.1-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.53&CDS=1-417	YGR203W
1709	OG0001709	augustus_masked-NW_001809798.1-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.51&CDS=1-2280	YGR202C
1710	OG0001710	maker-NW_001809798.1-augustus-gene-4.94-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-4.94&CDS=1-5385	YGR258C
1711	OG0001711	snap_masked-NW_001809798.1-processed-gene-4.104-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-4.104&CDS=1-732	YNL056W
1712	OG0001712	maker-NW_001809798.1-augustus-gene-4.95-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-4.95&CDS=1-1848	YOR057W
1713	OG0001713	augustus_masked-NW_001809798.1-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.57&CDS=1-1980	YPR141C
1714	OG0001714	augustus_masked-NW_001809798.1-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.74&CDS=1-3690	YPR140W
1715	OG0001715	augustus_masked-NW_001809798.1-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.58&CDS=1-1755	YGR103W
1716	OG0001716	augustus_masked-NW_001809798.1-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.75&CDS=1-801	YGR104C
1717	OG0001717	maker-NW_001809798.1-augustus-gene-4.97-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-4.97&CDS=1-219	YGR105W
1718	OG0001718	augustus_masked-NW_001809798.1-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.60&CDS=1-879	YGR106C
1719	OG0001719	maker-NW_001809798.1-augustus-gene-4.92-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-4.92&CDS=1-2613	YOR063W
1720	OG0001720	augustus_masked-NW_001809798.1-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.63&CDS=1-3243	YGR218W
1721	OG0001721	maker-NW_001809798.1-augustus-gene-4.93-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-4.93&CDS=1-4218	YGR233C
1722	OG0001722	augustus_masked-NW_001809798.1-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.78&CDS=1-1863	YDL146W
1723	OG0001723	augustus_masked-NW_001809798.1-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.80&CDS=1-627	YKR014C
1724	OG0001724	augustus_masked-NW_001809798.1-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.83&CDS=1-945	YKR030W
1725	OG0001725	genemark-NW_001809798.1-processed-gene-4.38-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-4.38&CDS=1-1602	YKR017C
1726	OG0001726	augustus_masked-NW_001809798.1-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.85&CDS=1-1746	YBR030W
1727	OG0001727	augustus_masked-NW_001809798.1-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.66&CDS=1-378	YJL104W
1728	OG0001728	augustus_masked-NW_001809798.1-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.69&CDS=1-1389	YBR003W
1729	OG0001729	maker-NW_001809798.1-augustus-gene-4.99-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-4.99&CDS=1-1578	YHR147C
1730	OG0001730	augustus_masked-NW_001809798.1-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.70&CDS=1-549	YHR148W
1731	OG0001731	snap_masked-NW_001809798.1-processed-gene-4.121-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-4.121&CDS=1-306	YMR069W
1732	OG0001732	augustus_masked-NW_001809798.1-processed-gene-5.3-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.3&CDS=1-5475	YPL085W
1733	OG0001733	augustus_masked-NW_001809798.1-processed-gene-5.4-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.4&CDS=1-1122	YJL203W
1734	OG0001734	snap_masked-NW_001809798.1-processed-gene-5.52-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-5.52&CDS=1-1113	YHR004C
1735	OG0001735	augustus_masked-NW_001809798.1-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.23&CDS=1-996	YKL085W
1736	OG0001736	maker-NW_001809798.1-augustus-gene-5.110-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-5.110&CDS=1-1914	YBR123C
1737	OG0001737	augustus_masked-NW_001809798.1-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.24&CDS=1-705	YPL107W
1738	OG0001738	genemark-NW_001809798.1-processed-gene-5.126-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-5.126&CDS=1-1677	YBR296C
1739	OG0001739	augustus_masked-NW_001809798.1-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.8&CDS=1-870	YIL034C
1740	OG0001740	augustus_masked-NW_001809798.1-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.25&CDS=1-1173	YHR159W
1741	OG0001741	augustus_masked-NW_001809798.1-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.26&CDS=1-612	YGR167W
1742	OG0001742	genemark-NW_001809798.1-processed-gene-5.149-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-5.149&CDS=1-579	YOL008W
1743	OG0001743	maker-NW_001809798.1-augustus-gene-5.114-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-5.114&CDS=1-2889	YBL015W
1744	OG0001744	snap_masked-NW_001809798.1-processed-gene-5.86-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-5.86&CDS=1-1809	YFL023W
1745	OG0001745	augustus_masked-NW_001809798.1-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.12&CDS=1-294	YOR265W
1746	OG0001746	augustus_masked-NW_001809798.1-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.31&CDS=1-1041	YOR262W
1747	OG0001747	maker-NW_001809798.1-augustus-gene-5.111-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-5.111&CDS=1-2388	YOR261C
1748	OG0001748	augustus_masked-NW_001809798.1-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.14&CDS=1-330	YLR364W
1749	OG0001749	maker-NW_001809798.1-augustus-gene-5.115-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-5.115&CDS=1-3534	YLR058C
1750	OG0001750	augustus_masked-NW_001809798.1-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.16&CDS=1-681	YIL010W
1751	OG0001751	augustus_masked-NW_001809798.1-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.35&CDS=1-1437	YIL039W
1752	OG0001752	augustus_masked-NW_001809798.1-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.36&CDS=1-615	YDR298C
1753	OG0001753	augustus_masked-NW_001809798.1-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.17&CDS=1-1098	YEL050C
1754	OG0001754	augustus_masked-NW_001809798.1-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.37&CDS=1-3108	YKR079C
1755	OG0001755	augustus_masked-NW_001809798.1-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.18&CDS=1-2664	YOR081C
1756	OG0001756	augustus_masked-NW_001809798.1-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.38&CDS=1-870	YOR079C
1757	OG0001757	snap_masked-NW_001809798.1-processed-gene-5.72-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-5.72&CDS=1-2133	YOR080W
