	OrthologID	Saccharomyces_cerevisiae	yHAB132_Kazachstania_martiniae
1559	OG0001559	YGL016W	maker-scf7180000030514-augustus-gene-0.78-mRNA-1_1&gene=maker-scf7180000030514-augustus-gene-0.78&CDS=1-4704
1560	OG0001560	YGL018C	genemark-scf7180000030514-processed-gene-0.199-mRNA-1_1&gene=genemark-scf7180000030514-processed-gene-0.199&CDS=1-570
1561	OG0001561	YGL019W	genemark-scf7180000030514-processed-gene-0.237-mRNA-1_1&gene=genemark-scf7180000030514-processed-gene-0.237&CDS=1-837
1562	OG0001562	YGL020C	snap_masked-scf7180000030514-processed-gene-0.91-mRNA-1_1&gene=snap_masked-scf7180000030514-processed-gene-0.91&CDS=1-693
1563	OG0001563	YGL022W	snap_masked-scf7180000030514-processed-gene-0.133-mRNA-1_1&gene=snap_masked-scf7180000030514-processed-gene-0.133&CDS=1-2253
1564	OG0001564	YGL023C	snap_masked-scf7180000030514-processed-gene-0.92-mRNA-1_1&gene=snap_masked-scf7180000030514-processed-gene-0.92&CDS=1-2268
1565	OG0001565	YGL025C	maker-scf7180000030519-snap-gene-1.240-mRNA-1_1&gene=maker-scf7180000030519-snap-gene-1.240&CDS=1-1173
1566	OG0001566	YGL026C	snap_masked-scf7180000030519-processed-gene-1.205-mRNA-1_1&gene=snap_masked-scf7180000030519-processed-gene-1.205&CDS=1-2118
1567	OG0001567	YGL027C	snap_masked-scf7180000030480-processed-gene-1.188-mRNA-1_1&gene=snap_masked-scf7180000030480-processed-gene-1.188&CDS=1-2463
1568	OG0001568	YGL028C	snap_masked-scf7180000030480-processed-gene-1.187-mRNA-1_1&gene=snap_masked-scf7180000030480-processed-gene-1.187&CDS=1-1482
1569	OG0001569	YGL029W	genemark-scf7180000030519-processed-gene-1.10-mRNA-1_1&gene=genemark-scf7180000030519-processed-gene-1.10&CDS=1-366
1570	OG0001570	YGL030W	augustus_masked-scf7180000030480-processed-gene-1.230-mRNA-1_1&gene=augustus_masked-scf7180000030480-processed-gene-1.230&CDS=1-336
1571	OG0001571	YGL033W	snap_masked-scf7180000030480-processed-gene-1.136-mRNA-1_1&gene=snap_masked-scf7180000030480-processed-gene-1.136&CDS=1-630
1572	OG0001572	YGL035C	maker-scf7180000030480-snap-gene-1.97-mRNA-1_1&gene=maker-scf7180000030480-snap-gene-1.97&CDS=1-1269
1573	OG0001573	YGL036W	augustus_masked-scf7180000030480-processed-gene-1.227-mRNA-1_1&gene=augustus_masked-scf7180000030480-processed-gene-1.227&CDS=1-2379
1574	OG0001574	YGL037C	snap_masked-scf7180000030480-processed-gene-1.183-mRNA-1_1&gene=snap_masked-scf7180000030480-processed-gene-1.183&CDS=1-636
1575	OG0001575	YGL038C	genemark-scf7180000030480-processed-gene-1.72-mRNA-1_1&gene=genemark-scf7180000030480-processed-gene-1.72&CDS=1-1371
1576	OG0001576	YGL040C	augustus_masked-scf7180000030480-processed-gene-1.265-mRNA-1_1&gene=augustus_masked-scf7180000030480-processed-gene-1.265&CDS=1-1704
1577	OG0001577	YGL043W	genemark-scf7180000030514-processed-gene-0.239-mRNA-1_1&gene=genemark-scf7180000030514-processed-gene-0.239&CDS=1-930
1578	OG0001578	YGL044C	genemark-scf7180000030514-processed-gene-0.202-mRNA-1_1&gene=genemark-scf7180000030514-processed-gene-0.202&CDS=1-873
1579	OG0001579	YGL045W	genemark-scf7180000030514-processed-gene-0.241-mRNA-1_1&gene=genemark-scf7180000030514-processed-gene-0.241&CDS=1-1824
1580	OG0001580	YGL047W	snap_masked-scf7180000030514-processed-gene-0.138-mRNA-1_1&gene=snap_masked-scf7180000030514-processed-gene-0.138&CDS=1-579
1581	OG0001581	YGL048C	augustus_masked-scf7180000030514-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000030514-processed-gene-0.9&CDS=1-1179
1582	OG0001582	YGL050W	snap_masked-scf7180000030514-processed-gene-0.139-mRNA-1_1&gene=snap_masked-scf7180000030514-processed-gene-0.139&CDS=1-816
1583	OG0001583	YGL054C	genemark-scf7180000030442-processed-gene-0.172-mRNA-1_1&gene=genemark-scf7180000030442-processed-gene-0.172&CDS=1-417
1584	OG0001584	YGL055W	augustus_masked-scf7180000030442-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-scf7180000030442-processed-gene-0.74&CDS=1-1494
1585	OG0001585	YGL058W	maker-scf7180000030442-snap-gene-0.7-mRNA-1_1&gene=maker-scf7180000030442-snap-gene-0.7&CDS=1-504
1586	OG0001586	YGL059W	maker-scf7180000030442-augustus-gene-0.25-mRNA-1_1&gene=maker-scf7180000030442-augustus-gene-0.25&CDS=1-2925
1587	OG0001587	YGL061C	snap_masked-scf7180000030442-processed-gene-0.106-mRNA-1_1&gene=snap_masked-scf7180000030442-processed-gene-0.106&CDS=1-630
1588	OG0001588	YGL064C	genemark-scf7180000030492-processed-gene-0.126-mRNA-1_1&gene=genemark-scf7180000030492-processed-gene-0.126&CDS=1-1650
1589	OG0001589	YGL065C	snap_masked-scf7180000030492-processed-gene-0.40-mRNA-1_1&gene=snap_masked-scf7180000030492-processed-gene-0.40&CDS=1-1503
1590	OG0001590	YGL066W	maker-scf7180000030492-snap-gene-0.1-mRNA-1_1&gene=maker-scf7180000030492-snap-gene-0.1&CDS=1-1851
1591	OG0001591	YGL067W	genemark-scf7180000030492-processed-gene-0.104-mRNA-1_1&gene=genemark-scf7180000030492-processed-gene-0.104&CDS=1-1140
1592	OG0001592	YGL068W	snap_masked-scf7180000030492-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000030492-processed-gene-0.17&CDS=1-573
1593	OG0001593	YGL070C	genemark-scf7180000030492-processed-gene-0.123-mRNA-1_1&gene=genemark-scf7180000030492-processed-gene-0.123&CDS=1-366
1594	OG0001594	YGL073W	genemark-scf7180000030492-processed-gene-0.101-mRNA-1_1&gene=genemark-scf7180000030492-processed-gene-0.101&CDS=1-2079
1595	OG0001595	YGL077C	snap_masked-scf7180000030477-processed-gene-1.74-mRNA-1_1&gene=snap_masked-scf7180000030477-processed-gene-1.74&CDS=1-1695
1596	OG0001596	YGL078C	augustus_masked-scf7180000030492-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-scf7180000030492-processed-gene-0.78&CDS=1-2271
1597	OG0001597	YGL079W	genemark-scf7180000030492-processed-gene-0.100-mRNA-1_1&gene=genemark-scf7180000030492-processed-gene-0.100&CDS=1-600
1598	OG0001598	YGL080W	snap_masked-scf7180000030524-processed-gene-4.72-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-4.72&CDS=1-369
1599	OG0001599	YGL082W	snap_masked-scf7180000030492-processed-gene-0.13-mRNA-1_1&gene=snap_masked-scf7180000030492-processed-gene-0.13&CDS=1-1131
1600	OG0001600	YGL083W	augustus_masked-scf7180000030492-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scf7180000030492-processed-gene-0.57&CDS=1-2430
1601	OG0001601	YGL084C	genemark-scf7180000030514-processed-gene-0.248-mRNA-1_1&gene=genemark-scf7180000030514-processed-gene-0.248&CDS=1-1827
1602	OG0001602	YGL085W	maker-scf7180000030492-augustus-gene-0.137-mRNA-1_1&gene=maker-scf7180000030492-augustus-gene-0.137&CDS=1-2769
1603	OG0001603	YGL087C	snap_masked-scf7180000030492-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scf7180000030492-processed-gene-0.34&CDS=1-414
1604	OG0001604	YGL090W	augustus_masked-scf7180000030492-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000030492-processed-gene-0.54&CDS=1-1161
1605	OG0001605	YGL091C	snap_masked-scf7180000030492-processed-gene-0.32-mRNA-1_1&gene=snap_masked-scf7180000030492-processed-gene-0.32&CDS=1-993
1606	OG0001606	YGL092W	augustus_masked-scf7180000030492-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000030492-processed-gene-0.53&CDS=1-3738
1607	OG0001607	YGL093W	snap_masked-scf7180000030492-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000030492-processed-gene-0.7&CDS=1-2556
1608	OG0001608	YGL094C	snap_masked-scf7180000030442-processed-gene-0.160-mRNA-1_1&gene=snap_masked-scf7180000030442-processed-gene-0.160&CDS=1-3276
1609	OG0001609	YGL095C	genemark-scf7180000030514-processed-gene-0.246-mRNA-1_1&gene=genemark-scf7180000030514-processed-gene-0.246&CDS=1-1788
1610	OG0001610	YGL097W	augustus_masked-scf7180000030442-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000030442-processed-gene-0.54&CDS=1-2085
1611	OG0001611	YGL099W	maker-scf7180000030455-augustus-gene-0.3-mRNA-1_1&gene=maker-scf7180000030455-augustus-gene-0.3&CDS=1-2859
1612	OG0001612	YGL100W	genemark-scf7180000030442-processed-gene-0.189-mRNA-1_1&gene=genemark-scf7180000030442-processed-gene-0.189&CDS=1-1029
1613	OG0001613	YGL103W	genemark-scf7180000030455-processed-gene-0.130-mRNA-1_1&gene=genemark-scf7180000030455-processed-gene-0.130&CDS=1-555
1614	OG0001614	YGL105W	genemark-scf7180000030455-processed-gene-0.131-mRNA-1_1&gene=genemark-scf7180000030455-processed-gene-0.131&CDS=1-1131
1615	OG0001615	YGL106W	genemark-scf7180000030442-processed-gene-0.187-mRNA-1_1&gene=genemark-scf7180000030442-processed-gene-0.187&CDS=1-438
1616	OG0001616	YGL112C	snap_masked-scf7180000030442-processed-gene-0.153-mRNA-1_1&gene=snap_masked-scf7180000030442-processed-gene-0.153&CDS=1-1533
1617	OG0001617	YGL113W	augustus_masked-scf7180000030442-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-scf7180000030442-processed-gene-0.49&CDS=1-2154
1618	OG0001618	YGL114W	genemark-scf7180000030442-processed-gene-0.183-mRNA-1_1&gene=genemark-scf7180000030442-processed-gene-0.183&CDS=1-2247
1619	OG0001619	YGL115W	genemark-scf7180000030442-processed-gene-0.182-mRNA-1_1&gene=genemark-scf7180000030442-processed-gene-0.182&CDS=1-966
1620	OG0001620	YGL116W	snap_masked-scf7180000030442-processed-gene-0.113-mRNA-1_1&gene=snap_masked-scf7180000030442-processed-gene-0.113&CDS=1-1779
1621	OG0001621	YGL119W	snap_masked-scf7180000030442-processed-gene-0.111-mRNA-1_1&gene=snap_masked-scf7180000030442-processed-gene-0.111&CDS=1-1671
1622	OG0001622	YGL120C	snap_masked-scf7180000030442-processed-gene-0.152-mRNA-1_1&gene=snap_masked-scf7180000030442-processed-gene-0.152&CDS=1-2310
1623	OG0001623	YGL121C	snap_masked-scf7180000030442-processed-gene-0.151-mRNA-1_1&gene=snap_masked-scf7180000030442-processed-gene-0.151&CDS=1-435
1624	OG0001624	YGL122C	snap_masked-scf7180000030442-processed-gene-0.150-mRNA-1_1&gene=snap_masked-scf7180000030442-processed-gene-0.150&CDS=1-1695
1625	OG0001625	YGL123W	snap_masked-scf7180000030442-processed-gene-0.110-mRNA-1_1&gene=snap_masked-scf7180000030442-processed-gene-0.110&CDS=1-792
1626	OG0001626	YGL124C	genemark-scf7180000030442-processed-gene-0.218-mRNA-1_1&gene=genemark-scf7180000030442-processed-gene-0.218&CDS=1-1878
1627	OG0001627	YGL125W	genemark-scf7180000030442-processed-gene-0.177-mRNA-1_1&gene=genemark-scf7180000030442-processed-gene-0.177&CDS=1-1788
1628	OG0001628	YGL126W	genemark-scf7180000030442-processed-gene-0.176-mRNA-1_1&gene=genemark-scf7180000030442-processed-gene-0.176&CDS=1-1005
1629	OG0001629	YGL127C	snap_masked-scf7180000030442-processed-gene-0.149-mRNA-1_1&gene=snap_masked-scf7180000030442-processed-gene-0.149&CDS=1-354
1630	OG0001630	YGL128C	augustus_masked-scf7180000030477-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scf7180000030477-processed-gene-0.68&CDS=1-858
1631	OG0001631	YGL129C	augustus_masked-scf7180000030492-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000030492-processed-gene-0.65&CDS=1-2490
1632	OG0001632	YGL130W	snap_masked-scf7180000030492-processed-gene-0.42-mRNA-1_1&gene=snap_masked-scf7180000030492-processed-gene-0.42&CDS=1-1365
1633	OG0001633	YGL131C	augustus_masked-scf7180000030492-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-scf7180000030492-processed-gene-0.66&CDS=1-2655
1634	OG0001634	YGL133W	genemark-scf7180000030492-processed-gene-0.128-mRNA-1_1&gene=genemark-scf7180000030492-processed-gene-0.128&CDS=1-3381
1635	OG0001635	YGL136C	snap_masked-scf7180000030492-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000030492-processed-gene-0.23&CDS=1-897
1636	OG0001636	YGL137W	snap_masked-scf7180000030492-processed-gene-0.45-mRNA-1_1&gene=snap_masked-scf7180000030492-processed-gene-0.45&CDS=1-2610
1637	OG0001637	YGL138C	augustus_masked-scf7180000030492-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scf7180000030492-processed-gene-0.68&CDS=1-945
1638	OG0001638	YGL140C	genemark-scf7180000030475-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000030475-processed-gene-0.73&CDS=1-4617
1639	OG0001639	YGL141W	snap_masked-scf7180000030452-processed-gene-1.245-mRNA-1_1&gene=snap_masked-scf7180000030452-processed-gene-1.245&CDS=1-2682
1640	OG0001640	YGL145W	genemark-scf7180000030452-processed-gene-1.39-mRNA-1_1&gene=genemark-scf7180000030452-processed-gene-1.39&CDS=1-1992
1641	OG0001641	YGL146C	snap_masked-scf7180000030452-processed-gene-1.288-mRNA-1_1&gene=snap_masked-scf7180000030452-processed-gene-1.288&CDS=1-516
1642	OG0001642	YGL148W	snap_masked-scf7180000030452-processed-gene-1.242-mRNA-1_1&gene=snap_masked-scf7180000030452-processed-gene-1.242&CDS=1-1128
1643	OG0001643	YGL150C	genemark-scf7180000030452-processed-gene-1.82-mRNA-1_1&gene=genemark-scf7180000030452-processed-gene-1.82&CDS=1-4182
1644	OG0001644	YGL151W	genemark-scf7180000030452-processed-gene-1.37-mRNA-1_1&gene=genemark-scf7180000030452-processed-gene-1.37&CDS=1-3138
1645	OG0001645	YGL153W	genemark-scf7180000030452-processed-gene-1.36-mRNA-1_1&gene=genemark-scf7180000030452-processed-gene-1.36&CDS=1-954
1646	OG0001646	YGL154C	augustus_masked-scf7180000030452-processed-gene-1.188-mRNA-1_1&gene=augustus_masked-scf7180000030452-processed-gene-1.188&CDS=1-789
1647	OG0001647	YGL156W	maker-scf7180000030452-augustus-gene-1.103-mRNA-1_1&gene=maker-scf7180000030452-augustus-gene-1.103&CDS=1-4287
1648	OG0001648	YGL160W	snap_masked-scf7180000030452-processed-gene-1.236-mRNA-1_1&gene=snap_masked-scf7180000030452-processed-gene-1.236&CDS=1-738
1649	OG0001649	YGL161C	augustus_masked-scf7180000030524-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-scf7180000030524-processed-gene-4.113&CDS=1-909
1650	OG0001650	YGL163C	snap_masked-scf7180000030524-processed-gene-4.61-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-4.61&CDS=1-3981
1651	OG0001651	YGL166W	snap_masked-scf7180000030524-processed-gene-4.58-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-4.58&CDS=1-786
1652	OG0001652	YGL167C	genemark-scf7180000030526-processed-gene-0.97-mRNA-1_1&gene=genemark-scf7180000030526-processed-gene-0.97&CDS=1-2832
1653	OG0001653	YGL169W	genemark-scf7180000030524-processed-gene-4.5-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-4.5&CDS=1-1230
1654	OG0001654	YGL170C	snap_masked-scf7180000030524-processed-gene-3.29-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-3.29&CDS=1-876
1655	OG0001655	YGL171W	snap_masked-scf7180000030526-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000030526-processed-gene-0.17&CDS=1-1713
1656	OG0001656	YGL172W	genemark-scf7180000030524-processed-gene-3.97-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-3.97&CDS=1-1638
1657	OG0001657	YGL173C	genemark-scf7180000030524-processed-gene-3.112-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-3.112&CDS=1-4491
1658	OG0001658	YGL174W	augustus_masked-scf7180000030524-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-scf7180000030524-processed-gene-3.52&CDS=1-732
1659	OG0001659	YGL175C	snap_masked-scf7180000030524-processed-gene-3.25-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-3.25&CDS=1-1077
1660	OG0001660	YGL176C	augustus_masked-scf7180000030524-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-scf7180000030524-processed-gene-3.65&CDS=1-1350
1661	OG0001661	YGL178W	genemark-scf7180000030524-processed-gene-3.95-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-3.95&CDS=1-2346
1662	OG0001662	YGL180W	genemark-scf7180000030524-processed-gene-3.94-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-3.94&CDS=1-2475
1663	OG0001663	YGL181W	snap_masked-scf7180000030524-processed-gene-3.7-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-3.7&CDS=1-1206
1664	OG0001664	YGL183C	snap_masked-scf7180000030524-processed-gene-3.22-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-3.22&CDS=1-603
1665	OG0001665	YGL186C	maker-scf7180000030524-augustus-gene-3.41-mRNA-1_1&gene=maker-scf7180000030524-augustus-gene-3.41&CDS=1-2232
1666	OG0001666	YGL190C	snap_masked-scf7180000030524-processed-gene-3.18-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-3.18&CDS=1-1593
1667	OG0001667	YGL191W	genemark-scf7180000030524-processed-gene-3.91-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-3.91&CDS=1-399
1668	OG0001668	YGL192W	snap_masked-scf7180000030524-processed-gene-3.4-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-3.4&CDS=1-1554
1669	OG0001669	YGL194C	genemark-scf7180000030524-processed-gene-3.103-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-3.103&CDS=1-1350
1670	OG0001670	YGL195W	genemark-scf7180000030524-processed-gene-3.89-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-3.89&CDS=1-8001
1671	OG0001671	YGL200C	genemark-scf7180000030524-processed-gene-2.171-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-2.171&CDS=1-603
1672	OG0001672	YGL201C	snap_masked-scf7180000030436-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000030436-processed-gene-0.3&CDS=1-2982
1673	OG0001673	YGL202W	snap_masked-scf7180000030436-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000030436-processed-gene-0.1&CDS=1-1485
1674	OG0001674	YGL203C	snap_masked-scf7180000030436-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000030436-processed-gene-0.2&CDS=1-2067
1675	OG0001675	YGL205W	augustus_masked-scf7180000030513-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-scf7180000030513-processed-gene-0.94&CDS=1-3003
1676	OG0001676	YGL206C	snap_masked-scf7180000030513-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000030513-processed-gene-0.0&CDS=1-4989
1677	OG0001677	YGL207W	genemark-scf7180000030513-processed-gene-0.57-mRNA-1_1&gene=genemark-scf7180000030513-processed-gene-0.57&CDS=1-3099
1678	OG0001678	YGL209W	genemark-scf7180000030490-processed-gene-1.31-mRNA-1_1&gene=genemark-scf7180000030490-processed-gene-1.31&CDS=1-1107
1679	OG0001679	YGL211W	genemark-scf7180000030513-processed-gene-0.61-mRNA-1_1&gene=genemark-scf7180000030513-processed-gene-0.61&CDS=1-1098
1680	OG0001680	YGL212W	snap_masked-scf7180000030513-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scf7180000030513-processed-gene-0.22&CDS=1-1050
1681	OG0001681	YGL213C	snap_masked-scf7180000030513-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000030513-processed-gene-0.1&CDS=1-1272
1682	OG0001682	YGL215W	snap_masked-scf7180000030513-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000030513-processed-gene-0.23&CDS=1-1263
1683	OG0001683	YGL216W	genemark-scf7180000030513-processed-gene-0.64-mRNA-1_1&gene=genemark-scf7180000030513-processed-gene-0.64&CDS=1-2496
1684	OG0001684	YGL219C	snap_masked-scf7180000030513-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000030513-processed-gene-0.2&CDS=1-1470
1685	OG0001685	YGL221C	snap_masked-scf7180000030513-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000030513-processed-gene-0.3&CDS=1-867
1686	OG0001686	YGL222C	snap_masked-scf7180000030513-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000030513-processed-gene-0.4&CDS=1-1056
1687	OG0001687	YGL223C	augustus_masked-scf7180000030513-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-scf7180000030513-processed-gene-0.85&CDS=1-1407
1688	OG0001688	YGL224C	genemark-scf7180000030513-processed-gene-0.47-mRNA-1_1&gene=genemark-scf7180000030513-processed-gene-0.47&CDS=1-831
1689	OG0001689	YGL225W	genemark-scf7180000030513-processed-gene-0.67-mRNA-1_1&gene=genemark-scf7180000030513-processed-gene-0.67&CDS=1-1002
1690	OG0001690	YGL226C-A	augustus_masked-scf7180000030513-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-scf7180000030513-processed-gene-0.87&CDS=1-261
1691	OG0001691	YGL226W	snap_masked-scf7180000030513-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scf7180000030513-processed-gene-0.29&CDS=1-468
1692	OG0001692	YGL227W	snap_masked-scf7180000030513-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000030513-processed-gene-0.30&CDS=1-2724
1693	OG0001693	YGL228W	snap_masked-scf7180000030513-processed-gene-0.32-mRNA-1_1&gene=snap_masked-scf7180000030513-processed-gene-0.32&CDS=1-1590
1694	OG0001694	YGL231C	snap_masked-scf7180000030513-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000030513-processed-gene-0.9&CDS=1-546
1695	OG0001695	YGL233W	augustus_masked-scf7180000030513-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-scf7180000030513-processed-gene-0.110&CDS=1-3531
1696	OG0001696	YGL234W	snap_masked-scf7180000030513-processed-gene-0.35-mRNA-1_1&gene=snap_masked-scf7180000030513-processed-gene-0.35&CDS=1-2376
1697	OG0001697	YGL236C	maker-scf7180000030513-snap-gene-0.122-mRNA-1_1&gene=maker-scf7180000030513-snap-gene-0.122&CDS=1-2352
1698	OG0001698	YGL238W	maker-scf7180000030513-augustus-gene-0.118-mRNA-1_1&gene=maker-scf7180000030513-augustus-gene-0.118&CDS=1-3528
1699	OG0001699	YGL241W	genemark-scf7180000030497-processed-gene-0.47-mRNA-1_1&gene=genemark-scf7180000030497-processed-gene-0.47&CDS=1-3027
1700	OG0001700	YGL242C	snap_masked-scf7180000030497-processed-gene-0.117-mRNA-1_1&gene=snap_masked-scf7180000030497-processed-gene-0.117&CDS=1-555
1701	OG0001701	YGL252C	snap_masked-scf7180000030398-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000030398-processed-gene-0.11&CDS=1-1767
1702	OG0001702	YGL254W	genemark-scf7180000030398-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000030398-processed-gene-0.1&CDS=1-960
1703	OG0001703	YGR002C	snap_masked-scf7180000030514-processed-gene-0.126-mRNA-1_1&gene=snap_masked-scf7180000030514-processed-gene-0.126&CDS=1-1758
1704	OG0001704	YGR003W	snap_masked-scf7180000030514-processed-gene-0.86-mRNA-1_1&gene=snap_masked-scf7180000030514-processed-gene-0.86&CDS=1-2763
1705	OG0001705	YGR005C	augustus_masked-scf7180000030514-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000030514-processed-gene-0.36&CDS=1-1134
1706	OG0001706	YGR006W	snap_masked-scf7180000030514-processed-gene-0.88-mRNA-1_1&gene=snap_masked-scf7180000030514-processed-gene-0.88&CDS=1-723
1707	OG0001707	YGR007W	genemark-scf7180000030514-processed-gene-0.198-mRNA-1_1&gene=genemark-scf7180000030514-processed-gene-0.198&CDS=1-960
1708	OG0001708	YGR010W	snap_masked-scf7180000030500-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000030500-processed-gene-0.18&CDS=1-1221
1709	OG0001709	YGR012W	genemark-scf7180000030480-processed-gene-1.81-mRNA-1_1&gene=genemark-scf7180000030480-processed-gene-1.81&CDS=1-1158
1710	OG0001710	YGR013W	genemark-scf7180000030500-processed-gene-0.158-mRNA-1_1&gene=genemark-scf7180000030500-processed-gene-0.158&CDS=1-1758
1711	OG0001711	YGR014W	snap_masked-scf7180000030480-processed-gene-1.191-mRNA-1_1&gene=snap_masked-scf7180000030480-processed-gene-1.191&CDS=1-3417
1712	OG0001712	YGR015C	genemark-scf7180000030480-processed-gene-1.32-mRNA-1_1&gene=genemark-scf7180000030480-processed-gene-1.32&CDS=1-855
1713	OG0001713	YGR016W	genemark-scf7180000030480-processed-gene-1.79-mRNA-1_1&gene=genemark-scf7180000030480-processed-gene-1.79&CDS=1-588
1714	OG0001714	YGR019W	snap_masked-scf7180000030480-processed-gene-1.179-mRNA-1_1&gene=snap_masked-scf7180000030480-processed-gene-1.179&CDS=1-1428
1715	OG0001715	YGR020C	genemark-scf7180000030480-processed-gene-1.25-mRNA-1_1&gene=genemark-scf7180000030480-processed-gene-1.25&CDS=1-354
1716	OG0001716	YGR024C	snap_masked-scf7180000030480-processed-gene-1.130-mRNA-1_1&gene=snap_masked-scf7180000030480-processed-gene-1.130&CDS=1-711
1717	OG0001717	YGR026W	genemark-scf7180000030480-processed-gene-1.65-mRNA-1_1&gene=genemark-scf7180000030480-processed-gene-1.65&CDS=1-837
1718	OG0001718	YGR028W	snap_masked-scf7180000030480-processed-gene-1.174-mRNA-1_1&gene=snap_masked-scf7180000030480-processed-gene-1.174&CDS=1-1071
1719	OG0001719	YGR029W	genemark-scf7180000030480-processed-gene-1.63-mRNA-1_1&gene=genemark-scf7180000030480-processed-gene-1.63&CDS=1-480
1720	OG0001720	YGR030C	augustus_masked-scf7180000030480-processed-gene-1.222-mRNA-1_1&gene=augustus_masked-scf7180000030480-processed-gene-1.222&CDS=1-465
1721	OG0001721	YGR031W	genemark-scf7180000030480-processed-gene-1.61-mRNA-1_1&gene=genemark-scf7180000030480-processed-gene-1.61&CDS=1-828
1722	OG0001722	YGR033C	genemark-scf7180000030480-processed-gene-1.21-mRNA-1_1&gene=genemark-scf7180000030480-processed-gene-1.21&CDS=1-735
1723	OG0001723	YGR036C	genemark-scf7180000030480-processed-gene-1.20-mRNA-1_1&gene=genemark-scf7180000030480-processed-gene-1.20&CDS=1-1041
1724	OG0001724	YGR040W	genemark-scf7180000030480-processed-gene-1.56-mRNA-1_1&gene=genemark-scf7180000030480-processed-gene-1.56&CDS=1-1110
1725	OG0001725	YGR042W	genemark-scf7180000030480-processed-gene-1.54-mRNA-1_1&gene=genemark-scf7180000030480-processed-gene-1.54&CDS=1-864
1726	OG0001726	YGR044C	genemark-scf7180000030480-processed-gene-1.17-mRNA-1_1&gene=genemark-scf7180000030480-processed-gene-1.17&CDS=1-1269
1727	OG0001727	YGR046W	snap_masked-scf7180000030449-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scf7180000030449-processed-gene-0.34&CDS=1-1119
