	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034623_Pichia_norvegensis
1179	OG0001179	YER148W	genemark-flattened_line_20-processed-gene-1.75-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.75&CDS=1-900
1180	OG0001180	YER151C	snap_masked-flattened_line_138-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.14&CDS=1-1929
1181	OG0001181	YER154W	snap_masked-flattened_line_8-processed-gene-1.37-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.37&CDS=1-1182
1182	OG0001182	YER155C	snap_masked-flattened_line_50-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.125&CDS=1-6168
1183	OG0001183	YER156C	snap_masked-flattened_line_50-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.124&CDS=1-987
1184	OG0001184	YER157W	maker-flattened_line_8-snap-gene-0.91-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-0.91&CDS=1-2580
1185	OG0001185	YER162C	snap_masked-flattened_line_18-processed-gene-1.65-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.65&CDS=1-2652
1186	OG0001186	YER163C	genemark-flattened_line_18-processed-gene-1.142-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.142&CDS=1-744
1187	OG0001187	YER164W	snap_masked-flattened_line_28-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.112&CDS=1-4317
1188	OG0001188	YER165W	snap_masked-flattened_line_28-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.113&CDS=1-1845
1189	OG0001189	YER166W	snap_masked-flattened_line_0-processed-gene-1.0-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.0&CDS=1-4869
1190	OG0001190	YER168C	snap_masked-flattened_line_72-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.86&CDS=1-1551
1191	OG0001191	YER171W	genemark-flattened_line_50-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.121&CDS=1-8796
1192	OG0001192	YER175C	snap_masked-flattened_line_0-processed-gene-2.53-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.53&CDS=1-882
1193	OG0001193	YER178W	snap_masked-flattened_line_50-processed-gene-0.149-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.149&CDS=1-1212
1194	OG0001194	YER179W	maker-flattened_line_108-augustus-gene-0.95-mRNA-1_1&gene=maker-flattened_line_108-augustus-gene-0.95&CDS=1-1002
1195	OG0001195	YER182W	augustus_masked-flattened_line_50-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.7&CDS=1-819
1196	OG0001196	YFL002C	snap_masked-flattened_line_80-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.19&CDS=1-1851
1197	OG0001197	YFL003C	snap_masked-flattened_line_26-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.24&CDS=1-2658
1198	OG0001198	YFL005W	snap_masked-flattened_line_52-processed-gene-0.140-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.140&CDS=1-615
1199	OG0001199	YFL008W	snap_masked-flattened_line_18-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.48&CDS=1-3783
1200	OG0001200	YFL013C	snap_masked-flattened_line_18-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.50&CDS=1-2763
1201	OG0001201	YFL014W	snap_masked-flattened_line_182-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_182-processed-gene-0.19&CDS=1-330
1202	OG0001202	YFL016C	snap_masked-flattened_line_146-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_146-processed-gene-0.33&CDS=1-1437
1203	OG0001203	YFL018C	maker-flattened_line_32-augustus-gene-0.167-mRNA-1_1&gene=maker-flattened_line_32-augustus-gene-0.167&CDS=1-3507
1204	OG0001204	YFL022C	snap_masked-flattened_line_130-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.30&CDS=1-1482
1205	OG0001205	YFL023W	augustus_masked-flattened_line_20-processed-gene-1.198-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.198&CDS=1-2082
1206	OG0001206	YFL025C	snap_masked-flattened_line_98-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.50&CDS=1-3150
1207	OG0001207	YFL026W	snap_masked-flattened_line_98-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.52&CDS=1-1218
1208	OG0001208	YFL027C	genemark-flattened_line_26-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.130&CDS=1-1254
1209	OG0001209	YFL028C	snap_masked-flattened_line_4-processed-gene-2.93-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.93&CDS=1-819
1210	OG0001210	YFL030W	snap_masked-flattened_line_36-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.8&CDS=1-1158
1211	OG0001211	YFL031W	snap_masked-flattened_line_76-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.45&CDS=1-750
1212	OG0001212	YFL033C	genemark-flattened_line_74-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.116&CDS=1-5676
1213	OG0001213	YFL034C-B	augustus_masked-flattened_line_36-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.194&CDS=1-939
1214	OG0001214	YFL034W	maker-flattened_line_52-snap-gene-0.61-mRNA-1_1&gene=maker-flattened_line_52-snap-gene-0.61&CDS=1-3588
1215	OG0001215	YFL036W	genemark-flattened_line_36-processed-gene-0.147-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.147&CDS=1-6459
1216	OG0001216	YFL037W	snap_masked-flattened_line_76-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.40&CDS=1-1326
1217	OG0001217	YFL038C	augustus_masked-flattened_line_12-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.109&CDS=1-609
1218	OG0001218	YFL039C	snap_masked-flattened_line_12-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.22&CDS=1-1128
1219	OG0001219	YFL042C	snap_masked-flattened_line_170-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_170-processed-gene-0.25&CDS=1-2181
1220	OG0001220	YFL045C	snap_masked-flattened_line_10-processed-gene-1.38-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.38&CDS=1-753
1221	OG0001221	YFL046W	snap_masked-flattened_line_10-processed-gene-1.80-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.80&CDS=1-612
1222	OG0001222	YFL053W	snap_masked-flattened_line_34-processed-gene-0.191-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.191&CDS=1-1824
1223	OG0001223	YFL055W	snap_masked-flattened_line_90-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.112&CDS=1-1614
1224	OG0001224	YFR001W	snap_masked-flattened_line_26-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.10&CDS=1-615
1225	OG0001225	YFR002W	augustus_masked-flattened_line_144-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.1&CDS=1-1485
1226	OG0001226	YFR004W	snap_masked-flattened_line_8-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.60&CDS=1-927
1227	OG0001227	YFR005C	snap_masked-flattened_line_8-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.82&CDS=1-1266
1228	OG0001228	YFR006W	augustus_masked-flattened_line_8-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.109&CDS=1-1425
1229	OG0001229	YFR009W	snap_masked-flattened_line_10-processed-gene-1.3-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.3&CDS=1-2247
1230	OG0001230	YFR016C	snap_masked-flattened_line_14-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.71&CDS=1-2445
1231	OG0001231	YFR019W	genemark-flattened_line_110-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.91&CDS=1-6225
1232	OG0001232	YFR021W	augustus_masked-flattened_line_64-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.10&CDS=1-7083
1233	OG0001233	YFR024C-A	snap_masked-flattened_line_68-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.32&CDS=1-1242
1234	OG0001234	YFR025C	augustus_masked-flattened_line_0-processed-gene-2.263-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.263&CDS=1-2784
1235	OG0001235	YFR027W	snap_masked-flattened_line_40-processed-gene-0.140-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.140&CDS=1-777
1236	OG0001236	YFR028C	snap_masked-flattened_line_6-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.37&CDS=1-1605
1237	OG0001237	YFR029W	snap_masked-flattened_line_12-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.6&CDS=1-2007
1238	OG0001238	YFR030W	snap_masked-flattened_line_8-processed-gene-1.27-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.27&CDS=1-3072
1239	OG0001239	YFR031C	snap_masked-flattened_line_30-processed-gene-0.166-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.166&CDS=1-3507
1240	OG0001240	YFR032C-A	snap_masked-flattened_line_30-processed-gene-0.128-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.128&CDS=1-183
1241	OG0001241	YFR033C	augustus_masked-flattened_line_6-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.20&CDS=1-390
1242	OG0001242	YFR034C	snap_masked-flattened_line_56-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.80&CDS=1-1146
1243	OG0001243	YFR037C	maker-flattened_line_58-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_58-augustus-gene-0.0&CDS=1-3021
1244	OG0001244	YFR038W	snap_masked-flattened_line_58-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.114&CDS=1-2157
1245	OG0001245	YFR042W	augustus_masked-flattened_line_34-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.64&CDS=1-711
1246	OG0001246	YFR044C	snap_masked-flattened_line_168-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_168-processed-gene-0.28&CDS=1-1440
1247	OG0001247	YFR045W	snap_masked-flattened_line_82-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.102&CDS=1-1038
1248	OG0001248	YFR047C	augustus_masked-flattened_line_40-processed-gene-0.230-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.230&CDS=1-870
1249	OG0001249	YFR048W	snap_masked-flattened_line_10-processed-gene-1.43-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.43&CDS=1-2058
1250	OG0001250	YFR050C	augustus_masked-flattened_line_90-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.8&CDS=1-819
1251	OG0001251	YFR051C	snap_masked-flattened_line_10-processed-gene-1.55-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.55&CDS=1-1605
1252	OG0001252	YFR052W	snap_masked-flattened_line_48-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.83&CDS=1-819
1253	OG0001253	YGL001C	snap_masked-flattened_line_64-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.114&CDS=1-1056
1254	OG0001254	YGL003C	genemark-flattened_line_108-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.0&CDS=1-1638
1255	OG0001255	YGL004C	augustus_masked-flattened_line_2-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.7&CDS=1-1230
1256	OG0001256	YGL006W	snap_masked-flattened_line_2-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.94&CDS=1-3612
1257	OG0001257	YGL009C	snap_masked-flattened_line_18-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.66&CDS=1-2292
1258	OG0001258	YGL010W	snap_masked-flattened_line_80-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.37&CDS=1-504
1259	OG0001259	YGL011C	snap_masked-flattened_line_8-processed-gene-1.75-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.75&CDS=1-756
1260	OG0001260	YGL012W	snap_masked-flattened_line_8-processed-gene-1.43-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.43&CDS=1-1371
1261	OG0001261	YGL014W	snap_masked-flattened_line_136-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.24&CDS=1-2532
1262	OG0001262	YGL016W	snap_masked-flattened_line_2-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.93&CDS=1-3027
1263	OG0001263	YGL017W	snap_masked-flattened_line_84-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.52&CDS=1-834
1264	OG0001264	YGL018C	snap_masked-flattened_line_60-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.53&CDS=1-525
1265	OG0001265	YGL019W	snap_masked-flattened_line_76-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.84&CDS=1-951
1266	OG0001266	YGL022W	snap_masked-flattened_line_138-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.5&CDS=1-2235
1267	OG0001267	YGL023C	snap_masked-flattened_line_138-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.0&CDS=1-1437
1268	OG0001268	YGL026C	snap_masked-flattened_line_6-processed-gene-1.153-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.153&CDS=1-2091
1269	OG0001269	YGL027C	maker-flattened_line_6-augustus-gene-1.82-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-1.82&CDS=1-2478
1270	OG0001270	YGL028C	snap_masked-flattened_line_80-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.16&CDS=1-1989
1271	OG0001271	YGL030W	augustus_masked-flattened_line_80-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.162&CDS=1-321
1272	OG0001272	YGL037C	augustus_masked-flattened_line_22-processed-gene-0.257-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.257&CDS=1-1182
1273	OG0001273	YGL040C	snap_masked-flattened_line_100-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.8&CDS=1-1035
1274	OG0001274	YGL043W	genemark-flattened_line_116-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.60&CDS=1-954
1275	OG0001275	YGL047W	snap_masked-flattened_line_26-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.3&CDS=1-399
1276	OG0001276	YGL048C	snap_masked-flattened_line_68-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.22&CDS=1-1194
1277	OG0001277	YGL050W	augustus_masked-flattened_line_70-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.34&CDS=1-873
1278	OG0001278	YGL054C	snap_masked-flattened_line_20-processed-gene-1.51-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.51&CDS=1-414
1279	OG0001279	YGL055W	augustus_masked-flattened_line_56-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.53&CDS=1-1470
1280	OG0001280	YGL058W	snap_masked-flattened_line_40-processed-gene-0.157-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.157&CDS=1-606
1281	OG0001281	YGL059W	augustus_masked-flattened_line_22-processed-gene-0.240-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.240&CDS=1-1368
1282	OG0001282	YGL064C	snap_masked-flattened_line_88-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.9&CDS=1-1560
1283	OG0001283	YGL065C	augustus_masked-flattened_line_74-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.43&CDS=1-1371
1284	OG0001284	YGL067W	snap_masked-flattened_line_12-processed-gene-1.111-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.111&CDS=1-1254
1285	OG0001285	YGL068W	snap_masked-flattened_line_80-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.72&CDS=1-525
1286	OG0001286	YGL070C	snap_masked-flattened_line_80-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.40&CDS=1-306
1287	OG0001287	YGL073W	genemark-flattened_line_90-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.74&CDS=1-2223
1288	OG0001288	YGL078C	snap_masked-flattened_line_44-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.74&CDS=1-1524
1289	OG0001289	YGL080W	snap_masked-flattened_line_30-processed-gene-0.167-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.167&CDS=1-354
1290	OG0001290	YGL083W	snap_masked-flattened_line_70-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.72&CDS=1-2418
1291	OG0001291	YGL084C	snap_masked-flattened_line_26-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.91&CDS=1-1710
1292	OG0001292	YGL085W	snap_masked-flattened_line_26-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.42&CDS=1-684
1293	OG0001293	YGL087C	snap_masked-flattened_line_126-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_126-processed-gene-0.21&CDS=1-411
1294	OG0001294	YGL091C	snap_masked-flattened_line_12-processed-gene-1.123-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.123&CDS=1-1026
1295	OG0001295	YGL092W	snap_masked-flattened_line_12-processed-gene-1.78-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.78&CDS=1-3723
1296	OG0001296	YGL094C	snap_masked-flattened_line_2-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.106&CDS=1-3360
1297	OG0001297	YGL095C	snap_masked-flattened_line_2-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.107&CDS=1-1758
1298	OG0001298	YGL097W	snap_masked-flattened_line_12-processed-gene-1.101-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.101&CDS=1-1479
1299	OG0001299	YGL098W	snap_masked-flattened_line_68-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.13&CDS=1-768
1300	OG0001300	YGL099W	snap_masked-flattened_line_32-processed-gene-0.157-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.157&CDS=1-2178
1301	OG0001301	YGL100W	snap_masked-flattened_line_4-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.63&CDS=1-966
1302	OG0001302	YGL106W	augustus_masked-flattened_line_4-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.16&CDS=1-426
1303	OG0001303	YGL110C	snap_masked-flattened_line_4-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.86&CDS=1-1983
1304	OG0001304	YGL111W	snap_masked-flattened_line_4-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.93&CDS=1-1308
1305	OG0001305	YGL112C	maker-flattened_line_20-augustus-gene-0.147-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-0.147&CDS=1-3318
1306	OG0001306	YGL114W	augustus_masked-flattened_line_38-processed-gene-0.202-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.202&CDS=1-3042
1307	OG0001307	YGL119W	genemark-flattened_line_178-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_178-processed-gene-0.14&CDS=1-1686
1308	OG0001308	YGL120C	snap_masked-flattened_line_28-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.145&CDS=1-2268
1309	OG0001309	YGL122C	augustus_masked-flattened_line_100-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.99&CDS=1-3318
1310	OG0001310	YGL123W	snap_masked-flattened_line_100-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.14&CDS=1-732
1311	OG0001311	YGL124C	snap_masked-flattened_line_190-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_190-processed-gene-0.7&CDS=1-2007
1312	OG0001312	YGL125W	snap_masked-flattened_line_22-processed-gene-0.155-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.155&CDS=1-1842
1313	OG0001313	YGL126W	snap_masked-flattened_line_106-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.42&CDS=1-855
1314	OG0001314	YGL127C	snap_masked-flattened_line_80-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.27&CDS=1-441
1315	OG0001315	YGL129C	snap_masked-flattened_line_12-processed-gene-1.143-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.143&CDS=1-1383
1316	OG0001316	YGL130W	snap_masked-flattened_line_12-processed-gene-1.109-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.109&CDS=1-1446
1317	OG0001317	YGL131C	snap_masked-flattened_line_12-processed-gene-1.142-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.142&CDS=1-5070
1318	OG0001318	YGL136C	augustus_masked-flattened_line_32-processed-gene-0.215-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.215&CDS=1-948
1319	OG0001319	YGL137W	snap_masked-flattened_line_32-processed-gene-0.162-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.162&CDS=1-2652
1320	OG0001320	YGL141W	snap_masked-flattened_line_30-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.107&CDS=1-3030
1321	OG0001321	YGL142C	snap_masked-flattened_line_28-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.94&CDS=1-1557
1322	OG0001322	YGL143C	maker-flattened_line_36-snap-gene-0.162-mRNA-1_1&gene=maker-flattened_line_36-snap-gene-0.162&CDS=1-1245
1323	OG0001323	YGL148W	snap_masked-flattened_line_150-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_150-processed-gene-0.3&CDS=1-1122
1324	OG0001324	YGL150C	genemark-flattened_line_8-processed-gene-1.107-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.107&CDS=1-3879
1325	OG0001325	YGL153W	snap_masked-flattened_line_8-processed-gene-1.63-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.63&CDS=1-1137
1326	OG0001326	YGL154C	snap_masked-flattened_line_100-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.21&CDS=1-831
1327	OG0001327	YGL156W	snap_masked-flattened_line_100-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.16&CDS=1-3381
1328	OG0001328	YGL159W	snap_masked-flattened_line_46-processed-gene-0.175-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.175&CDS=1-1023
1329	OG0001329	YGL160W	augustus_masked-flattened_line_18-processed-gene-1.177-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.177&CDS=1-1719
1330	OG0001330	YGL161C	snap_masked-flattened_line_58-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.119&CDS=1-879
1331	OG0001331	YGL166W	snap_masked-flattened_line_10-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.41&CDS=1-2139
1332	OG0001332	YGL167C	snap_masked-flattened_line_12-processed-gene-1.72-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.72&CDS=1-2820
1333	OG0001333	YGL169W	augustus_masked-flattened_line_8-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.112&CDS=1-1122
1334	OG0001334	YGL171W	snap_masked-flattened_line_22-processed-gene-0.171-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.171&CDS=1-1689
1335	OG0001335	YGL172W	snap_masked-flattened_line_144-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.30&CDS=1-1779
1336	OG0001336	YGL173C	snap_masked-flattened_line_144-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.37&CDS=1-4635
1337	OG0001337	YGL174W	snap_masked-flattened_line_144-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.29&CDS=1-783
1338	OG0001338	YGL178W	snap_masked-flattened_line_114-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.27&CDS=1-1773
1339	OG0001339	YGL179C	snap_masked-flattened_line_48-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.73&CDS=1-3375
1340	OG0001340	YGL180W	augustus_masked-flattened_line_150-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.33&CDS=1-2535
1341	OG0001341	YGL181W	snap_masked-flattened_line_150-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_150-processed-gene-0.5&CDS=1-1497
1342	OG0001342	YGL183C	maker-flattened_line_4-snap-gene-1.53-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-1.53&CDS=1-1857
1343	OG0001343	YGL184C	augustus_masked-flattened_line_82-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.34&CDS=1-1170
1344	OG0001344	YGL186C	snap_masked-flattened_line_10-processed-gene-1.47-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.47&CDS=1-1686
1345	OG0001345	YGL190C	snap_masked-flattened_line_18-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.44&CDS=1-1404
