	OrthologID	Naumovozyma_dairenensis	Saccharomyces_cerevisiae
1679	OG0001679	augustus_masked-NC_016481.1-processed-gene-7.38-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-7.38&CDS=1-9189	YHR165C
1680	OG0001680	augustus_masked-NC_016481.1-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-7.17&CDS=1-804	YHR167W
1681	OG0001681	genemark-NC_016481.1-processed-gene-7.58-mRNA-1_1&gene=genemark-NC_016481.1-processed-gene-7.58&CDS=1-3048	YHR170W
1682	OG0001682	augustus_masked-NC_016481.1-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-7.20&CDS=1-2016	YHR171W
1683	OG0001683	augustus_masked-NC_016481.1-processed-gene-7.39-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-7.39&CDS=1-789	YGR253C
1684	OG0001684	augustus_masked-NC_016481.1-processed-gene-7.21-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-7.21&CDS=1-2394	YHR172W
1685	OG0001685	augustus_masked-NC_016481.1-processed-gene-7.23-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-7.23&CDS=1-546	YHR175W
1686	OG0001686	augustus_masked-NC_016481.1-processed-gene-8.43-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.43&CDS=1-1293	YHR176W
1687	OG0001687	augustus_masked-NC_016481.1-processed-gene-8.44-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.44&CDS=1-2328	YHR178W
1688	OG0001688	augustus_masked-NC_016481.1-processed-gene-8.46-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.46&CDS=1-681	YHR181W
1689	OG0001689	snap_masked-NC_016481.1-processed-gene-8.96-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-8.96&CDS=1-2493	YHR182W
1690	OG0001690	augustus_masked-NC_016481.1-processed-gene-8.48-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.48&CDS=1-1467	YHR183W
1691	OG0001691	snap_masked-NC_016481.1-processed-gene-8.98-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-8.98&CDS=1-1644	YHR184W
1692	OG0001692	snap_masked-NC_016481.1-processed-gene-8.117-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-8.117&CDS=1-750	YHR185C
1693	OG0001693	augustus_masked-NC_016481.1-processed-gene-8.69-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.69&CDS=1-4674	YHR186C
1694	OG0001694	augustus_masked-NC_016481.1-processed-gene-8.51-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.51&CDS=1-912	YHR187W
1695	OG0001695	augustus_masked-NC_016481.1-processed-gene-8.70-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.70&CDS=1-1914	YHR188C
1696	OG0001696	augustus_masked-NC_016481.1-processed-gene-8.52-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.52&CDS=1-2916	YMR288W
1697	OG0001697	snap_masked-NC_016481.1-processed-gene-8.102-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-8.102&CDS=1-1122	YMR289W
1698	OG0001698	augustus_masked-NC_016481.1-processed-gene-8.71-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.71&CDS=1-2244	YGR264C
1699	OG0001699	augustus_masked-NC_016481.1-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.72&CDS=1-1557	YMR290C
1700	OG0001700	snap_masked-NC_016481.1-processed-gene-8.103-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-8.103&CDS=1-2511	YMR291W
1701	OG0001701	genemark-NC_016481.1-processed-gene-8.30-mRNA-1_1&gene=genemark-NC_016481.1-processed-gene-8.30&CDS=1-1818	YMR293C
1702	OG0001702	snap_masked-NC_016481.1-processed-gene-8.104-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-8.104&CDS=1-1209	YMR294W
1703	OG0001703	augustus_masked-NC_016481.1-processed-gene-8.74-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.74&CDS=1-585	YMR295C
1704	OG0001704	augustus_masked-NC_016481.1-processed-gene-8.75-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.75&CDS=1-1665	YMR296C
1705	OG0001705	augustus_masked-NC_016481.1-processed-gene-8.56-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.56&CDS=1-1605	YMR297W
1706	OG0001706	augustus_masked-NC_016481.1-processed-gene-8.76-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.76&CDS=1-3366	YGR274C
1707	OG0001707	augustus_masked-NC_016481.1-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.58&CDS=1-1080	YJL006C
1708	OG0001708	augustus_masked-NC_016481.1-processed-gene-8.77-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.77&CDS=1-996	YJL031C
1709	OG0001709	augustus_masked-NC_016481.1-processed-gene-8.78-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.78&CDS=1-2652	YJL029C
1710	OG0001710	augustus_masked-NC_016481.1-processed-gene-8.59-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.59&CDS=1-1713	YJL008C
1711	OG0001711	augustus_masked-NC_016481.1-processed-gene-8.60-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.60&CDS=1-2031	YJL010C
1712	OG0001712	augustus_masked-NC_016481.1-processed-gene-8.79-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.79&CDS=1-645	YKL142W
1713	OG0001713	augustus_masked-NC_016481.1-processed-gene-8.80-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.80&CDS=1-1449	YKL143W
1714	OG0001714	augustus_masked-NC_016481.1-processed-gene-8.61-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.61&CDS=1-675	YKL144C
1715	OG0001715	augustus_masked-NC_016481.1-processed-gene-8.81-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.81&CDS=1-3552	YKL145W
1716	OG0001716	augustus_masked-NC_016481.1-processed-gene-8.63-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.63&CDS=1-1926	YKL148C
1717	OG0001717	augustus_masked-NC_016481.1-processed-gene-8.64-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.64&CDS=1-1410	YKL149C
1718	OG0001718	maker-NC_016481.1-snap-gene-8.139-mRNA-1_1&gene=maker-NC_016481.1-snap-gene-8.139&CDS=1-1653	YKL150W
1719	OG0001719	augustus_masked-NC_016481.1-processed-gene-8.65-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.65&CDS=1-1035	YKL151C
1720	OG0001720	augustus_masked-NC_016481.1-processed-gene-8.66-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.66&CDS=1-744	YKL152C
1721	OG0001721	augustus_masked-NC_016481.1-processed-gene-8.83-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.83&CDS=1-753	YKL154W
1722	OG0001722	augustus_masked-NC_016481.1-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.67&CDS=1-1821	YKL155C
1723	OG0001723	augustus_masked-NC_016481.1-processed-gene-8.86-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-8.86&CDS=1-624	YKL159C
1724	OG0001724	augustus_masked-NC_016481.1-processed-gene-9.0-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.0&CDS=1-2586	YKL157W
1725	OG0001725	augustus_masked-NC_016481.1-processed-gene-9.1-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.1&CDS=1-930	YKL107W
1726	OG0001726	augustus_masked-NC_016481.1-processed-gene-9.3-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.3&CDS=1-930	YDR288W
1727	OG0001727	augustus_masked-NC_016481.1-processed-gene-9.19-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.19&CDS=1-873	YDR287W
1728	OG0001728	augustus_masked-NC_016481.1-processed-gene-9.4-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.4&CDS=1-363	YDR286C
1729	OG0001729	augustus_masked-NC_016481.1-processed-gene-9.20-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.20&CDS=1-2718	YDR285W
1730	OG0001730	augustus_masked-NC_016481.1-processed-gene-9.5-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.5&CDS=1-927	YDR284C
1731	OG0001731	augustus_masked-NC_016481.1-processed-gene-9.6-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.6&CDS=1-4968	YDR283C
1732	OG0001732	augustus_masked-NC_016481.1-processed-gene-9.21-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.21&CDS=1-1110	YDR289C
1733	OG0001733	augustus_masked-NC_016481.1-processed-gene-9.7-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.7&CDS=1-3189	YDR291W
1734	OG0001734	augustus_masked-NC_016481.1-processed-gene-9.22-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.22&CDS=1-1833	YDR292C
1735	OG0001735	augustus_masked-NC_016481.1-processed-gene-9.23-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.23&CDS=1-1176	YHR040W
1736	OG0001736	augustus_masked-NC_016481.1-processed-gene-9.24-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.24&CDS=1-3780	YDR293C
1737	OG0001737	augustus_masked-NC_016481.1-processed-gene-9.25-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.25&CDS=1-1875	YDR294C
1738	OG0001738	augustus_masked-NC_016481.1-processed-gene-9.26-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.26&CDS=1-2280	YDR295C
1739	OG0001739	augustus_masked-NC_016481.1-processed-gene-9.8-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.8&CDS=1-699	YDR296W
1740	OG0001740	genemark-NC_016481.1-processed-gene-9.70-mRNA-1_1&gene=genemark-NC_016481.1-processed-gene-9.70&CDS=1-678	YDR298C
1741	OG0001741	augustus_masked-NC_016481.1-processed-gene-9.9-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.9&CDS=1-1680	YDR299W
1742	OG0001742	augustus_masked-NC_016481.1-processed-gene-9.28-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.28&CDS=1-1068	YDR279W
1743	OG0001743	augustus_masked-NC_016481.1-processed-gene-9.29-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.29&CDS=1-1284	YDR300C
1744	OG0001744	augustus_masked-NC_016481.1-processed-gene-9.10-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.10&CDS=1-4164	YDR301W
1745	OG0001745	augustus_masked-NC_016481.1-processed-gene-9.31-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.31&CDS=1-1341	YMR220W
1746	OG0001746	augustus_masked-NC_016481.1-processed-gene-9.12-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.12&CDS=1-642	YDR302W
1747	OG0001747	augustus_masked-NC_016481.1-processed-gene-9.32-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.32&CDS=1-2454	YDR303C
1748	OG0001748	snap_masked-NC_016481.1-processed-gene-9.125-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-9.125&CDS=1-576	YDR305C
1749	OG0001749	augustus_masked-NC_016481.1-processed-gene-9.35-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.35&CDS=1-1575	YDR306C
1750	OG0001750	augustus_masked-NC_016481.1-processed-gene-9.13-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.13&CDS=1-2169	YDR307W
1751	OG0001751	augustus_masked-NC_016481.1-processed-gene-9.36-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.36&CDS=1-606	YDR308C
1752	OG0001752	augustus_masked-NC_016481.1-processed-gene-9.14-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.14&CDS=1-990	YDR313C
1753	OG0001753	augustus_masked-NC_016481.1-processed-gene-9.15-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.15&CDS=1-1512	YHR065C
1754	OG0001754	snap_masked-NC_016481.1-processed-gene-9.130-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-9.130&CDS=1-3375	YDR310C
1755	OG0001755	snap_masked-NC_016481.1-processed-gene-9.131-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-9.131&CDS=1-954	YDR315C
1756	OG0001756	augustus_masked-NC_016481.1-processed-gene-9.16-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.16&CDS=1-1392	YDR316W
1757	OG0001757	augustus_masked-NC_016481.1-processed-gene-9.17-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.17&CDS=1-720	YHR071W
1758	OG0001758	genemark-NC_016481.1-processed-gene-9.84-mRNA-1_1&gene=genemark-NC_016481.1-processed-gene-9.84&CDS=1-777	YDR319C
1759	OG0001759	augustus_masked-NC_016481.1-processed-gene-9.42-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.42&CDS=1-2118	YDR320C
1760	OG0001760	genemark-NC_016481.1-processed-gene-9.86-mRNA-1_1&gene=genemark-NC_016481.1-processed-gene-9.86&CDS=1-324	YDR320C-A
1761	OG0001761	augustus_masked-NC_016481.1-processed-gene-9.18-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-9.18&CDS=1-1176	YDR321W
1762	OG0001762	augustus_masked-NC_016481.1-processed-gene-10.40-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.40&CDS=1-1110	YDR322W
1763	OG0001763	augustus_masked-NC_016481.1-processed-gene-10.42-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.42&CDS=1-1770	YDR323C
1764	OG0001764	augustus_masked-NC_016481.1-processed-gene-10.43-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.43&CDS=1-2313	YDR324C
1765	OG0001765	augustus_masked-NC_016481.1-processed-gene-10.41-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.41&CDS=1-3117	YDR325W
1766	OG0001766	augustus_masked-NC_016481.1-processed-gene-10.59-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.59&CDS=1-4299	YDR326C
1767	OG0001767	augustus_masked-NC_016481.1-processed-gene-10.60-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.60&CDS=1-549	YDR328C
1768	OG0001768	augustus_masked-NC_016481.1-processed-gene-10.61-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.61&CDS=1-1404	YDR329C
1769	OG0001769	augustus_masked-NC_016481.1-processed-gene-10.44-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.44&CDS=1-1566	YDR330W
1770	OG0001770	augustus_masked-NC_016481.1-processed-gene-10.45-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.45&CDS=1-1185	YDR331W
1771	OG0001771	genemark-NC_016481.1-processed-gene-10.82-mRNA-1_1&gene=genemark-NC_016481.1-processed-gene-10.82&CDS=1-2004	YDR332W
1772	OG0001772	genemark-NC_016481.1-processed-gene-10.83-mRNA-1_1&gene=genemark-NC_016481.1-processed-gene-10.83&CDS=1-1869	YHR084W
1773	OG0001773	augustus_masked-NC_016481.1-processed-gene-10.62-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.62&CDS=1-2181	YDR333C
1774	OG0001774	augustus_masked-NC_016481.1-processed-gene-10.47-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.47&CDS=1-1002	YHR085W
1775	OG0001775	augustus_masked-NC_016481.1-processed-gene-10.48-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.48&CDS=1-4512	YDR334W
1776	OG0001776	augustus_masked-NC_016481.1-processed-gene-10.49-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.49&CDS=1-1008	YDR336W
1777	OG0001777	augustus_masked-NC_016481.1-processed-gene-10.50-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.50&CDS=1-783	YDR337W
1778	OG0001778	augustus_masked-NC_016481.1-processed-gene-10.64-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.64&CDS=1-2055	YDR338C
1779	OG0001779	augustus_masked-NC_016481.1-processed-gene-10.65-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.65&CDS=1-567	YDR339C
1780	OG0001780	augustus_masked-NC_016481.1-processed-gene-10.68-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.68&CDS=1-1362	YDR346C
1781	OG0001781	augustus_masked-NC_016481.1-processed-gene-10.51-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.51&CDS=1-816	YDR347W
1782	OG0001782	augustus_masked-NC_016481.1-processed-gene-10.69-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.69&CDS=1-1491	YDR348C
1783	OG0001783	augustus_masked-NC_016481.1-processed-gene-10.70-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.70&CDS=1-1827	YDR349C
1784	OG0001784	augustus_masked-NC_016481.1-processed-gene-10.52-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.52&CDS=1-11265	YHR099W
1785	OG0001785	snap_masked-NC_016481.1-processed-gene-10.32-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-10.32&CDS=1-2331	YDR350C
1786	OG0001786	augustus_masked-NC_016481.1-processed-gene-10.54-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.54&CDS=1-966	YDR352W
1787	OG0001787	augustus_masked-NC_016481.1-processed-gene-10.72-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.72&CDS=1-2148	YDR194C
1788	OG0001788	maker-NC_016481.1-snap-gene-10.38-mRNA-1_1&gene=maker-NC_016481.1-snap-gene-10.38&CDS=1-1413	YDR195W
1789	OG0001789	augustus_masked-NC_016481.1-processed-gene-10.73-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.73&CDS=1-756	YDR196C
1790	OG0001790	snap_masked-NC_016481.1-processed-gene-10.19-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-10.19&CDS=1-1161	YDR197W
1791	OG0001791	augustus_masked-NC_016481.1-processed-gene-10.74-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.74&CDS=1-1416	YDR198C
1792	OG0001792	genemark-NC_016481.1-processed-gene-10.111-mRNA-1_1&gene=genemark-NC_016481.1-processed-gene-10.111&CDS=1-1611	YDR200C
1793	OG0001793	augustus_masked-NC_016481.1-processed-gene-10.58-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-10.58&CDS=1-480	YDR201W
1794	OG0001794	augustus_masked-NC_016481.1-processed-gene-11.39-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-11.39&CDS=1-1023	YDR204W
1795	OG0001795	augustus_masked-NC_016481.1-processed-gene-11.40-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-11.40&CDS=1-2439	YDR205W
1796	OG0001796	snap_masked-NC_016481.1-processed-gene-11.3-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-11.3&CDS=1-3102	YDR206W
1797	OG0001797	augustus_masked-NC_016481.1-processed-gene-11.62-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-11.62&CDS=1-3099	YDR207C
1798	OG0001798	augustus_masked-NC_016481.1-processed-gene-11.43-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-11.43&CDS=1-2781	YDR208W
1799	OG0001799	augustus_masked-NC_016481.1-processed-gene-11.45-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-11.45&CDS=1-2169	YDR211W
1800	OG0001800	augustus_masked-NC_016481.1-processed-gene-11.46-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-11.46&CDS=1-573	YLR229C
1801	OG0001801	augustus_masked-NC_016481.1-processed-gene-11.47-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-11.47&CDS=1-1677	YDR212W
1802	OG0001802	augustus_masked-NC_016481.1-processed-gene-11.49-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-11.49&CDS=1-1068	YDR214W
1803	OG0001803	augustus_masked-NC_016481.1-processed-gene-11.50-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-11.50&CDS=1-4050	YDR216W
1804	OG0001804	snap_masked-NC_016481.1-processed-gene-11.27-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-11.27&CDS=1-3723	YDR217C
1805	OG0001805	augustus_masked-NC_016481.1-processed-gene-11.64-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-11.64&CDS=1-1215	YDR218C
1806	OG0001806	snap_masked-NC_016481.1-processed-gene-11.29-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-11.29&CDS=1-1611	YDR219C
1807	OG0001807	augustus_masked-NC_016481.1-processed-gene-11.51-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-11.51&CDS=1-2121	YDR221W
1808	OG0001808	augustus_masked-NC_016481.1-processed-gene-11.66-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-11.66&CDS=1-954	YLR220W
1809	OG0001809	augustus_masked-NC_016481.1-processed-gene-11.54-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-11.54&CDS=1-657	YDR226W
1810	OG0001810	snap_masked-NC_016481.1-processed-gene-11.19-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-11.19&CDS=1-4899	YDR227W
1811	OG0001811	augustus_masked-NC_016481.1-processed-gene-11.68-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-11.68&CDS=1-1941	YDR228C
1812	OG0001812	augustus_masked-NC_016481.1-processed-gene-11.57-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-11.57&CDS=1-1758	YDR229W
1813	OG0001813	genemark-NC_016481.1-processed-gene-11.103-mRNA-1_1&gene=genemark-NC_016481.1-processed-gene-11.103&CDS=1-594	YDR231C
1814	OG0001814	augustus_masked-NC_016481.1-processed-gene-11.58-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-11.58&CDS=1-1611	YDR232W
1815	OG0001815	augustus_masked-NC_016481.1-processed-gene-11.70-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-11.70&CDS=1-945	YDR233C
1816	OG0001816	augustus_masked-NC_016481.1-processed-gene-11.59-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-11.59&CDS=1-2067	YDR234W
1817	OG0001817	augustus_masked-NC_016481.1-processed-gene-11.60-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-11.60&CDS=1-1632	YDR235W
1818	OG0001818	augustus_masked-NC_016481.1-processed-gene-11.71-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-11.71&CDS=1-564	YDR236C
1819	OG0001819	augustus_masked-NC_016481.1-processed-gene-11.61-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-11.61&CDS=1-870	YDR237W
1820	OG0001820	augustus_masked-NC_016481.1-processed-gene-11.72-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-11.72&CDS=1-2919	YDR238C
1821	OG0001821	snap_masked-NC_016481.1-processed-gene-11.35-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-11.35&CDS=1-2508	YDR239C
1822	OG0001822	snap_masked-NC_016481.1-processed-gene-11.36-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-11.36&CDS=1-1464	YDR240C
1823	OG0001823	augustus_masked-NC_016481.1-processed-gene-11.75-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-11.75&CDS=1-459	YDL208W
1824	OG0001824	augustus_masked-NC_016481.1-processed-gene-12.47-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.47&CDS=1-1683	YDR242W
1825	OG0001825	augustus_masked-NC_016481.1-processed-gene-12.52-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.52&CDS=1-1884	YDR243C
1826	OG0001826	augustus_masked-NC_016481.1-processed-gene-12.48-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.48&CDS=1-1770	YDR244W
1827	OG0001827	augustus_masked-NC_016481.1-processed-gene-12.49-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.49&CDS=1-1215	YDR245W
1828	OG0001828	augustus_masked-NC_016481.1-processed-gene-12.50-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.50&CDS=1-654	YDR246W
1829	OG0001829	augustus_masked-NC_016481.1-processed-gene-12.71-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.71&CDS=1-570	YDR248C
1830	OG0001830	snap_masked-NC_016481.1-processed-gene-12.122-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-12.122&CDS=1-972	YDR249C
1831	OG0001831	augustus_masked-NC_016481.1-processed-gene-12.54-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.54&CDS=1-471	YPL037C
1832	OG0001832	augustus_masked-NC_016481.1-processed-gene-12.74-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.74&CDS=1-1353	YDR255C
1833	OG0001833	augustus_masked-NC_016481.1-processed-gene-12.75-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.75&CDS=1-1521	YDR256C
1834	OG0001834	augustus_masked-NC_016481.1-processed-gene-12.55-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.55&CDS=1-1506	YPL049C
1835	OG0001835	augustus_masked-NC_016481.1-processed-gene-12.76-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.76&CDS=1-1671	YDR481C
1836	OG0001836	augustus_masked-NC_016481.1-processed-gene-12.77-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.77&CDS=1-489	YDR482C
1837	OG0001837	augustus_masked-NC_016481.1-processed-gene-12.58-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.58&CDS=1-1137	YBR155W
1838	OG0001838	augustus_masked-NC_016481.1-processed-gene-12.78-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.78&CDS=1-2271	YBR156C
1839	OG0001839	snap_masked-NC_016481.1-processed-gene-12.129-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-12.129&CDS=1-894	YBR157C
1840	OG0001840	augustus_masked-NC_016481.1-processed-gene-12.59-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.59&CDS=1-1638	YBR158W
1841	OG0001841	maker-NC_016481.1-snap-gene-12.92-mRNA-1_1&gene=maker-NC_016481.1-snap-gene-12.92&CDS=1-1866	YBR160W
1842	OG0001842	augustus_masked-NC_016481.1-processed-gene-12.80-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.80&CDS=1-1395	YBR162C
