	OrthologID	Candida_homilentoma	Saccharomyces_cerevisiae
1872	OG0001872	-processed-gene-1.62-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-1.62&CDS=1-1263	YOR201C
1873	OG0001873	-snap-gene-1.2-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-snap-gene-1.2&CDS=1-1254	YHR016C
1874	OG0001874	-processed-gene-1.65-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-1.65&CDS=1-735	YPL051W
1875	OG0001875	-processed-gene-2.58-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-2.58&CDS=1-270	YJR135W-A
1876	OG0001876	-processed-gene-2.61-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-2.61&CDS=1-1086	YDL055C
1877	OG0001877	-processed-gene-2.84-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-2.84&CDS=1-1482	YDL054C
1878	OG0001878	-processed-gene-2.85-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-2.85&CDS=1-1029	YLR377C
1879	OG0001879	-processed-gene-2.62-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-2.62&CDS=1-1437	YLR378C
1880	OG0001880	-processed-gene-2.65-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-2.65&CDS=1-759	YJR144W
1881	OG0001881	-processed-gene-2.66-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-2.66&CDS=1-513	YGR082W
1882	OG0001882	-processed-gene-2.68-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-2.68&CDS=1-1080	YJR139C
1883	OG0001883	-processed-gene-2.87-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-2.87&CDS=1-4773	YJR138W
1884	OG0001884	-processed-gene-2.89-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-2.89&CDS=1-4752	YAL024C
1885	OG0001885	-processed-gene-2.71-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-2.71&CDS=1-3864	YPR103W
1886	OG0001886	-processed-gene-2.91-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-2.91&CDS=1-333	YPR094W
1887	OG0001887	-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-2.132&CDS=1-1053	YGR080W
1888	OG0001888	-processed-gene-2.94-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-2.94&CDS=1-927	YGR086C
1889	OG0001889	-snap-gene-2.6-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-snap-gene-2.6&CDS=1-3501	YOR014W
1890	OG0001890	-snap-gene-2.7-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-snap-gene-2.7&CDS=1-1563	YML056C
1891	OG0001891	-processed-gene-2.79-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-2.79&CDS=1-540	YOR367W
1892	OG0001892	-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-2.118&CDS=1-924	YAL025C
1893	OG0001893	-processed-gene-2.81-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-2.81&CDS=1-642	YLR293C
1894	OG0001894	-processed-gene-2.96-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-2.96&CDS=1-396	YLR298C
1895	OG0001895	-processed-gene-2.82-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-2.82&CDS=1-318	YLR295C
1896	OG0001896	-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-2.139&CDS=1-516	YLR281C
1897	OG0001897	-processed-gene-3.51-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-3.51&CDS=1-2175	YLR274W
1898	OG0001898	-augustus-gene-3.154-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-augustus-gene-3.154&CDS=1-3783	YLR277C
1899	OG0001899	-snap-gene-3.149-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-snap-gene-3.149&CDS=1-3141	YLR289W
1900	OG0001900	-processed-gene-3.57-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-3.57&CDS=1-1734	YER086W
1901	OG0001901	-processed-gene-3.58-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-3.58&CDS=1-1212	YGR058W
1902	OG0001902	-processed-gene-3.64-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-3.64&CDS=1-1092	YMR228W
1903	OG0001903	-snap-gene-3.151-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-snap-gene-3.151&CDS=1-2181	YMR061W
1904	OG0001904	-processed-gene-3.66-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-3.66&CDS=1-1059	YMR060C
1905	OG0001905	-processed-gene-3.67-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-3.67&CDS=1-1368	YKL077W
1906	OG0001906	-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-3.14&CDS=1-1542	YKL175W
1907	OG0001907	-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-3.16&CDS=1-1257	YMR243C
1908	OG0001908	-processed-gene-3.71-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-3.71&CDS=1-636	YFL010C
1909	OG0001909	-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-3.39&CDS=1-618	YFL005W
1910	OG0001910	-augustus-gene-3.159-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-augustus-gene-3.159&CDS=1-4575	YLR060W
1911	OG0001911	-processed-gene-3.73-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-3.73&CDS=1-975	YLR063W
1912	OG0001912	-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-3.42&CDS=1-1083	YPL015C
1913	OG0001913	-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-3.20&CDS=1-3186	YPL009C
1914	OG0001914	-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-3.24&CDS=1-1905	YKR093W
1915	OG0001915	-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-3.43&CDS=1-978	YNL229C
1916	OG0001916	-processed-gene-3.79-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-3.79&CDS=1-888	YLR126C
1917	OG0001917	-augustus-gene-3.156-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-augustus-gene-3.156&CDS=1-924	YIL061C
1918	OG0001918	-processed-gene-3.81-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-3.81&CDS=1-1149	YIL063C
1919	OG0001919	-processed-gene-3.96-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-3.96&CDS=1-738	YIL064W
1920	OG0001920	-processed-gene-3.82-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-3.82&CDS=1-1269	YBR195C
1921	OG0001921	-processed-gene-3.97-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-3.97&CDS=1-1050	YPL078C
1922	OG0001922	-processed-gene-3.83-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-3.83&CDS=1-858	YKR060W
1923	OG0001923	-processed-gene-3.84-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-3.84&CDS=1-1800	YKL174C
1924	OG0001924	-processed-gene-4.0-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-4.0&CDS=1-462	YJL143W
1925	OG0001925	-processed-gene-4.1-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-4.1&CDS=1-2103	YJL141C
1926	OG0001926	-processed-gene-4.2-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-4.2&CDS=1-570	YJL140W
1927	OG0001927	-processed-gene-4.109-mRNA-1_1&gene=genemark-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-4.109&CDS=1-1149	YGL250W
1928	OG0001928	-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-4.79&CDS=1-2739	YJL176C
1929	OG0001929	-processed-gene-4.7-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-4.7&CDS=1-285	YJL166W
1930	OG0001930	-processed-gene-4.31-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-4.31&CDS=1-1053	YJL167W
1931	OG0001931	-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-4.84&CDS=1-618	YOL114C
1932	OG0001932	-processed-gene-4.8-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-4.8&CDS=1-537	YOL149W
1933	OG0001933	-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-4.60&CDS=1-2436	YOL148C
1934	OG0001934	-processed-gene-4.10-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-4.10&CDS=1-678	YCR020C
1935	OG0001935	-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-4.89&CDS=1-945	YBR037C
1936	OG0001936	-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-4.63&CDS=1-1809	YHL039W
1937	OG0001937	-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-4.90&CDS=1-576	YBR106W
1938	OG0001938	-processed-gene-4.14-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-4.14&CDS=1-501	YMR022W
1939	OG0001939	-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-4.66&CDS=1-1959	YMR029C
1940	OG0001940	-processed-gene-4.18-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-4.18&CDS=1-3573	YPL226W
1941	OG0001941	-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-4.73&CDS=1-2571	YML093W
1942	OG0001942	-processed-gene-4.48-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-4.48&CDS=1-1671	YML086C
1943	OG0001943	-processed-gene-4.26-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-4.26&CDS=1-1341	YML126C
1944	OG0001944	-processed-gene-4.27-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-4.27&CDS=1-2274	YML128C
1945	OG0001945	-snap-gene-4.156-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-snap-gene-4.156&CDS=1-1344	YML085C
1946	OG0001946	-processed-gene-4.29-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-4.29&CDS=1-912	YML125C
1947	OG0001947	-processed-gene-5.40-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-5.40&CDS=1-3855	YMR012W
1948	OG0001948	-processed-gene-5.38-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-5.38&CDS=1-1863	YML088W
1949	OG0001949	-processed-gene-5.39-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-5.39&CDS=1-3801	YML091C
1950	OG0001950	-processed-gene-5.58-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-5.58&CDS=1-1185	YBR025C
1951	OG0001951	-processed-gene-5.42-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-5.42&CDS=1-300	YBR268W
1952	OG0001952	-processed-gene-5.60-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-5.60&CDS=1-2466	YPR089W
1953	OG0001953	-processed-gene-5.6-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-5.6&CDS=1-858	YPR079W
1954	OG0001954	-processed-gene-5.61-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-5.61&CDS=1-2820	YNL287W
1955	OG0001955	-processed-gene-5.43-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-5.43&CDS=1-231	YPL183W-A
1956	OG0001956	-augustus-gene-5.75-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-augustus-gene-5.75&CDS=1-2175	YPL180W
1957	OG0001957	-processed-gene-5.63-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-5.63&CDS=1-3693	YGL094C
1958	OG0001958	-processed-gene-5.45-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-5.45&CDS=1-1581	YGL078C
1959	OG0001959	-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-5.9&CDS=1-1689	YML130C
1960	OG0001960	-processed-gene-5.64-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-5.64&CDS=1-2337	YML099C
1961	OG0001961	-processed-gene-5.65-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-5.65&CDS=1-1926	YDR034C
1962	OG0001962	-processed-gene-5.66-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-5.66&CDS=1-1869	YGL073W
1963	OG0001963	-processed-gene-5.49-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-5.49&CDS=1-2838	YOR335C
1964	OG0001964	-processed-gene-5.69-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-5.69&CDS=1-1107	YOL001W
1965	OG0001965	-processed-gene-5.56-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-5.56&CDS=1-3828	YMR076C
1966	OG0001966	-processed-gene-6.2-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-6.2&CDS=1-1467	YDL207W
1967	OG0001967	-processed-gene-6.35-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-6.35&CDS=1-870	YDR237W
1968	OG0001968	-processed-gene-6.36-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-6.36&CDS=1-846	YGR042W
1969	OG0001969	-processed-gene-6.41-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-6.41&CDS=1-378	YOR122C
1970	OG0001970	-processed-gene-6.42-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-6.42&CDS=1-2394	YDR390C
1971	OG0001971	-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-6.20&CDS=1-1719	YDL167C
1972	OG0001972	-processed-gene-6.47-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-6.47&CDS=1-705	YJR099W
1973	OG0001973	-processed-gene-6.59-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-6.59&CDS=1-1422	YPR045C
1974	OG0001974	-processed-gene-6.60-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-6.60&CDS=1-1737	YBR007C
1975	OG0001975	-processed-gene-6.50-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-6.50&CDS=1-525	YNL044W
1976	OG0001976	-processed-gene-6.98-mRNA-1_1&gene=genemark-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-6.98&CDS=1-180	YJL189W
1977	OG0001977	-processed-gene-6.63-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-6.63&CDS=1-6768	YCR032W
1978	OG0001978	-processed-gene-6.55-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-6.55&CDS=1-4071	YJL197W
1979	OG0001979	-processed-gene-6.64-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-6.64&CDS=1-1038	YCR035C
1980	OG0001980	-processed-gene-6.65-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-6.65&CDS=1-1536	YER090W
1981	OG0001981	-processed-gene-6.30-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-6.30&CDS=1-4116	YBL058W
1982	OG0001982	-processed-gene-6.67-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-6.67&CDS=1-2295	YER091C
1983	OG0001983	-processed-gene-6.68-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-6.68&CDS=1-1110	YML048W
1984	OG0001984	-processed-gene-6.71-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-6.71&CDS=1-2022	YJR053W
1985	OG0001985	-processed-gene-7.47-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-7.47&CDS=1-489	YJL122W
1986	OG0001986	-processed-gene-7.52-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-7.52&CDS=1-696	YJL121C
1987	OG0001987	-processed-gene-7.48-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-7.48&CDS=1-513	YGL242C
1988	OG0001988	-processed-gene-7.53-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-7.53&CDS=1-1137	YGL243W
1989	OG0001989	-processed-gene-7.54-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-7.54&CDS=1-462	YIL065C
1990	OG0001990	-processed-gene-7.49-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-7.49&CDS=1-3075	YGL241W
1991	OG0001991	-processed-gene-7.3-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-7.3&CDS=1-1155	YGL169W
1992	OG0001992	-processed-gene-7.55-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-7.55&CDS=1-2829	YGL167C
1993	OG0001993	-processed-gene-7.78-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-7.78&CDS=1-780	YLR290C
1994	OG0001994	-augustus-gene-7.101-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-augustus-gene-7.101&CDS=1-1053	YPR165W
1995	OG0001995	-processed-gene-7.57-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-7.57&CDS=1-1410	YPL083C
1996	OG0001996	-processed-gene-7.58-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-7.58&CDS=1-1401	YOL072W
1997	OG0001997	-processed-gene-7.90-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-7.90&CDS=1-2106	YLR047C
1998	OG0001998	-processed-gene-7.92-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-7.92&CDS=1-516	YMR071C
1999	OG0001999	-processed-gene-7.61-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-7.61&CDS=1-1236	YGR210C
2000	OG0002000	-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-7.17&CDS=1-4461	YKL165C
2001	OG0002001	-processed-gene-7.93-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-7.93&CDS=1-2250	YKL213C
2002	OG0002002	-processed-gene-7.66-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-7.66&CDS=1-1839	YKL212W
2003	OG0002003	-processed-gene-7.70-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-7.70&CDS=1-930	YJR077C
2004	OG0002004	-processed-gene-7.72-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-7.72&CDS=1-645	YJL148W
2005	OG0002005	-augustus-gene-7.100-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-augustus-gene-7.100&CDS=1-1653	YER010C
2006	OG0002006	-processed-gene-8.2-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-8.2&CDS=1-1500	YHR177W
2007	OG0002007	-processed-gene-8.3-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-8.3&CDS=1-2055	YBR203W
2008	OG0002008	-processed-gene-8.43-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-8.43&CDS=1-1152	YER009W
2009	OG0002009	-processed-gene-8.25-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-8.25&CDS=1-489	YDR482C
2010	OG0002010	-processed-gene-8.7-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-8.7&CDS=1-975	YJL062W
2011	OG0002011	-processed-gene-8.26-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-8.26&CDS=1-1131	YBR267W
2012	OG0002012	-processed-gene-8.8-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-8.8&CDS=1-2268	YOR001W
2013	OG0002013	-augustus-gene-8.83-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-augustus-gene-8.83&CDS=1-4206	YBR248C
2014	OG0002014	-processed-gene-8.11-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-8.11&CDS=1-3531	YBR247C
2015	OG0002015	-processed-gene-8.29-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-8.29&CDS=1-954	YNL288W
2016	OG0002016	-processed-gene-8.65-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-8.65&CDS=1-1476	YGL097W
2017	OG0002017	-snap-gene-8.77-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-snap-gene-8.77&CDS=1-612	YJL072C
2018	OG0002018	-processed-gene-8.52-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-8.52&CDS=1-1713	YJL071W
2019	OG0002019	-augustus-gene-8.86-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-augustus-gene-8.86&CDS=1-1803	YOR238W
2020	OG0002020	-processed-gene-8.16-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-8.16&CDS=1-1200	YJL059W
2021	OG0002021	-processed-gene-8.17-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-8.17&CDS=1-1296	YJL060W
2022	OG0002022	-processed-gene-8.34-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-8.34&CDS=1-1176	YBR271W
2023	OG0002023	-processed-gene-8.56-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-8.56&CDS=1-693	YNL168C
2024	OG0002024	-processed-gene-8.70-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-8.70&CDS=1-927	YHR144C
2025	OG0002025	-processed-gene-8.57-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-8.57&CDS=1-3813	YPL006W
2026	OG0002026	-processed-gene-8.58-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-8.58&CDS=1-2253	YJL094C
2027	OG0002027	-processed-gene-8.71-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-8.71&CDS=1-219	YHR143W-A
2028	OG0002028	-processed-gene-8.24-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-8.24&CDS=1-1239	YDL033C
2029	OG0002029	-processed-gene-9.54-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-9.54&CDS=1-1494	YHL027W
2030	OG0002030	-processed-gene-9.55-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-9.55&CDS=1-1749	YFR037C
2031	OG0002031	-processed-gene-9.96-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-9.96&CDS=1-3381	YIL026C
2032	OG0002032	-processed-gene-9.57-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-9.57&CDS=1-801	YDR429C
2033	OG0002033	-processed-gene-9.70-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-9.70&CDS=1-807	YDR428C
2034	OG0002034	-processed-gene-9.71-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-9.71&CDS=1-996	YDR432W
