	OrthologID	Saccharomyces_cerevisiae	yHAB160_Kazachstania_kunashirensis
2044	OG0002044	YIL011W	augustus_masked-scf7180000008987-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-scf7180000008987-processed-gene-1.171&CDS=1-702
2045	OG0002045	YIL014W	augustus_masked-scf7180000008987-processed-gene-1.172-mRNA-1_1&gene=augustus_masked-scf7180000008987-processed-gene-1.172&CDS=1-1917
2046	OG0002046	YIL015W	genemark-scf7180000008952-processed-gene-1.121-mRNA-1_1&gene=genemark-scf7180000008952-processed-gene-1.121&CDS=1-1509
2047	OG0002047	YIL016W	augustus_masked-scf7180000008952-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-1.23&CDS=1-456
2048	OG0002048	YIL017C	augustus_masked-scf7180000008952-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-1.39&CDS=1-2634
2049	OG0002049	YIL019W	augustus_masked-scf7180000008965-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-scf7180000008965-processed-gene-0.85&CDS=1-1053
2050	OG0002050	YIL020C	augustus_masked-scf7180000008952-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-1.38&CDS=1-858
2051	OG0002051	YIL021W	augustus_masked-scf7180000008952-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-1.21&CDS=1-930
2052	OG0002052	YIL022W	augustus_masked-scf7180000008952-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-1.20&CDS=1-1266
2053	OG0002053	YIL023C	augustus_masked-scf7180000008952-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-1.35&CDS=1-1032
2054	OG0002054	YIL024C	augustus_masked-scf7180000008952-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-1.17&CDS=1-678
2055	OG0002055	YIL026C	augustus_masked-scf7180000008965-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-scf7180000008965-processed-gene-0.86&CDS=1-3531
2056	OG0002056	YIL027C	augustus_masked-scf7180000008952-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-1.18&CDS=1-420
2057	OG0002057	YIL030C	augustus_masked-scf7180000008952-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-1.19&CDS=1-4002
2058	OG0002058	YIL031W	augustus_masked-scf7180000008952-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-1.37&CDS=1-3018
2059	OG0002059	YIL033C	augustus_masked-scf7180000008952-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-1.16&CDS=1-1479
2060	OG0002060	YIL034C	augustus_masked-scf7180000008952-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-1.34&CDS=1-831
2061	OG0002061	YIL035C	augustus_masked-scf7180000008952-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-1.33&CDS=1-1101
2062	OG0002062	YIL036W	augustus_masked-scf7180000008952-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-1.15&CDS=1-1656
2063	OG0002063	YIL038C	augustus_masked-scf7180000008948-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-scf7180000008948-processed-gene-0.80&CDS=1-2397
2064	OG0002064	YIL039W	augustus_masked-scf7180000008948-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scf7180000008948-processed-gene-0.61&CDS=1-1434
2065	OG0002065	YIL041W	augustus_masked-scf7180000008948-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scf7180000008948-processed-gene-0.60&CDS=1-1023
2066	OG0002066	YIL042C	augustus_masked-scf7180000008948-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-scf7180000008948-processed-gene-0.79&CDS=1-1302
2067	OG0002067	YIL043C	augustus_masked-scf7180000008948-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-scf7180000008948-processed-gene-0.78&CDS=1-1011
2068	OG0002068	YIL044C	augustus_masked-scf7180000008948-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scf7180000008948-processed-gene-0.77&CDS=1-972
2069	OG0002069	YIL046W	augustus_masked-scf7180000008948-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scf7180000008948-processed-gene-0.58&CDS=1-1977
2070	OG0002070	YIL047C	augustus_masked-scf7180000008948-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-scf7180000008948-processed-gene-0.76&CDS=1-3123
2071	OG0002071	YIL048W	augustus_masked-scf7180000008948-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scf7180000008948-processed-gene-0.57&CDS=1-3435
2072	OG0002072	YIL049W	snap_masked-scf7180000008948-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000008948-processed-gene-0.6&CDS=1-537
2073	OG0002073	YIL055C	augustus_masked-scf7180000008948-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-scf7180000008948-processed-gene-0.73&CDS=1-1371
2074	OG0002074	YIL057C	augustus_masked-scf7180000008952-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.87&CDS=1-492
2075	OG0002075	YIL061C	augustus_masked-scf7180000008977-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000008977-processed-gene-0.21&CDS=1-891
2076	OG0002076	YIL062C	augustus_masked-scf7180000008977-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000008977-processed-gene-0.24&CDS=1-459
2077	OG0002077	YIL063C	augustus_masked-scf7180000008952-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.86&CDS=1-909
2078	OG0002078	YIL064W	augustus_masked-scf7180000008952-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.54&CDS=1-678
2079	OG0002079	YIL065C	augustus_masked-scf7180000008952-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.85&CDS=1-465
2080	OG0002080	YIL068C	augustus_masked-scf7180000008977-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000008977-processed-gene-0.26&CDS=1-2403
2081	OG0002081	YIL070C	snap_masked-scf7180000008952-processed-gene-3.166-mRNA-1_1&gene=snap_masked-scf7180000008952-processed-gene-3.166&CDS=1-810
2082	OG0002082	YIL071C	snap_masked-scf7180000008952-processed-gene-3.165-mRNA-1_1&gene=snap_masked-scf7180000008952-processed-gene-3.165&CDS=1-816
2083	OG0002083	YIL072W	augustus_masked-scf7180000008952-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.53&CDS=1-1791
2084	OG0002084	YIL073C	augustus_masked-scf7180000008952-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.80&CDS=1-2991
2085	OG0002085	YIL075C	maker-scf7180000008952-augustus-gene-3.10-mRNA-1_1&gene=maker-scf7180000008952-augustus-gene-3.10&CDS=1-4173
2086	OG0002086	YIL076W	augustus_masked-scf7180000008952-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.52&CDS=1-897
2087	OG0002087	YIL077C	augustus_masked-scf7180000008952-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.78&CDS=1-978
2088	OG0002088	YIL078W	augustus_masked-scf7180000008952-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.51&CDS=1-2202
2089	OG0002089	YIL083C	augustus_masked-scf7180000008955-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-scf7180000008955-processed-gene-0.104&CDS=1-1056
2090	OG0002090	YIL084C	augustus_masked-scf7180000008941-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.81&CDS=1-1044
2091	OG0002091	YIL088C	augustus_masked-scf7180000008941-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.78&CDS=1-1854
2092	OG0002092	YIL090W	augustus_masked-scf7180000008941-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.55&CDS=1-1458
2093	OG0002093	YIL093C	augustus_masked-scf7180000008941-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.76&CDS=1-792
2094	OG0002094	YIL094C	augustus_masked-scf7180000008941-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-scf7180000008941-processed-gene-0.75&CDS=1-1113
2095	OG0002095	YIL096C	augustus_masked-scf7180000008973-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-1.52&CDS=1-981
2096	OG0002096	YIL097W	augustus_masked-scf7180000008973-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-1.21&CDS=1-1524
2097	OG0002097	YIL098C	augustus_masked-scf7180000008973-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-1.51&CDS=1-540
2098	OG0002098	YIL099W	augustus_masked-scf7180000008955-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-scf7180000008955-processed-gene-0.95&CDS=1-1737
2099	OG0002099	YIL102C-A	snap_masked-scf7180000008980-processed-gene-0.73-mRNA-1_1&gene=snap_masked-scf7180000008980-processed-gene-0.73&CDS=1-231
2100	OG0002100	YIL103W	augustus_masked-scf7180000008955-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-scf7180000008955-processed-gene-0.94&CDS=1-1299
2101	OG0002101	YIL104C	augustus_masked-scf7180000008973-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-1.48&CDS=1-1572
2102	OG0002102	YIL105C	augustus_masked-scf7180000008955-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-scf7180000008955-processed-gene-0.114&CDS=1-1953
2103	OG0002103	YIL106W	maker-scf7180000008973-snap-gene-1.205-mRNA-1_1&gene=maker-scf7180000008973-snap-gene-1.205&CDS=1-759
2104	OG0002104	YIL108W	augustus_masked-scf7180000008973-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-1.18&CDS=1-2094
2105	OG0002105	YIL109C	augustus_masked-scf7180000008955-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-scf7180000008955-processed-gene-0.112&CDS=1-3351
2106	OG0002106	YIL110W	augustus_masked-scf7180000008973-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-1.17&CDS=1-1122
2107	OG0002107	YIL113W	augustus_masked-scf7180000008943-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-scf7180000008943-processed-gene-2.26&CDS=1-1185
2108	OG0002108	YIL115C	snap_masked-scf7180000008973-processed-gene-1.180-mRNA-1_1&gene=snap_masked-scf7180000008973-processed-gene-1.180&CDS=1-4269
2109	OG0002109	YIL116W	augustus_masked-scf7180000008973-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-1.15&CDS=1-1158
2110	OG0002110	YIL118W	augustus_masked-scf7180000008973-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-1.14&CDS=1-696
2111	OG0002111	YIL121W	augustus_masked-scf7180000008973-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-1.13&CDS=1-1719
2112	OG0002112	YIL122W	snap_masked-scf7180000008973-processed-gene-1.147-mRNA-1_1&gene=snap_masked-scf7180000008973-processed-gene-1.147&CDS=1-1143
2113	OG0002113	YIL125W	maker-scf7180000008973-augustus-gene-1.212-mRNA-1_1&gene=maker-scf7180000008973-augustus-gene-1.212&CDS=1-3978
2114	OG0002114	YIL127C	augustus_masked-scf7180000008943-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-scf7180000008943-processed-gene-2.43&CDS=1-639
2115	OG0002115	YIL128W	augustus_masked-scf7180000008943-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-scf7180000008943-processed-gene-2.21&CDS=1-3129
2116	OG0002116	YIL129C	augustus_masked-scf7180000008973-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-1.42&CDS=1-7101
2117	OG0002117	YIL130W	augustus_masked-scf7180000008973-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-1.7&CDS=1-2526
2118	OG0002118	YIL131C	maker-scf7180000008973-snap-gene-1.207-mRNA-1_1&gene=maker-scf7180000008973-snap-gene-1.207&CDS=1-1269
2119	OG0002119	YIL132C	snap_masked-scf7180000008973-processed-gene-1.176-mRNA-1_1&gene=snap_masked-scf7180000008973-processed-gene-1.176&CDS=1-633
2120	OG0002120	YIL134W	augustus_masked-scf7180000008973-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-1.6&CDS=1-918
2121	OG0002121	YIL135C	snap_masked-scf7180000008973-processed-gene-1.174-mRNA-1_1&gene=snap_masked-scf7180000008973-processed-gene-1.174&CDS=1-1383
2122	OG0002122	YIL137C	maker-scf7180000008973-augustus-gene-1.215-mRNA-1_1&gene=maker-scf7180000008973-augustus-gene-1.215&CDS=1-2736
2123	OG0002123	YIL139C	augustus_masked-scf7180000008973-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-1.35&CDS=1-789
2124	OG0002124	YIL140W	augustus_masked-scf7180000008973-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-1.4&CDS=1-2427
2125	OG0002125	YIL142W	augustus_masked-scf7180000008973-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-1.2&CDS=1-1581
2126	OG0002126	YIL143C	augustus_masked-scf7180000008909-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000008909-processed-gene-0.36&CDS=1-2502
2127	OG0002127	YIL144W	augustus_masked-scf7180000008909-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000008909-processed-gene-0.26&CDS=1-2202
2128	OG0002128	YIL145C	genemark-scf7180000008909-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000008909-processed-gene-0.15&CDS=1-903
2129	OG0002129	YIL146C	snap_masked-scf7180000008909-processed-gene-0.56-mRNA-1_1&gene=snap_masked-scf7180000008909-processed-gene-0.56&CDS=1-1743
2130	OG0002130	YIL147C	augustus_masked-scf7180000008909-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000008909-processed-gene-0.34&CDS=1-3495
2131	OG0002131	YIL150C	snap_masked-scf7180000008909-processed-gene-0.53-mRNA-1_1&gene=snap_masked-scf7180000008909-processed-gene-0.53&CDS=1-1854
2132	OG0002132	YIL153W	augustus_masked-scf7180000008909-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000008909-processed-gene-0.24&CDS=1-1290
2133	OG0002133	YIL154C	augustus_masked-scf7180000008909-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000008909-processed-gene-0.32&CDS=1-1278
2134	OG0002134	YIL155C	augustus_masked-scf7180000008909-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000008909-processed-gene-0.31&CDS=1-2019
2135	OG0002135	YIL156W	augustus_masked-scf7180000008909-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000008909-processed-gene-0.23&CDS=1-3498
2136	OG0002136	YIL157C	augustus_masked-scf7180000008909-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000008909-processed-gene-0.30&CDS=1-588
2137	OG0002137	YIL159W	augustus_masked-scf7180000008909-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000008909-processed-gene-0.21&CDS=1-4302
2138	OG0002138	YIL160C	augustus_masked-scf7180000008947-processed-gene-0.277-mRNA-1_1&gene=augustus_masked-scf7180000008947-processed-gene-0.277&CDS=1-1251
2139	OG0002139	YIL161W	snap_masked-scf7180000008909-processed-gene-0.40-mRNA-1_1&gene=snap_masked-scf7180000008909-processed-gene-0.40&CDS=1-723
2140	OG0002140	YIR001C	augustus_masked-scf7180000008987-processed-gene-1.166-mRNA-1_1&gene=augustus_masked-scf7180000008987-processed-gene-1.166&CDS=1-393
2141	OG0002141	YIR002C	augustus_masked-scf7180000008987-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-scf7180000008987-processed-gene-1.133&CDS=1-3018
2142	OG0002142	YIR003W	augustus_masked-scf7180000008987-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-scf7180000008987-processed-gene-0.121&CDS=1-2067
2143	OG0002143	YIR004W	augustus_masked-scf7180000008985-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-scf7180000008985-processed-gene-2.40&CDS=1-1278
2144	OG0002144	YIR005W	augustus_masked-scf7180000008987-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-scf7180000008987-processed-gene-0.120&CDS=1-438
2145	OG0002145	YIR006C	augustus_masked-scf7180000008961-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-scf7180000008961-processed-gene-0.212&CDS=1-3972
2146	OG0002146	YIR007W	augustus_masked-scf7180000008987-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-scf7180000008987-processed-gene-0.119&CDS=1-2256
2147	OG0002147	YIR008C	augustus_masked-scf7180000008987-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-scf7180000008987-processed-gene-0.97&CDS=1-1218
2148	OG0002148	YIR010W	augustus_masked-scf7180000008952-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-1.41&CDS=1-1680
2149	OG0002149	YIR011C	genemark-scf7180000008965-processed-gene-0.34-mRNA-1_1&gene=genemark-scf7180000008965-processed-gene-0.34&CDS=1-1341
2150	OG0002150	YIR012W	augustus_masked-scf7180000008952-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-1.40&CDS=1-1305
2151	OG0002151	YIR017C	augustus_masked-scf7180000008987-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-scf7180000008987-processed-gene-1.148&CDS=1-564
2152	OG0002152	YIR022W	augustus_masked-scf7180000008947-processed-gene-0.256-mRNA-1_1&gene=augustus_masked-scf7180000008947-processed-gene-0.256&CDS=1-507
2153	OG0002153	YIR023W	augustus_masked-scf7180000008971-processed-gene-1.161-mRNA-1_1&gene=augustus_masked-scf7180000008971-processed-gene-1.161&CDS=1-1284
2154	OG0002154	YIR024C	augustus_masked-scf7180000008971-processed-gene-1.190-mRNA-1_1&gene=augustus_masked-scf7180000008971-processed-gene-1.190&CDS=1-723
2155	OG0002155	YIR026C	augustus_masked-scf7180000008937-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000008937-processed-gene-0.5&CDS=1-1143
2156	OG0002156	YIR029W	augustus_masked-scf7180000008957-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-scf7180000008957-processed-gene-0.89&CDS=1-339
2157	OG0002157	YIR034C	augustus_masked-scf7180000008937-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000008937-processed-gene-0.6&CDS=1-1116
2158	OG0002158	YIR035C	augustus_masked-scf7180000008987-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-scf7180000008987-processed-gene-0.86&CDS=1-762
2159	OG0002159	YJL001W	snap_masked-scf7180000008952-processed-gene-2.49-mRNA-1_1&gene=snap_masked-scf7180000008952-processed-gene-2.49&CDS=1-582
2160	OG0002160	YJL002C	augustus_masked-scf7180000008952-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-2.7&CDS=1-1407
2161	OG0002161	YJL003W	augustus_masked-scf7180000008943-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-scf7180000008943-processed-gene-2.52&CDS=1-354
2162	OG0002162	YJL004C	augustus_masked-scf7180000008943-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-scf7180000008943-processed-gene-2.29&CDS=1-597
2163	OG0002163	YJL005W	augustus_masked-scf7180000008943-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-scf7180000008943-processed-gene-2.53&CDS=1-5976
2164	OG0002164	YJL006C	augustus_masked-scf7180000008943-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-scf7180000008943-processed-gene-2.50&CDS=1-963
2165	OG0002165	YJL011C	genemark-scf7180000008979-processed-gene-1.120-mRNA-1_1&gene=genemark-scf7180000008979-processed-gene-1.120&CDS=1-474
2166	OG0002166	YJL012C	augustus_masked-scf7180000008979-processed-gene-1.186-mRNA-1_1&gene=augustus_masked-scf7180000008979-processed-gene-1.186&CDS=1-2184
2167	OG0002167	YJL013C	augustus_masked-scf7180000008930-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-scf7180000008930-processed-gene-0.195&CDS=1-1224
2168	OG0002168	YJL014W	augustus_masked-scf7180000008987-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-scf7180000008987-processed-gene-1.147&CDS=1-1611
2169	OG0002169	YJL016W	snap_masked-scf7180000008930-processed-gene-0.158-mRNA-1_1&gene=snap_masked-scf7180000008930-processed-gene-0.158&CDS=1-1404
2170	OG0002170	YJL019W	snap_masked-scf7180000008930-processed-gene-0.159-mRNA-1_1&gene=snap_masked-scf7180000008930-processed-gene-0.159&CDS=1-2091
2171	OG0002171	YJL020C	maker-scf7180000008930-augustus-gene-0.3-mRNA-1_1&gene=maker-scf7180000008930-augustus-gene-0.3&CDS=1-3432
2172	OG0002172	YJL024C	augustus_masked-scf7180000008930-processed-gene-0.230-mRNA-1_1&gene=augustus_masked-scf7180000008930-processed-gene-0.230&CDS=1-552
2173	OG0002173	YJL025W	augustus_masked-scf7180000008930-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-scf7180000008930-processed-gene-0.199&CDS=1-1656
2174	OG0002174	YJL026W	augustus_masked-scf7180000008930-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-scf7180000008930-processed-gene-0.198&CDS=1-1188
2175	OG0002175	YJL029C	augustus_masked-scf7180000008980-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000008980-processed-gene-0.21&CDS=1-2349
2176	OG0002176	YJL030W	augustus_masked-scf7180000008943-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-scf7180000008943-processed-gene-2.49&CDS=1-627
2177	OG0002177	YJL031C	genemark-scf7180000008943-processed-gene-2.90-mRNA-1_1&gene=genemark-scf7180000008943-processed-gene-2.90&CDS=1-981
2178	OG0002178	YJL033W	augustus_masked-scf7180000008980-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000008980-processed-gene-0.10&CDS=1-2286
2179	OG0002179	YJL035C	augustus_masked-scf7180000008643-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000008643-processed-gene-0.22&CDS=1-750
2180	OG0002180	YJL036W	augustus_masked-scf7180000008643-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000008643-processed-gene-0.15&CDS=1-1233
2181	OG0002181	YJL039C	augustus_masked-scf7180000008980-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000008980-processed-gene-0.22&CDS=1-5070
2182	OG0002182	YJL041W	maker-scf7180000008892-snap-gene-0.5-mRNA-1_1&gene=maker-scf7180000008892-snap-gene-0.5&CDS=1-2412
2183	OG0002183	YJL042W	snap_masked-scf7180000008892-processed-gene-0.19-mRNA-1_1&gene=snap_masked-scf7180000008892-processed-gene-0.19&CDS=1-4257
2184	OG0002184	YJL044C	snap_masked-scf7180000008892-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000008892-processed-gene-0.14&CDS=1-1272
2185	OG0002185	YJL046W	augustus_masked-scf7180000008973-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-0.105&CDS=1-1080
2186	OG0002186	YJL049W	augustus_masked-scf7180000008973-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-0.104&CDS=1-1335
2187	OG0002187	YJL050W	augustus_masked-scf7180000008973-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-0.103&CDS=1-3204
2188	OG0002188	YJL051W	augustus_masked-scf7180000008973-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-0.102&CDS=1-2481
2189	OG0002189	YJL053W	augustus_masked-scf7180000008973-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-0.101&CDS=1-1182
2190	OG0002190	YJL054W	maker-scf7180000008973-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000008973-augustus-gene-0.0&CDS=1-2067
2191	OG0002191	YJL056C	augustus_masked-scf7180000008973-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-scf7180000008973-processed-gene-0.120&CDS=1-2589
2192	OG0002192	YJL057C	augustus_masked-scf7180000008983-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-scf7180000008983-processed-gene-2.129&CDS=1-1971
2193	OG0002193	YJL059W	augustus_masked-scf7180000008983-processed-gene-2.156-mRNA-1_1&gene=augustus_masked-scf7180000008983-processed-gene-2.156&CDS=1-1260
2194	OG0002194	YJL060W	augustus_masked-scf7180000008983-processed-gene-2.157-mRNA-1_1&gene=augustus_masked-scf7180000008983-processed-gene-2.157&CDS=1-1338
2195	OG0002195	YJL062W	augustus_masked-scf7180000008983-processed-gene-2.158-mRNA-1_1&gene=augustus_masked-scf7180000008983-processed-gene-2.158&CDS=1-4545
2196	OG0002196	YJL062W-A	augustus_masked-scf7180000008985-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-scf7180000008985-processed-gene-3.157&CDS=1-270
2197	OG0002197	YJL063C	augustus_masked-scf7180000008985-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-scf7180000008985-processed-gene-3.119&CDS=1-756
2198	OG0002198	YJL065C	augustus_masked-scf7180000008983-processed-gene-2.162-mRNA-1_1&gene=augustus_masked-scf7180000008983-processed-gene-2.162&CDS=1-504
2199	OG0002199	YJL066C	augustus_masked-scf7180000008983-processed-gene-2.161-mRNA-1_1&gene=augustus_masked-scf7180000008983-processed-gene-2.161&CDS=1-915
2200	OG0002200	YJL068C	augustus_masked-scf7180000008983-processed-gene-2.160-mRNA-1_1&gene=augustus_masked-scf7180000008983-processed-gene-2.160&CDS=1-909
2201	OG0002201	YJL069C	augustus_masked-scf7180000008983-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-scf7180000008983-processed-gene-2.159&CDS=1-1803
2202	OG0002202	YJL070C	augustus_masked-scf7180000008983-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-scf7180000008983-processed-gene-2.130&CDS=1-2589
2203	OG0002203	YJL071W	augustus_masked-scf7180000008983-processed-gene-2.165-mRNA-1_1&gene=augustus_masked-scf7180000008983-processed-gene-2.165&CDS=1-1452
2204	OG0002204	YJL072C	augustus_masked-scf7180000008983-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-scf7180000008983-processed-gene-2.131&CDS=1-696
2205	OG0002205	YJL073W	augustus_masked-scf7180000008983-processed-gene-2.166-mRNA-1_1&gene=augustus_masked-scf7180000008983-processed-gene-2.166&CDS=1-1923
2206	OG0002206	YJL074C	augustus_masked-scf7180000008983-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-scf7180000008983-processed-gene-2.132&CDS=1-3615
2207	OG0002207	YJL079C	snap_masked-scf7180000008985-processed-gene-3.35-mRNA-1_1&gene=snap_masked-scf7180000008985-processed-gene-3.35&CDS=1-774
