	OrthologID	Saccharomyces_cerevisiae	Wickerhamia_fluorescens
1254	OG0001254	YER055C	-snap-gene-7.49-mRNA-1_1&gene=maker-gi|1002316302|dbj|BCGE01000002.1|-snap-gene-7.49&CDS=1-903
1255	OG0001255	YER058W	-processed-gene-14.154-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-14.154&CDS=1-267
1256	OG0001256	YER061C	-processed-gene-12.45-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-12.45&CDS=1-1323
1257	OG0001257	YER065C	-processed-gene-4.40-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-4.40&CDS=1-1635
1258	OG0001258	YER068W	-augustus-gene-11.125-mRNA-1_1&gene=maker-gi|1002316299|dbj|BCGE01000005.1|-augustus-gene-11.125&CDS=1-2067
1259	OG0001259	YER069W	-processed-gene-10.38-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-10.38&CDS=1-2583
1260	OG0001260	YER074W-A	-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-2.76&CDS=1-279
1261	OG0001261	YER077C	-processed-gene-2.67-mRNA-1_1&gene=snap_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-2.67&CDS=1-2814
1262	OG0001262	YER078C	-processed-gene-9.35-mRNA-1_1&gene=genemark-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-9.35&CDS=1-1533
1263	OG0001263	YER080W	-processed-gene-19.7-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-19.7&CDS=1-1890
1264	OG0001264	YER081W	-processed-gene-6.73-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-6.73&CDS=1-1392
1265	OG0001265	YER082C	-processed-gene-5.72-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-5.72&CDS=1-1578
1266	OG0001266	YER083C	-processed-gene-4.46-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-4.46&CDS=1-903
1267	OG0001267	YER086W	-processed-gene-11.42-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-11.42&CDS=1-1725
1268	OG0001268	YER087W	-processed-gene-21.24-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-21.24&CDS=1-1665
1269	OG0001269	YER090W	-processed-gene-22.60-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-22.60&CDS=1-4608
1270	OG0001270	YER091C	-processed-gene-22.27-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-22.27&CDS=1-2310
1271	OG0001271	YER093C	-processed-gene-1.98-mRNA-1_1&gene=genemark-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-1.98&CDS=1-3588
1272	OG0001272	YER093C-A	-processed-gene-5.20-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-5.20&CDS=1-525
1273	OG0001273	YER094C	-processed-gene-8.64-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-8.64&CDS=1-618
1274	OG0001274	YER095W	-processed-gene-13.95-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-13.95&CDS=1-1059
1275	OG0001275	YER100W	-processed-gene-9.52-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-9.52&CDS=1-732
1276	OG0001276	YER107C	-processed-gene-14.103-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-14.103&CDS=1-1083
1277	OG0001277	YER110C	-augustus-gene-2.134-mRNA-1_1&gene=maker-gi|1002316298|dbj|BCGE01000006.1|-augustus-gene-2.134&CDS=1-4542
1278	OG0001278	YER112W	-augustus-gene-13.138-mRNA-1_1&gene=maker-gi|1002316299|dbj|BCGE01000005.1|-augustus-gene-13.138&CDS=1-522
1279	OG0001279	YER113C	-processed-gene-11.94-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-11.94&CDS=1-2004
1280	OG0001280	YER116C	-processed-gene-3.34-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-3.34&CDS=1-411
1281	OG0001281	YER118C	-processed-gene-1.89-mRNA-1_1&gene=snap_masked-gi|1002316295|dbj|BCGE01000009.1|-processed-gene-1.89&CDS=1-957
1282	OG0001282	YER122C	-processed-gene-3.4-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-3.4&CDS=1-1407
1283	OG0001283	YER125W	-processed-gene-15.63-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-15.63&CDS=1-2391
1284	OG0001284	YER126C	-processed-gene-8.51-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-8.51&CDS=1-783
1285	OG0001285	YER127W	-processed-gene-8.64-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-8.64&CDS=1-999
1286	OG0001286	YER128W	-processed-gene-13.17-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-13.17&CDS=1-615
1287	OG0001287	YER130C	-processed-gene-13.36-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-13.36&CDS=1-2994
1288	OG0001288	YER134C	-processed-gene-5.43-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-5.43&CDS=1-543
1289	OG0001289	YER136W	-processed-gene-21.5-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-21.5&CDS=1-1335
1290	OG0001290	YER140W	-processed-gene-11.42-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-11.42&CDS=1-2046
1291	OG0001291	YER141W	-processed-gene-11.18-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-11.18&CDS=1-1416
1292	OG0001292	YER142C	-processed-gene-15.59-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-15.59&CDS=1-1026
1293	OG0001293	YER143W	-processed-gene-21.20-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-21.20&CDS=1-1338
1294	OG0001294	YER146W	-processed-gene-21.21-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-21.21&CDS=1-255
1295	OG0001295	YER148W	-processed-gene-0.21-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-0.21&CDS=1-762
1296	OG0001296	YER151C	-processed-gene-0.5-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-0.5&CDS=1-2511
1297	OG0001297	YER152C	-processed-gene-0.17-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-0.17&CDS=1-1281
1298	OG0001298	YER154W	-processed-gene-17.7-mRNA-1_1&gene=genemark-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-17.7&CDS=1-1188
1299	OG0001299	YER155C	-processed-gene-17.41-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-17.41&CDS=1-6192
1300	OG0001300	YER157W	-processed-gene-15.134-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-15.134&CDS=1-2451
1301	OG0001301	YER159C	-processed-gene-20.41-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-20.41&CDS=1-399
1302	OG0001302	YER162C	-processed-gene-12.2-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-12.2&CDS=1-3225
1303	OG0001303	YER163C	-processed-gene-3.25-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-3.25&CDS=1-732
1304	OG0001304	YER164W	-processed-gene-18.59-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-18.59&CDS=1-4176
1305	OG0001305	YER165W	-processed-gene-18.58-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-18.58&CDS=1-2016
1306	OG0001306	YER168C	-processed-gene-12.40-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-12.40&CDS=1-1647
1307	OG0001307	YER169W	-augustus-gene-20.1-mRNA-1_1&gene=maker-gi|1002316303|dbj|BCGE01000001.1|-augustus-gene-20.1&CDS=1-4056
1308	OG0001308	YER171W	-snap-gene-0.30-mRNA-1_1&gene=maker-gi|1002316299|dbj|BCGE01000005.1|-snap-gene-0.30&CDS=1-3015
1309	OG0001309	YER175C	-processed-gene-10.63-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-10.63&CDS=1-969
1310	OG0001310	YER178W	-processed-gene-0.25-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-0.25&CDS=1-1203
1311	OG0001311	YER182W	-processed-gene-5.88-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-5.88&CDS=1-885
1312	OG0001312	YER183C	-processed-gene-2.30-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-2.30&CDS=1-630
1313	OG0001313	YFL001W	-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-5.62&CDS=1-1344
1314	OG0001314	YFL002C	-processed-gene-5.127-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-5.127&CDS=1-1851
1315	OG0001315	YFL007W	-processed-gene-7.125-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-7.125&CDS=1-6600
1316	OG0001316	YFL008W	-processed-gene-10.25-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-10.25&CDS=1-3696
1317	OG0001317	YFL010C	-processed-gene-5.22-mRNA-1_1&gene=genemark-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-5.22&CDS=1-369
1318	OG0001318	YFL013C	-processed-gene-27.95-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-27.95&CDS=1-2199
1319	OG0001319	YFL016C	-processed-gene-3.79-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-3.79&CDS=1-1485
1320	OG0001320	YFL017C	-processed-gene-27.28-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-27.28&CDS=1-450
1321	OG0001321	YFL017W-A	-snap-gene-27.53-mRNA-1_1&gene=maker-gi|1002316303|dbj|BCGE01000001.1|-snap-gene-27.53&CDS=1-222
1322	OG0001322	YFL018C	-augustus-gene-13.2-mRNA-1_1&gene=maker-gi|1002316298|dbj|BCGE01000006.1|-augustus-gene-13.2&CDS=1-1524
1323	OG0001323	YFL022C	-processed-gene-24.41-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-24.41&CDS=1-1491
1324	OG0001324	YFL023W	-processed-gene-2.36-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-2.36&CDS=1-2805
1325	OG0001325	YFL024C	-processed-gene-28.118-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-28.118&CDS=1-3168
1326	OG0001326	YFL025C	-processed-gene-4.26-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-4.26&CDS=1-3093
1327	OG0001327	YFL026W	-processed-gene-2.24-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-2.24&CDS=1-1392
1328	OG0001328	YFL027C	-processed-gene-0.78-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-0.78&CDS=1-1989
1329	OG0001329	YFL028C	-processed-gene-11.53-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-11.53&CDS=1-972
1330	OG0001330	YFL030W	-processed-gene-26.10-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-26.10&CDS=1-1149
1331	OG0001331	YFL031W	-processed-gene-1.60-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-1.60&CDS=1-801
1332	OG0001332	YFL033C	-processed-gene-17.9-mRNA-1_1&gene=genemark-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-17.9&CDS=1-5037
1333	OG0001333	YFL034C-B	-processed-gene-6.89-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-6.89&CDS=1-915
1334	OG0001334	YFL036W	-processed-gene-6.6-mRNA-1_1&gene=genemark-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-6.6&CDS=1-3882
1335	OG0001335	YFL037W	-processed-gene-5.51-mRNA-1_1&gene=genemark-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-5.51&CDS=1-1347
1336	OG0001336	YFL038C	-processed-gene-25.84-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-25.84&CDS=1-624
1337	OG0001337	YFL039C	-processed-gene-12.70-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-12.70&CDS=1-1128
1338	OG0001338	YFL044C	-processed-gene-24.37-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-24.37&CDS=1-957
1339	OG0001339	YFL045C	-processed-gene-24.62-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-24.62&CDS=1-753
1340	OG0001340	YFL046W	-processed-gene-24.13-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-24.13&CDS=1-612
1341	OG0001341	YFL053W	-processed-gene-12.72-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-12.72&CDS=1-1782
1342	OG0001342	YFL055W	-processed-gene-0.24-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-0.24&CDS=1-1494
1343	OG0001343	YFR001W	-processed-gene-9.90-mRNA-1_1&gene=genemark-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-9.90&CDS=1-597
1344	OG0001344	YFR002W	-augustus-gene-9.83-mRNA-1_1&gene=maker-gi|1002316300|dbj|BCGE01000004.1|-augustus-gene-9.83&CDS=1-3693
1345	OG0001345	YFR005C	-processed-gene-21.18-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-21.18&CDS=1-1305
1346	OG0001346	YFR006W	-processed-gene-21.4-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-21.4&CDS=1-1437
1347	OG0001347	YFR007W	-processed-gene-17.72-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-17.72&CDS=1-687
1348	OG0001348	YFR009W	-processed-gene-15.74-mRNA-1_1&gene=augustus_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-15.74&CDS=1-3795
1349	OG0001349	YFR010W	-processed-gene-15.150-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-15.150&CDS=1-1494
1350	OG0001350	YFR011C	-processed-gene-15.16-mRNA-1_1&gene=genemark-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-15.16&CDS=1-444
1351	OG0001351	YFR015C	-processed-gene-17.62-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-17.62&CDS=1-2103
1352	OG0001352	YFR016C	-augustus-gene-11.4-mRNA-1_1&gene=maker-gi|1002316300|dbj|BCGE01000004.1|-augustus-gene-11.4&CDS=1-3177
1353	OG0001353	YFR019W	-processed-gene-15.87-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-15.87&CDS=1-7350
1354	OG0001354	YFR025C	-processed-gene-8.48-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-8.48&CDS=1-960
1355	OG0001355	YFR027W	-processed-gene-20.85-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-20.85&CDS=1-831
1356	OG0001356	YFR028C	-processed-gene-11.44-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-11.44&CDS=1-1716
1357	OG0001357	YFR029W	-processed-gene-25.48-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-25.48&CDS=1-2181
1358	OG0001358	YFR030W	-processed-gene-0.3-mRNA-1_1&gene=snap_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-0.3&CDS=1-3363
1359	OG0001359	YFR031C	-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-1.90&CDS=1-4851
1360	OG0001360	YFR033C	-snap-gene-12.0-mRNA-1_1&gene=maker-gi|1002316302|dbj|BCGE01000002.1|-snap-gene-12.0&CDS=1-420
1361	OG0001361	YFR034C	-processed-gene-9.38-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-9.38&CDS=1-1980
1362	OG0001362	YFR037C	-processed-gene-5.95-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-5.95&CDS=1-1812
1363	OG0001363	YFR041C	-processed-gene-8.69-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-8.69&CDS=1-948
1364	OG0001364	YFR043C	-processed-gene-17.56-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-17.56&CDS=1-810
1365	OG0001365	YFR044C	-processed-gene-6.128-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-6.128&CDS=1-1446
1366	OG0001366	YFR047C	-processed-gene-22.110-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-22.110&CDS=1-894
1367	OG0001367	YFR048W	-snap-gene-17.82-mRNA-1_1&gene=maker-gi|1002316302|dbj|BCGE01000002.1|-snap-gene-17.82&CDS=1-3549
1368	OG0001368	YFR050C	-processed-gene-14.82-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-14.82&CDS=1-834
1369	OG0001369	YFR051C	-processed-gene-14.64-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-14.64&CDS=1-1686
1370	OG0001370	YFR052W	-processed-gene-0.27-mRNA-1_1&gene=snap_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-0.27&CDS=1-822
1371	OG0001371	YGL001C	-processed-gene-3.92-mRNA-1_1&gene=genemark-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-3.92&CDS=1-1041
1372	OG0001372	YGL006W	-processed-gene-5.23-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-5.23&CDS=1-3552
1373	OG0001373	YGL008C	-processed-gene-5.11-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-5.11&CDS=1-2685
1374	OG0001374	YGL009C	-processed-gene-28.76-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-28.76&CDS=1-2313
1375	OG0001375	YGL010W	-processed-gene-27.63-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-27.63&CDS=1-564
1376	OG0001376	YGL011C	-processed-gene-5.27-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-5.27&CDS=1-741
1377	OG0001377	YGL012W	-snap-gene-5.33-mRNA-1_1&gene=maker-gi|1002316303|dbj|BCGE01000001.1|-snap-gene-5.33&CDS=1-6582
1378	OG0001378	YGL016W	-processed-gene-8.27-mRNA-1_1&gene=genemark-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-8.27&CDS=1-3078
1379	OG0001379	YGL017W	-processed-gene-8.77-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-8.77&CDS=1-1632
1380	OG0001380	YGL018C	-processed-gene-8.75-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-8.75&CDS=1-714
1381	OG0001381	YGL019W	-processed-gene-8.57-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-8.57&CDS=1-885
1382	OG0001382	YGL020C	-processed-gene-8.116-mRNA-1_1&gene=augustus_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-8.116&CDS=1-624
1383	OG0001383	YGL022W	-augustus-gene-27.0-mRNA-1_1&gene=maker-gi|1002316303|dbj|BCGE01000001.1|-augustus-gene-27.0&CDS=1-5202
1384	OG0001384	YGL026C	-processed-gene-11.59-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-11.59&CDS=1-2112
1385	OG0001385	YGL027C	-processed-gene-11.43-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-11.43&CDS=1-2490
1386	OG0001386	YGL028C	-snap-gene-15.11-mRNA-1_1&gene=maker-gi|1002316303|dbj|BCGE01000001.1|-snap-gene-15.11&CDS=1-1464
1387	OG0001387	YGL030W	-processed-gene-28.16-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-28.16&CDS=1-324
1388	OG0001388	YGL037C	-processed-gene-8.72-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-8.72&CDS=1-705
1389	OG0001389	YGL040C	-processed-gene-10.56-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-10.56&CDS=1-1023
1390	OG0001390	YGL043W	-processed-gene-25.51-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-25.51&CDS=1-882
1391	OG0001391	YGL044C	-processed-gene-25.50-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-25.50&CDS=1-720
1392	OG0001392	YGL045W	-processed-gene-6.54-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-6.54&CDS=1-2814
1393	OG0001393	YGL047W	-processed-gene-3.67-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-3.67&CDS=1-615
1394	OG0001394	YGL048C	-processed-gene-7.160-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-7.160&CDS=1-1200
1395	OG0001395	YGL050W	-processed-gene-22.20-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-22.20&CDS=1-813
1396	OG0001396	YGL055W	-processed-gene-10.70-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-10.70&CDS=1-1470
1397	OG0001397	YGL058W	-snap-gene-1.103-mRNA-1_1&gene=maker-gi|1002316300|dbj|BCGE01000004.1|-snap-gene-1.103&CDS=1-516
1398	OG0001398	YGL059W	-processed-gene-7.59-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-7.59&CDS=1-1482
1399	OG0001399	YGL064C	-processed-gene-13.70-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-13.70&CDS=1-1728
1400	OG0001400	YGL065C	-processed-gene-14.95-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-14.95&CDS=1-1398
1401	OG0001401	YGL066W	-processed-gene-14.72-mRNA-1_1&gene=genemark-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-14.72&CDS=1-1521
1402	OG0001402	YGL067W	-processed-gene-13.69-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-13.69&CDS=1-1395
1403	OG0001403	YGL068W	-processed-gene-9.14-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-9.14&CDS=1-483
1404	OG0001404	YGL070C	-processed-gene-9.82-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-9.82&CDS=1-336
1405	OG0001405	YGL077C	-processed-gene-9.9-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-9.9&CDS=1-1647
1406	OG0001406	YGL078C	-processed-gene-1.88-mRNA-1_1&gene=snap_masked-gi|1002316295|dbj|BCGE01000009.1|-processed-gene-1.88&CDS=1-1635
1407	OG0001407	YGL080W	-processed-gene-8.45-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-8.45&CDS=1-333
1408	OG0001408	YGL085W	-processed-gene-6.6-mRNA-1_1&gene=augustus_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-6.6&CDS=1-699
1409	OG0001409	YGL086W	-processed-gene-5.25-mRNA-1_1&gene=genemark-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-5.25&CDS=1-2028
1410	OG0001410	YGL087C	-processed-gene-5.43-mRNA-1_1&gene=genemark-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-5.43&CDS=1-411
1411	OG0001411	YGL091C	-augustus-gene-10.104-mRNA-1_1&gene=maker-gi|1002316301|dbj|BCGE01000003.1|-augustus-gene-10.104&CDS=1-5232
1412	OG0001412	YGL094C	-processed-gene-1.85-mRNA-1_1&gene=snap_masked-gi|1002316295|dbj|BCGE01000009.1|-processed-gene-1.85&CDS=1-3642
1413	OG0001413	YGL099W	-processed-gene-14.54-mRNA-1_1&gene=genemark-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-14.54&CDS=1-2016
1414	OG0001414	YGL100W	-processed-gene-10.74-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-10.74&CDS=1-1074
1415	OG0001415	YGL103W	-processed-gene-22.38-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-22.38&CDS=1-447
1416	OG0001416	YGL106W	-augustus-gene-22.4-mRNA-1_1&gene=maker-gi|1002316303|dbj|BCGE01000001.1|-augustus-gene-22.4&CDS=1-432
1417	OG0001417	YGL110C	-processed-gene-10.67-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-10.67&CDS=1-1965
