	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034862_Zygotorulaspora_florentina
1900	OG0001900	YHR113W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.116-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.116&CDS=1-1458
1901	OG0001901	YHR114W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.18&CDS=1-1857
1902	OG0001902	YHR116W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.21-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.21&CDS=1-366
1903	OG0001903	YHR120W	genemark-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.116-mRNA-1_1&gene=genemark-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.116&CDS=1-5898
1904	OG0001904	YHR121W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.98&CDS=1-576
1905	OG0001905	YHR124W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.46&CDS=1-2571
1906	OG0001906	YHR127W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.43&CDS=1-648
1907	OG0001907	YHR128W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.40&CDS=1-648
1908	OG0001908	YHR131C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.14&CDS=1-2379
1909	OG0001909	YHR132C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.12&CDS=1-1326
1910	OG0001910	YHR132W-A	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.38&CDS=1-369
1911	OG0001911	YHR134W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.37&CDS=1-726
1912	OG0001912	YHR137W	maker-NODE_7_length_539399_cov_24.5113_ID_13-snap-gene-0.51-mRNA-1_1&gene=maker-NODE_7_length_539399_cov_24.5113_ID_13-snap-gene-0.51&CDS=1-1791
1913	OG0001913	YHR140W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.32&CDS=1-690
1914	OG0001914	YHR142W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.31&CDS=1-936
1915	OG0001915	YHR143W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.28&CDS=1-726
1916	OG0001916	YHR143W-A	snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.136-mRNA-1_1&gene=snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.136&CDS=1-210
1917	OG0001917	YHR144C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.3&CDS=1-933
1918	OG0001918	YHR146W	snap_masked-NODE_18_length_155097_cov_25.367_ID_35-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_18_length_155097_cov_25.367_ID_35-processed-gene-0.67&CDS=1-1161
1919	OG0001919	YHR147C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.14&CDS=1-639
1920	OG0001920	YHR148W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.37&CDS=1-549
1921	OG0001921	YHR149C	snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.117&CDS=1-2403
1922	OG0001922	YHR150W	snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.139-mRNA-1_1&gene=snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.139&CDS=1-1620
1923	OG0001923	YHR151C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.11&CDS=1-1347
1924	OG0001924	YHR153C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.7&CDS=1-564
1925	OG0001925	YHR154W	snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.133-mRNA-1_1&gene=snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.133&CDS=1-3069
1926	OG0001926	YHR156C	augustus_masked-NODE_19_length_146505_cov_24.2614_ID_37-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_19_length_146505_cov_24.2614_ID_37-processed-gene-0.151&CDS=1-1134
1927	OG0001927	YHR158C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.3&CDS=1-3114
1928	OG0001928	YHR159W	snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.107-mRNA-1_1&gene=snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.107&CDS=1-1266
1929	OG0001929	YHR161C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.18&CDS=1-1740
1930	OG0001930	YHR164C	genemark-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.103-mRNA-1_1&gene=genemark-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.103&CDS=1-6804
1931	OG0001931	YHR165C	maker-NODE_6_length_562868_cov_24.3835_ID_11-augustus-gene-1.131-mRNA-1_1&gene=maker-NODE_6_length_562868_cov_24.3835_ID_11-augustus-gene-1.131&CDS=1-9018
1932	OG0001932	YHR167W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.34&CDS=1-789
1933	OG0001933	YHR170W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.33&CDS=1-5067
1934	OG0001934	YHR171W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.32&CDS=1-1866
1935	OG0001935	YHR172W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.30&CDS=1-2502
1936	OG0001936	YHR175W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.28&CDS=1-498
1937	OG0001937	YHR176W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.27&CDS=1-1323
1938	OG0001938	YHR178W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.26&CDS=1-2115
1939	OG0001939	YHR181W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.24&CDS=1-675
1940	OG0001940	YHR182W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.23&CDS=1-1884
1941	OG0001941	YHR184W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.21&CDS=1-1800
1942	OG0001942	YHR185C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.10&CDS=1-867
1943	OG0001943	YHR186C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.8&CDS=1-4608
1944	OG0001944	YHR187W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.19&CDS=1-903
1945	OG0001945	YHR188C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.7&CDS=1-1992
1946	OG0001946	YHR189W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.22-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.22&CDS=1-612
1947	OG0001947	YHR190W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.23-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.23&CDS=1-1332
1948	OG0001948	YHR191C	genemark-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.79-mRNA-1_1&gene=genemark-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.79&CDS=1-381
1949	OG0001949	YHR192W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.48&CDS=1-753
1950	OG0001950	YHR193C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.27&CDS=1-510
1951	OG0001951	YHR194W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.47&CDS=1-2769
1952	OG0001952	YHR196W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.45&CDS=1-1677
1953	OG0001953	YHR197W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.44&CDS=1-2301
1954	OG0001954	YHR198C	snap_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-4.195-mRNA-1_1&gene=snap_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-4.195&CDS=1-936
1955	OG0001955	YHR200W	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-4.19&CDS=1-795
1956	OG0001956	YHR201C	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-4.51&CDS=1-1116
1957	OG0001957	YHR202W	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-4.24&CDS=1-1776
1958	OG0001958	YHR204W	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-4.25&CDS=1-2409
1959	OG0001959	YHR205W	genemark-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-4.100-mRNA-1_1&gene=genemark-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-4.100&CDS=1-2268
1960	OG0001960	YHR206W	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-4.27&CDS=1-1584
1961	OG0001961	YHR207C	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-4.54&CDS=1-1464
1962	OG0001962	YHR209W	snap_masked-NODE_2_length_1190564_cov_24.2002_ID_3-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_2_length_1190564_cov_24.2002_ID_3-processed-gene-0.7&CDS=1-858
1963	OG0001963	YIL001W	augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.104&CDS=1-1560
1964	OG0001964	YIL002C	augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.124&CDS=1-2835
1965	OG0001965	YIL003W	augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.101&CDS=1-840
1966	OG0001966	YIL004C	augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.121&CDS=1-450
1967	OG0001967	YIL005W	maker-NODE_10_length_366591_cov_24.4668_ID_19-augustus-gene-0.91-mRNA-1_1&gene=maker-NODE_10_length_366591_cov_24.4668_ID_19-augustus-gene-0.91&CDS=1-3132
1968	OG0001968	YIL007C	augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.119&CDS=1-645
1969	OG0001969	YIL008W	augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.98&CDS=1-324
1970	OG0001970	YIL009C-A	maker-NODE_8_length_524868_cov_24.3509_ID_15-snap-gene-4.212-mRNA-1_1&gene=maker-NODE_8_length_524868_cov_24.3509_ID_15-snap-gene-4.212&CDS=1-582
1971	OG0001971	YIL010W	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.35&CDS=1-633
1972	OG0001972	YIL014W	augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.132&CDS=1-1893
1973	OG0001973	YIL016W	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.26&CDS=1-498
1974	OG0001974	YIL019W	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.20&CDS=1-927
1975	OG0001975	YIL020C	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.46-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.46&CDS=1-783
1976	OG0001976	YIL021W	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.19&CDS=1-936
1977	OG0001977	YIL022W	snap_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.85-mRNA-1_1&gene=snap_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.85&CDS=1-1305
1978	OG0001978	YIL026C	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.15&CDS=1-3249
1979	OG0001979	YIL027C	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.16&CDS=1-429
1980	OG0001980	YIL030C	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.17&CDS=1-3957
1981	OG0001981	YIL031W	snap_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.117-mRNA-1_1&gene=snap_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.117&CDS=1-3231
1982	OG0001982	YIL033C	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.42&CDS=1-1365
1983	OG0001983	YIL034C	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.41&CDS=1-837
1984	OG0001984	YIL035C	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.40&CDS=1-1143
1985	OG0001985	YIL036W	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.11&CDS=1-1371
1986	OG0001986	YIL037C	snap_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.110-mRNA-1_1&gene=snap_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.110&CDS=1-1548
1987	OG0001987	YIL038C	snap_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.109-mRNA-1_1&gene=snap_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.109&CDS=1-2478
1988	OG0001988	YIL041W	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.8&CDS=1-972
1989	OG0001989	YIL042C	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.36&CDS=1-1296
1990	OG0001990	YIL043C	maker-NODE_8_length_524868_cov_24.3509_ID_15-augustus-gene-4.203-mRNA-1_1&gene=maker-NODE_8_length_524868_cov_24.3509_ID_15-augustus-gene-4.203&CDS=1-1980
1991	OG0001991	YIL044C	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.5&CDS=1-753
1992	OG0001992	YIL046W	genemark-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.135-mRNA-1_1&gene=genemark-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-4.135&CDS=1-1767
1993	OG0001993	YIL047C	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-3.143&CDS=1-2586
1994	OG0001994	YIL048W	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-3.122&CDS=1-3441
1995	OG0001995	YIL051C	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-3.119&CDS=1-429
1996	OG0001996	YIL055C	snap_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-3.93-mRNA-1_1&gene=snap_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-3.93&CDS=1-1575
1997	OG0001997	YIL056W	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-3.116&CDS=1-1869
1998	OG0001998	YIL057C	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-3.138&CDS=1-474
1999	OG0001999	YIL061C	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-3.136&CDS=1-927
2000	OG0002000	YIL062C	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-3.134&CDS=1-1422
2001	OG0002001	YIL064W	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-3.114&CDS=1-684
2002	OG0002002	YIL065C	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-3.133&CDS=1-465
2003	OG0002003	YIL067C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-3.106&CDS=1-2004
2004	OG0002004	YIL068C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-3.105&CDS=1-2406
2005	OG0002005	YIL070C	genemark-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.112-mRNA-1_1&gene=genemark-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.112&CDS=1-816
2006	OG0002006	YIL071C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.169-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.169&CDS=1-1299
2007	OG0002007	YIL073C	snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.51-mRNA-1_1&gene=snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.51&CDS=1-1338
2008	OG0002008	YIL075C	snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.47-mRNA-1_1&gene=snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.47&CDS=1-2811
2009	OG0002009	YIL076W	snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.28-mRNA-1_1&gene=snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.28&CDS=1-1800
2010	OG0002010	YIL077C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.165-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.165&CDS=1-909
2011	OG0002011	YIL078W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.149&CDS=1-2241
2012	OG0002012	YIL083C	augustus_masked-NODE_16_length_181188_cov_23.6141_ID_31-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-NODE_16_length_181188_cov_23.6141_ID_31-processed-gene-0.181&CDS=1-1086
2013	OG0002013	YIL087C	augustus_masked-NODE_16_length_181188_cov_23.6141_ID_31-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-NODE_16_length_181188_cov_23.6141_ID_31-processed-gene-0.184&CDS=1-483
2014	OG0002014	YIL088C	augustus_masked-NODE_16_length_181188_cov_23.6141_ID_31-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-NODE_16_length_181188_cov_23.6141_ID_31-processed-gene-0.186&CDS=1-1386
2015	OG0002015	YIL090W	augustus_masked-NODE_16_length_181188_cov_23.6141_ID_31-processed-gene-0.224-mRNA-1_1&gene=augustus_masked-NODE_16_length_181188_cov_23.6141_ID_31-processed-gene-0.224&CDS=1-1308
2016	OG0002016	YIL091C	augustus_masked-NODE_16_length_181188_cov_23.6141_ID_31-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-NODE_16_length_181188_cov_23.6141_ID_31-processed-gene-0.187&CDS=1-2160
2017	OG0002017	YIL093C	augustus_masked-NODE_16_length_181188_cov_23.6141_ID_31-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-NODE_16_length_181188_cov_23.6141_ID_31-processed-gene-0.188&CDS=1-789
2018	OG0002018	YIL094C	augustus_masked-NODE_16_length_181188_cov_23.6141_ID_31-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-NODE_16_length_181188_cov_23.6141_ID_31-processed-gene-0.189&CDS=1-1107
