	OrthologID	Saccharomyces_cerevisiae	Zygosaccharomyces_bailii
2280	OG0002280	YKL018C-A	genemark-ZYBA0S06-processed-gene-5.120-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-5.120&CDS=1-303
2281	OG0002281	YKL018W	genemark-ZYBA0S06-processed-gene-5.154-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-5.154&CDS=1-975
2282	OG0002282	YKL019W	genemark-ZYBA0S06-processed-gene-5.156-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-5.156&CDS=1-951
2283	OG0002283	YKL021C	augustus_masked-ZYBA0S06-processed-gene-5.193-mRNA-1_1&gene=augustus_masked-ZYBA0S06-processed-gene-5.193&CDS=1-4314
2284	OG0002284	YKL022C	genemark-ZYBA0S06-processed-gene-5.125-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-5.125&CDS=1-2256
2285	OG0002285	YKL024C	genemark-ZYBA0S06-processed-gene-5.126-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-5.126&CDS=1-912
2286	OG0002286	YKL025C	genemark-ZYBA0S06-processed-gene-5.127-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-5.127&CDS=1-1923
2287	OG0002287	YKL027W	genemark-ZYBA0S05-processed-gene-5.71-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-5.71&CDS=1-1305
2288	OG0002288	YKL028W	genemark-ZYBA0S05-processed-gene-5.70-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-5.70&CDS=1-1341
2289	OG0002289	YKL029C	genemark-ZYBA0S05-processed-gene-5.89-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-5.89&CDS=1-1926
2290	OG0002290	YKL032C	genemark-ZYBA0S05-processed-gene-5.64-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-5.64&CDS=1-1629
2291	OG0002291	YKL033W	genemark-ZYBA0S05-processed-gene-5.57-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-5.57&CDS=1-3102
2292	OG0002292	YKL033W-A	augustus_masked-ZYBA0S05-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-ZYBA0S05-processed-gene-4.21&CDS=1-669
2293	OG0002293	YKL034W	genemark-ZYBA0S06-processed-gene-0.52-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-0.52&CDS=1-2286
2294	OG0002294	YKL035W	genemark-ZYBA0S06-processed-gene-0.51-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-0.51&CDS=1-1500
2295	OG0002295	YKL038W	genemark-ZYBA0S06-processed-gene-0.50-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-0.50&CDS=1-3252
2296	OG0002296	YKL039W	genemark-ZYBA0S06-processed-gene-0.48-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-0.48&CDS=1-1509
2297	OG0002297	YKL040C	genemark-ZYBA0S06-processed-gene-0.65-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-0.65&CDS=1-765
2298	OG0002298	YKL041W	genemark-ZYBA0S06-processed-gene-0.45-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-0.45&CDS=1-681
2299	OG0002299	YKL042W	genemark-ZYBA0S06-processed-gene-0.42-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-0.42&CDS=1-1032
2300	OG0002300	YKL043W	augustus_masked-ZYBA0S18-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-ZYBA0S18-processed-gene-0.64&CDS=1-1488
2301	OG0002301	YKL045W	genemark-ZYBA0S18-processed-gene-0.13-mRNA-1_1&gene=genemark-ZYBA0S18-processed-gene-0.13&CDS=1-1494
2302	OG0002302	YKL047W	augustus_masked-ZYBA0S18-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-ZYBA0S18-processed-gene-0.67&CDS=1-1587
2303	OG0002303	YKL048C	genemark-ZYBA0S17-processed-gene-0.51-mRNA-1_1&gene=genemark-ZYBA0S17-processed-gene-0.51&CDS=1-2388
2304	OG0002304	YKL049C	genemark-ZYBA0S17-processed-gene-0.54-mRNA-1_1&gene=genemark-ZYBA0S17-processed-gene-0.54&CDS=1-591
2305	OG0002305	YKL051W	augustus_masked-ZYBA0S17-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-ZYBA0S17-processed-gene-0.31&CDS=1-1056
2306	OG0002306	YKL052C	genemark-ZYBA0S17-processed-gene-0.56-mRNA-1_1&gene=genemark-ZYBA0S17-processed-gene-0.56&CDS=1-537
2307	OG0002307	YKL053C-A	snap_masked-ZYBA0S18-processed-gene-0.49-mRNA-1_1&gene=snap_masked-ZYBA0S18-processed-gene-0.49&CDS=1-255
2308	OG0002308	YKL055C	augustus_masked-ZYBA0S18-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-ZYBA0S18-processed-gene-0.74&CDS=1-3003
2309	OG0002309	YKL056C	genemark-ZYBA0S18-processed-gene-0.22-mRNA-1_1&gene=genemark-ZYBA0S18-processed-gene-0.22&CDS=1-501
2310	OG0002310	YKL057C	genemark-ZYBA0S18-processed-gene-0.20-mRNA-1_1&gene=genemark-ZYBA0S18-processed-gene-0.20&CDS=1-3084
2311	OG0002311	YKL058W	genemark-ZYBA0S18-processed-gene-0.8-mRNA-1_1&gene=genemark-ZYBA0S18-processed-gene-0.8&CDS=1-366
2312	OG0002312	YKL059C	genemark-ZYBA0S18-processed-gene-0.19-mRNA-1_1&gene=genemark-ZYBA0S18-processed-gene-0.19&CDS=1-1299
2313	OG0002313	YKL060C	augustus_masked-ZYBA0S18-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-ZYBA0S18-processed-gene-0.69&CDS=1-2082
2314	OG0002314	YKL061W	genemark-ZYBA0S18-processed-gene-0.4-mRNA-1_1&gene=genemark-ZYBA0S18-processed-gene-0.4&CDS=1-354
2315	OG0002315	YKL062W	genemark-ZYBA0S17-processed-gene-0.50-mRNA-1_1&gene=genemark-ZYBA0S17-processed-gene-0.50&CDS=1-1698
2316	OG0002316	YKL063C	genemark-ZYBA0S17-processed-gene-0.72-mRNA-1_1&gene=genemark-ZYBA0S17-processed-gene-0.72&CDS=1-831
2317	OG0002317	YKL064W	augustus_masked-ZYBA0S17-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-ZYBA0S17-processed-gene-0.10&CDS=1-3513
2318	OG0002318	YKL065C	genemark-ZYBA0S17-processed-gene-0.71-mRNA-1_1&gene=genemark-ZYBA0S17-processed-gene-0.71&CDS=1-672
2319	OG0002319	YKL067W	genemark-ZYBA0S17-processed-gene-0.45-mRNA-1_1&gene=genemark-ZYBA0S17-processed-gene-0.45&CDS=1-456
2320	OG0002320	YKL068W-A	augustus_masked-ZYBA0S17-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-ZYBA0S17-processed-gene-0.5&CDS=1-252
2321	OG0002321	YKL069W	genemark-ZYBA0S01-processed-gene-15.159-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-15.159&CDS=1-513
2322	OG0002322	YKL070W	genemark-ZYBA0S02-processed-gene-4.83-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-4.83&CDS=1-720
2323	OG0002323	YKL071W	genemark-ZYBA0S02-processed-gene-4.63-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-4.63&CDS=1-774
2324	OG0002324	YKL072W	genemark-ZYBA0S01-processed-gene-15.160-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-15.160&CDS=1-2334
2325	OG0002325	YKL073W	snap_masked-ZYBA0S01-processed-gene-15.270-mRNA-1_1&gene=snap_masked-ZYBA0S01-processed-gene-15.270&CDS=1-2688
2326	OG0002326	YKL074C	snap_masked-ZYBA0S01-processed-gene-15.219-mRNA-1_1&gene=snap_masked-ZYBA0S01-processed-gene-15.219&CDS=1-1506
2327	OG0002327	YKL077W	genemark-ZYBA0S01-processed-gene-15.164-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-15.164&CDS=1-1185
2328	OG0002328	YKL078W	genemark-ZYBA0S01-processed-gene-15.169-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-15.169&CDS=1-1941
2329	OG0002329	YKL079W	snap_masked-ZYBA0S01-processed-gene-15.278-mRNA-1_1&gene=snap_masked-ZYBA0S01-processed-gene-15.278&CDS=1-1980
2330	OG0002330	YKL080W	snap_masked-ZYBA0S01-processed-gene-15.279-mRNA-1_1&gene=snap_masked-ZYBA0S01-processed-gene-15.279&CDS=1-1176
2331	OG0002331	YKL082C	genemark-ZYBA0S01-processed-gene-15.119-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-15.119&CDS=1-1341
2332	OG0002332	YKL087C	genemark-ZYBA0S01-processed-gene-15.122-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-15.122&CDS=1-780
2333	OG0002333	YKL088W	genemark-ZYBA0S01-processed-gene-15.178-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-15.178&CDS=1-1356
2334	OG0002334	YKL089W	genemark-ZYBA0S05-processed-gene-5.105-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-5.105&CDS=1-1737
2335	OG0002335	YKL090W	snap_masked-ZYBA0S05-processed-gene-5.51-mRNA-1_1&gene=snap_masked-ZYBA0S05-processed-gene-5.51&CDS=1-1272
2336	OG0002336	YKL094W	genemark-ZYBA0S02-processed-gene-5.108-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-5.108&CDS=1-936
2337	OG0002337	YKL095W	genemark-ZYBA0S05-processed-gene-5.84-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-5.84&CDS=1-813
2338	OG0002338	YKL096W	genemark-ZYBA0S03-processed-gene-4.88-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-4.88&CDS=1-636
2339	OG0002339	YKL098W	genemark-ZYBA0S03-processed-gene-4.90-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-4.90&CDS=1-1320
2340	OG0002340	YKL099C	genemark-ZYBA0S03-processed-gene-4.67-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-4.67&CDS=1-735
2341	OG0002341	YKL100C	augustus_masked-ZYBA0S03-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-ZYBA0S03-processed-gene-4.116&CDS=1-1365
2342	OG0002342	YKL103C	genemark-ZYBA0S03-processed-gene-6.82-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-6.82&CDS=1-1509
2343	OG0002343	YKL104C	snap_masked-ZYBA0S03-processed-gene-6.127-mRNA-1_1&gene=snap_masked-ZYBA0S03-processed-gene-6.127&CDS=1-2172
2344	OG0002344	YKL106W	genemark-ZYBA0S03-processed-gene-6.63-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-6.63&CDS=1-1314
2345	OG0002345	YKL107W	genemark-ZYBA0S07-processed-gene-5.112-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-5.112&CDS=1-885
2346	OG0002346	YKL108W	snap_masked-ZYBA0S03-processed-gene-6.102-mRNA-1_1&gene=snap_masked-ZYBA0S03-processed-gene-6.102&CDS=1-1116
2347	OG0002347	YKL110C	snap_masked-ZYBA0S03-processed-gene-6.120-mRNA-1_1&gene=snap_masked-ZYBA0S03-processed-gene-6.120&CDS=1-900
2348	OG0002348	YKL113C	maker-ZYBA0S03-augustus-gene-6.87-mRNA-1_1&gene=maker-ZYBA0S03-augustus-gene-6.87&CDS=1-2226
2349	OG0002349	YKL116C	genemark-ZYBA0S03-processed-gene-6.74-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-6.74&CDS=1-1527
2350	OG0002350	YKL117W	genemark-ZYBA0S03-processed-gene-6.52-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-6.52&CDS=1-501
2351	OG0002351	YKL119C	snap_masked-ZYBA0S03-processed-gene-6.114-mRNA-1_1&gene=snap_masked-ZYBA0S03-processed-gene-6.114&CDS=1-636
2352	OG0002352	YKL120W	augustus_masked-ZYBA0S03-processed-gene-6.6-mRNA-1_1&gene=augustus_masked-ZYBA0S03-processed-gene-6.6&CDS=1-3432
2353	OG0002353	YKL122C	genemark-ZYBA0S03-processed-gene-6.48-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-6.48&CDS=1-444
2354	OG0002354	YKL125W	augustus_masked-ZYBA0S03-processed-gene-6.5-mRNA-1_1&gene=augustus_masked-ZYBA0S03-processed-gene-6.5&CDS=1-4443
2355	OG0002355	YKL130C	genemark-ZYBA0S03-processed-gene-5.51-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-5.51&CDS=1-714
2356	OG0002356	YKL134C	genemark-ZYBA0S03-processed-gene-5.49-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-5.49&CDS=1-3705
2357	OG0002357	YKL135C	genemark-ZYBA0S03-processed-gene-5.48-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-5.48&CDS=1-2166
2358	OG0002358	YKL137W	genemark-ZYBA0S03-processed-gene-5.27-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-5.27&CDS=1-324
2359	OG0002359	YKL138C	genemark-ZYBA0S03-processed-gene-5.47-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-5.47&CDS=1-393
2360	OG0002360	YKL138C-A	snap_masked-ZYBA0S03-processed-gene-5.111-mRNA-1_1&gene=snap_masked-ZYBA0S03-processed-gene-5.111&CDS=1-210
2361	OG0002361	YKL139W	genemark-ZYBA0S03-processed-gene-5.25-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-5.25&CDS=1-1392
2362	OG0002362	YKL140W	maker-ZYBA0S03-augustus-gene-5.59-mRNA-1_1&gene=maker-ZYBA0S03-augustus-gene-5.59&CDS=1-1917
2363	OG0002363	YKL143W	augustus_masked-ZYBA0S02-processed-gene-8.143-mRNA-1_1&gene=augustus_masked-ZYBA0S02-processed-gene-8.143&CDS=1-1971
2364	OG0002364	YKL144C	snap_masked-ZYBA0S02-processed-gene-8.22-mRNA-1_1&gene=snap_masked-ZYBA0S02-processed-gene-8.22&CDS=1-627
2365	OG0002365	YKL145W	genemark-ZYBA0S02-processed-gene-8.96-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-8.96&CDS=1-1401
2366	OG0002366	YKL150W	genemark-ZYBA0S08-processed-gene-3.107-mRNA-1_1&gene=genemark-ZYBA0S08-processed-gene-3.107&CDS=1-936
2367	OG0002367	YKL151C	genemark-ZYBA0S08-processed-gene-3.139-mRNA-1_1&gene=genemark-ZYBA0S08-processed-gene-3.139&CDS=1-969
2368	OG0002368	YKL152C	genemark-ZYBA0S08-processed-gene-3.138-mRNA-1_1&gene=genemark-ZYBA0S08-processed-gene-3.138&CDS=1-741
2369	OG0002369	YKL154W	genemark-ZYBA0S02-processed-gene-2.170-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-2.170&CDS=1-765
2370	OG0002370	YKL155C	genemark-ZYBA0S02-processed-gene-2.148-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-2.148&CDS=1-2109
2371	OG0002371	YKL159C	snap_masked-ZYBA0S03-processed-gene-9.128-mRNA-1_1&gene=snap_masked-ZYBA0S03-processed-gene-9.128&CDS=1-549
2372	OG0002372	YKL160W	genemark-ZYBA0S03-processed-gene-9.54-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-9.54&CDS=1-441
2373	OG0002373	YKL162C	snap_masked-ZYBA0S08-processed-gene-1.25-mRNA-1_1&gene=snap_masked-ZYBA0S08-processed-gene-1.25&CDS=1-1191
2374	OG0002374	YKL165C	genemark-ZYBA0S06-processed-gene-4.30-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-4.30&CDS=1-2751
2375	OG0002375	YKL166C	augustus_masked-ZYBA0S06-processed-gene-4.147-mRNA-1_1&gene=augustus_masked-ZYBA0S06-processed-gene-4.147&CDS=1-1221
2376	OG0002376	YKL167C	snap_masked-ZYBA0S06-processed-gene-4.88-mRNA-1_1&gene=snap_masked-ZYBA0S06-processed-gene-4.88&CDS=1-399
2377	OG0002377	YKL173W	augustus_masked-ZYBA0S06-processed-gene-4.163-mRNA-1_1&gene=augustus_masked-ZYBA0S06-processed-gene-4.163&CDS=1-8052
2378	OG0002378	YKL174C	genemark-ZYBA0S06-processed-gene-4.36-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-4.36&CDS=1-1767
2379	OG0002379	YKL175W	augustus_masked-ZYBA0S06-processed-gene-4.164-mRNA-1_1&gene=augustus_masked-ZYBA0S06-processed-gene-4.164&CDS=1-1182
2380	OG0002380	YKL178C	genemark-ZYBA0S06-processed-gene-5.89-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-5.89&CDS=1-1506
2381	OG0002381	YKL179C	genemark-ZYBA0S04-processed-gene-2.109-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-2.109&CDS=1-2106
2382	OG0002382	YKL181W	genemark-ZYBA0S11-processed-gene-1.86-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-1.86&CDS=1-1293
2383	OG0002383	YKL182W	genemark-ZYBA0S11-processed-gene-2.156-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.156&CDS=1-6168
2384	OG0002384	YKL184W	augustus_masked-ZYBA0S11-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-ZYBA0S11-processed-gene-2.8&CDS=1-3333
2385	OG0002385	YKL186C	genemark-ZYBA0S11-processed-gene-2.159-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.159&CDS=1-576
2386	OG0002386	YKL188C	maker-ZYBA0S11-augustus-gene-2.68-mRNA-1_1&gene=maker-ZYBA0S11-augustus-gene-2.68&CDS=1-4056
2387	OG0002387	YKL189W	genemark-ZYBA0S11-processed-gene-2.195-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.195&CDS=1-1146
2388	OG0002388	YKL191W	augustus_masked-ZYBA0S11-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-ZYBA0S11-processed-gene-2.47&CDS=1-2034
2389	OG0002389	YKL192C	snap_masked-ZYBA0S11-processed-gene-2.90-mRNA-1_1&gene=snap_masked-ZYBA0S11-processed-gene-2.90&CDS=1-372
2390	OG0002390	YKL193C	genemark-ZYBA0S11-processed-gene-2.167-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.167&CDS=1-1026
2391	OG0002391	YKL194C	genemark-ZYBA0S11-processed-gene-2.169-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.169&CDS=1-1494
2392	OG0002392	YKL196C	genemark-ZYBA0S11-processed-gene-2.171-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.171&CDS=1-600
2393	OG0002393	YKL197C	snap_masked-ZYBA0S02-processed-gene-13.100-mRNA-1_1&gene=snap_masked-ZYBA0S02-processed-gene-13.100&CDS=1-3156
2394	OG0002394	YKL203C	genemark-ZYBA0S02-processed-gene-13.171-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-13.171&CDS=1-7386
2395	OG0002395	YKL204W	augustus_masked-ZYBA0S02-processed-gene-13.56-mRNA-1_1&gene=augustus_masked-ZYBA0S02-processed-gene-13.56&CDS=1-2001
2396	OG0002396	YKL205W	genemark-ZYBA0S02-processed-gene-13.199-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-13.199&CDS=1-3177
2397	OG0002397	YKL206C	augustus_masked-ZYBA0S02-processed-gene-13.35-mRNA-1_1&gene=augustus_masked-ZYBA0S02-processed-gene-13.35&CDS=1-834
2398	OG0002398	YKL207W	genemark-ZYBA0S02-processed-gene-13.203-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-13.203&CDS=1-792
2399	OG0002399	YKL208W	snap_masked-ZYBA0S02-processed-gene-13.137-mRNA-1_1&gene=snap_masked-ZYBA0S02-processed-gene-13.137&CDS=1-660
2400	OG0002400	YKL209C	augustus_masked-ZYBA0S02-processed-gene-13.36-mRNA-1_1&gene=augustus_masked-ZYBA0S02-processed-gene-13.36&CDS=1-3810
2401	OG0002401	YKL210W	genemark-ZYBA0S02-processed-gene-13.206-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-13.206&CDS=1-3045
2402	OG0002402	YKL211C	genemark-ZYBA0S02-processed-gene-13.177-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-13.177&CDS=1-1464
2403	OG0002403	YKL212W	genemark-ZYBA0S02-processed-gene-13.208-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-13.208&CDS=1-1866
2404	OG0002404	YKL213C	genemark-ZYBA0S02-processed-gene-13.178-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-13.178&CDS=1-2157
2405	OG0002405	YKL214C	maker-ZYBA0S02-snap-gene-13.2-mRNA-1_1&gene=maker-ZYBA0S02-snap-gene-13.2&CDS=1-540
2406	OG0002406	YKL216W	genemark-ZYBA0S01-processed-gene-0.25-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-0.25&CDS=1-942
2407	OG0002407	YKL221W	genemark-ZYBA0S04-processed-gene-6.87-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-6.87&CDS=1-1461
2408	OG0002408	YKR002W	genemark-ZYBA0S05-processed-gene-5.97-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-5.97&CDS=1-1695
2409	OG0002409	YKR004C	maker-ZYBA0S05-snap-gene-5.108-mRNA-1_1&gene=maker-ZYBA0S05-snap-gene-5.108&CDS=1-1092
2410	OG0002410	YKR005C	snap_masked-ZYBA0S05-processed-gene-5.19-mRNA-1_1&gene=snap_masked-ZYBA0S05-processed-gene-5.19&CDS=1-1812
2411	OG0002411	YKR006C	snap_masked-ZYBA0S05-processed-gene-5.18-mRNA-1_1&gene=snap_masked-ZYBA0S05-processed-gene-5.18&CDS=1-702
2412	OG0002412	YKR007W	snap_masked-ZYBA0S05-processed-gene-5.40-mRNA-1_1&gene=snap_masked-ZYBA0S05-processed-gene-5.40&CDS=1-468
2413	OG0002413	YKR008W	genemark-ZYBA0S05-processed-gene-5.94-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-5.94&CDS=1-1659
2414	OG0002414	YKR009C	augustus_masked-ZYBA0S05-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-ZYBA0S05-processed-gene-5.127&CDS=1-4239
2415	OG0002415	YKR011C	snap_masked-ZYBA0S03-processed-gene-4.35-mRNA-1_1&gene=snap_masked-ZYBA0S03-processed-gene-4.35&CDS=1-882
2416	OG0002416	YKR014C	genemark-ZYBA0S03-processed-gene-4.84-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-4.84&CDS=1-642
2417	OG0002417	YKR016W	genemark-ZYBA0S03-processed-gene-4.105-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-4.105&CDS=1-1599
2418	OG0002418	YKR020W	genemark-ZYBA0S03-processed-gene-4.103-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-4.103&CDS=1-438
2419	OG0002419	YKR023W	genemark-ZYBA0S07-processed-gene-0.69-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-0.69&CDS=1-1497
2420	OG0002420	YKR024C	genemark-ZYBA0S07-processed-gene-0.46-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-0.46&CDS=1-2151
2421	OG0002421	YKR025W	genemark-ZYBA0S07-processed-gene-0.68-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-0.68&CDS=1-780
2422	OG0002422	YKR026C	genemark-ZYBA0S07-processed-gene-0.45-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-0.45&CDS=1-906
2423	OG0002423	YKR028W	genemark-ZYBA0S07-processed-gene-0.63-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-0.63&CDS=1-3462
2424	OG0002424	YKR029C	augustus_masked-ZYBA0S03-processed-gene-10.6-mRNA-1_1&gene=augustus_masked-ZYBA0S03-processed-gene-10.6&CDS=1-2610
2425	OG0002425	YKR031C	genemark-ZYBA0S03-processed-gene-10.167-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-10.167&CDS=1-4866
2426	OG0002426	YKR035W-A	genemark-ZYBA0S01-processed-gene-5.93-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-5.93&CDS=1-603
2427	OG0002427	YKR038C	augustus_masked-ZYBA0S01-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-ZYBA0S01-processed-gene-5.21&CDS=1-2028
2428	OG0002428	YKR043C	genemark-ZYBA0S01-processed-gene-5.66-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-5.66&CDS=1-801
2429	OG0002429	YKR044W	genemark-ZYBA0S01-processed-gene-5.89-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-5.89&CDS=1-1320
2430	OG0002430	YKR045C	genemark-ZYBA0S01-processed-gene-5.64-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-5.64&CDS=1-795
2431	OG0002431	YKR046C	genemark-ZYBA0S01-processed-gene-5.63-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-5.63&CDS=1-897
2432	OG0002432	YKR048C	genemark-ZYBA0S01-processed-gene-5.62-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-5.62&CDS=1-1350
2433	OG0002433	YKR049C	genemark-ZYBA0S01-processed-gene-5.60-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-5.60&CDS=1-360
2434	OG0002434	YKR051W	augustus_masked-ZYBA0S01-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-ZYBA0S01-processed-gene-5.30&CDS=1-1242
2435	OG0002435	YKR052C	genemark-ZYBA0S01-processed-gene-5.57-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-5.57&CDS=1-903
2436	OG0002436	YKR054C	snap_masked-ZYBA0S01-processed-gene-5.104-mRNA-1_1&gene=snap_masked-ZYBA0S01-processed-gene-5.104&CDS=1-12150
2437	OG0002437	YKR055W	genemark-ZYBA0S01-processed-gene-5.79-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-5.79&CDS=1-831
2438	OG0002438	YKR060W	genemark-ZYBA0S01-processed-gene-5.75-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-5.75&CDS=1-768
2439	OG0002439	YKR061W	snap_masked-ZYBA0S01-processed-gene-5.122-mRNA-1_1&gene=snap_masked-ZYBA0S01-processed-gene-5.122&CDS=1-1272
2440	OG0002440	YKR062W	genemark-ZYBA0S01-processed-gene-2.95-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-2.95&CDS=1-930
2441	OG0002441	YKR063C	genemark-ZYBA0S01-processed-gene-1.18-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-1.18&CDS=1-1353
2442	OG0002442	YKR064W	snap_masked-ZYBA0S01-processed-gene-1.81-mRNA-1_1&gene=snap_masked-ZYBA0S01-processed-gene-1.81&CDS=1-2469
2443	OG0002443	YKR065C	genemark-ZYBA0S01-processed-gene-1.16-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-1.16&CDS=1-585
2444	OG0002444	YKR066C	genemark-ZYBA0S06-processed-gene-4.48-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-4.48&CDS=1-1059
2445	OG0002445	YKR068C	genemark-ZYBA0S08-processed-gene-1.90-mRNA-1_1&gene=genemark-ZYBA0S08-processed-gene-1.90&CDS=1-579
2446	OG0002446	YKR069W	maker-ZYBA0S08-augustus-gene-1.2-mRNA-1_1&gene=maker-ZYBA0S08-augustus-gene-1.2&CDS=1-2826
