	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035681_Candida_gotoi
2011	OG0002011	YJL171C	snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-5.24-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-5.24&CDS=1-1269
2012	OG0002012	YJL176C	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-3.146-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-3.146&CDS=1-2946
2013	OG0002013	YJL179W	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-0.77&CDS=1-360
2014	OG0002014	YJL180C	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-0.53&CDS=1-1071
2015	OG0002015	YJL183W	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-4.124-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-4.124&CDS=1-1305
2016	OG0002016	YJL184W	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-0.52&CDS=1-318
2017	OG0002017	YJL187C	maker-NODE_1_length_933283_cov_68.0403_ID_1-snap-gene-3.42-mRNA-1_1&gene=maker-NODE_1_length_933283_cov_68.0403_ID_1-snap-gene-3.42&CDS=1-3621
2018	OG0002018	YJL194W	genemark-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-7.110-mRNA-1_1&gene=genemark-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-7.110&CDS=1-1764
2019	OG0002019	YJL197W	snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.87-mRNA-1_1&gene=snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.87&CDS=1-4080
2020	OG0002020	YJL200C	snap_masked-NODE_38_length_39037_cov_78.4773_ID_75-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_38_length_39037_cov_78.4773_ID_75-processed-gene-0.11&CDS=1-2430
2021	OG0002021	YJL201W	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.87-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.87&CDS=1-1881
2022	OG0002022	YJL203W	snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-2.145-mRNA-1_1&gene=snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-2.145&CDS=1-1197
2023	OG0002023	YJL204C	snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.7&CDS=1-2436
2024	OG0002024	YJL207C	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.93-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.93&CDS=1-6564
2025	OG0002025	YJL208C	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.194-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.194&CDS=1-969
2026	OG0002026	YJL212C	augustus_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-2.36&CDS=1-2337
2027	OG0002027	YJR001W	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-0.31&CDS=1-1890
2028	OG0002028	YJR002W	snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-8.157-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-8.157&CDS=1-1872
2029	OG0002029	YJR003C	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-7.72-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-7.72&CDS=1-1491
2030	OG0002030	YJR005W	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.10-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.10&CDS=1-2109
2031	OG0002031	YJR006W	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-1.55&CDS=1-1470
2032	OG0002032	YJR007W	augustus_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.191-mRNA-1_1&gene=augustus_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.191&CDS=1-894
2033	OG0002033	YJR008W	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.9-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.9&CDS=1-1026
2034	OG0002034	YJR010W	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-4.114-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-4.114&CDS=1-1590
2035	OG0002035	YJR013W	snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.75&CDS=1-1236
2036	OG0002036	YJR014W	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-2.133-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-2.133&CDS=1-600
2037	OG0002037	YJR016C	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-0.90&CDS=1-1800
2038	OG0002038	YJR017C	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-0.76&CDS=1-525
2039	OG0002039	YJR022W	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.176-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.176&CDS=1-285
2040	OG0002040	YJR024C	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.204-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.204&CDS=1-777
2041	OG0002041	YJR025C	snap_masked-NODE_29_length_136499_cov_66.3125_ID_57-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_29_length_136499_cov_66.3125_ID_57-processed-gene-0.42&CDS=1-510
2042	OG0002042	YJR032W	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-3.110-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-3.110&CDS=1-1131
2043	OG0002043	YJR033C	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-6.78-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-6.78&CDS=1-4230
2044	OG0002044	YJR034W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-6.75-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-6.75&CDS=1-399
2045	OG0002045	YJR035W	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-5.3-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-5.3&CDS=1-3369
2046	OG0002046	YJR040W	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-1.88&CDS=1-2274
2047	OG0002047	YJR041C	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-1.67&CDS=1-3510
2048	OG0002048	YJR042W	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-1.65&CDS=1-2319
2049	OG0002049	YJR044C	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-2.84&CDS=1-420
2050	OG0002050	YJR045C	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-1.84&CDS=1-1947
2051	OG0002051	YJR052W	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-1.99-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-1.99&CDS=1-1833
2052	OG0002052	YJR055W	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-3.15-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-3.15&CDS=1-459
2053	OG0002053	YJR057W	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.5-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.5&CDS=1-645
2054	OG0002054	YJR058C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.1-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.1&CDS=1-435
2055	OG0002055	YJR060W	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-3.8-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-3.8&CDS=1-756
2056	OG0002056	YJR062C	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-2.71&CDS=1-1038
2057	OG0002057	YJR063W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.78-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.78&CDS=1-369
2058	OG0002058	YJR064W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.77-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.77&CDS=1-1644
2059	OG0002059	YJR065C	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.76-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.76&CDS=1-1266
2060	OG0002060	YJR068W	augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-1.102&CDS=1-1089
2061	OG0002061	YJR069C	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-3.79-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-3.79&CDS=1-570
2062	OG0002062	YJR070C	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.57-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.57&CDS=1-954
2063	OG0002063	YJR072C	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-0.62&CDS=1-1146
2064	OG0002064	YJR073C	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.158-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.158&CDS=1-660
2065	OG0002065	YJR074W	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.123-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.123&CDS=1-468
2066	OG0002066	YJR075W	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.161-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.161&CDS=1-1224
2067	OG0002067	YJR076C	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.209-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.209&CDS=1-1197
2068	OG0002068	YJR077C	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-0.81&CDS=1-918
2069	OG0002069	YJR078W	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.46-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.46&CDS=1-1347
2070	OG0002070	YJR080C	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.134-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.134&CDS=1-1269
2071	OG0002071	YJR084W	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.229-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.229&CDS=1-1311
2072	OG0002072	YJR085C	snap_masked-NODE_29_length_136499_cov_66.3125_ID_57-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_29_length_136499_cov_66.3125_ID_57-processed-gene-0.48&CDS=1-321
2073	OG0002073	YJR088C	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.227-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.227&CDS=1-918
2074	OG0002074	YJR089W	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.279-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.279&CDS=1-3864
2075	OG0002075	YJR090C	augustus_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.77&CDS=1-2478
2076	OG0002076	YJR092W	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.273-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.273&CDS=1-5403
2077	OG0002077	YJR093C	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.272-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.272&CDS=1-822
2078	OG0002078	YJR095W	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.263-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.263&CDS=1-951
2079	OG0002079	YJR096W	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-4.107-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-4.107&CDS=1-846
2080	OG0002080	YJR097W	augustus_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.2-mRNA-1_1&gene=augustus_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.2&CDS=1-504
2081	OG0002081	YJR098C	snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.142-mRNA-1_1&gene=snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.142&CDS=1-2295
2082	OG0002082	YJR099W	snap_masked-NODE_20_length_266287_cov_87.4797_ID_39-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_20_length_266287_cov_87.4797_ID_39-processed-gene-1.25&CDS=1-720
2083	OG0002083	YJR100C	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.262-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.262&CDS=1-1032
2084	OG0002084	YJR102C	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.268-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.268&CDS=1-597
2085	OG0002085	YJR104C	snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.94&CDS=1-462
2086	OG0002086	YJR105W	snap_masked-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.224-mRNA-1_1&gene=snap_masked-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.224&CDS=1-1044
2087	OG0002087	YJR107W	maker-NODE_21_length_207486_cov_71.6837_ID_41-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_21_length_207486_cov_71.6837_ID_41-augustus-gene-1.0&CDS=1-1671
2088	OG0002088	YJR109C	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.75-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.75&CDS=1-3459
2089	OG0002089	YJR110W	maker-NODE_5_length_751471_cov_67.627_ID_9-snap-gene-5.105-mRNA-1_1&gene=maker-NODE_5_length_751471_cov_67.627_ID_9-snap-gene-5.105&CDS=1-4281
2090	OG0002090	YJR111C	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-5.69-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-5.69&CDS=1-1017
2091	OG0002091	YJR112W	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-2.94-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-2.94&CDS=1-603
2092	OG0002092	YJR113C	augustus_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-0.130&CDS=1-762
2093	OG0002093	YJR117W	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-0.12&CDS=1-1362
2094	OG0002094	YJR118C	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-7.10-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-7.10&CDS=1-489
2095	OG0002095	YJR119C	augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-0.92&CDS=1-2463
2096	OG0002096	YJR121W	maker-NODE_4_length_767683_cov_66.5034_ID_7-snap-gene-0.119-mRNA-1_1&gene=maker-NODE_4_length_767683_cov_66.5034_ID_7-snap-gene-0.119&CDS=1-1509
2097	OG0002097	YJR122W	snap_masked-NODE_18_length_296463_cov_85.1512_ID_35-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_18_length_296463_cov_85.1512_ID_35-processed-gene-0.26&CDS=1-1416
2098	OG0002098	YJR123W	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-1.87-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-1.87&CDS=1-672
2099	OG0002099	YJR124C	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-1.66&CDS=1-1368
2100	OG0002100	YJR131W	snap_masked-NODE_28_length_139703_cov_65.3203_ID_55-processed-gene-0.127-mRNA-1_1&gene=snap_masked-NODE_28_length_139703_cov_65.3203_ID_55-processed-gene-0.127&CDS=1-2022
2101	OG0002101	YJR132W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.50-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.50&CDS=1-3165
2102	OG0002102	YJR133W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.49-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.49&CDS=1-618
2103	OG0002103	YJR135W-A	snap_masked-NODE_35_length_49531_cov_69.1506_ID_69-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_35_length_49531_cov_69.1506_ID_69-processed-gene-0.26&CDS=1-267
2104	OG0002104	YJR136C	augustus_masked-NODE_35_length_49531_cov_69.1506_ID_69-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_35_length_49531_cov_69.1506_ID_69-processed-gene-0.14&CDS=1-1539
2105	OG0002105	YJR137C	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-3.15-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-3.15&CDS=1-4266
2106	OG0002106	YJR138W	augustus_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-2.12&CDS=1-4758
2107	OG0002107	YJR139C	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-2.135-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-2.135&CDS=1-1074
2108	OG0002108	YJR140C	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-3.40-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-3.40&CDS=1-5847
2109	OG0002109	YJR141W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-3.19-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-3.19&CDS=1-1101
2110	OG0002110	YJR142W	maker-NODE_5_length_751471_cov_67.627_ID_9-augustus-gene-3.47-mRNA-1_1&gene=maker-NODE_5_length_751471_cov_67.627_ID_9-augustus-gene-3.47&CDS=1-2655
2111	OG0002111	YJR143C	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-3.38-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-3.38&CDS=1-2268
2112	OG0002112	YJR144W	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-2.137-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-2.137&CDS=1-816
2113	OG0002113	YJR148W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-2.124-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-2.124&CDS=1-1110
2114	OG0002114	YJR149W	snap_masked-NODE_36_length_46692_cov_116.749_ID_71-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_36_length_46692_cov_116.749_ID_71-processed-gene-0.26&CDS=1-1161
2115	OG0002115	YJR152W	snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-0.58&CDS=1-1578
2116	OG0002116	YJR154W	genemark-NODE_36_length_46692_cov_116.749_ID_71-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_36_length_46692_cov_116.749_ID_71-processed-gene-0.6&CDS=1-1044
2117	OG0002117	YKL001C	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.136-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.136&CDS=1-600
2118	OG0002118	YKL003C	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.97-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.97&CDS=1-402
2119	OG0002119	YKL004W	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.137-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.137&CDS=1-1566
2120	OG0002120	YKL005C	snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-1.54-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-1.54&CDS=1-1980
2121	OG0002121	YKL006C-A	augustus_masked-NODE_26_length_162235_cov_68.3165_ID_51-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_26_length_162235_cov_68.3165_ID_51-processed-gene-0.13&CDS=1-294
2122	OG0002122	YKL007W	snap_masked-NODE_26_length_162235_cov_68.3165_ID_51-processed-gene-0.143-mRNA-1_1&gene=snap_masked-NODE_26_length_162235_cov_68.3165_ID_51-processed-gene-0.143&CDS=1-783
2123	OG0002123	YKL009W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-0.76&CDS=1-693
2124	OG0002124	YKL010C	snap_masked-NODE_26_length_162235_cov_68.3165_ID_51-processed-gene-0.144-mRNA-1_1&gene=snap_masked-NODE_26_length_162235_cov_68.3165_ID_51-processed-gene-0.144&CDS=1-5262
2125	OG0002125	YKL011C	augustus_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.118&CDS=1-957
2126	OG0002126	YKL013C	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.77&CDS=1-2388
2127	OG0002127	YKL015W	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.67-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.67&CDS=1-3117
2128	OG0002128	YKL016C	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.76-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.76&CDS=1-525
2129	OG0002129	YKL017C	augustus_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.250-mRNA-1_1&gene=augustus_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.250&CDS=1-6882
2130	OG0002130	YKL018W	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.77-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.77&CDS=1-1131
2131	OG0002131	YKL019W	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.39-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.39&CDS=1-933
