	OrthologID	Saccharomyces_cerevisiae	Starmerella_bombicola_JCM9596
1306	OG0001306	YGR090W	-processed-gene-17.145-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-17.145&CDS=1-3252
1307	OG0001307	YGR094W	-processed-gene-10.108-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-10.108&CDS=1-3159
1308	OG0001308	YGR095C	-processed-gene-6.94-mRNA-1_1&gene=augustus_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-6.94&CDS=1-639
1309	OG0001309	YGR096W	-processed-gene-6.150-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-6.150&CDS=1-912
1310	OG0001310	YGR098C	-processed-gene-11.98-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-11.98&CDS=1-3612
1311	OG0001311	YGR099W	-processed-gene-19.162-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-19.162&CDS=1-2253
1312	OG0001312	YGR100W	-augustus-gene-11.1-mRNA-1_1&gene=maker-gi|1002316118|dbj|BCGO01000001.1|-augustus-gene-11.1&CDS=1-3792
1313	OG0001313	YGR101W	-processed-gene-0.46-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-0.46&CDS=1-861
1314	OG0001314	YGR103W	-processed-gene-3.68-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-3.68&CDS=1-1776
1315	OG0001315	YGR105W	-processed-gene-3.95-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-3.95&CDS=1-240
1316	OG0001316	YGR110W	-processed-gene-22.55-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-22.55&CDS=1-1227
1317	OG0001317	YGR112W	-processed-gene-17.93-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-17.93&CDS=1-723
1318	OG0001318	YGR119C	-processed-gene-2.28-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-2.28&CDS=1-1854
1319	OG0001319	YGR123C	-processed-gene-11.80-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-11.80&CDS=1-1434
1320	OG0001320	YGR125W	-processed-gene-22.116-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-22.116&CDS=1-3018
1321	OG0001321	YGR132C	-processed-gene-13.81-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-13.81&CDS=1-861
1322	OG0001322	YGR135W	-processed-gene-13.85-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-13.85&CDS=1-744
1323	OG0001323	YGR144W	-processed-gene-28.114-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-28.114&CDS=1-918
1324	OG0001324	YGR145W	-processed-gene-12.40-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-12.40&CDS=1-1965
1325	OG0001325	YGR147C	-processed-gene-5.86-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-5.86&CDS=1-717
1326	OG0001326	YGR149W	-processed-gene-7.88-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-7.88&CDS=1-1194
1327	OG0001327	YGR150C	-processed-gene-9.79-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-9.79&CDS=1-2088
1328	OG0001328	YGR159C	-processed-gene-11.96-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-11.96&CDS=1-1575
1329	OG0001329	YGR163W	-processed-gene-16.112-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-16.112&CDS=1-945
1330	OG0001330	YGR165W	-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-3.58&CDS=1-1329
1331	OG0001331	YGR167W	-processed-gene-18.93-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-18.93&CDS=1-651
1332	OG0001332	YGR170W	-processed-gene-0.52-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-0.52&CDS=1-2682
1333	OG0001333	YGR171C	-augustus-gene-0.0-mRNA-1_1&gene=maker-gi|1002316118|dbj|BCGO01000001.1|-augustus-gene-0.0&CDS=1-2166
1334	OG0001334	YGR173W	-processed-gene-22.151-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-22.151&CDS=1-1107
1335	OG0001335	YGR175C	-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-2.77&CDS=1-1755
1336	OG0001336	YGR178C	-processed-gene-3.70-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-3.70&CDS=1-1260
1337	OG0001337	YGR181W	-processed-gene-0.60-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-0.60&CDS=1-270
1338	OG0001338	YGR183C	-processed-gene-23.60-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-23.60&CDS=1-204
1339	OG0001339	YGR184C	-processed-gene-23.62-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-23.62&CDS=1-5460
1340	OG0001340	YGR185C	-processed-gene-23.87-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-23.87&CDS=1-1167
1341	OG0001341	YGR186W	-processed-gene-1.22-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-1.22&CDS=1-1731
1342	OG0001342	YGR187C	-processed-gene-26.11-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-26.11&CDS=1-1002
1343	OG0001343	YGR189C	-processed-gene-23.59-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-23.59&CDS=1-882
1344	OG0001344	YGR193C	-processed-gene-11.51-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-11.51&CDS=1-1116
1345	OG0001345	YGR195W	-processed-gene-13.81-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-13.81&CDS=1-720
1346	OG0001346	YGR200C	-processed-gene-15.58-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-15.58&CDS=1-2016
1347	OG0001347	YGR201C	-snap-gene-27.46-mRNA-1_1&gene=maker-gi|1002316118|dbj|BCGO01000001.1|-snap-gene-27.46&CDS=1-657
1348	OG0001348	YGR202C	-processed-gene-23.85-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-23.85&CDS=1-1104
1349	OG0001349	YGR203W	-processed-gene-23.57-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-23.57&CDS=1-369
1350	OG0001350	YGR205W	-processed-gene-21.73-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-21.73&CDS=1-801
1351	OG0001351	YGR207C	-processed-gene-21.72-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-21.72&CDS=1-765
1352	OG0001352	YGR210C	-processed-gene-10.131-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-10.131&CDS=1-1242
1353	OG0001353	YGR211W	-processed-gene-4.80-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-4.80&CDS=1-1434
1354	OG0001354	YGR215W	-processed-gene-23.75-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-23.75&CDS=1-318
1355	OG0001355	YGR216C	-processed-gene-4.82-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-4.82&CDS=1-2061
1356	OG0001356	YGR217W	-processed-gene-23.59-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-23.59&CDS=1-6303
1357	OG0001357	YGR218W	-processed-gene-10.129-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-10.129&CDS=1-3264
1358	OG0001358	YGR220C	-processed-gene-10.72-mRNA-1_1&gene=augustus_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-10.72&CDS=1-771
1359	OG0001359	YGR223C	-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-6.114&CDS=1-945
1360	OG0001360	YGR227W	-processed-gene-13.86-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-13.86&CDS=1-1098
1361	OG0001361	YGR229C	-processed-gene-13.55-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-13.55&CDS=1-1764
1362	OG0001362	YGR231C	-processed-gene-12.101-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-12.101&CDS=1-933
1363	OG0001363	YGR232W	-processed-gene-5.163-mRNA-1_1&gene=genemark-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-5.163&CDS=1-660
1364	OG0001364	YGR233C	-augustus-gene-10.59-mRNA-1_1&gene=maker-gi|1002316115|dbj|BCGO01000004.1|-augustus-gene-10.59&CDS=1-4107
1365	OG0001365	YGR235C	-processed-gene-0.64-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-0.64&CDS=1-783
1366	OG0001366	YGR244C	-processed-gene-0.71-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-0.71&CDS=1-1296
1367	OG0001367	YGR245C	-processed-gene-8.130-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-8.130&CDS=1-2121
1368	OG0001368	YGR246C	-processed-gene-8.131-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-8.131&CDS=1-1965
1369	OG0001369	YGR247W	-processed-gene-21.91-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-21.91&CDS=1-732
1370	OG0001370	YGR252W	-processed-gene-3.152-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-3.152&CDS=1-1347
1371	OG0001371	YGR253C	-processed-gene-3.127-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-3.127&CDS=1-744
1372	OG0001372	YGR255C	-processed-gene-13.69-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-13.69&CDS=1-1389
1373	OG0001373	YGR257C	-processed-gene-9.142-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-9.142&CDS=1-1095
1374	OG0001374	YGR258C	-snap-gene-23.0-mRNA-1_1&gene=maker-gi|1002316117|dbj|BCGO01000002.1|-snap-gene-23.0&CDS=1-2670
1375	OG0001375	YGR260W	-processed-gene-18.58-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-18.58&CDS=1-1560
1376	OG0001376	YGR261C	-processed-gene-23.34-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-23.34&CDS=1-2073
1377	OG0001377	YGR262C	-processed-gene-20.85-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-20.85&CDS=1-720
1378	OG0001378	YGR264C	-processed-gene-3.114-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-3.114&CDS=1-2478
1379	OG0001379	YGR266W	-processed-gene-0.81-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-0.81&CDS=1-1896
1380	OG0001380	YGR267C	-processed-gene-8.42-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-8.42&CDS=1-1386
1381	OG0001381	YGR270W	-processed-gene-9.31-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-9.31&CDS=1-3690
1382	OG0001382	YGR271C-A	-processed-gene-3.46-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-3.46&CDS=1-453
1383	OG0001383	YGR271W	-snap-gene-9.89-mRNA-1_1&gene=maker-gi|1002316117|dbj|BCGO01000002.1|-snap-gene-9.89&CDS=1-6255
1384	OG0001384	YGR274C	-processed-gene-12.83-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-12.83&CDS=1-3075
1385	OG0001385	YGR276C	-processed-gene-2.144-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-2.144&CDS=1-1584
1386	OG0001386	YGR277C	-processed-gene-15.122-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-15.122&CDS=1-765
1387	OG0001387	YGR278W	-processed-gene-15.56-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-15.56&CDS=1-1074
1388	OG0001388	YGR280C	-processed-gene-24.28-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-24.28&CDS=1-666
1389	OG0001389	YGR282C	-processed-gene-22.126-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-22.126&CDS=1-906
1390	OG0001390	YGR284C	-processed-gene-19.321-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-19.321&CDS=1-915
1391	OG0001391	YGR285C	-processed-gene-6.140-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-6.140&CDS=1-1218
1392	OG0001392	YGR286C	-processed-gene-2.3-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-2.3&CDS=1-1041
1393	OG0001393	YHL002W	-processed-gene-0.50-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-0.50&CDS=1-1761
1394	OG0001394	YHL004W	-processed-gene-0.79-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-0.79&CDS=1-1377
1395	OG0001395	YHL011C	-processed-gene-19.117-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-19.117&CDS=1-960
1396	OG0001396	YHL015W	-processed-gene-9.75-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-9.75&CDS=1-363
1397	OG0001397	YHL020C	-processed-gene-14.48-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-14.48&CDS=1-1005
1398	OG0001398	YHL022C	-processed-gene-18.62-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-18.62&CDS=1-834
1399	OG0001399	YHL023C	-processed-gene-1.81-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-1.81&CDS=1-2688
1400	OG0001400	YHL028W	-snap-gene-11.1-mRNA-1_1&gene=maker-gi|1002316115|dbj|BCGO01000004.1|-snap-gene-11.1&CDS=1-1089
1401	OG0001401	YHL030W	-processed-gene-17.99-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-17.99&CDS=1-4863
1402	OG0001402	YHL031C	-processed-gene-22.109-mRNA-1_1&gene=genemark-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-22.109&CDS=1-678
1403	OG0001403	YHL032C	-processed-gene-6.52-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-6.52&CDS=1-1551
1404	OG0001404	YHR002W	-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-2.43&CDS=1-993
1405	OG0001405	YHR004C	-processed-gene-14.101-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-14.101&CDS=1-852
1406	OG0001406	YHR005C	-snap-gene-9.161-mRNA-1_1&gene=maker-gi|1002316118|dbj|BCGO01000001.1|-snap-gene-9.161&CDS=1-1278
1407	OG0001407	YHR005C-A	-processed-gene-11.194-mRNA-1_1&gene=augustus_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-11.194&CDS=1-279
1408	OG0001408	YHR007C	-processed-gene-9.83-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-9.83&CDS=1-1551
1409	OG0001409	YHR008C	-processed-gene-1.69-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-1.69&CDS=1-660
1410	OG0001410	YHR009C	-processed-gene-18.77-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-18.77&CDS=1-1236
1411	OG0001411	YHR011W	-processed-gene-18.100-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-18.100&CDS=1-1332
1412	OG0001412	YHR012W	-processed-gene-8.36-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-8.36&CDS=1-561
1413	OG0001413	YHR013C	-processed-gene-27.21-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-27.21&CDS=1-474
1414	OG0001414	YHR016C	-processed-gene-13.91-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-13.91&CDS=1-1359
1415	OG0001415	YHR017W	-processed-gene-6.145-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-6.145&CDS=1-1332
1416	OG0001416	YHR018C	-processed-gene-6.111-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-6.111&CDS=1-1386
1417	OG0001417	YHR020W	-processed-gene-16.91-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-16.91&CDS=1-1659
1418	OG0001418	YHR024C	-processed-gene-19.96-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-19.96&CDS=1-1386
1419	OG0001419	YHR025W	-processed-gene-26.102-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-26.102&CDS=1-1089
1420	OG0001420	YHR026W	-processed-gene-8.4-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-8.4&CDS=1-600
1421	OG0001421	YHR027C	-processed-gene-3.27-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-3.27&CDS=1-2928
1422	OG0001422	YHR028C	-processed-gene-8.55-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-8.55&CDS=1-2463
1423	OG0001423	YHR029C	-processed-gene-2.85-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-2.85&CDS=1-924
1424	OG0001424	YHR030C	-processed-gene-8.54-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-8.54&CDS=1-1203
1425	OG0001425	YHR032W	-processed-gene-10.7-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-10.7&CDS=1-1797
1426	OG0001426	YHR034C	-processed-gene-0.45-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-0.45&CDS=1-780
1427	OG0001427	YHR036W	-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-3.81&CDS=1-1023
1428	OG0001428	YHR037W	-processed-gene-22.120-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-22.120&CDS=1-1662
1429	OG0001429	YHR038W	-processed-gene-16.102-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-16.102&CDS=1-720
1430	OG0001430	YHR039C	-processed-gene-16.72-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-16.72&CDS=1-1962
1431	OG0001431	YHR041C	-processed-gene-15.82-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-15.82&CDS=1-525
1432	OG0001432	YHR042W	-processed-gene-18.69-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-18.69&CDS=1-2061
1433	OG0001433	YHR051W	-processed-gene-15.149-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-15.149&CDS=1-423
1434	OG0001434	YHR052W	-processed-gene-27.64-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-27.64&CDS=1-945
1435	OG0001435	YHR058C	-processed-gene-11.66-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-11.66&CDS=1-618
1436	OG0001436	YHR059W	-processed-gene-9.26-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-9.26&CDS=1-366
1437	OG0001437	YHR062C	-processed-gene-13.83-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-13.83&CDS=1-780
1438	OG0001438	YHR063C	-processed-gene-13.120-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-13.120&CDS=1-906
1439	OG0001439	YHR064C	-augustus-gene-24.114-mRNA-1_1&gene=maker-gi|1002316118|dbj|BCGO01000001.1|-augustus-gene-24.114&CDS=1-2043
1440	OG0001440	YHR065C	-processed-gene-2.86-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-2.86&CDS=1-1260
1441	OG0001441	YHR068W	-processed-gene-4.71-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-4.71&CDS=1-1023
1442	OG0001442	YHR069C	-processed-gene-19.25-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-19.25&CDS=1-858
1443	OG0001443	YHR070W	-processed-gene-2.128-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-2.128&CDS=1-1395
1444	OG0001444	YHR071W	-processed-gene-19.91-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-19.91&CDS=1-834
1445	OG0001445	YHR072W	-processed-gene-21.71-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-21.71&CDS=1-2169
1446	OG0001446	YHR072W-A	-processed-gene-21.70-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-21.70&CDS=1-750
1447	OG0001447	YHR073W	-processed-gene-26.29-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-26.29&CDS=1-3207
1448	OG0001448	YHR074W	-processed-gene-23.69-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-23.69&CDS=1-2100
1449	OG0001449	YHR075C	-processed-gene-23.48-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-23.48&CDS=1-933
1450	OG0001450	YHR076W	-processed-gene-23.58-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-23.58&CDS=1-912
1451	OG0001451	YHR079C	-processed-gene-5.67-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-5.67&CDS=1-2751
1452	OG0001452	YHR082C	-processed-gene-14.76-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-14.76&CDS=1-1419
1453	OG0001453	YHR088W	-processed-gene-16.83-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-16.83&CDS=1-879
1454	OG0001454	YHR089C	-processed-gene-23.85-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-23.85&CDS=1-594
1455	OG0001455	YHR090C	-processed-gene-14.72-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-14.72&CDS=1-942
1456	OG0001456	YHR098C	-processed-gene-25.37-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-25.37&CDS=1-2628
1457	OG0001457	YHR099W	-processed-gene-26.92-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-26.92&CDS=1-11301
1458	OG0001458	YHR100C	-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-4.78&CDS=1-540
1459	OG0001459	YHR107C	-processed-gene-4.155-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-4.155&CDS=1-1107
1460	OG0001460	YHR111W	-processed-gene-15.91-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-15.91&CDS=1-1140
1461	OG0001461	YHR113W	-processed-gene-10.99-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-10.99&CDS=1-1299
1462	OG0001462	YHR114W	-processed-gene-6.76-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-6.76&CDS=1-1764
1463	OG0001463	YHR116W	-processed-gene-5.112-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-5.112&CDS=1-261
1464	OG0001464	YHR119W	-processed-gene-12.84-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-12.84&CDS=1-3258
1465	OG0001465	YHR120W	-processed-gene-19.106-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-19.106&CDS=1-2787
1466	OG0001466	YHR122W	-processed-gene-16.100-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-16.100&CDS=1-693
1467	OG0001467	YHR128W	-processed-gene-19.290-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-19.290&CDS=1-630
1468	OG0001468	YHR134W	-processed-gene-6.117-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-6.117&CDS=1-771
