	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034974_Deakozyma_indianensis
1787	OG0001787	YIR034C	augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-0.69&CDS=1-1107
1788	OG0001788	YIR035C	augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-2.85&CDS=1-720
1789	OG0001789	YIR042C	augustus_masked-NODE_23_length_197894_cov_22.6785_ID_45-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_23_length_197894_cov_22.6785_ID_45-processed-gene-0.136&CDS=1-696
1790	OG0001790	YJL001W	augustus_masked-NODE_19_length_261061_cov_22.5448_ID_37-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-NODE_19_length_261061_cov_22.5448_ID_37-processed-gene-1.185&CDS=1-1659
1791	OG0001791	YJL002C	snap_masked-NODE_19_length_261061_cov_22.5448_ID_37-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NODE_19_length_261061_cov_22.5448_ID_37-processed-gene-1.96&CDS=1-1446
1792	OG0001792	YJL003W	maker-NODE_5_length_572190_cov_23.7656_ID_9-snap-gene-4.190-mRNA-1_1&gene=maker-NODE_5_length_572190_cov_23.7656_ID_9-snap-gene-4.190&CDS=1-783
1793	OG0001793	YJL004C	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-6.93-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-6.93&CDS=1-564
1794	OG0001794	YJL005W	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-9.107-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-9.107&CDS=1-5754
1795	OG0001795	YJL006C	snap_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-2.45-mRNA-1_1&gene=snap_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-2.45&CDS=1-915
1796	OG0001796	YJL008C	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-4.142&CDS=1-1650
1797	OG0001797	YJL010C	augustus_masked-NODE_23_length_197894_cov_22.6785_ID_45-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-NODE_23_length_197894_cov_22.6785_ID_45-processed-gene-0.166&CDS=1-1971
1798	OG0001798	YJL011C	augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-2.20&CDS=1-393
1799	OG0001799	YJL012C	augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-2.204-mRNA-1_1&gene=augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-2.204&CDS=1-2163
1800	OG0001800	YJL014W	augustus_masked-NODE_15_length_303709_cov_21.9907_ID_29-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NODE_15_length_303709_cov_21.9907_ID_29-processed-gene-1.87&CDS=1-1572
1801	OG0001801	YJL024C	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-4.103-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-4.103&CDS=1-552
1802	OG0001802	YJL025W	snap_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-3.126-mRNA-1_1&gene=snap_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-3.126&CDS=1-1632
1803	OG0001803	YJL026W	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-6.45&CDS=1-1167
1804	OG0001804	YJL029C	augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-2.117&CDS=1-2325
1805	OG0001805	YJL030W	snap_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-2.44-mRNA-1_1&gene=snap_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-2.44&CDS=1-606
1806	OG0001806	YJL031C	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-2.76&CDS=1-978
1807	OG0001807	YJL033W	augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-2.55&CDS=1-2253
1808	OG0001808	YJL035C	genemark-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-2.140-mRNA-1_1&gene=genemark-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-2.140&CDS=1-462
1809	OG0001809	YJL036W	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-2.90&CDS=1-1269
1810	OG0001810	YJL039C	augustus_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-1.70&CDS=1-5256
1811	OG0001811	YJL041W	augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-1.46&CDS=1-2037
1812	OG0001812	YJL045W	augustus_masked-NODE_23_length_197894_cov_22.6785_ID_45-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_23_length_197894_cov_22.6785_ID_45-processed-gene-0.130&CDS=1-1896
1813	OG0001813	YJL046W	augustus_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-3.99&CDS=1-837
1814	OG0001814	YJL049W	augustus_masked-NODE_19_length_261061_cov_22.5448_ID_37-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_19_length_261061_cov_22.5448_ID_37-processed-gene-0.106&CDS=1-1347
1815	OG0001815	YJL050W	augustus_masked-NODE_22_length_237600_cov_23.5216_ID_43-processed-gene-1.173-mRNA-1_1&gene=augustus_masked-NODE_22_length_237600_cov_23.5216_ID_43-processed-gene-1.173&CDS=1-3249
1816	OG0001816	YJL053W	augustus_masked-NODE_19_length_261061_cov_22.5448_ID_37-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_19_length_261061_cov_22.5448_ID_37-processed-gene-0.108&CDS=1-882
1817	OG0001817	YJL054W	augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-3.80&CDS=1-1290
1818	OG0001818	YJL055W	augustus_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-1.68&CDS=1-621
1819	OG0001819	YJL057C	augustus_masked-NODE_28_length_124063_cov_22.7088_ID_55-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_28_length_124063_cov_22.7088_ID_55-processed-gene-0.47&CDS=1-1539
1820	OG0001820	YJL059W	snap_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-12.208-mRNA-1_1&gene=snap_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-12.208&CDS=1-1179
1821	OG0001821	YJL060W	augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-0.9&CDS=1-1284
1822	OG0001822	YJL062W	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-12.111-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-12.111&CDS=1-2520
1823	OG0001823	YJL062W-A	maker-NODE_13_length_396458_cov_24.2092_ID_25-snap-gene-0.79-mRNA-1_1&gene=maker-NODE_13_length_396458_cov_24.2092_ID_25-snap-gene-0.79&CDS=1-270
1824	OG0001824	YJL063C	augustus_masked-NODE_25_length_185076_cov_28.1523_ID_49-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_25_length_185076_cov_28.1523_ID_49-processed-gene-0.91&CDS=1-621
1825	OG0001825	YJL066C	augustus_masked-NODE_15_length_303709_cov_21.9907_ID_29-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_15_length_303709_cov_21.9907_ID_29-processed-gene-0.90&CDS=1-924
1826	OG0001826	YJL068C	genemark-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-0.45&CDS=1-846
1827	OG0001827	YJL069C	augustus_masked-NODE_8_length_421068_cov_22.5296_ID_15-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-NODE_8_length_421068_cov_22.5296_ID_15-processed-gene-2.88&CDS=1-1665
1828	OG0001828	YJL071W	augustus_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-1.36&CDS=1-1596
1829	OG0001829	YJL072C	augustus_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-1.73&CDS=1-558
1830	OG0001830	YJL074C	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-6.130-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-6.130&CDS=1-3594
1831	OG0001831	YJL080C	augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-5.70&CDS=1-3411
1832	OG0001832	YJL085W	snap_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-3.92-mRNA-1_1&gene=snap_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-3.92&CDS=1-1812
1833	OG0001833	YJL087C	augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-2.132&CDS=1-2328
1834	OG0001834	YJL088W	augustus_masked-NODE_23_length_197894_cov_22.6785_ID_45-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_23_length_197894_cov_22.6785_ID_45-processed-gene-0.107&CDS=1-957
1835	OG0001835	YJL090C	augustus_masked-NODE_27_length_183370_cov_23.42_ID_53-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-NODE_27_length_183370_cov_23.42_ID_53-processed-gene-0.166&CDS=1-3357
1836	OG0001836	YJL091C	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-6.149-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-6.149&CDS=1-1407
1837	OG0001837	YJL093C	snap_masked-NODE_16_length_290319_cov_24.671_ID_31-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_16_length_290319_cov_24.671_ID_31-processed-gene-0.124&CDS=1-2154
1838	OG0001838	YJL094C	augustus_masked-NODE_20_length_253619_cov_23.9657_ID_39-processed-gene-1.204-mRNA-1_1&gene=augustus_masked-NODE_20_length_253619_cov_23.9657_ID_39-processed-gene-1.204&CDS=1-2358
1839	OG0001839	YJL095W	augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-2.81&CDS=1-4245
1840	OG0001840	YJL097W	augustus_masked-NODE_36_length_39030_cov_21.5212_ID_71-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_36_length_39030_cov_21.5212_ID_71-processed-gene-0.20&CDS=1-624
1841	OG0001841	YJL100W	augustus_masked-NODE_22_length_237600_cov_23.5216_ID_43-processed-gene-1.212-mRNA-1_1&gene=augustus_masked-NODE_22_length_237600_cov_23.5216_ID_43-processed-gene-1.212&CDS=1-1848
1842	OG0001842	YJL102W	augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-0.2&CDS=1-2355
1843	OG0001843	YJL104W	augustus_masked-NODE_8_length_421068_cov_22.5296_ID_15-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_8_length_421068_cov_22.5296_ID_15-processed-gene-1.55&CDS=1-354
1844	OG0001844	YJL108C	augustus_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-4.1&CDS=1-3018
1845	OG0001845	YJL109C	snap_masked-NODE_21_length_245991_cov_23.2876_ID_41-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_21_length_245991_cov_23.2876_ID_41-processed-gene-0.116&CDS=1-4971
1846	OG0001846	YJL111W	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-4.117&CDS=1-1827
1847	OG0001847	YJL115W	augustus_masked-NODE_23_length_197894_cov_22.6785_ID_45-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-NODE_23_length_197894_cov_22.6785_ID_45-processed-gene-0.159&CDS=1-906
1848	OG0001848	YJL121C	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-2.127&CDS=1-681
1849	OG0001849	YJL123C	snap_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-1.153-mRNA-1_1&gene=snap_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-1.153&CDS=1-1182
1850	OG0001850	YJL124C	augustus_masked-NODE_30_length_88320_cov_22.7683_ID_59-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_30_length_88320_cov_22.7683_ID_59-processed-gene-0.65&CDS=1-408
1851	OG0001851	YJL125C	augustus_masked-NODE_27_length_183370_cov_23.42_ID_53-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-NODE_27_length_183370_cov_23.42_ID_53-processed-gene-0.193&CDS=1-1074
1852	OG0001852	YJL126W	snap_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-3.194-mRNA-1_1&gene=snap_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-3.194&CDS=1-837
1853	OG0001853	YJL127C	augustus_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-3.91&CDS=1-1905
1854	OG0001854	YJL128C	augustus_masked-NODE_28_length_124063_cov_22.7088_ID_55-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_28_length_124063_cov_22.7088_ID_55-processed-gene-0.13&CDS=1-2085
1855	OG0001855	YJL130C	augustus_masked-NODE_27_length_183370_cov_23.42_ID_53-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-NODE_27_length_183370_cov_23.42_ID_53-processed-gene-0.200&CDS=1-6627
1856	OG0001856	YJL132W	snap_masked-NODE_28_length_124063_cov_22.7088_ID_55-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_28_length_124063_cov_22.7088_ID_55-processed-gene-0.64&CDS=1-2145
1857	OG0001857	YJL140W	augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-0.10&CDS=1-525
1858	OG0001858	YJL141C	augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-2.107&CDS=1-2298
1859	OG0001859	YJL143W	augustus_masked-NODE_24_length_197201_cov_29.2507_ID_47-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_24_length_197201_cov_29.2507_ID_47-processed-gene-0.3&CDS=1-465
1860	OG0001860	YJL148W	snap_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-1.157-mRNA-1_1&gene=snap_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-1.157&CDS=1-534
1861	OG0001861	YJL153C	augustus_masked-NODE_21_length_245991_cov_23.2876_ID_41-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_21_length_245991_cov_23.2876_ID_41-processed-gene-0.54&CDS=1-1608
1862	OG0001862	YJL154C	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-12.155-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-12.155&CDS=1-2631
1863	OG0001863	YJL155C	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-2.114&CDS=1-1278
1864	OG0001864	YJL156C	snap_masked-NODE_17_length_284981_cov_23.5242_ID_33-processed-gene-1.141-mRNA-1_1&gene=snap_masked-NODE_17_length_284981_cov_23.5242_ID_33-processed-gene-1.141&CDS=1-2277
1865	OG0001865	YJL163C	snap_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-2.50-mRNA-1_1&gene=snap_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-2.50&CDS=1-1779
1866	OG0001866	YJL166W	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-5.72-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-5.72&CDS=1-279
1867	OG0001867	YJL167W	augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-0.61&CDS=1-1044
1868	OG0001868	YJL168C	augustus_masked-NODE_24_length_197201_cov_29.2507_ID_47-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_24_length_197201_cov_29.2507_ID_47-processed-gene-0.93&CDS=1-2082
1869	OG0001869	YJL180C	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-5.76-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-5.76&CDS=1-885
1870	OG0001870	YJL187C	maker-NODE_2_length_765441_cov_23.7578_ID_3-snap-gene-2.6-mRNA-1_1&gene=maker-NODE_2_length_765441_cov_23.7578_ID_3-snap-gene-2.6&CDS=1-2037
1871	OG0001871	YJL189W	genemark-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-4.79-mRNA-1_1&gene=genemark-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-4.79&CDS=1-153
1872	OG0001872	YJL190C	maker-NODE_35_length_51877_cov_28.9776_ID_69-snap-gene-0.81-mRNA-1_1&gene=maker-NODE_35_length_51877_cov_28.9776_ID_69-snap-gene-0.81&CDS=1-387
1873	OG0001873	YJL194W	augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-0.101&CDS=1-1614
1874	OG0001874	YJL197W	maker-NODE_2_length_765441_cov_23.7578_ID_3-snap-gene-6.247-mRNA-1_1&gene=maker-NODE_2_length_765441_cov_23.7578_ID_3-snap-gene-6.247&CDS=1-2937
1875	OG0001875	YJL200C	augustus_masked-NODE_34_length_53848_cov_22.822_ID_67-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_34_length_53848_cov_22.822_ID_67-processed-gene-0.34&CDS=1-2325
1876	OG0001876	YJL201W	snap_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-0.51&CDS=1-1581
1877	OG0001877	YJL204C	augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-0.11&CDS=1-2418
1878	OG0001878	YJL208C	augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-2.167&CDS=1-6696
1879	OG0001879	YJL209W	snap_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-1.12&CDS=1-1578
1880	OG0001880	YJL210W	augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-1.61&CDS=1-1062
1881	OG0001881	YJL212C	augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-2.53&CDS=1-2190
1882	OG0001882	YJL218W	augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-0.80&CDS=1-660
1883	OG0001883	YJR001W	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-2.132&CDS=1-1674
1884	OG0001884	YJR002W	snap_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-11.13-mRNA-1_1&gene=snap_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-11.13&CDS=1-1755
1885	OG0001885	YJR006W	snap_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-3.123-mRNA-1_1&gene=snap_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-3.123&CDS=1-1059
1886	OG0001886	YJR007W	augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-2.67&CDS=1-936
1887	OG0001887	YJR008W	augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-2.68&CDS=1-918
1888	OG0001888	YJR010C-A	snap_masked-NODE_30_length_88320_cov_22.7683_ID_59-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_30_length_88320_cov_22.7683_ID_59-processed-gene-0.44&CDS=1-276
1889	OG0001889	YJR010W	augustus_masked-NODE_20_length_253619_cov_23.9657_ID_39-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_20_length_253619_cov_23.9657_ID_39-processed-gene-0.13&CDS=1-1722
1890	OG0001890	YJR013W	augustus_masked-NODE_17_length_284981_cov_23.5242_ID_33-processed-gene-1.214-mRNA-1_1&gene=augustus_masked-NODE_17_length_284981_cov_23.5242_ID_33-processed-gene-1.214&CDS=1-1170
1891	OG0001891	YJR014W	augustus_masked-NODE_26_length_184323_cov_24.5943_ID_51-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-NODE_26_length_184323_cov_24.5943_ID_51-processed-gene-0.190&CDS=1-552
1892	OG0001892	YJR016C	augustus_masked-NODE_26_length_184323_cov_24.5943_ID_51-processed-gene-0.243-mRNA-1_1&gene=augustus_masked-NODE_26_length_184323_cov_24.5943_ID_51-processed-gene-0.243&CDS=1-1755
1893	OG0001893	YJR017C	augustus_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-0.25&CDS=1-537
1894	OG0001894	YJR024C	snap_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-1.23-mRNA-1_1&gene=snap_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-1.23&CDS=1-693
1895	OG0001895	YJR025C	augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-3.97&CDS=1-504
1896	OG0001896	YJR033C	augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-2.140&CDS=1-3660
1897	OG0001897	YJR035W	augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-3.100&CDS=1-3096
1898	OG0001898	YJR036C	augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-1.77&CDS=1-1899
1899	OG0001899	YJR040W	augustus_masked-NODE_43_length_6442_cov_24.2223_ID_85-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_43_length_6442_cov_24.2223_ID_85-processed-gene-0.6&CDS=1-2172
1900	OG0001900	YJR044C	maker-NODE_15_length_303709_cov_21.9907_ID_29-snap-gene-0.59-mRNA-1_1&gene=maker-NODE_15_length_303709_cov_21.9907_ID_29-snap-gene-0.59&CDS=1-384
1901	OG0001901	YJR045C	augustus_masked-NODE_15_length_303709_cov_21.9907_ID_29-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_15_length_303709_cov_21.9907_ID_29-processed-gene-0.92&CDS=1-1953
1902	OG0001902	YJR047C	augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-2.81&CDS=1-471
1903	OG0001903	YJR048W	augustus_masked-NODE_16_length_290319_cov_24.671_ID_31-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-NODE_16_length_290319_cov_24.671_ID_31-processed-gene-1.141&CDS=1-324
1904	OG0001904	YJR050W	augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-3.76&CDS=1-603
1905	OG0001905	YJR052W	augustus_masked-NODE_26_length_184323_cov_24.5943_ID_51-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-NODE_26_length_184323_cov_24.5943_ID_51-processed-gene-0.220&CDS=1-1623
