	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034978_Cyberlindnera_mrakii
2021	OG0002021	YIR002C	genemark-NODE_34_length_113772_cov_12.6474_ID_67-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_34_length_113772_cov_12.6474_ID_67-processed-gene-0.79&CDS=1-3747
2022	OG0002022	YIR003W	augustus_masked-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-5.105&CDS=1-1965
2023	OG0002023	YIR004W	genemark-NODE_34_length_113772_cov_12.6474_ID_67-processed-gene-0.110-mRNA-1_1&gene=genemark-NODE_34_length_113772_cov_12.6474_ID_67-processed-gene-0.110&CDS=1-1305
2024	OG0002024	YIR005W	genemark-NODE_34_length_113772_cov_12.6474_ID_67-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_34_length_113772_cov_12.6474_ID_67-processed-gene-0.80&CDS=1-696
2025	OG0002025	YIR007W	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-4.99-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-4.99&CDS=1-2259
2026	OG0002026	YIR008C	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-4.72-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-4.72&CDS=1-1398
2027	OG0002027	YIR009W	snap_masked-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-3.120-mRNA-1_1&gene=snap_masked-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-3.120&CDS=1-291
2028	OG0002028	YIR011C	genemark-NODE_22_length_193242_cov_11.5092_ID_43-processed-gene-0.119-mRNA-1_1&gene=genemark-NODE_22_length_193242_cov_11.5092_ID_43-processed-gene-0.119&CDS=1-945
2029	OG0002029	YIR012W	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-4.73-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-4.73&CDS=1-1251
2030	OG0002030	YIR022W	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.54-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.54&CDS=1-501
2031	OG0002031	YIR023W	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-1.87-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-1.87&CDS=1-2469
2032	OG0002032	YIR024C	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-1.68&CDS=1-537
2033	OG0002033	YIR026C	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-1.75&CDS=1-870
2034	OG0002034	YIR027C	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-6.95-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-6.95&CDS=1-1719
2035	OG0002035	YIR029W	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-2.22-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-2.22&CDS=1-1023
2036	OG0002036	YIR030C	snap_masked-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-1.17&CDS=1-678
2037	OG0002037	YIR032C	maker-NODE_11_length_300050_cov_11.9646_ID_21-augustus-gene-0.160-mRNA-1_1&gene=maker-NODE_11_length_300050_cov_11.9646_ID_21-augustus-gene-0.160&CDS=1-1062
2038	OG0002038	YIR034C	genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-3.94-mRNA-1_1&gene=genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-3.94&CDS=1-1125
2039	OG0002039	YIR035C	genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-3.97-mRNA-1_1&gene=genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-3.97&CDS=1-756
2040	OG0002040	YIR037W	genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-0.153-mRNA-1_1&gene=genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-0.153&CDS=1-483
2041	OG0002041	YIR038C	genemark-NODE_22_length_193242_cov_11.5092_ID_43-processed-gene-0.159-mRNA-1_1&gene=genemark-NODE_22_length_193242_cov_11.5092_ID_43-processed-gene-0.159&CDS=1-735
2042	OG0002042	YJL001W	snap_masked-NODE_26_length_168686_cov_11.8876_ID_51-processed-gene-0.193-mRNA-1_1&gene=snap_masked-NODE_26_length_168686_cov_11.8876_ID_51-processed-gene-0.193&CDS=1-636
2043	OG0002043	YJL002C	genemark-NODE_26_length_168686_cov_11.8876_ID_51-processed-gene-0.153-mRNA-1_1&gene=genemark-NODE_26_length_168686_cov_11.8876_ID_51-processed-gene-0.153&CDS=1-1371
2044	OG0002044	YJL003W	genemark-NODE_26_length_168686_cov_11.8876_ID_51-processed-gene-0.115-mRNA-1_1&gene=genemark-NODE_26_length_168686_cov_11.8876_ID_51-processed-gene-0.115&CDS=1-354
2045	OG0002045	YJL004C	genemark-NODE_34_length_113772_cov_12.6474_ID_67-processed-gene-0.112-mRNA-1_1&gene=genemark-NODE_34_length_113772_cov_12.6474_ID_67-processed-gene-0.112&CDS=1-552
2046	OG0002046	YJL005W	augustus_masked-NODE_19_length_218239_cov_12.78_ID_37-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_19_length_218239_cov_12.78_ID_37-processed-gene-0.96&CDS=1-4893
2047	OG0002047	YJL006C	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-2.120-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-2.120&CDS=1-978
2048	OG0002048	YJL008C	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-6.105-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-6.105&CDS=1-1650
2049	OG0002049	YJL010C	maker-NODE_1_length_888145_cov_11.6895_ID_1-augustus-gene-6.144-mRNA-1_1&gene=maker-NODE_1_length_888145_cov_11.6895_ID_1-augustus-gene-6.144&CDS=1-3057
2050	OG0002050	YJL011C	genemark-NODE_44_length_69121_cov_13.1892_ID_87-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_44_length_69121_cov_13.1892_ID_87-processed-gene-0.55&CDS=1-426
2051	OG0002051	YJL012C	genemark-NODE_44_length_69121_cov_13.1892_ID_87-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_44_length_69121_cov_13.1892_ID_87-processed-gene-0.72&CDS=1-2124
2052	OG0002052	YJL014W	genemark-NODE_44_length_69121_cov_13.1892_ID_87-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_44_length_69121_cov_13.1892_ID_87-processed-gene-0.73&CDS=1-1584
2053	OG0002053	YJL019W	genemark-NODE_44_length_69121_cov_13.1892_ID_87-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_44_length_69121_cov_13.1892_ID_87-processed-gene-0.68&CDS=1-1551
2054	OG0002054	YJL020C	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-5.67-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-5.67&CDS=1-3063
2055	OG0002055	YJL024C	genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-1.58-mRNA-1_1&gene=genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-1.58&CDS=1-540
2056	OG0002056	YJL025W	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-5.83-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-5.83&CDS=1-1458
2057	OG0002057	YJL026W	genemark-NODE_41_length_82407_cov_12.2291_ID_81-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_41_length_82407_cov_12.2291_ID_81-processed-gene-0.78&CDS=1-1197
2058	OG0002058	YJL029C	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-6.130-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-6.130&CDS=1-2364
2059	OG0002059	YJL030W	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-5.91-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-5.91&CDS=1-636
2060	OG0002060	YJL031C	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-5.69-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-5.69&CDS=1-963
2061	OG0002061	YJL033W	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-2.95-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-2.95&CDS=1-2295
2062	OG0002062	YJL034W	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-2.115-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-2.115&CDS=1-2010
2063	OG0002063	YJL035C	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-2.92-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-2.92&CDS=1-762
2064	OG0002064	YJL036W	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-2.116-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-2.116&CDS=1-1353
2065	OG0002065	YJL039C	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-0.81&CDS=1-4962
2066	OG0002066	YJL041W	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-0.61&CDS=1-1824
2067	OG0002067	YJL042W	genemark-NODE_20_length_196215_cov_11.9671_ID_39-processed-gene-0.192-mRNA-1_1&gene=genemark-NODE_20_length_196215_cov_11.9671_ID_39-processed-gene-0.192&CDS=1-3522
2068	OG0002068	YJL044C	genemark-NODE_20_length_196215_cov_11.9671_ID_39-processed-gene-0.135-mRNA-1_1&gene=genemark-NODE_20_length_196215_cov_11.9671_ID_39-processed-gene-0.135&CDS=1-1074
2069	OG0002069	YJL046W	genemark-NODE_20_length_196215_cov_11.9671_ID_39-processed-gene-0.174-mRNA-1_1&gene=genemark-NODE_20_length_196215_cov_11.9671_ID_39-processed-gene-0.174&CDS=1-1239
2070	OG0002070	YJL049W	genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-0.55&CDS=1-1263
2071	OG0002071	YJL050W	genemark-NODE_12_length_292987_cov_12.0567_ID_23-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_12_length_292987_cov_12.0567_ID_23-processed-gene-0.63&CDS=1-3204
2072	OG0002072	YJL053W	snap_masked-NODE_10_length_330540_cov_12.3262_ID_19-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_10_length_330540_cov_12.3262_ID_19-processed-gene-0.72&CDS=1-867
2073	OG0002073	YJL054W	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-2.98-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-2.98&CDS=1-1473
2074	OG0002074	YJL056C	genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-1.143-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-1.143&CDS=1-1851
2075	OG0002075	YJL057C	genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.150-mRNA-1_1&gene=genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.150&CDS=1-1614
2076	OG0002076	YJL059W	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-6.189-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-6.189&CDS=1-1029
2077	OG0002077	YJL060W	genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-2.85-mRNA-1_1&gene=genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-2.85&CDS=1-1272
2078	OG0002078	YJL062W	augustus_masked-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-2.120&CDS=1-4809
2079	OG0002079	YJL062W-A	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-1.81-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-1.81&CDS=1-258
2080	OG0002080	YJL063C	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-4.72-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-4.72&CDS=1-627
2081	OG0002081	YJL065C	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-1.59-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-1.59&CDS=1-774
2082	OG0002082	YJL066C	genemark-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-1.40&CDS=1-759
2083	OG0002083	YJL068C	genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-0.75&CDS=1-876
2084	OG0002084	YJL069C	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-1.61-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-1.61&CDS=1-1599
2085	OG0002085	YJL071W	genemark-NODE_20_length_196215_cov_11.9671_ID_39-processed-gene-0.215-mRNA-1_1&gene=genemark-NODE_20_length_196215_cov_11.9671_ID_39-processed-gene-0.215&CDS=1-1536
2086	OG0002086	YJL072C	genemark-NODE_20_length_196215_cov_11.9671_ID_39-processed-gene-0.175-mRNA-1_1&gene=genemark-NODE_20_length_196215_cov_11.9671_ID_39-processed-gene-0.175&CDS=1-618
2087	OG0002087	YJL074C	augustus_masked-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-3.40&CDS=1-3609
2088	OG0002088	YJL080C	genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-3.144-mRNA-1_1&gene=genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-3.144&CDS=1-3588
2089	OG0002089	YJL081C	genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-3.147-mRNA-1_1&gene=genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-3.147&CDS=1-1422
2090	OG0002090	YJL084C	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.225-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.225&CDS=1-2559
2091	OG0002091	YJL085W	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.266-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.266&CDS=1-1806
2092	OG0002092	YJL087C	genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-2.56-mRNA-1_1&gene=genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-2.56&CDS=1-2418
2093	OG0002093	YJL088W	augustus_masked-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-1.22&CDS=1-1002
2094	OG0002094	YJL090C	maker-NODE_11_length_300050_cov_11.9646_ID_21-augustus-gene-2.165-mRNA-1_1&gene=maker-NODE_11_length_300050_cov_11.9646_ID_21-augustus-gene-2.165&CDS=1-1920
2095	OG0002095	YJL091C	genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.57&CDS=1-1458
2096	OG0002096	YJL093C	augustus_masked-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.213-mRNA-1_1&gene=augustus_masked-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.213&CDS=1-4230
2097	OG0002097	YJL094C	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-4.111-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-4.111&CDS=1-2091
2098	OG0002098	YJL095W	genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.32-mRNA-1_1&gene=genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.32&CDS=1-4020
2099	OG0002099	YJL096W	genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.31-mRNA-1_1&gene=genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.31&CDS=1-534
2100	OG0002100	YJL097W	genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.30-mRNA-1_1&gene=genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.30&CDS=1-669
2101	OG0002101	YJL100W	genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-0.54&CDS=1-1953
2102	OG0002102	YJL101C	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.241-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.241&CDS=1-1995
2103	OG0002103	YJL102W	snap_masked-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-0.79&CDS=1-2301
2104	OG0002104	YJL104W	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.68-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.68&CDS=1-384
2105	OG0002105	YJL106W	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-1.47-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-1.47&CDS=1-2109
2106	OG0002106	YJL108C	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-1.52-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-1.52&CDS=1-3003
2107	OG0002107	YJL109C	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.19-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.19&CDS=1-5250
2108	OG0002108	YJL111W	augustus_masked-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-6.45&CDS=1-3510
2109	OG0002109	YJL115W	genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.195-mRNA-1_1&gene=genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.195&CDS=1-852
2110	OG0002110	YJL117W	genemark-NODE_12_length_292987_cov_12.0567_ID_23-processed-gene-1.221-mRNA-1_1&gene=genemark-NODE_12_length_292987_cov_12.0567_ID_23-processed-gene-1.221&CDS=1-918
2111	OG0002111	YJL121C	genemark-NODE_18_length_219433_cov_11.7399_ID_35-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_18_length_219433_cov_11.7399_ID_35-processed-gene-0.2&CDS=1-702
2112	OG0002112	YJL122W	genemark-NODE_18_length_219433_cov_11.7399_ID_35-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_18_length_219433_cov_11.7399_ID_35-processed-gene-0.28&CDS=1-468
2113	OG0002113	YJL123C	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-1.6-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-1.6&CDS=1-1215
2114	OG0002114	YJL124C	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.77-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.77&CDS=1-477
2115	OG0002115	YJL125C	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.76-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.76&CDS=1-1080
2116	OG0002116	YJL126W	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-1.1-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-1.1&CDS=1-897
2117	OG0002117	YJL127C	maker-NODE_4_length_705674_cov_11.8238_ID_7-augustus-gene-1.155-mRNA-1_1&gene=maker-NODE_4_length_705674_cov_11.8238_ID_7-augustus-gene-1.155&CDS=1-2193
2118	OG0002118	YJL127C-B	genemark-NODE_12_length_292987_cov_12.0567_ID_23-processed-gene-1.213-mRNA-1_1&gene=genemark-NODE_12_length_292987_cov_12.0567_ID_23-processed-gene-1.213&CDS=1-207
2119	OG0002119	YJL128C	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-0.93&CDS=1-1623
2120	OG0002120	YJL130C	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-1.0-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-1.0&CDS=1-6654
2121	OG0002121	YJL131C	augustus_masked-NODE_12_length_292987_cov_12.0567_ID_23-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_12_length_292987_cov_12.0567_ID_23-processed-gene-1.28&CDS=1-1074
2122	OG0002122	YJL140W	genemark-NODE_39_length_91775_cov_11.9371_ID_77-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_39_length_91775_cov_11.9371_ID_77-processed-gene-0.71&CDS=1-591
2123	OG0002123	YJL141C	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-6.137-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-6.137&CDS=1-2001
2124	OG0002124	YJL143W	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-6.115-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-6.115&CDS=1-468
2125	OG0002125	YJL145W	genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-1.136-mRNA-1_1&gene=genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-1.136&CDS=1-819
2126	OG0002126	YJL148W	genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-1.160-mRNA-1_1&gene=genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-1.160&CDS=1-585
2127	OG0002127	YJL149W	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-1.66&CDS=1-1128
2128	OG0002128	YJL153C	genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-0.52&CDS=1-1560
2129	OG0002129	YJL154C	genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-0.104&CDS=1-2331
2130	OG0002130	YJL156C	genemark-NODE_26_length_168686_cov_11.8876_ID_51-processed-gene-0.143-mRNA-1_1&gene=genemark-NODE_26_length_168686_cov_11.8876_ID_51-processed-gene-0.143&CDS=1-1785
2131	OG0002131	YJL157C	genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-0.96&CDS=1-2757
2132	OG0002132	YJL163C	maker-NODE_31_length_126043_cov_12.0497_ID_61-snap-gene-0.130-mRNA-1_1&gene=maker-NODE_31_length_126043_cov_12.0497_ID_61-snap-gene-0.130&CDS=1-2922
2133	OG0002133	YJL166W	snap_masked-NODE_22_length_193242_cov_11.5092_ID_43-processed-gene-0.268-mRNA-1_1&gene=snap_masked-NODE_22_length_193242_cov_11.5092_ID_43-processed-gene-0.268&CDS=1-288
2134	OG0002134	YJL167W	genemark-NODE_22_length_193242_cov_11.5092_ID_43-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_22_length_193242_cov_11.5092_ID_43-processed-gene-0.122&CDS=1-1056
2135	OG0002135	YJL168C	genemark-NODE_10_length_330540_cov_12.3262_ID_19-processed-gene-2.25-mRNA-1_1&gene=genemark-NODE_10_length_330540_cov_12.3262_ID_19-processed-gene-2.25&CDS=1-2226
2136	OG0002136	YJL171C	maker-NODE_10_length_330540_cov_12.3262_ID_19-augustus-gene-2.72-mRNA-1_1&gene=maker-NODE_10_length_330540_cov_12.3262_ID_19-augustus-gene-2.72&CDS=1-2145
2137	OG0002137	YJL176C	genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-1.155-mRNA-1_1&gene=genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-1.155&CDS=1-1695
2138	OG0002138	YJL178C	genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-1.163-mRNA-1_1&gene=genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-1.163&CDS=1-810
2139	OG0002139	YJL179W	genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-1.140-mRNA-1_1&gene=genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-1.140&CDS=1-360
2140	OG0002140	YJL180C	genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-1.162-mRNA-1_1&gene=genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-1.162&CDS=1-906
2141	OG0002141	YJL183W	genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-1.164-mRNA-1_1&gene=genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-1.164&CDS=1-1203
2142	OG0002142	YJL184W	genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-1.165-mRNA-1_1&gene=genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-1.165&CDS=1-321
2143	OG0002143	YJL187C	genemark-NODE_10_length_330540_cov_12.3262_ID_19-processed-gene-2.61-mRNA-1_1&gene=genemark-NODE_10_length_330540_cov_12.3262_ID_19-processed-gene-2.61&CDS=1-2490
2144	OG0002144	YJL189W	genemark-NODE_10_length_330540_cov_12.3262_ID_19-processed-gene-2.62-mRNA-1_1&gene=genemark-NODE_10_length_330540_cov_12.3262_ID_19-processed-gene-2.62&CDS=1-153
