	OrthologID	Fusarium_graminearum	Saccharomyces_cerevisiae
817	OG0000817	XP_011316763.1	YNL286W
818	OG0000818	XP_011316766.1	YGL200C
819	OG0000819	XP_011316768.1	YDR258C
820	OG0000820	XP_011316770.1	YOL057W
821	OG0000821	XP_011316773.1	YLR393W
822	OG0000822	XP_011316774.1	YHL031C
823	OG0000823	XP_011316782.1	YGL018C
824	OG0000824	XP_011316783.1	YGL045W
825	OG0000825	XP_011316784.1	YJL194W
826	OG0000826	XP_011316786.1	YOR130C
827	OG0000827	XP_011316787.1	YDL212W
828	OG0000828	XP_011316789.1	YOR346W
829	OG0000829	XP_011316791.1	YDR400W
830	OG0000830	XP_011316792.1	YGR096W
831	OG0000831	XP_011316796.1	YLR318W
832	OG0000832	XP_011316800.1	YMR123W
833	OG0000833	XP_011316802.1	YLR127C
834	OG0000834	XP_011316809.1	YBR088C
835	OG0000835	XP_011316810.1	YEL029C
836	OG0000836	XP_011316814.1	YER019W
837	OG0000837	XP_011316820.1	YOR074C
838	OG0000838	XP_011316821.1	YLR023C
839	OG0000839	XP_011316822.1	YMR055C
840	OG0000840	XP_011316827.1	YKL151C
841	OG0000841	XP_011316830.1	YPL115C
842	OG0000842	XP_011316840.1	YBL099W
843	OG0000843	XP_011316846.1	YMR108W
844	OG0000844	XP_011316853.1	YGR095C
845	OG0000845	XP_011316854.1	YPL152W
846	OG0000846	XP_011316859.1	YPL011C
847	OG0000847	XP_011316861.1	YIL007C
848	OG0000848	XP_011316862.1	YLR293C
849	OG0000849	XP_011316865.1	YOL010W
850	OG0000850	XP_011316867.1	YFL022C
851	OG0000851	XP_011316869.1	YGR280C
852	OG0000852	XP_011316873.1	YML038C
853	OG0000853	XP_011316876.1	YHR183W
854	OG0000854	XP_011316883.1	YGR005C
855	OG0000855	XP_011316886.1	YGR231C
856	OG0000856	XP_011316888.1	YJR014W
857	OG0000857	XP_011316890.1	YHR200W
858	OG0000858	XP_011316891.1	YDR246W
859	OG0000859	XP_011316892.1	YJL140W
860	OG0000860	XP_011316895.1	YDR496C
861	OG0000861	XP_011316896.1	YDR152W
862	OG0000862	XP_011316897.1	YDR161W
863	OG0000863	XP_011316898.1	YBR256C
864	OG0000864	XP_011316899.1	YDR386W
865	OG0000865	XP_011316900.1	YEL058W
866	OG0000866	XP_011316901.1	YBR034C
867	OG0000867	XP_011316902.1	YER126C
868	OG0000868	XP_011316903.1	YJL096W
869	OG0000869	XP_011316904.1	YDL028C
870	OG0000870	XP_011316905.1	YCR044C
871	OG0000871	XP_011316909.1	YGR266W
872	OG0000872	XP_011316918.1	YDR452W
873	OG0000873	XP_011316919.1	YDR019C
874	OG0000874	XP_011316920.1	YPR036W
875	OG0000875	XP_011316923.1	YJL053W
876	OG0000876	XP_011316925.1	YER095W
877	OG0000877	XP_011316928.1	YBL041W
878	OG0000878	XP_011316929.1	YLR305C
879	OG0000879	XP_011316933.1	YOL143C
880	OG0000880	XP_011316936.1	YGR276C
881	OG0000881	XP_011316938.1	YOL031C
882	OG0000882	XP_011316945.1	YDR244W
883	OG0000883	XP_011316946.1	YKR081C
884	OG0000884	XP_011316949.1	YAL012W
885	OG0000885	XP_011316956.1	YOL021C
886	OG0000886	XP_011316957.1	YER006W
887	OG0000887	XP_011316959.1	YDL043C
888	OG0000888	XP_011316960.1	YNL161W
889	OG0000889	XP_011316961.1	YJL054W
890	OG0000890	XP_011316963.1	YGL215W
891	OG0000891	XP_011316966.1	YMR091C
892	OG0000892	XP_011316967.1	YGR184C
893	OG0000893	XP_011316968.1	YGR183C
894	OG0000894	XP_011316971.1	YOR259C
895	OG0000895	XP_011316972.1	YKL104C
896	OG0000896	XP_011316973.1	YFR050C
897	OG0000897	XP_011316976.1	YGL001C
898	OG0000898	XP_011316977.1	YDL240W
899	OG0000899	XP_011316978.1	YNL115C
900	OG0000900	XP_011316982.1	YJR068W
901	OG0000901	XP_011316984.1	YER172C
902	OG0000902	XP_011316989.1	YBR171W
903	OG0000903	XP_011316990.1	YBR170C
904	OG0000904	XP_011316991.1	YJR109C
905	OG0000905	XP_011316993.1	YGL010W
906	OG0000906	XP_011316994.1	YDR404C
907	OG0000907	XP_011316999.1	YCL038C
908	OG0000908	XP_011317001.1	YIL034C
909	OG0000909	XP_011317005.1	YER053C
910	OG0000910	XP_011317007.1	YER074W-A
911	OG0000911	XP_011317008.1	YNR030W
912	OG0000912	XP_011317009.1	YJL005W
913	OG0000913	XP_011317011.1	YER094C
914	OG0000914	XP_011317019.1	YML046W
915	OG0000915	XP_011317022.1	YCL043C
916	OG0000916	XP_011317025.1	YIL078W
917	OG0000917	XP_011317028.1	YMR287C
918	OG0000918	XP_011317029.1	YDR028C
919	OG0000919	XP_011317033.1	YHR070W
920	OG0000920	XP_011317035.1	YDL193W
921	OG0000921	XP_011317036.1	YLR166C
922	OG0000922	XP_011317037.1	YLR405W
923	OG0000923	XP_011317047.1	YHR087W
924	OG0000924	XP_011317051.1	YMR001C
925	OG0000925	XP_011317052.1	YBR023C
926	OG0000926	XP_011317053.1	YBL061C
927	OG0000927	XP_011317056.1	YAL019W
928	OG0000928	XP_011317057.1	YGR105W
929	OG0000929	XP_011317060.1	YNL241C
930	OG0000930	XP_011317061.1	YLR071C
931	OG0000931	XP_011317062.1	YER014W
932	OG0000932	XP_011317066.1	YGL202W
933	OG0000933	XP_011317070.1	YOR039W
934	OG0000934	XP_011317072.1	YEL050C
935	OG0000935	XP_011317084.1	YGR091W
936	OG0000936	XP_011317085.1	YLR117C
937	OG0000937	XP_011317090.1	YBL102W
938	OG0000938	XP_011317092.1	YHL023C
939	OG0000939	XP_011317098.1	YFL033C
940	OG0000940	XP_011317102.1	YCR088W
941	OG0000941	XP_011317106.1	YLL001W
942	OG0000942	XP_011317108.1	YDR510W
943	OG0000943	XP_011317109.1	YMR194C-B
944	OG0000944	XP_011317110.1	YDL116W
945	OG0000945	XP_011317115.1	YKL080W
946	OG0000946	XP_011317116.1	YKL001C
947	OG0000947	XP_011317119.1	YDR060W
948	OG0000948	XP_011317120.1	YER087W
949	OG0000949	XP_011317121.1	YML094W
950	OG0000950	XP_011317123.1	YML065W
951	OG0000951	XP_011317124.1	YPL151C
952	OG0000952	XP_011317131.1	YNL027W
953	OG0000953	XP_011317134.1	YHR194W
954	OG0000954	XP_011317135.1	YOR145C
955	OG0000955	XP_011317137.1	YGR254W
956	OG0000956	XP_011317138.1	YGR188C
957	OG0000957	XP_011317139.1	YKL114C
958	OG0000958	XP_011317140.1	YOR245C
959	OG0000959	XP_011317144.1	YGL194C
960	OG0000960	XP_011317145.1	YOR064C
961	OG0000961	XP_011317146.1	YIL110W
962	OG0000962	XP_011317147.1	YDR511W
963	OG0000963	XP_011317148.1	YKL078W
964	OG0000964	XP_011317149.1	YGR009C
965	OG0000965	XP_011317151.1	YLL014W
966	OG0000966	XP_011317152.1	YDR047W
967	OG0000967	XP_011317156.1	YER055C
968	OG0000968	XP_011317159.1	YGR217W
969	OG0000969	XP_011317163.1	YDL154W
970	OG0000970	XP_011317166.1	YGL190C
971	OG0000971	XP_011317167.1	YEL004W
972	OG0000972	XP_011317168.1	YML035C
973	OG0000973	XP_011317169.1	YBL007C
974	OG0000974	XP_011317170.1	YJR116W
975	OG0000975	XP_011317172.1	YDL119C
976	OG0000976	XP_011317182.1	YNR053C
977	OG0000977	XP_011317184.1	YCR011C
978	OG0000978	XP_011317187.1	YLR069C
979	OG0000979	XP_011317188.1	YIL094C
980	OG0000980	XP_011317190.1	YMR158W
981	OG0000981	XP_011317191.1	YBL098W
982	OG0000982	XP_011317193.1	YLR244C
983	OG0000983	XP_011317194.1	YGL054C
984	OG0000984	XP_011317195.1	YDR364C
985	OG0000985	XP_011317200.1	YDR032C
986	OG0000986	XP_011317205.1	YDR519W
987	OG0000987	XP_011317208.1	YMR109W
988	OG0000988	XP_011317209.1	YOL003C
989	OG0000989	XP_011317215.1	YFL010C
990	OG0000990	XP_011317217.1	YLR303W
991	OG0000991	XP_011317221.1	YER015W
992	OG0000992	XP_011317223.1	YMR241W
993	OG0000993	XP_011317224.1	YNR001C
994	OG0000994	XP_011317225.1	YNL251C
995	OG0000995	XP_011317228.1	YGL008C
996	OG0000996	XP_011317233.1	YFR002W
997	OG0000997	XP_011317234.1	YDR109C
998	OG0000998	XP_011317237.1	YDL171C
999	OG0000999	XP_011317240.1	YIL004C
1000	OG0001000	XP_011317243.1	YOL001W
1001	OG0001001	XP_011317249.1	YMR234W
1002	OG0001002	XP_011317250.1	YLR316C
1003	OG0001003	XP_011317251.1	YIL107C
1004	OG0001004	XP_011317252.1	YLL011W
1005	OG0001005	XP_011317253.1	YIL021W
1006	OG0001006	XP_011317254.1	YLR348C
1007	OG0001007	XP_011317255.1	YPR047W
1008	OG0001008	XP_011317258.1	YNL213C
1009	OG0001009	XP_011317263.1	YPL128C
1010	OG0001010	XP_011317269.1	YGR072W
1011	OG0001011	XP_011317270.1	YDL047W
1012	OG0001012	XP_011317271.1	YML005W
1013	OG0001013	XP_011317272.1	YLR250W
1014	OG0001014	XP_011317276.1	YGR211W
1015	OG0001015	XP_011317278.1	YCR090C
1016	OG0001016	XP_011317280.1	YPL110C
1017	OG0001017	XP_011317284.1	YPR024W
1018	OG0001018	XP_011317289.1	YPL083C
1019	OG0001019	XP_011317294.1	YMR099C
1020	OG0001020	XP_011317299.1	YHR062C
1021	OG0001021	XP_011317304.1	YBR193C
1022	OG0001022	XP_011317307.1	YFR048W
1023	OG0001023	XP_011317312.1	YOR301W
1024	OG0001024	XP_011317314.1	YOR339C
1025	OG0001025	XP_011317315.1	YBR274W
1026	OG0001026	XP_011317317.1	YOR251C
1027	OG0001027	XP_011317318.1	YGL123W
1028	OG0001028	XP_011317328.1	YJR084W
1029	OG0001029	XP_011317331.1	YKL193C
1030	OG0001030	XP_011317332.1	YHR104W
1031	OG0001031	XP_011317337.1	YLR019W
1032	OG0001032	XP_011317338.1	YER019C-A
1033	OG0001033	XP_011317345.1	YAL023C
1034	OG0001034	XP_011317351.1	YGR220C
1035	OG0001035	XP_011317352.1	YIL157C
1036	OG0001036	XP_011317354.1	YGR233C
1037	OG0001037	XP_011317363.1	YHR012W
1038	OG0001038	XP_011317364.1	YPL012W
1039	OG0001039	XP_011317370.1	YER169W
1040	OG0001040	XP_011317372.1	YJL060W
1041	OG0001041	XP_011317374.1	YPL133C
1042	OG0001042	XP_011317379.1	YNL141W
1043	OG0001043	XP_011317380.1	YDL190C
1044	OG0001044	XP_011317385.1	YMR250W
1045	OG0001045	XP_011317386.1	YOL140W
1046	OG0001046	XP_011317391.1	YOR260W
1047	OG0001047	XP_011317408.1	YJR077C
1048	OG0001048	XP_011317410.1	YGR245C
1049	OG0001049	XP_011317421.1	YNL062C
1050	OG0001050	XP_011317422.1	YLR370C
1051	OG0001051	XP_011317427.1	YER075C
1052	OG0001052	XP_011317428.1	YGL048C
1053	OG0001053	XP_011317429.1	YNL321W
1054	OG0001054	XP_011317434.1	YCL047C
1055	OG0001055	XP_011317435.1	YMR231W
1056	OG0001056	XP_011317437.1	YPL164C
1057	OG0001057	XP_011317445.1	YMR161W
1058	OG0001058	XP_011317447.1	YNR037C
1059	OG0001059	XP_011317448.1	YDR167W
1060	OG0001060	XP_011317449.1	YBL040C
1061	OG0001061	XP_011317451.1	YOL012C
1062	OG0001062	XP_011317453.1	YBL051C
1063	OG0001063	XP_011317465.1	YGL065C
1064	OG0001064	XP_011317467.1	YJL046W
1065	OG0001065	XP_011317468.1	YGL148W
1066	OG0001066	XP_011317470.1	YOR373W
1067	OG0001067	XP_011317472.1	YDR017C
1068	OG0001068	XP_011317477.1	YBR070C
1069	OG0001069	XP_011317478.1	YIL093C
1070	OG0001070	XP_011317481.1	YJL050W
1071	OG0001071	XP_011317486.1	YLL057C
1072	OG0001072	XP_011317487.1	YIL166C
1073	OG0001073	XP_011317491.1	YMR201C
1074	OG0001074	XP_011317492.1	YBR106W
1075	OG0001075	XP_011317496.1	YNL032W
1076	OG0001076	XP_011317501.1	YPL265W
1077	OG0001077	XP_011317521.1	YOR283W
1078	OG0001078	XP_011317528.1	YIL164C
1079	OG0001079	XP_011317529.1	YMR224C
1080	OG0001080	XP_011317533.1	YOR275C
1081	OG0001081	XP_011317542.1	YDL054C
1082	OG0001082	XP_011317683.1	YKL045W
1083	OG0001083	XP_011317687.1	YKL116C
1084	OG0001084	XP_011317692.1	YLR361C
1085	OG0001085	XP_011317700.1	YBR017C
1086	OG0001086	XP_011317702.1	YNL092W
1087	OG0001087	XP_011317714.1	YNL169C
1088	OG0001088	XP_011317719.1	YDL014W
1089	OG0001089	XP_011317723.1	YKL179C
1090	OG0001090	XP_011317724.1	YDR495C
1091	OG0001091	XP_011317729.1	YJR111C
1092	OG0001092	XP_011317730.1	YOL013C
1093	OG0001093	XP_011317733.1	YKL094W
1094	OG0001094	XP_011317734.1	YLR188W
1095	OG0001095	XP_011317735.1	YDR289C
1096	OG0001096	XP_011317736.1	YGR167W
1097	OG0001097	XP_011317739.1	YOL018C
1098	OG0001098	XP_011317740.1	YBR109C
1099	OG0001099	XP_011317742.1	YPR029C
1100	OG0001100	XP_011317747.1	YHR132C
1101	OG0001101	XP_011317748.1	YPR095C
1102	OG0001102	XP_011317749.1	YPL210C
1103	OG0001103	XP_011317752.1	YKL028W
1104	OG0001104	XP_011317755.1	YPR131C
1105	OG0001105	XP_011317758.1	YGR149W
1106	OG0001106	XP_011317759.1	YFL008W
1107	OG0001107	XP_011317768.1	YPR181C
1108	OG0001108	XP_011317770.1	YJL085W
1109	OG0001109	XP_011317771.1	YEL032W
1110	OG0001110	XP_011317772.1	YCR019W
1111	OG0001111	XP_011317774.1	YNL138W
1112	OG0001112	XP_011317775.1	YML042W
1113	OG0001113	XP_011317776.1	YFR037C
1114	OG0001114	XP_011317777.1	YPR004C
1115	OG0001115	XP_011317778.1	YDR376W
1116	OG0001116	XP_011317780.1	YNL082W
1117	OG0001117	XP_011317781.1	YFL025C
1118	OG0001118	XP_011317782.1	YMR155W
1119	OG0001119	XP_011317783.1	YDR105C
1120	OG0001120	XP_011317784.1	YGL184C
1121	OG0001121	XP_011317785.1	YGR028W
1122	OG0001122	XP_011317787.1	YKL165C
1123	OG0001123	XP_011317790.1	YLR242C
1124	OG0001124	XP_011317792.1	YJL071W
1125	OG0001125	XP_011317793.1	YIL041W
1126	OG0001126	XP_011317798.1	YGL198W
1127	OG0001127	XP_011317800.1	YDR291W
1128	OG0001128	XP_011317803.1	YHR077C
1129	OG0001129	XP_011317806.1	YAL035W
1130	OG0001130	XP_011317808.1	YFL027C
1131	OG0001131	XP_011317809.1	YDR484W
1132	OG0001132	XP_011317813.1	YGL161C
1133	OG0001133	XP_011317814.1	YOR286W
1134	OG0001134	XP_011317823.1	YKL014C
1135	OG0001135	XP_011317827.1	YDR287W
1136	OG0001136	XP_011317828.1	YDL051W
1137	OG0001137	XP_011317830.1	YMR024W
1138	OG0001138	XP_011317876.1	YNL237W
1139	OG0001139	XP_011317878.1	YBR198C
1140	OG0001140	XP_011317879.1	YOR069W
1141	OG0001141	XP_011317882.1	YMR186W
1142	OG0001142	XP_011317894.1	YMR307W
1143	OG0001143	XP_011317897.1	YER036C
1144	OG0001144	XP_011317898.1	YGL150C
1145	OG0001145	XP_011317900.1	YDL007W
1146	OG0001146	XP_011317901.1	YDR177W
1147	OG0001147	XP_011317902.1	YOR142W
1148	OG0001148	XP_011317913.1	YPL086C
1149	OG0001149	XP_011317916.1	YAL021C
1150	OG0001150	XP_011317927.1	YPR141C
1151	OG0001151	XP_011317929.1	YJR016C
1152	OG0001152	XP_011317934.1	YMR027W
1153	OG0001153	XP_011317946.1	YBR042C
1154	OG0001154	XP_011317947.1	YPL188W
1155	OG0001155	XP_011317954.1	YBR074W
1156	OG0001156	XP_011317967.1	YCR009C
1157	OG0001157	XP_011317970.1	YJR090C
1158	OG0001158	XP_011317974.1	YIL133C
1159	OG0001159	XP_011318004.1	YPR025C
1160	OG0001160	XP_011318078.1	YHR188C
1161	OG0001161	XP_011318079.1	YDL087C
1162	OG0001162	XP_011318093.1	YHL026C
1163	OG0001163	XP_011318127.1	YER140W
1164	OG0001164	XP_011318128.1	YER110C
1165	OG0001165	XP_011318142.1	YBR281C
1166	OG0001166	XP_011318195.1	YGL205W
1167	OG0001167	XP_011318248.1	YIL162W
1168	OG0001168	XP_011318341.1	YBR261C
1169	OG0001169	XP_011318365.1	YIR042C
1170	OG0001170	XP_011318375.1	YLR078C
1171	OG0001171	XP_011318376.1	YOR143C
1172	OG0001172	XP_011318377.1	YKL195W
1173	OG0001173	XP_011318379.1	YGL196W
1174	OG0001174	XP_011318384.1	YEL031W
1175	OG0001175	XP_011318385.1	YKL085W
1176	OG0001176	XP_011318386.1	YKR023W
1177	OG0001177	XP_011318395.1	YGR144W
1178	OG0001178	XP_011318396.1	YGL201C
1179	OG0001179	XP_011318401.1	YDR377W
1180	OG0001180	XP_011318404.1	YNR012W
1181	OG0001181	XP_011318406.1	YPL146C
1182	OG0001182	XP_011318407.1	YLR262C
1183	OG0001183	XP_011318408.1	YOR095C
1184	OG0001184	XP_011318409.1	YDR367W
1185	OG0001185	XP_011318410.1	YJR137C
1186	OG0001186	XP_011318412.1	YJL213W
1187	OG0001187	XP_011318422.1	YEL038W
1188	OG0001188	XP_011318423.1	YBR141C
1189	OG0001189	XP_011318424.1	YOL127W
1190	OG0001190	XP_011318425.1	YJR135W-A
1191	OG0001191	XP_011318427.1	YJR010C-A
1192	OG0001192	XP_011318428.1	YOL133W
1193	OG0001193	XP_011318430.1	YJR001W
1194	OG0001194	XP_011318432.1	YCR084C
1195	OG0001195	XP_011318434.1	YLR056W
1196	OG0001196	XP_011318435.1	YCL012C
1197	OG0001197	XP_011318438.1	YOR115C
1198	OG0001198	XP_011318439.1	YGL234W
1199	OG0001199	XP_011318442.1	YJL062W
1200	OG0001200	XP_011318443.1	YDR325W
1201	OG0001201	XP_011318444.1	YPL043W
1202	OG0001202	XP_011318452.1	YML069W
1203	OG0001203	XP_011318453.1	YCR068W
1204	OG0001204	XP_011318456.1	YDR297W
1205	OG0001205	XP_011318457.1	YKL056C
1206	OG0001206	XP_011318459.1	YAL034W-A
1207	OG0001207	XP_011318461.1	YIR038C
1208	OG0001208	XP_011318463.1	YOR067C
1209	OG0001209	XP_011318466.1	YIL130W
1210	OG0001210	XP_011318469.1	YGR006W
1211	OG0001211	XP_011318471.1	YHR165C
1212	OG0001212	XP_011318476.1	YHR063C
1213	OG0001213	XP_011318477.1	YJR035W
1214	OG0001214	XP_011318478.1	YCR031C
1215	OG0001215	XP_011318480.1	YPR067W
1216	OG0001216	XP_011318481.1	YMR309C
1217	OG0001217	XP_011318490.1	YOR058C
1218	OG0001218	XP_011318493.1	YOR168W
1219	OG0001219	XP_011318499.1	YMR229C
1220	OG0001220	XP_011318500.1	YML020W
1221	OG0001221	XP_011318501.1	YHR024C
1222	OG0001222	XP_011318503.1	YPL045W
1223	OG0001223	XP_011318504.1	YMR159C
1224	OG0001224	XP_011318505.1	YDR440W
1225	OG0001225	XP_011318508.1	YNL163C
1226	OG0001226	XP_011318515.1	YLR454W
1227	OG0001227	XP_011318531.1	YLR130C
1228	OG0001228	XP_011318532.1	YAL010C
1229	OG0001229	XP_011318536.1	YDL142C
1230	OG0001230	XP_011318537.1	YGL236C
1231	OG0001231	XP_011318538.1	YGL095C
1232	OG0001232	XP_011318539.1	YLL006W
1233	OG0001233	XP_011318540.1	YMR274C
1234	OG0001234	XP_011318545.1	YMR009W
1235	OG0001235	XP_011318546.1	YBR201W
1236	OG0001236	XP_011318548.1	YLL029W
1237	OG0001237	XP_011318550.1	YDR268W
1238	OG0001238	XP_011318551.1	YDR041W
1239	OG0001239	XP_011318552.1	YLR051C
1240	OG0001240	XP_011318554.1	YGL233W
1241	OG0001241	XP_011318556.1	YOR154W
1242	OG0001242	XP_011318568.1	YBL023C
1243	OG0001243	XP_011318570.1	YOR226C
1244	OG0001244	XP_011318574.1	YMR315W
1245	OG0001245	XP_011318586.1	YBL020W
1246	OG0001246	XP_011318587.1	YGL078C
1247	OG0001247	XP_011318589.1	YJL030W
1248	OG0001248	XP_011318590.1	YBR058C
1249	OG0001249	XP_011318600.1	YKR068C
1250	OG0001250	XP_011318607.1	YCL008C
1251	OG0001251	XP_011318610.1	YOR151C
1252	OG0001252	XP_011318614.1	YLR289W
1253	OG0001253	XP_011318626.1	YNR055C
1254	OG0001254	XP_011318653.1	YMR131C
1255	OG0001255	XP_011318656.1	YNL001W
1256	OG0001256	XP_011318660.1	YLL036C
1257	OG0001257	XP_011318667.1	YGL187C
1258	OG0001258	XP_011318671.1	YNL284C
1259	OG0001259	XP_011318672.1	YMR004W
1260	OG0001260	XP_011318676.1	YEL040W
1261	OG0001261	XP_011318682.1	YLR032W
1262	OG0001262	XP_011318684.1	YKL003C
1263	OG0001263	XP_011318685.1	YLR128W
1264	OG0001264	XP_011318687.1	YHR154W
1265	OG0001265	XP_011318690.1	YHR142W
1266	OG0001266	XP_011318694.1	YOR144C
1267	OG0001267	XP_011318698.1	YLR438C-A
1268	OG0001268	XP_011318711.1	YOR159C
1269	OG0001269	XP_011318718.1	YLR276C
1270	OG0001270	XP_011318722.1	YJL154C
1271	OG0001271	XP_011318724.1	YPL170W
1272	OG0001272	XP_011318727.1	YIL022W
1273	OG0001273	XP_011318728.1	YNL306W
1274	OG0001274	XP_011318730.1	YBR025C
1275	OG0001275	XP_011318732.1	YML002W
1276	OG0001276	XP_011318734.1	YFL055W
1277	OG0001277	XP_011318736.1	YDR375C
1278	OG0001278	XP_011318737.1	YKL060C
1279	OG0001279	XP_011318741.1	YDL040C
1280	OG0001280	XP_011318748.1	YDR238C
1281	OG0001281	XP_011318750.1	YBR105C
1282	OG0001282	XP_011318751.1	YOL124C
1283	OG0001283	XP_011318753.1	YCR051W
1284	OG0001284	XP_011318754.1	YJL087C
1285	OG0001285	XP_011318757.1	YOR117W
1286	OG0001286	XP_011318758.1	YML128C
1287	OG0001287	XP_011318759.1	YMR049C
1288	OG0001288	XP_011318761.1	YOR116C
1289	OG0001289	XP_011318762.1	YOR022C
1290	OG0001290	XP_011318764.1	YDR129C
1291	OG0001291	XP_011318767.1	YPR011C
1292	OG0001292	XP_011318769.1	YGL136C
1293	OG0001293	XP_011318771.1	YOR085W
1294	OG0001294	XP_011318772.1	YMR116C
1295	OG0001295	XP_011318773.1	YML114C
1296	OG0001296	XP_011318777.1	YGL195W
1297	OG0001297	XP_011318780.1	YMR268C
1298	OG0001298	XP_011318782.1	YNL177C
1299	OG0001299	XP_011318783.1	YDL067C
1300	OG0001300	XP_011318794.1	YLR427W
1301	OG0001301	XP_011318797.1	YDL100C
1302	OG0001302	XP_011318798.1	YKL059C
1303	OG0001303	XP_011318799.1	YFR044C
1304	OG0001304	XP_011318801.1	YDR001C
1305	OG0001305	XP_011318803.1	YDR477W
1306	OG0001306	XP_011318805.1	YPR175W
1307	OG0001307	XP_011318808.1	YOR131C
1308	OG0001308	XP_011318810.1	YGR116W
1309	OG0001309	XP_011318814.1	YIL033C
1310	OG0001310	XP_011318815.1	YPL254W
1311	OG0001311	XP_011318816.1	YNL126W
1312	OG0001312	XP_011318823.1	YKR031C
1313	OG0001313	XP_011318824.1	YOR125C
1314	OG0001314	XP_011318825.1	YGL244W
1315	OG0001315	XP_011318826.1	YPL206C
1316	OG0001316	XP_011318831.1	YGR210C
1317	OG0001317	XP_011318836.1	YNL075W
1318	OG0001318	XP_011318837.1	YMR080C
1319	OG0001319	XP_011318841.1	YGR124W
1320	OG0001320	XP_011318842.1	YDL064W
1321	OG0001321	XP_011318845.1	YLR253W
1322	OG0001322	XP_011318846.1	YCL061C
1323	OG0001323	XP_011318847.1	YJL153C
1324	OG0001324	XP_011318848.1	YKR090W
1325	OG0001325	XP_011318861.1	YER072W
1326	OG0001326	XP_011318863.1	YOR023C
1327	OG0001327	XP_011318865.1	YMR092C
1328	OG0001328	XP_011318866.1	YGL047W
1329	OG0001329	XP_011318867.1	YDR175C
1330	OG0001330	XP_011318869.1	YMR110C
1331	OG0001331	XP_011318870.1	YHR069C
1332	OG0001332	XP_011318876.1	YKR082W
1333	OG0001333	XP_011318877.1	YPL237W
1334	OG0001334	XP_011318878.1	YLR099W-A
1335	OG0001335	XP_011318881.1	YGR147C
1336	OG0001336	XP_011318890.1	YDR079C-A
1337	OG0001337	XP_011318893.1	YHR073W
1338	OG0001338	XP_011318896.1	YBR248C
1339	OG0001339	XP_011318901.1	YER156C
1340	OG0001340	XP_011318904.1	YJL101C
1341	OG0001341	XP_011318919.1	YPR074C
1342	OG0001342	XP_011318922.1	YEL026W
1343	OG0001343	XP_011318924.1	YGL012W
1344	OG0001344	XP_011318927.1	YGR202C
1345	OG0001345	XP_011318930.1	YGR170W
1346	OG0001346	XP_011318934.1	YPL131W
1347	OG0001347	XP_011318944.1	YDR058C
1348	OG0001348	XP_011318959.1	YJR002W
1349	OG0001349	XP_011318962.1	YDR005C
1350	OG0001350	XP_011318964.1	YGR262C
1351	OG0001351	XP_011318967.1	YGL207W
1352	OG0001352	XP_011318969.1	YIL147C
1353	OG0001353	XP_011318976.1	YDR388W
1354	OG0001354	XP_011318977.1	YCL017C
1355	OG0001355	XP_011318989.1	YMR093W
1356	OG0001356	XP_011318990.1	YNL152W
1357	OG0001357	XP_011318992.1	YKL069W
1358	OG0001358	XP_011318996.1	YNL154C
1359	OG0001359	XP_011318999.1	YGR002C
1360	OG0001360	XP_011319006.1	YDL189W
1361	OG0001361	XP_011319008.1	YIL091C
1362	OG0001362	XP_011319009.1	YJL063C
1363	OG0001363	XP_011319012.1	YGL040C
1364	OG0001364	XP_011319020.1	YOR046C
1365	OG0001365	XP_011319024.1	YER142C
1366	OG0001366	XP_011319026.1	YLR025W
1367	OG0001367	XP_011319032.1	YDR479C
1368	OG0001368	XP_011319046.1	YHL013C
1369	OG0001369	XP_011319055.1	YLR306W
1370	OG0001370	XP_011319056.1	YLR355C
1371	OG0001371	XP_011319058.1	YBR043C
1372	OG0001372	XP_011319059.1	YOR323C
1373	OG0001373	XP_011319060.1	YAR007C
1374	OG0001374	XP_011319067.1	YKL043W
1375	OG0001375	XP_011319076.1	YLR298C
1376	OG0001376	XP_011319077.1	YML012W
1377	OG0001377	XP_011319078.1	YOL097C
1378	OG0001378	XP_011319079.1	YOL071W
1379	OG0001379	XP_011319083.1	YKR071C
1380	OG0001380	XP_011319084.1	YGL203C
1381	OG0001381	XP_011319085.1	YOR021C
1382	OG0001382	XP_011319086.1	YBL013W
1383	OG0001383	XP_011319096.1	YNL175C
1384	OG0001384	XP_011319097.1	YIR011C
1385	OG0001385	XP_011319098.1	YML032C
1386	OG0001386	XP_011319111.1	YLR414C
1387	OG0001387	XP_011319116.1	YOR201C
1388	OG0001388	XP_011319121.1	YOR298C-A
1389	OG0001389	XP_011319125.1	YIR032C
1390	OG0001390	XP_011319130.1	YMR039C
1391	OG0001391	XP_011319133.1	YNL045W
1392	OG0001392	XP_011319139.1	YML079W
1393	OG0001393	XP_011319140.1	YKR087C
1394	OG0001394	XP_011319145.1	YJL200C
1395	OG0001395	XP_011319147.1	YDL168W
1396	OG0001396	XP_011319149.1	YOR052C
1397	OG0001397	XP_011319150.1	YKL215C
1398	OG0001398	XP_011319156.1	YBR096W
1399	OG0001399	XP_011319158.1	YHR025W
1400	OG0001400	XP_011319165.1	YER050C
1401	OG0001401	XP_011319166.1	YHR148W
1402	OG0001402	XP_011319169.1	YDR276C
1403	OG0001403	XP_011319170.1	YDR302W
1404	OG0001404	XP_011319173.1	YHR171W
1405	OG0001405	XP_011319174.1	YHR144C
1406	OG0001406	XP_011319176.1	YJL187C
