	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041824_Debaryomyces_subglobosus
1505	OG0001505	YGR017W	augustus_masked-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-0.147&CDS=1-924
1506	OG0001506	YGR019W	snap_masked-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-0.91&CDS=1-1416
1507	OG0001507	YGR020C	snap_masked-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-0.88&CDS=1-378
1508	OG0001508	YGR021W	snap_masked-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-0.66&CDS=1-846
1509	OG0001509	YGR024C	snap_masked-NODE_4_length_857964_cov_14.0836_ID_1980-processed-gene-5.138-mRNA-1_1&gene=snap_masked-NODE_4_length_857964_cov_14.0836_ID_1980-processed-gene-5.138&CDS=1-795
1510	OG0001510	YGR026W	snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-2.141-mRNA-1_1&gene=snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-2.141&CDS=1-786
1511	OG0001511	YGR028W	snap_masked-NODE_12_length_294024_cov_13.3353_ID_2811-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_12_length_294024_cov_13.3353_ID_2811-processed-gene-0.103&CDS=1-1098
1512	OG0001512	YGR029W	maker-NODE_5_length_819411_cov_14.2285_ID_4253-snap-gene-1.59-mRNA-1_1&gene=maker-NODE_5_length_819411_cov_14.2285_ID_4253-snap-gene-1.59&CDS=1-552
1513	OG0001513	YGR031W	snap_masked-NODE_8_length_473764_cov_15.914_ID_3315-processed-gene-3.112-mRNA-1_1&gene=snap_masked-NODE_8_length_473764_cov_15.914_ID_3315-processed-gene-3.112&CDS=1-1041
1514	OG0001514	YGR033C	snap_masked-NODE_8_length_473764_cov_15.914_ID_3315-processed-gene-1.143-mRNA-1_1&gene=snap_masked-NODE_8_length_473764_cov_15.914_ID_3315-processed-gene-1.143&CDS=1-876
1515	OG0001515	YGR036C	snap_masked-NODE_8_length_473764_cov_15.914_ID_3315-processed-gene-1.145-mRNA-1_1&gene=snap_masked-NODE_8_length_473764_cov_15.914_ID_3315-processed-gene-1.145&CDS=1-690
1516	OG0001516	YGR037C	snap_masked-NODE_4_length_857964_cov_14.0836_ID_1980-processed-gene-5.114-mRNA-1_1&gene=snap_masked-NODE_4_length_857964_cov_14.0836_ID_1980-processed-gene-5.114&CDS=1-258
1517	OG0001517	YGR042W	genemark-NODE_12_length_294024_cov_13.3353_ID_2811-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_12_length_294024_cov_13.3353_ID_2811-processed-gene-0.68&CDS=1-699
1518	OG0001518	YGR044C	augustus_masked-NODE_12_length_294024_cov_13.3353_ID_2811-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_12_length_294024_cov_13.3353_ID_2811-processed-gene-0.8&CDS=1-1659
1519	OG0001519	YGR046W	snap_masked-NODE_12_length_294024_cov_13.3353_ID_2811-processed-gene-1.165-mRNA-1_1&gene=snap_masked-NODE_12_length_294024_cov_13.3353_ID_2811-processed-gene-1.165&CDS=1-1254
1520	OG0001520	YGR047C	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-16.88-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-16.88&CDS=1-2949
1521	OG0001521	YGR048W	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-14.90-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-14.90&CDS=1-1083
1522	OG0001522	YGR053C	snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-5.77-mRNA-1_1&gene=snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-5.77&CDS=1-990
1523	OG0001523	YGR054W	maker-NODE_8_length_473764_cov_15.914_ID_3315-snap-gene-1.103-mRNA-1_1&gene=maker-NODE_8_length_473764_cov_15.914_ID_3315-snap-gene-1.103&CDS=1-2829
1524	OG0001524	YGR055W	genemark-NODE_8_length_473764_cov_15.914_ID_3315-processed-gene-2.119-mRNA-1_1&gene=genemark-NODE_8_length_473764_cov_15.914_ID_3315-processed-gene-2.119&CDS=1-1644
1525	OG0001525	YGR057C	snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-1.181-mRNA-1_1&gene=snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-1.181&CDS=1-636
1526	OG0001526	YGR058W	maker-NODE_1_length_1734690_cov_13.5478_ID_3616-snap-gene-15.1-mRNA-1_1&gene=maker-NODE_1_length_1734690_cov_13.5478_ID_3616-snap-gene-15.1&CDS=1-930
1527	OG0001527	YGR059W	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-15.67-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-15.67&CDS=1-1539
1528	OG0001528	YGR061C	snap_masked-NODE_19_length_197142_cov_16.3538_ID_3032-processed-gene-0.163-mRNA-1_1&gene=snap_masked-NODE_19_length_197142_cov_16.3538_ID_3032-processed-gene-0.163&CDS=1-4050
1529	OG0001529	YGR062C	maker-NODE_1_length_1734690_cov_13.5478_ID_3616-augustus-gene-2.0-mRNA-1_1&gene=maker-NODE_1_length_1734690_cov_13.5478_ID_3616-augustus-gene-2.0&CDS=1-1785
1530	OG0001530	YGR063C	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-1.99-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-1.99&CDS=1-336
1531	OG0001531	YGR072W	snap_masked-NODE_15_length_260769_cov_14.0345_ID_2968-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_15_length_260769_cov_14.0345_ID_2968-processed-gene-0.9&CDS=1-1062
1532	OG0001532	YGR076C	snap_masked-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-0.8&CDS=1-471
1533	OG0001533	YGR078C	maker-NODE_12_length_294024_cov_13.3353_ID_2811-snap-gene-1.3-mRNA-1_1&gene=maker-NODE_12_length_294024_cov_13.3353_ID_2811-snap-gene-1.3&CDS=1-582
1534	OG0001534	YGR080W	genemark-NODE_13_length_283517_cov_16.4372_ID_2574-processed-gene-0.137-mRNA-1_1&gene=genemark-NODE_13_length_283517_cov_16.4372_ID_2574-processed-gene-0.137&CDS=1-1086
1535	OG0001535	YGR082W	snap_masked-NODE_13_length_283517_cov_16.4372_ID_2574-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_13_length_283517_cov_16.4372_ID_2574-processed-gene-0.62&CDS=1-534
1536	OG0001536	YGR083C	snap_masked-NODE_13_length_283517_cov_16.4372_ID_2574-processed-gene-1.226-mRNA-1_1&gene=snap_masked-NODE_13_length_283517_cov_16.4372_ID_2574-processed-gene-1.226&CDS=1-1587
1537	OG0001537	YGR086C	snap_masked-NODE_13_length_283517_cov_16.4372_ID_2574-processed-gene-1.199-mRNA-1_1&gene=snap_masked-NODE_13_length_283517_cov_16.4372_ID_2574-processed-gene-1.199&CDS=1-930
1538	OG0001538	YGR089W	snap_masked-NODE_22_length_108703_cov_19.075_ID_3475-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_22_length_108703_cov_19.075_ID_3475-processed-gene-0.54&CDS=1-2733
1539	OG0001539	YGR090W	snap_masked-NODE_8_length_473764_cov_15.914_ID_3315-processed-gene-3.191-mRNA-1_1&gene=snap_masked-NODE_8_length_473764_cov_15.914_ID_3315-processed-gene-3.191&CDS=1-4950
1540	OG0001540	YGR093W	snap_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-1.93-mRNA-1_1&gene=snap_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-1.93&CDS=1-1509
1541	OG0001541	YGR094W	maker-NODE_6_length_797504_cov_13.4927_ID_1893-augustus-gene-1.54-mRNA-1_1&gene=maker-NODE_6_length_797504_cov_13.4927_ID_1893-augustus-gene-1.54&CDS=1-4854
1542	OG0001542	YGR095C	genemark-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-1.10-mRNA-1_1&gene=genemark-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-1.10&CDS=1-702
1543	OG0001543	YGR096W	maker-NODE_2_length_1437268_cov_13.7297_ID_2256-snap-gene-3.100-mRNA-1_1&gene=maker-NODE_2_length_1437268_cov_13.7297_ID_2256-snap-gene-3.100&CDS=1-948
1544	OG0001544	YGR098C	snap_masked-NODE_22_length_108703_cov_19.075_ID_3475-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_22_length_108703_cov_19.075_ID_3475-processed-gene-0.55&CDS=1-5418
1545	OG0001545	YGR099W	snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-2.132-mRNA-1_1&gene=snap_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-2.132&CDS=1-2568
1546	OG0001546	YGR100W	snap_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-1.58-mRNA-1_1&gene=snap_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-1.58&CDS=1-2838
1547	OG0001547	YGR103W	augustus_masked-NODE_23_length_67132_cov_14.3869_ID_7329-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_23_length_67132_cov_14.3869_ID_7329-processed-gene-0.98&CDS=1-2280
1548	OG0001548	YGR105W	genemark-NODE_23_length_67132_cov_14.3869_ID_7329-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_23_length_67132_cov_14.3869_ID_7329-processed-gene-0.9&CDS=1-1176
1549	OG0001549	YGR110W	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-13.36-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-13.36&CDS=1-1326
1550	OG0001550	YGR111W	snap_masked-NODE_9_length_450746_cov_12.8318_ID_2521-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_9_length_450746_cov_12.8318_ID_2521-processed-gene-0.62&CDS=1-1239
1551	OG0001551	YGR112W	snap_masked-NODE_15_length_260769_cov_14.0345_ID_2968-processed-gene-1.235-mRNA-1_1&gene=snap_masked-NODE_15_length_260769_cov_14.0345_ID_2968-processed-gene-1.235&CDS=1-1158
1552	OG0001552	YGR116W	snap_masked-NODE_8_length_473764_cov_15.914_ID_3315-processed-gene-2.77-mRNA-1_1&gene=snap_masked-NODE_8_length_473764_cov_15.914_ID_3315-processed-gene-2.77&CDS=1-4317
1553	OG0001553	YGR119C	snap_masked-NODE_2_length_1437268_cov_13.7297_ID_2256-processed-gene-2.143-mRNA-1_1&gene=snap_masked-NODE_2_length_1437268_cov_13.7297_ID_2256-processed-gene-2.143&CDS=1-1770
1554	OG0001554	YGR120C	maker-NODE_2_length_1437268_cov_13.7297_ID_2256-snap-gene-2.56-mRNA-1_1&gene=maker-NODE_2_length_1437268_cov_13.7297_ID_2256-snap-gene-2.56&CDS=1-1344
1555	OG0001555	YGR123C	augustus_masked-NODE_7_length_495289_cov_14.9861_ID_1813-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-NODE_7_length_495289_cov_14.9861_ID_1813-processed-gene-2.105&CDS=1-1830
1556	OG0001556	YGR125W	augustus_masked-NODE_8_length_473764_cov_15.914_ID_3315-processed-gene-3.291-mRNA-1_1&gene=augustus_masked-NODE_8_length_473764_cov_15.914_ID_3315-processed-gene-3.291&CDS=1-4995
1557	OG0001557	YGR132C	augustus_masked-NODE_10_length_307641_cov_16.6427_ID_3803-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_10_length_307641_cov_16.6427_ID_3803-processed-gene-0.99&CDS=1-1755
1558	OG0001558	YGR135W	snap_masked-NODE_10_length_307641_cov_16.6427_ID_3803-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_10_length_307641_cov_16.6427_ID_3803-processed-gene-0.61&CDS=1-750
1559	OG0001559	YGR144W	snap_masked-NODE_12_length_294024_cov_13.3353_ID_2811-processed-gene-1.157-mRNA-1_1&gene=snap_masked-NODE_12_length_294024_cov_13.3353_ID_2811-processed-gene-1.157&CDS=1-963
1560	OG0001560	YGR145W	augustus_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-5.45&CDS=1-2934
1561	OG0001561	YGR147C	genemark-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-5.137-mRNA-1_1&gene=genemark-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-5.137&CDS=1-708
1562	OG0001562	YGR150C	snap_masked-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-7.153-mRNA-1_1&gene=snap_masked-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-7.153&CDS=1-2364
1563	OG0001563	YGR152C	genemark-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_17_length_205252_cov_16.5659_ID_2361-processed-gene-0.45&CDS=1-723
1564	OG0001564	YGR155W	snap_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-6.163-mRNA-1_1&gene=snap_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-6.163&CDS=1-1473
1565	OG0001565	YGR157W	snap_masked-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-1.121-mRNA-1_1&gene=snap_masked-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-1.121&CDS=1-2625
1566	OG0001566	YGR158C	snap_masked-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-1.137-mRNA-1_1&gene=snap_masked-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-1.137&CDS=1-855
1567	OG0001567	YGR159C	snap_masked-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-0.30&CDS=1-1308
1568	OG0001568	YGR161C	augustus_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-4.75&CDS=1-648
1569	OG0001569	YGR163W	snap_masked-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-1.152-mRNA-1_1&gene=snap_masked-NODE_5_length_819411_cov_14.2285_ID_4253-processed-gene-1.152&CDS=1-1038
1570	OG0001570	YGR165W	maker-NODE_8_length_473764_cov_15.914_ID_3315-augustus-gene-3.2-mRNA-1_1&gene=maker-NODE_8_length_473764_cov_15.914_ID_3315-augustus-gene-3.2&CDS=1-1059
1571	OG0001571	YGR170W	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-1.97&CDS=1-3480
1572	OG0001572	YGR171C	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-1.76-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-1.76&CDS=1-1767
1573	OG0001573	YGR172C	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-1.75&CDS=1-768
1574	OG0001574	YGR173W	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-1.94&CDS=1-1104
1575	OG0001575	YGR174C	genemark-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-6.137-mRNA-1_1&gene=genemark-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-6.137&CDS=1-426
1576	OG0001576	YGR178C	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-14.97-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-14.97&CDS=1-2427
1577	OG0001577	YGR181W	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-3.70-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-3.70&CDS=1-294
1578	OG0001578	YGR185C	augustus_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-3.5&CDS=1-1200
1579	OG0001579	YGR186W	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-3.90-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-3.90&CDS=1-1806
1580	OG0001580	YGR187C	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-3.64-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-3.64&CDS=1-1089
1581	OG0001581	YGR188C	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-1.52&CDS=1-2784
1582	OG0001582	YGR193C	snap_masked-NODE_9_length_450746_cov_12.8318_ID_2521-processed-gene-2.95-mRNA-1_1&gene=snap_masked-NODE_9_length_450746_cov_12.8318_ID_2521-processed-gene-2.95&CDS=1-1281
1583	OG0001583	YGR194C	maker-NODE_6_length_797504_cov_13.4927_ID_1893-snap-gene-0.122-mRNA-1_1&gene=maker-NODE_6_length_797504_cov_13.4927_ID_1893-snap-gene-0.122&CDS=1-2034
1584	OG0001584	YGR195W	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-3.67-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-3.67&CDS=1-735
1585	OG0001585	YGR200C	maker-NODE_16_length_210475_cov_13.9038_ID_3569-snap-gene-1.173-mRNA-1_1&gene=maker-NODE_16_length_210475_cov_13.9038_ID_3569-snap-gene-1.173&CDS=1-3081
1586	OG0001586	YGR202C	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-0.19&CDS=1-1338
1587	OG0001587	YGR203W	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-0.36&CDS=1-453
1588	OG0001588	YGR205W	genemark-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-11.35-mRNA-1_1&gene=genemark-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-11.35&CDS=1-897
1589	OG0001589	YGR207C	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-11.92-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-11.92&CDS=1-765
1590	OG0001590	YGR208W	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-14.92-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-14.92&CDS=1-936
1591	OG0001591	YGR210C	snap_masked-NODE_15_length_260769_cov_14.0345_ID_2968-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_15_length_260769_cov_14.0345_ID_2968-processed-gene-0.32&CDS=1-1245
1592	OG0001592	YGR211W	genemark-NODE_7_length_495289_cov_14.9861_ID_1813-processed-gene-1.77-mRNA-1_1&gene=genemark-NODE_7_length_495289_cov_14.9861_ID_1813-processed-gene-1.77&CDS=1-1497
1593	OG0001593	YGR215W	snap_masked-NODE_7_length_495289_cov_14.9861_ID_1813-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_7_length_495289_cov_14.9861_ID_1813-processed-gene-1.29&CDS=1-309
1594	OG0001594	YGR216C	genemark-NODE_10_length_307641_cov_16.6427_ID_3803-processed-gene-1.19-mRNA-1_1&gene=genemark-NODE_10_length_307641_cov_16.6427_ID_3803-processed-gene-1.19&CDS=1-1887
1595	OG0001595	YGR217W	snap_masked-NODE_7_length_495289_cov_14.9861_ID_1813-processed-gene-1.9-mRNA-1_1&gene=snap_masked-NODE_7_length_495289_cov_14.9861_ID_1813-processed-gene-1.9&CDS=1-6936
1596	OG0001596	YGR218W	snap_masked-NODE_16_length_210475_cov_13.9038_ID_3569-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NODE_16_length_210475_cov_13.9038_ID_3569-processed-gene-1.88&CDS=1-3240
1597	OG0001597	YGR220C	genemark-NODE_16_length_210475_cov_13.9038_ID_3569-processed-gene-1.25-mRNA-1_1&gene=genemark-NODE_16_length_210475_cov_13.9038_ID_3569-processed-gene-1.25&CDS=1-834
1598	OG0001598	YGR223C	snap_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-0.54&CDS=1-1296
1599	OG0001599	YGR225W	augustus_masked-NODE_10_length_307641_cov_16.6427_ID_3803-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-NODE_10_length_307641_cov_16.6427_ID_3803-processed-gene-1.141&CDS=1-2442
1600	OG0001600	YGR227W	genemark-NODE_10_length_307641_cov_16.6427_ID_3803-processed-gene-1.16-mRNA-1_1&gene=genemark-NODE_10_length_307641_cov_16.6427_ID_3803-processed-gene-1.16&CDS=1-1383
1601	OG0001601	YGR229C	snap_masked-NODE_10_length_307641_cov_16.6427_ID_3803-processed-gene-1.90-mRNA-1_1&gene=snap_masked-NODE_10_length_307641_cov_16.6427_ID_3803-processed-gene-1.90&CDS=1-1353
1602	OG0001602	YGR231C	snap_masked-NODE_10_length_307641_cov_16.6427_ID_3803-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NODE_10_length_307641_cov_16.6427_ID_3803-processed-gene-1.65&CDS=1-906
1603	OG0001603	YGR232W	snap_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-5.103-mRNA-1_1&gene=snap_masked-NODE_6_length_797504_cov_13.4927_ID_1893-processed-gene-5.103&CDS=1-717
1604	OG0001604	YGR233C	snap_masked-NODE_16_length_210475_cov_13.9038_ID_3569-processed-gene-1.90-mRNA-1_1&gene=snap_masked-NODE_16_length_210475_cov_13.9038_ID_3569-processed-gene-1.90&CDS=1-3792
1605	OG0001605	YGR234W	snap_masked-NODE_19_length_197142_cov_16.3538_ID_3032-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_19_length_197142_cov_16.3538_ID_3032-processed-gene-0.121&CDS=1-1209
1606	OG0001606	YGR235C	snap_masked-NODE_2_length_1437268_cov_13.7297_ID_2256-processed-gene-1.108-mRNA-1_1&gene=snap_masked-NODE_2_length_1437268_cov_13.7297_ID_2256-processed-gene-1.108&CDS=1-735
1607	OG0001607	YGR237C	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-1.89&CDS=1-1926
1608	OG0001608	YGR244C	maker-NODE_19_length_197142_cov_16.3538_ID_3032-snap-gene-0.104-mRNA-1_1&gene=maker-NODE_19_length_197142_cov_16.3538_ID_3032-snap-gene-0.104&CDS=1-1242
1609	OG0001609	YGR245C	snap_masked-NODE_19_length_197142_cov_16.3538_ID_3032-processed-gene-0.144-mRNA-1_1&gene=snap_masked-NODE_19_length_197142_cov_16.3538_ID_3032-processed-gene-0.144&CDS=1-2253
1610	OG0001610	YGR246C	snap_masked-NODE_19_length_197142_cov_16.3538_ID_3032-processed-gene-0.143-mRNA-1_1&gene=snap_masked-NODE_19_length_197142_cov_16.3538_ID_3032-processed-gene-0.143&CDS=1-1752
1611	OG0001611	YGR247W	maker-NODE_19_length_197142_cov_16.3538_ID_3032-snap-gene-0.105-mRNA-1_1&gene=maker-NODE_19_length_197142_cov_16.3538_ID_3032-snap-gene-0.105&CDS=1-786
1612	OG0001612	YGR251W	genemark-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-1.147-mRNA-1_1&gene=genemark-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-1.147&CDS=1-531
1613	OG0001613	YGR252W	maker-NODE_19_length_197142_cov_16.3538_ID_3032-snap-gene-0.106-mRNA-1_1&gene=maker-NODE_19_length_197142_cov_16.3538_ID_3032-snap-gene-0.106&CDS=1-2175
1614	OG0001614	YGR253C	snap_masked-NODE_19_length_197142_cov_16.3538_ID_3032-processed-gene-0.149-mRNA-1_1&gene=snap_masked-NODE_19_length_197142_cov_16.3538_ID_3032-processed-gene-0.149&CDS=1-771
1615	OG0001615	YGR255C	maker-NODE_2_length_1437268_cov_13.7297_ID_2256-snap-gene-6.40-mRNA-1_1&gene=maker-NODE_2_length_1437268_cov_13.7297_ID_2256-snap-gene-6.40&CDS=1-2688
1616	OG0001616	YGR258C	maker-NODE_1_length_1734690_cov_13.5478_ID_3616-augustus-gene-0.79-mRNA-1_1&gene=maker-NODE_1_length_1734690_cov_13.5478_ID_3616-augustus-gene-0.79&CDS=1-5613
1617	OG0001617	YGR262C	augustus_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-2.69&CDS=1-1266
1618	OG0001618	YGR263C	augustus_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-NODE_3_length_1038804_cov_12.7237_ID_1581-processed-gene-3.131&CDS=1-2364
1619	OG0001619	YGR264C	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-1.73&CDS=1-2265
1620	OG0001620	YGR266W	maker-NODE_1_length_1734690_cov_13.5478_ID_3616-augustus-gene-1.160-mRNA-1_1&gene=maker-NODE_1_length_1734690_cov_13.5478_ID_3616-augustus-gene-1.160&CDS=1-4749
1621	OG0001621	YGR267C	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-1.72&CDS=1-804
1622	OG0001622	YGR268C	genemark-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-1.122-mRNA-1_1&gene=genemark-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-1.122&CDS=1-870
1623	OG0001623	YGR270W	snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_1_length_1734690_cov_13.5478_ID_3616-processed-gene-1.77&CDS=1-3966
