	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035031_Candida_kruisii
1285	OG0001285	YDR523C	augustus_masked-flattened_line_64-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.152&CDS=1-4083
1286	OG0001286	YDR527W	augustus_masked-flattened_line_8-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.80&CDS=1-2475
1287	OG0001287	YDR529C	maker-flattened_line_64-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_64-augustus-gene-0.2&CDS=1-372
1288	OG0001288	YDR531W	augustus_masked-flattened_line_28-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.46&CDS=1-1386
1289	OG0001289	YDR536W	augustus_masked-flattened_line_10-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.7&CDS=1-1665
1290	OG0001290	YEL001C	augustus_masked-flattened_line_36-processed-gene-1.200-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.200&CDS=1-717
1291	OG0001291	YEL002C	augustus_masked-flattened_line_14-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.43&CDS=1-1305
1292	OG0001292	YEL003W	augustus_masked-flattened_line_14-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.77&CDS=1-360
1293	OG0001293	YEL009C	augustus_masked-flattened_line_36-processed-gene-1.198-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.198&CDS=1-876
1294	OG0001294	YEL011W	snap_masked-flattened_line_20-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.27&CDS=1-2085
1295	OG0001295	YEL013W	augustus_masked-flattened_line_4-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.68&CDS=1-1674
1296	OG0001296	YEL015W	snap_masked-flattened_line_4-processed-gene-1.11-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.11&CDS=1-5814
1297	OG0001297	YEL019C	genemark-flattened_line_12-processed-gene-1.28-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.28&CDS=1-795
1298	OG0001298	YEL024W	augustus_masked-flattened_line_6-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.100&CDS=1-636
1299	OG0001299	YEL026W	augustus_masked-flattened_line_6-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.97&CDS=1-378
1300	OG0001300	YEL027W	augustus_masked-flattened_line_6-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.95&CDS=1-480
1301	OG0001301	YEL029C	augustus_masked-flattened_line_14-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.59&CDS=1-981
1302	OG0001302	YEL031W	augustus_masked-flattened_line_17-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.42&CDS=1-3633
1303	OG0001303	YEL032W	augustus_masked-flattened_line_17-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.33&CDS=1-4155
1304	OG0001304	YEL036C	maker-flattened_line_85-augustus-gene-0.147-mRNA-1_1&gene=maker-flattened_line_85-augustus-gene-0.147&CDS=1-4626
1305	OG0001305	YEL037C	maker-flattened_line_28-augustus-gene-0.95-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-0.95&CDS=1-1080
1306	OG0001306	YEL038W	augustus_masked-flattened_line_1-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.90&CDS=1-711
1307	OG0001307	YEL040W	augustus_masked-flattened_line_38-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.90&CDS=1-1371
1308	OG0001308	YEL042W	augustus_masked-flattened_line_12-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.48&CDS=1-1680
1309	OG0001309	YEL046C	genemark-flattened_line_91-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_91-processed-gene-0.66&CDS=1-1125
1310	OG0001310	YEL053C	augustus_masked-flattened_line_4-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.94&CDS=1-2715
1311	OG0001311	YEL056W	augustus_masked-flattened_line_136-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.3&CDS=1-1197
1312	OG0001312	YEL058W	augustus_masked-flattened_line_34-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.20&CDS=1-1608
1313	OG0001313	YEL060C	augustus_masked-flattened_line_78-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.112&CDS=1-1626
1314	OG0001314	YEL061C	augustus_masked-flattened_line_40-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.185&CDS=1-2604
1315	OG0001315	YEL062W	genemark-flattened_line_20-processed-gene-1.261-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.261&CDS=1-3324
1316	OG0001316	YEL063C	augustus_masked-flattened_line_1-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.125&CDS=1-1698
1317	OG0001317	YEL064C	augustus_masked-flattened_line_8-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.48&CDS=1-1407
1318	OG0001318	YEL065W	augustus_masked-flattened_line_42-processed-gene-0.229-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.229&CDS=1-1878
1319	OG0001319	YER002W	augustus_masked-flattened_line_36-processed-gene-1.231-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.231&CDS=1-627
1320	OG0001320	YER003C	genemark-flattened_line_36-processed-gene-1.158-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.158&CDS=1-1302
1321	OG0001321	YER004W	augustus_masked-flattened_line_1-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.107&CDS=1-684
1322	OG0001322	YER005W	genemark-flattened_line_4-processed-gene-2.75-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.75&CDS=1-1962
1323	OG0001323	YER006W	augustus_masked-flattened_line_4-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.116&CDS=1-1545
1324	OG0001324	YER007C-A	augustus_masked-flattened_line_46-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.98&CDS=1-537
1325	OG0001325	YER007W	augustus_masked-flattened_line_46-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.131&CDS=1-1488
1326	OG0001326	YER009W	maker-flattened_line_133-augustus-gene-0.15-mRNA-1_1&gene=maker-flattened_line_133-augustus-gene-0.15&CDS=1-372
1327	OG0001327	YER010C	augustus_masked-flattened_line_111-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_111-processed-gene-0.16&CDS=1-723
1328	OG0001328	YER012W	augustus_masked-flattened_line_113-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_113-processed-gene-0.35&CDS=1-585
1329	OG0001329	YER013W	augustus_masked-flattened_line_46-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.85&CDS=1-3291
1330	OG0001330	YER015W	augustus_masked-flattened_line_4-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.40&CDS=1-2151
1331	OG0001331	YER016W	augustus_masked-flattened_line_46-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.115&CDS=1-936
1332	OG0001332	YER017C	augustus_masked-flattened_line_38-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.67&CDS=1-2337
1333	OG0001333	YER019W	augustus_masked-flattened_line_97-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_97-processed-gene-0.54&CDS=1-1320
1334	OG0001334	YER020W	augustus_masked-flattened_line_4-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.112&CDS=1-1308
1335	OG0001335	YER021W	augustus_masked-flattened_line_10-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.118&CDS=1-1419
1336	OG0001336	YER022W	maker-flattened_line_10-augustus-gene-1.2-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-1.2&CDS=1-1677
1337	OG0001337	YER023W	augustus_masked-flattened_line_58-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.44&CDS=1-816
1338	OG0001338	YER024W	augustus_masked-flattened_line_20-processed-gene-1.161-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.161&CDS=1-3927
1339	OG0001339	YER025W	augustus_masked-flattened_line_74-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.98&CDS=1-1596
1340	OG0001340	YER026C	augustus_masked-flattened_line_14-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.82&CDS=1-816
1341	OG0001341	YER027C	augustus_masked-flattened_line_89-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.59&CDS=1-1113
1342	OG0001342	YER029C	augustus_masked-flattened_line_40-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.118&CDS=1-420
1343	OG0001343	YER030W	augustus_masked-flattened_line_40-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.168&CDS=1-441
1344	OG0001344	YER036C	augustus_masked-flattened_line_89-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.49&CDS=1-1827
1345	OG0001345	YER041W	genemark-flattened_line_28-processed-gene-1.108-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.108&CDS=1-1725
1346	OG0001346	YER042W	maker-flattened_line_4-augustus-gene-4.239-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-4.239&CDS=1-2688
1347	OG0001347	YER043C	augustus_masked-flattened_line_54-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.116&CDS=1-1347
1348	OG0001348	YER044C	augustus_masked-flattened_line_1-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.78&CDS=1-432
1349	OG0001349	YER046W	genemark-flattened_line_32-processed-gene-1.224-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.224&CDS=1-513
1350	OG0001350	YER047C	augustus_masked-flattened_line_119-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_119-processed-gene-0.20&CDS=1-1800
1351	OG0001351	YER048C	augustus_masked-flattened_line_109-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_109-processed-gene-0.20&CDS=1-1314
1352	OG0001352	YER048W-A	snap_masked-flattened_line_109-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_109-processed-gene-0.35&CDS=1-264
1353	OG0001353	YER049W	augustus_masked-flattened_line_4-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.80&CDS=1-1803
1354	OG0001354	YER050C	genemark-flattened_line_6-processed-gene-3.202-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.202&CDS=1-798
1355	OG0001355	YER052C	augustus_masked-flattened_line_4-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.66&CDS=1-1584
1356	OG0001356	YER053C	augustus_masked-flattened_line_36-processed-gene-1.208-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.208&CDS=1-1005
1357	OG0001357	YER055C	maker-flattened_line_113-augustus-gene-0.20-mRNA-1_1&gene=maker-flattened_line_113-augustus-gene-0.20&CDS=1-912
1358	OG0001358	YER058W	augustus_masked-flattened_line_46-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.80&CDS=1-276
1359	OG0001359	YER061C	augustus_masked-flattened_line_91-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_91-processed-gene-0.110&CDS=1-1308
1360	OG0001360	YER063W	augustus_masked-flattened_line_36-processed-gene-1.189-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.189&CDS=1-579
1361	OG0001361	YER065C	augustus_masked-flattened_line_6-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.122&CDS=1-1647
1362	OG0001362	YER068W	augustus_masked-flattened_line_42-processed-gene-0.237-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.237&CDS=1-1857
1363	OG0001363	YER069W	augustus_masked-flattened_line_6-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.27&CDS=1-2547
1364	OG0001364	YER075C	augustus_masked-flattened_line_1-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.86&CDS=1-2571
1365	OG0001365	YER077C	augustus_masked-flattened_line_56-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.186&CDS=1-2574
1366	OG0001366	YER078C	augustus_masked-flattened_line_12-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.93&CDS=1-1485
1367	OG0001367	YER080W	augustus_masked-flattened_line_105-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_105-processed-gene-0.22&CDS=1-1833
1368	OG0001368	YER081W	augustus_masked-flattened_line_12-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.87&CDS=1-1401
1369	OG0001369	YER082C	augustus_masked-flattened_line_12-processed-gene-3.104-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.104&CDS=1-1620
1370	OG0001370	YER083C	snap_masked-flattened_line_12-processed-gene-3.145-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.145&CDS=1-951
1371	OG0001371	YER086W	augustus_masked-flattened_line_17-processed-gene-2.177-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.177&CDS=1-1686
1372	OG0001372	YER087W	augustus_masked-flattened_line_42-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.220&CDS=1-2706
1373	OG0001373	YER090W	augustus_masked-flattened_line_42-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.181&CDS=1-1548
1374	OG0001374	YER091C	augustus_masked-flattened_line_10-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.103&CDS=1-2301
1375	OG0001375	YER093C	augustus_masked-flattened_line_40-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.174&CDS=1-3546
1376	OG0001376	YER094C	augustus_masked-flattened_line_80-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.85&CDS=1-618
1377	OG0001377	YER095W	augustus_masked-flattened_line_87-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.76&CDS=1-1041
1378	OG0001378	YER100W	maker-flattened_line_12-augustus-gene-2.97-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-2.97&CDS=1-1611
1379	OG0001379	YER107C	genemark-flattened_line_48-processed-gene-0.228-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.228&CDS=1-1092
1380	OG0001380	YER109C	augustus_masked-flattened_line_48-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.141&CDS=1-477
1381	OG0001381	YER110C	augustus_masked-flattened_line_14-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.3&CDS=1-3306
1382	OG0001382	YER112W	genemark-flattened_line_101-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_101-processed-gene-0.84&CDS=1-513
1383	OG0001383	YER113C	augustus_masked-flattened_line_42-processed-gene-0.232-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.232&CDS=1-1965
1384	OG0001384	YER118C	augustus_masked-flattened_line_32-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.101&CDS=1-996
1385	OG0001385	YER120W	maker-flattened_line_48-augustus-gene-0.7-mRNA-1_1&gene=maker-flattened_line_48-augustus-gene-0.7&CDS=1-924
1386	OG0001386	YER125W	augustus_masked-flattened_line_60-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.208&CDS=1-2370
1387	OG0001387	YER126C	augustus_masked-flattened_line_12-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.82&CDS=1-783
1388	OG0001388	YER127W	augustus_masked-flattened_line_12-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.104&CDS=1-1041
1389	OG0001389	YER130C	augustus_masked-flattened_line_32-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.66&CDS=1-1332
1390	OG0001390	YER133W	genemark-flattened_line_34-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.101&CDS=1-1215
1391	OG0001391	YER134C	augustus_masked-flattened_line_66-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.26&CDS=1-450
1392	OG0001392	YER136W	augustus_masked-flattened_line_99-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_99-processed-gene-0.36&CDS=1-1359
1393	OG0001393	YER140W	augustus_masked-flattened_line_1-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-0.97&CDS=1-1593
1394	OG0001394	YER141W	augustus_masked-flattened_line_1-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-0.114&CDS=1-1419
1395	OG0001395	YER142C	augustus_masked-flattened_line_60-processed-gene-0.211-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.211&CDS=1-1095
1396	OG0001396	YER143W	augustus_masked-flattened_line_99-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_99-processed-gene-0.48&CDS=1-1341
1397	OG0001397	YER145C	augustus_masked-flattened_line_52-processed-gene-0.247-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.247&CDS=1-1125
1398	OG0001398	YER146W	augustus_masked-flattened_line_99-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_99-processed-gene-0.49&CDS=1-222
1399	OG0001399	YER148W	augustus_masked-flattened_line_14-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.72&CDS=1-747
1400	OG0001400	YER154W	augustus_masked-flattened_line_36-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.11&CDS=1-1164
1401	OG0001401	YER155C	augustus_masked-flattened_line_36-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.9&CDS=1-6060
1402	OG0001402	YER157W	augustus_masked-flattened_line_52-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.220&CDS=1-2349
1403	OG0001403	YER162C	augustus_masked-flattened_line_17-processed-gene-2.160-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.160&CDS=1-3063
1404	OG0001404	YER163C	augustus_masked-flattened_line_58-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.47&CDS=1-714
1405	OG0001405	YER164W	augustus_masked-flattened_line_64-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.156&CDS=1-4077
1406	OG0001406	YER165W	augustus_masked-flattened_line_64-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.155&CDS=1-1875
1407	OG0001407	YER166W	augustus_masked-flattened_line_8-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.44&CDS=1-5145
1408	OG0001408	YER168C	augustus_masked-flattened_line_30-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.54&CDS=1-1629
1409	OG0001409	YER171W	augustus_masked-flattened_line_40-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.140&CDS=1-3024
1410	OG0001410	YER176W	augustus_masked-flattened_line_50-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.122&CDS=1-3201
1411	OG0001411	YER182W	augustus_masked-flattened_line_103-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.52&CDS=1-873
1412	OG0001412	YFL001W	snap_masked-flattened_line_6-processed-gene-3.58-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.58&CDS=1-1557
1413	OG0001413	YFL002C	augustus_masked-flattened_line_6-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.107&CDS=1-1836
1414	OG0001414	YFL005W	augustus_masked-flattened_line_89-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.68&CDS=1-615
1415	OG0001415	YFL007W	augustus_masked-flattened_line_89-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.61&CDS=1-6510
1416	OG0001416	YFL008W	augustus_masked-flattened_line_42-processed-gene-0.243-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.243&CDS=1-5211
1417	OG0001417	YFL010C	snap_masked-flattened_line_32-processed-gene-1.43-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.43&CDS=1-771
1418	OG0001418	YFL013C	augustus_masked-flattened_line_28-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.16&CDS=1-1938
1419	OG0001419	YFL016C	augustus_masked-flattened_line_87-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.48&CDS=1-1551
1420	OG0001420	YFL017C	augustus_masked-flattened_line_28-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.12&CDS=1-450
1421	OG0001421	YFL017W-A	augustus_masked-flattened_line_28-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.15&CDS=1-222
1422	OG0001422	YFL018C	augustus_masked-flattened_line_34-processed-gene-1.236-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.236&CDS=1-1464
1423	OG0001423	YFL022C	augustus_masked-flattened_line_10-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.130&CDS=1-1488
1424	OG0001424	YFL024C	augustus_masked-flattened_line_28-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.74&CDS=1-2748
1425	OG0001425	YFL025C	augustus_masked-flattened_line_6-processed-gene-3.149-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.149&CDS=1-3024
1426	OG0001426	YFL026W	augustus_masked-flattened_line_40-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.182&CDS=1-1146
1427	OG0001427	YFL027C	genemark-flattened_line_78-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.123&CDS=1-1566
1428	OG0001428	YFL028C	augustus_masked-flattened_line_6-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.79&CDS=1-957
1429	OG0001429	YFL029C	augustus_masked-flattened_line_26-processed-gene-1.214-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.214&CDS=1-1005
1430	OG0001430	YFL031W	snap_masked-flattened_line_14-processed-gene-2.216-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.216&CDS=1-804
1431	OG0001431	YFL033C	augustus_masked-flattened_line_36-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.13&CDS=1-5031
1432	OG0001432	YFL034C-B	augustus_masked-flattened_line_72-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.88&CDS=1-915
1433	OG0001433	YFL036W	augustus_masked-flattened_line_72-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.70&CDS=1-3912
1434	OG0001434	YFL037W	augustus_masked-flattened_line_72-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.87&CDS=1-1344
1435	OG0001435	YFL038C	maker-flattened_line_10-augustus-gene-1.1-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-1.1&CDS=1-1521
1436	OG0001436	YFL039C	augustus_masked-flattened_line_46-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.124&CDS=1-1125
1437	OG0001437	YFL045C	augustus_masked-flattened_line_10-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.158&CDS=1-759
1438	OG0001438	YFL046W	genemark-flattened_line_10-processed-gene-1.113-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.113&CDS=1-606
1439	OG0001439	YFL047W	snap_masked-flattened_line_34-processed-gene-1.37-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.37&CDS=1-2724
1440	OG0001440	YFL053W	genemark-flattened_line_32-processed-gene-1.173-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.173&CDS=1-1767
1441	OG0001441	YFL055W	genemark-flattened_line_14-processed-gene-2.171-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.171&CDS=1-1581
1442	OG0001442	YFR001W	augustus_masked-flattened_line_4-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.127&CDS=1-606
1443	OG0001443	YFR002W	maker-flattened_line_1-augustus-gene-3.60-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-3.60&CDS=1-3555
1444	OG0001444	YFR004W	augustus_masked-flattened_line_99-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_99-processed-gene-0.47&CDS=1-936
1445	OG0001445	YFR005C	augustus_masked-flattened_line_99-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_99-processed-gene-0.46&CDS=1-1464
1446	OG0001446	YFR006W	augustus_masked-flattened_line_99-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_99-processed-gene-0.35&CDS=1-1377
1447	OG0001447	YFR009W	augustus_masked-flattened_line_52-processed-gene-0.250-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.250&CDS=1-2253
1448	OG0001448	YFR010W	augustus_masked-flattened_line_52-processed-gene-0.209-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.209&CDS=1-1440
1449	OG0001449	YFR011C	augustus_masked-flattened_line_52-processed-gene-0.248-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.248&CDS=1-450
1450	OG0001450	YFR016C	maker-flattened_line_1-snap-gene-1.144-mRNA-1_1&gene=maker-flattened_line_1-snap-gene-1.144&CDS=1-2361
