	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034946_Ambrosiozyma_oregonensis
2105	OG0002105	YJR073C	snap_masked-NODE_53_length_76468_cov_70.8941_ID_105-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_53_length_76468_cov_70.8941_ID_105-processed-gene-0.1&CDS=1-630
2106	OG0002106	YJR074W	snap_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-2.6-mRNA-1_1&gene=snap_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-2.6&CDS=1-588
2107	OG0002107	YJR075W	snap_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-1.86-mRNA-1_1&gene=snap_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-1.86&CDS=1-1224
2108	OG0002108	YJR076C	maker-NODE_53_length_76468_cov_70.8941_ID_105-snap-gene-0.47-mRNA-1_1&gene=maker-NODE_53_length_76468_cov_70.8941_ID_105-snap-gene-0.47&CDS=1-1266
2109	OG0002109	YJR077C	snap_masked-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-0.74&CDS=1-930
2110	OG0002110	YJR078W	augustus_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-1.101&CDS=1-1446
2111	OG0002111	YJR085C	snap_masked-NODE_33_length_156756_cov_89.183_ID_65-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_33_length_156756_cov_89.183_ID_65-processed-gene-0.103&CDS=1-324
2112	OG0002112	YJR086W	maker-NODE_23_length_209387_cov_67.0528_ID_45-snap-gene-0.100-mRNA-1_1&gene=maker-NODE_23_length_209387_cov_67.0528_ID_45-snap-gene-0.100&CDS=1-600
2113	OG0002113	YJR090C	snap_masked-NODE_23_length_209387_cov_67.0528_ID_45-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_23_length_209387_cov_67.0528_ID_45-processed-gene-0.26&CDS=1-2553
2114	OG0002114	YJR092W	snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-1.124-mRNA-1_1&gene=snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-1.124&CDS=1-4791
2115	OG0002115	YJR093C	snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-1.150-mRNA-1_1&gene=snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-1.150&CDS=1-1224
2116	OG0002116	YJR095W	snap_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-2.24-mRNA-1_1&gene=snap_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-2.24&CDS=1-951
2117	OG0002117	YJR096W	snap_masked-NODE_21_length_254489_cov_70.2048_ID_41-processed-gene-1.192-mRNA-1_1&gene=snap_masked-NODE_21_length_254489_cov_70.2048_ID_41-processed-gene-1.192&CDS=1-849
2118	OG0002118	YJR097W	augustus_masked-NODE_7_length_498213_cov_70.1258_ID_13-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-NODE_7_length_498213_cov_70.1258_ID_13-processed-gene-2.122&CDS=1-555
2119	OG0002119	YJR098C	snap_masked-NODE_67_length_45213_cov_65.955_ID_133-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_67_length_45213_cov_65.955_ID_133-processed-gene-0.33&CDS=1-2385
2120	OG0002120	YJR099W	snap_masked-NODE_43_length_119858_cov_67.8265_ID_85-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_43_length_119858_cov_67.8265_ID_85-processed-gene-0.36&CDS=1-738
2121	OG0002121	YJR100C	snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-2.117&CDS=1-1050
2122	OG0002122	YJR101W	snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-2.137-mRNA-1_1&gene=snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-2.137&CDS=1-783
2123	OG0002123	YJR102C	snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-2.136-mRNA-1_1&gene=snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-2.136&CDS=1-648
2124	OG0002124	YJR104C	snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-2.138-mRNA-1_1&gene=snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-2.138&CDS=1-462
2125	OG0002125	YJR105W	snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-1.12&CDS=1-1038
2126	OG0002126	YJR109C	snap_masked-NODE_7_length_498213_cov_70.1258_ID_13-processed-gene-2.82-mRNA-1_1&gene=snap_masked-NODE_7_length_498213_cov_70.1258_ID_13-processed-gene-2.82&CDS=1-3465
2127	OG0002127	YJR110W	snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-4.39-mRNA-1_1&gene=snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-4.39&CDS=1-1686
2128	OG0002128	YJR111C	augustus_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-4.209-mRNA-1_1&gene=augustus_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-4.209&CDS=1-792
2129	OG0002129	YJR112W-A	augustus_masked-NODE_43_length_119858_cov_67.8265_ID_85-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-NODE_43_length_119858_cov_67.8265_ID_85-processed-gene-0.159&CDS=1-621
2130	OG0002130	YJR113C	snap_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-2.111-mRNA-1_1&gene=snap_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-2.111&CDS=1-1533
2131	OG0002131	YJR116W	snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-1.30&CDS=1-882
2132	OG0002132	YJR117W	augustus_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-2.231-mRNA-1_1&gene=augustus_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-2.231&CDS=1-1362
2133	OG0002133	YJR118C	augustus_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-2.201-mRNA-1_1&gene=augustus_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-2.201&CDS=1-555
2134	OG0002134	YJR119C	snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-2.133-mRNA-1_1&gene=snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-2.133&CDS=1-2625
2135	OG0002135	YJR121W	maker-NODE_10_length_393138_cov_68.3325_ID_19-snap-gene-2.180-mRNA-1_1&gene=maker-NODE_10_length_393138_cov_68.3325_ID_19-snap-gene-2.180&CDS=1-1506
2136	OG0002136	YJR122W	snap_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-0.59&CDS=1-1497
2137	OG0002137	YJR123W	snap_masked-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-4.99-mRNA-1_1&gene=snap_masked-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-4.99&CDS=1-699
2138	OG0002138	YJR124C	snap_masked-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-4.100-mRNA-1_1&gene=snap_masked-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-4.100&CDS=1-1431
2139	OG0002139	YJR125C	snap_masked-NODE_54_length_75142_cov_84.9135_ID_107-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_54_length_75142_cov_84.9135_ID_107-processed-gene-0.75&CDS=1-1317
2140	OG0002140	YJR131W	snap_masked-NODE_40_length_129560_cov_68.7669_ID_79-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_40_length_129560_cov_68.7669_ID_79-processed-gene-0.4&CDS=1-2199
2141	OG0002141	YJR132W	snap_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-2.17-mRNA-1_1&gene=snap_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-2.17&CDS=1-3207
2142	OG0002142	YJR133W	snap_masked-NODE_28_length_190912_cov_99.888_ID_55-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_28_length_190912_cov_99.888_ID_55-processed-gene-0.133&CDS=1-615
2143	OG0002143	YJR134C	snap_masked-NODE_28_length_190912_cov_99.888_ID_55-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_28_length_190912_cov_99.888_ID_55-processed-gene-0.92&CDS=1-2673
2144	OG0002144	YJR137C	augustus_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-0.103&CDS=1-4134
2145	OG0002145	YJR138W	augustus_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-6.146-mRNA-1_1&gene=augustus_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-6.146&CDS=1-9285
2146	OG0002146	YJR139C	snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-6.69-mRNA-1_1&gene=snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-6.69&CDS=1-1083
2147	OG0002147	YJR140C	maker-NODE_9_length_435884_cov_70.8235_ID_17-augustus-gene-0.72-mRNA-1_1&gene=maker-NODE_9_length_435884_cov_70.8235_ID_17-augustus-gene-0.72&CDS=1-7059
2148	OG0002148	YJR141W	augustus_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-6.126-mRNA-1_1&gene=augustus_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-6.126&CDS=1-1053
2149	OG0002149	YJR142W	augustus_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-0.99&CDS=1-963
2150	OG0002150	YJR143C	snap_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-0.6&CDS=1-2283
2151	OG0002151	YJR144W	augustus_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-0.98&CDS=1-870
2152	OG0002152	YJR152W	snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-1.85&CDS=1-1590
2153	OG0002153	YJR153W	augustus_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-2.66&CDS=1-1542
2154	OG0002154	YKL001C	snap_masked-NODE_64_length_49435_cov_69.3649_ID_127-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_64_length_49435_cov_69.3649_ID_127-processed-gene-0.30&CDS=1-600
2155	OG0002155	YKL002W	genemark-NODE_43_length_119858_cov_67.8265_ID_85-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_43_length_119858_cov_67.8265_ID_85-processed-gene-0.65&CDS=1-693
2156	OG0002156	YKL003C	maker-NODE_43_length_119858_cov_67.8265_ID_85-snap-gene-0.166-mRNA-1_1&gene=maker-NODE_43_length_119858_cov_67.8265_ID_85-snap-gene-0.166&CDS=1-366
2157	OG0002157	YKL005C	augustus_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-1.137&CDS=1-2343
2158	OG0002158	YKL006C-A	augustus_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-1.136&CDS=1-288
2159	OG0002159	YKL007W	snap_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-1.62-mRNA-1_1&gene=snap_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-1.62&CDS=1-816
2160	OG0002160	YKL009W	snap_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-0.16&CDS=1-705
2161	OG0002161	YKL010C	snap_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-0.35&CDS=1-5100
2162	OG0002162	YKL011C	augustus_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-1.13&CDS=1-1062
2163	OG0002163	YKL012W	snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-5.76-mRNA-1_1&gene=snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-5.76&CDS=1-1545
2164	OG0002164	YKL013C	maker-NODE_1_length_719706_cov_69.2366_ID_1-augustus-gene-5.0-mRNA-1_1&gene=maker-NODE_1_length_719706_cov_69.2366_ID_1-augustus-gene-5.0&CDS=1-507
2165	OG0002165	YKL014C	snap_masked-NODE_25_length_206780_cov_70.5737_ID_49-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_25_length_206780_cov_70.5737_ID_49-processed-gene-0.70&CDS=1-5163
2166	OG0002166	YKL015W	maker-NODE_13_length_350314_cov_71.6933_ID_25-snap-gene-0.43-mRNA-1_1&gene=maker-NODE_13_length_350314_cov_71.6933_ID_25-snap-gene-0.43&CDS=1-2634
2167	OG0002167	YKL016C	snap_masked-NODE_7_length_498213_cov_70.1258_ID_13-processed-gene-0.125-mRNA-1_1&gene=snap_masked-NODE_7_length_498213_cov_70.1258_ID_13-processed-gene-0.125&CDS=1-519
2168	OG0002168	YKL017C	snap_masked-NODE_7_length_498213_cov_70.1258_ID_13-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_7_length_498213_cov_70.1258_ID_13-processed-gene-0.124&CDS=1-2289
2169	OG0002169	YKL018W	snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-4.51-mRNA-1_1&gene=snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-4.51&CDS=1-1140
2170	OG0002170	YKL021C	augustus_masked-NODE_32_length_163693_cov_61.6862_ID_63-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-NODE_32_length_163693_cov_61.6862_ID_63-processed-gene-0.181&CDS=1-1290
2171	OG0002171	YKL022C	snap_masked-NODE_32_length_163693_cov_61.6862_ID_63-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_32_length_163693_cov_61.6862_ID_63-processed-gene-0.104&CDS=1-2148
2172	OG0002172	YKL024C	snap_masked-NODE_60_length_56455_cov_107.281_ID_119-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_60_length_56455_cov_107.281_ID_119-processed-gene-0.36&CDS=1-897
2173	OG0002173	YKL025C	augustus_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-2.55&CDS=1-2166
2174	OG0002174	YKL027W	snap_masked-NODE_37_length_142714_cov_69.3347_ID_73-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_37_length_142714_cov_69.3347_ID_73-processed-gene-0.87&CDS=1-1329
2175	OG0002175	YKL028W	augustus_masked-NODE_52_length_78870_cov_78.7946_ID_103-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_52_length_78870_cov_78.7946_ID_103-processed-gene-0.74&CDS=1-2259
2176	OG0002176	YKL029C	snap_masked-NODE_18_length_291584_cov_90.0546_ID_35-processed-gene-1.57-mRNA-1_1&gene=snap_masked-NODE_18_length_291584_cov_90.0546_ID_35-processed-gene-1.57&CDS=1-1872
2177	OG0002177	YKL033W	snap_masked-NODE_35_length_147298_cov_77.5425_ID_69-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_35_length_147298_cov_77.5425_ID_69-processed-gene-0.132&CDS=1-3432
2178	OG0002178	YKL034W	augustus_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-1.125&CDS=1-2370
2179	OG0002179	YKL035W	snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-5.73-mRNA-1_1&gene=snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-5.73&CDS=1-1482
2180	OG0002180	YKL040C	augustus_masked-NODE_29_length_182628_cov_72.764_ID_57-processed-gene-0.240-mRNA-1_1&gene=augustus_masked-NODE_29_length_182628_cov_72.764_ID_57-processed-gene-0.240&CDS=1-873
2181	OG0002181	YKL041W	snap_masked-NODE_8_length_454298_cov_69.0551_ID_15-processed-gene-3.64-mRNA-1_1&gene=snap_masked-NODE_8_length_454298_cov_69.0551_ID_15-processed-gene-3.64&CDS=1-675
2182	OG0002182	YKL043W	snap_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-1.17&CDS=1-1917
2183	OG0002183	YKL045W	snap_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-2.183-mRNA-1_1&gene=snap_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-2.183&CDS=1-1569
2184	OG0002184	YKL047W	augustus_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-0.96&CDS=1-2091
2185	OG0002185	YKL051W	snap_masked-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-4.94-mRNA-1_1&gene=snap_masked-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-4.94&CDS=1-933
2186	OG0002186	YKL053C-A	snap_masked-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-2.134-mRNA-1_1&gene=snap_masked-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-2.134&CDS=1-267
2187	OG0002187	YKL054C	snap_masked-NODE_40_length_129560_cov_68.7669_ID_79-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_40_length_129560_cov_68.7669_ID_79-processed-gene-0.41&CDS=1-2466
2188	OG0002188	YKL056C	augustus_masked-NODE_19_length_283276_cov_66.6713_ID_37-processed-gene-1.212-mRNA-1_1&gene=augustus_masked-NODE_19_length_283276_cov_66.6713_ID_37-processed-gene-1.212&CDS=1-507
2189	OG0002189	YKL059C	snap_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-2.25-mRNA-1_1&gene=snap_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-2.25&CDS=1-1317
2190	OG0002190	YKL060C	snap_masked-NODE_40_length_129560_cov_68.7669_ID_79-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_40_length_129560_cov_68.7669_ID_79-processed-gene-0.42&CDS=1-1077
2191	OG0002191	YKL064W	snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-1.94&CDS=1-2844
2192	OG0002192	YKL067W	maker-NODE_2_length_577604_cov_68.7021_ID_3-snap-gene-4.158-mRNA-1_1&gene=maker-NODE_2_length_577604_cov_68.7021_ID_3-snap-gene-4.158&CDS=1-2289
2193	OG0002193	YKL069W	snap_masked-NODE_43_length_119858_cov_67.8265_ID_85-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_43_length_119858_cov_67.8265_ID_85-processed-gene-0.24&CDS=1-537
2194	OG0002194	YKL070W	augustus_masked-NODE_47_length_113448_cov_67.9831_ID_93-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_47_length_113448_cov_67.9831_ID_93-processed-gene-0.90&CDS=1-669
2195	OG0002195	YKL073W	snap_masked-NODE_23_length_209387_cov_67.0528_ID_45-processed-gene-1.68-mRNA-1_1&gene=snap_masked-NODE_23_length_209387_cov_67.0528_ID_45-processed-gene-1.68&CDS=1-2583
2196	OG0002196	YKL077W	augustus_masked-NODE_49_length_98167_cov_122.508_ID_97-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_49_length_98167_cov_122.508_ID_97-processed-gene-0.14&CDS=1-1392
2197	OG0002197	YKL078W	snap_masked-NODE_18_length_291584_cov_90.0546_ID_35-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NODE_18_length_291584_cov_90.0546_ID_35-processed-gene-1.40&CDS=1-2295
2198	OG0002198	YKL080W	snap_masked-NODE_37_length_142714_cov_69.3347_ID_73-processed-gene-0.127-mRNA-1_1&gene=snap_masked-NODE_37_length_142714_cov_69.3347_ID_73-processed-gene-0.127&CDS=1-1185
2199	OG0002199	YKL082C	snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-3.46-mRNA-1_1&gene=snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-3.46&CDS=1-1344
2200	OG0002200	YKL085W	snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-1.153-mRNA-1_1&gene=snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-1.153&CDS=1-1002
2201	OG0002201	YKL086W	snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-2.73-mRNA-1_1&gene=snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-2.73&CDS=1-369
2202	OG0002202	YKL087C	snap_masked-NODE_30_length_175768_cov_73.1768_ID_59-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_30_length_175768_cov_73.1768_ID_59-processed-gene-0.118&CDS=1-963
2203	OG0002203	YKL088W	snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-2.27-mRNA-1_1&gene=snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-2.27&CDS=1-2217
2204	OG0002204	YKL089W	maker-NODE_12_length_351220_cov_69.727_ID_23-snap-gene-1.39-mRNA-1_1&gene=maker-NODE_12_length_351220_cov_69.727_ID_23-snap-gene-1.39&CDS=1-2313
2205	OG0002205	YKL090W	augustus_masked-NODE_37_length_142714_cov_69.3347_ID_73-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_37_length_142714_cov_69.3347_ID_73-processed-gene-0.25&CDS=1-2622
2206	OG0002206	YKL092C	snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-0.78&CDS=1-3045
2207	OG0002207	YKL094W	snap_masked-NODE_38_length_139837_cov_106.657_ID_75-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_38_length_139837_cov_106.657_ID_75-processed-gene-0.99&CDS=1-936
2208	OG0002208	YKL095W	snap_masked-NODE_22_length_240944_cov_72.0822_ID_43-processed-gene-1.80-mRNA-1_1&gene=snap_masked-NODE_22_length_240944_cov_72.0822_ID_43-processed-gene-1.80&CDS=1-921
2209	OG0002209	YKL098W	augustus_masked-NODE_64_length_49435_cov_69.3649_ID_127-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_64_length_49435_cov_69.3649_ID_127-processed-gene-0.15&CDS=1-894
2210	OG0002210	YKL099C	snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-4.133-mRNA-1_1&gene=snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-4.133&CDS=1-768
2211	OG0002211	YKL100C	snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-4.138-mRNA-1_1&gene=snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-4.138&CDS=1-1437
2212	OG0002212	YKL104C	augustus_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-3.95&CDS=1-2091
2213	OG0002213	YKL110C	augustus_masked-NODE_26_length_203786_cov_80.1698_ID_51-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_26_length_203786_cov_80.1698_ID_51-processed-gene-0.104&CDS=1-879
2214	OG0002214	YKL113C	snap_masked-NODE_38_length_139837_cov_106.657_ID_75-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_38_length_139837_cov_106.657_ID_75-processed-gene-0.69&CDS=1-1131
2215	OG0002215	YKL114C	snap_masked-NODE_40_length_129560_cov_68.7669_ID_79-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_40_length_129560_cov_68.7669_ID_79-processed-gene-0.34&CDS=1-1098
2216	OG0002216	YKL116C	snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-2.16-mRNA-1_1&gene=snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-2.16&CDS=1-1689
2217	OG0002217	YKL117W	snap_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-2.1-mRNA-1_1&gene=snap_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-2.1&CDS=1-579
2218	OG0002218	YKL119C	snap_masked-NODE_41_length_129558_cov_66.2536_ID_81-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_41_length_129558_cov_66.2536_ID_81-processed-gene-0.1&CDS=1-690
2219	OG0002219	YKL120W	maker-NODE_4_length_548857_cov_63.9947_ID_7-augustus-gene-1.52-mRNA-1_1&gene=maker-NODE_4_length_548857_cov_63.9947_ID_7-augustus-gene-1.52&CDS=1-2874
2220	OG0002220	YKL122C	snap_masked-NODE_49_length_98167_cov_122.508_ID_97-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_49_length_98167_cov_122.508_ID_97-processed-gene-0.62&CDS=1-513
2221	OG0002221	YKL125W	augustus_masked-NODE_50_length_86447_cov_77.602_ID_99-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_50_length_86447_cov_77.602_ID_99-processed-gene-0.119&CDS=1-1902
2222	OG0002222	YKL129C	snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-3.6-mRNA-1_1&gene=snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-3.6&CDS=1-3888
2223	OG0002223	YKL134C	maker-NODE_27_length_200086_cov_97.5813_ID_53-snap-gene-1.139-mRNA-1_1&gene=maker-NODE_27_length_200086_cov_97.5813_ID_53-snap-gene-1.139&CDS=1-3384
2224	OG0002224	YKL135C	snap_masked-NODE_31_length_174477_cov_101.441_ID_61-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_31_length_174477_cov_101.441_ID_61-processed-gene-0.113&CDS=1-2169
2225	OG0002225	YKL137W	snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-1.137-mRNA-1_1&gene=snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-1.137&CDS=1-357
