	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034754_Lipomyces_arxii
1657	OG0001657	YHR079C	genemark-NODE_47_length_115791_cov_10.9052_ID_93-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_47_length_115791_cov_10.9052_ID_93-processed-gene-0.32&CDS=1-3162
1658	OG0001658	YHR084W	genemark-NODE_106_length_55275_cov_10.9775_ID_211-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_106_length_55275_cov_10.9775_ID_211-processed-gene-0.65&CDS=1-2559
1659	OG0001659	YHR085W	genemark-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-1.135-mRNA-1_1&gene=genemark-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-1.135&CDS=1-1026
1660	OG0001660	YHR086W	maker-NODE_63_length_91661_cov_11.196_ID_125-snap-gene-0.61-mRNA-1_1&gene=maker-NODE_63_length_91661_cov_11.196_ID_125-snap-gene-0.61&CDS=1-1368
1661	OG0001661	YHR087W	genemark-NODE_2_length_326681_cov_11.449_ID_3-processed-gene-1.28-mRNA-1_1&gene=genemark-NODE_2_length_326681_cov_11.449_ID_3-processed-gene-1.28&CDS=1-339
1662	OG0001662	YHR088W	genemark-NODE_24_length_184737_cov_11.2875_ID_47-processed-gene-0.162-mRNA-1_1&gene=genemark-NODE_24_length_184737_cov_11.2875_ID_47-processed-gene-0.162&CDS=1-927
1663	OG0001663	YHR089C	genemark-NODE_94_length_63852_cov_11.6466_ID_187-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_94_length_63852_cov_11.6466_ID_187-processed-gene-0.13&CDS=1-612
1664	OG0001664	YHR090C	genemark-NODE_112_length_50345_cov_10.9217_ID_223-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_112_length_50345_cov_10.9217_ID_223-processed-gene-0.77&CDS=1-1176
1665	OG0001665	YHR098C	genemark-NODE_78_length_76792_cov_11.4931_ID_155-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_78_length_76792_cov_11.4931_ID_155-processed-gene-0.97&CDS=1-2709
1666	OG0001666	YHR099W	maker-NODE_99_length_59690_cov_22.0025_ID_197-snap-gene-0.9-mRNA-1_1&gene=maker-NODE_99_length_59690_cov_22.0025_ID_197-snap-gene-0.9&CDS=1-11628
1667	OG0001667	YHR100C	genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-1.239-mRNA-1_1&gene=genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-1.239&CDS=1-636
1668	OG0001668	YHR101C	snap_masked-NODE_22_length_187272_cov_11.383_ID_43-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_22_length_187272_cov_11.383_ID_43-processed-gene-0.33&CDS=1-834
1669	OG0001669	YHR104W	genemark-NODE_155_length_31338_cov_10.7597_ID_309-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_155_length_31338_cov_10.7597_ID_309-processed-gene-0.17&CDS=1-960
1670	OG0001670	YHR107C	genemark-NODE_23_length_186393_cov_11.231_ID_45-processed-gene-0.184-mRNA-1_1&gene=genemark-NODE_23_length_186393_cov_11.231_ID_45-processed-gene-0.184&CDS=1-1137
1671	OG0001671	YHR111W	augustus_masked-NODE_47_length_115791_cov_10.9052_ID_93-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_47_length_115791_cov_10.9052_ID_93-processed-gene-0.119&CDS=1-1320
1672	OG0001672	YHR112C	genemark-NODE_69_length_87016_cov_10.832_ID_137-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_69_length_87016_cov_10.832_ID_137-processed-gene-0.16&CDS=1-1167
1673	OG0001673	YHR113W	maker-NODE_23_length_186393_cov_11.231_ID_45-augustus-gene-0.33-mRNA-1_1&gene=maker-NODE_23_length_186393_cov_11.231_ID_45-augustus-gene-0.33&CDS=1-1470
1674	OG0001674	YHR114W	genemark-NODE_10_length_247159_cov_11.3339_ID_19-processed-gene-1.262-mRNA-1_1&gene=genemark-NODE_10_length_247159_cov_11.3339_ID_19-processed-gene-1.262&CDS=1-2076
1675	OG0001675	YHR116W	genemark-NODE_68_length_87717_cov_11.3619_ID_135-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_68_length_87717_cov_11.3619_ID_135-processed-gene-0.75&CDS=1-363
1676	OG0001676	YHR119W	genemark-NODE_22_length_187272_cov_11.383_ID_43-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_22_length_187272_cov_11.383_ID_43-processed-gene-0.108&CDS=1-3888
1677	OG0001677	YHR120W	maker-NODE_31_length_147544_cov_12.4471_ID_61-snap-gene-0.174-mRNA-1_1&gene=maker-NODE_31_length_147544_cov_12.4471_ID_61-snap-gene-0.174&CDS=1-3060
1678	OG0001678	YHR121W	genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-0.142-mRNA-1_1&gene=genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-0.142&CDS=1-723
1679	OG0001679	YHR122W	maker-NODE_33_length_145268_cov_11.4808_ID_65-augustus-gene-0.231-mRNA-1_1&gene=maker-NODE_33_length_145268_cov_11.4808_ID_65-augustus-gene-0.231&CDS=1-717
1680	OG0001680	YHR124W	genemark-NODE_47_length_115791_cov_10.9052_ID_93-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_47_length_115791_cov_10.9052_ID_93-processed-gene-0.5&CDS=1-1119
1681	OG0001681	YHR128W	maker-NODE_132_length_38947_cov_11.7554_ID_263-augustus-gene-0.27-mRNA-1_1&gene=maker-NODE_132_length_38947_cov_11.7554_ID_263-augustus-gene-0.27&CDS=1-684
1682	OG0001682	YHR132W-A	genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-1.79&CDS=1-375
1683	OG0001683	YHR134W	genemark-NODE_2_length_326681_cov_11.449_ID_3-processed-gene-1.31-mRNA-1_1&gene=genemark-NODE_2_length_326681_cov_11.449_ID_3-processed-gene-1.31&CDS=1-1050
1684	OG0001684	YHR138C	genemark-NODE_32_length_147441_cov_12.2899_ID_63-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_32_length_147441_cov_12.2899_ID_63-processed-gene-0.108&CDS=1-219
1685	OG0001685	YHR142W	genemark-NODE_30_length_147641_cov_11.6001_ID_59-processed-gene-0.221-mRNA-1_1&gene=genemark-NODE_30_length_147641_cov_11.6001_ID_59-processed-gene-0.221&CDS=1-1008
1686	OG0001686	YHR144C	genemark-NODE_37_length_135032_cov_14.2843_ID_73-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_37_length_135032_cov_14.2843_ID_73-processed-gene-0.34&CDS=1-1203
1687	OG0001687	YHR147C	genemark-NODE_77_length_77390_cov_11.3037_ID_153-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_77_length_77390_cov_11.3037_ID_153-processed-gene-0.52&CDS=1-663
1688	OG0001688	YHR148W	genemark-NODE_184_length_23573_cov_13.8357_ID_367-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_184_length_23573_cov_13.8357_ID_367-processed-gene-0.15&CDS=1-549
1689	OG0001689	YHR151C	genemark-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-1.185-mRNA-1_1&gene=genemark-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-1.185&CDS=1-1740
1690	OG0001690	YHR164C	maker-NODE_73_length_79790_cov_11.602_ID_145-augustus-gene-0.135-mRNA-1_1&gene=maker-NODE_73_length_79790_cov_11.602_ID_145-augustus-gene-0.135&CDS=1-4383
1691	OG0001691	YHR165C	snap_masked-NODE_20_length_209916_cov_11.68_ID_39-processed-gene-1.74-mRNA-1_1&gene=snap_masked-NODE_20_length_209916_cov_11.68_ID_39-processed-gene-1.74&CDS=1-7227
1692	OG0001692	YHR166C	genemark-NODE_24_length_184737_cov_11.2875_ID_47-processed-gene-0.167-mRNA-1_1&gene=genemark-NODE_24_length_184737_cov_11.2875_ID_47-processed-gene-0.167&CDS=1-1551
1693	OG0001693	YHR168W	genemark-NODE_131_length_39679_cov_15.1529_ID_261-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_131_length_39679_cov_15.1529_ID_261-processed-gene-0.26&CDS=1-1437
1694	OG0001694	YHR169W	maker-NODE_114_length_49681_cov_13.4136_ID_227-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_114_length_49681_cov_13.4136_ID_227-augustus-gene-0.6&CDS=1-1371
1695	OG0001695	YHR170W	genemark-NODE_30_length_147641_cov_11.6001_ID_59-processed-gene-0.233-mRNA-1_1&gene=genemark-NODE_30_length_147641_cov_11.6001_ID_59-processed-gene-0.233&CDS=1-1734
1696	OG0001696	YHR171W	genemark-NODE_11_length_244810_cov_11.4858_ID_21-processed-gene-0.120-mRNA-1_1&gene=genemark-NODE_11_length_244810_cov_11.4858_ID_21-processed-gene-0.120&CDS=1-2031
1697	OG0001697	YHR172W	genemark-NODE_118_length_48796_cov_11.9207_ID_235-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_118_length_48796_cov_11.9207_ID_235-processed-gene-0.22&CDS=1-2562
1698	OG0001698	YHR175W	genemark-NODE_7_length_273906_cov_11.6642_ID_13-processed-gene-1.201-mRNA-1_1&gene=genemark-NODE_7_length_273906_cov_11.6642_ID_13-processed-gene-1.201&CDS=1-492
1699	OG0001699	YHR176W	genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-0.154-mRNA-1_1&gene=genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-0.154&CDS=1-1521
1700	OG0001700	YHR181W	augustus_masked-NODE_190_length_21864_cov_12.6844_ID_379-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_190_length_21864_cov_12.6844_ID_379-processed-gene-0.5&CDS=1-696
1701	OG0001701	YHR183W	maker-NODE_38_length_132907_cov_11.3871_ID_75-augustus-gene-0.23-mRNA-1_1&gene=maker-NODE_38_length_132907_cov_11.3871_ID_75-augustus-gene-0.23&CDS=1-1488
1702	OG0001702	YHR186C	genemark-NODE_14_length_231766_cov_11.1265_ID_27-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_14_length_231766_cov_11.1265_ID_27-processed-gene-0.28&CDS=1-4074
1703	OG0001703	YHR187W	genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-0.129-mRNA-1_1&gene=genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-0.129&CDS=1-936
1704	OG0001704	YHR188C	maker-NODE_19_length_212853_cov_11.6979_ID_37-augustus-gene-0.159-mRNA-1_1&gene=maker-NODE_19_length_212853_cov_11.6979_ID_37-augustus-gene-0.159&CDS=1-1980
1705	OG0001705	YHR189W	maker-NODE_51_length_106695_cov_22.0781_ID_101-augustus-gene-0.146-mRNA-1_1&gene=maker-NODE_51_length_106695_cov_22.0781_ID_101-augustus-gene-0.146&CDS=1-597
1706	OG0001706	YHR190W	genemark-NODE_31_length_147544_cov_12.4471_ID_61-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_31_length_147544_cov_12.4471_ID_61-processed-gene-0.43&CDS=1-1365
1707	OG0001707	YHR191C	genemark-NODE_102_length_59237_cov_11.1668_ID_203-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_102_length_59237_cov_11.1668_ID_203-processed-gene-0.63&CDS=1-405
1708	OG0001708	YHR193C	genemark-NODE_137_length_37560_cov_11.0685_ID_273-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_137_length_37560_cov_11.0685_ID_273-processed-gene-0.57&CDS=1-699
1709	OG0001709	YHR194W	snap_masked-NODE_34_length_142245_cov_11.4773_ID_67-processed-gene-0.163-mRNA-1_1&gene=snap_masked-NODE_34_length_142245_cov_11.4773_ID_67-processed-gene-0.163&CDS=1-2160
1710	OG0001710	YHR200W	genemark-NODE_7_length_273906_cov_11.6642_ID_13-processed-gene-1.174-mRNA-1_1&gene=genemark-NODE_7_length_273906_cov_11.6642_ID_13-processed-gene-1.174&CDS=1-867
1711	OG0001711	YHR201C	genemark-NODE_91_length_65902_cov_11.5626_ID_181-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_91_length_65902_cov_11.5626_ID_181-processed-gene-0.37&CDS=1-1206
1712	OG0001712	YHR202W	genemark-NODE_96_length_63227_cov_12.2591_ID_191-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_96_length_63227_cov_12.2591_ID_191-processed-gene-0.73&CDS=1-1884
1713	OG0001713	YHR204W	genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-0.134-mRNA-1_1&gene=genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-0.134&CDS=1-2217
1714	OG0001714	YHR205W	genemark-NODE_103_length_57922_cov_13.1606_ID_205-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_103_length_57922_cov_13.1606_ID_205-processed-gene-0.42&CDS=1-2517
1715	OG0001715	YHR206W	genemark-NODE_11_length_244810_cov_11.4858_ID_21-processed-gene-1.123-mRNA-1_1&gene=genemark-NODE_11_length_244810_cov_11.4858_ID_21-processed-gene-1.123&CDS=1-1410
1716	OG0001716	YHR207C	genemark-NODE_3_length_308411_cov_11.3318_ID_5-processed-gene-2.56-mRNA-1_1&gene=genemark-NODE_3_length_308411_cov_11.3318_ID_5-processed-gene-2.56&CDS=1-1359
1717	OG0001717	YHR208W	genemark-NODE_12_length_235806_cov_11.4795_ID_23-processed-gene-1.131-mRNA-1_1&gene=genemark-NODE_12_length_235806_cov_11.4795_ID_23-processed-gene-1.131&CDS=1-1251
1718	OG0001718	YIL001W	genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-1.40&CDS=1-1797
1719	OG0001719	YIL003W	genemark-NODE_97_length_62045_cov_11.7576_ID_193-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_97_length_62045_cov_11.7576_ID_193-processed-gene-0.55&CDS=1-879
1720	OG0001720	YIL004C	augustus_masked-NODE_53_length_103088_cov_10.9603_ID_105-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_53_length_103088_cov_10.9603_ID_105-processed-gene-0.26&CDS=1-393
1721	OG0001721	YIL007C	augustus_masked-NODE_190_length_21864_cov_12.6844_ID_379-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_190_length_21864_cov_12.6844_ID_379-processed-gene-0.8&CDS=1-1566
1722	OG0001722	YIL008W	genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-1.87-mRNA-1_1&gene=genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-1.87&CDS=1-312
1723	OG0001723	YIL010W	genemark-NODE_41_length_125786_cov_11.5009_ID_81-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_41_length_125786_cov_11.5009_ID_81-processed-gene-0.121&CDS=1-705
1724	OG0001724	YIL019W	genemark-NODE_1_length_424910_cov_11.4403_ID_1-processed-gene-1.34-mRNA-1_1&gene=genemark-NODE_1_length_424910_cov_11.4403_ID_1-processed-gene-1.34&CDS=1-1059
1725	OG0001725	YIL020C	genemark-NODE_1_length_424910_cov_11.4403_ID_1-processed-gene-1.46-mRNA-1_1&gene=genemark-NODE_1_length_424910_cov_11.4403_ID_1-processed-gene-1.46&CDS=1-765
1726	OG0001726	YIL021W	genemark-NODE_19_length_212853_cov_11.6979_ID_37-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_19_length_212853_cov_11.6979_ID_37-processed-gene-0.68&CDS=1-831
1727	OG0001727	YIL022W	maker-NODE_39_length_132718_cov_11.6163_ID_77-augustus-gene-0.30-mRNA-1_1&gene=maker-NODE_39_length_132718_cov_11.6163_ID_77-augustus-gene-0.30&CDS=1-1566
1728	OG0001728	YIL023C	maker-NODE_101_length_59271_cov_11.4019_ID_201-augustus-gene-0.9-mRNA-1_1&gene=maker-NODE_101_length_59271_cov_11.4019_ID_201-augustus-gene-0.9&CDS=1-1281
1729	OG0001729	YIL026C	maker-NODE_241_length_13882_cov_13.3463_ID_481-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_241_length_13882_cov_13.3463_ID_481-augustus-gene-0.2&CDS=1-3381
1730	OG0001730	YIL027C	genemark-NODE_5_length_287076_cov_11.3809_ID_9-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_5_length_287076_cov_11.3809_ID_9-processed-gene-0.59&CDS=1-333
1731	OG0001731	YIL030C	maker-NODE_27_length_161307_cov_11.5293_ID_53-augustus-gene-0.30-mRNA-1_1&gene=maker-NODE_27_length_161307_cov_11.5293_ID_53-augustus-gene-0.30&CDS=1-3753
1732	OG0001732	YIL031W	maker-NODE_9_length_249165_cov_11.2857_ID_17-snap-gene-1.38-mRNA-1_1&gene=maker-NODE_9_length_249165_cov_11.2857_ID_17-snap-gene-1.38&CDS=1-918
1733	OG0001733	YIL033C	genemark-NODE_36_length_135873_cov_11.6034_ID_71-processed-gene-0.119-mRNA-1_1&gene=genemark-NODE_36_length_135873_cov_11.6034_ID_71-processed-gene-0.119&CDS=1-1089
1734	OG0001734	YIL034C	maker-NODE_3_length_308411_cov_11.3318_ID_5-augustus-gene-1.66-mRNA-1_1&gene=maker-NODE_3_length_308411_cov_11.3318_ID_5-augustus-gene-1.66&CDS=1-825
1735	OG0001735	YIL038C	genemark-NODE_72_length_83986_cov_11.1349_ID_143-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_72_length_83986_cov_11.1349_ID_143-processed-gene-0.78&CDS=1-1914
1736	OG0001736	YIL039W	genemark-NODE_7_length_273906_cov_11.6642_ID_13-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_7_length_273906_cov_11.6642_ID_13-processed-gene-0.3&CDS=1-1416
1737	OG0001737	YIL041W	maker-NODE_5_length_287076_cov_11.3809_ID_9-augustus-gene-1.328-mRNA-1_1&gene=maker-NODE_5_length_287076_cov_11.3809_ID_9-augustus-gene-1.328&CDS=1-882
1738	OG0001738	YIL042C	genemark-NODE_32_length_147441_cov_12.2899_ID_63-processed-gene-0.111-mRNA-1_1&gene=genemark-NODE_32_length_147441_cov_12.2899_ID_63-processed-gene-0.111&CDS=1-1260
1739	OG0001739	YIL043C	genemark-NODE_22_length_187272_cov_11.383_ID_43-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_22_length_187272_cov_11.383_ID_43-processed-gene-0.83&CDS=1-915
1740	OG0001740	YIL044C	augustus_masked-NODE_15_length_231195_cov_11.3764_ID_29-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_15_length_231195_cov_11.3764_ID_29-processed-gene-0.65&CDS=1-1437
1741	OG0001741	YIL046W	genemark-NODE_39_length_132718_cov_11.6163_ID_77-processed-gene-0.193-mRNA-1_1&gene=genemark-NODE_39_length_132718_cov_11.6163_ID_77-processed-gene-0.193&CDS=1-2043
1742	OG0001742	YIL047C	genemark-NODE_51_length_106695_cov_22.0781_ID_101-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_51_length_106695_cov_22.0781_ID_101-processed-gene-0.105&CDS=1-3165
1743	OG0001743	YIL048W	maker-NODE_12_length_235806_cov_11.4795_ID_23-augustus-gene-1.23-mRNA-1_1&gene=maker-NODE_12_length_235806_cov_11.4795_ID_23-augustus-gene-1.23&CDS=1-3264
1744	OG0001744	YIL049W	genemark-NODE_42_length_124964_cov_11.4052_ID_83-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_42_length_124964_cov_11.4052_ID_83-processed-gene-0.123&CDS=1-948
1745	OG0001745	YIL050W	genemark-NODE_22_length_187272_cov_11.383_ID_43-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_22_length_187272_cov_11.383_ID_43-processed-gene-0.95&CDS=1-1065
1746	OG0001746	YIL061C	augustus_masked-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-1.103&CDS=1-852
1747	OG0001747	YIL062C	genemark-NODE_18_length_217989_cov_11.6202_ID_35-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_18_length_217989_cov_11.6202_ID_35-processed-gene-1.39&CDS=1-468
1748	OG0001748	YIL063C	maker-NODE_10_length_247159_cov_11.3339_ID_19-snap-gene-1.126-mRNA-1_1&gene=maker-NODE_10_length_247159_cov_11.3339_ID_19-snap-gene-1.126&CDS=1-1476
1749	OG0001749	YIL064W	snap_masked-NODE_118_length_48796_cov_11.9207_ID_235-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_118_length_48796_cov_11.9207_ID_235-processed-gene-0.30&CDS=1-753
1750	OG0001750	YIL065C	genemark-NODE_54_length_101673_cov_11.2356_ID_107-processed-gene-0.139-mRNA-1_1&gene=genemark-NODE_54_length_101673_cov_11.2356_ID_107-processed-gene-0.139&CDS=1-456
1751	OG0001751	YIL067C	genemark-NODE_26_length_177985_cov_11.2812_ID_51-processed-gene-0.120-mRNA-1_1&gene=genemark-NODE_26_length_177985_cov_11.2812_ID_51-processed-gene-0.120&CDS=1-1878
1752	OG0001752	YIL068C	genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-0.59&CDS=1-2313
1753	OG0001753	YIL070C	genemark-NODE_58_length_98039_cov_12.0642_ID_115-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_58_length_98039_cov_12.0642_ID_115-processed-gene-0.72&CDS=1-849
1754	OG0001754	YIL072W	maker-NODE_13_length_234993_cov_11.5573_ID_25-augustus-gene-1.208-mRNA-1_1&gene=maker-NODE_13_length_234993_cov_11.5573_ID_25-augustus-gene-1.208&CDS=1-1890
1755	OG0001755	YIL073C	maker-NODE_4_length_289952_cov_11.2436_ID_7-snap-gene-0.142-mRNA-1_1&gene=maker-NODE_4_length_289952_cov_11.2436_ID_7-snap-gene-0.142&CDS=1-2856
1756	OG0001756	YIL074C	genemark-NODE_1_length_424910_cov_11.4403_ID_1-processed-gene-3.91-mRNA-1_1&gene=genemark-NODE_1_length_424910_cov_11.4403_ID_1-processed-gene-3.91&CDS=1-1443
1757	OG0001757	YIL075C	genemark-NODE_28_length_151875_cov_11.5163_ID_55-processed-gene-0.140-mRNA-1_1&gene=genemark-NODE_28_length_151875_cov_11.5163_ID_55-processed-gene-0.140&CDS=1-3018
1758	OG0001758	YIL078W	genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-0.53&CDS=1-2220
1759	OG0001759	YIL083C	genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-1.215-mRNA-1_1&gene=genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-1.215&CDS=1-1035
1760	OG0001760	YIL084C	genemark-NODE_53_length_103088_cov_10.9603_ID_105-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_53_length_103088_cov_10.9603_ID_105-processed-gene-0.72&CDS=1-831
1761	OG0001761	YIL087C	genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-1.43-mRNA-1_1&gene=genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-1.43&CDS=1-405
1762	OG0001762	YIL090W	maker-NODE_16_length_223381_cov_11.4667_ID_31-augustus-gene-1.10-mRNA-1_1&gene=maker-NODE_16_length_223381_cov_11.4667_ID_31-augustus-gene-1.10&CDS=1-1305
1763	OG0001763	YIL091C	genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-1.223-mRNA-1_1&gene=genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-1.223&CDS=1-1914
1764	OG0001764	YIL093C	genemark-NODE_15_length_231195_cov_11.3764_ID_29-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_15_length_231195_cov_11.3764_ID_29-processed-gene-0.84&CDS=1-678
1765	OG0001765	YIL094C	genemark-NODE_125_length_45201_cov_11.8398_ID_249-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_125_length_45201_cov_11.8398_ID_249-processed-gene-0.42&CDS=1-1146
1766	OG0001766	YIL096C	maker-NODE_55_length_100684_cov_11.9594_ID_109-augustus-gene-0.161-mRNA-1_1&gene=maker-NODE_55_length_100684_cov_11.9594_ID_109-augustus-gene-0.161&CDS=1-987
1767	OG0001767	YIL097W	genemark-NODE_55_length_100684_cov_11.9594_ID_109-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_55_length_100684_cov_11.9594_ID_109-processed-gene-0.48&CDS=1-1191
1768	OG0001768	YIL098C	genemark-NODE_115_length_49180_cov_14.0186_ID_229-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_115_length_49180_cov_14.0186_ID_229-processed-gene-0.29&CDS=1-516
1769	OG0001769	YIL099W	genemark-NODE_50_length_107181_cov_11.4829_ID_99-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_50_length_107181_cov_11.4829_ID_99-processed-gene-0.85&CDS=1-1635
1770	OG0001770	YIL101C	genemark-NODE_110_length_52412_cov_11.5951_ID_219-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_110_length_52412_cov_11.5951_ID_219-processed-gene-0.44&CDS=1-1872
1771	OG0001771	YIL103W	snap_masked-NODE_88_length_67779_cov_11.1003_ID_175-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_88_length_67779_cov_11.1003_ID_175-processed-gene-0.38&CDS=1-1329
1772	OG0001772	YIL104C	genemark-NODE_3_length_308411_cov_11.3318_ID_5-processed-gene-2.74-mRNA-1_1&gene=genemark-NODE_3_length_308411_cov_11.3318_ID_5-processed-gene-2.74&CDS=1-1365
1773	OG0001773	YIL106W	genemark-NODE_26_length_177985_cov_11.2812_ID_51-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_26_length_177985_cov_11.2812_ID_51-processed-gene-0.104&CDS=1-687
1774	OG0001774	YIL107C	genemark-NODE_28_length_151875_cov_11.5163_ID_55-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_28_length_151875_cov_11.5163_ID_55-processed-gene-0.99&CDS=1-1989
1775	OG0001775	YIL108W	maker-NODE_29_length_148249_cov_11.5393_ID_57-augustus-gene-0.237-mRNA-1_1&gene=maker-NODE_29_length_148249_cov_11.5393_ID_57-augustus-gene-0.237&CDS=1-1992
1776	OG0001776	YIL109C	genemark-NODE_1_length_424910_cov_11.4403_ID_1-processed-gene-1.41-mRNA-1_1&gene=genemark-NODE_1_length_424910_cov_11.4403_ID_1-processed-gene-1.41&CDS=1-2829
1777	OG0001777	YIL110W	genemark-NODE_74_length_78857_cov_11.3176_ID_147-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_74_length_78857_cov_11.3176_ID_147-processed-gene-0.44&CDS=1-1134
1778	OG0001778	YIL115C	augustus_masked-NODE_117_length_48820_cov_10.8882_ID_233-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_117_length_48820_cov_10.8882_ID_233-processed-gene-0.57&CDS=1-4686
1779	OG0001779	YIL116W	genemark-NODE_34_length_142245_cov_11.4773_ID_67-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_34_length_142245_cov_11.4773_ID_67-processed-gene-0.97&CDS=1-1179
1780	OG0001780	YIL118W	genemark-NODE_14_length_231766_cov_11.1265_ID_27-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_14_length_231766_cov_11.1265_ID_27-processed-gene-0.29&CDS=1-624
