	OrthologID	Metschnikowia_shivogae	Saccharomyces_cerevisiae
1668	OG0001668	genemark-shi_s48-processed-gene-4.48-mRNA-1_1&gene=genemark-shi_s48-processed-gene-4.48&CDS=1-1056	YHR069C
1669	OG0001669	genemark-shi_s48-processed-gene-4.49-mRNA-1_1&gene=genemark-shi_s48-processed-gene-4.49&CDS=1-3402	YAR042W
1670	OG0001670	genemark-shi_s48-processed-gene-4.50-mRNA-1_1&gene=genemark-shi_s48-processed-gene-4.50&CDS=1-1506	YPR169W
1671	OG0001671	augustus_masked-shi_s48-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-shi_s48-processed-gene-4.89&CDS=1-3942	YJR110W
1672	OG0001672	genemark-shi_s48-processed-gene-4.53-mRNA-1_1&gene=genemark-shi_s48-processed-gene-4.53&CDS=1-1008	YJR111C
1673	OG0001673	snap_masked-shi_s48-processed-gene-4.30-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-4.30&CDS=1-252	YPR170W-B
1674	OG0001674	genemark-shi_s48-processed-gene-4.54-mRNA-1_1&gene=genemark-shi_s48-processed-gene-4.54&CDS=1-504	YBR137W
1675	OG0001675	genemark-shi_s48-processed-gene-4.56-mRNA-1_1&gene=genemark-shi_s48-processed-gene-4.56&CDS=1-3294	YLR383W
1676	OG0001676	genemark-shi_s48-processed-gene-4.57-mRNA-1_1&gene=genemark-shi_s48-processed-gene-4.57&CDS=1-1071	YER154W
1677	OG0001677	snap_masked-shi_s48-processed-gene-4.34-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-4.34&CDS=1-5322	YER155C
1678	OG0001678	maker-shi_s48-augustus-gene-4.121-mRNA-1_1&gene=maker-shi_s48-augustus-gene-4.121&CDS=1-1962	YNL072W
1679	OG0001679	genemark-shi_s48-processed-gene-4.62-mRNA-1_1&gene=genemark-shi_s48-processed-gene-4.62&CDS=1-1416	YNL071W
1680	OG0001680	genemark-shi_s48-processed-gene-4.64-mRNA-1_1&gene=genemark-shi_s48-processed-gene-4.64&CDS=1-669	YNL110C
1681	OG0001681	genemark-shi_s48-processed-gene-4.81-mRNA-1_1&gene=genemark-shi_s48-processed-gene-4.81&CDS=1-1227	YGR193C
1682	OG0001682	snap_masked-shi_s48-processed-gene-5.51-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-5.51&CDS=1-1065	YOR057W
1683	OG0001683	genemark-shi_s48-processed-gene-5.6-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.6&CDS=1-741	YPR143W
1684	OG0001684	genemark-shi_s48-processed-gene-5.3-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.3&CDS=1-1890	YPR141C
1685	OG0001685	genemark-shi_s48-processed-gene-5.8-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.8&CDS=1-1191	YPR140W
1686	OG0001686	genemark-shi_s48-processed-gene-5.10-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.10&CDS=1-1656	YGR103W
1687	OG0001687	genemark-shi_s48-processed-gene-5.11-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.11&CDS=1-882	YOL073C
1688	OG0001688	maker-shi_s48-snap-gene-5.98-mRNA-1_1&gene=maker-shi_s48-snap-gene-5.98&CDS=1-543	YGR078C
1689	OG0001689	genemark-shi_s48-processed-gene-5.28-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.28&CDS=1-2184	YLR274W
1690	OG0001690	genemark-shi_s48-processed-gene-5.12-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.12&CDS=1-783	YLR281C
1691	OG0001691	genemark-shi_s48-processed-gene-5.13-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.13&CDS=1-405	YLR298C
1692	OG0001692	genemark-shi_s48-processed-gene-5.32-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.32&CDS=1-645	YLR293C
1693	OG0001693	genemark-shi_s48-processed-gene-5.34-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.34&CDS=1-840	YAL025C
1694	OG0001694	genemark-shi_s48-processed-gene-5.35-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.35&CDS=1-453	YOR367W
1695	OG0001695	genemark-shi_s48-processed-gene-5.36-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.36&CDS=1-1563	YML056C
1696	OG0001696	maker-shi_s48-snap-gene-5.100-mRNA-1_1&gene=maker-shi_s48-snap-gene-5.100&CDS=1-3522	YOR014W
1697	OG0001697	genemark-shi_s48-processed-gene-5.17-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.17&CDS=1-960	YGR080W
1698	OG0001698	genemark-shi_s48-processed-gene-5.43-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.43&CDS=1-843	YPR103W
1699	OG0001699	genemark-shi_s48-processed-gene-5.44-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.44&CDS=1-2493	YPR104C
1700	OG0001700	genemark-shi_s48-processed-gene-5.19-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.19&CDS=1-4143	YAL024C
1701	OG0001701	augustus_masked-shi_s48-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-shi_s48-processed-gene-5.121&CDS=1-4530	YJR138W
1702	OG0001702	genemark-shi_s48-processed-gene-5.46-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.46&CDS=1-1071	YJR139C
1703	OG0001703	genemark-shi_s48-processed-gene-5.47-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.47&CDS=1-546	YGR082W
1704	OG0001704	augustus_masked-shi_s48-processed-gene-5.147-mRNA-1_1&gene=augustus_masked-shi_s48-processed-gene-5.147&CDS=1-738	YJR144W
1705	OG0001705	genemark-shi_s48-processed-gene-5.25-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.25&CDS=1-1170	YJR076C
1706	OG0001706	genemark-shi_s48-processed-gene-6.1-mRNA-1_1&gene=genemark-shi_s48-processed-gene-6.1&CDS=1-1122	YIL067C
1707	OG0001707	genemark-shi_s48-processed-gene-6.3-mRNA-1_1&gene=genemark-shi_s48-processed-gene-6.3&CDS=1-2583	YER070W
1708	OG0001708	genemark-shi_s48-processed-gene-6.4-mRNA-1_1&gene=genemark-shi_s48-processed-gene-6.4&CDS=1-2037	YHR042W
1709	OG0001709	snap_masked-shi_s48-processed-gene-6.60-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-6.60&CDS=1-2181	YNL085W
1710	OG0001710	genemark-shi_s48-processed-gene-6.21-mRNA-1_1&gene=genemark-shi_s48-processed-gene-6.21&CDS=1-963	YOR261C
1711	OG0001711	snap_masked-shi_s48-processed-gene-6.62-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-6.62&CDS=1-288	YOR265W
1712	OG0001712	augustus_masked-shi_s48-processed-gene-6.93-mRNA-1_1&gene=augustus_masked-shi_s48-processed-gene-6.93&CDS=1-2622	YBL015W
1713	OG0001713	genemark-shi_s48-processed-gene-6.27-mRNA-1_1&gene=genemark-shi_s48-processed-gene-6.27&CDS=1-1365	YKL143W
1714	OG0001714	genemark-shi_s48-processed-gene-6.9-mRNA-1_1&gene=genemark-shi_s48-processed-gene-6.9&CDS=1-2058	YDL141W
1715	OG0001715	genemark-shi_s48-processed-gene-6.10-mRNA-1_1&gene=genemark-shi_s48-processed-gene-6.10&CDS=1-1038	YNR041C
1716	OG0001716	snap_masked-shi_s48-processed-gene-6.71-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-6.71&CDS=1-3045	YDR495C
1717	OG0001717	snap_masked-shi_s48-processed-gene-6.72-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-6.72&CDS=1-804	YGL050W
1718	OG0001718	snap_masked-shi_s48-processed-gene-6.73-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-6.73&CDS=1-3768	YLR309C
1719	OG0001719	maker-shi_s48-snap-gene-6.37-mRNA-1_1&gene=maker-shi_s48-snap-gene-6.37&CDS=1-2232	YJL053W
1720	OG0001720	snap_masked-shi_s48-processed-gene-6.54-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-6.54&CDS=1-1953	YMR075W
1721	OG0001721	genemark-shi_s48-processed-gene-6.16-mRNA-1_1&gene=genemark-shi_s48-processed-gene-6.16&CDS=1-1287	YMR062C
1722	OG0001722	genemark-shi_s48-processed-gene-6.36-mRNA-1_1&gene=genemark-shi_s48-processed-gene-6.36&CDS=1-636	YOR115C
1723	OG0001723	genemark-shi_s48-processed-gene-7.4-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.4&CDS=1-816	YPR129W
1724	OG0001724	genemark-shi_s48-processed-gene-7.1-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.1&CDS=1-1221	YPR133C
1725	OG0001725	genemark-shi_s48-processed-gene-7.6-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.6&CDS=1-1038	YPR128C
1726	OG0001726	augustus_masked-shi_s48-processed-gene-7.139-mRNA-1_1&gene=augustus_masked-shi_s48-processed-gene-7.139&CDS=1-3558	YKL150W
1727	OG0001727	genemark-shi_s48-processed-gene-7.7-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.7&CDS=1-1035	YKL151C
1728	OG0001728	genemark-shi_s48-processed-gene-7.10-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.10&CDS=1-1122	YLR151C
1729	OG0001729	genemark-shi_s48-processed-gene-7.12-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.12&CDS=1-1419	YHR065C
1730	OG0001730	genemark-shi_s48-processed-gene-7.37-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.37&CDS=1-747	YDR313C
1731	OG0001731	genemark-shi_s48-processed-gene-7.13-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.13&CDS=1-477	YDR308C
1732	OG0001732	snap_masked-shi_s48-processed-gene-7.90-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-7.90&CDS=1-1356	YDR306C
1733	OG0001733	snap_masked-shi_s48-processed-gene-7.91-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-7.91&CDS=1-2322	YKL155C
1734	OG0001734	genemark-shi_s48-processed-gene-7.15-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.15&CDS=1-651	YGR235C
1735	OG0001735	genemark-shi_s48-processed-gene-7.40-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.40&CDS=1-1176	YGR257C
1736	OG0001736	genemark-shi_s48-processed-gene-7.41-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.41&CDS=1-4122	YHR186C
1737	OG0001737	snap_masked-shi_s48-processed-gene-7.69-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-7.69&CDS=1-1152	YPL092W
1738	OG0001738	augustus_masked-shi_s48-processed-gene-7.127-mRNA-1_1&gene=augustus_masked-shi_s48-processed-gene-7.127&CDS=1-2103	YCL057W
1739	OG0001739	genemark-shi_s48-processed-gene-7.43-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.43&CDS=1-1962	YBR121C
1740	OG0001740	genemark-shi_s48-processed-gene-7.45-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.45&CDS=1-1758	YHR078W
1741	OG0001741	genemark-shi_s48-processed-gene-7.21-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.21&CDS=1-690	YDR296W
1742	OG0001742	genemark-shi_s48-processed-gene-7.23-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.23&CDS=1-1335	YKL145W
1743	OG0001743	genemark-shi_s48-processed-gene-7.46-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.46&CDS=1-588	YKL144C
1744	OG0001744	genemark-shi_s48-processed-gene-7.48-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.48&CDS=1-1290	YFR034C
1745	OG0001745	genemark-shi_s48-processed-gene-7.27-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.27&CDS=1-2313	YNL256W
1746	OG0001746	genemark-shi_s48-processed-gene-7.49-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.49&CDS=1-1020	YKL189W
1747	OG0001747	genemark-shi_s48-processed-gene-7.30-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.30&CDS=1-1812	YLR417W
1748	OG0001748	genemark-shi_s48-processed-gene-7.31-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.31&CDS=1-2124	YHL016C
1749	OG0001749	genemark-shi_s48-processed-gene-7.32-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.32&CDS=1-5478	YBR208C
1750	OG0001750	genemark-shi_s48-processed-gene-8.3-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.3&CDS=1-579	YDL046W
1751	OG0001751	genemark-shi_s48-processed-gene-8.50-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.50&CDS=1-2823	YGR125W
1752	OG0001752	genemark-shi_s48-processed-gene-8.7-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.7&CDS=1-2034	YAR014C
1753	OG0001753	genemark-shi_s48-processed-gene-8.8-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.8&CDS=1-2700	YBR017C
1754	OG0001754	genemark-shi_s48-processed-gene-8.52-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.52&CDS=1-873	YBL050W
1755	OG0001755	genemark-shi_s48-processed-gene-8.10-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.10&CDS=1-579	YJR112W
1756	OG0001756	genemark-shi_s48-processed-gene-8.53-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.53&CDS=1-915	YDR337W
1757	OG0001757	genemark-shi_s48-processed-gene-8.57-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.57&CDS=1-957	YBR141C
1758	OG0001758	genemark-shi_s48-processed-gene-8.14-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.14&CDS=1-2583	YBR142W
1759	OG0001759	genemark-shi_s48-processed-gene-8.59-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.59&CDS=1-1305	YBR143C
1760	OG0001760	genemark-shi_s48-processed-gene-8.16-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.16&CDS=1-3117	YOL145C
1761	OG0001761	genemark-shi_s48-processed-gene-8.60-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.60&CDS=1-519	YOL146W
1762	OG0001762	genemark-shi_s48-processed-gene-8.17-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.17&CDS=1-729	YBR261C
1763	OG0001763	genemark-shi_s48-processed-gene-8.18-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.18&CDS=1-1290	YKL027W
1764	OG0001764	genemark-shi_s48-processed-gene-8.19-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.19&CDS=1-666	YGR147C
1765	OG0001765	genemark-shi_s48-processed-gene-8.61-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.61&CDS=1-1140	YHR002W
1766	OG0001766	genemark-shi_s48-processed-gene-8.21-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.21&CDS=1-1176	YML048W
1767	OG0001767	genemark-shi_s48-processed-gene-8.22-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.22&CDS=1-2301	YER091C
1768	OG0001768	genemark-shi_s48-processed-gene-8.23-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.23&CDS=1-1065	YBL058W
1769	OG0001769	maker-shi_s48-snap-gene-8.177-mRNA-1_1&gene=maker-shi_s48-snap-gene-8.177&CDS=1-1542	YER090W
1770	OG0001770	genemark-shi_s48-processed-gene-8.25-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.25&CDS=1-1518	YBL054W
1771	OG0001771	genemark-shi_s48-processed-gene-8.64-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.64&CDS=1-588	YBL057C
1772	OG0001772	genemark-shi_s48-processed-gene-8.27-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.27&CDS=1-1251	YGR229C
1773	OG0001773	genemark-shi_s48-processed-gene-8.66-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.66&CDS=1-1350	YGR227W
1774	OG0001774	snap_masked-shi_s48-processed-gene-8.114-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-8.114&CDS=1-1077	YGR225W
1775	OG0001775	genemark-shi_s48-processed-gene-8.29-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.29&CDS=1-957	YGR163W
1776	OG0001776	maker-shi_s48-augustus-gene-8.172-mRNA-1_1&gene=maker-shi_s48-augustus-gene-8.172&CDS=1-1911	YIL099W
1777	OG0001777	genemark-shi_s48-processed-gene-8.33-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.33&CDS=1-2805	YDR238C
1778	OG0001778	genemark-shi_s48-processed-gene-8.35-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.35&CDS=1-456	YDL208W
1779	OG0001779	genemark-shi_s48-processed-gene-8.36-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.36&CDS=1-1410	YGR009C
1780	OG0001780	genemark-shi_s48-processed-gene-8.40-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.40&CDS=1-576	YMR264W
1781	OG0001781	genemark-shi_s48-processed-gene-8.77-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.77&CDS=1-1674	YML102W
1782	OG0001782	genemark-shi_s48-processed-gene-8.78-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.78&CDS=1-459	YMR263W
1783	OG0001783	genemark-shi_s48-processed-gene-8.79-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.79&CDS=1-1179	YGR046W
1784	OG0001784	genemark-shi_s48-processed-gene-8.42-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.42&CDS=1-1536	YCR053W
1785	OG0001785	genemark-shi_s48-processed-gene-8.80-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.80&CDS=1-1434	YCR054C
1786	OG0001786	genemark-shi_s48-processed-gene-8.45-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.45&CDS=1-3960	YKL215C
1787	OG0001787	genemark-shi_s48-processed-gene-8.81-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.81&CDS=1-1104	YBR018C
1788	OG0001788	genemark-shi_s48-processed-gene-8.82-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.82&CDS=1-2052	YBR019C
1789	OG0001789	genemark-shi_s51-processed-gene-0.128-mRNA-1_1&gene=genemark-shi_s51-processed-gene-0.128&CDS=1-756	YGL123W
1790	OG0001790	genemark-shi_s51-processed-gene-0.98-mRNA-1_1&gene=genemark-shi_s51-processed-gene-0.98&CDS=1-1038	YNL234W
1791	OG0001791	genemark-shi_s51-processed-gene-0.99-mRNA-1_1&gene=genemark-shi_s51-processed-gene-0.99&CDS=1-3423	YNL233W
1792	OG0001792	genemark-shi_s51-processed-gene-0.100-mRNA-1_1&gene=genemark-shi_s51-processed-gene-0.100&CDS=1-855	YNL232W
1793	OG0001793	genemark-shi_s51-processed-gene-0.101-mRNA-1_1&gene=genemark-shi_s51-processed-gene-0.101&CDS=1-3990	YDR245W
1794	OG0001794	genemark-shi_s51-processed-gene-0.102-mRNA-1_1&gene=genemark-shi_s51-processed-gene-0.102&CDS=1-3342	YPL016W
1795	OG0001795	genemark-shi_s51-processed-gene-0.103-mRNA-1_1&gene=genemark-shi_s51-processed-gene-0.103&CDS=1-1770	YDR244W
1796	OG0001796	genemark-shi_s51-processed-gene-0.104-mRNA-1_1&gene=genemark-shi_s51-processed-gene-0.104&CDS=1-2547	YCL030C
1797	OG0001797	genemark-shi_s51-processed-gene-0.105-mRNA-1_1&gene=genemark-shi_s51-processed-gene-0.105&CDS=1-792	YJL178C
1798	OG0001798	genemark-shi_s51-processed-gene-0.107-mRNA-1_1&gene=genemark-shi_s51-processed-gene-0.107&CDS=1-3213	YPL022W
1799	OG0001799	augustus_masked-shi_s51-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-shi_s51-processed-gene-0.20&CDS=1-1059	YDL205C
1800	OG0001800	genemark-shi_s51-processed-gene-0.133-mRNA-1_1&gene=genemark-shi_s51-processed-gene-0.133&CDS=1-666	YPL041C
1801	OG0001801	snap_masked-shi_s51-processed-gene-0.69-mRNA-1_1&gene=snap_masked-shi_s51-processed-gene-0.69&CDS=1-1203	YPL028W
1802	OG0001802	maker-shi_s51-augustus-gene-0.7-mRNA-1_1&gene=maker-shi_s51-augustus-gene-0.7&CDS=1-2622	YPL029W
1803	OG0001803	genemark-shi_s51-processed-gene-0.137-mRNA-1_1&gene=genemark-shi_s51-processed-gene-0.137&CDS=1-1533	YOR241W
1804	OG0001804	genemark-shi_s51-processed-gene-0.122-mRNA-1_1&gene=genemark-shi_s51-processed-gene-0.122&CDS=1-6807	YPL082C
1805	OG0001805	genemark-shi_s51-processed-gene-0.123-mRNA-1_1&gene=genemark-shi_s51-processed-gene-0.123&CDS=1-627	YBR193C
1806	OG0001806	genemark-shi_s51-processed-gene-0.139-mRNA-1_1&gene=genemark-shi_s51-processed-gene-0.139&CDS=1-900	YBR187W
1807	OG0001807	snap_masked-shi_s51-processed-gene-0.93-mRNA-1_1&gene=snap_masked-shi_s51-processed-gene-0.93&CDS=1-1389	YGL065C
1808	OG0001808	genemark-shi_s51-processed-gene-0.141-mRNA-1_1&gene=genemark-shi_s51-processed-gene-0.141&CDS=1-2184	YPL207W
1809	OG0001809	genemark-shi_s51-processed-gene-0.142-mRNA-1_1&gene=genemark-shi_s51-processed-gene-0.142&CDS=1-948	YPL209C
1810	OG0001810	genemark-shi_s51-processed-gene-1.0-mRNA-1_1&gene=genemark-shi_s51-processed-gene-1.0&CDS=1-1701	YDR389W
1811	OG0001811	maker-shi_s51-snap-gene-1.160-mRNA-1_1&gene=maker-shi_s51-snap-gene-1.160&CDS=1-4209	YER171W
1812	OG0001812	genemark-shi_s51-processed-gene-1.5-mRNA-1_1&gene=genemark-shi_s51-processed-gene-1.5&CDS=1-792	YCR009C
1813	OG0001813	genemark-shi_s51-processed-gene-1.11-mRNA-1_1&gene=genemark-shi_s51-processed-gene-1.11&CDS=1-705	YER148W
1814	OG0001814	genemark-shi_s51-processed-gene-1.32-mRNA-1_1&gene=genemark-shi_s51-processed-gene-1.32&CDS=1-1617	YBL019W
1815	OG0001815	maker-shi_s51-augustus-gene-1.158-mRNA-1_1&gene=maker-shi_s51-augustus-gene-1.158&CDS=1-2616	YLR175W
1816	OG0001816	snap_masked-shi_s51-processed-gene-1.66-mRNA-1_1&gene=snap_masked-shi_s51-processed-gene-1.66&CDS=1-207	YCL005W-A
1817	OG0001817	maker-shi_s51-augustus-gene-1.157-mRNA-1_1&gene=maker-shi_s51-augustus-gene-1.157&CDS=1-3180	YGL078C
1818	OG0001818	genemark-shi_s51-processed-gene-1.16-mRNA-1_1&gene=genemark-shi_s51-processed-gene-1.16&CDS=1-1611	YML130C
1819	OG0001819	genemark-shi_s51-processed-gene-1.36-mRNA-1_1&gene=genemark-shi_s51-processed-gene-1.36&CDS=1-2493	YML099C
1820	OG0001820	genemark-shi_s51-processed-gene-1.17-mRNA-1_1&gene=genemark-shi_s51-processed-gene-1.17&CDS=1-1767	YML070W
1821	OG0001821	genemark-shi_s51-processed-gene-1.37-mRNA-1_1&gene=genemark-shi_s51-processed-gene-1.37&CDS=1-1887	YDR034C
1822	OG0001822	maker-shi_s51-augustus-gene-1.159-mRNA-1_1&gene=maker-shi_s51-augustus-gene-1.159&CDS=1-2493	YNL054W
1823	OG0001823	genemark-shi_s51-processed-gene-1.20-mRNA-1_1&gene=genemark-shi_s51-processed-gene-1.20&CDS=1-1035	YIL110W
1824	OG0001824	genemark-shi_s51-processed-gene-1.39-mRNA-1_1&gene=genemark-shi_s51-processed-gene-1.39&CDS=1-3693	YDR335W
1825	OG0001825	genemark-shi_s51-processed-gene-1.40-mRNA-1_1&gene=genemark-shi_s51-processed-gene-1.40&CDS=1-909	YHR088W
1826	OG0001826	genemark-shi_s51-processed-gene-1.41-mRNA-1_1&gene=genemark-shi_s51-processed-gene-1.41&CDS=1-1929	YDR311W
1827	OG0001827	genemark-shi_s51-processed-gene-1.42-mRNA-1_1&gene=genemark-shi_s51-processed-gene-1.42&CDS=1-462	YJR104C
1828	OG0001828	genemark-shi_s51-processed-gene-1.21-mRNA-1_1&gene=genemark-shi_s51-processed-gene-1.21&CDS=1-456	YHR105W
1829	OG0001829	genemark-shi_s51-processed-gene-1.22-mRNA-1_1&gene=genemark-shi_s51-processed-gene-1.22&CDS=1-960	YDR353W
1830	OG0001830	augustus_masked-shi_s51-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-shi_s51-processed-gene-1.147&CDS=1-3939	YOR038C
1831	OG0001831	genemark-shi_s51-processed-gene-1.24-mRNA-1_1&gene=genemark-shi_s51-processed-gene-1.24&CDS=1-756	YOR039W
1832	OG0001832	genemark-shi_s51-processed-gene-1.25-mRNA-1_1&gene=genemark-shi_s51-processed-gene-1.25&CDS=1-1056	YDR268W
1833	OG0001833	genemark-shi_s51-processed-gene-1.27-mRNA-1_1&gene=genemark-shi_s51-processed-gene-1.27&CDS=1-924	YLR209C
1834	OG0001834	genemark-shi_s51-processed-gene-1.45-mRNA-1_1&gene=genemark-shi_s51-processed-gene-1.45&CDS=1-897	YLR208W
1835	OG0001835	genemark-shi_s51-processed-gene-1.48-mRNA-1_1&gene=genemark-shi_s51-processed-gene-1.48&CDS=1-2616	YGL201C
1836	OG0001836	genemark-shi_s51-processed-gene-1.50-mRNA-1_1&gene=genemark-shi_s51-processed-gene-1.50&CDS=1-2541	YBL066C
1837	OG0001837	genemark-shi_s51-processed-gene-1.51-mRNA-1_1&gene=genemark-shi_s51-processed-gene-1.51&CDS=1-1011	YER095W
1838	OG0001838	genemark-shi_s51-processed-gene-1.29-mRNA-1_1&gene=genemark-shi_s51-processed-gene-1.29&CDS=1-2550	YPR135W
1839	OG0001839	genemark-shi_s51-processed-gene-1.30-mRNA-1_1&gene=genemark-shi_s51-processed-gene-1.30&CDS=1-576	YPR131C
1840	OG0001840	genemark-shi_s51-processed-gene-2.106-mRNA-1_1&gene=genemark-shi_s51-processed-gene-2.106&CDS=1-1944	YIL155C
1841	OG0001841	augustus_masked-shi_s51-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-shi_s51-processed-gene-2.4&CDS=1-1722	YDL014W
1842	OG0001842	maker-shi_s51-snap-gene-2.155-mRNA-1_1&gene=maker-shi_s51-snap-gene-2.155&CDS=1-1584	YBR173C
1843	OG0001843	genemark-shi_s51-processed-gene-2.130-mRNA-1_1&gene=genemark-shi_s51-processed-gene-2.130&CDS=1-1980	YOR069W
1844	OG0001844	genemark-shi_s51-processed-gene-2.132-mRNA-1_1&gene=genemark-shi_s51-processed-gene-2.132&CDS=1-558	YNL090W
1845	OG0001845	snap_masked-shi_s51-processed-gene-2.79-mRNA-1_1&gene=snap_masked-shi_s51-processed-gene-2.79&CDS=1-1953	YOR087W
1846	OG0001846	augustus_masked-shi_s51-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-shi_s51-processed-gene-2.8&CDS=1-2676	YHR142W
1847	OG0001847	genemark-shi_s51-processed-gene-2.137-mRNA-1_1&gene=genemark-shi_s51-processed-gene-2.137&CDS=1-555	YKL192C
1848	OG0001848	genemark-shi_s51-processed-gene-2.114-mRNA-1_1&gene=genemark-shi_s51-processed-gene-2.114&CDS=1-516	YNR036C
1849	OG0001849	genemark-shi_s51-processed-gene-2.138-mRNA-1_1&gene=genemark-shi_s51-processed-gene-2.138&CDS=1-1023	YNR035C
1850	OG0001850	genemark-shi_s51-processed-gene-2.139-mRNA-1_1&gene=genemark-shi_s51-processed-gene-2.139&CDS=1-1761	YJL128C
