	OrthologID	Saccharomyces_cerevisiae	yHAB158_Kazachstania_viticola
1522	OG0001522	YFL029C	augustus_masked-scf7180000050269-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-scf7180000050269-processed-gene-0.49&CDS=1-1248
1523	OG0001523	YFL030W	augustus_masked-scf7180000050269-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-scf7180000050269-processed-gene-0.59&CDS=1-1143
1524	OG0001524	YFL031W	augustus_masked-scf7180000050269-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scf7180000050269-processed-gene-0.61&CDS=1-795
1525	OG0001525	YFL033C	augustus_masked-scf7180000050269-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-scf7180000050269-processed-gene-0.50&CDS=1-4236
1526	OG0001526	YFL034C-B	augustus_masked-scf7180000050269-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000050269-processed-gene-0.53&CDS=1-867
1527	OG0001527	YFL034W	augustus_masked-scf7180000050269-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000050269-processed-gene-0.62&CDS=1-3174
1528	OG0001528	YFL036W	augustus_masked-scf7180000050336-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000050336-processed-gene-0.7&CDS=1-3498
1529	OG0001529	YFL037W	augustus_masked-scf7180000050336-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000050336-processed-gene-0.6&CDS=1-1383
1530	OG0001530	YFL038C	augustus_masked-scf7180000050336-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000050336-processed-gene-0.12&CDS=1-624
1531	OG0001531	YFL039C	augustus_masked-scf7180000050109-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000050109-processed-gene-0.29&CDS=1-1125
1532	OG0001532	YFL040W	augustus_masked-scf7180000050336-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000050336-processed-gene-0.5&CDS=1-1425
1533	OG0001533	YFL044C	augustus_masked-scf7180000050109-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000050109-processed-gene-0.26&CDS=1-906
1534	OG0001534	YFL045C	augustus_masked-scf7180000050336-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000050336-processed-gene-0.9&CDS=1-762
1535	OG0001535	YFR002W	augustus_masked-scf7180000050222-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000050222-processed-gene-0.15&CDS=1-2622
1536	OG0001536	YFR003C	augustus_masked-scf7180000050222-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000050222-processed-gene-0.6&CDS=1-441
1537	OG0001537	YFR004W	augustus_masked-scf7180000050222-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000050222-processed-gene-0.14&CDS=1-918
1538	OG0001538	YFR005C	augustus_masked-scf7180000050222-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000050222-processed-gene-0.5&CDS=1-1359
1539	OG0001539	YFR006W	augustus_masked-scf7180000050222-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000050222-processed-gene-0.13&CDS=1-1557
1540	OG0001540	YFR007W	augustus_masked-scf7180000050303-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-scf7180000050303-processed-gene-0.43&CDS=1-1020
1541	OG0001541	YFR008W	augustus_masked-scf7180000050303-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-scf7180000050303-processed-gene-0.42&CDS=1-654
1542	OG0001542	YFR009W	augustus_masked-scf7180000050339-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scf7180000050339-processed-gene-0.57&CDS=1-2256
1543	OG0001543	YFR010W	augustus_masked-scf7180000050339-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scf7180000050339-processed-gene-0.58&CDS=1-1497
1544	OG0001544	YFR011C	augustus_masked-scf7180000050339-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-scf7180000050339-processed-gene-0.80&CDS=1-465
1545	OG0001545	YFR017C	snap_masked-scf7180000050339-processed-gene-0.97-mRNA-1_1&gene=snap_masked-scf7180000050339-processed-gene-0.97&CDS=1-621
1546	OG0001546	YFR018C	snap_masked-scf7180000050339-processed-gene-0.96-mRNA-1_1&gene=snap_masked-scf7180000050339-processed-gene-0.96&CDS=1-1044
1547	OG0001547	YFR019W	maker-scf7180000050339-augustus-gene-0.42-mRNA-1_1&gene=maker-scf7180000050339-augustus-gene-0.42&CDS=1-7878
1548	OG0001548	YFR023W	augustus_masked-scf7180000050251-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000050251-processed-gene-0.14&CDS=1-1863
1549	OG0001549	YFR027W	augustus_masked-scf7180000050339-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000050339-processed-gene-0.54&CDS=1-1164
1550	OG0001550	YFR028C	augustus_masked-scf7180000050262-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000050262-processed-gene-0.28&CDS=1-1581
1551	OG0001551	YFR030W	augustus_masked-scf7180000050315-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scf7180000050315-processed-gene-0.56&CDS=1-3075
1552	OG0001552	YFR031C	augustus_masked-scf7180000050315-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-scf7180000050315-processed-gene-0.47&CDS=1-3504
1553	OG0001553	YFR032C	augustus_masked-scf7180000050315-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-scf7180000050315-processed-gene-0.45&CDS=1-915
1554	OG0001554	YFR032C-A	snap_masked-scf7180000050365-processed-gene-0.91-mRNA-1_1&gene=snap_masked-scf7180000050365-processed-gene-0.91&CDS=1-189
1555	OG0001555	YFR034C	augustus_masked-scf7180000050147-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000050147-processed-gene-0.27&CDS=1-1125
1556	OG0001556	YFR037C	augustus_masked-scf7180000050147-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000050147-processed-gene-0.23&CDS=1-1644
1557	OG0001557	YFR038W	augustus_masked-scf7180000050147-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000050147-processed-gene-0.30&CDS=1-2535
1558	OG0001558	YFR040W	augustus_masked-scf7180000050196-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scf7180000050196-processed-gene-0.64&CDS=1-2346
1559	OG0001559	YFR041C	augustus_masked-scf7180000050196-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-scf7180000050196-processed-gene-0.88&CDS=1-774
1560	OG0001560	YFR042W	augustus_masked-scf7180000050196-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000050196-processed-gene-0.65&CDS=1-600
1561	OG0001561	YFR043C	augustus_masked-scf7180000050196-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-scf7180000050196-processed-gene-0.89&CDS=1-726
1562	OG0001562	YFR044C	augustus_masked-scf7180000050196-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-scf7180000050196-processed-gene-0.90&CDS=1-1455
1563	OG0001563	YFR045W	augustus_masked-scf7180000050196-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-scf7180000050196-processed-gene-0.66&CDS=1-987
1564	OG0001564	YFR046C	augustus_masked-scf7180000050196-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-scf7180000050196-processed-gene-0.91&CDS=1-1350
1565	OG0001565	YFR048W	augustus_masked-scf7180000050196-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scf7180000050196-processed-gene-0.68&CDS=1-1845
1566	OG0001566	YFR049W	augustus_masked-scf7180000050196-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-scf7180000050196-processed-gene-0.70&CDS=1-372
1567	OG0001567	YFR050C	augustus_masked-scf7180000050356-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000050356-processed-gene-0.44&CDS=1-795
1568	OG0001568	YFR051C	augustus_masked-scf7180000050196-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-scf7180000050196-processed-gene-0.93&CDS=1-1695
1569	OG0001569	YFR052W	augustus_masked-scf7180000050196-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scf7180000050196-processed-gene-0.71&CDS=1-864
1570	OG0001570	YGL001C	augustus_masked-scf7180000050400-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.83&CDS=1-1047
1571	OG0001571	YGL003C	snap_masked-scf7180000050273-processed-gene-1.189-mRNA-1_1&gene=snap_masked-scf7180000050273-processed-gene-1.189&CDS=1-2871
1572	OG0001572	YGL004C	augustus_masked-scf7180000050400-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.113&CDS=1-2013
1573	OG0001573	YGL006W	augustus_masked-scf7180000050400-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.81&CDS=1-3459
1574	OG0001574	YGL008C	augustus_masked-scf7180000050400-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.112&CDS=1-2709
1575	OG0001575	YGL009C	augustus_masked-scf7180000050400-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.78&CDS=1-2343
1576	OG0001576	YGL010W	genemark-scf7180000050400-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000050400-processed-gene-0.36&CDS=1-513
1577	OG0001577	YGL011C	augustus_masked-scf7180000050400-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.79&CDS=1-750
1578	OG0001578	YGL012W	maker-scf7180000050400-snap-gene-0.72-mRNA-1_1&gene=maker-scf7180000050400-snap-gene-0.72&CDS=1-3882
1579	OG0001579	YGL013C	augustus_masked-scf7180000050397-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scf7180000050397-processed-gene-0.51&CDS=1-3123
1580	OG0001580	YGL014W	augustus_masked-scf7180000049578-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000049578-processed-gene-0.1&CDS=1-288
1581	OG0001581	YGL016W	maker-scf7180000050400-augustus-gene-0.66-mRNA-1_1&gene=maker-scf7180000050400-augustus-gene-0.66&CDS=1-4833
1582	OG0001582	YGL018C	augustus_masked-scf7180000050400-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.88&CDS=1-606
1583	OG0001583	YGL019W	augustus_masked-scf7180000050400-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.121&CDS=1-804
1584	OG0001584	YGL020C	augustus_masked-scf7180000050400-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.89&CDS=1-639
1585	OG0001585	YGL021W	snap_masked-scf7180000050360-processed-gene-0.89-mRNA-1_1&gene=snap_masked-scf7180000050360-processed-gene-0.89&CDS=1-2433
1586	OG0001586	YGL022W	augustus_masked-scf7180000050400-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.122&CDS=1-2244
1587	OG0001587	YGL023C	augustus_masked-scf7180000050400-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.91&CDS=1-1131
1588	OG0001588	YGL025C	augustus_masked-scf7180000050360-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000050360-processed-gene-0.53&CDS=1-1155
1589	OG0001589	YGL026C	augustus_masked-scf7180000050360-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-scf7180000050360-processed-gene-0.52&CDS=1-2127
1590	OG0001590	YGL027C	augustus_masked-scf7180000050367-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-scf7180000050367-processed-gene-0.42&CDS=1-2964
1591	OG0001591	YGL028C	augustus_masked-scf7180000050367-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000050367-processed-gene-0.41&CDS=1-2190
1592	OG0001592	YGL029W	augustus_masked-scf7180000050195-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-scf7180000050195-processed-gene-0.85&CDS=1-369
1593	OG0001593	YGL030W	augustus_masked-scf7180000050367-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000050367-processed-gene-0.28&CDS=1-357
1594	OG0001594	YGL032C	augustus_masked-scf7180000050367-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000050367-processed-gene-0.38&CDS=1-267
1595	OG0001595	YGL033W	augustus_masked-scf7180000050367-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000050367-processed-gene-0.27&CDS=1-633
1596	OG0001596	YGL035C	augustus_masked-scf7180000050367-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000050367-processed-gene-0.37&CDS=1-1380
1597	OG0001597	YGL036W	snap_masked-scf7180000050367-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000050367-processed-gene-0.4&CDS=1-2151
1598	OG0001598	YGL037C	augustus_masked-scf7180000050367-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000050367-processed-gene-0.35&CDS=1-642
1599	OG0001599	YGL038C	augustus_masked-scf7180000050367-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000050367-processed-gene-0.34&CDS=1-1347
1600	OG0001600	YGL040C	augustus_masked-scf7180000050367-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000050367-processed-gene-0.33&CDS=1-1026
1601	OG0001601	YGL043W	augustus_masked-scf7180000050400-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.123&CDS=1-924
1602	OG0001602	YGL044C	augustus_masked-scf7180000050400-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.92&CDS=1-834
1603	OG0001603	YGL045W	augustus_masked-scf7180000050400-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.125&CDS=1-1950
1604	OG0001604	YGL047W	augustus_masked-scf7180000050400-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.128&CDS=1-630
1605	OG0001605	YGL048C	augustus_masked-scf7180000050400-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.93&CDS=1-1239
1606	OG0001606	YGL050W	augustus_masked-scf7180000049416-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000049416-processed-gene-0.0&CDS=1-807
1607	OG0001607	YGL054C	augustus_masked-scf7180000050143-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000050143-processed-gene-0.53&CDS=1-414
1608	OG0001608	YGL055W	augustus_masked-scf7180000050143-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scf7180000050143-processed-gene-0.77&CDS=1-1470
1609	OG0001609	YGL058W	augustus_masked-scf7180000050143-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-scf7180000050143-processed-gene-0.78&CDS=1-498
1610	OG0001610	YGL059W	snap_masked-scf7180000050143-processed-gene-0.122-mRNA-1_1&gene=snap_masked-scf7180000050143-processed-gene-0.122&CDS=1-1488
1611	OG0001611	YGL060W	snap_masked-scf7180000050143-processed-gene-0.123-mRNA-1_1&gene=snap_masked-scf7180000050143-processed-gene-0.123&CDS=1-2004
1612	OG0001612	YGL061C	augustus_masked-scf7180000050143-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scf7180000050143-processed-gene-0.56&CDS=1-654
1613	OG0001613	YGL064C	augustus_masked-scf7180000050302-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.88&CDS=1-1662
1614	OG0001614	YGL065C	augustus_masked-scf7180000050302-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.87&CDS=1-1506
1615	OG0001615	YGL066W	augustus_masked-scf7180000050302-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.67&CDS=1-2046
1616	OG0001616	YGL067W	augustus_masked-scf7180000050302-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.66&CDS=1-1119
1617	OG0001617	YGL068W	augustus_masked-scf7180000050302-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.65&CDS=1-504
1618	OG0001618	YGL070C	augustus_masked-scf7180000050302-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.84&CDS=1-366
1619	OG0001619	YGL071W	augustus_masked-scf7180000050302-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.64&CDS=1-2118
1620	OG0001620	YGL073W	augustus_masked-scf7180000050302-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.63&CDS=1-2247
1621	OG0001621	YGL075C	augustus_masked-scf7180000050302-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.83&CDS=1-1002
1622	OG0001622	YGL077C	augustus_masked-scf7180000050273-processed-gene-1.228-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.228&CDS=1-1686
1623	OG0001623	YGL078C	augustus_masked-scf7180000050302-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.81&CDS=1-1587
1624	OG0001624	YGL080W	augustus_masked-scf7180000050302-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.62&CDS=1-879
1625	OG0001625	YGL081W	augustus_masked-scf7180000050302-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.61&CDS=1-1059
1626	OG0001626	YGL083W	snap_masked-scf7180000050302-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000050302-processed-gene-0.12&CDS=1-2478
1627	OG0001627	YGL084C	augustus_masked-scf7180000050361-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000050361-processed-gene-0.33&CDS=1-1854
1628	OG0001628	YGL085W	augustus_masked-scf7180000050302-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.57&CDS=1-2697
1629	OG0001629	YGL087C	snap_masked-scf7180000050302-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000050302-processed-gene-0.36&CDS=1-414
1630	OG0001630	YGL090W	augustus_masked-scf7180000050302-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.56&CDS=1-1278
1631	OG0001631	YGL091C	augustus_masked-scf7180000050302-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.78&CDS=1-987
1632	OG0001632	YGL092W	augustus_masked-scf7180000050302-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.55&CDS=1-3771
1633	OG0001633	YGL093W	augustus_masked-scf7180000050302-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.54&CDS=1-2574
1634	OG0001634	YGL094C	augustus_masked-scf7180000050302-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.77&CDS=1-3309
1635	OG0001635	YGL095C	augustus_masked-scf7180000050361-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000050361-processed-gene-0.30&CDS=1-1815
1636	OG0001636	YGL097W	maker-scf7180000050302-augustus-gene-0.140-mRNA-1_1&gene=maker-scf7180000050302-augustus-gene-0.140&CDS=1-1059
1637	OG0001637	YGL098W	augustus_masked-scf7180000050302-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.51&CDS=1-732
1638	OG0001638	YGL099W	augustus_masked-scf7180000050196-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scf7180000050196-processed-gene-0.60&CDS=1-1938
1639	OG0001639	YGL100W	maker-scf7180000050302-augustus-gene-0.139-mRNA-1_1&gene=maker-scf7180000050302-augustus-gene-0.139&CDS=1-1728
1640	OG0001640	YGL103W	augustus_masked-scf7180000050196-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scf7180000050196-processed-gene-0.56&CDS=1-447
1641	OG0001641	YGL105W	augustus_masked-scf7180000050196-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scf7180000050196-processed-gene-0.55&CDS=1-1143
1642	OG0001642	YGL106W	augustus_masked-scf7180000050302-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.49&CDS=1-477
1643	OG0001643	YGL108C	augustus_masked-scf7180000050302-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.73&CDS=1-330
1644	OG0001644	YGL112C	augustus_masked-scf7180000050143-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-scf7180000050143-processed-gene-0.86&CDS=1-1548
1645	OG0001645	YGL113W	augustus_masked-scf7180000050143-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scf7180000050143-processed-gene-0.64&CDS=1-2190
1646	OG0001646	YGL114W	augustus_masked-scf7180000050143-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000050143-processed-gene-0.62&CDS=1-2232
1647	OG0001647	YGL116W	augustus_masked-scf7180000050143-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scf7180000050143-processed-gene-0.61&CDS=1-2871
1648	OG0001648	YGL117W	snap_masked-scf7180000050143-processed-gene-0.104-mRNA-1_1&gene=snap_masked-scf7180000050143-processed-gene-0.104&CDS=1-810
1649	OG0001649	YGL119W	genemark-scf7180000050143-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000050143-processed-gene-0.13&CDS=1-1653
1650	OG0001650	YGL120C	augustus_masked-scf7180000050143-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-scf7180000050143-processed-gene-0.85&CDS=1-2313
1651	OG0001651	YGL121C	snap_masked-scf7180000050143-processed-gene-0.128-mRNA-1_1&gene=snap_masked-scf7180000050143-processed-gene-0.128&CDS=1-438
1652	OG0001652	YGL122C	augustus_masked-scf7180000050143-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-scf7180000050143-processed-gene-0.83&CDS=1-1629
1653	OG0001653	YGL123W	augustus_masked-scf7180000050143-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scf7180000050143-processed-gene-0.58&CDS=1-756
1654	OG0001654	YGL124C	augustus_masked-scf7180000050143-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-scf7180000050143-processed-gene-0.82&CDS=1-1947
1655	OG0001655	YGL125W	augustus_masked-scf7180000050143-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scf7180000050143-processed-gene-0.57&CDS=1-1836
1656	OG0001656	YGL126W	maker-scf7180000050143-snap-gene-0.45-mRNA-1_1&gene=maker-scf7180000050143-snap-gene-0.45&CDS=1-333
1657	OG0001657	YGL127C	augustus_masked-scf7180000050143-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-scf7180000050143-processed-gene-0.81&CDS=1-342
1658	OG0001658	YGL128C	snap_masked-scf7180000050334-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scf7180000050334-processed-gene-0.48&CDS=1-756
1659	OG0001659	YGL129C	augustus_masked-scf7180000050302-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.69&CDS=1-1329
1660	OG0001660	YGL130W	augustus_masked-scf7180000050302-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.89&CDS=1-1365
1661	OG0001661	YGL131C	augustus_masked-scf7180000050302-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.70&CDS=1-4248
1662	OG0001662	YGL133W	augustus_masked-scf7180000050302-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.90&CDS=1-3543
1663	OG0001663	YGL136C	augustus_masked-scf7180000050302-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.71&CDS=1-867
1664	OG0001664	YGL137W	augustus_masked-scf7180000050302-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.92&CDS=1-2610
1665	OG0001665	YGL138C	augustus_masked-scf7180000050302-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.0&CDS=1-819
1666	OG0001666	YGL140C	augustus_masked-scf7180000050358-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000050358-processed-gene-0.17&CDS=1-3618
1667	OG0001667	YGL141W	augustus_masked-scf7180000050339-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scf7180000050339-processed-gene-0.68&CDS=1-2793
1668	OG0001668	YGL142C	maker-scf7180000050339-augustus-gene-0.43-mRNA-1_1&gene=maker-scf7180000050339-augustus-gene-0.43&CDS=1-1245
1669	OG0001669	YGL143C	augustus_masked-scf7180000050339-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-scf7180000050339-processed-gene-0.90&CDS=1-1209
1670	OG0001670	YGL144C	augustus_masked-scf7180000050339-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-scf7180000050339-processed-gene-0.89&CDS=1-2013
1671	OG0001671	YGL145W	augustus_masked-scf7180000050339-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-scf7180000050339-processed-gene-0.66&CDS=1-2007
1672	OG0001672	YGL146C	snap_masked-scf7180000050339-processed-gene-0.132-mRNA-1_1&gene=snap_masked-scf7180000050339-processed-gene-0.132&CDS=1-669
1673	OG0001673	YGL148W	augustus_masked-scf7180000050339-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000050339-processed-gene-0.65&CDS=1-1128
1674	OG0001674	YGL150C	augustus_masked-scf7180000050339-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-scf7180000050339-processed-gene-0.86&CDS=1-4509
1675	OG0001675	YGL151W	augustus_masked-scf7180000050339-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scf7180000050339-processed-gene-0.64&CDS=1-3300
1676	OG0001676	YGL153W	augustus_masked-scf7180000050339-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scf7180000050339-processed-gene-0.63&CDS=1-1005
1677	OG0001677	YGL154C	augustus_masked-scf7180000050339-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-scf7180000050339-processed-gene-0.85&CDS=1-801
1678	OG0001678	YGL155W	augustus_masked-scf7180000050339-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000050339-processed-gene-0.62&CDS=1-1101
1679	OG0001679	YGL156W	maker-scf7180000050339-augustus-gene-0.40-mRNA-1_1&gene=maker-scf7180000050339-augustus-gene-0.40&CDS=1-4839
1680	OG0001680	YGL160W	augustus_masked-scf7180000050339-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scf7180000050339-processed-gene-0.60&CDS=1-1479
1681	OG0001681	YGL161C	augustus_masked-scf7180000050303-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000050303-processed-gene-0.36&CDS=1-930
1682	OG0001682	YGL163C	augustus_masked-scf7180000050303-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000050303-processed-gene-0.37&CDS=1-2748
1683	OG0001683	YGL166W	augustus_masked-scf7180000050303-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scf7180000050303-processed-gene-0.40&CDS=1-753
1684	OG0001684	YGL167C	augustus_masked-scf7180000050304-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scf7180000050304-processed-gene-0.55&CDS=1-2826
1685	OG0001685	YGL169W	augustus_masked-scf7180000050303-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000050303-processed-gene-0.39&CDS=1-1245
