	OrthologID	Saccharomyces_cerevisiae	Sporopachydermia_quercuum
1200	OG0001200	YDR390C	-processed-gene-2.11-mRNA-1_1&gene=snap_masked-gi|1002316343|dbj|BCGN01000010.1|-processed-gene-2.11&CDS=1-1950
1201	OG0001201	YDR392W	-snap-gene-2.6-mRNA-1_1&gene=maker-gi|1002316350|dbj|BCGN01000003.1|-snap-gene-2.6&CDS=1-1008
1202	OG0001202	YDR393W	-processed-gene-18.55-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-18.55&CDS=1-1626
1203	OG0001203	YDR394W	-processed-gene-2.40-mRNA-1_1&gene=snap_masked-gi|1002316343|dbj|BCGN01000010.1|-processed-gene-2.40&CDS=1-1269
1204	OG0001204	YDR397C	-processed-gene-2.22-mRNA-1_1&gene=snap_masked-gi|1002316343|dbj|BCGN01000010.1|-processed-gene-2.22&CDS=1-456
1205	OG0001205	YDR398W	-processed-gene-2.39-mRNA-1_1&gene=snap_masked-gi|1002316343|dbj|BCGN01000010.1|-processed-gene-2.39&CDS=1-2343
1206	OG0001206	YDR404C	-snap-gene-2.6-mRNA-1_1&gene=maker-gi|1002316343|dbj|BCGN01000010.1|-snap-gene-2.6&CDS=1-513
1207	OG0001207	YDR405W	-processed-gene-2.35-mRNA-1_1&gene=snap_masked-gi|1002316343|dbj|BCGN01000010.1|-processed-gene-2.35&CDS=1-861
1208	OG0001208	YDR407C	-processed-gene-2.31-mRNA-1_1&gene=snap_masked-gi|1002316343|dbj|BCGN01000010.1|-processed-gene-2.31&CDS=1-5031
1209	OG0001209	YDR408C	-processed-gene-2.14-mRNA-1_1&gene=snap_masked-gi|1002316343|dbj|BCGN01000010.1|-processed-gene-2.14&CDS=1-669
1210	OG0001210	YDR410C	-processed-gene-7.90-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-7.90&CDS=1-771
1211	OG0001211	YDR411C	-processed-gene-9.29-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-9.29&CDS=1-843
1212	OG0001212	YDR412W	-snap-gene-3.5-mRNA-1_1&gene=maker-gi|1002316343|dbj|BCGN01000010.1|-snap-gene-3.5&CDS=1-789
1213	OG0001213	YDR415C	-processed-gene-4.66-mRNA-1_1&gene=genemark-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-4.66&CDS=1-1536
1214	OG0001214	YDR416W	-processed-gene-4.100-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-4.100&CDS=1-2649
1215	OG0001215	YDR419W	-processed-gene-3.73-mRNA-1_1&gene=snap_masked-gi|1002316343|dbj|BCGN01000010.1|-processed-gene-3.73&CDS=1-1824
1216	OG0001216	YDR421W	-processed-gene-0.38-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-0.38&CDS=1-3267
1217	OG0001217	YDR424C	-snap-gene-6.113-mRNA-1_1&gene=maker-gi|1002316349|dbj|BCGN01000004.1|-snap-gene-6.113&CDS=1-369
1218	OG0001218	YDR427W	-augustus-gene-6.127-mRNA-1_1&gene=maker-gi|1002316349|dbj|BCGN01000004.1|-augustus-gene-6.127&CDS=1-1161
1219	OG0001219	YDR428C	-processed-gene-6.104-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-6.104&CDS=1-777
1220	OG0001220	YDR429C	-processed-gene-1.38-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-1.38&CDS=1-843
1221	OG0001221	YDR430C	-processed-gene-6.89-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-6.89&CDS=1-3141
1222	OG0001222	YDR434W	-processed-gene-4.16-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-4.16&CDS=1-1713
1223	OG0001223	YDR435C	-snap-gene-4.81-mRNA-1_1&gene=maker-gi|1002316345|dbj|BCGN01000008.1|-snap-gene-4.81&CDS=1-1182
1224	OG0001224	YDR437W	-processed-gene-4.12-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-4.12&CDS=1-804
1225	OG0001225	YDR440W	-processed-gene-13.44-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-13.44&CDS=1-1134
1226	OG0001226	YDR443C	-processed-gene-13.184-mRNA-1_1&gene=augustus_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-13.184&CDS=1-5418
1227	OG0001227	YDR448W	-processed-gene-3.100-mRNA-1_1&gene=genemark-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-3.100&CDS=1-1416
1228	OG0001228	YDR449C	-processed-gene-3.81-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-3.81&CDS=1-1380
1229	OG0001229	YDR454C	-processed-gene-8.103-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-8.103&CDS=1-570
1230	OG0001230	YDR456W	-processed-gene-8.122-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-8.122&CDS=1-2046
1231	OG0001231	YDR457W	-augustus-gene-8.1-mRNA-1_1&gene=maker-gi|1002316347|dbj|BCGN01000006.1|-augustus-gene-8.1&CDS=1-10977
1232	OG0001232	YDR460W	-processed-gene-10.32-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-10.32&CDS=1-1038
1233	OG0001233	YDR462W	-processed-gene-10.30-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-10.30&CDS=1-504
1234	OG0001234	YDR464W	-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-3.10&CDS=1-4371
1235	OG0001235	YDR465C	-processed-gene-18.113-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-18.113&CDS=1-1284
1236	OG0001236	YDR468C	-processed-gene-2.33-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-2.33&CDS=1-738
1237	OG0001237	YDR469W	-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-2.99&CDS=1-1218
1238	OG0001238	YDR470C	-processed-gene-10.10-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-10.10&CDS=1-1758
1239	OG0001239	YDR472W	-processed-gene-9.0-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-9.0&CDS=1-633
1240	OG0001240	YDR473C	-processed-gene-8.25-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-8.25&CDS=1-1854
1241	OG0001241	YDR475C, YOR019W	
1242	OG0001242	YDR479C	-snap-gene-3.103-mRNA-1_1&gene=maker-gi|1002316348|dbj|BCGN01000005.1|-snap-gene-3.103&CDS=1-1986
1243	OG0001243	YDR482C	-processed-gene-10.57-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-10.57&CDS=1-795
1244	OG0001244	YDR484W	-processed-gene-2.94-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-2.94&CDS=1-2073
1245	OG0001245	YDR485C	-processed-gene-5.43-mRNA-1_1&gene=genemark-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-5.43&CDS=1-2514
1246	OG0001246	YDR486C	-snap-gene-5.2-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-snap-gene-5.2&CDS=1-633
1247	OG0001247	YDR487C	-processed-gene-5.69-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-5.69&CDS=1-642
1248	OG0001248	YDR489W	-snap-gene-7.41-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-snap-gene-7.41&CDS=1-681
1249	OG0001249	YDR493W	-processed-gene-7.61-mRNA-1_1&gene=genemark-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-7.61&CDS=1-366
1250	OG0001250	YDR495C	-processed-gene-16.33-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-16.33&CDS=1-3930
1251	OG0001251	YDR496C	-processed-gene-15.118-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-15.118&CDS=1-1956
1252	OG0001252	YDR498C	-processed-gene-12.115-mRNA-1_1&gene=augustus_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-12.115&CDS=1-1110
1253	OG0001253	YDR499W	-processed-gene-0.80-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-0.80&CDS=1-2346
1254	OG0001254	YDR510W	-augustus-gene-3.18-mRNA-1_1&gene=maker-gi|1002316345|dbj|BCGN01000008.1|-augustus-gene-3.18&CDS=1-345
1255	OG0001255	YDR511W	-processed-gene-11.51-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-11.51&CDS=1-444
1256	OG0001256	YDR512C	-processed-gene-10.78-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-10.78&CDS=1-426
1257	OG0001257	YDR517W	-processed-gene-5.7-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-5.7&CDS=1-1017
1258	OG0001258	YDR520C	-processed-gene-12.17-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-12.17&CDS=1-2799
1259	OG0001259	YDR525W-A	-processed-gene-19.60-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-19.60&CDS=1-294
1260	OG0001260	YDR527W	-processed-gene-11.39-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-11.39&CDS=1-1146
1261	OG0001261	YDR529C	-processed-gene-15.46-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-15.46&CDS=1-390
1262	OG0001262	YDR531W	-snap-gene-6.119-mRNA-1_1&gene=maker-gi|1002316348|dbj|BCGN01000005.1|-snap-gene-6.119&CDS=1-1479
1263	OG0001263	YEL001C	-snap-gene-11.124-mRNA-1_1&gene=maker-gi|1002316350|dbj|BCGN01000003.1|-snap-gene-11.124&CDS=1-732
1264	OG0001264	YEL002C	-processed-gene-11.84-mRNA-1_1&gene=genemark-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-11.84&CDS=1-1263
1265	OG0001265	YEL003W	-snap-gene-11.126-mRNA-1_1&gene=maker-gi|1002316350|dbj|BCGN01000003.1|-snap-gene-11.126&CDS=1-366
1266	OG0001266	YEL007W	-processed-gene-14.40-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-14.40&CDS=1-1419
1267	OG0001267	YEL009C	-processed-gene-3.23-mRNA-1_1&gene=genemark-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-3.23&CDS=1-618
1268	OG0001268	YEL011W	-processed-gene-5.49-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-5.49&CDS=1-2055
1269	OG0001269	YEL012W	-processed-gene-7.47-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-7.47&CDS=1-585
1270	OG0001270	YEL013W	-processed-gene-10.76-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-10.76&CDS=1-1698
1271	OG0001271	YEL015W	-processed-gene-10.74-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-10.74&CDS=1-2028
1272	OG0001272	YEL019C	-processed-gene-3.65-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-3.65&CDS=1-1074
1273	OG0001273	YEL020C	-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-3.21&CDS=1-1758
1274	OG0001274	YEL020W-A	-processed-gene-3.98-mRNA-1_1&gene=genemark-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-3.98&CDS=1-261
1275	OG0001275	YEL021W	-processed-gene-1.74-mRNA-1_1&gene=snap_masked-gi|1002316343|dbj|BCGN01000010.1|-processed-gene-1.74&CDS=1-798
1276	OG0001276	YEL023C	-snap-gene-9.106-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-snap-gene-9.106&CDS=1-1464
1277	OG0001277	YEL024W	-processed-gene-9.56-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-9.56&CDS=1-621
1278	OG0001278	YEL026W	-processed-gene-7.92-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-7.92&CDS=1-378
1279	OG0001279	YEL027W	-snap-gene-7.38-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-snap-gene-7.38&CDS=1-480
1280	OG0001280	YEL031W	-processed-gene-13.64-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-13.64&CDS=1-3738
1281	OG0001281	YEL032W	-snap-gene-13.6-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-snap-gene-13.6&CDS=1-2592
1282	OG0001282	YEL037C	-processed-gene-6.64-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-6.64&CDS=1-1170
1283	OG0001283	YEL038W	-processed-gene-6.47-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-6.47&CDS=1-732
1284	OG0001284	YEL042W	-processed-gene-14.58-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-14.58&CDS=1-1728
1285	OG0001285	YEL044W	-processed-gene-1.62-mRNA-1_1&gene=snap_masked-gi|1002316343|dbj|BCGN01000010.1|-processed-gene-1.62&CDS=1-516
1286	OG0001286	YEL046C	-processed-gene-14.53-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-14.53&CDS=1-1083
1287	OG0001287	YEL048C	-augustus-gene-1.11-mRNA-1_1&gene=maker-gi|1002316343|dbj|BCGN01000010.1|-augustus-gene-1.11&CDS=1-522
1288	OG0001288	YEL050C	-processed-gene-4.88-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-4.88&CDS=1-1179
1289	OG0001289	YEL051W	-snap-gene-4.36-mRNA-1_1&gene=maker-gi|1002316350|dbj|BCGN01000003.1|-snap-gene-4.36&CDS=1-891
1290	OG0001290	YEL052W	-processed-gene-4.86-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-4.86&CDS=1-1521
1291	OG0001291	YEL053C	-processed-gene-7.26-mRNA-1_1&gene=augustus_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-7.26&CDS=1-2391
1292	OG0001292	YEL055C	-augustus-gene-5.36-mRNA-1_1&gene=maker-gi|1002316350|dbj|BCGN01000003.1|-augustus-gene-5.36&CDS=1-3525
1293	OG0001293	YEL058W	-processed-gene-5.107-mRNA-1_1&gene=genemark-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-5.107&CDS=1-1575
1294	OG0001294	YEL060C	-processed-gene-2.74-mRNA-1_1&gene=snap_masked-gi|1002316342|dbj|BCGN01000011.1|-processed-gene-2.74&CDS=1-1599
1295	OG0001295	YEL062W	-snap-gene-4.6-mRNA-1_1&gene=maker-gi|1002316347|dbj|BCGN01000006.1|-snap-gene-4.6&CDS=1-1725
1296	OG0001296	YEL064C	-snap-gene-20.4-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-snap-gene-20.4&CDS=1-1560
1297	OG0001297	YEL065W	-processed-gene-19.23-mRNA-1_1&gene=augustus_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-19.23&CDS=1-1902
1298	OG0001298	YER002W	-snap-gene-8.48-mRNA-1_1&gene=maker-gi|1002316349|dbj|BCGN01000004.1|-snap-gene-8.48&CDS=1-573
1299	OG0001299	YER003C	-snap-gene-8.53-mRNA-1_1&gene=maker-gi|1002316349|dbj|BCGN01000004.1|-snap-gene-8.53&CDS=1-1269
1300	OG0001300	YER004W	-processed-gene-7.48-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-7.48&CDS=1-699
1301	OG0001301	YER005W	-processed-gene-0.41-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-0.41&CDS=1-2214
1302	OG0001302	YER006W	-processed-gene-0.43-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-0.43&CDS=1-1572
1303	OG0001303	YER007C-A	-augustus-gene-0.30-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-augustus-gene-0.30&CDS=1-567
1304	OG0001304	YER007W	-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-0.6&CDS=1-1767
1305	OG0001305	YER008C	-processed-gene-0.55-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-0.55&CDS=1-4359
1306	OG0001306	YER009W	-snap-gene-8.50-mRNA-1_1&gene=maker-gi|1002316349|dbj|BCGN01000004.1|-snap-gene-8.50&CDS=1-372
1307	OG0001307	YER010C	-processed-gene-8.84-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-8.84&CDS=1-744
1308	OG0001308	YER012W	-snap-gene-2.3-mRNA-1_1&gene=maker-gi|1002316345|dbj|BCGN01000008.1|-snap-gene-2.3&CDS=1-582
1309	OG0001309	YER014W	-processed-gene-16.47-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-16.47&CDS=1-2058
1310	OG0001310	YER015W	-processed-gene-7.70-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-7.70&CDS=1-2196
1311	OG0001311	YER016W	-processed-gene-22.72-mRNA-1_1&gene=genemark-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-22.72&CDS=1-897
1312	OG0001312	YER019C-A	-processed-gene-10.86-mRNA-1_1&gene=augustus_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-10.86&CDS=1-270
1313	OG0001313	YER019W	-processed-gene-0.10-mRNA-1_1&gene=snap_masked-gi|1002316342|dbj|BCGN01000011.1|-processed-gene-0.10&CDS=1-1710
1314	OG0001314	YER020W	-processed-gene-6.45-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-6.45&CDS=1-1713
1315	OG0001315	YER021W	-processed-gene-18.44-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-18.44&CDS=1-1458
1316	OG0001316	YER022W	-processed-gene-11.73-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-11.73&CDS=1-1989
1317	OG0001317	YER023W	-processed-gene-4.4-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-4.4&CDS=1-879
1318	OG0001318	YER025W	-processed-gene-1.42-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-1.42&CDS=1-1596
1319	OG0001319	YER026C	-processed-gene-6.58-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-6.58&CDS=1-834
1320	OG0001320	YER027C	-processed-gene-12.10-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-12.10&CDS=1-1260
1321	OG0001321	YER029C	-augustus-gene-5.27-mRNA-1_1&gene=maker-gi|1002316348|dbj|BCGN01000005.1|-augustus-gene-5.27&CDS=1-477
1322	OG0001322	YER030W	-processed-gene-5.44-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-5.44&CDS=1-555
1323	OG0001323	YER036C	-processed-gene-9.15-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-9.15&CDS=1-1827
1324	OG0001324	YER041W	-processed-gene-16.20-mRNA-1_1&gene=genemark-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-16.20&CDS=1-2751
1325	OG0001325	YER042W	-snap-gene-10.37-mRNA-1_1&gene=maker-gi|1002316347|dbj|BCGN01000006.1|-snap-gene-10.37&CDS=1-660
1326	OG0001326	YER043C	-processed-gene-13.50-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-13.50&CDS=1-1347
1327	OG0001327	YER044C	-snap-gene-1.110-mRNA-1_1&gene=maker-gi|1002316349|dbj|BCGN01000004.1|-snap-gene-1.110&CDS=1-426
1328	OG0001328	YER046W	-processed-gene-17.58-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-17.58&CDS=1-1890
1329	OG0001329	YER048W-A	-processed-gene-10.96-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-10.96&CDS=1-276
1330	OG0001330	YER049W	-processed-gene-10.98-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-10.98&CDS=1-1842
1331	OG0001331	YER050C	-processed-gene-5.54-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-5.54&CDS=1-609
1332	OG0001332	YER051W	-snap-gene-5.115-mRNA-1_1&gene=maker-gi|1002316346|dbj|BCGN01000007.1|-snap-gene-5.115&CDS=1-1722
1333	OG0001333	YER052C	-processed-gene-10.115-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-10.115&CDS=1-1626
1334	OG0001334	YER053C	-processed-gene-13.58-mRNA-1_1&gene=genemark-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-13.58&CDS=1-900
1335	OG0001335	YER055C	-processed-gene-6.60-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-6.60&CDS=1-918
1336	OG0001336	YER058W	-processed-gene-6.49-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-6.49&CDS=1-315
1337	OG0001337	YER061C	-snap-gene-0.65-mRNA-1_1&gene=maker-gi|1002316342|dbj|BCGN01000011.1|-snap-gene-0.65&CDS=1-1311
1338	OG0001338	YER063W	-processed-gene-3.43-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-3.43&CDS=1-684
1339	OG0001339	YER068W	-processed-gene-9.52-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-9.52&CDS=1-1989
1340	OG0001340	YER072W	-processed-gene-1.53-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-1.53&CDS=1-369
1341	OG0001341	YER074W-A	-snap-gene-20.86-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-snap-gene-20.86&CDS=1-237
1342	OG0001342	YER077C	-processed-gene-13.136-mRNA-1_1&gene=augustus_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-13.136&CDS=1-3147
1343	OG0001343	YER078C	-processed-gene-18.42-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-18.42&CDS=1-1530
1344	OG0001344	YER080W	-processed-gene-18.44-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-18.44&CDS=1-2079
1345	OG0001345	YER082C	-processed-gene-0.72-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-0.72&CDS=1-1596
1346	OG0001346	YER086W	-processed-gene-6.62-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-6.62&CDS=1-1806
1347	OG0001347	YER087W	-processed-gene-14.75-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-14.75&CDS=1-1662
1348	OG0001348	YER090W	-processed-gene-12.56-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-12.56&CDS=1-1554
1349	OG0001349	YER091C	-processed-gene-9.56-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-9.56&CDS=1-2295
1350	OG0001350	YER093C	-snap-gene-13.52-mRNA-1_1&gene=maker-gi|1002316347|dbj|BCGN01000006.1|-snap-gene-13.52&CDS=1-4413
1351	OG0001351	YER093C-A	-snap-gene-13.53-mRNA-1_1&gene=maker-gi|1002316347|dbj|BCGN01000006.1|-snap-gene-13.53&CDS=1-456
1352	OG0001352	YER094C	-processed-gene-6.71-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-6.71&CDS=1-615
1353	OG0001353	YER095W	-snap-gene-6.29-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-snap-gene-6.29&CDS=1-1032
1354	OG0001354	YER100W	-augustus-gene-0.31-mRNA-1_1&gene=maker-gi|1002316350|dbj|BCGN01000003.1|-augustus-gene-0.31&CDS=1-804
1355	OG0001355	YER109C	-processed-gene-15.104-mRNA-1_1&gene=augustus_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-15.104&CDS=1-2790
1356	OG0001356	YER110C	-processed-gene-1.44-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-1.44&CDS=1-3408
1357	OG0001357	YER112W	-processed-gene-0.85-mRNA-1_1&gene=genemark-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-0.85&CDS=1-453
1358	OG0001358	YER116C	-processed-gene-11.7-mRNA-1_1&gene=genemark-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-11.7&CDS=1-882
1359	OG0001359	YER118C	-processed-gene-11.8-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-11.8&CDS=1-873
1360	OG0001360	YER120W	-snap-gene-12.101-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-snap-gene-12.101&CDS=1-780
1361	OG0001361	YER122C	-snap-gene-13.85-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-snap-gene-13.85&CDS=1-1386
1362	OG0001362	YER126C	-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-1.76&CDS=1-783
1363	OG0001363	YER127W	-processed-gene-1.26-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-1.26&CDS=1-1101
1364	OG0001364	YER130C	-processed-gene-14.108-mRNA-1_1&gene=augustus_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-14.108&CDS=1-1824
