	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034635_Nadsonia_fulvescens
2686	OG0002686	YMR287C	snap_masked-flattened_line_88-processed-gene-0.172-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.172&CDS=1-2742
2687	OG0002687	YMR288W	augustus_masked-flattened_line_60-processed-gene-0.225-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.225&CDS=1-3516
2688	OG0002688	YMR289W	maker-flattened_line_2-augustus-gene-2.96-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-2.96&CDS=1-942
2689	OG0002689	YMR290C	augustus_masked-flattened_line_14-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.112&CDS=1-1866
2690	OG0002690	YMR292W	augustus_masked-flattened_line_136-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.40&CDS=1-414
2691	OG0002691	YMR293C	snap_masked-flattened_line_36-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.125&CDS=1-1470
2692	OG0002692	YMR296C	augustus_masked-flattened_line_0-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.14&CDS=1-1602
2693	OG0002693	YMR301C	augustus_masked-flattened_line_0-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.143&CDS=1-2121
2694	OG0002694	YMR302C	augustus_masked-flattened_line_64-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.76&CDS=1-4413
2695	OG0002695	YMR304W	augustus_masked-flattened_line_74-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.140&CDS=1-3843
2696	OG0002696	YMR307W	augustus_masked-flattened_line_30-processed-gene-1.198-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.198&CDS=1-1650
2697	OG0002697	YMR308C	augustus_masked-flattened_line_80-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.12&CDS=1-3285
2698	OG0002698	YMR309C	augustus_masked-flattened_line_10-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.84&CDS=1-2637
2699	OG0002699	YMR311C	augustus_masked-flattened_line_44-processed-gene-0.238-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.238&CDS=1-777
2700	OG0002700	YMR312W	augustus_masked-flattened_line_44-processed-gene-0.280-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.280&CDS=1-813
2701	OG0002701	YMR313C	snap_masked-flattened_line_44-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.31&CDS=1-1833
2702	OG0002702	YMR314W	augustus_masked-flattened_line_44-processed-gene-0.239-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.239&CDS=1-876
2703	OG0002703	YNL001W	augustus_masked-flattened_line_30-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.109&CDS=1-1176
2704	OG0002704	YNL003C	snap_masked-flattened_line_2-processed-gene-5.185-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.185&CDS=1-831
2705	OG0002705	YNL005C	augustus_masked-flattened_line_122-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.2&CDS=1-1170
2706	OG0002706	YNL006W	augustus_masked-flattened_line_124-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.58&CDS=1-1188
2707	OG0002707	YNL007C	augustus_masked-flattened_line_124-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.74&CDS=1-1134
2708	OG0002708	YNL010W	augustus_masked-flattened_line_22-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.125&CDS=1-765
2709	OG0002709	YNL011C	augustus_masked-flattened_line_22-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.123&CDS=1-1347
2710	OG0002710	YNL014W	augustus_masked-flattened_line_8-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.9&CDS=1-3129
2711	OG0002711	YNL016W	augustus_masked-flattened_line_0-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.147&CDS=1-1329
2712	OG0002712	YNL021W	augustus_masked-flattened_line_92-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.133&CDS=1-2616
2713	OG0002713	YNL022C	augustus_masked-flattened_line_92-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.136&CDS=1-1485
2714	OG0002714	YNL023C	maker-flattened_line_92-augustus-gene-0.8-mRNA-1_1&gene=maker-flattened_line_92-augustus-gene-0.8&CDS=1-2499
2715	OG0002715	YNL024C	maker-flattened_line_2-augustus-gene-2.94-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-2.94&CDS=1-693
2716	OG0002716	YNL024C-A	augustus_masked-flattened_line_2-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.131&CDS=1-213
2717	OG0002717	YNL025C	augustus_masked-flattened_line_2-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.113&CDS=1-1104
2718	OG0002718	YNL027W	augustus_masked-flattened_line_64-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.58&CDS=1-2559
2719	OG0002719	YNL032W	maker-flattened_line_130-augustus-gene-0.62-mRNA-1_1&gene=maker-flattened_line_130-augustus-gene-0.62&CDS=1-819
2720	OG0002720	YNL036W	snap_masked-flattened_line_44-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.13&CDS=1-708
2721	OG0002721	YNL037C	maker-flattened_line_126-augustus-gene-0.50-mRNA-1_1&gene=maker-flattened_line_126-augustus-gene-0.50&CDS=1-1098
2722	OG0002722	YNL038W	maker-flattened_line_72-augustus-gene-0.62-mRNA-1_1&gene=maker-flattened_line_72-augustus-gene-0.62&CDS=1-654
2723	OG0002723	YNL039W	augustus_masked-flattened_line_126-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.1&CDS=1-2652
2724	OG0002724	YNL040W	augustus_masked-flattened_line_70-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.34&CDS=1-1353
2725	OG0002725	YNL041C	augustus_masked-flattened_line_38-processed-gene-0.269-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.269&CDS=1-2052
2726	OG0002726	YNL042W	snap_masked-flattened_line_38-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.75&CDS=1-2334
2727	OG0002727	YNL044W	augustus_masked-flattened_line_68-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.10&CDS=1-534
2728	OG0002728	YNL048W	augustus_masked-flattened_line_0-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.146&CDS=1-1752
2729	OG0002729	YNL051W	augustus_masked-flattened_line_38-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.205&CDS=1-1239
2730	OG0002730	YNL054W	augustus_masked-flattened_line_134-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.39&CDS=1-3069
2731	OG0002731	YNL056W	augustus_masked-flattened_line_12-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.53&CDS=1-699
2732	OG0002732	YNL059C	augustus_masked-flattened_line_100-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.2&CDS=1-2277
2733	OG0002733	YNL061W	augustus_masked-flattened_line_100-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.22&CDS=1-1815
2734	OG0002734	YNL063W	augustus_masked-flattened_line_100-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.23&CDS=1-954
2735	OG0002735	YNL064C	augustus_masked-flattened_line_134-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.27&CDS=1-1236
2736	OG0002736	YNL066W	augustus_masked-flattened_line_26-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.31&CDS=1-1302
2737	OG0002737	YNL070W	genemark-flattened_line_40-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.145&CDS=1-168
2738	OG0002738	YNL071W	maker-flattened_line_2-augustus-gene-5.86-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-5.86&CDS=1-1410
2739	OG0002739	YNL072W	maker-flattened_line_2-snap-gene-5.71-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-5.71&CDS=1-939
2740	OG0002740	YNL075W	augustus_masked-flattened_line_2-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.65&CDS=1-849
2741	OG0002741	YNL080C	maker-flattened_line_28-snap-gene-1.221-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-1.221&CDS=1-798
2742	OG0002742	YNL081C	genemark-flattened_line_28-processed-gene-1.39-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.39&CDS=1-360
2743	OG0002743	YNL082W	augustus_masked-flattened_line_4-processed-gene-5.188-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.188&CDS=1-2754
2744	OG0002744	YNL083W	augustus_masked-flattened_line_4-processed-gene-5.189-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.189&CDS=1-1599
2745	OG0002745	YNL084C	augustus_masked-flattened_line_76-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.129&CDS=1-1254
2746	OG0002746	YNL085W	snap_masked-flattened_line_32-processed-gene-1.7-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.7&CDS=1-2196
2747	OG0002747	YNL088W	augustus_masked-flattened_line_168-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_168-processed-gene-0.10&CDS=1-4785
2748	OG0002748	YNL090W	maker-flattened_line_2-snap-gene-3.1-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-3.1&CDS=1-606
2749	OG0002749	YNL091W	augustus_masked-flattened_line_2-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.109&CDS=1-4653
2750	OG0002750	YNL092W	maker-flattened_line_24-augustus-gene-1.17-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-1.17&CDS=1-1176
2751	OG0002751	YNL094W	augustus_masked-flattened_line_28-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.148&CDS=1-2451
2752	OG0002752	YNL097C	maker-flattened_line_144-snap-gene-0.65-mRNA-1_1&gene=maker-flattened_line_144-snap-gene-0.65&CDS=1-1278
2753	OG0002753	YNL099C	snap_masked-flattened_line_124-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_124-processed-gene-0.6&CDS=1-663
2754	OG0002754	YNL102W	augustus_masked-flattened_line_48-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.152&CDS=1-4749
2755	OG0002755	YNL107W	augustus_masked-flattened_line_0-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.14&CDS=1-924
2756	OG0002756	YNL110C	genemark-flattened_line_8-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.2&CDS=1-870
2757	OG0002757	YNL113W	augustus_masked-flattened_line_58-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.20&CDS=1-423
2758	OG0002758	YNL115C	augustus_masked-flattened_line_52-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.53&CDS=1-1998
2759	OG0002759	YNL118C	augustus_masked-flattened_line_2-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.75&CDS=1-4791
2760	OG0002760	YNL119W	augustus_masked-flattened_line_68-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.54&CDS=1-1380
2761	OG0002761	YNL122C	maker-flattened_line_148-augustus-gene-0.55-mRNA-1_1&gene=maker-flattened_line_148-augustus-gene-0.55&CDS=1-327
2762	OG0002762	YNL123W	augustus_masked-flattened_line_148-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_148-processed-gene-0.16&CDS=1-2988
2763	OG0002763	YNL124W	augustus_masked-flattened_line_10-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.128&CDS=1-1959
2764	OG0002764	YNL126W	augustus_masked-flattened_line_82-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.70&CDS=1-2049
2765	OG0002765	YNL127W	augustus_masked-flattened_line_60-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.198&CDS=1-2742
2766	OG0002766	YNL128W	augustus_masked-flattened_line_82-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.69&CDS=1-1029
2767	OG0002767	YNL129W	maker-flattened_line_10-augustus-gene-1.4-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-1.4&CDS=1-750
2768	OG0002768	YNL131W	augustus_masked-flattened_line_60-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.197&CDS=1-471
2769	OG0002769	YNL132W	augustus_masked-flattened_line_10-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.115&CDS=1-3156
2770	OG0002770	YNL135C	augustus_masked-flattened_line_100-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.1&CDS=1-324
2771	OG0002771	YNL136W	augustus_masked-flattened_line_100-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.21&CDS=1-1848
2772	OG0002772	YNL137C	augustus_masked-flattened_line_12-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.4&CDS=1-1638
2773	OG0002773	YNL138W	augustus_masked-flattened_line_12-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.1&CDS=1-1674
2774	OG0002774	YNL138W-A	maker-flattened_line_64-snap-gene-0.13-mRNA-1_1&gene=maker-flattened_line_64-snap-gene-0.13&CDS=1-246
2775	OG0002775	YNL139C	maker-flattened_line_64-augustus-gene-0.156-mRNA-1_1&gene=maker-flattened_line_64-augustus-gene-0.156&CDS=1-5676
2776	OG0002776	YNL147W	augustus_masked-flattened_line_32-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.170&CDS=1-504
2777	OG0002777	YNL148C	augustus_masked-flattened_line_32-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.146&CDS=1-744
2778	OG0002778	YNL151C	augustus_masked-flattened_line_40-processed-gene-0.219-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.219&CDS=1-777
2779	OG0002779	YNL152W	augustus_masked-flattened_line_40-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.189&CDS=1-1980
2780	OG0002780	YNL153C	augustus_masked-flattened_line_16-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.112&CDS=1-390
2781	OG0002781	YNL155W	genemark-flattened_line_6-processed-gene-4.110-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.110&CDS=1-768
2782	OG0002782	YNL161W	maker-flattened_line_6-snap-gene-3.162-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-3.162&CDS=1-2388
2783	OG0002783	YNL162W-A	maker-flattened_line_70-augustus-gene-0.118-mRNA-1_1&gene=maker-flattened_line_70-augustus-gene-0.118&CDS=1-450
2784	OG0002784	YNL163C	augustus_masked-flattened_line_70-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.57&CDS=1-3123
2785	OG0002785	YNL168C	maker-flattened_line_0-augustus-gene-7.13-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-7.13&CDS=1-738
2786	OG0002786	YNL172W	augustus_masked-flattened_line_8-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.18&CDS=1-4770
2787	OG0002787	YNL175C	augustus_masked-flattened_line_60-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.220&CDS=1-1215
2788	OG0002788	YNL177C	augustus_masked-flattened_line_76-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.121&CDS=1-885
2789	OG0002789	YNL178W	augustus_masked-flattened_line_189-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_189-processed-gene-0.3&CDS=1-750
2790	OG0002790	YNL181W	augustus_masked-flattened_line_4-processed-gene-5.154-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.154&CDS=1-1269
2791	OG0002791	YNL182C	augustus_masked-flattened_line_4-processed-gene-5.177-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.177&CDS=1-1425
2792	OG0002792	YNL185C	augustus_masked-flattened_line_4-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.25&CDS=1-429
2793	OG0002793	YNL186W	augustus_masked-flattened_line_4-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.27&CDS=1-1437
2794	OG0002794	YNL187W	augustus_masked-flattened_line_28-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.89&CDS=1-1383
2795	OG0002795	YNL191W	maker-flattened_line_12-augustus-gene-2.128-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-2.128&CDS=1-1050
2796	OG0002796	YNL200C	augustus_masked-flattened_line_6-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.6&CDS=1-801
2797	OG0002797	YNL201C	augustus_masked-flattened_line_0-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.38&CDS=1-3969
2798	OG0002798	YNL202W	augustus_masked-flattened_line_8-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.111&CDS=1-888
2799	OG0002799	YNL206C	augustus_masked-flattened_line_64-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.49&CDS=1-1308
2800	OG0002800	YNL207W	augustus_masked-flattened_line_64-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.51&CDS=1-1275
2801	OG0002801	YNL209W	augustus_masked-flattened_line_2-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.128&CDS=1-1842
2802	OG0002802	YNL212W	maker-flattened_line_26-augustus-gene-1.138-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-1.138&CDS=1-2427
2803	OG0002803	YNL213C	snap_masked-flattened_line_26-processed-gene-1.12-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.12&CDS=1-789
2804	OG0002804	YNL217W	augustus_masked-flattened_line_50-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.196&CDS=1-1164
2805	OG0002805	YNL218W	maker-flattened_line_24-snap-gene-0.131-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-0.131&CDS=1-3696
2806	OG0002806	YNL220W	augustus_masked-flattened_line_24-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.100&CDS=1-1278
2807	OG0002807	YNL221C	augustus_masked-flattened_line_24-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.119&CDS=1-2430
2808	OG0002808	YNL223W	augustus_masked-flattened_line_14-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.31&CDS=1-2091
2809	OG0002809	YNL224C	augustus_masked-flattened_line_14-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.15&CDS=1-3549
2810	OG0002810	YNL229C	augustus_masked-flattened_line_6-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.27&CDS=1-1425
2811	OG0002811	YNL231C	augustus_masked-flattened_line_106-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.11&CDS=1-1002
2812	OG0002812	YNL232W	augustus_masked-flattened_line_106-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.33&CDS=1-897
2813	OG0002813	YNL234W	augustus_masked-flattened_line_60-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.184&CDS=1-798
2814	OG0002814	YNL236W	augustus_masked-flattened_line_24-processed-gene-1.225-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.225&CDS=1-2604
2815	OG0002815	YNL237W	augustus_masked-flattened_line_44-processed-gene-0.216-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.216&CDS=1-1374
2816	OG0002816	YNL238W	augustus_masked-flattened_line_54-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.42&CDS=1-2943
2817	OG0002817	YNL240C	augustus_masked-flattened_line_56-processed-gene-0.224-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.224&CDS=1-1614
2818	OG0002818	YNL242W	augustus_masked-flattened_line_54-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.10&CDS=1-6690
2819	OG0002819	YNL243W	augustus_masked-flattened_line_10-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.99&CDS=1-3228
2820	OG0002820	YNL244C	augustus_masked-flattened_line_74-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.161&CDS=1-330
2821	OG0002821	YNL245C	augustus_masked-flattened_line_52-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.24&CDS=1-1662
2822	OG0002822	YNL247W	augustus_masked-flattened_line_80-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.30&CDS=1-2409
2823	OG0002823	YNL248C	augustus_masked-flattened_line_66-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.191&CDS=1-1230
2824	OG0002824	YNL250W	maker-flattened_line_80-snap-gene-0.53-mRNA-1_1&gene=maker-flattened_line_80-snap-gene-0.53&CDS=1-3234
2825	OG0002825	YNL252C	augustus_masked-flattened_line_54-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.36&CDS=1-936
2826	OG0002826	YNL256W	augustus_masked-flattened_line_130-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.85&CDS=1-2457
2827	OG0002827	YNL259C	maker-flattened_line_6-augustus-gene-1.141-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-1.141&CDS=1-222
2828	OG0002828	YNL261W	maker-flattened_line_32-augustus-gene-1.60-mRNA-1_1&gene=maker-flattened_line_32-augustus-gene-1.60&CDS=1-1479
2829	OG0002829	YNL262W	maker-flattened_line_32-augustus-gene-1.61-mRNA-1_1&gene=maker-flattened_line_32-augustus-gene-1.61&CDS=1-6705
2830	OG0002830	YNL263C	augustus_masked-flattened_line_66-processed-gene-0.206-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.206&CDS=1-1047
2831	OG0002831	YNL265C	maker-flattened_line_32-augustus-gene-0.73-mRNA-1_1&gene=maker-flattened_line_32-augustus-gene-0.73&CDS=1-906
2832	OG0002832	YNL267W	snap_masked-flattened_line_66-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.56&CDS=1-3012
2833	OG0002833	YNL271C	augustus_masked-flattened_line_12-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.59&CDS=1-5793
2834	OG0002834	YNL273W	maker-flattened_line_2-augustus-gene-5.90-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-5.90&CDS=1-4140
2835	OG0002835	YNL275W	augustus_masked-flattened_line_22-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.7&CDS=1-1728
2836	OG0002836	YNL277W	augustus_masked-flattened_line_18-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.11&CDS=1-1470
2837	OG0002837	YNL279W	augustus_masked-flattened_line_76-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.157&CDS=1-2409
2838	OG0002838	YNL280C	augustus_masked-flattened_line_52-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.30&CDS=1-1524
2839	OG0002839	YNL284C	augustus_masked-flattened_line_40-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.217&CDS=1-834
2840	OG0002840	YNL286W	augustus_masked-flattened_line_56-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.220&CDS=1-1371
2841	OG0002841	YNL287W	augustus_masked-flattened_line_56-processed-gene-0.221-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.221&CDS=1-2706
2842	OG0002842	YNL288W	augustus_masked-flattened_line_84-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.150&CDS=1-1680
2843	OG0002843	YNL289W	augustus_masked-flattened_line_48-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.161&CDS=1-1245
2844	OG0002844	YNL290W	snap_masked-flattened_line_104-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.61&CDS=1-1116
2845	OG0002845	YNL291C	augustus_masked-flattened_line_104-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.124&CDS=1-1950
2846	OG0002846	YNL292W	augustus_masked-flattened_line_30-processed-gene-1.192-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.192&CDS=1-1569
2847	OG0002847	YNL297C	maker-flattened_line_104-augustus-gene-0.4-mRNA-1_1&gene=maker-flattened_line_104-augustus-gene-0.4&CDS=1-5205
2848	OG0002848	YNL305C	augustus_masked-flattened_line_4-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.3&CDS=1-801
2849	OG0002849	YNL306W	augustus_masked-flattened_line_8-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.105&CDS=1-687
2850	OG0002850	YNL308C	augustus_masked-flattened_line_36-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.10&CDS=1-1866
