	OrthologID	Eremothecium_cymbalariae	Saccharomyces_cerevisiae
2115	OG0002115	snap_masked-NC_016452.1-processed-gene-10.109-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-10.109&CDS=1-684	YHR013C
2116	OG0002116	snap_masked-NC_016452.1-processed-gene-10.81-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-10.81&CDS=1-714	YDR472W
2117	OG0002117	snap_masked-NC_016452.1-processed-gene-10.110-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-10.110&CDS=1-705	YDR405W
2118	OG0002118	snap_masked-NC_016452.1-processed-gene-10.84-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-10.84&CDS=1-3666	YOR151C
2119	OG0002119	snap_masked-NC_016452.1-processed-gene-10.111-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-10.111&CDS=1-468	YOR150W
2120	OG0002120	snap_masked-NC_016452.1-processed-gene-10.85-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-10.85&CDS=1-513	YDR404C
2121	OG0002121	snap_masked-NC_016452.1-processed-gene-10.112-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-10.112&CDS=1-1596	YDR403W
2122	OG0002122	augustus_masked-NC_016452.1-processed-gene-10.140-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-10.140&CDS=1-1428	YDR402C
2123	OG0002123	genemark-NC_016452.1-processed-gene-10.47-mRNA-1_1&gene=genemark-NC_016452.1-processed-gene-10.47&CDS=1-1014	YDR400W
2124	OG0002124	snap_masked-NC_016452.1-processed-gene-10.114-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-10.114&CDS=1-1881	YDR398W
2125	OG0002125	snap_masked-NC_016452.1-processed-gene-10.88-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-10.88&CDS=1-453	YDR397C
2126	OG0002126	snap_masked-NC_016452.1-processed-gene-10.115-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-10.115&CDS=1-2862	YDR395W
2127	OG0002127	snap_masked-NC_016452.1-processed-gene-10.89-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-10.89&CDS=1-1512	YOR149C
2128	OG0002128	snap_masked-NC_016452.1-processed-gene-10.116-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-10.116&CDS=1-1275	YDR394W
2129	OG0002129	snap_masked-NC_016452.1-processed-gene-10.117-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-10.117&CDS=1-1344	YDR393W
2130	OG0002130	snap_masked-NC_016452.1-processed-gene-10.90-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-10.90&CDS=1-645	YOR148C
2131	OG0002131	snap_masked-NC_016452.1-processed-gene-11.49-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.49&CDS=1-813	YOR145C
2132	OG0002132	augustus_masked-NC_016452.1-processed-gene-11.100-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-11.100&CDS=1-2406	YOR144C
2133	OG0002133	snap_masked-NC_016452.1-processed-gene-11.55-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.55&CDS=1-990	YDR392W
2134	OG0002134	augustus_masked-NC_016452.1-processed-gene-11.101-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-11.101&CDS=1-936	YOR143C
2135	OG0002135	snap_masked-NC_016452.1-processed-gene-11.56-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.56&CDS=1-957	YOR142W
2136	OG0002136	snap_masked-NC_016452.1-processed-gene-11.52-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.52&CDS=1-912	YKL052C
2137	OG0002137	snap_masked-NC_016452.1-processed-gene-11.53-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.53&CDS=1-240	YKL053C-A
2138	OG0002138	maker-NC_016452.1-snap-gene-11.154-mRNA-1_1&gene=maker-NC_016452.1-snap-gene-11.154&CDS=1-2199	YKL054C
2139	OG0002139	snap_masked-NC_016452.1-processed-gene-11.57-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.57&CDS=1-501	YKL056C
2140	OG0002140	augustus_masked-NC_016452.1-processed-gene-11.107-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-11.107&CDS=1-1773	YMR029C
2141	OG0002141	augustus_masked-NC_016452.1-processed-gene-11.108-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-11.108&CDS=1-3093	YKL057C
2142	OG0002142	maker-NC_016452.1-snap-gene-11.155-mRNA-1_1&gene=maker-NC_016452.1-snap-gene-11.155&CDS=1-1470	YMR028W
2143	OG0002143	snap_masked-NC_016452.1-processed-gene-11.60-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.60&CDS=1-1467	YKL059C
2144	OG0002144	augustus_masked-NC_016452.1-processed-gene-11.128-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-11.128&CDS=1-1356	YMR027W
2145	OG0002145	snap_masked-NC_016452.1-processed-gene-11.61-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.61&CDS=1-1077	YKL060C
2146	OG0002146	augustus_masked-NC_016452.1-processed-gene-11.111-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-11.111&CDS=1-996	YMR026C
2147	OG0002147	snap_masked-NC_016452.1-processed-gene-11.79-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.79&CDS=1-1059	YMR024W
2148	OG0002148	snap_masked-NC_016452.1-processed-gene-11.62-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.62&CDS=1-1524	YMR023C
2149	OG0002149	snap_masked-NC_016452.1-processed-gene-11.81-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.81&CDS=1-333	YKL061W
2150	OG0002150	augustus_masked-NC_016452.1-processed-gene-11.113-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-11.113&CDS=1-1575	YKL047W
2151	OG0002151	snap_masked-NC_016452.1-processed-gene-11.83-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.83&CDS=1-495	YMR022W
2152	OG0002152	snap_masked-NC_016452.1-processed-gene-11.64-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.64&CDS=1-1281	YMR021C
2153	OG0002153	snap_masked-NC_016452.1-processed-gene-11.84-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.84&CDS=1-1515	YMR020W
2154	OG0002154	snap_masked-NC_016452.1-processed-gene-11.65-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.65&CDS=1-1527	YKL045W
2155	OG0002155	snap_masked-NC_016452.1-processed-gene-11.67-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.67&CDS=1-1029	YKL042W
2156	OG0002156	snap_masked-NC_016452.1-processed-gene-11.85-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.85&CDS=1-1533	YMR014W
2157	OG0002157	snap_masked-NC_016452.1-processed-gene-11.68-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.68&CDS=1-1494	YMR013C
2158	OG0002158	snap_masked-NC_016452.1-processed-gene-11.69-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.69&CDS=1-666	YKL041W
2159	OG0002159	snap_masked-NC_016452.1-processed-gene-11.86-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.86&CDS=1-1095	YHL020C
2160	OG0002160	snap_masked-NC_016452.1-processed-gene-11.87-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.87&CDS=1-1503	YHL019C
2161	OG0002161	snap_masked-NC_016452.1-processed-gene-11.70-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.70&CDS=1-315	YHL018W
2162	OG0002162	snap_masked-NC_016452.1-processed-gene-11.88-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.88&CDS=1-738	YKL040C
2163	OG0002163	snap_masked-NC_016452.1-processed-gene-11.71-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.71&CDS=1-1473	YKL039W
2164	OG0002164	snap_masked-NC_016452.1-processed-gene-11.89-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.89&CDS=1-2160	YHL016C
2165	OG0002165	snap_masked-NC_016452.1-processed-gene-11.72-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.72&CDS=1-354	YHL015W
2166	OG0002166	snap_masked-NC_016452.1-processed-gene-11.91-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.91&CDS=1-951	YHL013C
2167	OG0002167	snap_masked-NC_016452.1-processed-gene-11.73-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.73&CDS=1-1758	YML127W
2168	OG0002168	augustus_masked-NC_016452.1-processed-gene-11.143-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-11.143&CDS=1-3597	YML091C
2169	OG0002169	snap_masked-NC_016452.1-processed-gene-11.93-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.93&CDS=1-1392	YML126C
2170	OG0002170	snap_masked-NC_016452.1-processed-gene-11.74-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.74&CDS=1-897	YML110C
2171	OG0002171	maker-NC_016452.1-snap-gene-11.156-mRNA-1_1&gene=maker-NC_016452.1-snap-gene-11.156&CDS=1-2616	YMR275C
2172	OG0002172	snap_masked-NC_016452.1-processed-gene-11.97-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.97&CDS=1-891	YML112W
2173	OG0002173	snap_masked-NC_016452.1-processed-gene-11.98-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.98&CDS=1-582	YML113W
2174	OG0002174	snap_masked-NC_016452.1-processed-gene-11.75-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-11.75&CDS=1-1218	YMR276W
2175	OG0002175	augustus_masked-NC_016452.1-processed-gene-11.126-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-11.126&CDS=1-1560	YML114C
2176	OG0002176	snap_masked-NC_016452.1-processed-gene-12.87-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.87&CDS=1-2253	YMR277W
2177	OG0002177	augustus_masked-NC_016452.1-processed-gene-12.52-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-12.52&CDS=1-2796	YMR278W
2178	OG0002178	snap_masked-NC_016452.1-processed-gene-12.116-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.116&CDS=1-4731	YMR280C
2179	OG0002179	augustus_masked-NC_016452.1-processed-gene-12.56-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-12.56&CDS=1-747	YMR281W
2180	OG0002180	augustus_masked-NC_016452.1-processed-gene-12.72-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-12.72&CDS=1-1581	YMR282C
2181	OG0002181	snap_masked-NC_016452.1-processed-gene-12.94-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.94&CDS=1-1458	YMR285C
2182	OG0002182	snap_masked-NC_016452.1-processed-gene-12.119-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.119&CDS=1-1716	YDL210W
2183	OG0002183	augustus_masked-NC_016452.1-processed-gene-12.58-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-12.58&CDS=1-1506	YMR283C
2184	OG0002184	snap_masked-NC_016452.1-processed-gene-12.120-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.120&CDS=1-360	YML119W
2185	OG0002185	maker-NC_016452.1-augustus-gene-12.47-mRNA-1_1&gene=maker-NC_016452.1-augustus-gene-12.47&CDS=1-2802	YMR287C
2186	OG0002186	snap_masked-NC_016452.1-processed-gene-12.123-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.123&CDS=1-324	YDR382W
2187	OG0002187	snap_masked-NC_016452.1-processed-gene-12.97-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.97&CDS=1-849	YOR130C
2188	OG0002188	snap_masked-NC_016452.1-processed-gene-12.98-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.98&CDS=1-327	YDR381C-A
2189	OG0002189	snap_masked-NC_016452.1-processed-gene-12.125-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.125&CDS=1-624	YDR381W
2190	OG0002190	snap_masked-NC_016452.1-processed-gene-12.99-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.99&CDS=1-1908	YOR129C
2191	OG0002191	genemark-NC_016452.1-processed-gene-12.12-mRNA-1_1&gene=genemark-NC_016452.1-processed-gene-12.12&CDS=1-1719	YOR128C
2192	OG0002192	augustus_masked-NC_016455.1-processed-gene-8.183-mRNA-1_1&gene=augustus_masked-NC_016455.1-processed-gene-8.183&CDS=1-1671, snap_masked-NC_016452.1-processed-gene-12.126-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.126&CDS=1-2874	
2193	OG0002193	snap_masked-NC_016452.1-processed-gene-12.102-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.102&CDS=1-237	YDR379C-A
2194	OG0002194	snap_masked-NC_016452.1-processed-gene-12.128-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.128&CDS=1-3387	YOR127W
2195	OG0002195	snap_masked-NC_016452.1-processed-gene-12.103-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.103&CDS=1-255	YDR378C
2196	OG0002196	augustus_masked-NC_016452.1-processed-gene-12.81-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-12.81&CDS=1-1761	YDR376W
2197	OG0002197	snap_masked-NC_016452.1-processed-gene-12.104-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.104&CDS=1-705	YOR126C
2198	OG0002198	snap_masked-NC_016452.1-processed-gene-12.105-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.105&CDS=1-1329	YDR375C
2199	OG0002199	snap_masked-NC_016452.1-processed-gene-12.106-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.106&CDS=1-885	YLR208W
2200	OG0002200	augustus_masked-NC_016452.1-processed-gene-12.83-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-12.83&CDS=1-924	YLR209C
2201	OG0002201	snap_masked-NC_016452.1-processed-gene-12.133-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.133&CDS=1-1470	YDL160C
2202	OG0002202	snap_masked-NC_016452.1-processed-gene-12.134-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.134&CDS=1-333	YDL157C
2203	OG0002203	snap_masked-NC_016452.1-processed-gene-12.108-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.108&CDS=1-1563	YDL156W
2204	OG0002204	snap_masked-NC_016452.1-processed-gene-12.109-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.109&CDS=1-2172	YPR031W
2205	OG0002205	maker-NC_016452.1-augustus-gene-12.44-mRNA-1_1&gene=maker-NC_016452.1-augustus-gene-12.44&CDS=1-4593	YBL104C
2206	OG0002206	snap_masked-NC_016452.1-processed-gene-12.112-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.112&CDS=1-591	YBL107C
2207	OG0002207	snap_masked-NC_016452.1-processed-gene-12.113-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.113&CDS=1-1419	YJR078W
2208	OG0002208	maker-NC_016452.1-augustus-gene-12.50-mRNA-1_1&gene=maker-NC_016452.1-augustus-gene-12.50&CDS=1-2781	YPR033C
2209	OG0002209	snap_masked-NC_016452.1-processed-gene-12.137-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.137&CDS=1-294	YJR082C
2210	OG0002210	snap_masked-NC_016452.1-processed-gene-12.114-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-12.114&CDS=1-1125	YPR034W
2211	OG0002211	snap_masked-NC_016452.1-processed-gene-13.90-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.90&CDS=1-1107	YPR035W
2212	OG0002212	snap_masked-NC_016452.1-processed-gene-13.91-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.91&CDS=1-1419	YPR036W
2213	OG0002213	augustus_masked-NC_016452.1-processed-gene-13.53-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-13.53&CDS=1-969	YJR083C
2214	OG0002214	augustus_masked-NC_016452.1-processed-gene-13.50-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-13.50&CDS=1-1266	YJR084W
2215	OG0002215	snap_masked-NC_016452.1-processed-gene-13.96-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.96&CDS=1-315	YJR085C
2216	OG0002216	snap_masked-NC_016452.1-processed-gene-13.92-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.92&CDS=1-279	YJR086W
2217	OG0002217	snap_masked-NC_016452.1-processed-gene-13.97-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.97&CDS=1-609	YPR037C
2218	OG0002218	snap_masked-NC_016452.1-processed-gene-13.93-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.93&CDS=1-1146	YPR040W
2219	OG0002219	snap_masked-NC_016452.1-processed-gene-13.116-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.116&CDS=1-852	YJR088C
2220	OG0002220	snap_masked-NC_016452.1-processed-gene-13.98-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.98&CDS=1-1212	YPR041W
2221	OG0002221	snap_masked-NC_016452.1-processed-gene-13.99-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.99&CDS=1-2721	YJR089W
2222	OG0002222	snap_masked-NC_016452.1-processed-gene-13.117-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.117&CDS=1-3609	YJR090C
2223	OG0002223	snap_masked-NC_016452.1-processed-gene-13.100-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.100&CDS=1-4362	YBL079W
2224	OG0002224	snap_masked-NC_016452.1-processed-gene-13.118-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.118&CDS=1-351	YBL078C
2225	OG0002225	snap_masked-NC_016452.1-processed-gene-13.120-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.120&CDS=1-3216	YBL076C
2226	OG0002226	snap_masked-NC_016452.1-processed-gene-13.102-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.102&CDS=1-246	YBL071W-A
2227	OG0002227	snap_masked-NC_016452.1-processed-gene-13.123-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.123&CDS=1-729	YER100W
2228	OG0002228	snap_masked-NC_016452.1-processed-gene-13.125-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.125&CDS=1-3300	YBL066C
2229	OG0002229	snap_masked-NC_016452.1-processed-gene-13.126-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.126&CDS=1-756	YBL064C
2230	OG0002230	augustus_masked-NC_016452.1-processed-gene-13.81-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-13.81&CDS=1-2046	YBL061C
2231	OG0002231	snap_masked-NC_016452.1-processed-gene-13.128-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.128&CDS=1-1185	YER095W
2232	OG0002232	snap_masked-NC_016452.1-processed-gene-13.106-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.106&CDS=1-2109	YBL060W
2233	OG0002233	snap_masked-NC_016452.1-processed-gene-13.107-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.107&CDS=1-621	YER094C
2234	OG0002234	augustus_masked-NC_016452.1-processed-gene-13.83-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-13.83&CDS=1-321	YBL059C-A
2235	OG0002235	maker-NC_016452.1-snap-gene-13.0-mRNA-1_1&gene=maker-NC_016452.1-snap-gene-13.0&CDS=1-489	YER093C-A
2236	OG0002236	snap_masked-NC_016452.1-processed-gene-13.109-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.109&CDS=1-4113	YER093C
2237	OG0002237	augustus_masked-NC_016452.1-processed-gene-13.84-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-13.84&CDS=1-369	YER092W
2238	OG0002238	snap_masked-NC_016452.1-processed-gene-13.110-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.110&CDS=1-2310	YER091C
2239	OG0002239	snap_masked-NC_016452.1-processed-gene-13.111-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.111&CDS=1-1182	YBL058W
2240	OG0002240	snap_masked-NC_016452.1-processed-gene-13.130-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.130&CDS=1-624	YBL057C
2241	OG0002241	snap_masked-NC_016452.1-processed-gene-13.131-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.131&CDS=1-1509	YER090W
2242	OG0002242	genemark-NC_016452.1-processed-gene-13.44-mRNA-1_1&gene=genemark-NC_016452.1-processed-gene-13.44&CDS=1-1188	YBL055C
2243	OG0002243	snap_masked-NC_016452.1-processed-gene-13.134-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.134&CDS=1-1827	YBL051C
2244	OG0002244	snap_masked-NC_016452.1-processed-gene-13.114-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.114&CDS=1-270	YER019C-A
2245	OG0002245	snap_masked-NC_016452.1-processed-gene-13.135-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.135&CDS=1-1674	YER087W
2246	OG0002246	snap_masked-NC_016452.1-processed-gene-13.115-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-13.115&CDS=1-1710	YER086W
2247	OG0002247	snap_masked-NC_016452.1-processed-gene-14.71-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.71&CDS=1-1197	YLR191W
2248	OG0002248	snap_masked-NC_016452.1-processed-gene-14.73-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.73&CDS=1-798	YLR192C
2249	OG0002249	snap_masked-NC_016452.1-processed-gene-14.72-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.72&CDS=1-429	YDL173W
2250	OG0002250	snap_masked-NC_016452.1-processed-gene-14.74-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.74&CDS=1-6462	YDL171C
2251	OG0002251	snap_masked-NC_016452.1-processed-gene-14.110-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.110&CDS=1-525	YLR193C
2252	OG0002252	snap_masked-NC_016452.1-processed-gene-14.112-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.112&CDS=1-1356	YLR195C
2253	OG0002253	snap_masked-NC_016452.1-processed-gene-14.75-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.75&CDS=1-1809	YLR196W
2254	OG0002254	snap_masked-NC_016452.1-processed-gene-14.113-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.113&CDS=1-549	YDL169C
2255	OG0002255	snap_masked-NC_016452.1-processed-gene-14.76-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.76&CDS=1-1539	YLR197W
2256	OG0002256	snap_masked-NC_016452.1-processed-gene-14.114-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.114&CDS=1-804	YLR199C
2257	OG0002257	snap_masked-NC_016452.1-processed-gene-14.77-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.77&CDS=1-321	YLR200W
2258	OG0002258	snap_masked-NC_016452.1-processed-gene-14.115-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.115&CDS=1-735	YLR201C
2259	OG0002259	snap_masked-NC_016452.1-processed-gene-14.78-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.78&CDS=1-1143	YDL168W
2260	OG0002260	snap_masked-NC_016452.1-processed-gene-14.116-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.116&CDS=1-1620	YDL167C
2261	OG0002261	snap_masked-NC_016452.1-processed-gene-14.117-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.117&CDS=1-702	YDL166C
2262	OG0002262	snap_masked-NC_016452.1-processed-gene-14.79-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.79&CDS=1-573	YDL165W
2263	OG0002263	snap_masked-NC_016452.1-processed-gene-14.118-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.118&CDS=1-1287	YLR203C
2264	OG0002264	augustus_masked-NC_016452.1-processed-gene-14.47-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-14.47&CDS=1-960	YLR205C
2265	OG0002265	augustus_masked-NC_016452.1-processed-gene-14.48-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-14.48&CDS=1-2001	YDL164C
2266	OG0002266	genemark-NC_016452.1-processed-gene-14.172-mRNA-1_1&gene=genemark-NC_016452.1-processed-gene-14.172&CDS=1-1704	YGR171C
2267	OG0002267	genemark-NC_016452.1-processed-gene-14.209-mRNA-1_1&gene=genemark-NC_016452.1-processed-gene-14.209&CDS=1-1380	YJR006W
2268	OG0002268	maker-NC_016452.1-snap-gene-14.158-mRNA-1_1&gene=maker-NC_016452.1-snap-gene-14.158&CDS=1-3024	YGR170W
2269	OG0002269	snap_masked-NC_016452.1-processed-gene-14.83-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.83&CDS=1-279	YJR005C-A
2270	OG0002270	snap_masked-NC_016452.1-processed-gene-14.123-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.123&CDS=1-981	YJL023C
2271	OG0002271	snap_masked-NC_016452.1-processed-gene-14.84-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.84&CDS=1-2613	YKL157W
2272	OG0002272	snap_masked-NC_016452.1-processed-gene-14.125-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.125&CDS=1-1659	YHR045W
2273	OG0002273	snap_masked-NC_016452.1-processed-gene-14.85-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.85&CDS=1-1017	YDR279W
2274	OG0002274	snap_masked-NC_016452.1-processed-gene-14.86-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.86&CDS=1-915	YDR280W
2275	OG0002275	maker-NC_016452.1-augustus-gene-14.4-mRNA-1_1&gene=maker-NC_016452.1-augustus-gene-14.4&CDS=1-4098	YHR042W
2276	OG0002276	genemark-NC_016452.1-processed-gene-14.217-mRNA-1_1&gene=genemark-NC_016452.1-processed-gene-14.217&CDS=1-1923	YJR054W
2277	OG0002277	snap_masked-NC_016452.1-processed-gene-14.131-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.131&CDS=1-1707	YJR053W
2278	OG0002278	snap_masked-NC_016452.1-processed-gene-14.88-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.88&CDS=1-1887	YML046W
2279	OG0002279	augustus_masked-NC_016452.1-processed-gene-14.56-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-14.56&CDS=1-1683	YJR052W
2280	OG0002280	snap_masked-NC_016452.1-processed-gene-14.89-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.89&CDS=1-426	YDR022C
