	OrthologID	Saccharomyces_cerevisiae	Wickerhamiella_domercqiae
1389	OG0001389	YIL033C	-processed-gene-15.147-mRNA-1_1&gene=snap_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-15.147&CDS=1-996
1390	OG0001390	YIL034C	-processed-gene-17.87-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-17.87&CDS=1-792
1391	OG0001391	YIL038C	-processed-gene-11.62-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-11.62&CDS=1-1710
1392	OG0001392	YIL043C	-processed-gene-5.153-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-5.153&CDS=1-828
1393	OG0001393	YIL044C	-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-6.21&CDS=1-1089
1394	OG0001394	YIL046W	-processed-gene-12.61-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-12.61&CDS=1-2163
1395	OG0001395	YIL047C	-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-4.37&CDS=1-2418
1396	OG0001396	YIL048W	-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-4.22&CDS=1-2997
1397	OG0001397	YIL049W	-processed-gene-11.26-mRNA-1_1&gene=snap_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-11.26&CDS=1-747
1398	OG0001398	YIL061C	-processed-gene-19.38-mRNA-1_1&gene=snap_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-19.38&CDS=1-924
1399	OG0001399	YIL062C	-processed-gene-19.130-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-19.130&CDS=1-1428
1400	OG0001400	YIL064W	-processed-gene-19.98-mRNA-1_1&gene=genemark-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-19.98&CDS=1-648
1401	OG0001401	YIL065C	-processed-gene-18.10-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-18.10&CDS=1-447
1402	OG0001402	YIL067C	-processed-gene-12.84-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-12.84&CDS=1-1869
1403	OG0001403	YIL070C	-processed-gene-10.119-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-10.119&CDS=1-789
1404	OG0001404	YIL075C	-augustus-gene-12.1-mRNA-1_1&gene=maker-gi|1002316081|dbj|BCGM01000001.1|-augustus-gene-12.1&CDS=1-4476
1405	OG0001405	YIL083C	-augustus-gene-10.1-mRNA-1_1&gene=maker-gi|1002316079|dbj|BCGM01000003.1|-augustus-gene-10.1&CDS=1-2619
1406	OG0001406	YIL087C	-processed-gene-17.67-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-17.67&CDS=1-393
1407	OG0001407	YIL090W	-processed-gene-19.73-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-19.73&CDS=1-1332
1408	OG0001408	YIL093C	-processed-gene-14.171-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-14.171&CDS=1-750
1409	OG0001409	YIL094C	-processed-gene-16.80-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-16.80&CDS=1-1098
1410	OG0001410	YIL096C	-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-4.6&CDS=1-819
1411	OG0001411	YIL097W	-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-4.34&CDS=1-1116
1412	OG0001412	YIL101C	-processed-gene-18.90-mRNA-1_1&gene=genemark-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-18.90&CDS=1-2046
1413	OG0001413	YIL104C	-processed-gene-10.40-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-10.40&CDS=1-1215
1414	OG0001414	YIL106W	-processed-gene-17.97-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-17.97&CDS=1-663
1415	OG0001415	YIL107C	-augustus-gene-23.130-mRNA-1_1&gene=maker-gi|1002316081|dbj|BCGM01000001.1|-augustus-gene-23.130&CDS=1-3762
1416	OG0001416	YIL108W	-processed-gene-23.94-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-23.94&CDS=1-1866
1417	OG0001417	YIL110W	-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-1.20&CDS=1-957
1418	OG0001418	YIL116W	-processed-gene-12.78-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-12.78&CDS=1-1116
1419	OG0001419	YIL118W	-processed-gene-12.44-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-12.44&CDS=1-603
1420	OG0001420	YIL125W	-processed-gene-7.108-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-7.108&CDS=1-3030
1421	OG0001421	YIL128W	-processed-gene-11.30-mRNA-1_1&gene=snap_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-11.30&CDS=1-2514
1422	OG0001422	YIL129C	-processed-gene-11.6-mRNA-1_1&gene=snap_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-11.6&CDS=1-6684
1423	OG0001423	YIL134W	-processed-gene-18.31-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-18.31&CDS=1-843
1424	OG0001424	YIL140W	-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-5.22&CDS=1-2505
1425	OG0001425	YIL142W	-augustus-gene-5.53-mRNA-1_1&gene=maker-gi|1002316081|dbj|BCGM01000001.1|-augustus-gene-5.53&CDS=1-2073
1426	OG0001426	YIL143C	-processed-gene-12.63-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-12.63&CDS=1-2406
1427	OG0001427	YIL145C	-processed-gene-11.100-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-11.100&CDS=1-897
1428	OG0001428	YIL150C	-processed-gene-8.30-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-8.30&CDS=1-1335
1429	OG0001429	YIL155C	-processed-gene-16.10-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-16.10&CDS=1-1929
1430	OG0001430	YIL156W-B	-processed-gene-17.14-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-17.14&CDS=1-225
1431	OG0001431	YIL160C	-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-3.88&CDS=1-1242
1432	OG0001432	YIL166C	-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-0.23&CDS=1-1650
1433	OG0001433	YIR002C	-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-3.73&CDS=1-2313
1434	OG0001434	YIR004W	-processed-gene-20.2-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-20.2&CDS=1-2454
1435	OG0001435	YIR005W	-processed-gene-22.5-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-22.5&CDS=1-408
1436	OG0001436	YIR006C	-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-3.95&CDS=1-4554
1437	OG0001437	YIR007W	-processed-gene-8.116-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-8.116&CDS=1-2052
1438	OG0001438	YIR008C	-processed-gene-33.75-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-33.75&CDS=1-1200
1439	OG0001439	YIR009W	-processed-gene-7.79-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-7.79&CDS=1-492
1440	OG0001440	YIR012W	-processed-gene-33.87-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-33.87&CDS=1-1176
1441	OG0001441	YIR022W	-processed-gene-8.94-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-8.94&CDS=1-465
1442	OG0001442	YIR026C	-processed-gene-9.58-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-9.58&CDS=1-1191
1443	OG0001443	YIR029W	-processed-gene-19.136-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-19.136&CDS=1-999
1444	OG0001444	YIR032C	-processed-gene-16.45-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-16.45&CDS=1-834
1445	OG0001445	YIR034C	-augustus-gene-2.71-mRNA-1_1&gene=maker-gi|1002316081|dbj|BCGM01000001.1|-augustus-gene-2.71&CDS=1-2148
1446	OG0001446	YIR037W	-processed-gene-14.45-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-14.45&CDS=1-483
1447	OG0001447	YIR038C	-processed-gene-1.109-mRNA-1_1&gene=snap_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-1.109&CDS=1-711
1448	OG0001448	YIR042C	-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-1.2&CDS=1-681
1449	OG0001449	YJL001W	-processed-gene-18.20-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-18.20&CDS=1-1593
1450	OG0001450	YJL002C	-processed-gene-18.37-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-18.37&CDS=1-3063
1451	OG0001451	YJL003W	-processed-gene-16.72-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-16.72&CDS=1-351
1452	OG0001452	YJL004C	-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-6.20&CDS=1-513
1453	OG0001453	YJL005W	-processed-gene-1.22-mRNA-1_1&gene=genemark-gi|1002316078|dbj|BCGM01000004.1|-processed-gene-1.22&CDS=1-4458
1454	OG0001454	YJL008C	-processed-gene-17.112-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-17.112&CDS=1-1641
1455	OG0001455	YJL010C	-processed-gene-13.85-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-13.85&CDS=1-1779
1456	OG0001456	YJL012C	-processed-gene-9.52-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-9.52&CDS=1-2067
1457	OG0001457	YJL014W	-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-5.108&CDS=1-1710
1458	OG0001458	YJL025W	-processed-gene-26.10-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-26.10&CDS=1-1524
1459	OG0001459	YJL026W	-processed-gene-10.14-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-10.14&CDS=1-1203
1460	OG0001460	YJL029C	-processed-gene-18.5-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-18.5&CDS=1-2055
1461	OG0001461	YJL031C	-processed-gene-4.49-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-4.49&CDS=1-921
1462	OG0001462	YJL033W	-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-5.100&CDS=1-2205
1463	OG0001463	YJL034W	-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-4.13&CDS=1-1980
1464	OG0001464	YJL035C	-processed-gene-36.121-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-36.121&CDS=1-570
1465	OG0001465	YJL036W	-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-4.12&CDS=1-1368
1466	OG0001466	YJL039C	-processed-gene-36.86-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-36.86&CDS=1-4035
1467	OG0001467	YJL041W	-processed-gene-36.113-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-36.113&CDS=1-1860
1468	OG0001468	YJL042W	-processed-gene-30.47-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-30.47&CDS=1-2463
1469	OG0001469	YJL049W	-processed-gene-12.8-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-12.8&CDS=1-1329
1470	OG0001470	YJL050W	-processed-gene-20.12-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-20.12&CDS=1-3093
1471	OG0001471	YJL053W	-processed-gene-16.32-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-16.32&CDS=1-2778
1472	OG0001472	YJL054W	-processed-gene-20.16-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-20.16&CDS=1-1287
1473	OG0001473	YJL055W	-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-0.4&CDS=1-561
1474	OG0001474	YJL059W	-processed-gene-10.42-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-10.42&CDS=1-1116
1475	OG0001475	YJL060W	-processed-gene-22.18-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-22.18&CDS=1-1290
1476	OG0001476	YJL062W	-processed-gene-10.15-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-10.15&CDS=1-2100
1477	OG0001477	YJL062W-A	-processed-gene-27.77-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-27.77&CDS=1-276
1478	OG0001478	YJL063C	-processed-gene-10.51-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-10.51&CDS=1-627
1479	OG0001479	YJL066C	-processed-gene-18.17-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-18.17&CDS=1-750
1480	OG0001480	YJL068C	-processed-gene-25.24-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-25.24&CDS=1-846
1481	OG0001481	YJL071W	-processed-gene-21.78-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-21.78&CDS=1-1428
1482	OG0001482	YJL072C	-processed-gene-21.79-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-21.79&CDS=1-546
1483	OG0001483	YJL080C	-processed-gene-30.29-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-30.29&CDS=1-3333
1484	OG0001484	YJL085W	-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-1.10&CDS=1-1782
1485	OG0001485	YJL088W	-processed-gene-21.76-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-21.76&CDS=1-936
1486	OG0001486	YJL090C	-processed-gene-10.19-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-10.19&CDS=1-1704
1487	OG0001487	YJL091C	-processed-gene-13.6-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-13.6&CDS=1-1311
1488	OG0001488	YJL093C	-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-1.3&CDS=1-4851
1489	OG0001489	YJL096W	-processed-gene-34.88-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-34.88&CDS=1-579
1490	OG0001490	YJL097W	-processed-gene-11.118-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-11.118&CDS=1-666
1491	OG0001491	YJL101C	-augustus-gene-9.38-mRNA-1_1&gene=maker-gi|1002316081|dbj|BCGM01000001.1|-augustus-gene-9.38&CDS=1-3225
1492	OG0001492	YJL104W	-augustus-gene-3.111-mRNA-1_1&gene=maker-gi|1002316081|dbj|BCGM01000001.1|-augustus-gene-3.111&CDS=1-1017
1493	OG0001493	YJL108C	-processed-gene-20.21-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-20.21&CDS=1-3084
1494	OG0001494	YJL109C	-processed-gene-6.43-mRNA-1_1&gene=genemark-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-6.43&CDS=1-5694
1495	OG0001495	YJL111W	-processed-gene-12.92-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-12.92&CDS=1-1599
1496	OG0001496	YJL115W	-processed-gene-20.18-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-20.18&CDS=1-840
1497	OG0001497	YJL121C	-processed-gene-21.62-mRNA-1_1&gene=genemark-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-21.62&CDS=1-660
1498	OG0001498	YJL123C	-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-8.67&CDS=1-1236
1499	OG0001499	YJL124C	-processed-gene-7.146-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-7.146&CDS=1-444
1500	OG0001500	YJL125C	-processed-gene-16.32-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-16.32&CDS=1-1050
1501	OG0001501	YJL126W	-processed-gene-18.11-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-18.11&CDS=1-864
1502	OG0001502	YJL127C	-processed-gene-18.33-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-18.33&CDS=1-1092
1503	OG0001503	YJL128C	-processed-gene-29.87-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-29.87&CDS=1-2292
1504	OG0001504	YJL132W	-processed-gene-19.80-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-19.80&CDS=1-3141
1505	OG0001505	YJL140W	-processed-gene-23.102-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-23.102&CDS=1-507
1506	OG0001506	YJL141C	-processed-gene-3.163-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-3.163&CDS=1-4011
1507	OG0001507	YJL143W	-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-2.19&CDS=1-3099
1508	OG0001508	YJL145W	-processed-gene-17.11-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-17.11&CDS=1-2061
1509	OG0001509	YJL153C	-processed-gene-9.139-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-9.139&CDS=1-1632
1510	OG0001510	YJL155C	-processed-gene-18.30-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-18.30&CDS=1-7065
1511	OG0001511	YJL156C	-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-7.32&CDS=1-2058
1512	OG0001512	YJL167W	-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-6.24&CDS=1-1029
1513	OG0001513	YJL168C	-snap-gene-6.42-mRNA-1_1&gene=maker-gi|1002316080|dbj|BCGM01000002.1|-snap-gene-6.42&CDS=1-2307
1514	OG0001514	YJL179W	-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-6.27&CDS=1-321
1515	OG0001515	YJL180C	-processed-gene-6.11-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-6.11&CDS=1-777
1516	OG0001516	YJL187C	-processed-gene-14.33-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-14.33&CDS=1-4218
1517	OG0001517	YJL189W	-processed-gene-33.74-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-33.74&CDS=1-1545
1518	OG0001518	YJL197W	-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-3.90&CDS=1-3030
1519	OG0001519	YJL204C	-processed-gene-11.133-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-11.133&CDS=1-2769
1520	OG0001520	YJL207C	-processed-gene-18.26-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-18.26&CDS=1-5082
1521	OG0001521	YJL208C	-augustus-gene-11.110-mRNA-1_1&gene=maker-gi|1002316080|dbj|BCGM01000002.1|-augustus-gene-11.110&CDS=1-1932
1522	OG0001522	YJL213W	-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-gi|1002316078|dbj|BCGM01000004.1|-processed-gene-2.41&CDS=1-1245
1523	OG0001523	YJL218W	-processed-gene-31.35-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-31.35&CDS=1-2127
1524	OG0001524	YJR002W	-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-1.5&CDS=1-1734
1525	OG0001525	YJR006W	-processed-gene-11.90-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-11.90&CDS=1-1263
1526	OG0001526	YJR007W	-processed-gene-10.53-mRNA-1_1&gene=snap_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-10.53&CDS=1-945
1527	OG0001527	YJR008W	-processed-gene-10.54-mRNA-1_1&gene=snap_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-10.54&CDS=1-906
1528	OG0001528	YJR010W	-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-3.92&CDS=1-1716
1529	OG0001529	YJR013W	-processed-gene-8.114-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-8.114&CDS=1-1164
1530	OG0001530	YJR016C	-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-3.72&CDS=1-1722
1531	OG0001531	YJR017C	-processed-gene-15.45-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-15.45&CDS=1-525
1532	OG0001532	YJR025C	-augustus-gene-17.59-mRNA-1_1&gene=maker-gi|1002316081|dbj|BCGM01000001.1|-augustus-gene-17.59&CDS=1-2067
1533	OG0001533	YJR033C	-snap-gene-3.127-mRNA-1_1&gene=maker-gi|1002316080|dbj|BCGM01000002.1|-snap-gene-3.127&CDS=1-4410
1534	OG0001534	YJR034W	-processed-gene-29.3-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-29.3&CDS=1-372
1535	OG0001535	YJR035W	-processed-gene-29.60-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-29.60&CDS=1-3006
1536	OG0001536	YJR036C	-processed-gene-14.17-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-14.17&CDS=1-2490
1537	OG0001537	YJR041C	-processed-gene-19.127-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-19.127&CDS=1-2679
1538	OG0001538	YJR042W	-processed-gene-18.25-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-18.25&CDS=1-1752
1539	OG0001539	YJR045C	-processed-gene-16.23-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-16.23&CDS=1-1956
1540	OG0001540	YJR047C	-processed-gene-20.163-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-20.163&CDS=1-471
1541	OG0001541	YJR052W	-processed-gene-23.58-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-23.58&CDS=1-1629
1542	OG0001542	YJR057W	-processed-gene-7.75-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-7.75&CDS=1-582
1543	OG0001543	YJR058C	-processed-gene-14.20-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-14.20&CDS=1-435
1544	OG0001544	YJR060W	-processed-gene-17.96-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-17.96&CDS=1-567
1545	OG0001545	YJR063W	-processed-gene-27.7-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-27.7&CDS=1-372
1546	OG0001546	YJR064W	-augustus-gene-27.61-mRNA-1_1&gene=maker-gi|1002316081|dbj|BCGM01000001.1|-augustus-gene-27.61&CDS=1-2433
1547	OG0001547	YJR065C	-processed-gene-27.71-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-27.71&CDS=1-1227
1548	OG0001548	YJR068W	-processed-gene-19.128-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-19.128&CDS=1-1029
1549	OG0001549	YJR069C	-processed-gene-21.101-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-21.101&CDS=1-543
