	OrthologID	Metschnikowia_hawaiiensis	Saccharomyces_cerevisiae
1529	OG0001529	snap_masked-haw-_s23-processed-gene-0.59-mRNA-1_1&gene=snap_masked-haw-_s23-processed-gene-0.59&CDS=1-1263	YOR209C
1530	OG0001530	genemark-haw-_s23-processed-gene-0.106-mRNA-1_1&gene=genemark-haw-_s23-processed-gene-0.106&CDS=1-2964	YPL125W
1531	OG0001531	genemark-haw-_s23-processed-gene-0.107-mRNA-1_1&gene=genemark-haw-_s23-processed-gene-0.107&CDS=1-1806	YPL132W
1532	OG0001532	snap_masked-haw-_s23-processed-gene-0.91-mRNA-1_1&gene=snap_masked-haw-_s23-processed-gene-0.91&CDS=1-1350	YBR199W
1533	OG0001533	snap_masked-haw-_s23-processed-gene-0.64-mRNA-1_1&gene=snap_masked-haw-_s23-processed-gene-0.64&CDS=1-1989	YPL104W
1534	OG0001534	snap_masked-haw-_s23-processed-gene-0.92-mRNA-1_1&gene=snap_masked-haw-_s23-processed-gene-0.92&CDS=1-2130	YJL010C
1535	OG0001535	snap_masked-haw-_s23-processed-gene-0.65-mRNA-1_1&gene=snap_masked-haw-_s23-processed-gene-0.65&CDS=1-1404	YOR056C
1536	OG0001536	snap_masked-haw-_s23-processed-gene-0.67-mRNA-1_1&gene=snap_masked-haw-_s23-processed-gene-0.67&CDS=1-2079	YDR295C
1537	OG0001537	snap_masked-haw-_s23-processed-gene-0.68-mRNA-1_1&gene=snap_masked-haw-_s23-processed-gene-0.68&CDS=1-1767	YDR294C
1538	OG0001538	snap_masked-haw-_s232-processed-gene-0.27-mRNA-1_1&gene=snap_masked-haw-_s232-processed-gene-0.27&CDS=1-1305	YBR143C
1539	OG0001539	snap_masked-haw-_s232-processed-gene-0.17-mRNA-1_1&gene=snap_masked-haw-_s232-processed-gene-0.17&CDS=1-3153	YOL145C
1540	OG0001540	snap_masked-haw-_s232-processed-gene-0.28-mRNA-1_1&gene=snap_masked-haw-_s232-processed-gene-0.28&CDS=1-522	YOL146W
1541	OG0001541	snap_masked-haw-_s232-processed-gene-0.18-mRNA-1_1&gene=snap_masked-haw-_s232-processed-gene-0.18&CDS=1-732	YBR261C
1542	OG0001542	snap_masked-haw-_s232-processed-gene-0.19-mRNA-1_1&gene=snap_masked-haw-_s232-processed-gene-0.19&CDS=1-1296	YKL027W
1543	OG0001543	snap_masked-haw-_s232-processed-gene-0.20-mRNA-1_1&gene=snap_masked-haw-_s232-processed-gene-0.20&CDS=1-834	YGR147C
1544	OG0001544	snap_masked-haw-_s232-processed-gene-0.29-mRNA-1_1&gene=snap_masked-haw-_s232-processed-gene-0.29&CDS=1-1209	YHR002W
1545	OG0001545	snap_masked-haw-_s232-processed-gene-0.24-mRNA-1_1&gene=snap_masked-haw-_s232-processed-gene-0.24&CDS=1-1233	YML048W
1546	OG0001546	snap_masked-haw-_s236-processed-gene-0.14-mRNA-1_1&gene=snap_masked-haw-_s236-processed-gene-0.14&CDS=1-897	YOR251C
1547	OG0001547	augustus_masked-haw-_s236-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-haw-_s236-processed-gene-0.7&CDS=1-1578	YOR269W
1548	OG0001548	augustus_masked-haw-_s236-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-haw-_s236-processed-gene-0.8&CDS=1-1014	YNL265C
1549	OG0001549	snap_masked-haw-_s236-processed-gene-0.25-mRNA-1_1&gene=snap_masked-haw-_s236-processed-gene-0.25&CDS=1-1395	YLL011W
1550	OG0001550	snap_masked-haw-_s236-processed-gene-0.26-mRNA-1_1&gene=snap_masked-haw-_s236-processed-gene-0.26&CDS=1-1071	YLR019W
1551	OG0001551	snap_masked-haw-_s236-processed-gene-0.17-mRNA-1_1&gene=snap_masked-haw-_s236-processed-gene-0.17&CDS=1-1461	YOR250C
1552	OG0001552	augustus_masked-haw-_s236-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-haw-_s236-processed-gene-0.12&CDS=1-1068	YPL152W
1553	OG0001553	snap_masked-haw-_s236-processed-gene-0.27-mRNA-1_1&gene=snap_masked-haw-_s236-processed-gene-0.27&CDS=1-1161	YPL151C
1554	OG0001554	snap_masked-haw-_s243-processed-gene-0.8-mRNA-1_1&gene=snap_masked-haw-_s243-processed-gene-0.8&CDS=1-3543	YNL329C
1555	OG0001555	snap_masked-haw-_s243-processed-gene-0.12-mRNA-1_1&gene=snap_masked-haw-_s243-processed-gene-0.12&CDS=1-426	YNL328C
1556	OG0001556	snap_masked-haw-_s243-processed-gene-0.9-mRNA-1_1&gene=snap_masked-haw-_s243-processed-gene-0.9&CDS=1-1512	YAL038W
1557	OG0001557	snap_masked-haw-_s243-processed-gene-0.10-mRNA-1_1&gene=snap_masked-haw-_s243-processed-gene-0.10&CDS=1-954	YML110C
1558	OG0001558	snap_masked-haw-_s243-processed-gene-0.14-mRNA-1_1&gene=snap_masked-haw-_s243-processed-gene-0.14&CDS=1-1791	YPR070W
1559	OG0001559	snap_masked-haw-_s243-processed-gene-0.11-mRNA-1_1&gene=snap_masked-haw-_s243-processed-gene-0.11&CDS=1-1077	YLR291C
1560	OG0001560	snap_masked-haw-_s244-processed-gene-0.3-mRNA-1_1&gene=snap_masked-haw-_s244-processed-gene-0.3&CDS=1-3441	YDR270W
1561	OG0001561	snap_masked-haw-_s244-processed-gene-0.9-mRNA-1_1&gene=snap_masked-haw-_s244-processed-gene-0.9&CDS=1-2874	YOR160W
1562	OG0001562	snap_masked-haw-_s244-processed-gene-0.4-mRNA-1_1&gene=snap_masked-haw-_s244-processed-gene-0.4&CDS=1-561	YDR454C
1563	OG0001563	snap_masked-haw-_s247-processed-gene-0.4-mRNA-1_1&gene=snap_masked-haw-_s247-processed-gene-0.4&CDS=1-510	YJL096W
1564	OG0001564	snap_masked-haw-_s249-processed-gene-0.4-mRNA-1_1&gene=snap_masked-haw-_s249-processed-gene-0.4&CDS=1-888	YOR261C
1565	OG0001565	snap_masked-haw-_s249-processed-gene-0.5-mRNA-1_1&gene=snap_masked-haw-_s249-processed-gene-0.5&CDS=1-789	YNL085W
1566	OG0001566	snap_masked-haw-_s249-processed-gene-0.8-mRNA-1_1&gene=snap_masked-haw-_s249-processed-gene-0.8&CDS=1-2037	YHR042W
1567	OG0001567	augustus_masked-haw-_s249-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-haw-_s249-processed-gene-0.1&CDS=1-2592	YER070W
1568	OG0001568	augustus_masked-haw-_s25-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-haw-_s25-processed-gene-0.9&CDS=1-327	YDR115W
1569	OG0001569	snap_masked-haw-_s25-processed-gene-0.2-mRNA-1_1&gene=snap_masked-haw-_s25-processed-gene-0.2&CDS=1-4494	YLR086W
1570	OG0001570	snap_masked-haw-_s250-processed-gene-0.22-mRNA-1_1&gene=snap_masked-haw-_s250-processed-gene-0.22&CDS=1-1191	YPR041W
1571	OG0001571	augustus_masked-haw-_s250-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-haw-_s250-processed-gene-0.13&CDS=1-966	YJR093C
1572	OG0001572	maker-haw-_s250-snap-gene-0.19-mRNA-1_1&gene=maker-haw-_s250-snap-gene-0.19&CDS=1-5418	YJR092W
1573	OG0001573	snap_masked-haw-_s250-processed-gene-0.26-mRNA-1_1&gene=snap_masked-haw-_s250-processed-gene-0.26&CDS=1-1431	YDL103C
1574	OG0001574	augustus_masked-haw-_s250-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-haw-_s250-processed-gene-0.4&CDS=1-1878	YHL032C
1575	OG0001575	snap_masked-haw-_s250-processed-gene-0.29-mRNA-1_1&gene=snap_masked-haw-_s250-processed-gene-0.29&CDS=1-744	YKL152C
1576	OG0001576	augustus_masked-haw-_s250-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-haw-_s250-processed-gene-0.7&CDS=1-2559	YJL041W
1577	OG0001577	snap_masked-haw-_s250-processed-gene-0.33-mRNA-1_1&gene=snap_masked-haw-_s250-processed-gene-0.33&CDS=1-1020	YGL040C
1578	OG0001578	snap_masked-haw-_s250-processed-gene-0.41-mRNA-1_1&gene=snap_masked-haw-_s250-processed-gene-0.41&CDS=1-717	YMR077C
1579	OG0001579	snap_masked-haw-_s253-processed-gene-0.11-mRNA-1_1&gene=snap_masked-haw-_s253-processed-gene-0.11&CDS=1-501	YJR118C
1580	OG0001580	snap_masked-haw-_s253-processed-gene-0.2-mRNA-1_1&gene=snap_masked-haw-_s253-processed-gene-0.2&CDS=1-780	YMR149W
1581	OG0001581	snap_masked-haw-_s253-processed-gene-0.12-mRNA-1_1&gene=snap_masked-haw-_s253-processed-gene-0.12&CDS=1-558	YMR150C
1582	OG0001582	augustus_masked-haw-_s253-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-haw-_s253-processed-gene-0.38&CDS=1-1635	YOR037W
1583	OG0001583	snap_masked-haw-_s253-processed-gene-0.4-mRNA-1_1&gene=snap_masked-haw-_s253-processed-gene-0.4&CDS=1-3441	YKL033W
1584	OG0001584	snap_masked-haw-_s253-processed-gene-0.14-mRNA-1_1&gene=snap_masked-haw-_s253-processed-gene-0.14&CDS=1-720	YJL065C
1585	OG0001585	snap_masked-haw-_s253-processed-gene-0.7-mRNA-1_1&gene=snap_masked-haw-_s253-processed-gene-0.7&CDS=1-1032	YCR019W
1586	OG0001586	snap_masked-haw-_s253-processed-gene-0.8-mRNA-1_1&gene=snap_masked-haw-_s253-processed-gene-0.8&CDS=1-1209	YML018C
1587	OG0001587	snap_masked-haw-_s253-processed-gene-0.9-mRNA-1_1&gene=snap_masked-haw-_s253-processed-gene-0.9&CDS=1-1077	YML019W
1588	OG0001588	augustus_masked-haw-_s256-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-haw-_s256-processed-gene-0.69&CDS=1-600	YKR081C
1589	OG0001589	genemark-haw-_s256-processed-gene-0.25-mRNA-1_1&gene=genemark-haw-_s256-processed-gene-0.25&CDS=1-1149	YOR074C
1590	OG0001590	snap_masked-haw-_s256-processed-gene-0.60-mRNA-1_1&gene=snap_masked-haw-_s256-processed-gene-0.60&CDS=1-672	YBL095W
1591	OG0001591	snap_masked-haw-_s256-processed-gene-0.39-mRNA-1_1&gene=snap_masked-haw-_s256-processed-gene-0.39&CDS=1-1380	YBL098W
1592	OG0001592	snap_masked-haw-_s256-processed-gene-0.40-mRNA-1_1&gene=snap_masked-haw-_s256-processed-gene-0.40&CDS=1-1278	YIL022W
1593	OG0001593	snap_masked-haw-_s256-processed-gene-0.41-mRNA-1_1&gene=snap_masked-haw-_s256-processed-gene-0.41&CDS=1-1371	YER122C
1594	OG0001594	snap_masked-haw-_s256-processed-gene-0.44-mRNA-1_1&gene=snap_masked-haw-_s256-processed-gene-0.44&CDS=1-1185	YBR026C
1595	OG0001595	snap_masked-haw-_s256-processed-gene-0.45-mRNA-1_1&gene=snap_masked-haw-_s256-processed-gene-0.45&CDS=1-1947	YIR027C
1596	OG0001596	snap_masked-haw-_s256-processed-gene-0.46-mRNA-1_1&gene=snap_masked-haw-_s256-processed-gene-0.46&CDS=1-441	YDR512C
1597	OG0001597	snap_masked-haw-_s256-processed-gene-0.62-mRNA-1_1&gene=snap_masked-haw-_s256-processed-gene-0.62&CDS=1-663	YIL118W
1598	OG0001598	snap_masked-haw-_s256-processed-gene-0.48-mRNA-1_1&gene=snap_masked-haw-_s256-processed-gene-0.48&CDS=1-1578	YOR149C
1599	OG0001599	snap_masked-haw-_s256-processed-gene-0.63-mRNA-1_1&gene=snap_masked-haw-_s256-processed-gene-0.63&CDS=1-1215	YDR394W
1600	OG0001600	snap_masked-haw-_s256-processed-gene-0.50-mRNA-1_1&gene=snap_masked-haw-_s256-processed-gene-0.50&CDS=1-2766	YGR100W
1601	OG0001601	snap_masked-haw-_s256-processed-gene-0.64-mRNA-1_1&gene=snap_masked-haw-_s256-processed-gene-0.64&CDS=1-2541	YMR086W
1602	OG0001602	snap_masked-haw-_s256-processed-gene-0.51-mRNA-1_1&gene=snap_masked-haw-_s256-processed-gene-0.51&CDS=1-924	YIL021W
1603	OG0001603	snap_masked-haw-_s256-processed-gene-0.66-mRNA-1_1&gene=snap_masked-haw-_s256-processed-gene-0.66&CDS=1-819	YIL020C
1604	OG0001604	snap_masked-haw-_s256-processed-gene-0.52-mRNA-1_1&gene=snap_masked-haw-_s256-processed-gene-0.52&CDS=1-984	YIL019W
1605	OG0001605	snap_masked-haw-_s256-processed-gene-0.53-mRNA-1_1&gene=snap_masked-haw-_s256-processed-gene-0.53&CDS=1-2139	YBL097W
1606	OG0001606	genemark-haw-_s256-processed-gene-0.22-mRNA-1_1&gene=genemark-haw-_s256-processed-gene-0.22&CDS=1-2049	YPR024W
1607	OG0001607	snap_masked-haw-_s256-processed-gene-0.67-mRNA-1_1&gene=snap_masked-haw-_s256-processed-gene-0.67&CDS=1-2025	YNL251C
1608	OG0001608	snap_masked-haw-_s256-processed-gene-0.55-mRNA-1_1&gene=snap_masked-haw-_s256-processed-gene-0.55&CDS=1-822	YNL252C
1609	OG0001609	snap_masked-haw-_s256-processed-gene-0.68-mRNA-1_1&gene=snap_masked-haw-_s256-processed-gene-0.68&CDS=1-1242	YAL042W
1610	OG0001610	maker-haw-_s257-snap-gene-0.25-mRNA-1_1&gene=maker-haw-_s257-snap-gene-0.25&CDS=1-2220	YNL186W
1611	OG0001611	augustus_masked-haw-_s257-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-haw-_s257-processed-gene-0.32&CDS=1-621	YBL049W
1612	OG0001612	snap_masked-haw-_s257-processed-gene-0.19-mRNA-1_1&gene=snap_masked-haw-_s257-processed-gene-0.19&CDS=1-900	YNL177C
1613	OG0001613	snap_masked-haw-_s257-processed-gene-0.22-mRNA-1_1&gene=snap_masked-haw-_s257-processed-gene-0.22&CDS=1-636	YDL212W
1614	OG0001614	snap_masked-haw-_s26-processed-gene-0.24-mRNA-1_1&gene=snap_masked-haw-_s26-processed-gene-0.24&CDS=1-741	YDL213C
1615	OG0001615	augustus_masked-haw-_s26-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-haw-_s26-processed-gene-0.43&CDS=1-1377	YNL182C
1616	OG0001616	augustus_masked-haw-_s26-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-haw-_s26-processed-gene-0.36&CDS=1-1335	YNL181W
1617	OG0001617	augustus_masked-haw-_s26-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-haw-_s26-processed-gene-0.45&CDS=1-429	YNL185C
1618	OG0001618	augustus_masked-haw-_s26-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-haw-_s26-processed-gene-0.48&CDS=1-1446	YPL247C
1619	OG0001619	snap_masked-haw-_s268-processed-gene-0.2-mRNA-1_1&gene=snap_masked-haw-_s268-processed-gene-0.2&CDS=1-4980	YML103C
1620	OG0001620	snap_masked-haw-_s270-processed-gene-0.22-mRNA-1_1&gene=snap_masked-haw-_s270-processed-gene-0.22&CDS=1-2307	YOR014W
1621	OG0001621	augustus_masked-haw-_s270-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-haw-_s270-processed-gene-0.5&CDS=1-1341	YLR251W
1622	OG0001622	snap_masked-haw-_s270-processed-gene-0.21-mRNA-1_1&gene=snap_masked-haw-_s270-processed-gene-0.21&CDS=1-972	YGR080W
1623	OG0001623	snap_masked-haw-_s274-processed-gene-0.30-mRNA-1_1&gene=snap_masked-haw-_s274-processed-gene-0.30&CDS=1-1146	YJL171C
1624	OG0001624	snap_masked-haw-_s274-processed-gene-0.45-mRNA-1_1&gene=snap_masked-haw-_s274-processed-gene-0.45&CDS=1-696	YGL136C
1625	OG0001625	snap_masked-haw-_s274-processed-gene-0.31-mRNA-1_1&gene=snap_masked-haw-_s274-processed-gene-0.31&CDS=1-1824	YJR002W
1626	OG0001626	maker-haw-_s274-augustus-gene-0.0-mRNA-1_1&gene=maker-haw-_s274-augustus-gene-0.0&CDS=1-3885	YOL021C
1627	OG0001627	snap_masked-haw-_s274-processed-gene-0.47-mRNA-1_1&gene=snap_masked-haw-_s274-processed-gene-0.47&CDS=1-606	YDR487C
1628	OG0001628	snap_masked-haw-_s274-processed-gene-0.36-mRNA-1_1&gene=snap_masked-haw-_s274-processed-gene-0.36&CDS=1-2559	YOL078W
1629	OG0001629	snap_masked-haw-_s274-processed-gene-0.37-mRNA-1_1&gene=snap_masked-haw-_s274-processed-gene-0.37&CDS=1-198	YOL077W-A
1630	OG0001630	snap_masked-haw-_s274-processed-gene-0.38-mRNA-1_1&gene=snap_masked-haw-_s274-processed-gene-0.38&CDS=1-864	YOL077C
1631	OG0001631	snap_masked-haw-_s274-processed-gene-0.53-mRNA-1_1&gene=snap_masked-haw-_s274-processed-gene-0.53&CDS=1-627	YKL119C
1632	OG0001632	snap_masked-haw-_s274-processed-gene-0.41-mRNA-1_1&gene=snap_masked-haw-_s274-processed-gene-0.41&CDS=1-1332	YNL040W
1633	OG0001633	snap_masked-haw-_s274-processed-gene-0.54-mRNA-1_1&gene=snap_masked-haw-_s274-processed-gene-0.54&CDS=1-945	YBR146W
1634	OG0001634	snap_masked-haw-_s274-processed-gene-0.55-mRNA-1_1&gene=snap_masked-haw-_s274-processed-gene-0.55&CDS=1-3387	YCR033W
1635	OG0001635	snap_masked-haw-_s274-processed-gene-0.56-mRNA-1_1&gene=snap_masked-haw-_s274-processed-gene-0.56&CDS=1-1461	YJL194W
1636	OG0001636	snap_masked-haw-_s274-processed-gene-0.42-mRNA-1_1&gene=snap_masked-haw-_s274-processed-gene-0.42&CDS=1-282	YOL086W-A
1637	OG0001637	snap_masked-haw-_s275-processed-gene-0.4-mRNA-1_1&gene=snap_masked-haw-_s275-processed-gene-0.4&CDS=1-2052	YCL057W
1638	OG0001638	snap_masked-haw-_s276-processed-gene-0.21-mRNA-1_1&gene=snap_masked-haw-_s276-processed-gene-0.21&CDS=1-1575	YGL138C
1639	OG0001639	snap_masked-haw-_s276-processed-gene-0.13-mRNA-1_1&gene=snap_masked-haw-_s276-processed-gene-0.13&CDS=1-3564	YPL217C
1640	OG0001640	snap_masked-haw-_s28-processed-gene-0.19-mRNA-1_1&gene=snap_masked-haw-_s28-processed-gene-0.19&CDS=1-1083	YML060W
1641	OG0001641	snap_masked-haw-_s28-processed-gene-0.12-mRNA-1_1&gene=snap_masked-haw-_s28-processed-gene-0.12&CDS=1-2220	YNL218W
1642	OG0001642	snap_masked-haw-_s28-processed-gene-0.13-mRNA-1_1&gene=snap_masked-haw-_s28-processed-gene-0.13&CDS=1-267	YDR510W
1643	OG0001643	genemark-haw-_s28-processed-gene-0.31-mRNA-1_1&gene=genemark-haw-_s28-processed-gene-0.31&CDS=1-3201	YLR187W
1644	OG0001644	genemark-haw-_s280-processed-gene-0.19-mRNA-1_1&gene=genemark-haw-_s280-processed-gene-0.19&CDS=1-3501	YPR049C
1645	OG0001645	augustus_masked-haw-_s280-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-haw-_s280-processed-gene-0.7&CDS=1-1863	YML042W
1646	OG0001646	snap_masked-haw-_s281-processed-gene-0.2-mRNA-1_1&gene=snap_masked-haw-_s281-processed-gene-0.2&CDS=1-3171	YMR189W
1647	OG0001647	snap_masked-haw-_s284-processed-gene-0.159-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.159&CDS=1-1113	YKR038C
1648	OG0001648	genemark-haw-_s284-processed-gene-0.96-mRNA-1_1&gene=genemark-haw-_s284-processed-gene-0.96&CDS=1-315	YGL030W
1649	OG0001649	genemark-haw-_s284-processed-gene-0.64-mRNA-1_1&gene=genemark-haw-_s284-processed-gene-0.64&CDS=1-1638	YNL275W
1650	OG0001650	augustus_masked-haw-_s284-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-haw-_s284-processed-gene-0.35&CDS=1-1158	YBR057C
1651	OG0001651	augustus_masked-haw-_s284-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-haw-_s284-processed-gene-0.4&CDS=1-1233	YLR116W
1652	OG0001652	snap_masked-haw-_s284-processed-gene-0.131-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.131&CDS=1-1155	YGL213C
1653	OG0001653	genemark-haw-_s284-processed-gene-0.69-mRNA-1_1&gene=genemark-haw-_s284-processed-gene-0.69&CDS=1-2697	YLR382C
1654	OG0001654	snap_masked-haw-_s284-processed-gene-0.168-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.168&CDS=1-2265	YGR150C
1655	OG0001655	snap_masked-haw-_s284-processed-gene-0.169-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.169&CDS=1-1926	YLR143W
1656	OG0001656	snap_masked-haw-_s284-processed-gene-0.134-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.134&CDS=1-564	YBR189W
1657	OG0001657	snap_masked-haw-_s284-processed-gene-0.135-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.135&CDS=1-1983	YKL179C
1658	OG0001658	snap_masked-haw-_s284-processed-gene-0.170-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.170&CDS=1-594	YPR165W
1659	OG0001659	snap_masked-haw-_s284-processed-gene-0.171-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.171&CDS=1-948	YOL093W
1660	OG0001660	snap_masked-haw-_s284-processed-gene-0.138-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.138&CDS=1-1428	YOL072W
1661	OG0001661	snap_masked-haw-_s284-processed-gene-0.178-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.178&CDS=1-2181	YLR047C
1662	OG0001662	snap_masked-haw-_s284-processed-gene-0.179-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.179&CDS=1-516	YMR071C
1663	OG0001663	snap_masked-haw-_s284-processed-gene-0.141-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.141&CDS=1-1233	YGR210C
1664	OG0001664	snap_masked-haw-_s284-processed-gene-0.142-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.142&CDS=1-1065	YJL145W
1665	OG0001665	snap_masked-haw-_s284-processed-gene-0.144-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.144&CDS=1-2910	YKL165C
1666	OG0001666	snap_masked-haw-_s284-processed-gene-0.145-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.145&CDS=1-1506	YKL211C
1667	OG0001667	snap_masked-haw-_s284-processed-gene-0.147-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.147&CDS=1-1833	YKL212W
1668	OG0001668	snap_masked-haw-_s284-processed-gene-0.150-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.150&CDS=1-909	YJR077C
1669	OG0001669	snap_masked-haw-_s284-processed-gene-0.152-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.152&CDS=1-681	YJL148W
1670	OG0001670	snap_masked-haw-_s284-processed-gene-0.154-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.154&CDS=1-738	YER010C
1671	OG0001671	snap_masked-haw-_s284-processed-gene-0.156-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.156&CDS=1-1140	YPL203W
1672	OG0001672	snap_masked-haw-_s284-processed-gene-0.157-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.157&CDS=1-2409	YNL298W
1673	OG0001673	snap_masked-haw-_s295-processed-gene-0.23-mRNA-1_1&gene=snap_masked-haw-_s295-processed-gene-0.23&CDS=1-1479	YJL123C
1674	OG0001674	snap_masked-haw-_s295-processed-gene-0.35-mRNA-1_1&gene=snap_masked-haw-_s295-processed-gene-0.35&CDS=1-993	YJL126W
1675	OG0001675	augustus_masked-haw-_s295-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-haw-_s295-processed-gene-0.54&CDS=1-1263	YLR191W
1676	OG0001676	augustus_masked-haw-_s295-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-haw-_s295-processed-gene-0.64&CDS=1-1377	YLL002W
1677	OG0001677	genemark-haw-_s295-processed-gene-0.6-mRNA-1_1&gene=genemark-haw-_s295-processed-gene-0.6&CDS=1-945	YGR017W
1678	OG0001678	snap_masked-haw-_s295-processed-gene-0.30-mRNA-1_1&gene=snap_masked-haw-_s295-processed-gene-0.30&CDS=1-4509	YDL195W
1679	OG0001679	augustus_masked-haw-_s295-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-haw-_s295-processed-gene-0.72&CDS=1-861	YLR128W
1680	OG0001680	maker-haw-_s295-snap-gene-0.49-mRNA-1_1&gene=maker-haw-_s295-snap-gene-0.49&CDS=1-1761	YLR127C
1681	OG0001681	snap_masked-haw-_s298-processed-gene-0.35-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-0.35&CDS=1-2961	YOR058C
1682	OG0001682	snap_masked-haw-_s298-processed-gene-0.54-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-0.54&CDS=1-1956	YGL099W
1683	OG0001683	maker-haw-_s298-snap-gene-0.112-mRNA-1_1&gene=maker-haw-_s298-snap-gene-0.112&CDS=1-570	YPL218W
1684	OG0001684	snap_masked-haw-_s298-processed-gene-0.37-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-0.37&CDS=1-1815	YER080W
1685	OG0001685	snap_masked-haw-_s298-processed-gene-0.57-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-0.57&CDS=1-492	YBR254C
1686	OG0001686	snap_masked-haw-_s298-processed-gene-0.40-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-0.40&CDS=1-1398	YOL027C
1687	OG0001687	snap_masked-haw-_s298-processed-gene-0.41-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-0.41&CDS=1-2184	YPR018W
1688	OG0001688	maker-haw-_s298-augustus-gene-0.113-mRNA-1_1&gene=maker-haw-_s298-augustus-gene-0.113&CDS=1-4428	YER169W
1689	OG0001689	maker-haw-_s298-augustus-gene-0.114-mRNA-1_1&gene=maker-haw-_s298-augustus-gene-0.114&CDS=1-3885	YDR216W
1690	OG0001690	augustus_masked-haw-_s298-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-haw-_s298-processed-gene-0.27&CDS=1-4008	YDR097C
1691	OG0001691	snap_masked-haw-_s298-processed-gene-0.66-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-0.66&CDS=1-1596	YLR107W
1692	OG0001692	maker-haw-_s298-snap-gene-0.111-mRNA-1_1&gene=maker-haw-_s298-snap-gene-0.111&CDS=1-396	YDR519W
1693	OG0001693	snap_masked-haw-_s298-processed-gene-0.51-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-0.51&CDS=1-780	YCL047C
1694	OG0001694	snap_masked-haw-_s298-processed-gene-0.52-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-0.52&CDS=1-14895	YLR106C
1695	OG0001695	genemark-haw-_s298-processed-gene-1.47-mRNA-1_1&gene=genemark-haw-_s298-processed-gene-1.47&CDS=1-6297	YDR127W
1696	OG0001696	snap_masked-haw-_s298-processed-gene-1.91-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-1.91&CDS=1-1005	YDR460W
1697	OG0001697	snap_masked-haw-_s298-processed-gene-1.93-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-1.93&CDS=1-1341	YDR527W
1698	OG0001698	augustus_masked-haw-_s298-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-haw-_s298-processed-gene-1.26&CDS=1-237	YDR525W-A
1699	OG0001699	augustus_masked-haw-_s298-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-haw-_s298-processed-gene-1.9&CDS=1-2529	YCL045C
