	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035274_Wickerhamomyces_alni
2037	OG0002037	YIR029W	genemark-NODE_25_length_154784_cov_11.6473_ID_6672-processed-gene-0.165-mRNA-1_1&gene=genemark-NODE_25_length_154784_cov_11.6473_ID_6672-processed-gene-0.165&CDS=1-1032
2038	OG0002038	YIR030C	genemark-NODE_9_length_289240_cov_11.2825_ID_8777-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_9_length_289240_cov_11.2825_ID_8777-processed-gene-0.87&CDS=1-666
2039	OG0002039	YIR032C	genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-2.242-mRNA-1_1&gene=genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-2.242&CDS=1-651
2040	OG0002040	YIR034C	genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.79-mRNA-1_1&gene=genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.79&CDS=1-1122
2041	OG0002041	YIR035C	genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.26-mRNA-1_1&gene=genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.26&CDS=1-756
2042	OG0002042	YIR037W	genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.103-mRNA-1_1&gene=genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.103&CDS=1-492
2043	OG0002043	YIR038C	snap_masked-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-0.56&CDS=1-738
2044	OG0002044	YJL001W	maker-NODE_21_length_171380_cov_11.2393_ID_5479-snap-gene-0.199-mRNA-1_1&gene=maker-NODE_21_length_171380_cov_11.2393_ID_5479-snap-gene-0.199&CDS=1-633
2045	OG0002045	YJL002C	genemark-NODE_21_length_171380_cov_11.2393_ID_5479-processed-gene-0.148-mRNA-1_1&gene=genemark-NODE_21_length_171380_cov_11.2393_ID_5479-processed-gene-0.148&CDS=1-1407
2046	OG0002046	YJL003W	genemark-NODE_21_length_171380_cov_11.2393_ID_5479-processed-gene-0.186-mRNA-1_1&gene=genemark-NODE_21_length_171380_cov_11.2393_ID_5479-processed-gene-0.186&CDS=1-354
2047	OG0002047	YJL004C	genemark-NODE_11_length_264536_cov_11.317_ID_9389-processed-gene-1.122-mRNA-1_1&gene=genemark-NODE_11_length_264536_cov_11.317_ID_9389-processed-gene-1.122&CDS=1-579
2048	OG0002048	YJL005W	augustus_masked-NODE_9_length_289240_cov_11.2825_ID_8777-processed-gene-1.259-mRNA-1_1&gene=augustus_masked-NODE_9_length_289240_cov_11.2825_ID_8777-processed-gene-1.259&CDS=1-4392
2049	OG0002049	YJL006C	genemark-NODE_28_length_138905_cov_11.8726_ID_20475-processed-gene-0.174-mRNA-1_1&gene=genemark-NODE_28_length_138905_cov_11.8726_ID_20475-processed-gene-0.174&CDS=1-717
2050	OG0002050	YJL008C	genemark-NODE_28_length_138905_cov_11.8726_ID_20475-processed-gene-0.172-mRNA-1_1&gene=genemark-NODE_28_length_138905_cov_11.8726_ID_20475-processed-gene-0.172&CDS=1-1659
2051	OG0002051	YJL010C	genemark-NODE_28_length_138905_cov_11.8726_ID_20475-processed-gene-0.173-mRNA-1_1&gene=genemark-NODE_28_length_138905_cov_11.8726_ID_20475-processed-gene-0.173&CDS=1-1968
2052	OG0002052	YJL011C	augustus_masked-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.221-mRNA-1_1&gene=augustus_masked-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.221&CDS=1-471
2053	OG0002053	YJL012C	genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-1.104-mRNA-1_1&gene=genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-1.104&CDS=1-2136
2054	OG0002054	YJL014W	genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.15-mRNA-1_1&gene=genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.15&CDS=1-1584
2055	OG0002055	YJL020C	genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-0.99&CDS=1-3198
2056	OG0002056	YJL023C	augustus_masked-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-0.25&CDS=1-708
2057	OG0002057	YJL024C	genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-0.127-mRNA-1_1&gene=genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-0.127&CDS=1-528
2058	OG0002058	YJL025W	augustus_masked-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-0.27&CDS=1-1506
2059	OG0002059	YJL026W	genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-0.20&CDS=1-1236
2060	OG0002060	YJL029C	genemark-NODE_28_length_138905_cov_11.8726_ID_20475-processed-gene-0.207-mRNA-1_1&gene=genemark-NODE_28_length_138905_cov_11.8726_ID_20475-processed-gene-0.207&CDS=1-2382
2061	OG0002061	YJL030W	genemark-NODE_28_length_138905_cov_11.8726_ID_20475-processed-gene-0.210-mRNA-1_1&gene=genemark-NODE_28_length_138905_cov_11.8726_ID_20475-processed-gene-0.210&CDS=1-579
2062	OG0002062	YJL033W	genemark-NODE_28_length_138905_cov_11.8726_ID_20475-processed-gene-0.206-mRNA-1_1&gene=genemark-NODE_28_length_138905_cov_11.8726_ID_20475-processed-gene-0.206&CDS=1-2340
2063	OG0002063	YJL034W	genemark-NODE_28_length_138905_cov_11.8726_ID_20475-processed-gene-0.176-mRNA-1_1&gene=genemark-NODE_28_length_138905_cov_11.8726_ID_20475-processed-gene-0.176&CDS=1-2013
2064	OG0002064	YJL035C	maker-NODE_28_length_138905_cov_11.8726_ID_20475-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_28_length_138905_cov_11.8726_ID_20475-augustus-gene-0.3&CDS=1-1680
2065	OG0002065	YJL036W	genemark-NODE_28_length_138905_cov_11.8726_ID_20475-processed-gene-0.211-mRNA-1_1&gene=genemark-NODE_28_length_138905_cov_11.8726_ID_20475-processed-gene-0.211&CDS=1-1374
2066	OG0002066	YJL039C	genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.96&CDS=1-4965
2067	OG0002067	YJL041W	genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.75&CDS=1-1713
2068	OG0002068	YJL042W	genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-0.79&CDS=1-3660
2069	OG0002069	YJL044C	genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-2.214-mRNA-1_1&gene=genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-2.214&CDS=1-1080
2070	OG0002070	YJL046W	genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-1.29-mRNA-1_1&gene=genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-1.29&CDS=1-1239
2071	OG0002071	YJL049W	genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.28&CDS=1-1293
2072	OG0002072	YJL050W	genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-0.96&CDS=1-3210
2073	OG0002073	YJL053W	genemark-NODE_16_length_205259_cov_12.8162_ID_5189-processed-gene-1.137-mRNA-1_1&gene=genemark-NODE_16_length_205259_cov_12.8162_ID_5189-processed-gene-1.137&CDS=1-870
2074	OG0002074	YJL054W	genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.0&CDS=1-1638
2075	OG0002075	YJL055W	genemark-NODE_17_length_184246_cov_13.1104_ID_6460-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_17_length_184246_cov_13.1104_ID_6460-processed-gene-0.95&CDS=1-693
2076	OG0002076	YJL057C	genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-1.143-mRNA-1_1&gene=genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-1.143&CDS=1-1599
2077	OG0002077	YJL059W	augustus_masked-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-4.17&CDS=1-1152
2078	OG0002078	YJL060W	genemark-NODE_78_length_16074_cov_10.8701_ID_8923-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_78_length_16074_cov_10.8701_ID_8923-processed-gene-0.17&CDS=1-1272
2079	OG0002079	YJL061W	genemark-NODE_78_length_16074_cov_10.8701_ID_8923-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_78_length_16074_cov_10.8701_ID_8923-processed-gene-0.13&CDS=1-1968
2080	OG0002080	YJL062W	genemark-NODE_78_length_16074_cov_10.8701_ID_8923-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_78_length_16074_cov_10.8701_ID_8923-processed-gene-0.11&CDS=1-2379
2081	OG0002081	YJL062W-A	augustus_masked-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.113&CDS=1-261
2082	OG0002082	YJL063C	genemark-NODE_15_length_209627_cov_11.6964_ID_18026-processed-gene-1.169-mRNA-1_1&gene=genemark-NODE_15_length_209627_cov_11.6964_ID_18026-processed-gene-1.169&CDS=1-666
2083	OG0002083	YJL065C	genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.12-mRNA-1_1&gene=genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.12&CDS=1-879
2084	OG0002084	YJL066C	genemark-NODE_38_length_101703_cov_10.941_ID_12574-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_38_length_101703_cov_10.941_ID_12574-processed-gene-0.68&CDS=1-822
2085	OG0002085	YJL068C	genemark-NODE_44_length_76636_cov_14.2264_ID_6859-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_44_length_76636_cov_14.2264_ID_6859-processed-gene-0.76&CDS=1-873
2086	OG0002086	YJL069C	genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.41-mRNA-1_1&gene=genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.41&CDS=1-1620
2087	OG0002087	YJL071W	genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-1.49-mRNA-1_1&gene=genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-1.49&CDS=1-1512
2088	OG0002088	YJL072C	genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-1.51-mRNA-1_1&gene=genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-1.51&CDS=1-462
2089	OG0002089	YJL074C	genemark-NODE_25_length_154784_cov_11.6473_ID_6672-processed-gene-0.155-mRNA-1_1&gene=genemark-NODE_25_length_154784_cov_11.6473_ID_6672-processed-gene-0.155&CDS=1-3606
2090	OG0002090	YJL080C	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-1.4-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-1.4&CDS=1-3588
2091	OG0002091	YJL081C	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-0.119-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-0.119&CDS=1-1500
2092	OG0002092	YJL083W	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-0.99&CDS=1-1881
2093	OG0002093	YJL084C	genemark-NODE_67_length_33304_cov_13.1648_ID_11829-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_67_length_33304_cov_13.1648_ID_11829-processed-gene-0.32&CDS=1-3066
2094	OG0002094	YJL085W	genemark-NODE_67_length_33304_cov_13.1648_ID_11829-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_67_length_33304_cov_13.1648_ID_11829-processed-gene-0.36&CDS=1-1863
2095	OG0002095	YJL087C	genemark-NODE_9_length_289240_cov_11.2825_ID_8777-processed-gene-1.63-mRNA-1_1&gene=genemark-NODE_9_length_289240_cov_11.2825_ID_8777-processed-gene-1.63&CDS=1-2394
2096	OG0002096	YJL088W	genemark-NODE_9_length_289240_cov_11.2825_ID_8777-processed-gene-1.107-mRNA-1_1&gene=genemark-NODE_9_length_289240_cov_11.2825_ID_8777-processed-gene-1.107&CDS=1-993
2097	OG0002097	YJL089W	genemark-NODE_40_length_95558_cov_12.1275_ID_16063-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_40_length_95558_cov_12.1275_ID_16063-processed-gene-0.96&CDS=1-2097
2098	OG0002098	YJL090C	genemark-NODE_40_length_95558_cov_12.1275_ID_16063-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_40_length_95558_cov_12.1275_ID_16063-processed-gene-0.77&CDS=1-2187
2099	OG0002099	YJL091C	genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.66&CDS=1-1500
2100	OG0002100	YJL092W	genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.65&CDS=1-2949
2101	OG0002101	YJL093C	augustus_masked-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.217&CDS=1-1812
2102	OG0002102	YJL094C	genemark-NODE_59_length_44017_cov_14.6585_ID_7578-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_59_length_44017_cov_14.6585_ID_7578-processed-gene-0.20&CDS=1-2058
2103	OG0002103	YJL095W	genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.27&CDS=1-4002
2104	OG0002104	YJL096W	genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.26&CDS=1-549
2105	OG0002105	YJL097W	genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.25&CDS=1-675
2106	OG0002106	YJL099W, YKR027W	
2107	OG0002107	YJL100W	genemark-NODE_44_length_76636_cov_14.2264_ID_6859-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_44_length_76636_cov_14.2264_ID_6859-processed-gene-0.49&CDS=1-2022
2108	OG0002108	YJL101C	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-0.4&CDS=1-2001
2109	OG0002109	YJL102W	genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-0.97&CDS=1-2316
2110	OG0002110	YJL104W	genemark-NODE_19_length_176701_cov_11.6693_ID_5405-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_19_length_176701_cov_11.6693_ID_5405-processed-gene-0.19&CDS=1-387
2111	OG0002111	YJL106W	genemark-NODE_19_length_176701_cov_11.6693_ID_5405-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_19_length_176701_cov_11.6693_ID_5405-processed-gene-0.18&CDS=1-2031
2112	OG0002112	YJL109C	maker-NODE_11_length_264536_cov_11.317_ID_9389-snap-gene-1.192-mRNA-1_1&gene=maker-NODE_11_length_264536_cov_11.317_ID_9389-snap-gene-1.192&CDS=1-8247
2113	OG0002113	YJL111W	genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-0.85&CDS=1-1653
2114	OG0002114	YJL112W	genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-0.84&CDS=1-1965
2115	OG0002115	YJL115W	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-4.101-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-4.101&CDS=1-837
2116	OG0002116	YJL117W	genemark-NODE_34_length_111206_cov_14.0002_ID_6327-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_34_length_111206_cov_14.0002_ID_6327-processed-gene-0.62&CDS=1-882
2117	OG0002117	YJL121C	genemark-NODE_10_length_274997_cov_10.7885_ID_5235-processed-gene-1.154-mRNA-1_1&gene=genemark-NODE_10_length_274997_cov_10.7885_ID_5235-processed-gene-1.154&CDS=1-708
2118	OG0002118	YJL122W	genemark-NODE_10_length_274997_cov_10.7885_ID_5235-processed-gene-1.199-mRNA-1_1&gene=genemark-NODE_10_length_274997_cov_10.7885_ID_5235-processed-gene-1.199&CDS=1-468
2119	OG0002119	YJL123C	genemark-NODE_34_length_111206_cov_14.0002_ID_6327-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_34_length_111206_cov_14.0002_ID_6327-processed-gene-0.66&CDS=1-1257
2120	OG0002120	YJL124C	genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.42-mRNA-1_1&gene=genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.42&CDS=1-486
2121	OG0002121	YJL125C	genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.9-mRNA-1_1&gene=genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.9&CDS=1-1086
2122	OG0002122	YJL126W	snap_masked-NODE_34_length_111206_cov_14.0002_ID_6327-processed-gene-0.158-mRNA-1_1&gene=snap_masked-NODE_34_length_111206_cov_14.0002_ID_6327-processed-gene-0.158&CDS=1-897
2123	OG0002123	YJL127C	augustus_masked-NODE_34_length_111206_cov_14.0002_ID_6327-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_34_length_111206_cov_14.0002_ID_6327-processed-gene-0.7&CDS=1-2400
2124	OG0002124	YJL127C-B	genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-2.75-mRNA-1_1&gene=genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-2.75&CDS=1-207
2125	OG0002125	YJL128C	genemark-NODE_34_length_111206_cov_14.0002_ID_6327-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_34_length_111206_cov_14.0002_ID_6327-processed-gene-0.100&CDS=1-2067
2126	OG0002126	YJL130C	genemark-NODE_34_length_111206_cov_14.0002_ID_6327-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_34_length_111206_cov_14.0002_ID_6327-processed-gene-0.99&CDS=1-6666
2127	OG0002127	YJL131C	augustus_masked-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-2.174-mRNA-1_1&gene=augustus_masked-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-2.174&CDS=1-1122
2128	OG0002128	YJL132W	genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-2.74-mRNA-1_1&gene=genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-2.74&CDS=1-2124
2129	OG0002129	YJL140W	genemark-NODE_20_length_174309_cov_13.8906_ID_18056-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_20_length_174309_cov_13.8906_ID_18056-processed-gene-0.2&CDS=1-600
2130	OG0002130	YJL141C	genemark-NODE_20_length_174309_cov_13.8906_ID_18056-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_20_length_174309_cov_13.8906_ID_18056-processed-gene-0.51&CDS=1-2097
2131	OG0002131	YJL143W	genemark-NODE_20_length_174309_cov_13.8906_ID_18056-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_20_length_174309_cov_13.8906_ID_18056-processed-gene-0.1&CDS=1-462
2132	OG0002132	YJL145W	genemark-NODE_85_length_11139_cov_10.0192_ID_23645-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_85_length_11139_cov_10.0192_ID_23645-processed-gene-0.10&CDS=1-864
2133	OG0002133	YJL148W	maker-NODE_68_length_32012_cov_10.774_ID_8153-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_68_length_32012_cov_10.774_ID_8153-snap-gene-0.0&CDS=1-612
2134	OG0002134	YJL149W	genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.7-mRNA-1_1&gene=genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.7&CDS=1-1680
2135	OG0002135	YJL153C	genemark-NODE_44_length_76636_cov_14.2264_ID_6859-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_44_length_76636_cov_14.2264_ID_6859-processed-gene-0.48&CDS=1-1560
2136	OG0002136	YJL154C	augustus_masked-NODE_35_length_109357_cov_11.5325_ID_7024-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_35_length_109357_cov_11.5325_ID_7024-processed-gene-0.140&CDS=1-5055
2137	OG0002137	YJL156C	genemark-NODE_35_length_109357_cov_11.5325_ID_7024-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_35_length_109357_cov_11.5325_ID_7024-processed-gene-0.88&CDS=1-1998
2138	OG0002138	YJL157C	augustus_masked-NODE_27_length_140818_cov_11.2745_ID_5826-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-NODE_27_length_140818_cov_11.2745_ID_5826-processed-gene-0.178&CDS=1-2994
2139	OG0002139	YJL158C	snap_masked-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.54-mRNA-1_1&gene=snap_masked-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.54&CDS=1-627
2140	OG0002140	YJL163C	genemark-NODE_47_length_71546_cov_14.1678_ID_8848-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_47_length_71546_cov_14.1678_ID_8848-processed-gene-0.74&CDS=1-1593
2141	OG0002141	YJL166W	augustus_masked-NODE_49_length_67856_cov_16.0793_ID_7060-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_49_length_67856_cov_16.0793_ID_7060-processed-gene-0.77&CDS=1-288
2142	OG0002142	YJL167W	genemark-NODE_49_length_67856_cov_16.0793_ID_7060-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_49_length_67856_cov_16.0793_ID_7060-processed-gene-0.32&CDS=1-1056
2143	OG0002143	YJL168C	genemark-NODE_37_length_104688_cov_11.462_ID_6089-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_37_length_104688_cov_11.462_ID_6089-processed-gene-0.102&CDS=1-2982
2144	OG0002144	YJL171C	maker-NODE_37_length_104688_cov_11.462_ID_6089-augustus-gene-0.115-mRNA-1_1&gene=maker-NODE_37_length_104688_cov_11.462_ID_6089-augustus-gene-0.115&CDS=1-1653
2145	OG0002145	YJL176C	genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-1.57&CDS=1-2187
2146	OG0002146	YJL178C	genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-1.60-mRNA-1_1&gene=genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-1.60&CDS=1-801
2147	OG0002147	YJL179W	augustus_masked-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-1.26&CDS=1-360
2148	OG0002148	YJL180C	genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-1.61-mRNA-1_1&gene=genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-1.61&CDS=1-957
2149	OG0002149	YJL183W	genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-1.63-mRNA-1_1&gene=genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-1.63&CDS=1-1227
2150	OG0002150	YJL184W	augustus_masked-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-1.8&CDS=1-348
2151	OG0002151	YJL187C	genemark-NODE_37_length_104688_cov_11.462_ID_6089-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_37_length_104688_cov_11.462_ID_6089-processed-gene-0.72&CDS=1-2544
2152	OG0002152	YJL189W	genemark-NODE_37_length_104688_cov_11.462_ID_6089-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_37_length_104688_cov_11.462_ID_6089-processed-gene-0.71&CDS=1-153
2153	OG0002153	YJL190C	genemark-NODE_37_length_104688_cov_11.462_ID_6089-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_37_length_104688_cov_11.462_ID_6089-processed-gene-0.98&CDS=1-390
2154	OG0002154	YJL192C	genemark-NODE_37_length_104688_cov_11.462_ID_6089-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_37_length_104688_cov_11.462_ID_6089-processed-gene-0.95&CDS=1-741
2155	OG0002155	YJL194W	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-3.111-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-3.111&CDS=1-1884
2156	OG0002156	YJL197W	genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-0.91&CDS=1-3984
2157	OG0002157	YJL200C	genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-1.39&CDS=1-2406
2158	OG0002158	YJL201W	genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-1.20-mRNA-1_1&gene=genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-1.20&CDS=1-1617
2159	OG0002159	YJL204C	genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.108-mRNA-1_1&gene=genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.108&CDS=1-2283
