	OrthologID	Saccharomyces_cerevisiae	Spathaspora_girioi
1937	OG0001937	YJL111W	genemark-LQMS01002208.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQMS01002208.1-processed-gene-0.12&CDS=1-1635
1938	OG0001938	YJL115W	genemark-LQMS01002326.1-processed-gene-0.42-mRNA-1_1&gene=genemark-LQMS01002326.1-processed-gene-0.42&CDS=1-747
1939	OG0001939	YJL117W	genemark-LQMS01002360.1-processed-gene-0.108-mRNA-1_1&gene=genemark-LQMS01002360.1-processed-gene-0.108&CDS=1-1056
1940	OG0001940	YJL121C	genemark-LQMS01002339.1-processed-gene-0.87-mRNA-1_1&gene=genemark-LQMS01002339.1-processed-gene-0.87&CDS=1-699
1941	OG0001941	YJL122W	genemark-LQMS01002339.1-processed-gene-0.57-mRNA-1_1&gene=genemark-LQMS01002339.1-processed-gene-0.57&CDS=1-468
1942	OG0001942	YJL123C	genemark-LQMS01002347.1-processed-gene-0.109-mRNA-1_1&gene=genemark-LQMS01002347.1-processed-gene-0.109&CDS=1-1281
1943	OG0001943	YJL124C	genemark-LQMS01002313.1-processed-gene-0.54-mRNA-1_1&gene=genemark-LQMS01002313.1-processed-gene-0.54&CDS=1-516
1944	OG0001944	YJL126W	genemark-LQMS01002313.1-processed-gene-0.38-mRNA-1_1&gene=genemark-LQMS01002313.1-processed-gene-0.38&CDS=1-879
1945	OG0001945	YJL127C	maker-LQMS01002374.1-augustus-gene-0.263-mRNA-1_1&gene=maker-LQMS01002374.1-augustus-gene-0.263&CDS=1-2388
1946	OG0001946	YJL127C-B	augustus_masked-LQMS01002233.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LQMS01002233.1-processed-gene-0.20&CDS=1-207
1947	OG0001947	YJL128C	genemark-LQMS01002376.1-processed-gene-0.73-mRNA-1_1&gene=genemark-LQMS01002376.1-processed-gene-0.73&CDS=1-2223
1948	OG0001948	YJL130C	genemark-LQMS01002374.1-processed-gene-0.40-mRNA-1_1&gene=genemark-LQMS01002374.1-processed-gene-0.40&CDS=1-6654
1949	OG0001949	YJL131C	genemark-LQMS01002249.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQMS01002249.1-processed-gene-0.11&CDS=1-1065
1950	OG0001950	YJL141C	genemark-LQMS01002357.1-processed-gene-0.109-mRNA-1_1&gene=genemark-LQMS01002357.1-processed-gene-0.109&CDS=1-2259
1951	OG0001951	YJL143W	genemark-LQMS01002357.1-processed-gene-0.110-mRNA-1_1&gene=genemark-LQMS01002357.1-processed-gene-0.110&CDS=1-462
1952	OG0001952	YJL145W	genemark-LQMS01002292.1-processed-gene-0.21-mRNA-1_1&gene=genemark-LQMS01002292.1-processed-gene-0.21&CDS=1-960
1953	OG0001953	YJL148W	genemark-LQMS01002380.1-processed-gene-2.69-mRNA-1_1&gene=genemark-LQMS01002380.1-processed-gene-2.69&CDS=1-687
1954	OG0001954	YJL153C	genemark-LQMS01002342.1-processed-gene-0.57-mRNA-1_1&gene=genemark-LQMS01002342.1-processed-gene-0.57&CDS=1-1560
1955	OG0001955	YJL154C	genemark-LQMS01002356.1-processed-gene-0.171-mRNA-1_1&gene=genemark-LQMS01002356.1-processed-gene-0.171&CDS=1-2760
1956	OG0001956	YJL155C	genemark-LQMS01002305.1-processed-gene-0.38-mRNA-1_1&gene=genemark-LQMS01002305.1-processed-gene-0.38&CDS=1-1368
1957	OG0001957	YJL156C	maker-LQMS01002305.1-augustus-gene-0.4-mRNA-1_1&gene=maker-LQMS01002305.1-augustus-gene-0.4&CDS=1-2502
1958	OG0001958	YJL157C	augustus_masked-LQMS01002339.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-LQMS01002339.1-processed-gene-0.39&CDS=1-3192
1959	OG0001959	YJL166W	snap_masked-LQMS01002357.1-processed-gene-0.166-mRNA-1_1&gene=snap_masked-LQMS01002357.1-processed-gene-0.166&CDS=1-285
1960	OG0001960	YJL167W	genemark-LQMS01002357.1-processed-gene-0.81-mRNA-1_1&gene=genemark-LQMS01002357.1-processed-gene-0.81&CDS=1-1053
1961	OG0001961	YJL168C	genemark-LQMS01002377.1-processed-gene-1.40-mRNA-1_1&gene=genemark-LQMS01002377.1-processed-gene-1.40&CDS=1-2190
1962	OG0001962	YJL171C	genemark-LQMS01002318.1-processed-gene-0.81-mRNA-1_1&gene=genemark-LQMS01002318.1-processed-gene-0.81&CDS=1-1173
1963	OG0001963	YJL176C	genemark-LQMS01002357.1-processed-gene-0.82-mRNA-1_1&gene=genemark-LQMS01002357.1-processed-gene-0.82&CDS=1-2922
1964	OG0001964	YJL179W	genemark-LQMS01002370.1-processed-gene-0.53-mRNA-1_1&gene=genemark-LQMS01002370.1-processed-gene-0.53&CDS=1-351
1965	OG0001965	YJL180C	genemark-LQMS01002370.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQMS01002370.1-processed-gene-0.13&CDS=1-1062
1966	OG0001966	YJL183W	genemark-LQMS01002378.1-processed-gene-0.32-mRNA-1_1&gene=genemark-LQMS01002378.1-processed-gene-0.32&CDS=1-1302
1967	OG0001967	YJL187C	genemark-LQMS01002380.1-processed-gene-1.62-mRNA-1_1&gene=genemark-LQMS01002380.1-processed-gene-1.62&CDS=1-3399
1968	OG0001968	YJL197W	snap_masked-LQMS01002364.1-processed-gene-0.132-mRNA-1_1&gene=snap_masked-LQMS01002364.1-processed-gene-0.132&CDS=1-3750
1969	OG0001969	YJL200C	genemark-LQMS01002265.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQMS01002265.1-processed-gene-0.13&CDS=1-2397
1970	OG0001970	YJL201W	genemark-LQMS01002315.1-processed-gene-0.26-mRNA-1_1&gene=genemark-LQMS01002315.1-processed-gene-0.26&CDS=1-1650
1971	OG0001971	YJL203W	genemark-LQMS01002258.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQMS01002258.1-processed-gene-0.7&CDS=1-1206
1972	OG0001972	YJL204C	genemark-LQMS01002109.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQMS01002109.1-processed-gene-0.1&CDS=1-2208
1973	OG0001973	YJL207C	snap_masked-LQMS01002314.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-LQMS01002314.1-processed-gene-0.28&CDS=1-5922
1974	OG0001974	YJL208C	genemark-LQMS01002205.1-processed-gene-0.15-mRNA-1_1&gene=genemark-LQMS01002205.1-processed-gene-0.15&CDS=1-966
1975	OG0001975	YJR001W	genemark-LQMS01002339.1-processed-gene-0.82-mRNA-1_1&gene=genemark-LQMS01002339.1-processed-gene-0.82&CDS=1-1800
1976	OG0001976	YJR002W	genemark-LQMS01002318.1-processed-gene-0.82-mRNA-1_1&gene=genemark-LQMS01002318.1-processed-gene-0.82&CDS=1-1797
1977	OG0001977	YJR005W	genemark-LQMS01002352.1-processed-gene-0.124-mRNA-1_1&gene=genemark-LQMS01002352.1-processed-gene-0.124&CDS=1-2097
1978	OG0001978	YJR006W	genemark-LQMS01002299.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQMS01002299.1-processed-gene-0.10&CDS=1-1248
1979	OG0001979	YJR007W	genemark-LQMS01002140.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQMS01002140.1-processed-gene-0.6&CDS=1-900
1980	OG0001980	YJR008W	genemark-LQMS01002352.1-processed-gene-0.123-mRNA-1_1&gene=genemark-LQMS01002352.1-processed-gene-0.123&CDS=1-1023
1981	OG0001981	YJR010W	genemark-LQMS01002375.1-processed-gene-0.122-mRNA-1_1&gene=genemark-LQMS01002375.1-processed-gene-0.122&CDS=1-1563
1982	OG0001982	YJR013W	genemark-LQMS01002261.1-processed-gene-0.61-mRNA-1_1&gene=genemark-LQMS01002261.1-processed-gene-0.61&CDS=1-1296
1983	OG0001983	YJR014W	genemark-LQMS01002323.1-processed-gene-0.79-mRNA-1_1&gene=genemark-LQMS01002323.1-processed-gene-0.79&CDS=1-579
1984	OG0001984	YJR016C	genemark-LQMS01002155.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQMS01002155.1-processed-gene-0.1&CDS=1-1794
1985	OG0001985	YJR024C	genemark-LQMS01002322.1-processed-gene-0.39-mRNA-1_1&gene=genemark-LQMS01002322.1-processed-gene-0.39&CDS=1-822
1986	OG0001986	YJR025C	genemark-LQMS01002326.1-processed-gene-0.33-mRNA-1_1&gene=genemark-LQMS01002326.1-processed-gene-0.33&CDS=1-510
1987	OG0001987	YJR032W	genemark-LQMS01002206.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQMS01002206.1-processed-gene-0.5&CDS=1-1116
1988	OG0001988	YJR033C	genemark-LQMS01002350.1-processed-gene-0.29-mRNA-1_1&gene=genemark-LQMS01002350.1-processed-gene-0.29&CDS=1-4335
1989	OG0001989	YJR034W	genemark-LQMS01002350.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQMS01002350.1-processed-gene-0.1&CDS=1-375
1990	OG0001990	YJR035W	augustus_masked-LQMS01002284.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LQMS01002284.1-processed-gene-0.13&CDS=1-4002
1991	OG0001991	YJR036C	genemark-LQMS01002299.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQMS01002299.1-processed-gene-0.8&CDS=1-2715
1992	OG0001992	YJR040W	augustus_masked-LQMS01002359.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LQMS01002359.1-processed-gene-0.20&CDS=1-2286
1993	OG0001993	YJR041C	genemark-LQMS01002359.1-processed-gene-0.93-mRNA-1_1&gene=genemark-LQMS01002359.1-processed-gene-0.93&CDS=1-3252
1994	OG0001994	YJR042W	genemark-LQMS01002359.1-processed-gene-0.95-mRNA-1_1&gene=genemark-LQMS01002359.1-processed-gene-0.95&CDS=1-2259
1995	OG0001995	YJR044C	genemark-LQMS01002306.1-processed-gene-0.55-mRNA-1_1&gene=genemark-LQMS01002306.1-processed-gene-0.55&CDS=1-435
1996	OG0001996	YJR045C	genemark-LQMS01002371.1-processed-gene-0.21-mRNA-1_1&gene=genemark-LQMS01002371.1-processed-gene-0.21&CDS=1-1947
1997	OG0001997	YJR053W	genemark-LQMS01002183.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQMS01002183.1-processed-gene-0.10&CDS=1-1755
1998	OG0001998	YJR055W	genemark-LQMS01002303.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQMS01002303.1-processed-gene-0.5&CDS=1-420
1999	OG0001999	YJR057W	genemark-LQMS01002371.1-processed-gene-0.52-mRNA-1_1&gene=genemark-LQMS01002371.1-processed-gene-0.52&CDS=1-666
2000	OG0002000	YJR060W	genemark-LQMS01002309.1-processed-gene-0.48-mRNA-1_1&gene=genemark-LQMS01002309.1-processed-gene-0.48&CDS=1-678
2001	OG0002001	YJR062C	genemark-LQMS01002340.1-processed-gene-0.77-mRNA-1_1&gene=genemark-LQMS01002340.1-processed-gene-0.77&CDS=1-948
2002	OG0002002	YJR063W	genemark-LQMS01002213.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQMS01002213.1-processed-gene-0.16&CDS=1-369
2003	OG0002003	YJR064W	genemark-LQMS01002213.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQMS01002213.1-processed-gene-0.10&CDS=1-1641
2004	OG0002004	YJR065C	genemark-LQMS01002213.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQMS01002213.1-processed-gene-0.11&CDS=1-1281
2005	OG0002005	YJR068W	augustus_masked-LQMS01002226.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-LQMS01002226.1-processed-gene-0.30&CDS=1-2157
2006	OG0002006	YJR069C	maker-LQMS01002281.1-augustus-gene-0.3-mRNA-1_1&gene=maker-LQMS01002281.1-augustus-gene-0.3&CDS=1-945
2007	OG0002007	YJR070C	genemark-LQMS01002213.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQMS01002213.1-processed-gene-0.9&CDS=1-951
2008	OG0002008	YJR072C	genemark-LQMS01002373.1-processed-gene-0.90-mRNA-1_1&gene=genemark-LQMS01002373.1-processed-gene-0.90&CDS=1-1119
2009	OG0002009	YJR073C	genemark-LQMS01002362.1-processed-gene-0.55-mRNA-1_1&gene=genemark-LQMS01002362.1-processed-gene-0.55&CDS=1-645
2010	OG0002010	YJR074W	genemark-LQMS01002336.1-processed-gene-0.117-mRNA-1_1&gene=genemark-LQMS01002336.1-processed-gene-0.117&CDS=1-522
2011	OG0002011	YJR075W	genemark-LQMS01002336.1-processed-gene-0.100-mRNA-1_1&gene=genemark-LQMS01002336.1-processed-gene-0.100&CDS=1-1197
2012	OG0002012	YJR076C	genemark-LQMS01002269.1-processed-gene-0.29-mRNA-1_1&gene=genemark-LQMS01002269.1-processed-gene-0.29&CDS=1-1179
2013	OG0002013	YJR077C	genemark-LQMS01002380.1-processed-gene-2.68-mRNA-1_1&gene=genemark-LQMS01002380.1-processed-gene-2.68&CDS=1-912
2014	OG0002014	YJR078W	maker-LQMS01002235.1-augustus-gene-0.33-mRNA-1_1&gene=maker-LQMS01002235.1-augustus-gene-0.33&CDS=1-2754
2015	OG0002015	YJR084W	genemark-LQMS01002344.1-processed-gene-0.22-mRNA-1_1&gene=genemark-LQMS01002344.1-processed-gene-0.22&CDS=1-1347
2016	OG0002016	YJR085C	genemark-LQMS01002279.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQMS01002279.1-processed-gene-0.5&CDS=1-327
2017	OG0002017	YJR086W	genemark-LQMS01002306.1-processed-gene-0.48-mRNA-1_1&gene=genemark-LQMS01002306.1-processed-gene-0.48&CDS=1-267
2018	OG0002018	YJR090C	genemark-LQMS01002344.1-processed-gene-0.42-mRNA-1_1&gene=genemark-LQMS01002344.1-processed-gene-0.42&CDS=1-2229
2019	OG0002019	YJR092W	genemark-LQMS01002344.1-processed-gene-0.44-mRNA-1_1&gene=genemark-LQMS01002344.1-processed-gene-0.44&CDS=1-4719
2020	OG0002020	YJR093C	genemark-LQMS01002344.1-processed-gene-0.43-mRNA-1_1&gene=genemark-LQMS01002344.1-processed-gene-0.43&CDS=1-927
2021	OG0002021	YJR095W	genemark-LQMS01002344.1-processed-gene-0.34-mRNA-1_1&gene=genemark-LQMS01002344.1-processed-gene-0.34&CDS=1-972
2022	OG0002022	YJR096W	genemark-LQMS01002277.1-processed-gene-0.57-mRNA-1_1&gene=genemark-LQMS01002277.1-processed-gene-0.57&CDS=1-843
2023	OG0002023	YJR097W	augustus_masked-LQMS01002252.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMS01002252.1-processed-gene-0.1&CDS=1-462
2024	OG0002024	YJR098C	genemark-LQMS01002207.1-processed-gene-0.15-mRNA-1_1&gene=genemark-LQMS01002207.1-processed-gene-0.15&CDS=1-2097
2025	OG0002025	YJR099W	genemark-LQMS01002364.1-processed-gene-0.108-mRNA-1_1&gene=genemark-LQMS01002364.1-processed-gene-0.108&CDS=1-705
2026	OG0002026	YJR100C	snap_masked-LQMS01002344.1-processed-gene-0.85-mRNA-1_1&gene=snap_masked-LQMS01002344.1-processed-gene-0.85&CDS=1-981
2027	OG0002027	YJR101W	maker-LQMS01002344.1-snap-gene-0.148-mRNA-1_1&gene=maker-LQMS01002344.1-snap-gene-0.148&CDS=1-1737
2028	OG0002028	YJR102C	genemark-LQMS01002344.1-processed-gene-0.40-mRNA-1_1&gene=genemark-LQMS01002344.1-processed-gene-0.40&CDS=1-606
2029	OG0002029	YJR104C	snap_masked-LQMS01002379.1-processed-gene-1.90-mRNA-1_1&gene=snap_masked-LQMS01002379.1-processed-gene-1.90&CDS=1-525
2030	OG0002030	YJR105W	genemark-LQMS01002287.1-processed-gene-0.50-mRNA-1_1&gene=genemark-LQMS01002287.1-processed-gene-0.50&CDS=1-4023
2031	OG0002031	YJR107W	genemark-LQMS01002330.1-processed-gene-0.45-mRNA-1_1&gene=genemark-LQMS01002330.1-processed-gene-0.45&CDS=1-1998
2032	OG0002032	YJR109C	genemark-LQMS01002314.1-processed-gene-0.15-mRNA-1_1&gene=genemark-LQMS01002314.1-processed-gene-0.15&CDS=1-3417
2033	OG0002033	YJR110W	maker-LQMS01002192.1-snap-gene-0.2-mRNA-1_1&gene=maker-LQMS01002192.1-snap-gene-0.2&CDS=1-3768
2034	OG0002034	YJR112W	augustus_masked-LQMS01002335.1-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-LQMS01002335.1-processed-gene-0.136&CDS=1-615
2035	OG0002035	YJR113C	genemark-LQMS01002217.1-processed-gene-0.23-mRNA-1_1&gene=genemark-LQMS01002217.1-processed-gene-0.23&CDS=1-819
2036	OG0002036	YJR116W	genemark-LQMS01002378.1-processed-gene-1.59-mRNA-1_1&gene=genemark-LQMS01002378.1-processed-gene-1.59&CDS=1-873
2037	OG0002037	YJR117W	maker-LQMS01002243.1-augustus-gene-0.47-mRNA-1_1&gene=maker-LQMS01002243.1-augustus-gene-0.47&CDS=1-2094
2038	OG0002038	YJR118C	genemark-LQMS01002378.1-processed-gene-1.23-mRNA-1_1&gene=genemark-LQMS01002378.1-processed-gene-1.23&CDS=1-501
2039	OG0002039	YJR119C	genemark-LQMS01002243.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQMS01002243.1-processed-gene-0.4&CDS=1-2451
2040	OG0002040	YJR121W	genemark-LQMS01002243.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQMS01002243.1-processed-gene-0.5&CDS=1-1506
2041	OG0002041	YJR122W	genemark-LQMS01002337.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQMS01002337.1-processed-gene-0.1&CDS=1-1305
2042	OG0002042	YJR123W	genemark-LQMS01002285.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQMS01002285.1-processed-gene-0.4&CDS=1-675
2043	OG0002043	YJR124C	snap_masked-LQMS01002285.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-LQMS01002285.1-processed-gene-0.24&CDS=1-1332
2044	OG0002044	YJR125C	genemark-LQMS01002171.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQMS01002171.1-processed-gene-0.1&CDS=1-1353
2045	OG0002045	YJR126C	genemark-LQMS01002339.1-processed-gene-0.86-mRNA-1_1&gene=genemark-LQMS01002339.1-processed-gene-0.86&CDS=1-2322
2046	OG0002046	YJR131W	genemark-LQMS01002160.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQMS01002160.1-processed-gene-0.9&CDS=1-1941
2047	OG0002047	YJR132W	genemark-LQMS01002323.1-processed-gene-0.91-mRNA-1_1&gene=genemark-LQMS01002323.1-processed-gene-0.91&CDS=1-3102
2048	OG0002048	YJR135W-A	snap_masked-LQMS01002348.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-LQMS01002348.1-processed-gene-0.29&CDS=1-267
2049	OG0002049	YJR137C	genemark-LQMS01002357.1-processed-gene-0.125-mRNA-1_1&gene=genemark-LQMS01002357.1-processed-gene-0.125&CDS=1-4305
2050	OG0002050	YJR138W	genemark-LQMS01002378.1-processed-gene-0.23-mRNA-1_1&gene=genemark-LQMS01002378.1-processed-gene-0.23&CDS=1-5388
2051	OG0002051	YJR139C	genemark-LQMS01002378.1-processed-gene-0.44-mRNA-1_1&gene=genemark-LQMS01002378.1-processed-gene-0.44&CDS=1-1077
2052	OG0002052	YJR140C	genemark-LQMS01002348.1-processed-gene-0.88-mRNA-1_1&gene=genemark-LQMS01002348.1-processed-gene-0.88&CDS=1-5169
2053	OG0002053	YJR141W	augustus_masked-LQMS01002357.1-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-LQMS01002357.1-processed-gene-0.58&CDS=1-735
2054	OG0002054	YJR142W	genemark-LQMS01002357.1-processed-gene-0.121-mRNA-1_1&gene=genemark-LQMS01002357.1-processed-gene-0.121&CDS=1-951
2055	OG0002055	YJR143C	genemark-LQMS01002357.1-processed-gene-0.91-mRNA-1_1&gene=genemark-LQMS01002357.1-processed-gene-0.91&CDS=1-2253
2056	OG0002056	YJR144W	genemark-LQMS01002378.1-processed-gene-0.20-mRNA-1_1&gene=genemark-LQMS01002378.1-processed-gene-0.20&CDS=1-843
2057	OG0002057	YJR149W	genemark-LQMS01002363.1-processed-gene-0.66-mRNA-1_1&gene=genemark-LQMS01002363.1-processed-gene-0.66&CDS=1-1341
2058	OG0002058	YKL001C	genemark-LQMS01002366.1-processed-gene-0.126-mRNA-1_1&gene=genemark-LQMS01002366.1-processed-gene-0.126&CDS=1-600
2059	OG0002059	YKL002W	genemark-LQMS01002366.1-processed-gene-0.157-mRNA-1_1&gene=genemark-LQMS01002366.1-processed-gene-0.157&CDS=1-699
2060	OG0002060	YKL003C	genemark-LQMS01002366.1-processed-gene-0.156-mRNA-1_1&gene=genemark-LQMS01002366.1-processed-gene-0.156&CDS=1-363
2061	OG0002061	YKL004W	snap_masked-LQMS01002332.1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-LQMS01002332.1-processed-gene-0.36&CDS=1-1419
2062	OG0002062	YKL007W	genemark-LQMS01002368.1-processed-gene-0.47-mRNA-1_1&gene=genemark-LQMS01002368.1-processed-gene-0.47&CDS=1-780
2063	OG0002063	YKL009W	genemark-LQMS01002248.1-processed-gene-0.18-mRNA-1_1&gene=genemark-LQMS01002248.1-processed-gene-0.18&CDS=1-699
2064	OG0002064	YKL010C	genemark-LQMS01002368.1-processed-gene-0.48-mRNA-1_1&gene=genemark-LQMS01002368.1-processed-gene-0.48&CDS=1-4452
2065	OG0002065	YKL012W	snap_masked-LQMS01002368.1-processed-gene-0.82-mRNA-1_1&gene=snap_masked-LQMS01002368.1-processed-gene-0.82&CDS=1-1686
2066	OG0002066	YKL013C	augustus_masked-LQMS01002368.1-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-LQMS01002368.1-processed-gene-0.154&CDS=1-513
2067	OG0002067	YKL014C	genemark-LQMS01002282.1-processed-gene-0.15-mRNA-1_1&gene=genemark-LQMS01002282.1-processed-gene-0.15&CDS=1-5058
2068	OG0002068	YKL015W	genemark-LQMS01002358.1-processed-gene-0.86-mRNA-1_1&gene=genemark-LQMS01002358.1-processed-gene-0.86&CDS=1-3069
2069	OG0002069	YKL016C	genemark-LQMS01002282.1-processed-gene-0.18-mRNA-1_1&gene=genemark-LQMS01002282.1-processed-gene-0.18&CDS=1-525
2070	OG0002070	YKL017C	genemark-LQMS01002282.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQMS01002282.1-processed-gene-0.14&CDS=1-2055
2071	OG0002071	YKL018W	snap_masked-LQMS01002282.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-LQMS01002282.1-processed-gene-0.39&CDS=1-1797
2072	OG0002072	YKL019W	genemark-LQMS01002292.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQMS01002292.1-processed-gene-0.14&CDS=1-918
2073	OG0002073	YKL021C	genemark-LQMS01002338.1-processed-gene-0.63-mRNA-1_1&gene=genemark-LQMS01002338.1-processed-gene-0.63&CDS=1-1374
2074	OG0002074	YKL022C	genemark-LQMS01002338.1-processed-gene-0.75-mRNA-1_1&gene=genemark-LQMS01002338.1-processed-gene-0.75&CDS=1-1929
2075	OG0002075	YKL025C	genemark-LQMS01002296.1-processed-gene-0.43-mRNA-1_1&gene=genemark-LQMS01002296.1-processed-gene-0.43&CDS=1-1770
2076	OG0002076	YKL027W	augustus_masked-LQMS01002318.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LQMS01002318.1-processed-gene-0.9&CDS=1-2709
2077	OG0002077	YKL028W	genemark-LQMS01002280.1-processed-gene-0.27-mRNA-1_1&gene=genemark-LQMS01002280.1-processed-gene-0.27&CDS=1-1158
2078	OG0002078	YKL029C	genemark-LQMS01002328.1-processed-gene-0.25-mRNA-1_1&gene=genemark-LQMS01002328.1-processed-gene-0.25&CDS=1-1875
2079	OG0002079	YKL033W	genemark-LQMS01002378.1-processed-gene-1.54-mRNA-1_1&gene=genemark-LQMS01002378.1-processed-gene-1.54&CDS=1-3525
2080	OG0002080	YKL034W	snap_masked-LQMS01002283.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-LQMS01002283.1-processed-gene-0.10&CDS=1-2364
2081	OG0002081	YKL035W	genemark-LQMS01002326.1-processed-gene-0.30-mRNA-1_1&gene=genemark-LQMS01002326.1-processed-gene-0.30&CDS=1-1497
2082	OG0002082	YKL040C	genemark-LQMS01002295.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQMS01002295.1-processed-gene-0.8&CDS=1-729
2083	OG0002083	YKL041W	genemark-LQMS01002252.1-processed-gene-0.26-mRNA-1_1&gene=genemark-LQMS01002252.1-processed-gene-0.26&CDS=1-657
2084	OG0002084	YKL043W	genemark-LQMS01002284.1-processed-gene-0.30-mRNA-1_1&gene=genemark-LQMS01002284.1-processed-gene-0.30&CDS=1-1401
2085	OG0002085	YKL045W	genemark-LQMS01002309.1-processed-gene-0.34-mRNA-1_1&gene=genemark-LQMS01002309.1-processed-gene-0.34&CDS=1-1482
2086	OG0002086	YKL046C	maker-LQMS01002359.1-snap-gene-0.157-mRNA-1_1&gene=maker-LQMS01002359.1-snap-gene-0.157&CDS=1-2889
2087	OG0002087	YKL047W	genemark-LQMS01002293.1-processed-gene-0.36-mRNA-1_1&gene=genemark-LQMS01002293.1-processed-gene-0.36&CDS=1-1542
2088	OG0002088	YKL051W	genemark-LQMS01002349.1-processed-gene-0.82-mRNA-1_1&gene=genemark-LQMS01002349.1-processed-gene-0.82&CDS=1-825
2089	OG0002089	YKL054C	genemark-LQMS01002229.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQMS01002229.1-processed-gene-0.9&CDS=1-2106
2090	OG0002090	YKL055C	augustus_masked-LQMS01002368.1-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-LQMS01002368.1-processed-gene-0.193&CDS=1-711
2091	OG0002091	YKL056C	genemark-LQMS01002368.1-processed-gene-0.26-mRNA-1_1&gene=genemark-LQMS01002368.1-processed-gene-0.26&CDS=1-501
2092	OG0002092	YKL058W	genemark-LQMS01002229.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQMS01002229.1-processed-gene-0.2&CDS=1-375
2093	OG0002093	YKL059C	genemark-LQMS01002229.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQMS01002229.1-processed-gene-0.5&CDS=1-1431
2094	OG0002094	YKL060C	genemark-LQMS01002229.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQMS01002229.1-processed-gene-0.11&CDS=1-1077
2095	OG0002095	YKL064W	augustus_masked-LQMS01002321.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LQMS01002321.1-processed-gene-0.14&CDS=1-3687
2096	OG0002096	YKL067W	genemark-LQMS01002322.1-processed-gene-0.56-mRNA-1_1&gene=genemark-LQMS01002322.1-processed-gene-0.56&CDS=1-453
2097	OG0002097	YKL069W	genemark-LQMS01002248.1-processed-gene-0.19-mRNA-1_1&gene=genemark-LQMS01002248.1-processed-gene-0.19&CDS=1-531
2098	OG0002098	YKL070W	genemark-LQMS01002339.1-processed-gene-0.81-mRNA-1_1&gene=genemark-LQMS01002339.1-processed-gene-0.81&CDS=1-654
2099	OG0002099	YKL073W	genemark-LQMS01002174.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQMS01002174.1-processed-gene-0.14&CDS=1-2688
2100	OG0002100	YKL074C	genemark-LQMS01002174.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQMS01002174.1-processed-gene-0.13&CDS=1-1917
2101	OG0002101	YKL077W	genemark-LQMS01002361.1-processed-gene-0.59-mRNA-1_1&gene=genemark-LQMS01002361.1-processed-gene-0.59&CDS=1-1347
