	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035641_Yamadazyma_scolyti
1051	OG0001051	YDR489W	augustus_masked-NODE_40_length_55667_cov_57.0441_ID_4107-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_40_length_55667_cov_57.0441_ID_4107-processed-gene-0.29&CDS=1-681
1052	OG0001052	YDR493W	genemark-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-10.103-mRNA-1_1&gene=genemark-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-10.103&CDS=1-348
1053	OG0001053	YDR496C	augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-0.46&CDS=1-2019
1054	OG0001054	YDR498C	genemark-NODE_22_length_122971_cov_32.7259_ID_7671-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_22_length_122971_cov_32.7259_ID_7671-processed-gene-0.53&CDS=1-987
1055	OG0001055	YDR502C	augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-1.101&CDS=1-1152
1056	OG0001056	YDR511W	augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-2.4&CDS=1-363
1057	OG0001057	YDR512C	augustus_masked-NODE_14_length_232044_cov_26.2844_ID_2850-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_14_length_232044_cov_26.2844_ID_2850-processed-gene-1.25&CDS=1-423
1058	OG0001058	YDR517W	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-9.105-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-9.105&CDS=1-1233
1059	OG0001059	YDR524C	genemark-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-4.95-mRNA-1_1&gene=genemark-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-4.95&CDS=1-2520
1060	OG0001060	YDR525W-A	augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-4.26&CDS=1-240
1061	OG0001061	YDR527W	augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-4.41&CDS=1-1356
1062	OG0001062	YDR529C	augustus_masked-NODE_36_length_64859_cov_30.1357_ID_7042-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_36_length_64859_cov_30.1357_ID_7042-processed-gene-0.53&CDS=1-378
1063	OG0001063	YDR531W	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.282-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.282&CDS=1-1248
1064	OG0001064	YDR533C	augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-1.51&CDS=1-702
1065	OG0001065	YEL002C	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-7.115-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-7.115&CDS=1-1278
1066	OG0001066	YEL003W	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-7.114-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-7.114&CDS=1-366
1067	OG0001067	YEL009C	augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-0.116&CDS=1-714
1068	OG0001068	YEL011W	augustus_masked-NODE_15_length_231884_cov_38.0692_ID_3232-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-NODE_15_length_231884_cov_38.0692_ID_3232-processed-gene-1.132&CDS=1-2103
1069	OG0001069	YEL012W	genemark-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-9.18-mRNA-1_1&gene=genemark-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-9.18&CDS=1-573
1070	OG0001070	YEL020W-A	snap_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-3.43-mRNA-1_1&gene=snap_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-3.43&CDS=1-264
1071	OG0001071	YEL021W	augustus_masked-NODE_20_length_149750_cov_40.9465_ID_2229-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-NODE_20_length_149750_cov_40.9465_ID_2229-processed-gene-0.153&CDS=1-795
1072	OG0001072	YEL023C	maker-NODE_5_length_662747_cov_30.4918_ID_1752-snap-gene-1.8-mRNA-1_1&gene=maker-NODE_5_length_662747_cov_30.4918_ID_1752-snap-gene-1.8&CDS=1-1629
1073	OG0001073	YEL026W	augustus_masked-NODE_18_length_180892_cov_30.0919_ID_5399-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_18_length_180892_cov_30.0919_ID_5399-processed-gene-0.99&CDS=1-378
1074	OG0001074	YEL027W	augustus_masked-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-1.14&CDS=1-471
1075	OG0001075	YEL031W	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-6.74-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-6.74&CDS=1-3636
1076	OG0001076	YEL032W	maker-NODE_18_length_180892_cov_30.0919_ID_5399-augustus-gene-0.79-mRNA-1_1&gene=maker-NODE_18_length_180892_cov_30.0919_ID_5399-augustus-gene-0.79&CDS=1-3948
1077	OG0001077	YEL036C	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-6.93-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-6.93&CDS=1-1233
1078	OG0001078	YEL037C	maker-NODE_35_length_67789_cov_27.6849_ID_4142-augustus-gene-0.43-mRNA-1_1&gene=maker-NODE_35_length_67789_cov_27.6849_ID_4142-augustus-gene-0.43&CDS=1-1170
1079	OG0001079	YEL038W	augustus_masked-NODE_36_length_64859_cov_30.1357_ID_7042-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_36_length_64859_cov_30.1357_ID_7042-processed-gene-0.67&CDS=1-732
1080	OG0001080	YEL040W	augustus_masked-NODE_33_length_72579_cov_28.3893_ID_7737-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_33_length_72579_cov_28.3893_ID_7737-processed-gene-0.37&CDS=1-1374
1081	OG0001081	YEL042W	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-8.120-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-8.120&CDS=1-1827
1082	OG0001082	YEL043W	augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-3.142&CDS=1-2124
1083	OG0001083	YEL044W	augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-4.11&CDS=1-378
1084	OG0001084	YEL046C	augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-0.9&CDS=1-1098
1085	OG0001085	YEL048C	augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-4.9&CDS=1-498
1086	OG0001086	YEL050C	augustus_masked-NODE_14_length_232044_cov_26.2844_ID_2850-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_14_length_232044_cov_26.2844_ID_2850-processed-gene-1.15&CDS=1-1137
1087	OG0001087	YEL051W	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-6.80-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-6.80&CDS=1-840
1088	OG0001088	YEL052W	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-6.82&CDS=1-3456
1089	OG0001089	YEL053C	genemark-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-1.52-mRNA-1_1&gene=genemark-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-1.52&CDS=1-2094
1090	OG0001090	YEL055C	maker-NODE_1_length_1124597_cov_29.4403_ID_2943-augustus-gene-9.1-mRNA-1_1&gene=maker-NODE_1_length_1124597_cov_29.4403_ID_2943-augustus-gene-9.1&CDS=1-3156
1091	OG0001091	YEL056W	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-4.107&CDS=1-1209
1092	OG0001092	YEL058W	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-6.67-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-6.67&CDS=1-1599
1093	OG0001093	YEL060C	augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-3.137&CDS=1-1668
1094	OG0001094	YEL061C	snap_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-1.26-mRNA-1_1&gene=snap_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-1.26&CDS=1-2052
1095	OG0001095	YEL062W	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-2.97&CDS=1-1608
1096	OG0001096	YEL063C	genemark-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-2.75-mRNA-1_1&gene=genemark-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-2.75&CDS=1-1656
1097	OG0001097	YEL064C	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-0.120&CDS=1-1473
1098	OG0001098	YEL072W	snap_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-7.60-mRNA-1_1&gene=snap_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-7.60&CDS=1-780
1099	OG0001099	YER002W	maker-NODE_1_length_1124597_cov_29.4403_ID_2943-augustus-gene-5.54-mRNA-1_1&gene=maker-NODE_1_length_1124597_cov_29.4403_ID_2943-augustus-gene-5.54&CDS=1-1206
1100	OG0001100	YER003C	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-5.111-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-5.111&CDS=1-1308
1101	OG0001101	YER004W	augustus_masked-NODE_33_length_72579_cov_28.3893_ID_7737-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_33_length_72579_cov_28.3893_ID_7737-processed-gene-0.38&CDS=1-630
1102	OG0001102	YER005W	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-0.126&CDS=1-1929
1103	OG0001103	YER006W	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-0.128&CDS=1-1500
1104	OG0001104	YER007C-A	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-0.146&CDS=1-537
1105	OG0001105	YER007W	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-0.129&CDS=1-1380
1106	OG0001106	YER008C	snap_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-0.30&CDS=1-3894
1107	OG0001107	YER009W	augustus_masked-NODE_39_length_58521_cov_30.1687_ID_5546-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_39_length_58521_cov_30.1687_ID_5546-processed-gene-0.62&CDS=1-1227
1108	OG0001108	YER010C	maker-NODE_39_length_58521_cov_30.1687_ID_5546-augustus-gene-0.28-mRNA-1_1&gene=maker-NODE_39_length_58521_cov_30.1687_ID_5546-augustus-gene-0.28&CDS=1-1350
1109	OG0001109	YER012W	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-7.118-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-7.118&CDS=1-2289
1110	OG0001110	YER014W	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-2.130&CDS=1-1620
1111	OG0001111	YER016W	genemark-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-0.38&CDS=1-834
1112	OG0001112	YER019C-A	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-5.68&CDS=1-273
1113	OG0001113	YER020W	augustus_masked-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-1.68&CDS=1-1281
1114	OG0001114	YER021W	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-9.111-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-9.111&CDS=1-1410
1115	OG0001115	YER022W	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-9.110-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-9.110&CDS=1-1689
1116	OG0001116	YER023W	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.299-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.299&CDS=1-822
1117	OG0001117	YER025W	augustus_masked-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-2.82&CDS=1-1581
1118	OG0001118	YER026C	genemark-NODE_26_length_99811_cov_27.7239_ID_4270-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_26_length_99811_cov_27.7239_ID_4270-processed-gene-0.48&CDS=1-2610
1119	OG0001119	YER027C	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.291-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.291&CDS=1-1233
1120	OG0001120	YER029C	genemark-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-2.9-mRNA-1_1&gene=genemark-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-2.9&CDS=1-417
1121	OG0001121	YER030W	augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-2.61&CDS=1-375
1122	OG0001122	YER036C	augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-3.86&CDS=1-1827
1123	OG0001123	YER042W	snap_masked-NODE_35_length_67789_cov_27.6849_ID_4142-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_35_length_67789_cov_27.6849_ID_4142-processed-gene-0.51&CDS=1-558
1124	OG0001124	YER043C	augustus_masked-NODE_19_length_173433_cov_42.9605_ID_3700-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_19_length_173433_cov_42.9605_ID_3700-processed-gene-0.120&CDS=1-1341
1125	OG0001125	YER044C	augustus_masked-NODE_23_length_117406_cov_28.2574_ID_6316-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_23_length_117406_cov_28.2574_ID_6316-processed-gene-0.76&CDS=1-423
1126	OG0001126	YER046W	snap_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-10.27-mRNA-1_1&gene=snap_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-10.27&CDS=1-495
1127	OG0001127	YER048C	augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-1.81&CDS=1-1290
1128	OG0001128	YER048W-A	augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-1.80&CDS=1-264
1129	OG0001129	YER049W	augustus_masked-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-3.55&CDS=1-1863
1130	OG0001130	YER050C	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-1.105&CDS=1-762
1131	OG0001131	YER051W	maker-NODE_6_length_638402_cov_25.8398_ID_2084-augustus-gene-0.82-mRNA-1_1&gene=maker-NODE_6_length_638402_cov_25.8398_ID_2084-augustus-gene-0.82&CDS=1-4707
1132	OG0001132	YER052C	augustus_masked-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-3.74&CDS=1-1608
1133	OG0001133	YER053C	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-5.112&CDS=1-924
1134	OG0001134	YER055C	genemark-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-0.2&CDS=1-1674
1135	OG0001135	YER058W	augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-0.57&CDS=1-279
1136	OG0001136	YER061C	augustus_masked-NODE_27_length_98042_cov_29.9253_ID_4903-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_27_length_98042_cov_29.9253_ID_4903-processed-gene-0.22&CDS=1-1260
1137	OG0001137	YER065C	augustus_masked-NODE_25_length_107794_cov_42.2009_ID_3383-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_25_length_107794_cov_42.2009_ID_3383-processed-gene-0.106&CDS=1-1647
1138	OG0001138	YER068W	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-2.125&CDS=1-1536
1139	OG0001139	YER069W	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-3.31&CDS=1-5649
1140	OG0001140	YER071C	snap_masked-NODE_13_length_238975_cov_27.1687_ID_2188-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_13_length_238975_cov_27.1687_ID_2188-processed-gene-0.23&CDS=1-369
1141	OG0001141	YER074W-A	snap_masked-NODE_13_length_238975_cov_27.1687_ID_2188-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_13_length_238975_cov_27.1687_ID_2188-processed-gene-0.38&CDS=1-246
1142	OG0001142	YER075C	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-6.33&CDS=1-2352
1143	OG0001143	YER077C	augustus_masked-NODE_18_length_180892_cov_30.0919_ID_5399-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_18_length_180892_cov_30.0919_ID_5399-processed-gene-0.81&CDS=1-1905
1144	OG0001144	YER078C	augustus_masked-NODE_36_length_64859_cov_30.1357_ID_7042-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_36_length_64859_cov_30.1357_ID_7042-processed-gene-0.66&CDS=1-1473
1145	OG0001145	YER080W	genemark-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-2.113-mRNA-1_1&gene=genemark-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-2.113&CDS=1-2331
1146	OG0001146	YER082C	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-6.139-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-6.139&CDS=1-1581
1147	OG0001147	YER083C	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-6.158-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-6.158&CDS=1-909
1148	OG0001148	YER086W	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-4.55&CDS=1-1677
1149	OG0001149	YER087W	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-5.92&CDS=1-1590
1150	OG0001150	YER090W	snap_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-2.143-mRNA-1_1&gene=snap_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-2.143&CDS=1-4416
1151	OG0001151	YER091C	augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-2.83&CDS=1-2301
1152	OG0001152	YER093C	augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-1.83&CDS=1-3231
1153	OG0001153	YER093C-A	augustus_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-1.54&CDS=1-462
1154	OG0001154	YER094C	augustus_masked-NODE_18_length_180892_cov_30.0919_ID_5399-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_18_length_180892_cov_30.0919_ID_5399-processed-gene-0.87&CDS=1-2613
1155	OG0001155	YER095W	snap_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-1.98-mRNA-1_1&gene=snap_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-1.98&CDS=1-993
1156	OG0001156	YER100W	maker-NODE_5_length_662747_cov_30.4918_ID_1752-augustus-gene-5.3-mRNA-1_1&gene=maker-NODE_5_length_662747_cov_30.4918_ID_1752-augustus-gene-5.3&CDS=1-1512
1157	OG0001157	YER109C	augustus_masked-NODE_50_length_25925_cov_36.0274_ID_5331-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_50_length_25925_cov_36.0274_ID_5331-processed-gene-0.14&CDS=1-1842
1158	OG0001158	YER110C	augustus_masked-NODE_21_length_134725_cov_26.4827_ID_2445-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_21_length_134725_cov_26.4827_ID_2445-processed-gene-0.29&CDS=1-4524
1159	OG0001159	YER113C	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-2.121&CDS=1-2010
1160	OG0001160	YER116C	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-0.9&CDS=1-1356
1161	OG0001161	YER118C	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-5.70&CDS=1-864
1162	OG0001162	YER120W	augustus_masked-NODE_44_length_39556_cov_24.3019_ID_5634-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_44_length_39556_cov_24.3019_ID_5634-processed-gene-0.43&CDS=1-744
1163	OG0001163	YER122C	genemark-NODE_33_length_72579_cov_28.3893_ID_7737-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_33_length_72579_cov_28.3893_ID_7737-processed-gene-0.77&CDS=1-1287
1164	OG0001164	YER124C	genemark-NODE_21_length_134725_cov_26.4827_ID_2445-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_21_length_134725_cov_26.4827_ID_2445-processed-gene-0.103&CDS=1-1914
1165	OG0001165	YER125W	genemark-NODE_21_length_134725_cov_26.4827_ID_2445-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_21_length_134725_cov_26.4827_ID_2445-processed-gene-0.104&CDS=1-2598
1166	OG0001166	YER126C	augustus_masked-NODE_23_length_117406_cov_28.2574_ID_6316-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_23_length_117406_cov_28.2574_ID_6316-processed-gene-0.117&CDS=1-783
1167	OG0001167	YER127W	augustus_masked-NODE_23_length_117406_cov_28.2574_ID_6316-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_23_length_117406_cov_28.2574_ID_6316-processed-gene-0.97&CDS=1-927
1168	OG0001168	YER133W	genemark-NODE_19_length_173433_cov_42.9605_ID_3700-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_19_length_173433_cov_42.9605_ID_3700-processed-gene-0.41&CDS=1-972
