	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035040_Ambrosiozyma_maleeae
1096	OG0001096	YDR325W	augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-0.81&CDS=1-3705
1097	OG0001097	YDR328C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-11.78-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-11.78&CDS=1-522
1098	OG0001098	YDR329C	augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-5.37&CDS=1-1281
1099	OG0001099	YDR330W	augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-2.70&CDS=1-5709
1100	OG0001100	YDR331W	augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-1.5&CDS=1-1182
1101	OG0001101	YDR332W	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.246-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.246&CDS=1-1749
1102	OG0001102	YDR333C	snap_masked-NODE_26_length_126748_cov_37.8281_ID_51-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_26_length_126748_cov_37.8281_ID_51-processed-gene-0.109&CDS=1-1983
1103	OG0001103	YDR334W	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.249-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.249&CDS=1-4827
1104	OG0001104	YDR335W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-7.7-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-7.7&CDS=1-3909
1105	OG0001105	YDR336W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-2.54&CDS=1-1263
1106	OG0001106	YDR337W	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.106&CDS=1-894
1107	OG0001107	YDR339C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-11.58-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-11.58&CDS=1-564
1108	OG0001108	YDR341C	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-3.130&CDS=1-2106
1109	OG0001109	YDR346C	augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-0.107&CDS=1-1197
1110	OG0001110	YDR349C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-5.15&CDS=1-1767
1111	OG0001111	YDR352W	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-5.93-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-5.93&CDS=1-927
1112	OG0001112	YDR353W	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.201-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.201&CDS=1-960
1113	OG0001113	YDR354W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-0.3&CDS=1-1101
1114	OG0001114	YDR359C	genemark-NODE_29_length_37930_cov_48.8215_ID_57-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_29_length_37930_cov_48.8215_ID_57-processed-gene-0.8&CDS=1-4287
1115	OG0001115	YDR361C	augustus_masked-NODE_29_length_37930_cov_48.8215_ID_57-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_29_length_37930_cov_48.8215_ID_57-processed-gene-0.19&CDS=1-879
1116	OG0001116	YDR362C	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.156-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.156&CDS=1-2076
1117	OG0001117	YDR363W	snap_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.12-mRNA-1_1&gene=snap_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.12&CDS=1-1674
1118	OG0001118	YDR364C	augustus_masked-NODE_29_length_37930_cov_48.8215_ID_57-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_29_length_37930_cov_48.8215_ID_57-processed-gene-0.24&CDS=1-1491
1119	OG0001119	YDR365C	maker-NODE_8_length_556485_cov_39.8289_ID_15-augustus-gene-4.67-mRNA-1_1&gene=maker-NODE_8_length_556485_cov_39.8289_ID_15-augustus-gene-4.67&CDS=1-2616
1120	OG0001120	YDR367W	maker-NODE_8_length_556485_cov_39.8289_ID_15-snap-gene-4.71-mRNA-1_1&gene=maker-NODE_8_length_556485_cov_39.8289_ID_15-snap-gene-4.71&CDS=1-705
1121	OG0001121	YDR371W	augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-0.64&CDS=1-1320
1122	OG0001122	YDR372C	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.161-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.161&CDS=1-1020
1123	OG0001123	YDR373W	augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-1.54&CDS=1-582
1124	OG0001124	YDR375C	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.192-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.192&CDS=1-1437
1125	OG0001125	YDR376W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-10.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-10.31&CDS=1-2448
1126	OG0001126	YDR377W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-10.12-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-10.12&CDS=1-288
1127	OG0001127	YDR378C	augustus_masked-NODE_26_length_126748_cov_37.8281_ID_51-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_26_length_126748_cov_37.8281_ID_51-processed-gene-0.20&CDS=1-246
1128	OG0001128	YDR379C-A	snap_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-0.66&CDS=1-246
1129	OG0001129	YDR381C-A	snap_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.120-mRNA-1_1&gene=snap_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.120&CDS=1-336
1130	OG0001130	YDR381W	maker-NODE_8_length_556485_cov_39.8289_ID_15-augustus-gene-4.65-mRNA-1_1&gene=maker-NODE_8_length_556485_cov_39.8289_ID_15-augustus-gene-4.65&CDS=1-771
1131	OG0001131	YDR382W	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.153-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.153&CDS=1-324
1132	OG0001132	YDR388W	augustus_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-1.147&CDS=1-1296
1133	OG0001133	YDR390C	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-1.12&CDS=1-1818
1134	OG0001134	YDR394W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-7.64-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-7.64&CDS=1-2142
1135	OG0001135	YDR397C	augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.95&CDS=1-420
1136	OG0001136	YDR399W	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-3.66&CDS=1-618
1137	OG0001137	YDR404C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-2.77&CDS=1-516
1138	OG0001138	YDR405W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-3.54&CDS=1-741
1139	OG0001139	YDR407C	snap_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-1.126-mRNA-1_1&gene=snap_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-1.126&CDS=1-3627
1140	OG0001140	YDR408C	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-1.9&CDS=1-1104
1141	OG0001141	YDR410C	augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.129&CDS=1-729
1142	OG0001142	YDR411C	maker-NODE_2_length_1346259_cov_39.2016_ID_3-augustus-gene-9.83-mRNA-1_1&gene=maker-NODE_2_length_1346259_cov_39.2016_ID_3-augustus-gene-9.83&CDS=1-909
1143	OG0001143	YDR412W	snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-11.34-mRNA-1_1&gene=snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-11.34&CDS=1-738
1144	OG0001144	YDR414C	snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-11.18-mRNA-1_1&gene=snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-11.18&CDS=1-1191
1145	OG0001145	YDR415C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-4.50&CDS=1-1434
1146	OG0001146	YDR416W	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-4.67&CDS=1-2565
1147	OG0001147	YDR419W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-11.75-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-11.75&CDS=1-1947
1148	OG0001148	YDR421W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-9.32-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-9.32&CDS=1-3372
1149	OG0001149	YDR424C	augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.105&CDS=1-300
1150	OG0001150	YDR425W	maker-NODE_18_length_260039_cov_39.3695_ID_35-snap-gene-1.74-mRNA-1_1&gene=maker-NODE_18_length_260039_cov_39.3695_ID_35-snap-gene-1.74&CDS=1-1767
1151	OG0001151	YDR427W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-2.79&CDS=1-1224
1152	OG0001152	YDR428C	genemark-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.103-mRNA-1_1&gene=genemark-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.103&CDS=1-873
1153	OG0001153	YDR429C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.200-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.200&CDS=1-837
1154	OG0001154	YDR430C	augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.152&CDS=1-3051
1155	OG0001155	YDR432W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.199-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.199&CDS=1-948
1156	OG0001156	YDR435C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.202-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.202&CDS=1-1113
1157	OG0001157	YDR437W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-8.73-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-8.73&CDS=1-597
1158	OG0001158	YDR440W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-2.81&CDS=1-2370
1159	OG0001159	YDR443C	augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-1.0&CDS=1-5976
1160	OG0001160	YDR448W	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-3.59&CDS=1-1314
1161	OG0001161	YDR449C	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-3.60&CDS=1-1233
1162	OG0001162	YDR452W	snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-9.115-mRNA-1_1&gene=snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-9.115&CDS=1-2121
1163	OG0001163	YDR454C	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-2.89&CDS=1-579
1164	OG0001164	YDR456W	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-2.68&CDS=1-1980
1165	OG0001165	YDR457W	maker-NODE_16_length_282022_cov_38.1116_ID_31-augustus-gene-0.60-mRNA-1_1&gene=maker-NODE_16_length_282022_cov_38.1116_ID_31-augustus-gene-0.60&CDS=1-11454
1166	OG0001166	YDR459C	snap_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.50-mRNA-1_1&gene=snap_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.50&CDS=1-1173
1167	OG0001167	YDR460W	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-0.142&CDS=1-975
1168	OG0001168	YDR462W	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.122&CDS=1-438
1169	OG0001169	YDR465C	snap_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-3.80-mRNA-1_1&gene=snap_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-3.80&CDS=1-1320
1170	OG0001170	YDR470C	augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-0.99&CDS=1-1635
1171	OG0001171	YDR472W	snap_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-0.18&CDS=1-792
1172	OG0001172	YDR476C	augustus_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-1.139&CDS=1-384
1173	OG0001173	YDR479C	augustus_masked-NODE_23_length_184207_cov_38.6036_ID_45-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_23_length_184207_cov_38.6036_ID_45-processed-gene-0.120&CDS=1-1977
1174	OG0001174	YDR481C	augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-1.65&CDS=1-1566
1175	OG0001175	YDR484W	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.172-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.172&CDS=1-1950
1176	OG0001176	YDR485C	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-3.127&CDS=1-2427
1177	OG0001177	YDR487C	maker-NODE_3_length_819385_cov_40.0357_ID_5-snap-gene-3.4-mRNA-1_1&gene=maker-NODE_3_length_819385_cov_40.0357_ID_5-snap-gene-3.4&CDS=1-1311
1178	OG0001178	YDR489W	augustus_masked-NODE_27_length_114979_cov_45.4315_ID_53-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_27_length_114979_cov_45.4315_ID_53-processed-gene-0.113&CDS=1-675
1179	OG0001179	YDR493W	augustus_masked-NODE_22_length_207061_cov_43.0719_ID_43-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_22_length_207061_cov_43.0719_ID_43-processed-gene-0.90&CDS=1-414
1180	OG0001180	YDR495C	snap_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-3.46-mRNA-1_1&gene=snap_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-3.46&CDS=1-3480
1181	OG0001181	YDR496C	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.89&CDS=1-2001
1182	OG0001182	YDR498C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-11.51-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-11.51&CDS=1-1035
1183	OG0001183	YDR499W	snap_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-3.61-mRNA-1_1&gene=snap_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-3.61&CDS=1-2304
1184	OG0001184	YDR510W	snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-12.2-mRNA-1_1&gene=snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-12.2&CDS=1-270
1185	OG0001185	YDR511W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-1.45&CDS=1-408
1186	OG0001186	YDR512C	snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-11.32-mRNA-1_1&gene=snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-11.32&CDS=1-492
1187	OG0001187	YDR517W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-0.102&CDS=1-1353
1188	OG0001188	YDR519W	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.119&CDS=1-423
1189	OG0001189	YDR520C	snap_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-2.18-mRNA-1_1&gene=snap_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-2.18&CDS=1-2706
1190	OG0001190	YDR525W-A	snap_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-4.52-mRNA-1_1&gene=snap_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-4.52&CDS=1-246
1191	OG0001191	YDR527W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-7.0-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-7.0&CDS=1-1563
1192	OG0001192	YDR529C	maker-NODE_21_length_217050_cov_48.8671_ID_41-augustus-gene-1.107-mRNA-1_1&gene=maker-NODE_21_length_217050_cov_48.8671_ID_41-augustus-gene-1.107&CDS=1-378
1193	OG0001193	YDR531W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-5.58-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-5.58&CDS=1-1335
1194	OG0001194	YDR536W	augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.112&CDS=1-1668
1195	OG0001195	YEL002C	augustus_masked-NODE_24_length_160991_cov_50.864_ID_47-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-NODE_24_length_160991_cov_50.864_ID_47-processed-gene-0.181&CDS=1-1278
1196	OG0001196	YEL004W	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-2.105&CDS=1-1002
1197	OG0001197	YEL009C	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.105&CDS=1-717
1198	OG0001198	YEL011W	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-0.2&CDS=1-2115
1199	OG0001199	YEL012W	genemark-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-2.80-mRNA-1_1&gene=genemark-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-2.80&CDS=1-606
1200	OG0001200	YEL013W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-4.96&CDS=1-1611
1201	OG0001201	YEL015W	snap_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.36-mRNA-1_1&gene=snap_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.36&CDS=1-1659
1202	OG0001202	YEL019C	snap_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-1.12&CDS=1-972
1203	OG0001203	YEL020W-A	augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-1.48&CDS=1-270
1204	OG0001204	YEL021W	augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-1.69&CDS=1-801
1205	OG0001205	YEL023C	maker-NODE_18_length_260039_cov_39.3695_ID_35-augustus-gene-1.158-mRNA-1_1&gene=maker-NODE_18_length_260039_cov_39.3695_ID_35-augustus-gene-1.158&CDS=1-1656
1206	OG0001206	YEL024W	snap_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.43&CDS=1-648
1207	OG0001207	YEL026W	augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.83&CDS=1-381
1208	OG0001208	YEL027W	augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.86&CDS=1-480
1209	OG0001209	YEL029C	augustus_masked-NODE_24_length_160991_cov_50.864_ID_47-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-NODE_24_length_160991_cov_50.864_ID_47-processed-gene-0.203&CDS=1-972
1210	OG0001210	YEL031W	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.144-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.144&CDS=1-3681
1211	OG0001211	YEL032W	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-1.19&CDS=1-2685
1212	OG0001212	YEL034W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-8.45-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-8.45&CDS=1-474
1213	OG0001213	YEL037C	augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-1.5&CDS=1-1086
1214	OG0001214	YEL038W	augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-1.27&CDS=1-765
