	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035633_Candida_hispaniensis
1171	OG0001171	YEL046C	genemark-NODE_12_length_275550_cov_92.8485_ID_23-processed-gene-1.29-mRNA-1_1&gene=genemark-NODE_12_length_275550_cov_92.8485_ID_23-processed-gene-1.29&CDS=1-1065
1172	OG0001172	YEL050C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-13.154-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-13.154&CDS=1-1275
1173	OG0001173	YEL051W	snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-16.36-mRNA-1_1&gene=snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-16.36&CDS=1-855
1174	OG0001174	YEL052W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-17.120-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-17.120&CDS=1-1422
1175	OG0001175	YEL053C	snap_masked-NODE_10_length_457428_cov_88.5336_ID_19-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_10_length_457428_cov_88.5336_ID_19-processed-gene-1.64&CDS=1-2205
1176	OG0001176	YEL055C	snap_masked-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-0.30&CDS=1-2916
1177	OG0001177	YEL056W	augustus_masked-NODE_10_length_457428_cov_88.5336_ID_19-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-NODE_10_length_457428_cov_88.5336_ID_19-processed-gene-3.132&CDS=1-1179
1178	OG0001178	YEL058W	genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.51-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.51&CDS=1-1590
1179	OG0001179	YEL059C-A	snap_masked-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.201-mRNA-1_1&gene=snap_masked-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.201&CDS=1-261
1180	OG0001180	YEL060C	genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.56-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.56&CDS=1-1515
1181	OG0001181	YEL062W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-11.11-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-11.11&CDS=1-1491
1182	OG0001182	YEL064C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-4.43-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-4.43&CDS=1-1368
1183	OG0001183	YER002W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-16.139-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-16.139&CDS=1-666
1184	OG0001184	YER003C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-16.165-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-16.165&CDS=1-1254
1185	OG0001185	YER005W	genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-3.4-mRNA-1_1&gene=genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-3.4&CDS=1-1950
1186	OG0001186	YER006W	genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-1.129-mRNA-1_1&gene=genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-1.129&CDS=1-1527
1187	OG0001187	YER007C-A	genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-6.58-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-6.58&CDS=1-537
1188	OG0001188	YER007W	snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-1.23-mRNA-1_1&gene=snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-1.23&CDS=1-1413
1189	OG0001189	YER008C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-2.129-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-2.129&CDS=1-3669
1190	OG0001190	YER009W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-16.141-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-16.141&CDS=1-369
1191	OG0001191	YER010C	snap_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-2.42-mRNA-1_1&gene=snap_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-2.42&CDS=1-744
1192	OG0001192	YER012W	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-4.48-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-4.48&CDS=1-648
1193	OG0001193	YER013W	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-4.47-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-4.47&CDS=1-3192
1194	OG0001194	YER014W	snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-16.6-mRNA-1_1&gene=snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-16.6&CDS=1-1566
1195	OG0001195	YER016W	genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-1.36-mRNA-1_1&gene=genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-1.36&CDS=1-822
1196	OG0001196	YER019W	genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-3.70-mRNA-1_1&gene=genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-3.70&CDS=1-1206
1197	OG0001197	YER021W	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-0.138-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-0.138&CDS=1-1416
1198	OG0001198	YER022W	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-0.137-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-0.137&CDS=1-1536
1199	OG0001199	YER023W	genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-0.109-mRNA-1_1&gene=genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-0.109&CDS=1-861
1200	OG0001200	YER025W	genemark-NODE_13_length_117835_cov_86.377_ID_25-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_13_length_117835_cov_86.377_ID_25-processed-gene-0.26&CDS=1-1569
1201	OG0001201	YER026C	genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.65-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.65&CDS=1-708
1202	OG0001202	YER029C	maker-NODE_1_length_2307085_cov_87.2863_ID_1-augustus-gene-13.125-mRNA-1_1&gene=maker-NODE_1_length_2307085_cov_87.2863_ID_1-augustus-gene-13.125&CDS=1-477
1203	OG0001203	YER030W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-13.135-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-13.135&CDS=1-591
1204	OG0001204	YER036C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-15.105-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-15.105&CDS=1-1815
1205	OG0001205	YER041W	augustus_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-3.91&CDS=1-1662
1206	OG0001206	YER043C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-10.5-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-10.5&CDS=1-1347
1207	OG0001207	YER044C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-5.139-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-5.139&CDS=1-396
1208	OG0001208	YER046W	genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-1.2-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-1.2&CDS=1-2694
1209	OG0001209	YER047C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-9.192-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-9.192&CDS=1-2625
1210	OG0001210	YER048W-A	snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-7.114-mRNA-1_1&gene=snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-7.114&CDS=1-279
1211	OG0001211	YER049W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-10.145-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-10.145&CDS=1-1806
1212	OG0001212	YER051W	genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-2.131-mRNA-1_1&gene=genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-2.131&CDS=1-1656
1213	OG0001213	YER052C	genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-1.121-mRNA-1_1&gene=genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-1.121&CDS=1-1539
1214	OG0001214	YER055C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-22.145-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-22.145&CDS=1-891
1215	OG0001215	YER058W	snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-22.16-mRNA-1_1&gene=snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-22.16&CDS=1-300
1216	OG0001216	YER061C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-7.48-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-7.48&CDS=1-1251
1217	OG0001217	YER068W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-11.25-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-11.25&CDS=1-1389
1218	OG0001218	YER069W	genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-1.129-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-1.129&CDS=1-2592
1219	OG0001219	YER070W	genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-4.60-mRNA-1_1&gene=genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-4.60&CDS=1-2553
1220	OG0001220	YER072W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-10.179-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-10.179&CDS=1-375
1221	OG0001221	YER074W-A	maker-NODE_11_length_435260_cov_89.7022_ID_21-augustus-gene-1.146-mRNA-1_1&gene=maker-NODE_11_length_435260_cov_89.7022_ID_21-augustus-gene-1.146&CDS=1-216
1222	OG0001222	YER078C	genemark-NODE_14_length_51995_cov_100.988_ID_27-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_14_length_51995_cov_100.988_ID_27-processed-gene-0.52&CDS=1-1431
1223	OG0001223	YER080W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-2.154-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-2.154&CDS=1-1683
1224	OG0001224	YER082C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-2.115-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-2.115&CDS=1-1536
1225	OG0001225	YER086W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-9.112-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-9.112&CDS=1-1575
1226	OG0001226	YER087W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-21.53-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-21.53&CDS=1-1329
1227	OG0001227	YER090W	genemark-NODE_12_length_275550_cov_92.8485_ID_23-processed-gene-0.131-mRNA-1_1&gene=genemark-NODE_12_length_275550_cov_92.8485_ID_23-processed-gene-0.131&CDS=1-1500
1228	OG0001228	YER091C	genemark-NODE_12_length_275550_cov_92.8485_ID_23-processed-gene-0.137-mRNA-1_1&gene=genemark-NODE_12_length_275550_cov_92.8485_ID_23-processed-gene-0.137&CDS=1-2265
1229	OG0001229	YER093C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-12.14-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-12.14&CDS=1-3444
1230	OG0001230	YER093C-A	genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-2.153-mRNA-1_1&gene=genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-2.153&CDS=1-411
1231	OG0001231	YER094C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-4.14-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-4.14&CDS=1-615
1232	OG0001232	YER095W	genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-2.166-mRNA-1_1&gene=genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-2.166&CDS=1-987
1233	OG0001233	YER100W	snap_masked-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-0.36&CDS=1-747
1234	OG0001234	YER107C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-4.135-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-4.135&CDS=1-1083
1235	OG0001235	YER109C	augustus_masked-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-1.116&CDS=1-2148
1236	OG0001236	YER110C	genemark-NODE_10_length_457428_cov_88.5336_ID_19-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_10_length_457428_cov_88.5336_ID_19-processed-gene-0.28&CDS=1-3117
1237	OG0001237	YER112W	augustus_masked-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-1.100&CDS=1-366
1238	OG0001238	YER116C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-5.144-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-5.144&CDS=1-351
1239	OG0001239	YER118C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-21.159-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-21.159&CDS=1-825
1240	OG0001240	YER122C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-17.121-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-17.121&CDS=1-1365
1241	OG0001241	YER125W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-16.117-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-16.117&CDS=1-2424
1242	OG0001242	YER126C	genemark-NODE_10_length_457428_cov_88.5336_ID_19-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_10_length_457428_cov_88.5336_ID_19-processed-gene-0.9&CDS=1-786
1243	OG0001243	YER127W	genemark-NODE_10_length_457428_cov_88.5336_ID_19-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_10_length_457428_cov_88.5336_ID_19-processed-gene-0.30&CDS=1-942
1244	OG0001244	YER128W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-8.3-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-8.3&CDS=1-531
1245	OG0001245	YER130C	augustus_masked-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-0.105&CDS=1-1056
1246	OG0001246	YER133W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-20.22-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-20.22&CDS=1-978
1247	OG0001247	YER136W	genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.36-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.36&CDS=1-1344
1248	OG0001248	YER140W	genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-3.47-mRNA-1_1&gene=genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-3.47&CDS=1-1659
1249	OG0001249	YER141W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-18.89-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-18.89&CDS=1-1566
1250	OG0001250	YER142C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-19.28-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-19.28&CDS=1-1200
1251	OG0001251	YER143W	augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-7.63-mRNA-1_1&gene=augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-7.63&CDS=1-1248
1252	OG0001252	YER146W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-19.50-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-19.50&CDS=1-255
1253	OG0001253	YER148W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-10.173-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-10.173&CDS=1-690
1254	OG0001254	YER151C	augustus_masked-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-3.135&CDS=1-1980
1255	OG0001255	YER152C	genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-3.43-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-3.43&CDS=1-1269
1256	OG0001256	YER154W	snap_masked-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-2.93-mRNA-1_1&gene=snap_masked-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-2.93&CDS=1-1077
1257	OG0001257	YER155C	snap_masked-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-2.91-mRNA-1_1&gene=snap_masked-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-2.91&CDS=1-4866
1258	OG0001258	YER156C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-1.106-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-1.106&CDS=1-948
1259	OG0001259	YER157W	snap_masked-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-0.46&CDS=1-2172
1260	OG0001260	YER159C	genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-3.47-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-3.47&CDS=1-363
1261	OG0001261	YER162C	snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-11.40-mRNA-1_1&gene=snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-11.40&CDS=1-2460
1262	OG0001262	YER163C	genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-0.102&CDS=1-666
1263	OG0001263	YER164W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-22.134-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-22.134&CDS=1-4131
1264	OG0001264	YER165W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-22.157-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-22.157&CDS=1-1827
1265	OG0001265	YER169W	genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-2.31-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-2.31&CDS=1-2280
1266	OG0001266	YER170W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-2.139-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-2.139&CDS=1-681
1267	OG0001267	YER171W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-10.36-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-10.36&CDS=1-2352
1268	OG0001268	YER172C	snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-10.176-mRNA-1_1&gene=snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-10.176&CDS=1-6252
1269	OG0001269	YER173W	augustus_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-5.28&CDS=1-1569
1270	OG0001270	YER178W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-10.58-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-10.58&CDS=1-1179
1271	OG0001271	YER183C	augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-5.94&CDS=1-624
1272	OG0001272	YFL001W	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-8.148-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-8.148&CDS=1-1236
1273	OG0001273	YFL002C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-8.126-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-8.126&CDS=1-1848
1274	OG0001274	YFL004W	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-6.23-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-6.23&CDS=1-2229
1275	OG0001275	YFL007W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-15.122-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-15.122&CDS=1-5685
1276	OG0001276	YFL008W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-18.122-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-18.122&CDS=1-3570
1277	OG0001277	YFL010C	snap_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-2.52-mRNA-1_1&gene=snap_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-2.52&CDS=1-648
1278	OG0001278	YFL013C	genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-4.146-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-4.146&CDS=1-1842
1279	OG0001279	YFL014W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-18.100-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-18.100&CDS=1-390
1280	OG0001280	YFL016C	genemark-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-2.126-mRNA-1_1&gene=genemark-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-2.126&CDS=1-1380
1281	OG0001281	YFL017C	genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-5.14-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-5.14&CDS=1-516
1282	OG0001282	YFL017W-A	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-6.41-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-6.41&CDS=1-225
1283	OG0001283	YFL018C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-2.151-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-2.151&CDS=1-1512
1284	OG0001284	YFL022C	snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-21.75-mRNA-1_1&gene=snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-21.75&CDS=1-1476
1285	OG0001285	YFL024C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-6.119-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-6.119&CDS=1-2382
1286	OG0001286	YFL025C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-9.138-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-9.138&CDS=1-2793
1287	OG0001287	YFL026W	snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-0.63&CDS=1-978
1288	OG0001288	YFL027C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-10.43-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-10.43&CDS=1-1236
1289	OG0001289	YFL028C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-12.25-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-12.25&CDS=1-753
1290	OG0001290	YFL030W	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-9.127-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-9.127&CDS=1-1263
1291	OG0001291	YFL031W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-5.145-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-5.145&CDS=1-810
1292	OG0001292	YFL034W	maker-NODE_5_length_698713_cov_87.6757_ID_9-snap-gene-2.54-mRNA-1_1&gene=maker-NODE_5_length_698713_cov_87.6757_ID_9-snap-gene-2.54&CDS=1-3246
1293	OG0001293	YFL036W	genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-6.30-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-6.30&CDS=1-3813
