	OrthologID	Metschnikowia_kamakouana	Saccharomyces_cerevisiae
1232	OG0001232	snap_masked-kam_s16-processed-gene-16.27-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-16.27&CDS=1-453	YDR092W
1233	OG0001233	snap_masked-kam_s16-processed-gene-16.28-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-16.28&CDS=1-2781	YMR080C
1234	OG0001234	snap_masked-kam_s16-processed-gene-16.15-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-16.15&CDS=1-897	YMR079W
1235	OG0001235	snap_masked-kam_s16-processed-gene-16.16-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-16.16&CDS=1-2421	YMR078C
1236	OG0001236	snap_masked-kam_s16-processed-gene-16.17-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-16.17&CDS=1-2091	YBR131W
1237	OG0001237	snap_masked-kam_s16-processed-gene-16.18-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-16.18&CDS=1-2493	YMR100W
1238	OG0001238	snap_masked-kam_s16-processed-gene-16.30-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-16.30&CDS=1-4776	YGR098C
1239	OG0001239	snap_masked-kam_s16-processed-gene-17.5-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-17.5&CDS=1-1143	YJL171C
1240	OG0001240	snap_masked-kam_s16-processed-gene-17.9-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-17.9&CDS=1-747	YGL136C
1241	OG0001241	snap_masked-kam_s16-processed-gene-17.6-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-17.6&CDS=1-1821	YJR002W
1242	OG0001242	augustus_masked-kam_s16-processed-gene-17.113-mRNA-1_1&gene=augustus_masked-kam_s16-processed-gene-17.113&CDS=1-3708	YOL021C
1243	OG0001243	snap_masked-kam_s16-processed-gene-17.35-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-17.35&CDS=1-606	YDR487C
1244	OG0001244	snap_masked-kam_s16-processed-gene-17.36-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-17.36&CDS=1-1281	YOL097C
1245	OG0001245	snap_masked-kam_s16-processed-gene-17.14-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-17.14&CDS=1-2568	YOL078W
1246	OG0001246	snap_masked-kam_s16-processed-gene-17.16-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-17.16&CDS=1-864	YOL077C
1247	OG0001247	genemark-kam_s16-processed-gene-17.92-mRNA-1_1&gene=genemark-kam_s16-processed-gene-17.92&CDS=1-627	YKL119C
1248	OG0001248	snap_masked-kam_s16-processed-gene-17.20-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-17.20&CDS=1-1338	YNL040W
1249	OG0001249	snap_masked-kam_s16-processed-gene-17.40-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-17.40&CDS=1-948	YBR146W
1250	OG0001250	snap_masked-kam_s16-processed-gene-17.41-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-17.41&CDS=1-3387	YCR033W
1251	OG0001251	snap_masked-kam_s16-processed-gene-17.42-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-17.42&CDS=1-1461	YJL194W
1252	OG0001252	snap_masked-kam_s16-processed-gene-17.21-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-17.21&CDS=1-282	YOL086W-A
1253	OG0001253	augustus_masked-kam_s16-processed-gene-17.122-mRNA-1_1&gene=augustus_masked-kam_s16-processed-gene-17.122&CDS=1-639	YBR154C
1254	OG0001254	snap_masked-kam_s16-processed-gene-17.43-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-17.43&CDS=1-741	YBR153W
1255	OG0001255	snap_masked-kam_s16-processed-gene-17.44-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-17.44&CDS=1-990	YCR036W
1256	OG0001256	snap_masked-kam_s16-processed-gene-17.45-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-17.45&CDS=1-2772	YBR079C
1257	OG0001257	snap_masked-kam_s16-processed-gene-17.46-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-17.46&CDS=1-900	YDR361C
1258	OG0001258	snap_masked-kam_s16-processed-gene-17.25-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-17.25&CDS=1-1314	YDR364C
1259	OG0001259	snap_masked-kam_s16-processed-gene-17.26-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-17.26&CDS=1-2169	YPR031W
1260	OG0001260	snap_masked-kam_s16-processed-gene-17.27-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-17.27&CDS=1-1779	YBR083W
1261	OG0001261	snap_masked-kam_s16-processed-gene-17.50-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-17.50&CDS=1-1683	YOR128C
1262	OG0001262	snap_masked-kam_s16-processed-gene-17.51-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-17.51&CDS=1-1362	YOR301W
1263	OG0001263	genemark-kam_s16-processed-gene-17.83-mRNA-1_1&gene=genemark-kam_s16-processed-gene-17.83&CDS=1-639	YDR381W
1264	OG0001264	snap_masked-kam_s16-processed-gene-17.32-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-17.32&CDS=1-1878	YOR129C
1265	OG0001265	snap_masked-kam_s16-processed-gene-17.33-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-17.33&CDS=1-855	YDL052C
1266	OG0001266	snap_masked-kam_s16-processed-gene-18.3-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.3&CDS=1-3903	YLL021W
1267	OG0001267	snap_masked-kam_s16-processed-gene-18.7-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.7&CDS=1-1143	YDR161W
1268	OG0001268	snap_masked-kam_s16-processed-gene-18.5-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.5&CDS=1-666	YLR145W
1269	OG0001269	snap_masked-kam_s16-processed-gene-18.31-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.31&CDS=1-1758	YJL201W
1270	OG0001270	snap_masked-kam_s16-processed-gene-18.12-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.12&CDS=1-2835	YHR027C
1271	OG0001271	snap_masked-kam_s16-processed-gene-18.32-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.32&CDS=1-588	YHR026W
1272	OG0001272	augustus_masked-kam_s16-processed-gene-18.85-mRNA-1_1&gene=augustus_masked-kam_s16-processed-gene-18.85&CDS=1-1152	YDR459C
1273	OG0001273	snap_masked-kam_s16-processed-gene-18.36-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.36&CDS=1-1389	YPL120W
1274	OG0001274	snap_masked-kam_s16-processed-gene-18.38-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.38&CDS=1-1662	YOR002W
1275	OG0001275	snap_masked-kam_s16-processed-gene-18.18-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.18&CDS=1-1113	YPL096W
1276	OG0001276	snap_masked-kam_s16-processed-gene-18.19-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.19&CDS=1-1572	YPL097W
1277	OG0001277	snap_masked-kam_s16-processed-gene-18.40-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.40&CDS=1-1080	YOL064C
1278	OG0001278	snap_masked-kam_s16-processed-gene-18.20-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.20&CDS=1-972	YMR063W
1279	OG0001279	snap_masked-kam_s16-processed-gene-18.21-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.21&CDS=1-1335	YMR065W
1280	OG0001280	maker-kam_s16-augustus-gene-18.1-mRNA-1_1&gene=maker-kam_s16-augustus-gene-18.1&CDS=1-3117	YGL073W
1281	OG0001281	snap_masked-kam_s16-processed-gene-18.25-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.25&CDS=1-2859	YOR335C
1282	OG0001282	snap_masked-kam_s16-processed-gene-18.44-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.44&CDS=1-861	YMR178W
1283	OG0001283	snap_masked-kam_s16-processed-gene-18.45-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.45&CDS=1-1104	YOL001W
1284	OG0001284	maker-kam_s16-augustus-gene-18.2-mRNA-1_1&gene=maker-kam_s16-augustus-gene-18.2&CDS=1-1413	YDR237W
1285	OG0001285	snap_masked-kam_s16-processed-gene-18.27-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.27&CDS=1-1464	YDL207W
1286	OG0001286	snap_masked-kam_s16-processed-gene-18.48-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.48&CDS=1-3792	YMR076C
1287	OG0001287	snap_masked-kam_s16-processed-gene-18.29-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.29&CDS=1-2784	YNL023C
1288	OG0001288	snap_masked-kam_s16-processed-gene-18.49-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.49&CDS=1-888	YOR004W
1289	OG0001289	snap_masked-kam_s16-processed-gene-18.30-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.30&CDS=1-369	YJR063W
1290	OG0001290	snap_masked-kam_s16-processed-gene-18.50-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-18.50&CDS=1-951	YJR070C
1291	OG0001291	snap_masked-kam_s16-processed-gene-19.191-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.191&CDS=1-1647	YJR064W
1292	OG0001292	snap_masked-kam_s16-processed-gene-19.192-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.192&CDS=1-1260	YJR065C
1293	OG0001293	snap_masked-kam_s16-processed-gene-19.193-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.193&CDS=1-7389	YKL203C
1294	OG0001294	snap_masked-kam_s16-processed-gene-19.197-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.197&CDS=1-1101	YOL010W
1295	OG0001295	snap_masked-kam_s16-processed-gene-19.194-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.194&CDS=1-1524	YMR005W
1296	OG0001296	snap_masked-kam_s16-processed-gene-19.195-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.195&CDS=1-3423	YLR272C
1297	OG0001297	snap_masked-kam_s16-processed-gene-19.196-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.196&CDS=1-1779	YOR175C
1298	OG0001298	snap_masked-kam_s16-processed-gene-19.198-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.198&CDS=1-1143	YOR176W
1299	OG0001299	snap_masked-kam_s16-processed-gene-19.244-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.244&CDS=1-939	YOR174W
1300	OG0001300	augustus_masked-kam_s16-processed-gene-19.101-mRNA-1_1&gene=augustus_masked-kam_s16-processed-gene-19.101&CDS=1-759	YLR271W
1301	OG0001301	snap_masked-kam_s16-processed-gene-19.201-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.201&CDS=1-4569	YDR334W
1302	OG0001302	snap_masked-kam_s16-processed-gene-19.202-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.202&CDS=1-333	YHR039C-A
1303	OG0001303	snap_masked-kam_s16-processed-gene-19.246-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.246&CDS=1-1842	YHR039C
1304	OG0001304	snap_masked-kam_s16-processed-gene-19.247-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.247&CDS=1-2058	YDR333C
1305	OG0001305	snap_masked-kam_s16-processed-gene-19.248-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.248&CDS=1-294	YHR087W
1306	OG0001306	snap_masked-kam_s16-processed-gene-19.249-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.249&CDS=1-2955	YBR074W
1307	OG0001307	genemark-kam_s16-processed-gene-19.13-mRNA-1_1&gene=genemark-kam_s16-processed-gene-19.13&CDS=1-1110	YDR047W
1308	OG0001308	snap_masked-kam_s16-processed-gene-19.203-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.203&CDS=1-1812	YDR049W
1309	OG0001309	snap_masked-kam_s16-processed-gene-19.205-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.205&CDS=1-4080	YMR259C
1310	OG0001310	snap_masked-kam_s16-processed-gene-19.206-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.206&CDS=1-1014	YBR065C
1311	OG0001311	snap_masked-kam_s16-processed-gene-19.207-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.207&CDS=1-693	YBR070C
1312	OG0001312	augustus_masked-kam_s16-processed-gene-19.155-mRNA-1_1&gene=augustus_masked-kam_s16-processed-gene-19.155&CDS=1-333	YDR045C
1313	OG0001313	snap_masked-kam_s16-processed-gene-19.211-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.211&CDS=1-2784	YNL313C
1314	OG0001314	snap_masked-kam_s16-processed-gene-19.214-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.214&CDS=1-1248	YIL160C
1315	OG0001315	snap_masked-kam_s16-processed-gene-19.217-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.217&CDS=1-699	YBR256C
1316	OG0001316	snap_masked-kam_s16-processed-gene-19.218-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.218&CDS=1-585	YER012W
1317	OG0001317	snap_masked-kam_s16-processed-gene-19.220-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.220&CDS=1-2742	YIR007W
1318	OG0001318	snap_masked-kam_s16-processed-gene-19.255-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.255&CDS=1-1413	YIR008C
1319	OG0001319	snap_masked-kam_s16-processed-gene-19.256-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.256&CDS=1-1248	YIR012W
1320	OG0001320	snap_masked-kam_s16-processed-gene-19.221-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.221&CDS=1-1083	YCL059C
1321	OG0001321	snap_masked-kam_s16-processed-gene-19.258-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.258&CDS=1-3147	YCL061C
1322	OG0001322	snap_masked-kam_s16-processed-gene-19.223-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.223&CDS=1-1146	YDR502C
1323	OG0001323	snap_masked-kam_s16-processed-gene-19.225-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.225&CDS=1-1071	YOR042W
1324	OG0001324	snap_masked-kam_s16-processed-gene-19.262-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.262&CDS=1-4242	YNL088W
1325	OG0001325	maker-kam_s16-augustus-gene-19.188-mRNA-1_1&gene=maker-kam_s16-augustus-gene-19.188&CDS=1-1950	YFL030W
1326	OG0001326	snap_masked-kam_s16-processed-gene-19.265-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.265&CDS=1-1359	YBR130C
1327	OG0001327	snap_masked-kam_s16-processed-gene-19.230-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.230&CDS=1-696	YGL085W
1328	OG0001328	snap_masked-kam_s16-processed-gene-19.270-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.270&CDS=1-1596	YEL058W
1329	OG0001329	snap_masked-kam_s16-processed-gene-19.233-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.233&CDS=1-966	YPL266W
1330	OG0001330	augustus_masked-kam_s16-processed-gene-19.175-mRNA-1_1&gene=augustus_masked-kam_s16-processed-gene-19.175&CDS=1-3342	YMR131C
1331	OG0001331	snap_masked-kam_s16-processed-gene-19.234-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.234&CDS=1-2610	YBR055C
1332	OG0001332	snap_masked-kam_s16-processed-gene-19.276-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.276&CDS=1-2013	YGL086W
1333	OG0001333	genemark-kam_s16-processed-gene-19.45-mRNA-1_1&gene=genemark-kam_s16-processed-gene-19.45&CDS=1-411	YGL087C
1334	OG0001334	snap_masked-kam_s16-processed-gene-19.278-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.278&CDS=1-1731	YGL084C
1335	OG0001335	snap_masked-kam_s16-processed-gene-19.237-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.237&CDS=1-1944	YDL206W
1336	OG0001336	snap_masked-kam_s16-processed-gene-19.238-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.238&CDS=1-507	YAL044C
1337	OG0001337	genemark-kam_s16-processed-gene-19.87-mRNA-1_1&gene=genemark-kam_s16-processed-gene-19.87&CDS=1-333	YOR327C
1338	OG0001338	snap_masked-kam_s16-processed-gene-19.239-mRNA-1_1&gene=snap_masked-kam_s16-processed-gene-19.239&CDS=1-1125	YFL039C
1339	OG0001339	snap_masked-kam_s162-processed-gene-0.33-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-0.33&CDS=1-3090	YLR001C
1340	OG0001340	snap_masked-kam_s162-processed-gene-0.54-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-0.54&CDS=1-630	YKL070W
1341	OG0001341	snap_masked-kam_s162-processed-gene-0.36-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-0.36&CDS=1-912	YLR220W
1342	OG0001342	snap_masked-kam_s162-processed-gene-0.37-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-0.37&CDS=1-837	YGR132C
1343	OG0001343	snap_masked-kam_s162-processed-gene-0.55-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-0.55&CDS=1-1539	YER078C
1344	OG0001344	snap_masked-kam_s162-processed-gene-0.58-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-0.58&CDS=1-474	YPR153W
1345	OG0001345	snap_masked-kam_s162-processed-gene-0.38-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-0.38&CDS=1-744	YGR135W
1346	OG0001346	snap_masked-kam_s162-processed-gene-0.39-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-0.39&CDS=1-1770	YPR155C
1347	OG0001347	snap_masked-kam_s162-processed-gene-1.6-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-1.6&CDS=1-2343	YKL034W
1348	OG0001348	snap_masked-kam_s162-processed-gene-1.5-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-1.5&CDS=1-366	YDR511W
1349	OG0001349	snap_masked-kam_s162-processed-gene-1.35-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-1.35&CDS=1-453	YPR168W
1350	OG0001350	snap_masked-kam_s162-processed-gene-1.14-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-1.14&CDS=1-1548	YNL291C
1351	OG0001351	snap_masked-kam_s162-processed-gene-1.36-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-1.36&CDS=1-441	YOR104W
1352	OG0001352	genemark-kam_s162-processed-gene-1.115-mRNA-1_1&gene=genemark-kam_s162-processed-gene-1.115&CDS=1-984	YNL290W
1353	OG0001353	snap_masked-kam_s162-processed-gene-1.16-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-1.16&CDS=1-1188	YKL090W
1354	OG0001354	snap_masked-kam_s162-processed-gene-1.37-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-1.37&CDS=1-1113	YKR038C
1355	OG0001355	snap_masked-kam_s162-processed-gene-1.38-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-1.38&CDS=1-321	YGL030W
1356	OG0001356	genemark-kam_s162-processed-gene-1.121-mRNA-1_1&gene=genemark-kam_s162-processed-gene-1.121&CDS=1-1638	YNL275W
1357	OG0001357	augustus_masked-kam_s162-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-kam_s162-processed-gene-1.92&CDS=1-1158	YBR057C
1358	OG0001358	snap_masked-kam_s162-processed-gene-1.23-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-1.23&CDS=1-1512	YLR116W
1359	OG0001359	snap_masked-kam_s162-processed-gene-1.24-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-1.24&CDS=1-1155	YGL213C
1360	OG0001360	genemark-kam_s162-processed-gene-1.126-mRNA-1_1&gene=genemark-kam_s162-processed-gene-1.126&CDS=1-2763	YLR382C
1361	OG0001361	augustus_masked-kam_s162-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-kam_s162-processed-gene-1.96&CDS=1-4104	YLR143W
1362	OG0001362	snap_masked-kam_s162-processed-gene-1.27-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-1.27&CDS=1-564	YBR189W
1363	OG0001363	snap_masked-kam_s162-processed-gene-1.28-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-1.28&CDS=1-1983	YKL179C
1364	OG0001364	snap_masked-kam_s162-processed-gene-1.50-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-1.50&CDS=1-945	YOL093W
1365	OG0001365	snap_masked-kam_s162-processed-gene-1.30-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-1.30&CDS=1-1368	YPL083C
1366	OG0001366	snap_masked-kam_s162-processed-gene-2.2-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-2.2&CDS=1-1428	YOL072W
1367	OG0001367	snap_masked-kam_s162-processed-gene-2.7-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-2.7&CDS=1-2181	YLR047C
1368	OG0001368	augustus_masked-kam_s162-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-kam_s162-processed-gene-2.58&CDS=1-516	YMR071C
1369	OG0001369	snap_masked-kam_s162-processed-gene-2.6-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-2.6&CDS=1-1233	YGR210C
1370	OG0001370	snap_masked-kam_s162-processed-gene-2.10-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-2.10&CDS=1-1056	YJL145W
1371	OG0001371	maker-kam_s162-augustus-gene-2.1-mRNA-1_1&gene=maker-kam_s162-augustus-gene-2.1&CDS=1-4407	YKL165C
1372	OG0001372	snap_masked-kam_s162-processed-gene-2.15-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-2.15&CDS=1-1833	YKL212W
1373	OG0001373	snap_masked-kam_s162-processed-gene-2.18-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-2.18&CDS=1-909	YJR077C
1374	OG0001374	snap_masked-kam_s162-processed-gene-2.20-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-2.20&CDS=1-681	YJL148W
1375	OG0001375	snap_masked-kam_s162-processed-gene-2.22-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-2.22&CDS=1-738	YER010C
1376	OG0001376	snap_masked-kam_s162-processed-gene-2.24-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-2.24&CDS=1-1140	YPL203W
1377	OG0001377	snap_masked-kam_s162-processed-gene-2.43-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-2.43&CDS=1-372	YER009W
1378	OG0001378	snap_masked-kam_s162-processed-gene-2.44-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-2.44&CDS=1-834	YKR062W
1379	OG0001379	snap_masked-kam_s162-processed-gene-2.45-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-2.45&CDS=1-1704	YBR203W
1380	OG0001380	snap_masked-kam_s162-processed-gene-2.47-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-2.47&CDS=1-2049	YML096W
1381	OG0001381	snap_masked-kam_s162-processed-gene-2.49-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-2.49&CDS=1-2310	YOR080W
1382	OG0001382	snap_masked-kam_s162-processed-gene-2.30-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-2.30&CDS=1-852	YOR079C
1383	OG0001383	snap_masked-kam_s162-processed-gene-2.31-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-2.31&CDS=1-2523	YKR079C
1384	OG0001384	snap_masked-kam_s162-processed-gene-2.51-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-2.51&CDS=1-1083	YEL050C
1385	OG0001385	genemark-kam_s162-processed-gene-2.125-mRNA-1_1&gene=genemark-kam_s162-processed-gene-2.125&CDS=1-612	YDR298C
1386	OG0001386	snap_masked-kam_s162-processed-gene-3.87-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-3.87&CDS=1-1437	YIL039W
1387	OG0001387	snap_masked-kam_s162-processed-gene-3.90-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-3.90&CDS=1-618	YIL010W
1388	OG0001388	snap_masked-kam_s162-processed-gene-3.92-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-3.92&CDS=1-810	YOR278W
1389	OG0001389	snap_masked-kam_s162-processed-gene-3.113-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-3.113&CDS=1-399	YOL012C
1390	OG0001390	snap_masked-kam_s162-processed-gene-3.114-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-3.114&CDS=1-1986	YEL062W
1391	OG0001391	snap_masked-kam_s162-processed-gene-3.96-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-3.96&CDS=1-1701	YLR259C
1392	OG0001392	snap_masked-kam_s162-processed-gene-3.97-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-3.97&CDS=1-3102	YML043C
1393	OG0001393	snap_masked-kam_s162-processed-gene-3.115-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-3.115&CDS=1-1566	YOL013C
1394	OG0001394	snap_masked-kam_s162-processed-gene-3.117-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-3.117&CDS=1-351	YMR074C
1395	OG0001395	genemark-kam_s162-processed-gene-3.53-mRNA-1_1&gene=genemark-kam_s162-processed-gene-3.53&CDS=1-612	YLR262C
1396	OG0001396	genemark-kam_s162-processed-gene-3.57-mRNA-1_1&gene=genemark-kam_s162-processed-gene-3.57&CDS=1-387	YBR269C
1397	OG0001397	snap_masked-kam_s162-processed-gene-3.103-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-3.103&CDS=1-1254	YBR271W
1398	OG0001398	genemark-kam_s162-processed-gene-3.76-mRNA-1_1&gene=genemark-kam_s162-processed-gene-3.76&CDS=1-1431	YJL060W
1399	OG0001399	snap_masked-kam_s162-processed-gene-3.105-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-3.105&CDS=1-774	YJR113C
1400	OG0001400	snap_masked-kam_s162-processed-gene-3.107-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-3.107&CDS=1-1323	YBL045C
1401	OG0001401	snap_masked-kam_s162-processed-gene-3.123-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-3.123&CDS=1-1224	YHR005C
1402	OG0001402	snap_masked-kam_s162-processed-gene-3.108-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-3.108&CDS=1-1461	YHR045W
1403	OG0001403	snap_masked-kam_s162-processed-gene-3.125-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-3.125&CDS=1-291	YDR016C
1404	OG0001404	snap_masked-kam_s162-processed-gene-3.109-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-3.109&CDS=1-987	YKL095W
1405	OG0001405	augustus_masked-kam_s162-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-kam_s162-processed-gene-3.38&CDS=1-6375	YIL068C
1406	OG0001406	snap_masked-kam_s162-processed-gene-3.130-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-3.130&CDS=1-342	YER072W
