	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026145_Ambrosiozyma_vanderkliftii
1695	OG0001695	YGR279C	augustus_masked-flattened_line_122-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.55&CDS=1-1101
1696	OG0001696	YGR280C	augustus_masked-flattened_line_144-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.88&CDS=1-879
1697	OG0001697	YGR282C	augustus_masked-flattened_line_158-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.16&CDS=1-933
1698	OG0001698	YGR284C	augustus_masked-flattened_line_158-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.2&CDS=1-960
1699	OG0001699	YGR285C	genemark-flattened_line_76-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.60&CDS=1-1296
1700	OG0001700	YHL002W	augustus_masked-flattened_line_6-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.98&CDS=1-1500
1701	OG0001701	YHL004W	augustus_masked-flattened_line_30-processed-gene-0.225-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.225&CDS=1-1308
1702	OG0001702	YHL008C	augustus_masked-flattened_line_96-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.14&CDS=1-2079
1703	OG0001703	YHL009C	augustus_masked-flattened_line_134-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.51&CDS=1-1320
1704	OG0001704	YHL013C	augustus_masked-flattened_line_30-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.186&CDS=1-951
1705	OG0001705	YHL015W	augustus_masked-flattened_line_52-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.153&CDS=1-345
1706	OG0001706	YHL016C	augustus_masked-flattened_line_211-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_211-processed-gene-0.55&CDS=1-2145
1707	OG0001707	YHL018W	augustus_masked-flattened_line_66-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.138&CDS=1-336
1708	OG0001708	YHL020C	augustus_masked-flattened_line_245-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_245-processed-gene-0.35&CDS=1-2139
1709	OG0001709	YHL022C	genemark-flattened_line_100-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.130&CDS=1-1131
1710	OG0001710	YHL023C	augustus_masked-flattened_line_18-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.22&CDS=1-3063
1711	OG0001711	YHL024W	augustus_masked-flattened_line_22-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.128&CDS=1-2097
1712	OG0001712	YHL027W	augustus_masked-flattened_line_0-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.78&CDS=1-2229
1713	OG0001713	YHL028W	augustus_masked-flattened_line_0-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.77&CDS=1-1329
1714	OG0001714	YHL029C	augustus_masked-flattened_line_22-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.115&CDS=1-2187
1715	OG0001715	YHL030W	augustus_masked-flattened_line_22-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.114&CDS=1-5652
1716	OG0001716	YHL031C	augustus_masked-flattened_line_16-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.54&CDS=1-696
1717	OG0001717	YHL032C	augustus_masked-flattened_line_208-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_208-processed-gene-0.68&CDS=1-1968
1718	OG0001718	YHL036W	genemark-flattened_line_20-processed-gene-1.48-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.48&CDS=1-1740
1719	OG0001719	YHL039W	augustus_masked-flattened_line_28-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.23&CDS=1-1785
1720	OG0001720	YHR001W-A	augustus_masked-flattened_line_72-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.96&CDS=1-231
1721	OG0001721	YHR002W	augustus_masked-flattened_line_32-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.113&CDS=1-1425
1722	OG0001722	YHR004C	augustus_masked-flattened_line_56-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.57&CDS=1-1791
1723	OG0001723	YHR005C	augustus_masked-flattened_line_42-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.132&CDS=1-1722
1724	OG0001724	YHR005C-A	augustus_masked-flattened_line_20-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.6&CDS=1-288
1725	OG0001725	YHR007C	augustus_masked-flattened_line_28-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.76&CDS=1-1575
1726	OG0001726	YHR008C	augustus_masked-flattened_line_74-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.111&CDS=1-681
1727	OG0001727	YHR009C	augustus_masked-flattened_line_28-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.46&CDS=1-1602
1728	OG0001728	YHR011W	augustus_masked-flattened_line_34-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.34&CDS=1-1434
1729	OG0001729	YHR012W	augustus_masked-flattened_line_2-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.71&CDS=1-1053
1730	OG0001730	YHR013C	maker-flattened_line_2-snap-gene-2.88-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-2.88&CDS=1-1326
1731	OG0001731	YHR018C	augustus_masked-flattened_line_6-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.113&CDS=1-1392
1732	OG0001732	YHR019C	augustus_masked-flattened_line_34-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.37&CDS=1-1650
1733	OG0001733	YHR020W	augustus_masked-flattened_line_34-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.38&CDS=1-2037
1734	OG0001734	YHR023W	maker-flattened_line_144-snap-gene-0.6-mRNA-1_1&gene=maker-flattened_line_144-snap-gene-0.6&CDS=1-4221
1735	OG0001735	YHR024C	augustus_masked-flattened_line_8-processed-gene-1.200-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.200&CDS=1-1422
1736	OG0001736	YHR025W	augustus_masked-flattened_line_110-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.23&CDS=1-1065
1737	OG0001737	YHR026W	augustus_masked-flattened_line_110-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.4&CDS=1-495
1738	OG0001738	YHR027C	augustus_masked-flattened_line_110-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.25&CDS=1-2922
1739	OG0001739	YHR030C	augustus_masked-flattened_line_110-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.6&CDS=1-1518
1740	OG0001740	YHR031C	augustus_masked-flattened_line_134-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.43&CDS=1-2241
1741	OG0001741	YHR034C	augustus_masked-flattened_line_88-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.99&CDS=1-1218
1742	OG0001742	YHR037W	augustus_masked-flattened_line_146-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.55&CDS=1-1773
1743	OG0001743	YHR038W	augustus_masked-flattened_line_40-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.104&CDS=1-786
1744	OG0001744	YHR039C	augustus_masked-flattened_line_40-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.67&CDS=1-1941
1745	OG0001745	YHR040W	genemark-flattened_line_323-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_323-processed-gene-0.9&CDS=1-1272
1746	OG0001746	YHR042W	augustus_masked-flattened_line_146-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.48&CDS=1-2076
1747	OG0001747	YHR045W	genemark-flattened_line_182-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_182-processed-gene-0.23&CDS=1-1626
1748	OG0001748	YHR048W	augustus_masked-flattened_line_128-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.84&CDS=1-1695
1749	OG0001749	YHR051W	maker-flattened_line_144-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_144-augustus-gene-0.2&CDS=1-435
1750	OG0001750	YHR052W	augustus_masked-flattened_line_10-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.85&CDS=1-1194
1751	OG0001751	YHR058C	augustus_masked-flattened_line_58-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.163&CDS=1-768
1752	OG0001752	YHR059W	augustus_masked-flattened_line_58-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.139&CDS=1-519
1753	OG0001753	YHR062C	augustus_masked-flattened_line_332-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_332-processed-gene-0.11&CDS=1-918
1754	OG0001754	YHR063C	augustus_masked-flattened_line_0-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.79&CDS=1-1068
1755	OG0001755	YHR064C	augustus_masked-flattened_line_150-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.76&CDS=1-1596
1756	OG0001756	YHR065C	maker-flattened_line_60-snap-gene-0.177-mRNA-1_1&gene=maker-flattened_line_60-snap-gene-0.177&CDS=1-3042
1757	OG0001757	YHR067W	augustus_masked-flattened_line_68-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.15&CDS=1-972
1758	OG0001758	YHR068W	augustus_masked-flattened_line_76-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.107&CDS=1-1116
1759	OG0001759	YHR069C	augustus_masked-flattened_line_68-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.21&CDS=1-1125
1760	OG0001760	YHR070W	augustus_masked-flattened_line_32-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.81&CDS=1-1443
1761	OG0001761	YHR072W	augustus_masked-flattened_line_192-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_192-processed-gene-0.34&CDS=1-2172
1762	OG0001762	YHR072W-A	snap_masked-flattened_line_58-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.8&CDS=1-183
1763	OG0001763	YHR073W	augustus_masked-flattened_line_138-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.67&CDS=1-3582
1764	OG0001764	YHR074W	augustus_masked-flattened_line_88-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.101&CDS=1-2130
1765	OG0001765	YHR075C	augustus_masked-flattened_line_88-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.120&CDS=1-1365
1766	OG0001766	YHR076W	augustus_masked-flattened_line_439-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_439-processed-gene-0.2&CDS=1-1314
1767	OG0001767	YHR077C	augustus_masked-flattened_line_239-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_239-processed-gene-0.2&CDS=1-3432
1768	OG0001768	YHR078W	augustus_masked-flattened_line_122-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.72&CDS=1-1638
1769	OG0001769	YHR079C	augustus_masked-flattened_line_2-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.89&CDS=1-3750
1770	OG0001770	YHR079C-A	augustus_masked-flattened_line_502-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_502-processed-gene-0.2&CDS=1-567
1771	OG0001771	YHR081W	augustus_masked-flattened_line_146-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.50&CDS=1-615
1772	OG0001772	YHR083W	augustus_masked-flattened_line_296-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_296-processed-gene-0.18&CDS=1-1044
1773	OG0001773	YHR084W	augustus_masked-flattened_line_80-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.50&CDS=1-2286
1774	OG0001774	YHR085W	augustus_masked-flattened_line_323-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_323-processed-gene-0.7&CDS=1-1134
1775	OG0001775	YHR087W	augustus_masked-flattened_line_40-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.105&CDS=1-363
1776	OG0001776	YHR088W	augustus_masked-flattened_line_146-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.47&CDS=1-885
1777	OG0001777	YHR089C	augustus_masked-flattened_line_24-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.59&CDS=1-636
1778	OG0001778	YHR098C	augustus_masked-flattened_line_239-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_239-processed-gene-0.7&CDS=1-2919
1779	OG0001779	YHR099W	augustus_masked-flattened_line_24-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.85&CDS=1-11340
1780	OG0001780	YHR100C	genemark-flattened_line_24-processed-gene-1.106-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.106&CDS=1-606
1781	OG0001781	YHR102W	augustus_masked-flattened_line_50-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.6&CDS=1-2856
1782	OG0001782	YHR104W	augustus_masked-flattened_line_154-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.24&CDS=1-960
1783	OG0001783	YHR107C	augustus_masked-flattened_line_38-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.203&CDS=1-1182
1784	OG0001784	YHR109W	snap_masked-flattened_line_210-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_210-processed-gene-0.45&CDS=1-1833
1785	OG0001785	YHR110W	augustus_masked-flattened_line_10-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.103&CDS=1-639
1786	OG0001786	YHR111W	genemark-flattened_line_6-processed-gene-1.55-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.55&CDS=1-1302
1787	OG0001787	YHR112C	augustus_masked-flattened_line_44-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.17&CDS=1-1140
1788	OG0001788	YHR113W	maker-flattened_line_30-snap-gene-0.75-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-0.75&CDS=1-4518
1789	OG0001789	YHR114W	augustus_masked-flattened_line_6-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.71&CDS=1-1884
1790	OG0001790	YHR116W	augustus_masked-flattened_line_225-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_225-processed-gene-0.55&CDS=1-390
1791	OG0001791	YHR118C	augustus_masked-flattened_line_180-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_180-processed-gene-0.54&CDS=1-1239
1792	OG0001792	YHR119W	augustus_masked-flattened_line_180-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_180-processed-gene-0.56&CDS=1-3474
1793	OG0001793	YHR120W	augustus_masked-flattened_line_190-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_190-processed-gene-0.2&CDS=1-3066
1794	OG0001794	YHR122W	augustus_masked-flattened_line_190-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_190-processed-gene-0.5&CDS=1-750
1795	OG0001795	YHR123W	augustus_masked-flattened_line_190-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_190-processed-gene-0.8&CDS=1-1173
1796	OG0001796	YHR132C	augustus_masked-flattened_line_0-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.103&CDS=1-1545
1797	OG0001797	YHR134W	augustus_masked-flattened_line_243-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_243-processed-gene-0.11&CDS=1-1077
1798	OG0001798	YHR135C	augustus_masked-flattened_line_112-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.34&CDS=1-1647
1799	OG0001799	YHR140W	augustus_masked-flattened_line_0-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.102&CDS=1-669
1800	OG0001800	YHR142W	augustus_masked-flattened_line_4-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.77&CDS=1-918
1801	OG0001801	YHR143W-A	augustus_masked-flattened_line_104-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.18&CDS=1-216
1802	OG0001802	YHR144C	augustus_masked-flattened_line_120-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.10&CDS=1-1056
1803	OG0001803	YHR146W, YNL173C	
1804	OG0001804	YHR147C	augustus_masked-flattened_line_134-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.50&CDS=1-645
1805	OG0001805	YHR148W	augustus_masked-flattened_line_134-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.66&CDS=1-549
1806	OG0001806	YHR151C	snap_masked-flattened_line_14-processed-gene-1.69-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.69&CDS=1-1536
1807	OG0001807	YHR154W	maker-flattened_line_78-snap-gene-0.86-mRNA-1_1&gene=maker-flattened_line_78-snap-gene-0.86&CDS=1-2130
1808	OG0001808	YHR159W	snap_masked-flattened_line_88-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.32&CDS=1-2187
1809	OG0001809	YHR163W	augustus_masked-flattened_line_50-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.43&CDS=1-741
1810	OG0001810	YHR164C	augustus_masked-flattened_line_184-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_184-processed-gene-0.6&CDS=1-4578
1811	OG0001811	YHR165C	maker-flattened_line_56-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_56-augustus-gene-0.1&CDS=1-9018
1812	OG0001812	YHR168W	genemark-flattened_line_76-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.81&CDS=1-1554
1813	OG0001813	YHR169W	augustus_masked-flattened_line_76-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.101&CDS=1-1353
1814	OG0001814	YHR170W	augustus_masked-flattened_line_76-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.99&CDS=1-1542
1815	OG0001815	YHR171W	augustus_masked-flattened_line_76-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.100&CDS=1-1908
1816	OG0001816	YHR172W	augustus_masked-flattened_line_76-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.102&CDS=1-2403
1817	OG0001817	YHR175W	augustus_masked-flattened_line_96-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.18&CDS=1-498
1818	OG0001818	YHR178W	maker-flattened_line_110-snap-gene-0.111-mRNA-1_1&gene=maker-flattened_line_110-snap-gene-0.111&CDS=1-2811
1819	OG0001819	YHR181W	augustus_masked-flattened_line_88-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.102&CDS=1-672
1820	OG0001820	YHR183W	augustus_masked-flattened_line_48-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.57&CDS=1-1476
1821	OG0001821	YHR186C	augustus_masked-flattened_line_2-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.69&CDS=1-4194
1822	OG0001822	YHR187W	augustus_masked-flattened_line_44-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.26&CDS=1-900
1823	OG0001823	YHR188C	augustus_masked-flattened_line_10-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.114&CDS=1-1962
1824	OG0001824	YHR189W	augustus_masked-flattened_line_40-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.90&CDS=1-678
1825	OG0001825	YHR190W	maker-flattened_line_64-augustus-gene-0.153-mRNA-1_1&gene=maker-flattened_line_64-augustus-gene-0.153&CDS=1-1335
1826	OG0001826	YHR191C	augustus_masked-flattened_line_14-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.155&CDS=1-510
1827	OG0001827	YHR192W	augustus_masked-flattened_line_102-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.10&CDS=1-870
1828	OG0001828	YHR193C	augustus_masked-flattened_line_102-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.35&CDS=1-555
1829	OG0001829	YHR194W	augustus_masked-flattened_line_48-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.45&CDS=1-1734
1830	OG0001830	YHR197W	augustus_masked-flattened_line_46-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.84&CDS=1-2343
1831	OG0001831	YHR198C	augustus_masked-flattened_line_30-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.181&CDS=1-993
1832	OG0001832	YHR200W	augustus_masked-flattened_line_0-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.64&CDS=1-810
1833	OG0001833	YHR201C	augustus_masked-flattened_line_108-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.55&CDS=1-1152
1834	OG0001834	YHR202W	snap_masked-flattened_line_20-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.77&CDS=1-1911
1835	OG0001835	YHR204W	augustus_masked-flattened_line_194-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_194-processed-gene-0.63&CDS=1-2802
1836	OG0001836	YHR205W	genemark-flattened_line_194-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_194-processed-gene-0.42&CDS=1-2340
1837	OG0001837	YHR206W	augustus_masked-flattened_line_32-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.137&CDS=1-1803
1838	OG0001838	YIL001W	augustus_masked-flattened_line_40-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.117&CDS=1-1611
1839	OG0001839	YIL003W	augustus_masked-flattened_line_60-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.64&CDS=1-837
1840	OG0001840	YIL004C	augustus_masked-flattened_line_8-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.163&CDS=1-600
1841	OG0001841	YIL005W	augustus_masked-flattened_line_96-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.10&CDS=1-2259
1842	OG0001842	YIL007C	augustus_masked-flattened_line_40-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.81&CDS=1-666
1843	OG0001843	YIL008W	augustus_masked-flattened_line_40-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.116&CDS=1-297
1844	OG0001844	YIL010W	snap_masked-flattened_line_116-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.28&CDS=1-654
1845	OG0001845	YIL016W	snap_masked-flattened_line_10-processed-gene-1.151-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.151&CDS=1-741
1846	OG0001846	YIL019W	genemark-flattened_line_38-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.145&CDS=1-723
1847	OG0001847	YIL020C	augustus_masked-flattened_line_38-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.181&CDS=1-804
1848	OG0001848	YIL021W	augustus_masked-flattened_line_38-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.176&CDS=1-954
1849	OG0001849	YIL022W	augustus_masked-flattened_line_116-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.58&CDS=1-1239
1850	OG0001850	YIL023C	augustus_masked-flattened_line_122-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.67&CDS=1-1344
1851	OG0001851	YIL026C	augustus_masked-flattened_line_32-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.119&CDS=1-3291
1852	OG0001852	YIL030C	maker-flattened_line_26-augustus-gene-0.226-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-0.226&CDS=1-3714
1853	OG0001853	YIL031W	maker-flattened_line_116-augustus-gene-0.49-mRNA-1_1&gene=maker-flattened_line_116-augustus-gene-0.49&CDS=1-3999
1854	OG0001854	YIL033C	augustus_masked-flattened_line_6-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.81&CDS=1-1398
1855	OG0001855	YIL034C	augustus_masked-flattened_line_6-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.80&CDS=1-840
1856	OG0001856	YIL039W	augustus_masked-flattened_line_70-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.111&CDS=1-1404
1857	OG0001857	YIL041W	augustus_masked-flattened_line_202-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_202-processed-gene-0.24&CDS=1-1011
1858	OG0001858	YIL042C	augustus_masked-flattened_line_142-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.21&CDS=1-1506
1859	OG0001859	YIL043C	genemark-flattened_line_184-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_184-processed-gene-0.25&CDS=1-885
