	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034760_Lipomyces_kononenkoae
1730	OG0001730	YIL001W	maker-NODE_17_length_243555_cov_19.5157_ID_33-augustus-gene-0.150-mRNA-1_1&gene=maker-NODE_17_length_243555_cov_19.5157_ID_33-augustus-gene-0.150&CDS=1-1806
1731	OG0001731	YIL003W	augustus_masked-NODE_30_length_185954_cov_19.4228_ID_59-processed-gene-0.331-mRNA-1_1&gene=augustus_masked-NODE_30_length_185954_cov_19.4228_ID_59-processed-gene-0.331&CDS=1-882
1732	OG0001732	YIL004C	maker-NODE_3_length_726745_cov_18.6369_ID_5-augustus-gene-2.129-mRNA-1_1&gene=maker-NODE_3_length_726745_cov_18.6369_ID_5-augustus-gene-2.129&CDS=1-444
1733	OG0001733	YIL007C	augustus_masked-NODE_24_length_201069_cov_18.7772_ID_47-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-NODE_24_length_201069_cov_18.7772_ID_47-processed-gene-1.128&CDS=1-1305
1734	OG0001734	YIL008W	maker-NODE_17_length_243555_cov_19.5157_ID_33-augustus-gene-1.17-mRNA-1_1&gene=maker-NODE_17_length_243555_cov_19.5157_ID_33-augustus-gene-1.17&CDS=1-312
1735	OG0001735	YIL010W	augustus_masked-NODE_36_length_166449_cov_18.998_ID_71-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_36_length_166449_cov_18.998_ID_71-processed-gene-0.51&CDS=1-732
1736	OG0001736	YIL019W	maker-NODE_4_length_545746_cov_20.1284_ID_7-augustus-gene-3.86-mRNA-1_1&gene=maker-NODE_4_length_545746_cov_20.1284_ID_7-augustus-gene-3.86&CDS=1-1107
1737	OG0001737	YIL020C	augustus_masked-NODE_4_length_545746_cov_20.1284_ID_7-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-NODE_4_length_545746_cov_20.1284_ID_7-processed-gene-3.42&CDS=1-765
1738	OG0001738	YIL021W	augustus_masked-NODE_55_length_96634_cov_19.9288_ID_109-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_55_length_96634_cov_19.9288_ID_109-processed-gene-0.117&CDS=1-831
1739	OG0001739	YIL022W	maker-NODE_21_length_222959_cov_18.8651_ID_41-augustus-gene-0.89-mRNA-1_1&gene=maker-NODE_21_length_222959_cov_18.8651_ID_41-augustus-gene-0.89&CDS=1-1554
1740	OG0001740	YIL023C	augustus_masked-NODE_3_length_726745_cov_18.6369_ID_5-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-NODE_3_length_726745_cov_18.6369_ID_5-processed-gene-3.120&CDS=1-1260
1741	OG0001741	YIL026C	maker-NODE_24_length_201069_cov_18.7772_ID_47-augustus-gene-1.122-mRNA-1_1&gene=maker-NODE_24_length_201069_cov_18.7772_ID_47-augustus-gene-1.122&CDS=1-3336
1742	OG0001742	YIL027C	augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-4.43&CDS=1-333
1743	OG0001743	YIL030C	maker-NODE_62_length_82821_cov_19.5809_ID_123-snap-gene-0.99-mRNA-1_1&gene=maker-NODE_62_length_82821_cov_19.5809_ID_123-snap-gene-0.99&CDS=1-3717
1744	OG0001744	YIL031W	maker-NODE_6_length_362797_cov_19.7437_ID_11-snap-gene-2.92-mRNA-1_1&gene=maker-NODE_6_length_362797_cov_19.7437_ID_11-snap-gene-2.92&CDS=1-1020
1745	OG0001745	YIL033C	augustus_masked-NODE_24_length_201069_cov_18.7772_ID_47-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_24_length_201069_cov_18.7772_ID_47-processed-gene-0.89&CDS=1-1101
1746	OG0001746	YIL034C	maker-NODE_44_length_140868_cov_19.0139_ID_87-augustus-gene-0.123-mRNA-1_1&gene=maker-NODE_44_length_140868_cov_19.0139_ID_87-augustus-gene-0.123&CDS=1-801
1747	OG0001747	YIL035C	maker-NODE_408_length_642_cov_37.7562_ID_815-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_408_length_642_cov_37.7562_ID_815-snap-gene-0.2&CDS=1-555
1748	OG0001748	YIL039W	augustus_masked-NODE_20_length_225737_cov_18.5558_ID_39-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_20_length_225737_cov_18.5558_ID_39-processed-gene-1.71&CDS=1-1341
1749	OG0001749	YIL041W	snap_masked-NODE_16_length_252440_cov_18.8808_ID_31-processed-gene-1.146-mRNA-1_1&gene=snap_masked-NODE_16_length_252440_cov_18.8808_ID_31-processed-gene-1.146&CDS=1-882
1750	OG0001750	YIL043C	snap_masked-NODE_6_length_362797_cov_19.7437_ID_11-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_6_length_362797_cov_19.7437_ID_11-processed-gene-0.6&CDS=1-942
1751	OG0001751	YIL046W	maker-NODE_8_length_336372_cov_19.1489_ID_15-augustus-gene-2.271-mRNA-1_1&gene=maker-NODE_8_length_336372_cov_19.1489_ID_15-augustus-gene-2.271&CDS=1-2184
1752	OG0001752	YIL047C	augustus_masked-NODE_28_length_189221_cov_18.6079_ID_55-processed-gene-0.238-mRNA-1_1&gene=augustus_masked-NODE_28_length_189221_cov_18.6079_ID_55-processed-gene-0.238&CDS=1-3141
1753	OG0001753	YIL048W	maker-NODE_33_length_172806_cov_20.3289_ID_65-augustus-gene-0.80-mRNA-1_1&gene=maker-NODE_33_length_172806_cov_20.3289_ID_65-augustus-gene-0.80&CDS=1-3258
1754	OG0001754	YIL049W	augustus_masked-NODE_51_length_121644_cov_19.3419_ID_101-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NODE_51_length_121644_cov_19.3419_ID_101-processed-gene-0.152&CDS=1-942
1755	OG0001755	YIL050W	maker-NODE_19_length_230806_cov_19.3279_ID_37-augustus-gene-0.140-mRNA-1_1&gene=maker-NODE_19_length_230806_cov_19.3279_ID_37-augustus-gene-0.140&CDS=1-1074
1756	OG0001756	YIL062C	genemark-NODE_31_length_179249_cov_19.1009_ID_61-processed-gene-0.278-mRNA-1_1&gene=genemark-NODE_31_length_179249_cov_19.1009_ID_61-processed-gene-0.278&CDS=1-468
1757	OG0001757	YIL063C	maker-NODE_2_length_758014_cov_19.0229_ID_3-augustus-gene-1.88-mRNA-1_1&gene=maker-NODE_2_length_758014_cov_19.0229_ID_3-augustus-gene-1.88&CDS=1-1353
1758	OG0001758	YIL064W	augustus_masked-NODE_42_length_145683_cov_20.0035_ID_83-processed-gene-0.223-mRNA-1_1&gene=augustus_masked-NODE_42_length_145683_cov_20.0035_ID_83-processed-gene-0.223&CDS=1-750
1759	OG0001759	YIL065C	maker-NODE_1_length_800456_cov_18.956_ID_1-snap-gene-3.82-mRNA-1_1&gene=maker-NODE_1_length_800456_cov_18.956_ID_1-snap-gene-3.82&CDS=1-471
1760	OG0001760	YIL067C	augustus_masked-NODE_70_length_67753_cov_18.092_ID_139-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_70_length_67753_cov_18.092_ID_139-processed-gene-0.77&CDS=1-1878
1761	OG0001761	YIL068C	maker-NODE_25_length_197380_cov_19.4087_ID_49-augustus-gene-0.122-mRNA-1_1&gene=maker-NODE_25_length_197380_cov_19.4087_ID_49-augustus-gene-0.122&CDS=1-2373
1762	OG0001762	YIL070C	maker-NODE_16_length_252440_cov_18.8808_ID_31-augustus-gene-1.186-mRNA-1_1&gene=maker-NODE_16_length_252440_cov_18.8808_ID_31-augustus-gene-1.186&CDS=1-849
1763	OG0001763	YIL072W	snap_masked-NODE_39_length_156451_cov_19.9934_ID_77-processed-gene-0.226-mRNA-1_1&gene=snap_masked-NODE_39_length_156451_cov_19.9934_ID_77-processed-gene-0.226&CDS=1-2400
1764	OG0001764	YIL073C	maker-NODE_25_length_197380_cov_19.4087_ID_49-augustus-gene-0.104-mRNA-1_1&gene=maker-NODE_25_length_197380_cov_19.4087_ID_49-augustus-gene-0.104&CDS=1-2613
1765	OG0001765	YIL074C	maker-NODE_4_length_545746_cov_20.1284_ID_7-augustus-gene-1.66-mRNA-1_1&gene=maker-NODE_4_length_545746_cov_20.1284_ID_7-augustus-gene-1.66&CDS=1-1440
1766	OG0001766	YIL075C	maker-NODE_57_length_92575_cov_19.1905_ID_113-snap-gene-0.76-mRNA-1_1&gene=maker-NODE_57_length_92575_cov_19.1905_ID_113-snap-gene-0.76&CDS=1-3030
1767	OG0001767	YIL078W	maker-NODE_78_length_51526_cov_18.6156_ID_155-augustus-gene-0.9-mRNA-1_1&gene=maker-NODE_78_length_51526_cov_18.6156_ID_155-augustus-gene-0.9&CDS=1-2217
1768	OG0001768	YIL083C	maker-NODE_6_length_362797_cov_19.7437_ID_11-augustus-gene-2.233-mRNA-1_1&gene=maker-NODE_6_length_362797_cov_19.7437_ID_11-augustus-gene-2.233&CDS=1-1029
1769	OG0001769	YIL084C	augustus_masked-NODE_3_length_726745_cov_18.6369_ID_5-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-NODE_3_length_726745_cov_18.6369_ID_5-processed-gene-2.50&CDS=1-906
1770	OG0001770	YIL087C	maker-NODE_17_length_243555_cov_19.5157_ID_33-snap-gene-0.126-mRNA-1_1&gene=maker-NODE_17_length_243555_cov_19.5157_ID_33-snap-gene-0.126&CDS=1-405
1771	OG0001771	YIL090W	maker-NODE_11_length_306385_cov_19.7367_ID_21-snap-gene-2.157-mRNA-1_1&gene=maker-NODE_11_length_306385_cov_19.7367_ID_21-snap-gene-2.157&CDS=1-1290
1772	OG0001772	YIL091C	snap_masked-NODE_11_length_306385_cov_19.7367_ID_21-processed-gene-2.48-mRNA-1_1&gene=snap_masked-NODE_11_length_306385_cov_19.7367_ID_21-processed-gene-2.48&CDS=1-1983
1773	OG0001773	YIL093C	maker-NODE_123_length_19164_cov_18.1324_ID_245-augustus-gene-0.29-mRNA-1_1&gene=maker-NODE_123_length_19164_cov_18.1324_ID_245-augustus-gene-0.29&CDS=1-669
1774	OG0001774	YIL094C	maker-NODE_5_length_380752_cov_19.4279_ID_9-augustus-gene-1.88-mRNA-1_1&gene=maker-NODE_5_length_380752_cov_19.4279_ID_9-augustus-gene-1.88&CDS=1-1149
1775	OG0001775	YIL096C	maker-NODE_21_length_222959_cov_18.8651_ID_41-augustus-gene-1.139-mRNA-1_1&gene=maker-NODE_21_length_222959_cov_18.8651_ID_41-augustus-gene-1.139&CDS=1-984
1776	OG0001776	YIL097W	snap_masked-NODE_21_length_222959_cov_18.8651_ID_41-processed-gene-1.113-mRNA-1_1&gene=snap_masked-NODE_21_length_222959_cov_18.8651_ID_41-processed-gene-1.113&CDS=1-1191
1777	OG0001777	YIL098C	augustus_masked-NODE_14_length_256127_cov_18.7261_ID_27-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_14_length_256127_cov_18.7261_ID_27-processed-gene-1.62&CDS=1-504
1778	OG0001778	YIL099W	augustus_masked-NODE_110_length_26511_cov_21.954_ID_219-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_110_length_26511_cov_21.954_ID_219-processed-gene-0.1&CDS=1-1644
1779	OG0001779	YIL101C	maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-0.70-mRNA-1_1&gene=maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-0.70&CDS=1-1941
1780	OG0001780	YIL103W	augustus_masked-NODE_8_length_336372_cov_19.1489_ID_15-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-NODE_8_length_336372_cov_19.1489_ID_15-processed-gene-2.62&CDS=1-1335
1781	OG0001781	YIL104C	maker-NODE_44_length_140868_cov_19.0139_ID_87-augustus-gene-0.133-mRNA-1_1&gene=maker-NODE_44_length_140868_cov_19.0139_ID_87-augustus-gene-0.133&CDS=1-1365
1782	OG0001782	YIL107C	maker-NODE_55_length_96634_cov_19.9288_ID_109-augustus-gene-0.102-mRNA-1_1&gene=maker-NODE_55_length_96634_cov_19.9288_ID_109-augustus-gene-0.102&CDS=1-1974
1783	OG0001783	YIL108W	maker-NODE_6_length_362797_cov_19.7437_ID_11-augustus-gene-2.226-mRNA-1_1&gene=maker-NODE_6_length_362797_cov_19.7437_ID_11-augustus-gene-2.226&CDS=1-2067
1784	OG0001784	YIL110W	maker-NODE_9_length_328160_cov_18.9397_ID_17-augustus-gene-2.68-mRNA-1_1&gene=maker-NODE_9_length_328160_cov_18.9397_ID_17-augustus-gene-2.68&CDS=1-1149
1785	OG0001785	YIL115C	snap_masked-NODE_52_length_117950_cov_18.2997_ID_103-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_52_length_117950_cov_18.2997_ID_103-processed-gene-0.42&CDS=1-4788
1786	OG0001786	YIL116W	maker-NODE_32_length_174022_cov_19.146_ID_63-augustus-gene-0.83-mRNA-1_1&gene=maker-NODE_32_length_174022_cov_19.146_ID_63-augustus-gene-0.83&CDS=1-1245
1787	OG0001787	YIL118W	maker-NODE_3_length_726745_cov_18.6369_ID_5-augustus-gene-6.132-mRNA-1_1&gene=maker-NODE_3_length_726745_cov_18.6369_ID_5-augustus-gene-6.132&CDS=1-624
1788	OG0001788	YIL124W	augustus_masked-NODE_84_length_48271_cov_21.5704_ID_167-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_84_length_48271_cov_21.5704_ID_167-processed-gene-0.24&CDS=1-909
1789	OG0001789	YIL125W	snap_masked-NODE_4_length_545746_cov_20.1284_ID_7-processed-gene-3.139-mRNA-1_1&gene=snap_masked-NODE_4_length_545746_cov_20.1284_ID_7-processed-gene-3.139&CDS=1-2898
1790	OG0001790	YIL126W	maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-7.90-mRNA-1_1&gene=maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-7.90&CDS=1-4047
1791	OG0001791	YIL128W	maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-6.89-mRNA-1_1&gene=maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-6.89&CDS=1-3105
1792	OG0001792	YIL129C	maker-NODE_35_length_169149_cov_20.4619_ID_69-augustus-gene-0.141-mRNA-1_1&gene=maker-NODE_35_length_169149_cov_20.4619_ID_69-augustus-gene-0.141&CDS=1-7299
1793	OG0001793	YIL130W	maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-4.74-mRNA-1_1&gene=maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-4.74&CDS=1-3447
1794	OG0001794	YIL133C	augustus_masked-NODE_112_length_25862_cov_22.556_ID_223-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_112_length_25862_cov_22.556_ID_223-processed-gene-0.19&CDS=1-597
1795	OG0001795	YIL134W	augustus_masked-NODE_50_length_124055_cov_18.7741_ID_99-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_50_length_124055_cov_18.7741_ID_99-processed-gene-0.12&CDS=1-900
1796	OG0001796	YIL140W	snap_masked-NODE_17_length_243555_cov_19.5157_ID_33-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_17_length_243555_cov_19.5157_ID_33-processed-gene-1.85&CDS=1-2340
1797	OG0001797	YIL142W	maker-NODE_4_length_545746_cov_20.1284_ID_7-snap-gene-1.98-mRNA-1_1&gene=maker-NODE_4_length_545746_cov_20.1284_ID_7-snap-gene-1.98&CDS=1-1587
1798	OG0001798	YIL143C	maker-NODE_7_length_344975_cov_19.2962_ID_13-snap-gene-1.77-mRNA-1_1&gene=maker-NODE_7_length_344975_cov_19.2962_ID_13-snap-gene-1.77&CDS=1-2526
1799	OG0001799	YIL144W	maker-NODE_4_length_545746_cov_20.1284_ID_7-augustus-gene-4.138-mRNA-1_1&gene=maker-NODE_4_length_545746_cov_20.1284_ID_7-augustus-gene-4.138&CDS=1-2157
1800	OG0001800	YIL145C	augustus_masked-NODE_16_length_252440_cov_18.8808_ID_31-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_16_length_252440_cov_18.8808_ID_31-processed-gene-0.83&CDS=1-1068
1801	OG0001801	YIL150C	augustus_masked-NODE_12_length_298682_cov_19.2352_ID_23-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_12_length_298682_cov_19.2352_ID_23-processed-gene-1.11&CDS=1-2196
1802	OG0001802	YIL153W	augustus_masked-NODE_39_length_156451_cov_19.9934_ID_77-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_39_length_156451_cov_19.9934_ID_77-processed-gene-0.34&CDS=1-1230
1803	OG0001803	YIL155C	maker-NODE_11_length_306385_cov_19.7367_ID_21-augustus-gene-2.15-mRNA-1_1&gene=maker-NODE_11_length_306385_cov_19.7367_ID_21-augustus-gene-2.15&CDS=1-1893
1804	OG0001804	YIL156W-B	augustus_masked-NODE_29_length_189010_cov_19.6402_ID_57-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_29_length_189010_cov_19.6402_ID_57-processed-gene-0.128&CDS=1-219
1805	OG0001805	YIL157C	maker-NODE_75_length_54813_cov_19.242_ID_149-augustus-gene-0.55-mRNA-1_1&gene=maker-NODE_75_length_54813_cov_19.242_ID_149-augustus-gene-0.55&CDS=1-654
1806	OG0001806	YIL160C	augustus_masked-NODE_15_length_255706_cov_19.5054_ID_29-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_15_length_255706_cov_19.5054_ID_29-processed-gene-0.78&CDS=1-1248
1807	OG0001807	YIL162W	augustus_masked-NODE_57_length_92575_cov_19.1905_ID_113-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-NODE_57_length_92575_cov_19.1905_ID_113-processed-gene-0.158&CDS=1-1503
1808	OG0001808	YIL164C	maker-NODE_182_length_5152_cov_54.9446_ID_363-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_182_length_5152_cov_54.9446_ID_363-snap-gene-0.4&CDS=1-966
1809	OG0001809	YIR005W	maker-NODE_55_length_96634_cov_19.9288_ID_109-augustus-gene-0.105-mRNA-1_1&gene=maker-NODE_55_length_96634_cov_19.9288_ID_109-augustus-gene-0.105&CDS=1-414
1810	OG0001810	YIR006C	maker-NODE_38_length_160055_cov_18.8417_ID_75-augustus-gene-0.35-mRNA-1_1&gene=maker-NODE_38_length_160055_cov_18.8417_ID_75-augustus-gene-0.35&CDS=1-2994
1811	OG0001811	YIR007W	augustus_masked-NODE_54_length_99133_cov_19.2114_ID_107-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-NODE_54_length_99133_cov_19.2114_ID_107-processed-gene-0.163&CDS=1-2166
1812	OG0001812	YIR008C	snap_masked-NODE_54_length_99133_cov_19.2114_ID_107-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_54_length_99133_cov_19.2114_ID_107-processed-gene-0.47&CDS=1-1509
1813	OG0001813	YIR009W	augustus_masked-NODE_12_length_298682_cov_19.2352_ID_23-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_12_length_298682_cov_19.2352_ID_23-processed-gene-1.22&CDS=1-681
1814	OG0001814	YIR011C	maker-NODE_13_length_279715_cov_18.2027_ID_25-snap-gene-1.313-mRNA-1_1&gene=maker-NODE_13_length_279715_cov_18.2027_ID_25-snap-gene-1.313&CDS=1-960
1815	OG0001815	YIR012W	augustus_masked-NODE_6_length_362797_cov_19.7437_ID_11-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-NODE_6_length_362797_cov_19.7437_ID_11-processed-gene-1.156&CDS=1-1284
1816	OG0001816	YIR015W	augustus_masked-NODE_30_length_185954_cov_19.4228_ID_59-processed-gene-0.317-mRNA-1_1&gene=augustus_masked-NODE_30_length_185954_cov_19.4228_ID_59-processed-gene-0.317&CDS=1-447
1817	OG0001817	YIR022W	maker-NODE_4_length_545746_cov_20.1284_ID_7-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_4_length_545746_cov_20.1284_ID_7-snap-gene-0.2&CDS=1-519
1818	OG0001818	YIR026C	maker-NODE_11_length_306385_cov_19.7367_ID_21-augustus-gene-2.9-mRNA-1_1&gene=maker-NODE_11_length_306385_cov_19.7367_ID_21-augustus-gene-2.9&CDS=1-930
1819	OG0001819	YIR027C	maker-NODE_11_length_306385_cov_19.7367_ID_21-augustus-gene-1.13-mRNA-1_1&gene=maker-NODE_11_length_306385_cov_19.7367_ID_21-augustus-gene-1.13&CDS=1-1380
1820	OG0001820	YIR029W	augustus_masked-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-4.11&CDS=1-1038
1821	OG0001821	YIR030C	augustus_masked-NODE_22_length_222066_cov_19.8506_ID_43-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_22_length_222066_cov_19.8506_ID_43-processed-gene-0.101&CDS=1-666
1822	OG0001822	YIR031C	augustus_masked-NODE_53_length_109949_cov_18.5741_ID_105-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_53_length_109949_cov_18.5741_ID_105-processed-gene-0.58&CDS=1-1623
1823	OG0001823	YIR034C	augustus_masked-NODE_97_length_32140_cov_19.4138_ID_193-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_97_length_32140_cov_19.4138_ID_193-processed-gene-0.18&CDS=1-1101
1824	OG0001824	YIR037W	snap_masked-NODE_77_length_52952_cov_19.6403_ID_153-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_77_length_52952_cov_19.6403_ID_153-processed-gene-0.24&CDS=1-531
1825	OG0001825	YIR038C	augustus_masked-NODE_64_length_80132_cov_20.1841_ID_127-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_64_length_80132_cov_20.1841_ID_127-processed-gene-0.25&CDS=1-708
1826	OG0001826	YIR042C	augustus_masked-NODE_40_length_150348_cov_19.9098_ID_79-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-NODE_40_length_150348_cov_19.9098_ID_79-processed-gene-0.159&CDS=1-714
1827	OG0001827	YJL001W	maker-NODE_24_length_201069_cov_18.7772_ID_47-snap-gene-0.44-mRNA-1_1&gene=maker-NODE_24_length_201069_cov_18.7772_ID_47-snap-gene-0.44&CDS=1-630
1828	OG0001828	YJL002C	augustus_masked-NODE_4_length_545746_cov_20.1284_ID_7-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-NODE_4_length_545746_cov_20.1284_ID_7-processed-gene-2.9&CDS=1-1434
1829	OG0001829	YJL003W	augustus_masked-NODE_47_length_131077_cov_18.1418_ID_93-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_47_length_131077_cov_18.1418_ID_93-processed-gene-0.15&CDS=1-606
1830	OG0001830	YJL005W	maker-NODE_9_length_328160_cov_18.9397_ID_17-augustus-gene-2.66-mRNA-1_1&gene=maker-NODE_9_length_328160_cov_18.9397_ID_17-augustus-gene-2.66&CDS=1-5196
1831	OG0001831	YJL006C	maker-NODE_3_length_726745_cov_18.6369_ID_5-augustus-gene-6.165-mRNA-1_1&gene=maker-NODE_3_length_726745_cov_18.6369_ID_5-augustus-gene-6.165&CDS=1-987
1832	OG0001832	YJL008C	maker-NODE_3_length_726745_cov_18.6369_ID_5-augustus-gene-2.120-mRNA-1_1&gene=maker-NODE_3_length_726745_cov_18.6369_ID_5-augustus-gene-2.120&CDS=1-1659
1833	OG0001833	YJL010C	maker-NODE_10_length_308460_cov_19.375_ID_19-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_10_length_308460_cov_19.375_ID_19-augustus-gene-0.0&CDS=1-1482
1834	OG0001834	YJL011C	maker-NODE_32_length_174022_cov_19.146_ID_63-augustus-gene-0.82-mRNA-1_1&gene=maker-NODE_32_length_174022_cov_19.146_ID_63-augustus-gene-0.82&CDS=1-387
1835	OG0001835	YJL012C	augustus_masked-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-7.108-mRNA-1_1&gene=augustus_masked-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-7.108&CDS=1-2136
1836	OG0001836	YJL014W	maker-NODE_32_length_174022_cov_19.146_ID_63-augustus-gene-0.103-mRNA-1_1&gene=maker-NODE_32_length_174022_cov_19.146_ID_63-augustus-gene-0.103&CDS=1-1638
1837	OG0001837	YJL020C	snap_masked-NODE_6_length_362797_cov_19.7437_ID_11-processed-gene-2.284-mRNA-1_1&gene=snap_masked-NODE_6_length_362797_cov_19.7437_ID_11-processed-gene-2.284&CDS=1-3363
1838	OG0001838	YJL024C	maker-NODE_5_length_380752_cov_19.4279_ID_9-snap-gene-0.167-mRNA-1_1&gene=maker-NODE_5_length_380752_cov_19.4279_ID_9-snap-gene-0.167&CDS=1-555
1839	OG0001839	YJL025W	augustus_masked-NODE_61_length_83660_cov_18.6574_ID_121-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_61_length_83660_cov_18.6574_ID_121-processed-gene-0.43&CDS=1-1872
1840	OG0001840	YJL026W	genemark-NODE_6_length_362797_cov_19.7437_ID_11-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_6_length_362797_cov_19.7437_ID_11-processed-gene-0.122&CDS=1-1176
1841	OG0001841	YJL029C	maker-NODE_52_length_117950_cov_18.2997_ID_103-augustus-gene-0.10-mRNA-1_1&gene=maker-NODE_52_length_117950_cov_18.2997_ID_103-augustus-gene-0.10&CDS=1-2151
1842	OG0001842	YJL030W	genemark-NODE_63_length_82196_cov_19.2205_ID_125-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_63_length_82196_cov_19.2205_ID_125-processed-gene-0.61&CDS=1-747
1843	OG0001843	YJL031C	maker-NODE_30_length_185954_cov_19.4228_ID_59-augustus-gene-0.149-mRNA-1_1&gene=maker-NODE_30_length_185954_cov_19.4228_ID_59-augustus-gene-0.149&CDS=1-963
1844	OG0001844	YJL033W	maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-2.69-mRNA-1_1&gene=maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-2.69&CDS=1-2361
1845	OG0001845	YJL034W	augustus_masked-NODE_17_length_243555_cov_19.5157_ID_33-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_17_length_243555_cov_19.5157_ID_33-processed-gene-0.46&CDS=1-2013
1846	OG0001846	YJL035C	maker-NODE_5_length_380752_cov_19.4279_ID_9-augustus-gene-1.108-mRNA-1_1&gene=maker-NODE_5_length_380752_cov_19.4279_ID_9-augustus-gene-1.108&CDS=1-621
1847	OG0001847	YJL036W	augustus_masked-NODE_25_length_197380_cov_19.4087_ID_49-processed-gene-0.299-mRNA-1_1&gene=augustus_masked-NODE_25_length_197380_cov_19.4087_ID_49-processed-gene-0.299&CDS=1-1263
1848	OG0001848	YJL039C	maker-NODE_7_length_344975_cov_19.2962_ID_13-augustus-gene-2.104-mRNA-1_1&gene=maker-NODE_7_length_344975_cov_19.2962_ID_13-augustus-gene-2.104&CDS=1-5736
1849	OG0001849	YJL041W	maker-NODE_41_length_146323_cov_20.1062_ID_81-augustus-gene-0.13-mRNA-1_1&gene=maker-NODE_41_length_146323_cov_20.1062_ID_81-augustus-gene-0.13&CDS=1-2367
1850	OG0001850	YJL046W	augustus_masked-NODE_11_length_306385_cov_19.7367_ID_21-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-NODE_11_length_306385_cov_19.7367_ID_21-processed-gene-1.142&CDS=1-1164
1851	OG0001851	YJL049W	maker-NODE_38_length_160055_cov_18.8417_ID_75-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_38_length_160055_cov_18.8417_ID_75-augustus-gene-0.2&CDS=1-1488
