	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034990_Candida_corydali
1739	OG0001739	YHR191C	snap_masked-flattened_line_35-processed-gene-1.17-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.17&CDS=1-426
1740	OG0001740	YHR193C	snap_masked-flattened_line_9-processed-gene-5.165-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-5.165&CDS=1-537
1741	OG0001741	YHR194W	snap_masked-flattened_line_25-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.55&CDS=1-1794
1742	OG0001742	YHR205W	genemark-flattened_line_7-processed-gene-1.139-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.139&CDS=1-2355
1743	OG0001743	YHR206W	snap_masked-flattened_line_15-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.86&CDS=1-1185
1744	OG0001744	YHR207C	snap_masked-flattened_line_15-processed-gene-1.28-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.28&CDS=1-1344
1745	OG0001745	YIL001W	snap_masked-flattened_line_11-processed-gene-5.145-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-5.145&CDS=1-1773
1746	OG0001746	YIL002C	augustus_masked-flattened_line_13-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-2.21&CDS=1-3528
1747	OG0001747	YIL003W	genemark-flattened_line_51-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.16&CDS=1-702
1748	OG0001748	YIL005W	snap_masked-flattened_line_51-processed-gene-0.144-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.144&CDS=1-1980
1749	OG0001749	YIL006W	snap_masked-flattened_line_51-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.145&CDS=1-1062
1750	OG0001750	YIL007C	snap_masked-flattened_line_5-processed-gene-3.101-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.101&CDS=1-681
1751	OG0001751	YIL008W	snap_masked-flattened_line_5-processed-gene-3.82-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.82&CDS=1-303
1752	OG0001752	YIL010W	snap_masked-flattened_line_11-processed-gene-2.29-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.29&CDS=1-978
1753	OG0001753	YIL019W	genemark-flattened_line_53-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.114&CDS=1-876
1754	OG0001754	YIL020C	snap_masked-flattened_line_53-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.1&CDS=1-825
1755	OG0001755	YIL021W	snap_masked-flattened_line_53-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.33&CDS=1-942
1756	OG0001756	YIL022W	maker-flattened_line_49-augustus-gene-0.157-mRNA-1_1&gene=maker-flattened_line_49-augustus-gene-0.157&CDS=1-3624
1757	OG0001757	YIL026C	snap_masked-flattened_line_5-processed-gene-2.51-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.51&CDS=1-3276
1758	OG0001758	YIL027C	snap_masked-flattened_line_3-processed-gene-1.50-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.50&CDS=1-315
1759	OG0001759	YIL030C	augustus_masked-flattened_line_11-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.11&CDS=1-3966
1760	OG0001760	YIL031W	augustus_masked-flattened_line_11-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.108&CDS=1-3054
1761	OG0001761	YIL034C	genemark-flattened_line_23-processed-gene-1.30-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.30&CDS=1-861
1762	OG0001762	YIL039W	genemark-flattened_line_11-processed-gene-2.62-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.62&CDS=1-1443
1763	OG0001763	YIL042C	maker-flattened_line_3-snap-gene-3.157-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-3.157&CDS=1-3183
1764	OG0001764	YIL044C	genemark-flattened_line_51-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.63&CDS=1-963
1765	OG0001765	YIL047C	augustus_masked-flattened_line_29-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.66&CDS=1-4719
1766	OG0001766	YIL048W	snap_masked-flattened_line_29-processed-gene-1.132-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.132&CDS=1-3372
1767	OG0001767	YIL049W	maker-flattened_line_41-snap-gene-0.144-mRNA-1_1&gene=maker-flattened_line_41-snap-gene-0.144&CDS=1-2166
1768	OG0001768	YIL061C	maker-flattened_line_29-augustus-gene-0.48-mRNA-1_1&gene=maker-flattened_line_29-augustus-gene-0.48&CDS=1-1872
1769	OG0001769	YIL062C	snap_masked-flattened_line_3-processed-gene-5.120-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.120&CDS=1-471
1770	OG0001770	YIL064W	snap_masked-flattened_line_29-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.97&CDS=1-690
1771	OG0001771	YIL068C	snap_masked-flattened_line_13-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-0.43&CDS=1-2388
1772	OG0001772	YIL075C	snap_masked-flattened_line_21-processed-gene-2.161-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-2.161&CDS=1-2856
1773	OG0001773	YIL078W	snap_masked-flattened_line_15-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.76&CDS=1-2133
1774	OG0001774	YIL083C	snap_masked-flattened_line_41-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.58&CDS=1-1038
1775	OG0001775	YIL084C	maker-flattened_line_19-snap-gene-2.78-mRNA-1_1&gene=maker-flattened_line_19-snap-gene-2.78&CDS=1-978
1776	OG0001776	YIL087C	snap_masked-flattened_line_19-processed-gene-2.136-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-2.136&CDS=1-447
1777	OG0001777	YIL090W	snap_masked-flattened_line_19-processed-gene-2.140-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-2.140&CDS=1-1458
1778	OG0001778	YIL091C	snap_masked-flattened_line_19-processed-gene-2.137-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-2.137&CDS=1-2043
1779	OG0001779	YIL093C	snap_masked-flattened_line_31-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.86&CDS=1-705
1780	OG0001780	YIL094C	snap_masked-flattened_line_3-processed-gene-3.95-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.95&CDS=1-1125
1781	OG0001781	YIL096C	snap_masked-flattened_line_13-processed-gene-2.46-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.46&CDS=1-948
1782	OG0001782	YIL098C	augustus_masked-flattened_line_31-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.48&CDS=1-462
1783	OG0001783	YIL101C	snap_masked-flattened_line_17-processed-gene-2.79-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.79&CDS=1-1902
1784	OG0001784	YIL103W	genemark-flattened_line_17-processed-gene-2.112-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.112&CDS=1-1266
1785	OG0001785	YIL104C	snap_masked-flattened_line_17-processed-gene-2.77-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.77&CDS=1-1449
1786	OG0001786	YIL106W	genemark-flattened_line_55-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_55-processed-gene-0.33&CDS=1-780
1787	OG0001787	YIL107C	snap_masked-flattened_line_31-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.87&CDS=1-2922
1788	OG0001788	YIL108W	snap_masked-flattened_line_9-processed-gene-4.117-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-4.117&CDS=1-2091
1789	OG0001789	YIL109C	snap_masked-flattened_line_31-processed-gene-1.189-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-1.189&CDS=1-2805
1790	OG0001790	YIL110W	maker-flattened_line_31-snap-gene-1.1-mRNA-1_1&gene=maker-flattened_line_31-snap-gene-1.1&CDS=1-1452
1791	OG0001791	YIL116W	snap_masked-flattened_line_27-processed-gene-1.210-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.210&CDS=1-1194
1792	OG0001792	YIL118W	maker-flattened_line_17-snap-gene-3.188-mRNA-1_1&gene=maker-flattened_line_17-snap-gene-3.188&CDS=1-651
1793	OG0001793	YIL124W	snap_masked-flattened_line_49-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.126&CDS=1-2592
1794	OG0001794	YIL125W	genemark-flattened_line_49-processed-gene-0.208-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.208&CDS=1-2934
1795	OG0001795	YIL128W	snap_masked-flattened_line_49-processed-gene-0.148-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.148&CDS=1-2775
1796	OG0001796	YIL129C	snap_masked-flattened_line_49-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.109&CDS=1-7389
1797	OG0001797	YIL130W	snap_masked-flattened_line_19-processed-gene-2.104-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-2.104&CDS=1-2670
1798	OG0001798	YIL134W	snap_masked-flattened_line_9-processed-gene-1.34-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-1.34&CDS=1-972
1799	OG0001799	YIL137C	snap_masked-flattened_line_1-processed-gene-2.52-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.52&CDS=1-2682
1800	OG0001800	YIL140W	snap_masked-flattened_line_27-processed-gene-1.229-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.229&CDS=1-2394
1801	OG0001801	YIL142W	snap_masked-flattened_line_39-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.10&CDS=1-1578
1802	OG0001802	YIL143C	snap_masked-flattened_line_3-processed-gene-6.83-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-6.83&CDS=1-2490
1803	OG0001803	YIL144W	augustus_masked-flattened_line_3-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.129&CDS=1-1782
1804	OG0001804	YIL145C	augustus_masked-flattened_line_3-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.126&CDS=1-1506
1805	OG0001805	YIL150C	snap_masked-flattened_line_5-processed-gene-4.90-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-4.90&CDS=1-1434
1806	OG0001806	YIL153W	snap_masked-flattened_line_3-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.91&CDS=1-1086
1807	OG0001807	YIL155C	snap_masked-flattened_line_1-processed-gene-7.124-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-7.124&CDS=1-1947
1808	OG0001808	YIL156W-B	augustus_masked-flattened_line_9-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-5.20&CDS=1-216
1809	OG0001809	YIL157C	snap_masked-flattened_line_53-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.17&CDS=1-495
1810	OG0001810	YIL160C	snap_masked-flattened_line_49-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.113&CDS=1-1230
1811	OG0001811	YIR001C	snap_masked-flattened_line_9-processed-gene-2.43-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.43&CDS=1-597
1812	OG0001812	YIR002C	snap_masked-flattened_line_59-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.42&CDS=1-3003
1813	OG0001813	YIR004W	snap_masked-flattened_line_31-processed-gene-1.193-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-1.193&CDS=1-2229
1814	OG0001814	YIR007W	genemark-flattened_line_43-processed-gene-0.235-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.235&CDS=1-2577
1815	OG0001815	YIR008C	snap_masked-flattened_line_43-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.92&CDS=1-1305
1816	OG0001816	YIR009W	snap_masked-flattened_line_7-processed-gene-6.79-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-6.79&CDS=1-378
1817	OG0001817	YIR011C	augustus_masked-flattened_line_5-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.11&CDS=1-948
1818	OG0001818	YIR012W	snap_masked-flattened_line_43-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.91&CDS=1-1260
1819	OG0001819	YIR022W	snap_masked-flattened_line_3-processed-gene-4.23-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.23&CDS=1-498
1820	OG0001820	YIR023W	snap_masked-flattened_line_3-processed-gene-4.40-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.40&CDS=1-2520
1821	OG0001821	YIR026C	maker-flattened_line_19-augustus-gene-2.90-mRNA-1_1&gene=maker-flattened_line_19-augustus-gene-2.90&CDS=1-2595
1822	OG0001822	YIR027C	maker-flattened_line_49-augustus-gene-0.158-mRNA-1_1&gene=maker-flattened_line_49-augustus-gene-0.158&CDS=1-2844
1823	OG0001823	YIR029W	maker-flattened_line_7-snap-gene-4.104-mRNA-1_1&gene=maker-flattened_line_7-snap-gene-4.104&CDS=1-1947
1824	OG0001824	YIR032C	snap_masked-flattened_line_23-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.85&CDS=1-633
1825	OG0001825	YIR034C	snap_masked-flattened_line_1-processed-gene-6.101-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-6.101&CDS=1-1101
1826	OG0001826	YIR037W	snap_masked-flattened_line_63-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.39&CDS=1-498
1827	OG0001827	YIR038C	maker-flattened_line_13-snap-gene-3.272-mRNA-1_1&gene=maker-flattened_line_13-snap-gene-3.272&CDS=1-1494
1828	OG0001828	YJL002C	snap_masked-flattened_line_49-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.99&CDS=1-1389
1829	OG0001829	YJL004C	augustus_masked-flattened_line_9-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-1.45&CDS=1-1725
1830	OG0001830	YJL005W	snap_masked-flattened_line_9-processed-gene-1.10-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-1.10&CDS=1-4677
1831	OG0001831	YJL011C	snap_masked-flattened_line_35-processed-gene-1.33-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.33&CDS=1-423
1832	OG0001832	YJL012C	snap_masked-flattened_line_1-processed-gene-3.8-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-3.8&CDS=1-3432
1833	OG0001833	YJL014W	snap_masked-flattened_line_35-processed-gene-1.41-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.41&CDS=1-1581
1834	OG0001834	YJL024C	augustus_masked-flattened_line_5-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.24&CDS=1-477
1835	OG0001835	YJL026W	snap_masked-flattened_line_17-processed-gene-1.145-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.145&CDS=1-1242
1836	OG0001836	YJL033W	maker-flattened_line_23-augustus-gene-1.79-mRNA-1_1&gene=maker-flattened_line_23-augustus-gene-1.79&CDS=1-2892
1837	OG0001837	YJL034W	maker-flattened_line_17-augustus-gene-0.59-mRNA-1_1&gene=maker-flattened_line_17-augustus-gene-0.59&CDS=1-2430
1838	OG0001838	YJL035C	snap_masked-flattened_line_7-processed-gene-4.82-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.82&CDS=1-789
1839	OG0001839	YJL039C	augustus_masked-flattened_line_3-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.12&CDS=1-5184
1840	OG0001840	YJL042W	snap_masked-flattened_line_3-processed-gene-5.109-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.109&CDS=1-3555
1841	OG0001841	YJL046W	snap_masked-flattened_line_55-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.68&CDS=1-1095
1842	OG0001842	YJL049W	augustus_masked-flattened_line_1-processed-gene-6.53-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-6.53&CDS=1-1260
1843	OG0001843	YJL050W	maker-flattened_line_9-snap-gene-0.44-mRNA-1_1&gene=maker-flattened_line_9-snap-gene-0.44&CDS=1-5130
1844	OG0001844	YJL053W	snap_masked-flattened_line_11-processed-gene-1.42-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.42&CDS=1-1032
1845	OG0001845	YJL054W	snap_masked-flattened_line_9-processed-gene-1.28-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-1.28&CDS=1-1206
1846	OG0001846	YJL055W	snap_masked-flattened_line_11-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.28&CDS=1-690
1847	OG0001847	YJL059W	maker-flattened_line_29-augustus-gene-1.185-mRNA-1_1&gene=maker-flattened_line_29-augustus-gene-1.185&CDS=1-2220
1848	OG0001848	YJL060W	snap_masked-flattened_line_7-processed-gene-4.86-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.86&CDS=1-1311
1849	OG0001849	YJL062W	genemark-flattened_line_29-processed-gene-1.258-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.258&CDS=1-2589
1850	OG0001850	YJL062W-A	snap_masked-flattened_line_9-processed-gene-2.38-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.38&CDS=1-273
1851	OG0001851	YJL063C	snap_masked-flattened_line_3-processed-gene-7.27-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-7.27&CDS=1-771
1852	OG0001852	YJL066C	snap_masked-flattened_line_47-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.84&CDS=1-969
1853	OG0001853	YJL069C	snap_masked-flattened_line_9-processed-gene-2.39-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.39&CDS=1-1599
1854	OG0001854	YJL074C	snap_masked-flattened_line_9-processed-gene-4.120-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-4.120&CDS=1-3582
1855	OG0001855	YJL080C	snap_masked-flattened_line_21-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.107&CDS=1-3624
1856	OG0001856	YJL084C	snap_masked-flattened_line_55-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.96&CDS=1-2556
1857	OG0001857	YJL085W	snap_masked-flattened_line_11-processed-gene-5.119-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-5.119&CDS=1-1737
1858	OG0001858	YJL087C	snap_masked-flattened_line_11-processed-gene-5.158-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-5.158&CDS=1-2286
1859	OG0001859	YJL088W	maker-flattened_line_55-augustus-gene-0.52-mRNA-1_1&gene=maker-flattened_line_55-augustus-gene-0.52&CDS=1-2073
1860	OG0001860	YJL090C	snap_masked-flattened_line_61-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.37&CDS=1-2088
1861	OG0001861	YJL091C	snap_masked-flattened_line_17-processed-gene-2.72-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.72&CDS=1-1437
1862	OG0001862	YJL092W	snap_masked-flattened_line_9-processed-gene-4.99-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-4.99&CDS=1-2451
1863	OG0001863	YJL093C	snap_masked-flattened_line_27-processed-gene-1.212-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.212&CDS=1-1968
1864	OG0001864	YJL095W	snap_masked-flattened_line_37-processed-gene-1.116-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.116&CDS=1-2790
1865	OG0001865	YJL097W	snap_masked-flattened_line_9-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-0.66&CDS=1-831
1866	OG0001866	YJL101C	snap_masked-flattened_line_17-processed-gene-3.60-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-3.60&CDS=1-2295
1867	OG0001867	YJL102W	snap_masked-flattened_line_5-processed-gene-3.91-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.91&CDS=1-2412
1868	OG0001868	YJL104W	snap_masked-flattened_line_5-processed-gene-2.72-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.72&CDS=1-372
1869	OG0001869	YJL106W	snap_masked-flattened_line_19-processed-gene-2.127-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-2.127&CDS=1-1854
1870	OG0001870	YJL108C	snap_masked-flattened_line_11-processed-gene-4.130-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-4.130&CDS=1-2931
1871	OG0001871	YJL109C	maker-flattened_line_5-snap-gene-2.46-mRNA-1_1&gene=maker-flattened_line_5-snap-gene-2.46&CDS=1-5703
1872	OG0001872	YJL111W	snap_masked-flattened_line_15-processed-gene-3.78-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-3.78&CDS=1-1626
1873	OG0001873	YJL115W	snap_masked-flattened_line_47-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.79&CDS=1-720
1874	OG0001874	YJL117W	snap_masked-flattened_line_39-processed-gene-1.160-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-1.160&CDS=1-954
1875	OG0001875	YJL121C	snap_masked-flattened_line_11-processed-gene-5.174-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-5.174&CDS=1-690
1876	OG0001876	YJL122W	genemark-flattened_line_11-processed-gene-5.42-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-5.42&CDS=1-420
1877	OG0001877	YJL123C	snap_masked-flattened_line_9-processed-gene-1.11-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-1.11&CDS=1-1140
1878	OG0001878	YJL124C	augustus_masked-flattened_line_33-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-1.83&CDS=1-342
1879	OG0001879	YJL126W	snap_masked-flattened_line_33-processed-gene-1.238-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.238&CDS=1-900
1880	OG0001880	YJL127C	snap_masked-flattened_line_19-processed-gene-2.158-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-2.158&CDS=1-1122
1881	OG0001881	YJL128C	snap_masked-flattened_line_13-processed-gene-3.52-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-3.52&CDS=1-1704
1882	OG0001882	YJL130C	genemark-flattened_line_19-processed-gene-2.213-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-2.213&CDS=1-6621
1883	OG0001883	YJL131C	augustus_masked-flattened_line_9-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-3.24&CDS=1-906
1884	OG0001884	YJL140W	snap_masked-flattened_line_29-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.71&CDS=1-612
1885	OG0001885	YJL141C	snap_masked-flattened_line_29-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.92&CDS=1-2187
1886	OG0001886	YJL143W	snap_masked-flattened_line_29-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.93&CDS=1-465
1887	OG0001887	YJL145W	snap_masked-flattened_line_5-processed-gene-5.64-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-5.64&CDS=1-966
1888	OG0001888	YJL148W	snap_masked-flattened_line_21-processed-gene-1.24-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.24&CDS=1-675
1889	OG0001889	YJL153C	genemark-flattened_line_33-processed-gene-1.163-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-1.163&CDS=1-1551
1890	OG0001890	YJL154C	snap_masked-flattened_line_17-processed-gene-3.8-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-3.8&CDS=1-2733
1891	OG0001891	YJL155C	snap_masked-flattened_line_19-processed-gene-1.75-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.75&CDS=1-1368
1892	OG0001892	YJL156C	snap_masked-flattened_line_19-processed-gene-1.94-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.94&CDS=1-2184
1893	OG0001893	YJL166W	snap_masked-flattened_line_29-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.89&CDS=1-285
1894	OG0001894	YJL167W	maker-flattened_line_29-augustus-gene-0.47-mRNA-1_1&gene=maker-flattened_line_29-augustus-gene-0.47&CDS=1-2367
1895	OG0001895	YJL168C	snap_masked-flattened_line_41-processed-gene-1.127-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-1.127&CDS=1-2166
1896	OG0001896	YJL171C	snap_masked-flattened_line_17-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.103&CDS=1-1116
1897	OG0001897	YJL176C	snap_masked-flattened_line_29-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.69&CDS=1-2538
1898	OG0001898	YJL178C	snap_masked-flattened_line_51-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.125&CDS=1-678
1899	OG0001899	YJL179W	snap_masked-flattened_line_25-processed-gene-1.128-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.128&CDS=1-360
1900	OG0001900	YJL183W	maker-flattened_line_25-snap-gene-1.101-mRNA-1_1&gene=maker-flattened_line_25-snap-gene-1.101&CDS=1-2241
1901	OG0001901	YJL184W	snap_masked-flattened_line_25-processed-gene-1.181-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.181&CDS=1-318
1902	OG0001902	YJL187C	snap_masked-flattened_line_21-processed-gene-2.151-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-2.151&CDS=1-3357
1903	OG0001903	YJL189W	maker-flattened_line_5-snap-gene-6.2-mRNA-1_1&gene=maker-flattened_line_5-snap-gene-6.2&CDS=1-591
1904	OG0001904	YJL193W	genemark-flattened_line_5-processed-gene-6.58-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-6.58&CDS=1-1437
1905	OG0001905	YJL194W	snap_masked-flattened_line_5-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.66&CDS=1-1419
1906	OG0001906	YJL197W	snap_masked-flattened_line_5-processed-gene-6.108-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-6.108&CDS=1-3468
