	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035674_Kregervanrija_delftensis
1337	OG0001337	YFR042W	genemark-NODE_16_length_230356_cov_26.6168_ID_18686-processed-gene-1.130-mRNA-1_1&gene=genemark-NODE_16_length_230356_cov_26.6168_ID_18686-processed-gene-1.130&CDS=1-702
1338	OG0001338	YFR043C	genemark-NODE_55_length_64548_cov_30.9987_ID_17277-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_55_length_64548_cov_30.9987_ID_17277-processed-gene-0.53&CDS=1-1284
1339	OG0001339	YFR044C	genemark-NODE_35_length_126141_cov_26.8338_ID_12752-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_35_length_126141_cov_26.8338_ID_12752-processed-gene-0.8&CDS=1-1437
1340	OG0001340	YFR045W	genemark-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.54&CDS=1-1023
1341	OG0001341	YFR047C	genemark-NODE_21_length_210515_cov_26.0988_ID_11168-processed-gene-1.116-mRNA-1_1&gene=genemark-NODE_21_length_210515_cov_26.0988_ID_11168-processed-gene-1.116&CDS=1-894
1342	OG0001342	YFR048W	genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-1.34-mRNA-1_1&gene=genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-1.34&CDS=1-2061
1343	OG0001343	YFR050C	genemark-NODE_19_length_216850_cov_25.7051_ID_10513-processed-gene-1.113-mRNA-1_1&gene=genemark-NODE_19_length_216850_cov_25.7051_ID_10513-processed-gene-1.113&CDS=1-819
1344	OG0001344	YFR051C	genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-1.42-mRNA-1_1&gene=genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-1.42&CDS=1-1605
1345	OG0001345	YFR052W	genemark-NODE_67_length_45273_cov_31.6962_ID_18248-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_67_length_45273_cov_31.6962_ID_18248-processed-gene-0.34&CDS=1-819
1346	OG0001346	YGL001C	genemark-NODE_39_length_119097_cov_26.0366_ID_12994-processed-gene-0.161-mRNA-1_1&gene=genemark-NODE_39_length_119097_cov_26.0366_ID_12994-processed-gene-0.161&CDS=1-1047
1347	OG0001347	YGL003C	maker-NODE_39_length_119097_cov_26.0366_ID_12994-snap-gene-0.110-mRNA-1_1&gene=maker-NODE_39_length_119097_cov_26.0366_ID_12994-snap-gene-0.110&CDS=1-4032
1348	OG0001348	YGL004C	augustus_masked-NODE_23_length_165307_cov_25.5434_ID_13060-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_23_length_165307_cov_25.5434_ID_13060-processed-gene-0.16&CDS=1-1197
1349	OG0001349	YGL005C	snap_masked-NODE_23_length_165307_cov_25.5434_ID_13060-processed-gene-0.195-mRNA-1_1&gene=snap_masked-NODE_23_length_165307_cov_25.5434_ID_13060-processed-gene-0.195&CDS=1-930
1350	OG0001350	YGL006W	genemark-NODE_23_length_165307_cov_25.5434_ID_13060-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_23_length_165307_cov_25.5434_ID_13060-processed-gene-0.88&CDS=1-3552
1351	OG0001351	YGL009C	genemark-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.13&CDS=1-2319
1352	OG0001352	YGL010W	genemark-NODE_48_length_78224_cov_26.2464_ID_48421-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_48_length_78224_cov_26.2464_ID_48421-processed-gene-0.37&CDS=1-516
1353	OG0001353	YGL011C	genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-1.159-mRNA-1_1&gene=genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-1.159&CDS=1-771
1354	OG0001354	YGL012W	genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-1.122-mRNA-1_1&gene=genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-1.122&CDS=1-1371
1355	OG0001355	YGL014W	genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-1.164-mRNA-1_1&gene=genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-1.164&CDS=1-3039
1356	OG0001356	YGL016W	genemark-NODE_23_length_165307_cov_25.5434_ID_13060-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_23_length_165307_cov_25.5434_ID_13060-processed-gene-0.87&CDS=1-2913
1357	OG0001357	YGL017W	maker-NODE_83_length_24393_cov_26.5965_ID_21042-augustus-gene-0.30-mRNA-1_1&gene=maker-NODE_83_length_24393_cov_26.5965_ID_21042-augustus-gene-0.30&CDS=1-1593
1358	OG0001358	YGL018C	genemark-NODE_3_length_410227_cov_25.6116_ID_22000-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_3_length_410227_cov_25.6116_ID_22000-processed-gene-0.58&CDS=1-630
1359	OG0001359	YGL019W	genemark-NODE_10_length_281918_cov_25.6214_ID_12450-processed-gene-1.25-mRNA-1_1&gene=genemark-NODE_10_length_281918_cov_25.6214_ID_12450-processed-gene-1.25&CDS=1-981
1360	OG0001360	YGL020C	genemark-NODE_10_length_281918_cov_25.6214_ID_12450-processed-gene-1.74-mRNA-1_1&gene=genemark-NODE_10_length_281918_cov_25.6214_ID_12450-processed-gene-1.74&CDS=1-594
1361	OG0001361	YGL022W	genemark-NODE_27_length_150341_cov_26.0932_ID_11459-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_27_length_150341_cov_26.0932_ID_11459-processed-gene-0.100&CDS=1-2232
1362	OG0001362	YGL026C	genemark-NODE_34_length_129258_cov_28.785_ID_42393-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_34_length_129258_cov_28.785_ID_42393-processed-gene-0.71&CDS=1-2103
1363	OG0001363	YGL027C	genemark-NODE_34_length_129258_cov_28.785_ID_42393-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_34_length_129258_cov_28.785_ID_42393-processed-gene-0.73&CDS=1-2361
1364	OG0001364	YGL028C	maker-NODE_1_length_541563_cov_27.9706_ID_22646-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_1_length_541563_cov_27.9706_ID_22646-snap-gene-0.3&CDS=1-1824
1365	OG0001365	YGL030W	genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-0.13&CDS=1-321
1366	OG0001366	YGL033W	maker-NODE_34_length_129258_cov_28.785_ID_42393-augustus-gene-0.53-mRNA-1_1&gene=maker-NODE_34_length_129258_cov_28.785_ID_42393-augustus-gene-0.53&CDS=1-408
1367	OG0001367	YGL037C	genemark-NODE_6_length_371428_cov_26.1942_ID_14693-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_6_length_371428_cov_26.1942_ID_14693-processed-gene-0.104&CDS=1-690
1368	OG0001368	YGL038C	genemark-NODE_32_length_137609_cov_25.5782_ID_11872-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_32_length_137609_cov_25.5782_ID_11872-processed-gene-0.97&CDS=1-1398
1369	OG0001369	YGL040C	genemark-NODE_27_length_150341_cov_26.0932_ID_11459-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_27_length_150341_cov_26.0932_ID_11459-processed-gene-0.94&CDS=1-1041
1370	OG0001370	YGL043W	genemark-NODE_14_length_251124_cov_27.5689_ID_15618-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_14_length_251124_cov_27.5689_ID_15618-processed-gene-0.118&CDS=1-849
1371	OG0001371	YGL045W	genemark-NODE_18_length_220966_cov_24.8878_ID_12157-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_18_length_220966_cov_24.8878_ID_12157-processed-gene-1.68&CDS=1-1875
1372	OG0001372	YGL047W	augustus_masked-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-3.128&CDS=1-612
1373	OG0001373	YGL048C	augustus_masked-NODE_42_length_104565_cov_25.9856_ID_18546-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_42_length_104565_cov_25.9856_ID_18546-processed-gene-0.83&CDS=1-1194
1374	OG0001374	YGL050W	genemark-NODE_49_length_76753_cov_27.9755_ID_16301-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_49_length_76753_cov_27.9755_ID_16301-processed-gene-0.107&CDS=1-831
1375	OG0001375	YGL054C	genemark-NODE_64_length_52260_cov_33.1748_ID_22260-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_64_length_52260_cov_33.1748_ID_22260-processed-gene-0.0&CDS=1-414
1376	OG0001376	YGL055W	genemark-NODE_17_length_227260_cov_30.3112_ID_11747-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_17_length_227260_cov_30.3112_ID_11747-processed-gene-1.138&CDS=1-1473
1377	OG0001377	YGL058W	genemark-NODE_10_length_281918_cov_25.6214_ID_12450-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_10_length_281918_cov_25.6214_ID_12450-processed-gene-0.57&CDS=1-534
1378	OG0001378	YGL064C	genemark-NODE_60_length_56871_cov_27.962_ID_16689-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_60_length_56871_cov_27.962_ID_16689-processed-gene-0.52&CDS=1-1635
1379	OG0001379	YGL065C	genemark-NODE_7_length_357703_cov_25.2778_ID_10322-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_7_length_357703_cov_25.2778_ID_10322-processed-gene-0.51&CDS=1-1404
1380	OG0001380	YGL066W	genemark-NODE_7_length_357703_cov_25.2778_ID_10322-processed-gene-2.54-mRNA-1_1&gene=genemark-NODE_7_length_357703_cov_25.2778_ID_10322-processed-gene-2.54&CDS=1-1383
1381	OG0001381	YGL067W	augustus_masked-NODE_40_length_105744_cov_29.28_ID_13649-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_40_length_105744_cov_29.28_ID_13649-processed-gene-0.126&CDS=1-1164
1382	OG0001382	YGL068W	genemark-NODE_48_length_78224_cov_26.2464_ID_48421-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_48_length_78224_cov_26.2464_ID_48421-processed-gene-0.10&CDS=1-525
1383	OG0001383	YGL070C	maker-NODE_48_length_78224_cov_26.2464_ID_48421-augustus-gene-0.103-mRNA-1_1&gene=maker-NODE_48_length_78224_cov_26.2464_ID_48421-augustus-gene-0.103&CDS=1-339
1384	OG0001384	YGL073W	genemark-NODE_13_length_253781_cov_26.1644_ID_15989-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_13_length_253781_cov_26.1644_ID_15989-processed-gene-0.94&CDS=1-2148
1385	OG0001385	YGL078C	maker-NODE_13_length_253781_cov_26.1644_ID_15989-snap-gene-1.160-mRNA-1_1&gene=maker-NODE_13_length_253781_cov_26.1644_ID_15989-snap-gene-1.160&CDS=1-2796
1386	OG0001386	YGL079W	genemark-NODE_12_length_257424_cov_25.5774_ID_11970-processed-gene-1.210-mRNA-1_1&gene=genemark-NODE_12_length_257424_cov_25.5774_ID_11970-processed-gene-1.210&CDS=1-582
1387	OG0001387	YGL080W	genemark-NODE_18_length_220966_cov_24.8878_ID_12157-processed-gene-1.121-mRNA-1_1&gene=genemark-NODE_18_length_220966_cov_24.8878_ID_12157-processed-gene-1.121&CDS=1-342
1388	OG0001388	YGL083W	maker-NODE_49_length_76753_cov_27.9755_ID_16301-snap-gene-0.74-mRNA-1_1&gene=maker-NODE_49_length_76753_cov_27.9755_ID_16301-snap-gene-0.74&CDS=1-4287
1389	OG0001389	YGL084C	genemark-NODE_6_length_371428_cov_26.1942_ID_14693-processed-gene-2.15-mRNA-1_1&gene=genemark-NODE_6_length_371428_cov_26.1942_ID_14693-processed-gene-2.15&CDS=1-1719
1390	OG0001390	YGL085W	genemark-NODE_6_length_371428_cov_26.1942_ID_14693-processed-gene-2.54-mRNA-1_1&gene=genemark-NODE_6_length_371428_cov_26.1942_ID_14693-processed-gene-2.54&CDS=1-624
1391	OG0001391	YGL086W	snap_masked-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-0.102&CDS=1-783
1392	OG0001392	YGL087C	genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-0.16&CDS=1-414
1393	OG0001393	YGL091C	genemark-NODE_14_length_251124_cov_27.5689_ID_15618-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_14_length_251124_cov_27.5689_ID_15618-processed-gene-0.122&CDS=1-981
1394	OG0001394	YGL092W	genemark-NODE_14_length_251124_cov_27.5689_ID_15618-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_14_length_251124_cov_27.5689_ID_15618-processed-gene-0.99&CDS=1-3735
1395	OG0001395	YGL094C	maker-NODE_1_length_541563_cov_27.9706_ID_22646-augustus-gene-4.207-mRNA-1_1&gene=maker-NODE_1_length_541563_cov_27.9706_ID_22646-augustus-gene-4.207&CDS=1-3303
1396	OG0001396	YGL095C	augustus_masked-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-4.174-mRNA-1_1&gene=augustus_masked-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-4.174&CDS=1-1794
1397	OG0001397	YGL097W	genemark-NODE_40_length_105744_cov_29.28_ID_13649-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_40_length_105744_cov_29.28_ID_13649-processed-gene-0.61&CDS=1-1476
1398	OG0001398	YGL098W	genemark-NODE_27_length_150341_cov_26.0932_ID_11459-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_27_length_150341_cov_26.0932_ID_11459-processed-gene-0.122&CDS=1-789
1399	OG0001399	YGL099W	genemark-NODE_16_length_230356_cov_26.6168_ID_18686-processed-gene-0.106-mRNA-1_1&gene=genemark-NODE_16_length_230356_cov_26.6168_ID_18686-processed-gene-0.106&CDS=1-2136
1400	OG0001400	YGL100W	genemark-NODE_22_length_204236_cov_24.9953_ID_12299-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_22_length_204236_cov_24.9953_ID_12299-processed-gene-0.39&CDS=1-972
1401	OG0001401	YGL103W	genemark-NODE_22_length_204236_cov_24.9953_ID_12299-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_22_length_204236_cov_24.9953_ID_12299-processed-gene-0.32&CDS=1-441
1402	OG0001402	YGL106W	genemark-NODE_22_length_204236_cov_24.9953_ID_12299-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_22_length_204236_cov_24.9953_ID_12299-processed-gene-0.36&CDS=1-429
1403	OG0001403	YGL110C	augustus_masked-NODE_22_length_204236_cov_24.9953_ID_12299-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_22_length_204236_cov_24.9953_ID_12299-processed-gene-0.61&CDS=1-1920
1404	OG0001404	YGL111W	genemark-NODE_22_length_204236_cov_24.9953_ID_12299-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_22_length_204236_cov_24.9953_ID_12299-processed-gene-0.38&CDS=1-1185
1405	OG0001405	YGL112C	genemark-NODE_44_length_100516_cov_25.8737_ID_21519-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_44_length_100516_cov_25.8737_ID_21519-processed-gene-0.35&CDS=1-1518
1406	OG0001406	YGL114W	genemark-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-1.191-mRNA-1_1&gene=genemark-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-1.191&CDS=1-2277
1407	OG0001407	YGL115W	genemark-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-1.192-mRNA-1_1&gene=genemark-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-1.192&CDS=1-954
1408	OG0001408	YGL116W	genemark-NODE_31_length_137690_cov_24.5755_ID_14827-processed-gene-0.111-mRNA-1_1&gene=genemark-NODE_31_length_137690_cov_24.5755_ID_14827-processed-gene-0.111&CDS=1-1710
1409	OG0001409	YGL119W	genemark-NODE_2_length_500633_cov_25.5139_ID_10700-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_2_length_500633_cov_25.5139_ID_10700-processed-gene-0.76&CDS=1-1779
1410	OG0001410	YGL122C	genemark-NODE_43_length_102849_cov_27.0123_ID_14969-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_43_length_102849_cov_27.0123_ID_14969-processed-gene-0.99&CDS=1-1380
1411	OG0001411	YGL123W	genemark-NODE_43_length_102849_cov_27.0123_ID_14969-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_43_length_102849_cov_27.0123_ID_14969-processed-gene-0.122&CDS=1-768
1412	OG0001412	YGL124C	genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-2.337-mRNA-1_1&gene=genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-2.337&CDS=1-1962
1413	OG0001413	YGL125W	genemark-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.36&CDS=1-1797
1414	OG0001414	YGL127C	genemark-NODE_62_length_53480_cov_28.5155_ID_31429-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_62_length_53480_cov_28.5155_ID_31429-processed-gene-0.47&CDS=1-564
1415	OG0001415	YGL129C	genemark-NODE_40_length_105744_cov_29.28_ID_13649-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_40_length_105744_cov_29.28_ID_13649-processed-gene-0.91&CDS=1-1365
1416	OG0001416	YGL130W	genemark-NODE_40_length_105744_cov_29.28_ID_13649-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_40_length_105744_cov_29.28_ID_13649-processed-gene-0.69&CDS=1-1470
1417	OG0001417	YGL131C	genemark-NODE_40_length_105744_cov_29.28_ID_13649-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_40_length_105744_cov_29.28_ID_13649-processed-gene-0.90&CDS=1-4704
1418	OG0001418	YGL136C	genemark-NODE_16_length_230356_cov_26.6168_ID_18686-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_16_length_230356_cov_26.6168_ID_18686-processed-gene-0.92&CDS=1-993
1419	OG0001419	YGL137W	genemark-NODE_16_length_230356_cov_26.6168_ID_18686-processed-gene-0.110-mRNA-1_1&gene=genemark-NODE_16_length_230356_cov_26.6168_ID_18686-processed-gene-0.110&CDS=1-2616
1420	OG0001420	YGL141W	snap_masked-NODE_18_length_220966_cov_24.8878_ID_12157-processed-gene-1.155-mRNA-1_1&gene=snap_masked-NODE_18_length_220966_cov_24.8878_ID_12157-processed-gene-1.155&CDS=1-3060
1421	OG0001421	YGL142C	snap_masked-NODE_63_length_53218_cov_29.507_ID_17471-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_63_length_53218_cov_29.507_ID_17471-processed-gene-0.91&CDS=1-1497
1422	OG0001422	YGL143C	genemark-NODE_15_length_243239_cov_27.1044_ID_38948-processed-gene-1.182-mRNA-1_1&gene=genemark-NODE_15_length_243239_cov_27.1044_ID_38948-processed-gene-1.182&CDS=1-1272
1423	OG0001423	YGL148W	genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-2.278-mRNA-1_1&gene=genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-2.278&CDS=1-1122
1424	OG0001424	YGL153W	genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-1.151-mRNA-1_1&gene=genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-1.151&CDS=1-1077
1425	OG0001425	YGL154C	genemark-NODE_27_length_150341_cov_26.0932_ID_11459-processed-gene-0.125-mRNA-1_1&gene=genemark-NODE_27_length_150341_cov_26.0932_ID_11459-processed-gene-0.125&CDS=1-876
1426	OG0001426	YGL155W	genemark-NODE_46_length_92263_cov_27.1172_ID_13870-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_46_length_92263_cov_27.1172_ID_13870-processed-gene-0.103&CDS=1-1104
1427	OG0001427	YGL156W	augustus_masked-NODE_43_length_102849_cov_27.0123_ID_14969-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_43_length_102849_cov_27.0123_ID_14969-processed-gene-0.70&CDS=1-3387
1428	OG0001428	YGL159W	snap_masked-NODE_54_length_68950_cov_26.5741_ID_15524-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_54_length_68950_cov_26.5741_ID_15524-processed-gene-0.25&CDS=1-1482
1429	OG0001429	YGL160W	genemark-NODE_2_length_500633_cov_25.5139_ID_10700-processed-gene-1.104-mRNA-1_1&gene=genemark-NODE_2_length_500633_cov_25.5139_ID_10700-processed-gene-1.104&CDS=1-1563
1430	OG0001430	YGL161C	genemark-NODE_6_length_371428_cov_26.1942_ID_14693-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_6_length_371428_cov_26.1942_ID_14693-processed-gene-0.118&CDS=1-885
1431	OG0001431	YGL163C	genemark-NODE_28_length_150083_cov_25.3932_ID_11605-processed-gene-0.226-mRNA-1_1&gene=genemark-NODE_28_length_150083_cov_25.3932_ID_11605-processed-gene-0.226&CDS=1-3861
1432	OG0001432	YGL166W	maker-NODE_1_length_541563_cov_27.9706_ID_22646-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_1_length_541563_cov_27.9706_ID_22646-snap-gene-0.1&CDS=1-1959
1433	OG0001433	YGL167C	augustus_masked-NODE_14_length_251124_cov_27.5689_ID_15618-processed-gene-1.225-mRNA-1_1&gene=augustus_masked-NODE_14_length_251124_cov_27.5689_ID_15618-processed-gene-1.225&CDS=1-4857
1434	OG0001434	YGL169W	genemark-NODE_62_length_53480_cov_28.5155_ID_31429-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_62_length_53480_cov_28.5155_ID_31429-processed-gene-0.46&CDS=1-1101
1435	OG0001435	YGL171W	genemark-NODE_2_length_500633_cov_25.5139_ID_10700-processed-gene-3.51-mRNA-1_1&gene=genemark-NODE_2_length_500633_cov_25.5139_ID_10700-processed-gene-3.51&CDS=1-1731
1436	OG0001436	YGL172W	genemark-NODE_3_length_410227_cov_25.6116_ID_22000-processed-gene-2.89-mRNA-1_1&gene=genemark-NODE_3_length_410227_cov_25.6116_ID_22000-processed-gene-2.89&CDS=1-1626
1437	OG0001437	YGL173C	genemark-NODE_3_length_410227_cov_25.6116_ID_22000-processed-gene-2.87-mRNA-1_1&gene=genemark-NODE_3_length_410227_cov_25.6116_ID_22000-processed-gene-2.87&CDS=1-4476
1438	OG0001438	YGL174W	genemark-NODE_3_length_410227_cov_25.6116_ID_22000-processed-gene-2.90-mRNA-1_1&gene=genemark-NODE_3_length_410227_cov_25.6116_ID_22000-processed-gene-2.90&CDS=1-957
1439	OG0001439	YGL178W	genemark-NODE_53_length_69555_cov_26.5018_ID_16214-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_53_length_69555_cov_26.5018_ID_16214-processed-gene-0.45&CDS=1-1962
1440	OG0001440	YGL179C	genemark-NODE_28_length_150083_cov_25.3932_ID_11605-processed-gene-0.219-mRNA-1_1&gene=genemark-NODE_28_length_150083_cov_25.3932_ID_11605-processed-gene-0.219&CDS=1-3222
1441	OG0001441	YGL180W	genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-2.282-mRNA-1_1&gene=genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-2.282&CDS=1-2538
1442	OG0001442	YGL181W	genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-2.281-mRNA-1_1&gene=genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-2.281&CDS=1-1419
1443	OG0001443	YGL183C	maker-NODE_65_length_48356_cov_31.5698_ID_19090-augustus-gene-0.29-mRNA-1_1&gene=maker-NODE_65_length_48356_cov_31.5698_ID_19090-augustus-gene-0.29&CDS=1-1848
1444	OG0001444	YGL184C	genemark-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.17&CDS=1-1167
1445	OG0001445	YGL186C	genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-1.37&CDS=1-1659
1446	OG0001446	YGL187C	augustus_masked-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.83&CDS=1-1500
1447	OG0001447	YGL190C	genemark-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.46&CDS=1-1464
1448	OG0001448	YGL192W	genemark-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.14&CDS=1-2088
1449	OG0001449	YGL195W	genemark-NODE_74_length_40569_cov_26.6979_ID_18878-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_74_length_40569_cov_26.6979_ID_18878-processed-gene-0.18&CDS=1-8193
1450	OG0001450	YGL200C	genemark-NODE_51_length_71523_cov_30.9996_ID_15384-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_51_length_71523_cov_30.9996_ID_15384-processed-gene-0.96&CDS=1-609
1451	OG0001451	YGL201C	genemark-NODE_36_length_122867_cov_27.4798_ID_15696-processed-gene-0.167-mRNA-1_1&gene=genemark-NODE_36_length_122867_cov_27.4798_ID_15696-processed-gene-0.167&CDS=1-2928
1452	OG0001452	YGL202W	genemark-NODE_10_length_281918_cov_25.6214_ID_12450-processed-gene-1.44-mRNA-1_1&gene=genemark-NODE_10_length_281918_cov_25.6214_ID_12450-processed-gene-1.44&CDS=1-1428
1453	OG0001453	YGL203C	augustus_masked-NODE_51_length_71523_cov_30.9996_ID_15384-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_51_length_71523_cov_30.9996_ID_15384-processed-gene-0.7&CDS=1-1953
1454	OG0001454	YGL205W	genemark-NODE_28_length_150083_cov_25.3932_ID_11605-processed-gene-0.222-mRNA-1_1&gene=genemark-NODE_28_length_150083_cov_25.3932_ID_11605-processed-gene-0.222&CDS=1-2121
1455	OG0001455	YGL206C	genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-3.36-mRNA-1_1&gene=genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-3.36&CDS=1-4995
1456	OG0001456	YGL207W	genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-0.97&CDS=1-3081
1457	OG0001457	YGL211W	genemark-NODE_2_length_500633_cov_25.5139_ID_10700-processed-gene-2.87-mRNA-1_1&gene=genemark-NODE_2_length_500633_cov_25.5139_ID_10700-processed-gene-2.87&CDS=1-1098
1458	OG0001458	YGL212W	genemark-NODE_11_length_272510_cov_25.6571_ID_23527-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_11_length_272510_cov_25.6571_ID_23527-processed-gene-0.62&CDS=1-1020
