	OrthologID	Saccharomyces_cerevisiae	yHAB164_Kazachstania_aerobia
2112	OG0002112	YIL143C	genemark-scf7180000020098-processed-gene-0.28-mRNA-1_1&gene=genemark-scf7180000020098-processed-gene-0.28&CDS=1-2538
2113	OG0002113	YIL144W	augustus_masked-scf7180000020098-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scf7180000020098-processed-gene-0.57&CDS=1-2181
2114	OG0002114	YIL145C	snap_masked-scf7180000020098-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000020098-processed-gene-0.9&CDS=1-1053
2115	OG0002115	YIL146C	snap_masked-scf7180000020098-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000020098-processed-gene-0.10&CDS=1-1656
2116	OG0002116	YIL147C	genemark-scf7180000020098-processed-gene-0.30-mRNA-1_1&gene=genemark-scf7180000020098-processed-gene-0.30&CDS=1-3495
2117	OG0002117	YIL150C	genemark-scf7180000020098-processed-gene-0.32-mRNA-1_1&gene=genemark-scf7180000020098-processed-gene-0.32&CDS=1-1881
2118	OG0002118	YIL153W	augustus_masked-scf7180000019834-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000019834-processed-gene-0.2&CDS=1-705
2119	OG0002119	YIL155C	genemark-scf7180000019712-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000019712-processed-gene-0.11&CDS=1-3084
2120	OG0002120	YIL156W	genemark-scf7180000019712-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000019712-processed-gene-0.14&CDS=1-3420
2121	OG0002121	YIL156W-B	maker-scf7180000019712-augustus-gene-0.17-mRNA-1_1&gene=maker-scf7180000019712-augustus-gene-0.17&CDS=1-252
2122	OG0002122	YIL157C	genemark-scf7180000019712-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000019712-processed-gene-0.12&CDS=1-591
2123	OG0002123	YIL159W	genemark-scf7180000019967-processed-gene-0.46-mRNA-1_1&gene=genemark-scf7180000019967-processed-gene-0.46&CDS=1-4329
2124	OG0002124	YIL160C	genemark-scf7180000020152-processed-gene-0.70-mRNA-1_1&gene=genemark-scf7180000020152-processed-gene-0.70&CDS=1-1254
2125	OG0002125	YIL161W	augustus_masked-scf7180000019967-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000019967-processed-gene-0.8&CDS=1-582
2126	OG0002126	YIR001C	genemark-scf7180000020094-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000020094-processed-gene-0.14&CDS=1-384
2127	OG0002127	YIR002C	genemark-scf7180000020230-processed-gene-0.197-mRNA-1_1&gene=genemark-scf7180000020230-processed-gene-0.197&CDS=1-3102
2128	OG0002128	YIR003W	genemark-scf7180000020230-processed-gene-0.163-mRNA-1_1&gene=genemark-scf7180000020230-processed-gene-0.163&CDS=1-2340
2129	OG0002129	YIR004W	genemark-scf7180000020211-processed-gene-0.69-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-0.69&CDS=1-3315
2130	OG0002130	YIR005W	genemark-scf7180000020230-processed-gene-0.164-mRNA-1_1&gene=genemark-scf7180000020230-processed-gene-0.164&CDS=1-516
2131	OG0002131	YIR006C	augustus_masked-scf7180000020226-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000020226-processed-gene-0.14&CDS=1-4305
2132	OG0002132	YIR007W	genemark-scf7180000020226-processed-gene-0.43-mRNA-1_1&gene=genemark-scf7180000020226-processed-gene-0.43&CDS=1-2235
2133	OG0002133	YIR008C	genemark-scf7180000020226-processed-gene-0.31-mRNA-1_1&gene=genemark-scf7180000020226-processed-gene-0.31&CDS=1-1248
2134	OG0002134	YIR009W	snap_masked-scf7180000020226-processed-gene-0.67-mRNA-1_1&gene=snap_masked-scf7180000020226-processed-gene-0.67&CDS=1-216
2135	OG0002135	YIR010W	augustus_masked-scf7180000020198-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000020198-processed-gene-0.17&CDS=1-1887
2136	OG0002136	YIR011C	augustus_masked-scf7180000020234-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000020234-processed-gene-0.19&CDS=1-1281
2137	OG0002137	YIR012W	genemark-scf7180000020198-processed-gene-0.68-mRNA-1_1&gene=genemark-scf7180000020198-processed-gene-0.68&CDS=1-1308
2138	OG0002138	YIR015W	genemark-scf7180000020109-processed-gene-0.46-mRNA-1_1&gene=genemark-scf7180000020109-processed-gene-0.46&CDS=1-462
2139	OG0002139	YIR022W	genemark-scf7180000020144-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000020144-processed-gene-0.6&CDS=1-507
2140	OG0002140	YIR023W	snap_masked-scf7180000020204-processed-gene-0.99-mRNA-1_1&gene=snap_masked-scf7180000020204-processed-gene-0.99&CDS=1-3129
2141	OG0002141	YIR024C	snap_masked-scf7180000020204-processed-gene-0.74-mRNA-1_1&gene=snap_masked-scf7180000020204-processed-gene-0.74&CDS=1-729
2142	OG0002142	YIR026C	augustus_masked-scf7180000020204-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-scf7180000020204-processed-gene-0.124&CDS=1-1062
2143	OG0002143	YIR033W	genemark-scf7180000020204-processed-gene-0.45-mRNA-1_1&gene=genemark-scf7180000020204-processed-gene-0.45&CDS=1-3666
2144	OG0002144	YIR034C	genemark-scf7180000020204-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000020204-processed-gene-0.18&CDS=1-1116
2145	OG0002145	YIR035C	genemark-scf7180000020144-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000020144-processed-gene-0.13&CDS=1-765
2146	OG0002146	YJL001W	genemark-scf7180000019715-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000019715-processed-gene-0.4&CDS=1-648
2147	OG0002147	YJL002C	genemark-scf7180000019715-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000019715-processed-gene-0.3&CDS=1-1422
2148	OG0002148	YJL003W	genemark-scf7180000020130-processed-gene-0.115-mRNA-1_1&gene=genemark-scf7180000020130-processed-gene-0.115&CDS=1-354
2149	OG0002149	YJL004C	genemark-scf7180000020130-processed-gene-0.147-mRNA-1_1&gene=genemark-scf7180000020130-processed-gene-0.147&CDS=1-588
2150	OG0002150	YJL005W	snap_masked-scf7180000020130-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000020130-processed-gene-0.36&CDS=1-6339
2151	OG0002151	YJL006C	snap_masked-scf7180000020130-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000020130-processed-gene-0.38&CDS=1-618
2152	OG0002152	YJL010C	genemark-scf7180000020105-processed-gene-0.48-mRNA-1_1&gene=genemark-scf7180000020105-processed-gene-0.48&CDS=1-2058
2153	OG0002153	YJL011C	genemark-scf7180000020178-processed-gene-0.64-mRNA-1_1&gene=genemark-scf7180000020178-processed-gene-0.64&CDS=1-477
2154	OG0002154	YJL012C	genemark-scf7180000020178-processed-gene-0.63-mRNA-1_1&gene=genemark-scf7180000020178-processed-gene-0.63&CDS=1-4341
2155	OG0002155	YJL013C	augustus_masked-scf7180000020118-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000020118-processed-gene-0.44&CDS=1-1200
2156	OG0002156	YJL014W	genemark-scf7180000019976-processed-gene-0.33-mRNA-1_1&gene=genemark-scf7180000019976-processed-gene-0.33&CDS=1-1575
2157	OG0002157	YJL016W	augustus_masked-scf7180000020118-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-scf7180000020118-processed-gene-0.52&CDS=1-1434
2158	OG0002158	YJL019W	augustus_masked-scf7180000020118-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000020118-processed-gene-0.53&CDS=1-2268
2159	OG0002159	YJL020C	genemark-scf7180000020118-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000020118-processed-gene-0.24&CDS=1-3072
2160	OG0002160	YJL023C	augustus_masked-scf7180000020118-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000020118-processed-gene-0.46&CDS=1-597
2161	OG0002161	YJL024C	augustus_masked-scf7180000020188-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scf7180000020188-processed-gene-0.63&CDS=1-561
2162	OG0002162	YJL025W	snap_masked-scf7180000020188-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scf7180000020188-processed-gene-0.21&CDS=1-1557
2163	OG0002163	YJL026W	genemark-scf7180000020156-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000020156-processed-gene-0.22&CDS=1-1119
2164	OG0002164	YJL029C	genemark-scf7180000020176-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000020176-processed-gene-0.18&CDS=1-2346
2165	OG0002165	YJL030W	genemark-scf7180000020130-processed-gene-0.117-mRNA-1_1&gene=genemark-scf7180000020130-processed-gene-0.117&CDS=1-597
2166	OG0002166	YJL031C	genemark-scf7180000020130-processed-gene-0.149-mRNA-1_1&gene=genemark-scf7180000020130-processed-gene-0.149&CDS=1-987
2167	OG0002167	YJL033W	genemark-scf7180000020176-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000020176-processed-gene-0.22&CDS=1-2283
2168	OG0002168	YJL034W	augustus_masked-scf7180000020176-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000020176-processed-gene-0.7&CDS=1-2046
2169	OG0002169	YJL035C	genemark-scf7180000020176-processed-gene-0.19-mRNA-1_1&gene=genemark-scf7180000020176-processed-gene-0.19&CDS=1-801
2170	OG0002170	YJL036W	genemark-scf7180000020176-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000020176-processed-gene-0.24&CDS=1-1383
2171	OG0002171	YJL039C	augustus_masked-scf7180000020140-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000020140-processed-gene-0.11&CDS=1-5055
2172	OG0002172	YJL042W	genemark-scf7180000020131-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000020131-processed-gene-0.22&CDS=1-4332
2173	OG0002173	YJL044C	snap_masked-scf7180000020131-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000020131-processed-gene-0.1&CDS=1-1221
2174	OG0002174	YJL046W	maker-scf7180000020187-snap-gene-0.61-mRNA-1_1&gene=maker-scf7180000020187-snap-gene-0.61&CDS=1-1212
2175	OG0002175	YJL047C	augustus_masked-scf7180000020187-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-scf7180000020187-processed-gene-0.136&CDS=1-4995
2176	OG0002176	YJL049W	snap_masked-scf7180000020187-processed-gene-0.101-mRNA-1_1&gene=snap_masked-scf7180000020187-processed-gene-0.101&CDS=1-1359
2177	OG0002177	YJL050W	genemark-scf7180000020187-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000020187-processed-gene-0.39&CDS=1-3195
2178	OG0002178	YJL051W	snap_masked-scf7180000020187-processed-gene-0.103-mRNA-1_1&gene=snap_masked-scf7180000020187-processed-gene-0.103&CDS=1-2745
2179	OG0002179	YJL053W	snap_masked-scf7180000020187-processed-gene-0.104-mRNA-1_1&gene=snap_masked-scf7180000020187-processed-gene-0.104&CDS=1-1005
2180	OG0002180	YJL054W	maker-scf7180000020187-augustus-gene-0.2-mRNA-1_1&gene=maker-scf7180000020187-augustus-gene-0.2&CDS=1-2109
2181	OG0002181	YJL056C	genemark-scf7180000020187-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000020187-processed-gene-0.15&CDS=1-2472
2182	OG0002182	YJL057C	genemark-scf7180000020136-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000020136-processed-gene-0.3&CDS=1-2316
2183	OG0002183	YJL059W	augustus_masked-scf7180000020136-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000020136-processed-gene-0.35&CDS=1-1140
2184	OG0002184	YJL060W	genemark-scf7180000020136-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000020136-processed-gene-0.12&CDS=1-1332
2185	OG0002185	YJL062W	genemark-scf7180000020067-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000020067-processed-gene-0.7&CDS=1-4227
2186	OG0002186	YJL062W-A	genemark-scf7180000020113-processed-gene-0.49-mRNA-1_1&gene=genemark-scf7180000020113-processed-gene-0.49&CDS=1-297
2187	OG0002187	YJL063C	genemark-scf7180000020113-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000020113-processed-gene-0.36&CDS=1-849
2188	OG0002188	YJL065C	genemark-scf7180000020136-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000020136-processed-gene-0.4&CDS=1-558
2189	OG0002189	YJL066C	augustus_masked-scf7180000020136-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000020136-processed-gene-0.29&CDS=1-840
2190	OG0002190	YJL068C	genemark-scf7180000020136-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000020136-processed-gene-0.6&CDS=1-912
2191	OG0002191	YJL069C	genemark-scf7180000020136-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000020136-processed-gene-0.7&CDS=1-1824
2192	OG0002192	YJL070C	genemark-scf7180000020148-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000020148-processed-gene-0.15&CDS=1-2577
2193	OG0002193	YJL071W	genemark-scf7180000020148-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000020148-processed-gene-0.13&CDS=1-1758
2194	OG0002194	YJL072C	genemark-scf7180000020148-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000020148-processed-gene-0.14&CDS=1-699
2195	OG0002195	YJL073W	genemark-scf7180000020148-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000020148-processed-gene-0.12&CDS=1-2004
2196	OG0002196	YJL074C	genemark-scf7180000020219-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000020219-processed-gene-0.26&CDS=1-3633
2197	OG0002197	YJL076W	genemark-scf7180000020113-processed-gene-0.54-mRNA-1_1&gene=genemark-scf7180000020113-processed-gene-0.54&CDS=1-4428
2198	OG0002198	YJL079C	genemark-scf7180000020155-processed-gene-0.97-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.97&CDS=1-1023
2199	OG0002199	YJL080C	genemark-scf7180000020155-processed-gene-0.98-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.98&CDS=1-3648
2200	OG0002200	YJL081C	genemark-scf7180000020155-processed-gene-0.99-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.99&CDS=1-1488
2201	OG0002201	YJL084C	maker-scf7180000020155-snap-gene-0.87-mRNA-1_1&gene=maker-scf7180000020155-snap-gene-0.87&CDS=1-2910
2202	OG0002202	YJL085W	genemark-scf7180000020155-processed-gene-0.117-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.117&CDS=1-1836
2203	OG0002203	YJL087C	genemark-scf7180000020155-processed-gene-0.101-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.101&CDS=1-2496
2204	OG0002204	YJL088W	genemark-scf7180000020155-processed-gene-0.118-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.118&CDS=1-972
2205	OG0002205	YJL089W	genemark-scf7180000020155-processed-gene-0.119-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.119&CDS=1-3588
2206	OG0002206	YJL091C	genemark-scf7180000020155-processed-gene-0.103-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.103&CDS=1-1461
2207	OG0002207	YJL092W	maker-scf7180000020155-snap-gene-0.88-mRNA-1_1&gene=maker-scf7180000020155-snap-gene-0.88&CDS=1-3147
2208	OG0002208	YJL093C	genemark-scf7180000020155-processed-gene-0.104-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.104&CDS=1-2079
2209	OG0002209	YJL094C	genemark-scf7180000020155-processed-gene-0.105-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.105&CDS=1-2616
2210	OG0002210	YJL095W	genemark-scf7180000020155-processed-gene-0.121-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.121&CDS=1-5034
2211	OG0002211	YJL096W	genemark-scf7180000020155-processed-gene-0.122-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.122&CDS=1-525
2212	OG0002212	YJL097W	genemark-scf7180000020155-processed-gene-0.123-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.123&CDS=1-648
2213	OG0002213	YJL099W	snap_masked-scf7180000020155-processed-gene-0.78-mRNA-1_1&gene=snap_masked-scf7180000020155-processed-gene-0.78&CDS=1-2217
2214	OG0002214	YJL101C	genemark-scf7180000019986-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000019986-processed-gene-0.16&CDS=1-2010
2215	OG0002215	YJL102W	genemark-scf7180000020155-processed-gene-0.126-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.126&CDS=1-2487
2216	OG0002216	YJL103C	genemark-scf7180000020155-processed-gene-0.106-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.106&CDS=1-1827
2217	OG0002217	YJL104W	genemark-scf7180000020155-processed-gene-0.127-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.127&CDS=1-441
2218	OG0002218	YJL106W	genemark-scf7180000020155-processed-gene-0.129-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.129&CDS=1-2259
2219	OG0002219	YJL111W	snap_masked-scf7180000020195-processed-gene-0.104-mRNA-1_1&gene=snap_masked-scf7180000020195-processed-gene-0.104&CDS=1-1656
2220	OG0002220	YJL115W	genemark-scf7180000019972-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000019972-processed-gene-0.13&CDS=1-954
2221	OG0002221	YJL117W	genemark-scf7180000019972-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000019972-processed-gene-0.14&CDS=1-903
2222	OG0002222	YJL121C	genemark-scf7180000020170-processed-gene-0.28-mRNA-1_1&gene=genemark-scf7180000020170-processed-gene-0.28&CDS=1-708
2223	OG0002223	YJL122W	genemark-scf7180000020170-processed-gene-0.42-mRNA-1_1&gene=genemark-scf7180000020170-processed-gene-0.42&CDS=1-486
2224	OG0002224	YJL123C	genemark-scf7180000020170-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000020170-processed-gene-0.29&CDS=1-1323
2225	OG0002225	YJL124C	genemark-scf7180000020170-processed-gene-0.30-mRNA-1_1&gene=genemark-scf7180000020170-processed-gene-0.30&CDS=1-570
2226	OG0002226	YJL125C	genemark-scf7180000020170-processed-gene-0.31-mRNA-1_1&gene=genemark-scf7180000020170-processed-gene-0.31&CDS=1-1290
2227	OG0002227	YJL127C	genemark-scf7180000020170-processed-gene-0.32-mRNA-1_1&gene=genemark-scf7180000020170-processed-gene-0.32&CDS=1-2271
2228	OG0002228	YJL128C	maker-scf7180000020142-snap-gene-0.58-mRNA-1_1&gene=maker-scf7180000020142-snap-gene-0.58&CDS=1-2160
2229	OG0002229	YJL130C	augustus_masked-scf7180000020142-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000020142-processed-gene-0.2&CDS=1-6645
2230	OG0002230	YJL131C	snap_masked-scf7180000020142-processed-gene-0.124-mRNA-1_1&gene=snap_masked-scf7180000020142-processed-gene-0.124&CDS=1-879
2231	OG0002231	YJL132W	snap_masked-scf7180000020142-processed-gene-0.156-mRNA-1_1&gene=snap_masked-scf7180000020142-processed-gene-0.156&CDS=1-2223
2232	OG0002232	YJL140W	genemark-scf7180000020142-processed-gene-0.96-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.96&CDS=1-663
2233	OG0002233	YJL141C	genemark-scf7180000020142-processed-gene-0.68-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.68&CDS=1-2673
2234	OG0002234	YJL143W	genemark-scf7180000020142-processed-gene-0.97-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.97&CDS=1-474
2235	OG0002235	YJL144W	snap_masked-scf7180000020142-processed-gene-0.159-mRNA-1_1&gene=snap_masked-scf7180000020142-processed-gene-0.159&CDS=1-342
2236	OG0002236	YJL145W	genemark-scf7180000020142-processed-gene-0.99-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.99&CDS=1-879
2237	OG0002237	YJL146W	snap_masked-scf7180000020142-processed-gene-0.161-mRNA-1_1&gene=snap_masked-scf7180000020142-processed-gene-0.161&CDS=1-1719
2238	OG0002238	YJL147C	snap_masked-scf7180000020142-processed-gene-0.130-mRNA-1_1&gene=snap_masked-scf7180000020142-processed-gene-0.130&CDS=1-1236
2239	OG0002239	YJL148W	snap_masked-scf7180000020195-processed-gene-0.91-mRNA-1_1&gene=snap_masked-scf7180000020195-processed-gene-0.91&CDS=1-678
2240	OG0002240	YJL149W	genemark-scf7180000020142-processed-gene-0.101-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.101&CDS=1-2067
2241	OG0002241	YJL153C	maker-scf7180000020142-augustus-gene-0.119-mRNA-1_1&gene=maker-scf7180000020142-augustus-gene-0.119&CDS=1-3669
2242	OG0002242	YJL154C	genemark-scf7180000020195-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000020195-processed-gene-0.73&CDS=1-2823
2243	OG0002243	YJL155C	genemark-scf7180000020195-processed-gene-0.72-mRNA-1_1&gene=genemark-scf7180000020195-processed-gene-0.72&CDS=1-1095
2244	OG0002244	YJL157C	augustus_masked-scf7180000020142-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000020142-processed-gene-0.11&CDS=1-2535
2245	OG0002245	YJL158C	genemark-scf7180000020195-processed-gene-0.71-mRNA-1_1&gene=genemark-scf7180000020195-processed-gene-0.71&CDS=1-702
2246	OG0002246	YJL162C	genemark-scf7180000020142-processed-gene-0.75-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.75&CDS=1-1611
2247	OG0002247	YJL166W	augustus_masked-scf7180000020142-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000020142-processed-gene-0.39&CDS=1-282
2248	OG0002248	YJL167W	genemark-scf7180000020223-processed-gene-1.28-mRNA-1_1&gene=genemark-scf7180000020223-processed-gene-1.28&CDS=1-1038
2249	OG0002249	YJL168C	genemark-scf7180000020142-processed-gene-0.78-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.78&CDS=1-2145
2250	OG0002250	YJL171C	genemark-scf7180000020142-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.80&CDS=1-1191
2251	OG0002251	YJL172W	genemark-scf7180000020142-processed-gene-0.104-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.104&CDS=1-1743
2252	OG0002252	YJL173C	genemark-scf7180000020142-processed-gene-0.81-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.81&CDS=1-348
2253	OG0002253	YJL174W	genemark-scf7180000020142-processed-gene-0.105-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.105&CDS=1-768
2254	OG0002254	YJL176C	genemark-scf7180000020142-processed-gene-0.82-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.82&CDS=1-3276
2255	OG0002255	YJL178C	genemark-scf7180000020142-processed-gene-0.83-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.83&CDS=1-834
2256	OG0002256	YJL179W	genemark-scf7180000020142-processed-gene-0.107-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.107&CDS=1-348
2257	OG0002257	YJL180C	snap_masked-scf7180000020142-processed-gene-0.144-mRNA-1_1&gene=snap_masked-scf7180000020142-processed-gene-0.144&CDS=1-927
2258	OG0002258	YJL183W	genemark-scf7180000020142-processed-gene-0.108-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.108&CDS=1-1248
2259	OG0002259	YJL184W	genemark-scf7180000020142-processed-gene-0.109-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.109&CDS=1-375
2260	OG0002260	YJL187C	genemark-scf7180000020142-processed-gene-0.85-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.85&CDS=1-2787
2261	OG0002261	YJL192C	genemark-scf7180000020142-processed-gene-0.87-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.87&CDS=1-687
2262	OG0002262	YJL193W	genemark-scf7180000020142-processed-gene-0.112-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.112&CDS=1-1218
2263	OG0002263	YJL194W	genemark-scf7180000020142-processed-gene-0.113-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.113&CDS=1-1587
2264	OG0002264	YJL197W	augustus_masked-scf7180000020142-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-scf7180000020142-processed-gene-0.50&CDS=1-3753
2265	OG0002265	YJL200C	genemark-scf7180000020142-processed-gene-0.89-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.89&CDS=1-2328
2266	OG0002266	YJL201W	genemark-scf7180000020142-processed-gene-0.116-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.116&CDS=1-1998
2267	OG0002267	YJL203W	augustus_masked-scf7180000020142-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000020142-processed-gene-0.53&CDS=1-909
2268	OG0002268	YJL204C	genemark-scf7180000020142-processed-gene-0.91-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.91&CDS=1-2247
2269	OG0002269	YJL206C	genemark-scf7180000020211-processed-gene-1.4-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-1.4&CDS=1-2247
2270	OG0002270	YJL207C	augustus_masked-scf7180000020165-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000020165-processed-gene-0.35&CDS=1-5982
2271	OG0002271	YJL208C	genemark-scf7180000019971-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000019971-processed-gene-0.17&CDS=1-957
2272	OG0002272	YJL209W	snap_masked-scf7180000020165-processed-gene-0.65-mRNA-1_1&gene=snap_masked-scf7180000020165-processed-gene-0.65&CDS=1-1806
2273	OG0002273	YJL210W	augustus_masked-scf7180000020081-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000020081-processed-gene-0.0&CDS=1-780
2274	OG0002274	YJL212C	genemark-scf7180000020152-processed-gene-0.69-mRNA-1_1&gene=genemark-scf7180000020152-processed-gene-0.69&CDS=1-2388
2275	OG0002275	YJR001W	genemark-scf7180000020130-processed-gene-0.143-mRNA-1_1&gene=genemark-scf7180000020130-processed-gene-0.143&CDS=1-1917
2276	OG0002276	YJR002W	genemark-scf7180000020182-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000020182-processed-gene-0.15&CDS=1-1854
2277	OG0002277	YJR003C	snap_masked-scf7180000020130-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000020130-processed-gene-0.30&CDS=1-1563
2278	OG0002278	YJR004C	augustus_masked-scf7180000020182-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000020182-processed-gene-0.7&CDS=1-2289
2279	OG0002279	YJR005C-A	augustus_masked-scf7180000020118-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000020118-processed-gene-0.54&CDS=1-264
2280	OG0002280	YJR005W	genemark-scf7180000020182-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000020182-processed-gene-0.17&CDS=1-2112
2281	OG0002281	YJR006W	genemark-scf7180000020118-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000020118-processed-gene-0.26&CDS=1-1500
2282	OG0002282	YJR007W	genemark-scf7180000020086-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000020086-processed-gene-0.7&CDS=1-909
2283	OG0002283	YJR008W	genemark-scf7180000020178-processed-gene-0.48-mRNA-1_1&gene=genemark-scf7180000020178-processed-gene-0.48&CDS=1-1032
