	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034893_Ogataea_philodendra
1442	OG0001442	YGR202C	genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-4.149-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-4.149&CDS=1-1146
1443	OG0001443	YGR203W	genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-4.150-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-4.150&CDS=1-414
1444	OG0001444	YGR205W	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-3.57-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-3.57&CDS=1-858
1445	OG0001445	YGR207C	maker-NODE_2_length_789798_cov_75.9216_ID_3-augustus-gene-3.134-mRNA-1_1&gene=maker-NODE_2_length_789798_cov_75.9216_ID_3-augustus-gene-3.134&CDS=1-2709
1446	OG0001446	YGR208W	augustus_masked-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.49&CDS=1-900
1447	OG0001447	YGR210C	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-2.93-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-2.93&CDS=1-1251
1448	OG0001448	YGR211W	genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.65-mRNA-1_1&gene=genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.65&CDS=1-1491
1449	OG0001449	YGR216C	genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.18-mRNA-1_1&gene=genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.18&CDS=1-1812
1450	OG0001450	YGR217W	augustus_masked-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.171&CDS=1-6636
1451	OG0001451	YGR218W	genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-0.79&CDS=1-3222
1452	OG0001452	YGR220C	genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-0.43&CDS=1-828
1453	OG0001453	YGR223C	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-2.79-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-2.79&CDS=1-1083
1454	OG0001454	YGR225W	maker-NODE_16_length_209552_cov_67.4697_ID_31-augustus-gene-0.7-mRNA-1_1&gene=maker-NODE_16_length_209552_cov_67.4697_ID_31-augustus-gene-0.7&CDS=1-3828
1455	OG0001455	YGR227W	augustus_masked-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-0.107&CDS=1-1314
1456	OG0001456	YGR229C	genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.213-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.213&CDS=1-1590
1457	OG0001457	YGR231C	genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.37&CDS=1-921
1458	OG0001458	YGR232W	genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.66&CDS=1-711
1459	OG0001459	YGR233C	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-1.46-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-1.46&CDS=1-3390
1460	OG0001460	YGR235C	genemark-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-0.91&CDS=1-711
1461	OG0001461	YGR244C	augustus_masked-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.72&CDS=1-1275
1462	OG0001462	YGR245C	genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.115-mRNA-1_1&gene=genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.115&CDS=1-2205
1463	OG0001463	YGR246C	genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-0.57&CDS=1-1605
1464	OG0001464	YGR252W	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-0.70&CDS=1-1278
1465	OG0001465	YGR253C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-0.95&CDS=1-759
1466	OG0001466	YGR254W	genemark-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.245-mRNA-1_1&gene=genemark-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.245&CDS=1-1311
1467	OG0001467	YGR255C	genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-2.103-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-2.103&CDS=1-1368
1468	OG0001468	YGR257C	genemark-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-0.67&CDS=1-1101
1469	OG0001469	YGR258C	augustus_masked-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-4.97&CDS=1-3060
1470	OG0001470	YGR261C	maker-NODE_4_length_568887_cov_64.9081_ID_7-snap-gene-4.12-mRNA-1_1&gene=maker-NODE_4_length_568887_cov_64.9081_ID_7-snap-gene-4.12&CDS=1-2574
1471	OG0001471	YGR264C	genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-0.74&CDS=1-2262
1472	OG0001472	YGR266W	genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-0.90&CDS=1-2064
1473	OG0001473	YGR267C	genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-1.11-mRNA-1_1&gene=genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-1.11&CDS=1-816
1474	OG0001474	YGR268C	augustus_masked-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-0.133&CDS=1-510
1475	OG0001475	YGR270W	augustus_masked-NODE_17_length_175091_cov_70.6054_ID_33-processed-gene-0.281-mRNA-1_1&gene=augustus_masked-NODE_17_length_175091_cov_70.6054_ID_33-processed-gene-0.281&CDS=1-3999
1476	OG0001476	YGR271C-A	genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-1.136-mRNA-1_1&gene=genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-1.136&CDS=1-651
1477	OG0001477	YGR274C	genemark-NODE_21_length_128179_cov_67.4733_ID_41-processed-gene-0.135-mRNA-1_1&gene=genemark-NODE_21_length_128179_cov_67.4733_ID_41-processed-gene-0.135&CDS=1-3162
1478	OG0001478	YGR277C	genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-1.80-mRNA-1_1&gene=genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-1.80&CDS=1-837
1479	OG0001479	YGR278W	genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-1.102-mRNA-1_1&gene=genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-1.102&CDS=1-1650
1480	OG0001480	YGR280C	genemark-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-1.104-mRNA-1_1&gene=genemark-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-1.104&CDS=1-822
1481	OG0001481	YGR282C	genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-0.96&CDS=1-930
1482	OG0001482	YGR284C	augustus_masked-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-0.115&CDS=1-3444
1483	OG0001483	YGR285C	genemark-NODE_22_length_127543_cov_73.0507_ID_43-processed-gene-0.115-mRNA-1_1&gene=genemark-NODE_22_length_127543_cov_73.0507_ID_43-processed-gene-0.115&CDS=1-1263
1484	OG0001484	YHL002W	genemark-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-0.132-mRNA-1_1&gene=genemark-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-0.132&CDS=1-1209
1485	OG0001485	YHL004W	augustus_masked-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-1.135&CDS=1-1152
1486	OG0001486	YHL008C	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.142-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.142&CDS=1-1410
1487	OG0001487	YHL009C	augustus_masked-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-0.125&CDS=1-972
1488	OG0001488	YHL010C	snap_masked-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-2.258-mRNA-1_1&gene=snap_masked-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-2.258&CDS=1-1782
1489	OG0001489	YHL013C	genemark-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-1.82-mRNA-1_1&gene=genemark-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-1.82&CDS=1-846
1490	OG0001490	YHL015W	genemark-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-0.35&CDS=1-342
1491	OG0001491	YHL016C	genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-4.213-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-4.213&CDS=1-2124
1492	OG0001492	YHL018W	genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-0.66&CDS=1-318
1493	OG0001493	YHL023C	genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-1.134-mRNA-1_1&gene=genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-1.134&CDS=1-2256
1494	OG0001494	YHL024W	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-1.65-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-1.65&CDS=1-2067
1495	OG0001495	YHL027W	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-8.88-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-8.88&CDS=1-1824
1496	OG0001496	YHL029C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-1.66&CDS=1-1827
1497	OG0001497	YHL030W	snap_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-1.4-mRNA-1_1&gene=snap_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-1.4&CDS=1-5295
1498	OG0001498	YHL032C	augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-8.184-mRNA-1_1&gene=augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-8.184&CDS=1-3639
1499	OG0001499	YHL036W	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.190-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.190&CDS=1-1644
1500	OG0001500	YHR001W-A	maker-NODE_6_length_488750_cov_65.2929_ID_11-augustus-gene-2.1-mRNA-1_1&gene=maker-NODE_6_length_488750_cov_65.2929_ID_11-augustus-gene-2.1&CDS=1-552
1501	OG0001501	YHR002W	genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-0.84&CDS=1-1083
1502	OG0001502	YHR004C	genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.95-mRNA-1_1&gene=genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.95&CDS=1-1374
1503	OG0001503	YHR005C	augustus_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-2.193-mRNA-1_1&gene=augustus_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-2.193&CDS=1-1287
1504	OG0001504	YHR005C-A	augustus_masked-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.304-mRNA-1_1&gene=augustus_masked-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.304&CDS=1-282
1505	OG0001505	YHR007C	genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.182-mRNA-1_1&gene=genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.182&CDS=1-1557
1506	OG0001506	YHR008C	genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.221-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.221&CDS=1-687
1507	OG0001507	YHR009C	maker-NODE_2_length_789798_cov_75.9216_ID_3-augustus-gene-6.355-mRNA-1_1&gene=maker-NODE_2_length_789798_cov_75.9216_ID_3-augustus-gene-6.355&CDS=1-3390
1508	OG0001508	YHR011W	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-0.73&CDS=1-1359
1509	OG0001509	YHR012W	snap_masked-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.57-mRNA-1_1&gene=snap_masked-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.57&CDS=1-732
1510	OG0001510	YHR013C	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.235-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.235&CDS=1-645
1511	OG0001511	YHR018C	genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-1.77-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-1.77&CDS=1-1392
1512	OG0001512	YHR020W	augustus_masked-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-0.120&CDS=1-5451
1513	OG0001513	YHR024C	genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-2.112-mRNA-1_1&gene=genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-2.112&CDS=1-1422
1514	OG0001514	YHR025W	genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-2.111-mRNA-1_1&gene=genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-2.111&CDS=1-1032
1515	OG0001515	YHR026W	genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-2.155-mRNA-1_1&gene=genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-2.155&CDS=1-591
1516	OG0001516	YHR027C	genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-1.55-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-1.55&CDS=1-2751
1517	OG0001517	YHR030C	genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-1.57&CDS=1-1314
1518	OG0001518	YHR037W	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-0.84&CDS=1-1680
1519	OG0001519	YHR038W	genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.42-mRNA-1_1&gene=genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.42&CDS=1-690
1520	OG0001520	YHR039C	genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.69-mRNA-1_1&gene=genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.69&CDS=1-1920
1521	OG0001521	YHR042W	augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-11.36-mRNA-1_1&gene=augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-11.36&CDS=1-2910
1522	OG0001522	YHR043C, YHR044C	
1523	OG0001523	YHR045W	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.83-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.83&CDS=1-1272
1524	OG0001524	YHR048W	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-2.180-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-2.180&CDS=1-1602
1525	OG0001525	YHR051W	genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-3.94-mRNA-1_1&gene=genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-3.94&CDS=1-444
1526	OG0001526	YHR052W	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-1.14-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-1.14&CDS=1-1053
1527	OG0001527	YHR058C	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-4.113-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-4.113&CDS=1-660
1528	OG0001528	YHR059W	snap_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-4.149-mRNA-1_1&gene=snap_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-4.149&CDS=1-456
1529	OG0001529	YHR062C	genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-2.106-mRNA-1_1&gene=genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-2.106&CDS=1-831
1530	OG0001530	YHR063C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-8.149-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-8.149&CDS=1-948
1531	OG0001531	YHR064C	maker-NODE_6_length_488750_cov_65.2929_ID_11-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_6_length_488750_cov_65.2929_ID_11-augustus-gene-0.4&CDS=1-3111
1532	OG0001532	YHR065C	maker-NODE_6_length_488750_cov_65.2929_ID_11-snap-gene-3.360-mRNA-1_1&gene=maker-NODE_6_length_488750_cov_65.2929_ID_11-snap-gene-3.360&CDS=1-2901
1533	OG0001533	YHR068W	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-3.55-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-3.55&CDS=1-1113
1534	OG0001534	YHR070W	augustus_masked-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-1.23&CDS=1-1488
1535	OG0001535	YHR071W	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.82-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.82&CDS=1-717
1536	OG0001536	YHR072W	snap_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.47-mRNA-1_1&gene=snap_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.47&CDS=1-2151
1537	OG0001537	YHR072W-A	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.160-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.160&CDS=1-189
1538	OG0001538	YHR073W	genemark-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-1.3-mRNA-1_1&gene=genemark-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-1.3&CDS=1-3105
1539	OG0001539	YHR074W	augustus_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-0.1&CDS=1-1974
1540	OG0001540	YHR075C	snap_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-0.36&CDS=1-582
1541	OG0001541	YHR076W	genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.172-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.172&CDS=1-1041
1542	OG0001542	YHR077C	snap_masked-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.85-mRNA-1_1&gene=snap_masked-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.85&CDS=1-2679
1543	OG0001543	YHR078W	genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-0.162-mRNA-1_1&gene=genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-0.162&CDS=1-1569
1544	OG0001544	YHR079C	genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-2.62-mRNA-1_1&gene=genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-2.62&CDS=1-3114
1545	OG0001545	YHR081W	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-11.267-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-11.267&CDS=1-540
1546	OG0001546	YHR084W	genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-4.182-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-4.182&CDS=1-2022
1547	OG0001547	YHR085W	genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-0.49&CDS=1-1119
1548	OG0001548	YHR087W	genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.41-mRNA-1_1&gene=genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.41&CDS=1-342
1549	OG0001549	YHR089C	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-2.116-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-2.116&CDS=1-558
1550	OG0001550	YHR090C	augustus_masked-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-2.37&CDS=1-894
1551	OG0001551	YHR099W	maker-NODE_6_length_488750_cov_65.2929_ID_11-snap-gene-2.8-mRNA-1_1&gene=maker-NODE_6_length_488750_cov_65.2929_ID_11-snap-gene-2.8&CDS=1-11688
1552	OG0001552	YHR100C	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-2.112-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-2.112&CDS=1-528
1553	OG0001553	YHR104W	genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-2.152-mRNA-1_1&gene=genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-2.152&CDS=1-957
1554	OG0001554	YHR107C	genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-1.33-mRNA-1_1&gene=genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-1.33&CDS=1-1065
1555	OG0001555	YHR110W	genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.21&CDS=1-642
1556	OG0001556	YHR111W	genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.22&CDS=1-1074
1557	OG0001557	YHR112C	genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.63&CDS=1-1125
1558	OG0001558	YHR113W	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.226-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.226&CDS=1-1422
1559	OG0001559	YHR116W	genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-1.146-mRNA-1_1&gene=genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-1.146&CDS=1-327
1560	OG0001560	YHR118C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-2.162-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-2.162&CDS=1-1092
1561	OG0001561	YHR119W	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-2.164-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-2.164&CDS=1-3960
1562	OG0001562	YHR120W	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-2.165-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-2.165&CDS=1-2793
1563	OG0001563	YHR121W	snap_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-2.102-mRNA-1_1&gene=snap_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-2.102&CDS=1-606
1564	OG0001564	YHR122W	augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-2.37&CDS=1-957
1565	OG0001565	YHR132C	augustus_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.331-mRNA-1_1&gene=augustus_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.331&CDS=1-1458
