	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035318_Hyphopichia_heimii
1702	OG0001702	YHL029C	snap_masked-NODE_35_length_122776_cov_16.9709_ID_30454-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_35_length_122776_cov_16.9709_ID_30454-processed-gene-0.109&CDS=1-2079
1703	OG0001703	YHL030W	snap_masked-NODE_35_length_122776_cov_16.9709_ID_30454-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_35_length_122776_cov_16.9709_ID_30454-processed-gene-0.108&CDS=1-5559
1704	OG0001704	YHL031C	maker-NODE_97_length_40441_cov_16.6227_ID_25261-augustus-gene-0.23-mRNA-1_1&gene=maker-NODE_97_length_40441_cov_16.6227_ID_25261-augustus-gene-0.23&CDS=1-936
1705	OG0001705	YHL032C	snap_masked-NODE_49_length_85120_cov_22.9756_ID_22926-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_49_length_85120_cov_22.9756_ID_22926-processed-gene-0.28&CDS=1-1893
1706	OG0001706	YHL036W	genemark-NODE_13_length_179126_cov_16.6208_ID_16477-processed-gene-0.168-mRNA-1_1&gene=genemark-NODE_13_length_179126_cov_16.6208_ID_16477-processed-gene-0.168&CDS=1-1632
1707	OG0001707	YHR001W-A	snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-1.90-mRNA-1_1&gene=snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-1.90&CDS=1-234
1708	OG0001708	YHR002W	snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.131&CDS=1-1248
1709	OG0001709	YHR004C	snap_masked-NODE_123_length_30173_cov_17.1289_ID_20540-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_123_length_30173_cov_17.1289_ID_20540-processed-gene-0.4&CDS=1-1236
1710	OG0001710	YHR005C	genemark-NODE_26_length_133046_cov_18.0642_ID_24063-processed-gene-0.189-mRNA-1_1&gene=genemark-NODE_26_length_133046_cov_18.0642_ID_24063-processed-gene-0.189&CDS=1-1293
1711	OG0001711	YHR005C-A	snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.198-mRNA-1_1&gene=snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.198&CDS=1-270
1712	OG0001712	YHR007C	maker-NODE_14_length_173023_cov_17.2555_ID_27503-augustus-gene-0.174-mRNA-1_1&gene=maker-NODE_14_length_173023_cov_17.2555_ID_27503-augustus-gene-0.174&CDS=1-3165
1713	OG0001713	YHR009C	snap_masked-NODE_48_length_87499_cov_16.6838_ID_19881-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_48_length_87499_cov_16.6838_ID_19881-processed-gene-0.95&CDS=1-1470
1714	OG0001714	YHR011W	snap_masked-NODE_10_length_207889_cov_17.328_ID_18435-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_10_length_207889_cov_17.328_ID_18435-processed-gene-0.58&CDS=1-1377
1715	OG0001715	YHR012W	genemark-NODE_112_length_36137_cov_16.9078_ID_21342-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_112_length_36137_cov_16.9078_ID_21342-processed-gene-0.6&CDS=1-840
1716	OG0001716	YHR013C	snap_masked-NODE_10_length_207889_cov_17.328_ID_18435-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_10_length_207889_cov_17.328_ID_18435-processed-gene-0.49&CDS=1-654
1717	OG0001717	YHR018C	snap_masked-NODE_62_length_65892_cov_16.3975_ID_22895-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_62_length_65892_cov_16.3975_ID_22895-processed-gene-0.23&CDS=1-1395
1718	OG0001718	YHR019C	snap_masked-NODE_62_length_65892_cov_16.3975_ID_22895-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_62_length_65892_cov_16.3975_ID_22895-processed-gene-0.24&CDS=1-1650
1719	OG0001719	YHR020W	snap_masked-NODE_62_length_65892_cov_16.3975_ID_22895-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_62_length_65892_cov_16.3975_ID_22895-processed-gene-0.8&CDS=1-2043
1720	OG0001720	YHR023W	snap_masked-NODE_54_length_80808_cov_19.0526_ID_28291-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_54_length_80808_cov_19.0526_ID_28291-processed-gene-0.17&CDS=1-5460
1721	OG0001721	YHR024C	snap_masked-NODE_54_length_80808_cov_19.0526_ID_28291-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_54_length_80808_cov_19.0526_ID_28291-processed-gene-0.7&CDS=1-1527
1722	OG0001722	YHR025W	snap_masked-NODE_14_length_173023_cov_17.2555_ID_27503-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_14_length_173023_cov_17.2555_ID_27503-processed-gene-0.41&CDS=1-1056
1723	OG0001723	YHR026W	genemark-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-1.242-mRNA-1_1&gene=genemark-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-1.242&CDS=1-588
1724	OG0001724	YHR027C	genemark-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-1.204-mRNA-1_1&gene=genemark-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-1.204&CDS=1-2880
1725	OG0001725	YHR028C	snap_masked-NODE_46_length_90378_cov_17.6642_ID_27052-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_46_length_90378_cov_17.6642_ID_27052-processed-gene-0.86&CDS=1-2469
1726	OG0001726	YHR029C	snap_masked-NODE_109_length_36606_cov_24.7757_ID_19931-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_109_length_36606_cov_24.7757_ID_19931-processed-gene-0.4&CDS=1-855
1727	OG0001727	YHR030C	snap_masked-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-0.29&CDS=1-1536
1728	OG0001728	YHR034C	snap_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-0.117&CDS=1-1065
1729	OG0001729	YHR037W	snap_masked-NODE_13_length_179126_cov_16.6208_ID_16477-processed-gene-0.149-mRNA-1_1&gene=snap_masked-NODE_13_length_179126_cov_16.6208_ID_16477-processed-gene-0.149&CDS=1-1746
1730	OG0001730	YHR038W	snap_masked-NODE_42_length_95463_cov_16.6925_ID_17994-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_42_length_95463_cov_16.6925_ID_17994-processed-gene-0.88&CDS=1-777
1731	OG0001731	YHR039C	snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-0.9&CDS=1-1848
1732	OG0001732	YHR039C-A	snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-0.26&CDS=1-336
1733	OG0001733	YHR040W	snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.52&CDS=1-789
1734	OG0001734	YHR041C	snap_masked-NODE_21_length_143800_cov_19.6648_ID_24094-processed-gene-0.144-mRNA-1_1&gene=snap_masked-NODE_21_length_143800_cov_19.6648_ID_24094-processed-gene-0.144&CDS=1-678
1735	OG0001735	YHR042W	snap_masked-NODE_128_length_27836_cov_17.7651_ID_21098-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_128_length_27836_cov_17.7651_ID_21098-processed-gene-0.22&CDS=1-2040
1736	OG0001736	YHR045W	genemark-NODE_26_length_133046_cov_18.0642_ID_24063-processed-gene-0.161-mRNA-1_1&gene=genemark-NODE_26_length_133046_cov_18.0642_ID_24063-processed-gene-0.161&CDS=1-1515
1737	OG0001737	YHR049W	snap_masked-NODE_8_length_237339_cov_17.8205_ID_26405-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_8_length_237339_cov_17.8205_ID_26405-processed-gene-0.18&CDS=1-2157
1738	OG0001738	YHR051W	snap_masked-NODE_19_length_149295_cov_22.7659_ID_25446-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_19_length_149295_cov_22.7659_ID_25446-processed-gene-0.12&CDS=1-435
1739	OG0001739	YHR052W	snap_masked-NODE_19_length_149295_cov_22.7659_ID_25446-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_19_length_149295_cov_22.7659_ID_25446-processed-gene-0.20&CDS=1-1140
1740	OG0001740	YHR058C	genemark-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-2.162-mRNA-1_1&gene=genemark-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-2.162&CDS=1-786
1741	OG0001741	YHR059W	snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-2.62-mRNA-1_1&gene=snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-2.62&CDS=1-456
1742	OG0001742	YHR062C	genemark-NODE_110_length_36453_cov_15.3143_ID_19504-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_110_length_36453_cov_15.3143_ID_19504-processed-gene-0.28&CDS=1-951
1743	OG0001743	YHR063C	snap_masked-NODE_54_length_80808_cov_19.0526_ID_28291-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_54_length_80808_cov_19.0526_ID_28291-processed-gene-0.29&CDS=1-1053
1744	OG0001744	YHR064C	snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-1.153-mRNA-1_1&gene=snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-1.153&CDS=1-1629
1745	OG0001745	YHR065C	snap_masked-NODE_30_length_126434_cov_16.6495_ID_16870-processed-gene-0.147-mRNA-1_1&gene=snap_masked-NODE_30_length_126434_cov_16.6495_ID_16870-processed-gene-0.147&CDS=1-1428
1746	OG0001746	YHR068W	maker-NODE_34_length_124283_cov_18.9863_ID_28887-snap-gene-0.55-mRNA-1_1&gene=maker-NODE_34_length_124283_cov_18.9863_ID_28887-snap-gene-0.55&CDS=1-1593
1747	OG0001747	YHR069C	snap_masked-NODE_128_length_27836_cov_17.7651_ID_21098-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_128_length_27836_cov_17.7651_ID_21098-processed-gene-0.21&CDS=1-1053
1748	OG0001748	YHR070W	augustus_masked-NODE_128_length_27836_cov_17.7651_ID_21098-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_128_length_27836_cov_17.7651_ID_21098-processed-gene-0.43&CDS=1-1371
1749	OG0001749	YHR071W	genemark-NODE_26_length_133046_cov_18.0642_ID_24063-processed-gene-0.191-mRNA-1_1&gene=genemark-NODE_26_length_133046_cov_18.0642_ID_24063-processed-gene-0.191&CDS=1-873
1750	OG0001750	YHR072W	snap_masked-NODE_37_length_117182_cov_21.9344_ID_38234-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_37_length_117182_cov_21.9344_ID_38234-processed-gene-0.59&CDS=1-2202
1751	OG0001751	YHR072W-A	snap_masked-NODE_109_length_36606_cov_24.7757_ID_19931-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_109_length_36606_cov_24.7757_ID_19931-processed-gene-0.5&CDS=1-186
1752	OG0001752	YHR073W	snap_masked-NODE_128_length_27836_cov_17.7651_ID_21098-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_128_length_27836_cov_17.7651_ID_21098-processed-gene-0.24&CDS=1-2679
1753	OG0001753	YHR074W	snap_masked-NODE_21_length_143800_cov_19.6648_ID_24094-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_21_length_143800_cov_19.6648_ID_24094-processed-gene-0.126&CDS=1-2142
1754	OG0001754	YHR075C	snap_masked-NODE_21_length_143800_cov_19.6648_ID_24094-processed-gene-0.156-mRNA-1_1&gene=snap_masked-NODE_21_length_143800_cov_19.6648_ID_24094-processed-gene-0.156&CDS=1-1137
1755	OG0001755	YHR076W	augustus_masked-NODE_78_length_49839_cov_26.4463_ID_21543-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_78_length_49839_cov_26.4463_ID_21543-processed-gene-0.7&CDS=1-1191
1756	OG0001756	YHR077C	snap_masked-NODE_78_length_49839_cov_26.4463_ID_21543-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_78_length_49839_cov_26.4463_ID_21543-processed-gene-0.55&CDS=1-3090
1757	OG0001757	YHR078W	snap_masked-NODE_30_length_126434_cov_16.6495_ID_16870-processed-gene-0.189-mRNA-1_1&gene=snap_masked-NODE_30_length_126434_cov_16.6495_ID_16870-processed-gene-0.189&CDS=1-1842
1758	OG0001758	YHR079C	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-0.26&CDS=1-3687
1759	OG0001759	YHR079C-A	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-0.27&CDS=1-453
1760	OG0001760	YHR081W	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-0.9&CDS=1-609
1761	OG0001761	YHR082C	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-0.13&CDS=1-2766
1762	OG0001762	YHR084W	genemark-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-0.92&CDS=1-1671
1763	OG0001763	YHR085W	snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.114&CDS=1-1038
1764	OG0001764	YHR086W	snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-0.10&CDS=1-1377
1765	OG0001765	YHR087W	genemark-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-0.88&CDS=1-339
1766	OG0001766	YHR088W	snap_masked-NODE_41_length_97606_cov_16.8551_ID_17660-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_41_length_97606_cov_16.8551_ID_17660-processed-gene-0.63&CDS=1-900
1767	OG0001767	YHR089C	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.44-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.44&CDS=1-597
1768	OG0001768	YHR090C	snap_masked-NODE_19_length_149295_cov_22.7659_ID_25446-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_19_length_149295_cov_22.7659_ID_25446-processed-gene-0.13&CDS=1-942
1769	OG0001769	YHR098C	genemark-NODE_19_length_149295_cov_22.7659_ID_25446-processed-gene-0.191-mRNA-1_1&gene=genemark-NODE_19_length_149295_cov_22.7659_ID_25446-processed-gene-0.191&CDS=1-3921
1770	OG0001770	YHR099W	snap_masked-NODE_36_length_121639_cov_16.6683_ID_16828-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_36_length_121639_cov_16.6683_ID_16828-processed-gene-0.14&CDS=1-11511
1771	OG0001771	YHR100C	maker-NODE_36_length_121639_cov_16.6683_ID_16828-snap-gene-0.53-mRNA-1_1&gene=maker-NODE_36_length_121639_cov_16.6683_ID_16828-snap-gene-0.53&CDS=1-603
1772	OG0001772	YHR101C	snap_masked-NODE_48_length_87499_cov_16.6838_ID_19881-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_48_length_87499_cov_16.6838_ID_19881-processed-gene-0.94&CDS=1-945
1773	OG0001773	YHR102W	snap_masked-NODE_67_length_61163_cov_16.9679_ID_28074-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_67_length_61163_cov_16.9679_ID_28074-processed-gene-0.14&CDS=1-2436
1774	OG0001774	YHR104W	snap_masked-NODE_50_length_84594_cov_18.1551_ID_24989-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_50_length_84594_cov_18.1551_ID_24989-processed-gene-0.31&CDS=1-951
1775	OG0001775	YHR105W	genemark-NODE_10_length_207889_cov_17.328_ID_18435-processed-gene-1.38-mRNA-1_1&gene=genemark-NODE_10_length_207889_cov_17.328_ID_18435-processed-gene-1.38&CDS=1-480
1776	OG0001776	YHR108W	augustus_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-2.106&CDS=1-1731
1777	OG0001777	YHR109W	snap_masked-NODE_102_length_39546_cov_16.8274_ID_26470-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_102_length_39546_cov_16.8274_ID_26470-processed-gene-0.44&CDS=1-1485
1778	OG0001778	YHR111W	snap_masked-NODE_10_length_207889_cov_17.328_ID_18435-processed-gene-1.151-mRNA-1_1&gene=snap_masked-NODE_10_length_207889_cov_17.328_ID_18435-processed-gene-1.151&CDS=1-1338
1779	OG0001779	YHR112C	snap_masked-NODE_17_length_155442_cov_18.5021_ID_18400-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_17_length_155442_cov_18.5021_ID_18400-processed-gene-0.63&CDS=1-1122
1780	OG0001780	YHR113W	snap_masked-NODE_10_length_207889_cov_17.328_ID_18435-processed-gene-1.145-mRNA-1_1&gene=snap_masked-NODE_10_length_207889_cov_17.328_ID_18435-processed-gene-1.145&CDS=1-1605
1781	OG0001781	YHR114W	snap_masked-NODE_73_length_52977_cov_16.4871_ID_17734-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_73_length_52977_cov_16.4871_ID_17734-processed-gene-0.54&CDS=1-1839
1782	OG0001782	YHR116W	snap_masked-NODE_20_length_148379_cov_17.5798_ID_26595-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_20_length_148379_cov_17.5798_ID_26595-processed-gene-0.7&CDS=1-372
1783	OG0001783	YHR117W	snap_masked-NODE_74_length_52495_cov_17.7394_ID_24389-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_74_length_52495_cov_17.7394_ID_24389-processed-gene-0.14&CDS=1-1800
1784	OG0001784	YHR118C	snap_masked-NODE_20_length_148379_cov_17.5798_ID_26595-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_20_length_148379_cov_17.5798_ID_26595-processed-gene-0.50&CDS=1-1092
1785	OG0001785	YHR119W	augustus_masked-NODE_20_length_148379_cov_17.5798_ID_26595-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_20_length_148379_cov_17.5798_ID_26595-processed-gene-0.91&CDS=1-5205
1786	OG0001786	YHR121W	snap_masked-NODE_74_length_52495_cov_17.7394_ID_24389-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_74_length_52495_cov_17.7394_ID_24389-processed-gene-0.3&CDS=1-534
1787	OG0001787	YHR122W	snap_masked-NODE_74_length_52495_cov_17.7394_ID_24389-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_74_length_52495_cov_17.7394_ID_24389-processed-gene-0.5&CDS=1-636
1788	OG0001788	YHR123W	snap_masked-NODE_74_length_52495_cov_17.7394_ID_24389-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_74_length_52495_cov_17.7394_ID_24389-processed-gene-0.2&CDS=1-1203
1789	OG0001789	YHR128W	snap_masked-NODE_90_length_42864_cov_21.6107_ID_29944-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_90_length_42864_cov_21.6107_ID_29944-processed-gene-0.64&CDS=1-654
1790	OG0001790	YHR132C	augustus_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.54&CDS=1-1869
1791	OG0001791	YHR134W	snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.33&CDS=1-1428
1792	OG0001792	YHR137W	snap_masked-NODE_56_length_79256_cov_17.539_ID_29615-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_56_length_79256_cov_17.539_ID_29615-processed-gene-0.26&CDS=1-1560
1793	OG0001793	YHR140W	snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.7&CDS=1-678
1794	OG0001794	YHR142W	snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-1.108-mRNA-1_1&gene=snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-1.108&CDS=1-906
1795	OG0001795	YHR143W-A	snap_masked-NODE_25_length_138365_cov_17.6405_ID_32372-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_25_length_138365_cov_17.6405_ID_32372-processed-gene-0.108&CDS=1-219
1796	OG0001796	YHR144C	snap_masked-NODE_25_length_138365_cov_17.6405_ID_32372-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_25_length_138365_cov_17.6405_ID_32372-processed-gene-0.107&CDS=1-900
1797	OG0001797	YHR147C	snap_masked-NODE_8_length_237339_cov_17.8205_ID_26405-processed-gene-1.59-mRNA-1_1&gene=snap_masked-NODE_8_length_237339_cov_17.8205_ID_26405-processed-gene-1.59&CDS=1-663
1798	OG0001798	YHR148W	snap_masked-NODE_8_length_237339_cov_17.8205_ID_26405-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NODE_8_length_237339_cov_17.8205_ID_26405-processed-gene-1.30&CDS=1-549
1799	OG0001799	YHR150W	genemark-NODE_51_length_81633_cov_20.3724_ID_19171-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_51_length_81633_cov_20.3724_ID_19171-processed-gene-0.83&CDS=1-1734
1800	OG0001800	YHR151C	snap_masked-NODE_71_length_54841_cov_17.1077_ID_17646-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_71_length_54841_cov_17.1077_ID_17646-processed-gene-0.5&CDS=1-1815
1801	OG0001801	YHR154W	snap_masked-NODE_21_length_143800_cov_19.6648_ID_24094-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_21_length_143800_cov_19.6648_ID_24094-processed-gene-0.135&CDS=1-2700
1802	OG0001802	YHR156C	augustus_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.238-mRNA-1_1&gene=augustus_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.238&CDS=1-1134
1803	OG0001803	YHR164C	snap_masked-NODE_116_length_34443_cov_21.9514_ID_19735-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_116_length_34443_cov_21.9514_ID_19735-processed-gene-0.6&CDS=1-4635
1804	OG0001804	YHR165C	snap_masked-NODE_75_length_51145_cov_16.9485_ID_18032-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_75_length_51145_cov_16.9485_ID_18032-processed-gene-0.15&CDS=1-7191
1805	OG0001805	YHR166C	snap_masked-NODE_47_length_89955_cov_17.0631_ID_19749-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_47_length_89955_cov_17.0631_ID_19749-processed-gene-0.53&CDS=1-1722
1806	OG0001806	YHR168W	snap_masked-NODE_173_length_12588_cov_16.6422_ID_24800-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_173_length_12588_cov_16.6422_ID_24800-processed-gene-0.18&CDS=1-1527
1807	OG0001807	YHR169W	snap_masked-NODE_173_length_12588_cov_16.6422_ID_24800-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_173_length_12588_cov_16.6422_ID_24800-processed-gene-0.15&CDS=1-1314
1808	OG0001808	YHR170W	snap_masked-NODE_97_length_40441_cov_16.6227_ID_25261-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_97_length_40441_cov_16.6227_ID_25261-processed-gene-0.30&CDS=1-1539
1809	OG0001809	YHR171W	snap_masked-NODE_97_length_40441_cov_16.6227_ID_25261-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_97_length_40441_cov_16.6227_ID_25261-processed-gene-0.31&CDS=1-1983
1810	OG0001810	YHR172W	snap_masked-NODE_97_length_40441_cov_16.6227_ID_25261-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_97_length_40441_cov_16.6227_ID_25261-processed-gene-0.32&CDS=1-2538
1811	OG0001811	YHR175W	augustus_masked-NODE_48_length_87499_cov_16.6838_ID_19881-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_48_length_87499_cov_16.6838_ID_19881-processed-gene-0.73&CDS=1-462
1812	OG0001812	YHR177W	snap_masked-NODE_185_length_10300_cov_16.1103_ID_26778-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_185_length_10300_cov_16.1103_ID_26778-processed-gene-0.5&CDS=1-1761
1813	OG0001813	YHR181W	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.41-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.41&CDS=1-651
1814	OG0001814	YHR183W	snap_masked-NODE_151_length_17172_cov_17.104_ID_23829-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_151_length_17172_cov_17.104_ID_23829-processed-gene-0.11&CDS=1-1569
1815	OG0001815	YHR186C	snap_masked-NODE_30_length_126434_cov_16.6495_ID_16870-processed-gene-0.185-mRNA-1_1&gene=snap_masked-NODE_30_length_126434_cov_16.6495_ID_16870-processed-gene-0.185&CDS=1-4296
1816	OG0001816	YHR187W	snap_masked-NODE_51_length_81633_cov_20.3724_ID_19171-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_51_length_81633_cov_20.3724_ID_19171-processed-gene-0.35&CDS=1-858
1817	OG0001817	YHR188C	augustus_masked-NODE_162_length_14548_cov_16.2535_ID_177336-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_162_length_14548_cov_16.2535_ID_177336-processed-gene-0.1&CDS=1-1452
1818	OG0001818	YHR189W	augustus_masked-NODE_51_length_81633_cov_20.3724_ID_19171-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_51_length_81633_cov_20.3724_ID_19171-processed-gene-0.64&CDS=1-696
1819	OG0001819	YHR190W	maker-NODE_28_length_132068_cov_17.5269_ID_17499-augustus-gene-0.68-mRNA-1_1&gene=maker-NODE_28_length_132068_cov_17.5269_ID_17499-augustus-gene-0.68&CDS=1-2295
1820	OG0001820	YHR191C	snap_masked-NODE_63_length_65765_cov_16.3474_ID_26203-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_63_length_65765_cov_16.3474_ID_26203-processed-gene-0.4&CDS=1-462
