	OrthologID	Metschnikowia_kipukae	Saccharomyces_cerevisiae
1708	OG0001708	snap_masked-kipT_s24-processed-gene-6.111-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-6.111&CDS=1-975	YOR164C
1709	OG0001709	snap_masked-kipT_s24-processed-gene-6.80-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-6.80&CDS=1-807	YFR050C
1710	OG0001710	snap_masked-kipT_s24-processed-gene-6.81-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-6.81&CDS=1-1089	YGL248W
1711	OG0001711	snap_masked-kipT_s24-processed-gene-6.112-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-6.112&CDS=1-1716	YFR051C
1712	OG0001712	snap_masked-kipT_s24-processed-gene-6.82-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-6.82&CDS=1-273	YDL157C
1713	OG0001713	snap_masked-kipT_s24-processed-gene-6.115-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-6.115&CDS=1-1311	YMR140W
1714	OG0001714	snap_masked-kipT_s24-processed-gene-6.120-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-6.120&CDS=1-909	YER175C
1715	OG0001715	augustus_masked-kipT_s24-processed-gene-6.50-mRNA-1_1&gene=augustus_masked-kipT_s24-processed-gene-6.50&CDS=1-1071	YDR297W
1716	OG0001716	snap_masked-kipT_s24-processed-gene-6.85-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-6.85&CDS=1-567	YKR068C
1717	OG0001717	snap_masked-kipT_s24-processed-gene-6.89-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-6.89&CDS=1-519	YOR052C
1718	OG0001718	maker-kipT_s24-snap-gene-6.200-mRNA-1_1&gene=maker-kipT_s24-snap-gene-6.200&CDS=1-1353	YOR051C
1719	OG0001719	snap_masked-kipT_s24-processed-gene-6.90-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-6.90&CDS=1-1623	YKR069W
1720	OG0001720	snap_masked-kipT_s24-processed-gene-6.91-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-6.91&CDS=1-1116	YKR070W
1721	OG0001721	snap_masked-kipT_s24-processed-gene-6.123-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-6.123&CDS=1-1650	YML123C
1722	OG0001722	snap_masked-kipT_s24-processed-gene-6.126-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-6.126&CDS=1-1620	YJL111W
1723	OG0001723	snap_masked-kipT_s24-processed-gene-6.92-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-6.92&CDS=1-456	YBR122C
1724	OG0001724	snap_masked-kipT_s24-processed-gene-6.128-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-6.128&CDS=1-2496	YJL204C
1725	OG0001725	snap_masked-kipT_s24-processed-gene-6.94-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-6.94&CDS=1-1701	YKR002W
1726	OG0001726	maker-kipT_s24-augustus-gene-6.64-mRNA-1_1&gene=maker-kipT_s24-augustus-gene-6.64&CDS=1-3255	YNL267W
1727	OG0001727	snap_masked-kipT_s24-processed-gene-6.132-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-6.132&CDS=1-1494	YHR024C
1728	OG0001728	snap_masked-kipT_s24-processed-gene-6.133-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-6.133&CDS=1-1326	YDR465C
1729	OG0001729	snap_masked-kipT_s24-processed-gene-6.96-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-6.96&CDS=1-1572	YHR007C
1730	OG0001730	maker-kipT_s24-snap-gene-6.197-mRNA-1_1&gene=maker-kipT_s24-snap-gene-6.197&CDS=1-2394	YHR025W
1731	OG0001731	snap_masked-kipT_s25-processed-gene-0.98-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-0.98&CDS=1-3075	YLR001C
1732	OG0001732	snap_masked-kipT_s25-processed-gene-0.99-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-0.99&CDS=1-699	YIR001C
1733	OG0001733	snap_masked-kipT_s25-processed-gene-0.119-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-0.119&CDS=1-630	YKL070W
1734	OG0001734	snap_masked-kipT_s25-processed-gene-0.101-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-0.101&CDS=1-912	YLR220W
1735	OG0001735	snap_masked-kipT_s25-processed-gene-0.102-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-0.102&CDS=1-837	YGR132C
1736	OG0001736	augustus_masked-kipT_s25-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-kipT_s25-processed-gene-0.78&CDS=1-1440	YER078C
1737	OG0001737	snap_masked-kipT_s25-processed-gene-0.122-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-0.122&CDS=1-474	YPR153W
1738	OG0001738	snap_masked-kipT_s25-processed-gene-0.103-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-0.103&CDS=1-744	YGR135W
1739	OG0001739	snap_masked-kipT_s25-processed-gene-0.104-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-0.104&CDS=1-1776	YPR155C
1740	OG0001740	snap_masked-kipT_s25-processed-gene-0.123-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-0.123&CDS=1-2325	YKL034W
1741	OG0001741	snap_masked-kipT_s25-processed-gene-0.107-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-0.107&CDS=1-366	YDR511W
1742	OG0001742	snap_masked-kipT_s25-processed-gene-0.131-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-0.131&CDS=1-453	YPR168W
1743	OG0001743	snap_masked-kipT_s25-processed-gene-0.111-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-0.111&CDS=1-1581	YNL291C
1744	OG0001744	genemark-kipT_s25-processed-gene-0.39-mRNA-1_1&gene=genemark-kipT_s25-processed-gene-0.39&CDS=1-525	YOR104W
1745	OG0001745	snap_masked-kipT_s25-processed-gene-0.112-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-0.112&CDS=1-984	YNL290W
1746	OG0001746	snap_masked-kipT_s25-processed-gene-0.113-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-0.113&CDS=1-1191	YKL090W
1747	OG0001747	snap_masked-kipT_s25-processed-gene-0.132-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-0.132&CDS=1-1116	YKR038C
1748	OG0001748	augustus_masked-kipT_s25-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-kipT_s25-processed-gene-0.90&CDS=1-324	YGL030W
1749	OG0001749	snap_masked-kipT_s25-processed-gene-0.114-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-0.114&CDS=1-1638	YNL275W
1750	OG0001750	snap_masked-kipT_s25-processed-gene-0.135-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-0.135&CDS=1-984	YBR057C
1751	OG0001751	genemark-kipT_s25-processed-gene-0.23-mRNA-1_1&gene=genemark-kipT_s25-processed-gene-0.23&CDS=1-1614	YLR116W
1752	OG0001752	snap_masked-kipT_s25-processed-gene-1.4-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-1.4&CDS=1-1155	YGL213C
1753	OG0001753	snap_masked-kipT_s25-processed-gene-1.6-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-1.6&CDS=1-2760	YLR382C
1754	OG0001754	augustus_masked-kipT_s25-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-kipT_s25-processed-gene-1.56&CDS=1-4056	YLR143W
1755	OG0001755	snap_masked-kipT_s25-processed-gene-1.11-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-1.11&CDS=1-1986	YKL179C
1756	OG0001756	snap_masked-kipT_s25-processed-gene-1.37-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-1.37&CDS=1-594	YPR165W
1757	OG0001757	snap_masked-kipT_s25-processed-gene-1.38-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-1.38&CDS=1-930	YOL093W
1758	OG0001758	snap_masked-kipT_s25-processed-gene-1.13-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-1.13&CDS=1-1344	YPL083C
1759	OG0001759	snap_masked-kipT_s25-processed-gene-1.14-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-1.14&CDS=1-1428	YOL072W
1760	OG0001760	snap_masked-kipT_s25-processed-gene-1.45-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-1.45&CDS=1-2175	YLR047C
1761	OG0001761	snap_masked-kipT_s25-processed-gene-1.47-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-1.47&CDS=1-516	YMR071C
1762	OG0001762	snap_masked-kipT_s25-processed-gene-1.17-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-1.17&CDS=1-1233	YGR210C
1763	OG0001763	snap_masked-kipT_s25-processed-gene-1.18-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-1.18&CDS=1-1032	YJL145W
1764	OG0001764	snap_masked-kipT_s25-processed-gene-1.20-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-1.20&CDS=1-2910	YKL165C
1765	OG0001765	snap_masked-kipT_s25-processed-gene-1.21-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-1.21&CDS=1-1506	YKL211C
1766	OG0001766	snap_masked-kipT_s25-processed-gene-1.23-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-1.23&CDS=1-1833	YKL212W
1767	OG0001767	snap_masked-kipT_s25-processed-gene-1.26-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-1.26&CDS=1-909	YJR077C
1768	OG0001768	snap_masked-kipT_s25-processed-gene-1.28-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-1.28&CDS=1-654	YJL148W
1769	OG0001769	snap_masked-kipT_s25-processed-gene-1.30-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-1.30&CDS=1-726	YER010C
1770	OG0001770	snap_masked-kipT_s25-processed-gene-1.32-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-1.32&CDS=1-1140	YPL203W
1771	OG0001771	snap_masked-kipT_s25-processed-gene-1.34-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-1.34&CDS=1-1701	YBR203W
1772	OG0001772	snap_masked-kipT_s25-processed-gene-1.35-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-1.35&CDS=1-834	YKR062W
1773	OG0001773	snap_masked-kipT_s25-processed-gene-1.36-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-1.36&CDS=1-375	YER009W
1774	OG0001774	genemark-kipT_s25-processed-gene-2.112-mRNA-1_1&gene=genemark-kipT_s25-processed-gene-2.112&CDS=1-2058	YML096W
1775	OG0001775	snap_masked-kipT_s25-processed-gene-2.82-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.82&CDS=1-2217	YOR080W
1776	OG0001776	snap_masked-kipT_s25-processed-gene-2.55-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.55&CDS=1-2511	YKR079C
1777	OG0001777	snap_masked-kipT_s25-processed-gene-2.84-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.84&CDS=1-1083	YEL050C
1778	OG0001778	snap_masked-kipT_s25-processed-gene-2.58-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.58&CDS=1-615	YDR298C
1779	OG0001779	snap_masked-kipT_s25-processed-gene-2.59-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.59&CDS=1-1437	YIL039W
1780	OG0001780	snap_masked-kipT_s25-processed-gene-2.85-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.85&CDS=1-615	YIL010W
1781	OG0001781	snap_masked-kipT_s25-processed-gene-2.62-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.62&CDS=1-810	YOR278W
1782	OG0001782	snap_masked-kipT_s25-processed-gene-2.88-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.88&CDS=1-399	YOL012C
1783	OG0001783	snap_masked-kipT_s25-processed-gene-2.89-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.89&CDS=1-1989	YEL062W
1784	OG0001784	snap_masked-kipT_s25-processed-gene-2.66-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.66&CDS=1-1701	YLR259C
1785	OG0001785	snap_masked-kipT_s25-processed-gene-2.67-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.67&CDS=1-3255	YML043C
1786	OG0001786	snap_masked-kipT_s25-processed-gene-2.92-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.92&CDS=1-348	YMR074C
1787	OG0001787	maker-kipT_s25-snap-gene-2.103-mRNA-1_1&gene=maker-kipT_s25-snap-gene-2.103&CDS=1-612	YLR262C
1788	OG0001788	snap_masked-kipT_s25-processed-gene-2.72-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.72&CDS=1-393	YBR269C
1789	OG0001789	snap_masked-kipT_s25-processed-gene-2.73-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.73&CDS=1-1206	YBR271W
1790	OG0001790	snap_masked-kipT_s25-processed-gene-2.95-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.95&CDS=1-1305	YJL060W
1791	OG0001791	snap_masked-kipT_s25-processed-gene-2.75-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.75&CDS=1-747	YJR113C
1792	OG0001792	snap_masked-kipT_s25-processed-gene-2.77-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.77&CDS=1-1323	YBL045C
1793	OG0001793	snap_masked-kipT_s25-processed-gene-2.97-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.97&CDS=1-1224	YHR005C
1794	OG0001794	genemark-kipT_s25-processed-gene-2.135-mRNA-1_1&gene=genemark-kipT_s25-processed-gene-2.135&CDS=1-1458	YHR045W
1795	OG0001795	snap_masked-kipT_s25-processed-gene-2.99-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.99&CDS=1-288	YDR016C
1796	OG0001796	snap_masked-kipT_s25-processed-gene-2.79-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.79&CDS=1-984	YKL095W
1797	OG0001797	snap_masked-kipT_s25-processed-gene-3.175-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.175&CDS=1-2502	YIL068C
1798	OG0001798	augustus_masked-kipT_s25-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-kipT_s25-processed-gene-3.100&CDS=1-3930	YGR178C
1799	OG0001799	snap_masked-kipT_s25-processed-gene-3.178-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.178&CDS=1-342	YER072W
1800	OG0001800	genemark-kipT_s25-processed-gene-3.16-mRNA-1_1&gene=genemark-kipT_s25-processed-gene-3.16&CDS=1-4134	YOR291W
1801	OG0001801	snap_masked-kipT_s25-processed-gene-3.181-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.181&CDS=1-1749	YMR227C
1802	OG0001802	augustus_masked-kipT_s25-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-kipT_s25-processed-gene-3.105&CDS=1-2973	YHL011C
1803	OG0001803	snap_masked-kipT_s25-processed-gene-3.184-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.184&CDS=1-4995	YMR229C
1804	OG0001804	maker-kipT_s25-augustus-gene-3.7-mRNA-1_1&gene=maker-kipT_s25-augustus-gene-3.7&CDS=1-4032	YML104C
1805	OG0001805	snap_masked-kipT_s25-processed-gene-3.185-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.185&CDS=1-2661	YMR268C
1806	OG0001806	snap_masked-kipT_s25-processed-gene-3.186-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.186&CDS=1-3261	YPL160W
1807	OG0001807	snap_masked-kipT_s25-processed-gene-3.188-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.188&CDS=1-777	YML105C
1808	OG0001808	maker-kipT_s25-augustus-gene-3.8-mRNA-1_1&gene=maker-kipT_s25-augustus-gene-3.8&CDS=1-4908	YMR272C
1809	OG0001809	snap_masked-kipT_s25-processed-gene-3.229-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.229&CDS=1-807	YMR274C
1810	OG0001810	snap_masked-kipT_s25-processed-gene-3.190-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.190&CDS=1-2037	YDR234W
1811	OG0001811	snap_masked-kipT_s25-processed-gene-3.231-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.231&CDS=1-960	YCR016W
1812	OG0001812	snap_masked-kipT_s25-processed-gene-3.191-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.191&CDS=1-792	YCR015C
1813	OG0001813	snap_masked-kipT_s25-processed-gene-3.192-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.192&CDS=1-1716	YOR205C
1814	OG0001814	snap_masked-kipT_s25-processed-gene-3.194-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.194&CDS=1-1467	YOR046C
1815	OG0001815	genemark-kipT_s25-processed-gene-3.67-mRNA-1_1&gene=genemark-kipT_s25-processed-gene-3.67&CDS=1-1029	YDR347W
1816	OG0001816	genemark-kipT_s25-processed-gene-3.70-mRNA-1_1&gene=genemark-kipT_s25-processed-gene-3.70&CDS=1-171	YDR276C
1817	OG0001817	snap_masked-kipT_s25-processed-gene-3.197-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.197&CDS=1-1236	YMR235C
1818	OG0001818	augustus_masked-kipT_s25-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-kipT_s25-processed-gene-3.157&CDS=1-1551	YLR221C
1819	OG0001819	genemark-kipT_s25-processed-gene-3.33-mRNA-1_1&gene=genemark-kipT_s25-processed-gene-3.33&CDS=1-4509	YLR425W
1820	OG0001820	maker-kipT_s25-augustus-gene-3.6-mRNA-1_1&gene=maker-kipT_s25-augustus-gene-3.6&CDS=1-1356	YKL190W
1821	OG0001821	snap_masked-kipT_s25-processed-gene-3.244-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.244&CDS=1-5646	YLR430W
1822	OG0001822	maker-kipT_s25-augustus-gene-3.10-mRNA-1_1&gene=maker-kipT_s25-augustus-gene-3.10&CDS=1-3186	YML067C
1823	OG0001823	snap_masked-kipT_s25-processed-gene-3.247-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.247&CDS=1-1728	YHR150W
1824	OG0001824	genemark-kipT_s25-processed-gene-3.39-mRNA-1_1&gene=genemark-kipT_s25-processed-gene-3.39&CDS=1-666	YHR189W
1825	OG0001825	snap_masked-kipT_s25-processed-gene-3.208-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.208&CDS=1-1572	YNR012W
1826	OG0001826	snap_masked-kipT_s25-processed-gene-3.209-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.209&CDS=1-1527	YLR089C
1827	OG0001827	snap_masked-kipT_s25-processed-gene-3.252-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.252&CDS=1-1794	YLR088W
1828	OG0001828	snap_masked-kipT_s25-processed-gene-3.211-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.211&CDS=1-828	YDR116C
1829	OG0001829	snap_masked-kipT_s25-processed-gene-3.254-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.254&CDS=1-1740	YDR117C
1830	OG0001830	snap_masked-kipT_s25-processed-gene-3.213-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.213&CDS=1-1506	YDR434W
1831	OG0001831	snap_masked-kipT_s25-processed-gene-3.255-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.255&CDS=1-3270	YER176W
1832	OG0001832	snap_masked-kipT_s25-processed-gene-3.256-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.256&CDS=1-1527	YBR127C
1833	OG0001833	genemark-kipT_s25-processed-gene-3.92-mRNA-1_1&gene=genemark-kipT_s25-processed-gene-3.92&CDS=1-1119	YPR084W
1834	OG0001834	snap_masked-kipT_s25-processed-gene-3.217-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.217&CDS=1-1533	YPR083W
1835	OG0001835	snap_masked-kipT_s25-processed-gene-3.218-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.218&CDS=1-1098	YNL263C
1836	OG0001836	genemark-kipT_s25-processed-gene-3.54-mRNA-1_1&gene=genemark-kipT_s25-processed-gene-3.54&CDS=1-7863	YNL262W
1837	OG0001837	snap_masked-kipT_s25-processed-gene-3.260-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.260&CDS=1-1080	YHR156C
1838	OG0001838	snap_masked-kipT_s25-processed-gene-3.221-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.221&CDS=1-429	YNL260C
1839	OG0001839	snap_masked-kipT_s25-processed-gene-3.263-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.263&CDS=1-1440	YOR155C
1840	OG0001840	snap_masked-kipT_s3-processed-gene-0.168-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.168&CDS=1-711	YPL002C
1841	OG0001841	snap_masked-kipT_s3-processed-gene-0.132-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.132&CDS=1-1086	YMR152W
1842	OG0001842	snap_masked-kipT_s3-processed-gene-0.169-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.169&CDS=1-897	YLR172C
1843	OG0001843	snap_masked-kipT_s3-processed-gene-0.137-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.137&CDS=1-4278	YGR116W
1844	OG0001844	snap_masked-kipT_s3-processed-gene-0.171-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.171&CDS=1-1293	YHL021C
1845	OG0001845	snap_masked-kipT_s3-processed-gene-0.172-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.172&CDS=1-2805	YJL108C
1846	OG0001846	snap_masked-kipT_s3-processed-gene-0.173-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.173&CDS=1-1332	YOL022C
1847	OG0001847	snap_masked-kipT_s3-processed-gene-0.174-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.174&CDS=1-2244	YOL023W
1848	OG0001848	snap_masked-kipT_s3-processed-gene-0.175-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.175&CDS=1-1590	YDR052C
1849	OG0001849	snap_masked-kipT_s3-processed-gene-0.176-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.176&CDS=1-711	YDR054C
1850	OG0001850	snap_masked-kipT_s3-processed-gene-0.139-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.139&CDS=1-3696	YFR016C
1851	OG0001851	snap_masked-kipT_s3-processed-gene-0.140-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.140&CDS=1-3579	YJL080C
1852	OG0001852	snap_masked-kipT_s3-processed-gene-0.141-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.141&CDS=1-1629	YGR055W
1853	OG0001853	snap_masked-kipT_s3-processed-gene-0.142-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.142&CDS=1-426	YPR100W
1854	OG0001854	snap_masked-kipT_s3-processed-gene-0.177-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.177&CDS=1-4005	YBL047C
1855	OG0001855	augustus_masked-kipT_s3-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-kipT_s3-processed-gene-0.86&CDS=1-831	YHR089C
1856	OG0001856	snap_masked-kipT_s3-processed-gene-0.178-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.178&CDS=1-1176	YDR336W
1857	OG0001857	snap_masked-kipT_s3-processed-gene-0.149-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.149&CDS=1-5097	YKR031C
1858	OG0001858	augustus_masked-kipT_s3-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-kipT_s3-processed-gene-0.90&CDS=1-645	YHR181W
1859	OG0001859	snap_masked-kipT_s3-processed-gene-0.180-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.180&CDS=1-1257	YDL006W
1860	OG0001860	snap_masked-kipT_s3-processed-gene-0.154-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.154&CDS=1-900	YKL094W
1861	OG0001861	snap_masked-kipT_s3-processed-gene-0.155-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.155&CDS=1-2286	YDR081C
1862	OG0001862	snap_masked-kipT_s3-processed-gene-0.181-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.181&CDS=1-294	YDR079W
1863	OG0001863	snap_masked-kipT_s3-processed-gene-0.156-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.156&CDS=1-714	YDR084C
1864	OG0001864	snap_masked-kipT_s3-processed-gene-0.182-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.182&CDS=1-3060	YDR080W
1865	OG0001865	maker-kipT_s3-snap-gene-0.66-mRNA-1_1&gene=maker-kipT_s3-snap-gene-0.66&CDS=1-1419	YDL101C
1866	OG0001866	genemark-kipT_s3-processed-gene-0.26-mRNA-1_1&gene=genemark-kipT_s3-processed-gene-0.26&CDS=1-1578	YJL014W
1867	OG0001867	snap_masked-kipT_s3-processed-gene-0.158-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.158&CDS=1-2724	YDL117W
1868	OG0001868	snap_masked-kipT_s3-processed-gene-0.159-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.159&CDS=1-948	YDL108W
1869	OG0001869	snap_masked-kipT_s3-processed-gene-0.160-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.160&CDS=1-2145	YJL012C
1870	OG0001870	snap_masked-kipT_s3-processed-gene-0.188-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.188&CDS=1-1647	YJL013C
1871	OG0001871	snap_masked-kipT_s3-processed-gene-0.161-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.161&CDS=1-1779	YHR188C
1872	OG0001872	snap_masked-kipT_s3-processed-gene-0.189-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.189&CDS=1-849	YHR187W
1873	OG0001873	snap_masked-kipT_s3-processed-gene-0.162-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.162&CDS=1-3267	YMR288W
1874	OG0001874	snap_masked-kipT_s3-processed-gene-0.190-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.190&CDS=1-543	YHR185C
1875	OG0001875	snap_masked-kipT_s3-processed-gene-0.164-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.164&CDS=1-2265	YGR261C
1876	OG0001876	snap_masked-kipT_s36-processed-gene-0.73-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-0.73&CDS=1-1533	YDR539W
1877	OG0001877	snap_masked-kipT_s36-processed-gene-0.46-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-0.46&CDS=1-765	YDR538W
1878	OG0001878	snap_masked-kipT_s36-processed-gene-0.47-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-0.47&CDS=1-2397	YJR126C
1879	OG0001879	snap_masked-kipT_s36-processed-gene-0.76-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-0.76&CDS=1-2445	YGR099W
