	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034625_Pichia_kudriavzevii
1255	OG0001255	YFL014W	genemark-scf7180000023147-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000023147-processed-gene-0.13&CDS=1-339
1256	OG0001256	YFL016C	augustus_masked-scf7180000023373-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000023373-processed-gene-0.31&CDS=1-1446
1257	OG0001257	YFL017C	genemark-scf7180000023394-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000023394-processed-gene-0.24&CDS=1-459
1258	OG0001258	YFL018C	genemark-scf7180000023383-processed-gene-0.129-mRNA-1_1&gene=genemark-scf7180000023383-processed-gene-0.129&CDS=1-1464
1259	OG0001259	YFL022C	genemark-scf7180000023199-processed-gene-0.49-mRNA-1_1&gene=genemark-scf7180000023199-processed-gene-0.49&CDS=1-1482
1260	OG0001260	YFL023W	genemark-scf7180000023234-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000023234-processed-gene-0.22&CDS=1-2925
1261	OG0001261	YFL024C	genemark-scf7180000023346-processed-gene-1.172-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-1.172&CDS=1-2733
1262	OG0001262	YFL025C	genemark-scf7180000023339-processed-gene-0.69-mRNA-1_1&gene=genemark-scf7180000023339-processed-gene-0.69&CDS=1-3309
1263	OG0001263	YFL028C	snap_masked-scf7180000023334-processed-gene-0.55-mRNA-1_1&gene=snap_masked-scf7180000023334-processed-gene-0.55&CDS=1-771
1264	OG0001264	YFL029C	genemark-scf7180000023365-processed-gene-1.141-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-1.141&CDS=1-933
1265	OG0001265	YFL030W	genemark-scf7180000023419-processed-gene-1.89-mRNA-1_1&gene=genemark-scf7180000023419-processed-gene-1.89&CDS=1-1149
1266	OG0001266	YFL033C	augustus_masked-scf7180000023398-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-scf7180000023398-processed-gene-0.119&CDS=1-5295
1267	OG0001267	YFL034C-B	augustus_masked-scf7180000023329-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000023329-processed-gene-0.46&CDS=1-930
1268	OG0001268	YFL034W	genemark-scf7180000023332-processed-gene-0.40-mRNA-1_1&gene=genemark-scf7180000023332-processed-gene-0.40&CDS=1-3393
1269	OG0001269	YFL036W	snap_masked-scf7180000023329-processed-gene-0.61-mRNA-1_1&gene=snap_masked-scf7180000023329-processed-gene-0.61&CDS=1-4032
1270	OG0001270	YFL037W	genemark-scf7180000023395-processed-gene-2.81-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-2.81&CDS=1-3246
1271	OG0001271	YFL038C	genemark-scf7180000023338-processed-gene-0.184-mRNA-1_1&gene=genemark-scf7180000023338-processed-gene-0.184&CDS=1-612
1272	OG0001272	YFL039C	genemark-scf7180000023338-processed-gene-0.182-mRNA-1_1&gene=genemark-scf7180000023338-processed-gene-0.182&CDS=1-1287
1273	OG0001273	YFL045C	genemark-scf7180000023412-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000023412-processed-gene-0.39&CDS=1-753
1274	OG0001274	YFL046W	genemark-scf7180000023412-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000023412-processed-gene-0.5&CDS=1-600
1275	OG0001275	YFL055W	genemark-scf7180000023370-processed-gene-2.177-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-2.177&CDS=1-1581
1276	OG0001276	YFR001W	genemark-scf7180000023365-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-0.12&CDS=1-615
1277	OG0001277	YFR002W	genemark-scf7180000023341-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000023341-processed-gene-0.29&CDS=1-2811
1278	OG0001278	YFR004W	genemark-scf7180000023399-processed-gene-0.119-mRNA-1_1&gene=genemark-scf7180000023399-processed-gene-0.119&CDS=1-939
1279	OG0001279	YFR005C	augustus_masked-scf7180000023399-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000023399-processed-gene-0.22&CDS=1-1296
1280	OG0001280	YFR006W	genemark-scf7180000023399-processed-gene-0.118-mRNA-1_1&gene=genemark-scf7180000023399-processed-gene-0.118&CDS=1-1416
1281	OG0001281	YFR007W	genemark-scf7180000022363-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000022363-processed-gene-0.12&CDS=1-924
1282	OG0001282	YFR009W	genemark-scf7180000023346-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-0.18&CDS=1-2247
1283	OG0001283	YFR010W	genemark-scf7180000023391-processed-gene-0.67-mRNA-1_1&gene=genemark-scf7180000023391-processed-gene-0.67&CDS=1-1437
1284	OG0001284	YFR019W	genemark-scf7180000023233-processed-gene-0.184-mRNA-1_1&gene=genemark-scf7180000023233-processed-gene-0.184&CDS=1-5739
1285	OG0001285	YFR021W	snap_masked-scf7180000023236-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000023236-processed-gene-0.7&CDS=1-4413
1286	OG0001286	YFR025C	augustus_masked-scf7180000023201-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scf7180000023201-processed-gene-0.56&CDS=1-3090
1287	OG0001287	YFR028C	genemark-scf7180000023365-processed-gene-0.23-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-0.23&CDS=1-1620
1288	OG0001288	YFR029W	genemark-scf7180000023324-processed-gene-0.32-mRNA-1_1&gene=genemark-scf7180000023324-processed-gene-0.32&CDS=1-2067
1289	OG0001289	YFR030W	genemark-scf7180000023397-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000023397-processed-gene-0.18&CDS=1-3039
1290	OG0001290	YFR031C	genemark-scf7180000023341-processed-gene-0.46-mRNA-1_1&gene=genemark-scf7180000023341-processed-gene-0.46&CDS=1-3510
1291	OG0001291	YFR032C-A	snap_masked-scf7180000023341-processed-gene-0.161-mRNA-1_1&gene=snap_masked-scf7180000023341-processed-gene-0.161&CDS=1-189
1292	OG0001292	YFR033C	snap_masked-scf7180000023325-processed-gene-0.132-mRNA-1_1&gene=snap_masked-scf7180000023325-processed-gene-0.132&CDS=1-399
1293	OG0001293	YFR037C	maker-scf7180000023395-snap-gene-3.45-mRNA-1_1&gene=maker-scf7180000023395-snap-gene-3.45&CDS=1-2916
1294	OG0001294	YFR038W	genemark-scf7180000023395-processed-gene-3.7-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-3.7&CDS=1-2280
1295	OG0001295	YFR041C	snap_masked-scf7180000023346-processed-gene-1.297-mRNA-1_1&gene=snap_masked-scf7180000023346-processed-gene-1.297&CDS=1-1209
1296	OG0001296	YFR044C	genemark-scf7180000023419-processed-gene-1.110-mRNA-1_1&gene=genemark-scf7180000023419-processed-gene-1.110&CDS=1-1440
1297	OG0001297	YFR045W	genemark-scf7180000023396-processed-gene-1.87-mRNA-1_1&gene=genemark-scf7180000023396-processed-gene-1.87&CDS=1-1044
1298	OG0001298	YFR047C	genemark-scf7180000023151-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000023151-processed-gene-0.15&CDS=1-951
1299	OG0001299	YFR048W	genemark-scf7180000023346-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-0.3&CDS=1-2103
1300	OG0001300	YFR049W	genemark-scf7180000023370-processed-gene-2.175-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-2.175&CDS=1-309
1301	OG0001301	YFR050C	genemark-scf7180000023370-processed-gene-2.133-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-2.133&CDS=1-822
1302	OG0001302	YFR051C	genemark-scf7180000023412-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000023412-processed-gene-0.29&CDS=1-1596
1303	OG0001303	YFR052W	genemark-scf7180000023370-processed-gene-1.99-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-1.99&CDS=1-819
1304	OG0001304	YGL001C	genemark-scf7180000023236-processed-gene-0.51-mRNA-1_1&gene=genemark-scf7180000023236-processed-gene-0.51&CDS=1-1056
1305	OG0001305	YGL003C	genemark-scf7180000023344-processed-gene-1.230-mRNA-1_1&gene=genemark-scf7180000023344-processed-gene-1.230&CDS=1-1653
1306	OG0001306	YGL004C	augustus_masked-scf7180000023319-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000023319-processed-gene-0.27&CDS=1-1206
1307	OG0001307	YGL006W	genemark-scf7180000023319-processed-gene-0.72-mRNA-1_1&gene=genemark-scf7180000023319-processed-gene-0.72&CDS=1-3771
1308	OG0001308	YGL008C	genemark-scf7180000023410-processed-gene-0.191-mRNA-1_1&gene=genemark-scf7180000023410-processed-gene-0.191&CDS=1-2727
1309	OG0001309	YGL009C	genemark-scf7180000023365-processed-gene-2.112-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-2.112&CDS=1-2292
1310	OG0001310	YGL011C	genemark-scf7180000023374-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000023374-processed-gene-0.3&CDS=1-756
1311	OG0001311	YGL012W	genemark-scf7180000023374-processed-gene-0.38-mRNA-1_1&gene=genemark-scf7180000023374-processed-gene-0.38&CDS=1-1359
1312	OG0001312	YGL016W	genemark-scf7180000023319-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000023319-processed-gene-0.73&CDS=1-3021
1313	OG0001313	YGL017W	genemark-scf7180000023352-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000023352-processed-gene-0.5&CDS=1-1125
1314	OG0001314	YGL018C	genemark-scf7180000023374-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000023374-processed-gene-0.22&CDS=1-543
1315	OG0001315	YGL023C	genemark-scf7180000023372-processed-gene-0.156-mRNA-1_1&gene=genemark-scf7180000023372-processed-gene-0.156&CDS=1-1821
1316	OG0001316	YGL026C	genemark-scf7180000023325-processed-gene-0.102-mRNA-1_1&gene=genemark-scf7180000023325-processed-gene-0.102&CDS=1-2100
1317	OG0001317	YGL027C	augustus_masked-scf7180000023325-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-scf7180000023325-processed-gene-0.43&CDS=1-4248
1318	OG0001318	YGL028C	genemark-scf7180000023346-processed-gene-1.117-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-1.117&CDS=1-2010
1319	OG0001319	YGL030W	maker-scf7180000023346-augustus-gene-1.206-mRNA-1_1&gene=maker-scf7180000023346-augustus-gene-1.206&CDS=1-324
1320	OG0001320	YGL037C	genemark-scf7180000023378-processed-gene-0.102-mRNA-1_1&gene=genemark-scf7180000023378-processed-gene-0.102&CDS=1-699
1321	OG0001321	YGL038C	genemark-scf7180000023378-processed-gene-0.127-mRNA-1_1&gene=genemark-scf7180000023378-processed-gene-0.127&CDS=1-1227
1322	OG0001322	YGL040C	augustus_masked-scf7180000023367-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-scf7180000023367-processed-gene-1.56&CDS=1-2961
1323	OG0001323	YGL043W	genemark-scf7180000023406-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000023406-processed-gene-0.80&CDS=1-921
1324	OG0001324	YGL047W	genemark-scf7180000023365-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-0.5&CDS=1-579
1325	OG0001325	YGL048C	snap_masked-scf7180000023367-processed-gene-0.31-mRNA-1_1&gene=snap_masked-scf7180000023367-processed-gene-0.31&CDS=1-1215
1326	OG0001326	YGL050W	snap_masked-scf7180000023150-processed-gene-0.108-mRNA-1_1&gene=snap_masked-scf7180000023150-processed-gene-0.108&CDS=1-888
1327	OG0001327	YGL054C	genemark-scf7180000023354-processed-gene-0.75-mRNA-1_1&gene=genemark-scf7180000023354-processed-gene-0.75&CDS=1-411
1328	OG0001328	YGL055W	genemark-scf7180000023414-processed-gene-0.63-mRNA-1_1&gene=genemark-scf7180000023414-processed-gene-0.63&CDS=1-1467
1329	OG0001329	YGL058W	genemark-scf7180000023369-processed-gene-0.33-mRNA-1_1&gene=genemark-scf7180000023369-processed-gene-0.33&CDS=1-546
1330	OG0001330	YGL059W	genemark-scf7180000023364-processed-gene-0.94-mRNA-1_1&gene=genemark-scf7180000023364-processed-gene-0.94&CDS=1-1398
1331	OG0001331	YGL064C	genemark-scf7180000023417-processed-gene-0.192-mRNA-1_1&gene=genemark-scf7180000023417-processed-gene-0.192&CDS=1-1533
1332	OG0001332	YGL065C	genemark-scf7180000023398-processed-gene-0.74-mRNA-1_1&gene=genemark-scf7180000023398-processed-gene-0.74&CDS=1-1353
1333	OG0001333	YGL066W	augustus_masked-scf7180000023419-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scf7180000023419-processed-gene-0.71&CDS=1-3981
1334	OG0001334	YGL067W	genemark-scf7180000023414-processed-gene-0.76-mRNA-1_1&gene=genemark-scf7180000023414-processed-gene-0.76&CDS=1-1248
1335	OG0001335	YGL068W	genemark-scf7180000023346-processed-gene-1.188-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-1.188&CDS=1-552
1336	OG0001336	YGL070C	genemark-scf7180000023346-processed-gene-1.143-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-1.143&CDS=1-342
1337	OG0001337	YGL073W	maker-scf7180000023370-augustus-gene-2.198-mRNA-1_1&gene=maker-scf7180000023370-augustus-gene-2.198&CDS=1-2439
1338	OG0001338	YGL078C	maker-scf7180000023380-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000023380-snap-gene-0.0&CDS=1-2733
1339	OG0001339	YGL079W	augustus_masked-scf7180000023343-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000023343-processed-gene-0.21&CDS=1-537
1340	OG0001340	YGL080W	genemark-scf7180000023341-processed-gene-0.47-mRNA-1_1&gene=genemark-scf7180000023341-processed-gene-0.47&CDS=1-351
1341	OG0001341	YGL083W	genemark-scf7180000023150-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000023150-processed-gene-0.22&CDS=1-2469
1342	OG0001342	YGL084C	genemark-scf7180000023365-processed-gene-1.155-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-1.155&CDS=1-1692
1343	OG0001343	YGL085W	genemark-scf7180000023365-processed-gene-1.134-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-1.134&CDS=1-681
1344	OG0001344	YGL087C	snap_masked-scf7180000023373-processed-gene-2.127-mRNA-1_1&gene=snap_masked-scf7180000023373-processed-gene-2.127&CDS=1-411
1345	OG0001345	YGL091C	genemark-scf7180000023338-processed-gene-0.123-mRNA-1_1&gene=genemark-scf7180000023338-processed-gene-0.123&CDS=1-996
1346	OG0001346	YGL092W	genemark-scf7180000023338-processed-gene-0.167-mRNA-1_1&gene=genemark-scf7180000023338-processed-gene-0.167&CDS=1-3807
1347	OG0001347	YGL094C	genemark-scf7180000023336-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000023336-processed-gene-0.5&CDS=1-6231
1348	OG0001348	YGL095C	genemark-scf7180000023336-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000023336-processed-gene-0.6&CDS=1-1728
1349	OG0001349	YGL097W	genemark-scf7180000023338-processed-gene-0.146-mRNA-1_1&gene=genemark-scf7180000023338-processed-gene-0.146&CDS=1-1470
1350	OG0001350	YGL099W	genemark-scf7180000023383-processed-gene-0.107-mRNA-1_1&gene=genemark-scf7180000023383-processed-gene-0.107&CDS=1-2154
1351	OG0001351	YGL103W	genemark-scf7180000023345-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000023345-processed-gene-0.36&CDS=1-429
1352	OG0001352	YGL106W	genemark-scf7180000023345-processed-gene-0.32-mRNA-1_1&gene=genemark-scf7180000023345-processed-gene-0.32&CDS=1-426
1353	OG0001353	YGL110C	genemark-scf7180000023345-processed-gene-0.42-mRNA-1_1&gene=genemark-scf7180000023345-processed-gene-0.42&CDS=1-1959
1354	OG0001354	YGL111W	genemark-scf7180000023340-processed-gene-0.85-mRNA-1_1&gene=genemark-scf7180000023340-processed-gene-0.85&CDS=1-1290
1355	OG0001355	YGL112C	genemark-scf7180000023198-processed-gene-0.72-mRNA-1_1&gene=genemark-scf7180000023198-processed-gene-0.72&CDS=1-1560
1356	OG0001356	YGL114W	genemark-scf7180000023410-processed-gene-0.142-mRNA-1_1&gene=genemark-scf7180000023410-processed-gene-0.142&CDS=1-2157
1357	OG0001357	YGL115W	genemark-scf7180000023410-processed-gene-0.141-mRNA-1_1&gene=genemark-scf7180000023410-processed-gene-0.141&CDS=1-972
1358	OG0001358	YGL116W	genemark-scf7180000023328-processed-gene-0.70-mRNA-1_1&gene=genemark-scf7180000023328-processed-gene-0.70&CDS=1-1572
1359	OG0001359	YGL119W	genemark-scf7180000023343-processed-gene-1.162-mRNA-1_1&gene=genemark-scf7180000023343-processed-gene-1.162&CDS=1-1800
1360	OG0001360	YGL120C	genemark-scf7180000023392-processed-gene-1.92-mRNA-1_1&gene=genemark-scf7180000023392-processed-gene-1.92&CDS=1-2271
1361	OG0001361	YGL122C	genemark-scf7180000023367-processed-gene-1.37-mRNA-1_1&gene=genemark-scf7180000023367-processed-gene-1.37&CDS=1-1560
1362	OG0001362	YGL123W	genemark-scf7180000023367-processed-gene-1.12-mRNA-1_1&gene=genemark-scf7180000023367-processed-gene-1.12&CDS=1-726
1363	OG0001363	YGL124C	genemark-scf7180000023373-processed-gene-2.8-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-2.8&CDS=1-2037
1364	OG0001364	YGL125W	genemark-scf7180000023417-processed-gene-0.137-mRNA-1_1&gene=genemark-scf7180000023417-processed-gene-0.137&CDS=1-1842
1365	OG0001365	YGL126W	genemark-scf7180000023319-processed-gene-0.64-mRNA-1_1&gene=genemark-scf7180000023319-processed-gene-0.64&CDS=1-486
1366	OG0001366	YGL127C	genemark-scf7180000023346-processed-gene-1.127-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-1.127&CDS=1-444
1367	OG0001367	YGL129C	genemark-scf7180000023338-processed-gene-0.102-mRNA-1_1&gene=genemark-scf7180000023338-processed-gene-0.102&CDS=1-1401
1368	OG0001368	YGL130W	genemark-scf7180000023338-processed-gene-0.139-mRNA-1_1&gene=genemark-scf7180000023338-processed-gene-0.139&CDS=1-1494
1369	OG0001369	YGL131C	genemark-scf7180000023338-processed-gene-0.103-mRNA-1_1&gene=genemark-scf7180000023338-processed-gene-0.103&CDS=1-5253
1370	OG0001370	YGL136C	genemark-scf7180000023383-processed-gene-0.125-mRNA-1_1&gene=genemark-scf7180000023383-processed-gene-0.125&CDS=1-1017
1371	OG0001371	YGL137W	augustus_masked-scf7180000023383-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scf7180000023383-processed-gene-0.60&CDS=1-2601
1372	OG0001372	YGL141W	genemark-scf7180000023140-processed-gene-0.85-mRNA-1_1&gene=genemark-scf7180000023140-processed-gene-0.85&CDS=1-3093
1373	OG0001373	YGL142C	genemark-scf7180000023392-processed-gene-1.64-mRNA-1_1&gene=genemark-scf7180000023392-processed-gene-1.64&CDS=1-1584
1374	OG0001374	YGL143C	genemark-scf7180000023329-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000023329-processed-gene-0.26&CDS=1-1125
1375	OG0001375	YGL148W	genemark-scf7180000023373-processed-gene-2.34-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-2.34&CDS=1-1122
1376	OG0001376	YGL153W	genemark-scf7180000023397-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000023397-processed-gene-0.26&CDS=1-1107
1377	OG0001377	YGL154C	genemark-scf7180000023367-processed-gene-0.88-mRNA-1_1&gene=genemark-scf7180000023367-processed-gene-0.88&CDS=1-852
1378	OG0001378	YGL155W	genemark-scf7180000023370-processed-gene-0.83-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-0.83&CDS=1-1080
1379	OG0001379	YGL156W	genemark-scf7180000023367-processed-gene-1.14-mRNA-1_1&gene=genemark-scf7180000023367-processed-gene-1.14&CDS=1-3357
1380	OG0001380	YGL159W	genemark-scf7180000023331-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000023331-processed-gene-0.5&CDS=1-1020
1381	OG0001381	YGL160W	genemark-scf7180000023138-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000023138-processed-gene-0.29&CDS=1-1557
1382	OG0001382	YGL161C	genemark-scf7180000023395-processed-gene-3.0-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-3.0&CDS=1-843
1383	OG0001383	YGL163C	maker-scf7180000023370-snap-gene-2.5-mRNA-1_1&gene=maker-scf7180000023370-snap-gene-2.5&CDS=1-4209
1384	OG0001384	YGL164C	snap_masked-scf7180000023346-processed-gene-1.275-mRNA-1_1&gene=snap_masked-scf7180000023346-processed-gene-1.275&CDS=1-1296
1385	OG0001385	YGL166W	genemark-scf7180000023346-processed-gene-1.151-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-1.151&CDS=1-2127
1386	OG0001386	YGL167C	genemark-scf7180000023338-processed-gene-0.171-mRNA-1_1&gene=genemark-scf7180000023338-processed-gene-0.171&CDS=1-2820
1387	OG0001387	YGL169W	genemark-scf7180000023399-processed-gene-0.114-mRNA-1_1&gene=genemark-scf7180000023399-processed-gene-0.114&CDS=1-1116
1388	OG0001388	YGL171W	augustus_masked-scf7180000023364-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-scf7180000023364-processed-gene-0.124&CDS=1-9723
1389	OG0001389	YGL172W	genemark-scf7180000023341-processed-gene-0.31-mRNA-1_1&gene=genemark-scf7180000023341-processed-gene-0.31&CDS=1-1668
1390	OG0001390	YGL173C	genemark-scf7180000023341-processed-gene-0.67-mRNA-1_1&gene=genemark-scf7180000023341-processed-gene-0.67&CDS=1-4710
1391	OG0001391	YGL174W	genemark-scf7180000023341-processed-gene-0.30-mRNA-1_1&gene=genemark-scf7180000023341-processed-gene-0.30&CDS=1-795
1392	OG0001392	YGL178W	genemark-scf7180000023347-processed-gene-0.99-mRNA-1_1&gene=genemark-scf7180000023347-processed-gene-0.99&CDS=1-2040
1393	OG0001393	YGL179C	genemark-scf7180000023370-processed-gene-2.148-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-2.148&CDS=1-3636
1394	OG0001394	YGL180W	genemark-scf7180000023373-processed-gene-2.32-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-2.32&CDS=1-2820
1395	OG0001395	YGL183C	maker-scf7180000022355-augustus-gene-0.16-mRNA-1_1&gene=maker-scf7180000022355-augustus-gene-0.16&CDS=1-1812
1396	OG0001396	YGL184C	genemark-scf7180000023396-processed-gene-1.93-mRNA-1_1&gene=genemark-scf7180000023396-processed-gene-1.93&CDS=1-1176
1397	OG0001397	YGL185C	genemark-scf7180000023396-processed-gene-1.94-mRNA-1_1&gene=genemark-scf7180000023396-processed-gene-1.94&CDS=1-1083
1398	OG0001398	YGL187C	genemark-scf7180000023396-processed-gene-1.95-mRNA-1_1&gene=genemark-scf7180000023396-processed-gene-1.95&CDS=1-453
1399	OG0001399	YGL190C	genemark-scf7180000023365-processed-gene-2.144-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-2.144&CDS=1-1443
1400	OG0001400	YGL191W	genemark-scf7180000023365-processed-gene-2.114-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-2.114&CDS=1-396
1401	OG0001401	YGL192W	genemark-scf7180000023365-processed-gene-2.113-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-2.113&CDS=1-1869
1402	OG0001402	YGL194C	genemark-scf7180000023374-processed-gene-0.37-mRNA-1_1&gene=genemark-scf7180000023374-processed-gene-0.37&CDS=1-1398
1403	OG0001403	YGL195W	genemark-scf7180000023352-processed-gene-0.35-mRNA-1_1&gene=genemark-scf7180000023352-processed-gene-0.35&CDS=1-8133
1404	OG0001404	YGL196W	genemark-scf7180000023382-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000023382-processed-gene-0.12&CDS=1-1281
1405	OG0001405	YGL198W	genemark-scf7180000022355-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000022355-processed-gene-0.9&CDS=1-1002
1406	OG0001406	YGL200C	augustus_masked-scf7180000023391-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000023391-processed-gene-0.6&CDS=1-951
1407	OG0001407	YGL201C	genemark-scf7180000023346-processed-gene-1.194-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-1.194&CDS=1-2979
1408	OG0001408	YGL202W	genemark-scf7180000023395-processed-gene-2.49-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-2.49&CDS=1-1428
1409	OG0001409	YGL203C	genemark-scf7180000023391-processed-gene-0.50-mRNA-1_1&gene=genemark-scf7180000023391-processed-gene-0.50&CDS=1-1857
1410	OG0001410	YGL205W	snap_masked-scf7180000023370-processed-gene-2.258-mRNA-1_1&gene=snap_masked-scf7180000023370-processed-gene-2.258&CDS=1-2103
1411	OG0001411	YGL206C	genemark-scf7180000023365-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-0.7&CDS=1-4986
1412	OG0001412	YGL207W	genemark-scf7180000023399-processed-gene-0.108-mRNA-1_1&gene=genemark-scf7180000023399-processed-gene-0.108&CDS=1-3060
1413	OG0001413	YGL211W	genemark-scf7180000023364-processed-gene-0.88-mRNA-1_1&gene=genemark-scf7180000023364-processed-gene-0.88&CDS=1-1143
1414	OG0001414	YGL213C	genemark-scf7180000023344-processed-gene-1.187-mRNA-1_1&gene=genemark-scf7180000023344-processed-gene-1.187&CDS=1-1119
1415	OG0001415	YGL216W	genemark-scf7180000023419-processed-gene-1.94-mRNA-1_1&gene=genemark-scf7180000023419-processed-gene-1.94&CDS=1-2727
1416	OG0001416	YGL220W	snap_masked-scf7180000023414-processed-gene-0.173-mRNA-1_1&gene=snap_masked-scf7180000023414-processed-gene-0.173&CDS=1-264
1417	OG0001417	YGL221C	genemark-scf7180000023414-processed-gene-0.68-mRNA-1_1&gene=genemark-scf7180000023414-processed-gene-0.68&CDS=1-834
1418	OG0001418	YGL224C	genemark-scf7180000023233-processed-gene-0.182-mRNA-1_1&gene=genemark-scf7180000023233-processed-gene-0.182&CDS=1-972
1419	OG0001419	YGL225W	genemark-scf7180000023151-processed-gene-0.20-mRNA-1_1&gene=genemark-scf7180000023151-processed-gene-0.20&CDS=1-1041
1420	OG0001420	YGL231C	augustus_masked-scf7180000023366-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-scf7180000023366-processed-gene-2.118&CDS=1-558
1421	OG0001421	YGL232W	genemark-scf7180000023395-processed-gene-0.74-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-0.74&CDS=1-867
1422	OG0001422	YGL233W	snap_masked-scf7180000023366-processed-gene-2.50-mRNA-1_1&gene=snap_masked-scf7180000023366-processed-gene-2.50&CDS=1-2385
1423	OG0001423	YGL234W	genemark-scf7180000023347-processed-gene-0.86-mRNA-1_1&gene=genemark-scf7180000023347-processed-gene-0.86&CDS=1-2379
1424	OG0001424	YGL240W	genemark-scf7180000023321-processed-gene-0.53-mRNA-1_1&gene=genemark-scf7180000023321-processed-gene-0.53&CDS=1-744
1425	OG0001425	YGL241W	genemark-scf7180000023346-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-0.2&CDS=1-3123
1426	OG0001426	YGL242C	genemark-scf7180000023339-processed-gene-0.101-mRNA-1_1&gene=genemark-scf7180000023339-processed-gene-0.101&CDS=1-546
1427	OG0001427	YGL244W	genemark-scf7180000023346-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-0.16&CDS=1-1572
