	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035690_Candida_vartiovaarae
1728	OG0001728	YGR258C	augustus_masked-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-1.144&CDS=1-2928
1729	OG0001729	YGR260W	genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-1.29-mRNA-1_1&gene=genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-1.29&CDS=1-1425
1730	OG0001730	YGR261C	genemark-NODE_49_length_30964_cov_39.6968_ID_4087-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_49_length_30964_cov_39.6968_ID_4087-processed-gene-0.6&CDS=1-2352
1731	OG0001731	YGR262C	genemark-NODE_8_length_507317_cov_22.9669_ID_5596-processed-gene-3.88-mRNA-1_1&gene=genemark-NODE_8_length_507317_cov_22.9669_ID_5596-processed-gene-3.88&CDS=1-741
1732	OG0001732	YGR263C	augustus_masked-NODE_8_length_507317_cov_22.9669_ID_5596-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-NODE_8_length_507317_cov_22.9669_ID_5596-processed-gene-4.18&CDS=1-975
1733	OG0001733	YGR264C	genemark-NODE_8_length_507317_cov_22.9669_ID_5596-processed-gene-3.87-mRNA-1_1&gene=genemark-NODE_8_length_507317_cov_22.9669_ID_5596-processed-gene-3.87&CDS=1-2190
1734	OG0001734	YGR266W	genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-0.20&CDS=1-2055
1735	OG0001735	YGR267C	genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-0.34&CDS=1-837
1736	OG0001736	YGR268C	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-0.77&CDS=1-261
1737	OG0001737	YGR270W	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.68-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.68&CDS=1-5115
1738	OG0001738	YGR271C-A	genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-0.32&CDS=1-696
1739	OG0001739	YGR271W	genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-0.12&CDS=1-5793
1740	OG0001740	YGR274C	genemark-NODE_36_length_74578_cov_49.1665_ID_3424-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_36_length_74578_cov_49.1665_ID_3424-processed-gene-0.56&CDS=1-2679
1741	OG0001741	YGR276C	genemark-NODE_36_length_74578_cov_49.1665_ID_3424-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_36_length_74578_cov_49.1665_ID_3424-processed-gene-0.57&CDS=1-1662
1742	OG0001742	YGR277C	genemark-NODE_16_length_253005_cov_23.2191_ID_1666-processed-gene-1.152-mRNA-1_1&gene=genemark-NODE_16_length_253005_cov_23.2191_ID_1666-processed-gene-1.152&CDS=1-897
1743	OG0001743	YGR278W	genemark-NODE_16_length_253005_cov_23.2191_ID_1666-processed-gene-1.117-mRNA-1_1&gene=genemark-NODE_16_length_253005_cov_23.2191_ID_1666-processed-gene-1.117&CDS=1-2106
1744	OG0001744	YGR282C	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-4.182-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-4.182&CDS=1-924
1745	OG0001745	YGR284C	genemark-NODE_12_length_358393_cov_23.4571_ID_1576-processed-gene-2.35-mRNA-1_1&gene=genemark-NODE_12_length_358393_cov_23.4571_ID_1576-processed-gene-2.35&CDS=1-897
1746	OG0001746	YGR285C	genemark-NODE_16_length_253005_cov_23.2191_ID_1666-processed-gene-1.158-mRNA-1_1&gene=genemark-NODE_16_length_253005_cov_23.2191_ID_1666-processed-gene-1.158&CDS=1-1287
1747	OG0001747	YGR286C	genemark-NODE_42_length_50190_cov_23.5171_ID_3900-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_42_length_50190_cov_23.5171_ID_3900-processed-gene-0.35&CDS=1-1197
1748	OG0001748	YHL002W	genemark-NODE_20_length_178901_cov_27.0317_ID_2682-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_20_length_178901_cov_27.0317_ID_2682-processed-gene-0.25&CDS=1-1152
1749	OG0001749	YHL003C	genemark-NODE_20_length_178901_cov_27.0317_ID_2682-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_20_length_178901_cov_27.0317_ID_2682-processed-gene-0.74&CDS=1-1197
1750	OG0001750	YHL007C	genemark-NODE_20_length_178901_cov_27.0317_ID_2682-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_20_length_178901_cov_27.0317_ID_2682-processed-gene-0.72&CDS=1-3264
1751	OG0001751	YHL008C	genemark-NODE_12_length_358393_cov_23.4571_ID_1576-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_12_length_358393_cov_23.4571_ID_1576-processed-gene-0.67&CDS=1-1827
1752	OG0001752	YHL009C	genemark-NODE_12_length_358393_cov_23.4571_ID_1576-processed-gene-1.34-mRNA-1_1&gene=genemark-NODE_12_length_358393_cov_23.4571_ID_1576-processed-gene-1.34&CDS=1-942
1753	OG0001753	YHL010C	genemark-NODE_23_length_170326_cov_35.0982_ID_2563-processed-gene-0.146-mRNA-1_1&gene=genemark-NODE_23_length_170326_cov_35.0982_ID_2563-processed-gene-0.146&CDS=1-1716
1754	OG0001754	YHL013C	genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-2.65-mRNA-1_1&gene=genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-2.65&CDS=1-891
1755	OG0001755	YHL015W	genemark-NODE_16_length_253005_cov_23.2191_ID_1666-processed-gene-1.108-mRNA-1_1&gene=genemark-NODE_16_length_253005_cov_23.2191_ID_1666-processed-gene-1.108&CDS=1-348
1756	OG0001756	YHL016C	genemark-NODE_17_length_211088_cov_32.7383_ID_2339-processed-gene-0.127-mRNA-1_1&gene=genemark-NODE_17_length_211088_cov_32.7383_ID_2339-processed-gene-0.127&CDS=1-2148
1757	OG0001757	YHL018W	snap_masked-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-3.51-mRNA-1_1&gene=snap_masked-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-3.51&CDS=1-315
1758	OG0001758	YHL020C	genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-1.73-mRNA-1_1&gene=genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-1.73&CDS=1-1227
1759	OG0001759	YHL021C	genemark-NODE_17_length_211088_cov_32.7383_ID_2339-processed-gene-1.111-mRNA-1_1&gene=genemark-NODE_17_length_211088_cov_32.7383_ID_2339-processed-gene-1.111&CDS=1-1272
1760	OG0001760	YHL022C	augustus_masked-NODE_40_length_53420_cov_24.2761_ID_3230-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_40_length_53420_cov_24.2761_ID_3230-processed-gene-0.24&CDS=1-1050
1761	OG0001761	YHL023C	genemark-NODE_22_length_172800_cov_24.3706_ID_2264-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_22_length_172800_cov_24.3706_ID_2264-processed-gene-0.87&CDS=1-2088
1762	OG0001762	YHL024W	genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-5.108-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-5.108&CDS=1-1899
1763	OG0001763	YHL027W	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-1.91-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-1.91&CDS=1-1677
1764	OG0001764	YHL029C	genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-2.161-mRNA-1_1&gene=genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-2.161&CDS=1-1446
1765	OG0001765	YHL030W	genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-2.166-mRNA-1_1&gene=genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-2.166&CDS=1-6768
1766	OG0001766	YHL031C	genemark-NODE_46_length_41916_cov_22.4466_ID_3590-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_46_length_41916_cov_22.4466_ID_3590-processed-gene-0.34&CDS=1-648
1767	OG0001767	YHL032C	genemark-NODE_8_length_507317_cov_22.9669_ID_5596-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_8_length_507317_cov_22.9669_ID_5596-processed-gene-0.81&CDS=1-1812
1768	OG0001768	YHL036W	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-1.110-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-1.110&CDS=1-1617
1769	OG0001769	YHL040C	genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-3.106-mRNA-1_1&gene=genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-3.106&CDS=1-1815
1770	OG0001770	YHR001W-A	augustus_masked-NODE_16_length_253005_cov_23.2191_ID_1666-processed-gene-1.195-mRNA-1_1&gene=augustus_masked-NODE_16_length_253005_cov_23.2191_ID_1666-processed-gene-1.195&CDS=1-234
1771	OG0001771	YHR002W	maker-NODE_18_length_207861_cov_23.0039_ID_2975-augustus-gene-1.127-mRNA-1_1&gene=maker-NODE_18_length_207861_cov_23.0039_ID_2975-augustus-gene-1.127&CDS=1-1719
1772	OG0001772	YHR004C	genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-4.86-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-4.86&CDS=1-1077
1773	OG0001773	YHR005C	genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-4.84-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-4.84&CDS=1-1350
1774	OG0001774	YHR005C-A	augustus_masked-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-6.166-mRNA-1_1&gene=augustus_masked-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-6.166&CDS=1-276
1775	OG0001775	YHR007C	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.75-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.75&CDS=1-1572
1776	OG0001776	YHR008C	genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-1.142-mRNA-1_1&gene=genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-1.142&CDS=1-648
1777	OG0001777	YHR009C	genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-1.143-mRNA-1_1&gene=genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-1.143&CDS=1-1395
1778	OG0001778	YHR011W	genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-0.53&CDS=1-1392
1779	OG0001779	YHR012W	snap_masked-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-0.67&CDS=1-732
1780	OG0001780	YHR013C	genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-0.40&CDS=1-603
1781	OG0001781	YHR017W	augustus_masked-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-3.127&CDS=1-1185
1782	OG0001782	YHR018C	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-3.23-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-3.23&CDS=1-1383
1783	OG0001783	YHR019C	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-3.22-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-3.22&CDS=1-1641
1784	OG0001784	YHR020W	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-3.48-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-3.48&CDS=1-2028
1785	OG0001785	YHR024C	genemark-NODE_32_length_86534_cov_24.1523_ID_2807-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_32_length_86534_cov_24.1523_ID_2807-processed-gene-0.75&CDS=1-1464
1786	OG0001786	YHR025W	maker-NODE_32_length_86534_cov_24.1523_ID_2807-augustus-gene-0.122-mRNA-1_1&gene=maker-NODE_32_length_86534_cov_24.1523_ID_2807-augustus-gene-0.122&CDS=1-1713
1787	OG0001787	YHR027C	genemark-NODE_32_length_86534_cov_24.1523_ID_2807-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_32_length_86534_cov_24.1523_ID_2807-processed-gene-0.76&CDS=1-2805
1788	OG0001788	YHR028C	genemark-NODE_32_length_86534_cov_24.1523_ID_2807-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_32_length_86534_cov_24.1523_ID_2807-processed-gene-0.77&CDS=1-2364
1789	OG0001789	YHR029C	genemark-NODE_8_length_507317_cov_22.9669_ID_5596-processed-gene-2.65-mRNA-1_1&gene=genemark-NODE_8_length_507317_cov_22.9669_ID_5596-processed-gene-2.65&CDS=1-870
1790	OG0001790	YHR030C	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-6.35-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-6.35&CDS=1-1452
1791	OG0001791	YHR034C	genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-0.24&CDS=1-942
1792	OG0001792	YHR037W	genemark-NODE_49_length_30964_cov_39.6968_ID_4087-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_49_length_30964_cov_39.6968_ID_4087-processed-gene-0.7&CDS=1-1776
1793	OG0001793	YHR038W	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.115-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.115&CDS=1-720
1794	OG0001794	YHR039C	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.87-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.87&CDS=1-1884
1795	OG0001795	YHR039C-A	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.84-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.84&CDS=1-345
1796	OG0001796	YHR040W	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.88-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.88&CDS=1-1002
1797	OG0001797	YHR041C	genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-3.34-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-3.34&CDS=1-618
1798	OG0001798	YHR042W	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-1.115-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-1.115&CDS=1-2010
1799	OG0001799	YHR045W	genemark-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-1.90-mRNA-1_1&gene=genemark-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-1.90&CDS=1-1533
1800	OG0001800	YHR048W	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-6.65-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-6.65&CDS=1-1512
1801	OG0001801	YHR049W	genemark-NODE_21_length_177589_cov_23.0123_ID_2228-processed-gene-0.140-mRNA-1_1&gene=genemark-NODE_21_length_177589_cov_23.0123_ID_2228-processed-gene-0.140&CDS=1-705
1802	OG0001802	YHR051W	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-6.64-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-6.64&CDS=1-441
1803	OG0001803	YHR052W	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-6.63-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-6.63&CDS=1-1143
1804	OG0001804	YHR058C	genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-0.37&CDS=1-645
1805	OG0001805	YHR059W	genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-0.23&CDS=1-393
1806	OG0001806	YHR062C	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-1.64-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-1.64&CDS=1-822
1807	OG0001807	YHR063C	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-1.130-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-1.130&CDS=1-1032
1808	OG0001808	YHR064C	augustus_masked-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-1.27&CDS=1-1611
1809	OG0001809	YHR065C	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-1.146-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-1.146&CDS=1-1461
1810	OG0001810	YHR067W	augustus_masked-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-1.25&CDS=1-822
1811	OG0001811	YHR068W	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-0.65&CDS=1-1131
1812	OG0001812	YHR069C	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-1.109-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-1.109&CDS=1-993
1813	OG0001813	YHR070W	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-1.108-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-1.108&CDS=1-1335
1814	OG0001814	YHR071W	genemark-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-0.62&CDS=1-642
1815	OG0001815	YHR072W	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-0.66&CDS=1-2157
1816	OG0001816	YHR072W-A	snap_masked-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-1.64&CDS=1-192
1817	OG0001817	YHR073W	genemark-NODE_17_length_211088_cov_32.7383_ID_2339-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_17_length_211088_cov_32.7383_ID_2339-processed-gene-0.97&CDS=1-2508
1818	OG0001818	YHR074W	genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-0.23&CDS=1-2136
1819	OG0001819	YHR076W	genemark-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-3.166-mRNA-1_1&gene=genemark-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-3.166&CDS=1-1005
1820	OG0001820	YHR077C	augustus_masked-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-3.51&CDS=1-2868
1821	OG0001821	YHR078W	genemark-NODE_27_length_127294_cov_23.973_ID_3308-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_27_length_127294_cov_23.973_ID_3308-processed-gene-0.79&CDS=1-1257
1822	OG0001822	YHR079C	genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-1.157-mRNA-1_1&gene=genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-1.157&CDS=1-3264
1823	OG0001823	YHR079C-A	augustus_masked-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-4.24&CDS=1-285
1824	OG0001824	YHR081W	genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-4.210-mRNA-1_1&gene=genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-4.210&CDS=1-561
1825	OG0001825	YHR083W	genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-3.183-mRNA-1_1&gene=genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-3.183&CDS=1-957
1826	OG0001826	YHR084W	genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-3.182-mRNA-1_1&gene=genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-3.182&CDS=1-1947
1827	OG0001827	YHR085W	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.92-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.92&CDS=1-1044
1828	OG0001828	YHR087W	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.83-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.83&CDS=1-336
1829	OG0001829	YHR088W	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-1.136-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-1.136&CDS=1-885
1830	OG0001830	YHR089C	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-0.72&CDS=1-687
1831	OG0001831	YHR098C	genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-1.130-mRNA-1_1&gene=genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-1.130&CDS=1-2655
1832	OG0001832	YHR099W	maker-NODE_5_length_565793_cov_22.9871_ID_1255-augustus-gene-4.2-mRNA-1_1&gene=maker-NODE_5_length_565793_cov_22.9871_ID_1255-augustus-gene-4.2&CDS=1-12033
1833	OG0001833	YHR100C	genemark-NODE_26_length_138084_cov_23.5948_ID_2523-processed-gene-0.185-mRNA-1_1&gene=genemark-NODE_26_length_138084_cov_23.5948_ID_2523-processed-gene-0.185&CDS=1-594
1834	OG0001834	YHR102W	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.91-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.91&CDS=1-2565
1835	OG0001835	YHR104W	genemark-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-1.141-mRNA-1_1&gene=genemark-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-1.141&CDS=1-957
1836	OG0001836	YHR108W	genemark-NODE_23_length_170326_cov_35.0982_ID_2563-processed-gene-0.112-mRNA-1_1&gene=genemark-NODE_23_length_170326_cov_35.0982_ID_2563-processed-gene-0.112&CDS=1-1686
1837	OG0001837	YHR109W	genemark-NODE_19_length_180822_cov_36.1012_ID_4465-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_19_length_180822_cov_36.1012_ID_4465-processed-gene-0.79&CDS=1-1800
1838	OG0001838	YHR111W	genemark-NODE_19_length_180822_cov_36.1012_ID_4465-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_19_length_180822_cov_36.1012_ID_4465-processed-gene-0.35&CDS=1-1248
1839	OG0001839	YHR112C	genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-2.150-mRNA-1_1&gene=genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-2.150&CDS=1-1131
1840	OG0001840	YHR113W	genemark-NODE_12_length_358393_cov_23.4571_ID_1576-processed-gene-1.72-mRNA-1_1&gene=genemark-NODE_12_length_358393_cov_23.4571_ID_1576-processed-gene-1.72&CDS=1-1488
1841	OG0001841	YHR114W	genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-1.110-mRNA-1_1&gene=genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-1.110&CDS=1-1842
1842	OG0001842	YHR116W	genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-0.1&CDS=1-345
1843	OG0001843	YHR118C	genemark-NODE_51_length_27811_cov_37.0054_ID_8154-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_51_length_27811_cov_37.0054_ID_8154-processed-gene-0.20&CDS=1-984
1844	OG0001844	YHR120W	snap_masked-NODE_51_length_27811_cov_37.0054_ID_8154-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_51_length_27811_cov_37.0054_ID_8154-processed-gene-0.39&CDS=1-5742
1845	OG0001845	YHR121W	genemark-NODE_51_length_27811_cov_37.0054_ID_8154-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_51_length_27811_cov_37.0054_ID_8154-processed-gene-0.15&CDS=1-570
1846	OG0001846	YHR122W	genemark-NODE_51_length_27811_cov_37.0054_ID_8154-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_51_length_27811_cov_37.0054_ID_8154-processed-gene-0.24&CDS=1-582
1847	OG0001847	YHR123W	genemark-NODE_51_length_27811_cov_37.0054_ID_8154-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_51_length_27811_cov_37.0054_ID_8154-processed-gene-0.23&CDS=1-1161
1848	OG0001848	YHR124W	augustus_masked-NODE_51_length_27811_cov_37.0054_ID_8154-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_51_length_27811_cov_37.0054_ID_8154-processed-gene-0.3&CDS=1-1704
