	OrthologID	Hyphopichia_burtonii	Saccharomyces_cerevisiae
1487	OG0001487	genemark-scaffold_2-processed-gene-11.32-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.32&CDS=1-1692	YGR055W
1488	OG0001488	genemark-scaffold_2-processed-gene-11.33-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.33&CDS=1-420	YPR100W
1489	OG0001489	genemark-scaffold_2-processed-gene-12.52-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.52&CDS=1-4143	YBL047C
1490	OG0001490	genemark-scaffold_2-processed-gene-12.50-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.50&CDS=1-603	YHR089C
1491	OG0001491	genemark-scaffold_2-processed-gene-12.53-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.53&CDS=1-1119	YDR336W
1492	OG0001492	genemark-scaffold_2-processed-gene-12.55-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.55&CDS=1-5613	YKR031C
1493	OG0001493	genemark-scaffold_2-processed-gene-12.56-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.56&CDS=1-651	YHR181W
1494	OG0001494	genemark-scaffold_2-processed-gene-12.73-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.73&CDS=1-1056	YDL006W
1495	OG0001495	genemark-scaffold_2-processed-gene-12.58-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.58&CDS=1-906	YKL094W
1496	OG0001496	genemark-scaffold_2-processed-gene-12.59-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.59&CDS=1-2940	YDR081C
1497	OG0001497	genemark-scaffold_2-processed-gene-12.74-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.74&CDS=1-309	YDR079W
1498	OG0001498	genemark-scaffold_2-processed-gene-12.60-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.60&CDS=1-693	YDR084C
1499	OG0001499	augustus_masked-scaffold_2-processed-gene-12.118-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.118&CDS=1-3936	YDR080W
1500	OG0001500	augustus_masked-scaffold_2-processed-gene-12.104-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.104&CDS=1-207	YDR079C-A
1501	OG0001501	genemark-scaffold_2-processed-gene-12.77-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.77&CDS=1-2577	YER157W
1502	OG0001502	genemark-scaffold_2-processed-gene-12.61-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.61&CDS=1-1992	YIL150C
1503	OG0001503	maker-scaffold_2-snap-gene-12.5-mRNA-1_1&gene=maker-scaffold_2-snap-gene-12.5&CDS=1-1713	YCL029C
1504	OG0001504	genemark-scaffold_2-processed-gene-12.65-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.65&CDS=1-3150	YNL014W
1505	OG0001505	genemark-scaffold_2-processed-gene-12.82-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.82&CDS=1-747	YMR038C
1506	OG0001506	maker-scaffold_2-augustus-gene-12.134-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-12.134&CDS=1-1602	YPR060C
1507	OG0001507	genemark-scaffold_2-processed-gene-12.88-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.88&CDS=1-2526	YOR165W
1508	OG0001508	augustus_masked-scaffold_2-processed-gene-12.126-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.126&CDS=1-2562	YJL102W
1509	OG0001509	genemark-scaffold_2-processed-gene-12.90-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.90&CDS=1-894	YJR007W
1510	OG0001510	augustus_masked-scaffold_2-processed-gene-12.114-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.114&CDS=1-855	YPR054W
1511	OG0001511	genemark-scaffold_2-processed-gene-13.45-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.45&CDS=1-1056	YPL057C
1512	OG0001512	genemark-scaffold_2-processed-gene-13.47-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.47&CDS=1-915	YDR280W
1513	OG0001513	genemark-scaffold_2-processed-gene-13.65-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.65&CDS=1-939	YDR279W
1514	OG0001514	genemark-scaffold_2-processed-gene-13.48-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.48&CDS=1-342	YHR087W
1515	OG0001515	genemark-scaffold_2-processed-gene-13.49-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.49&CDS=1-2175	YDR333C
1516	OG0001516	genemark-scaffold_2-processed-gene-13.50-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.50&CDS=1-1848	YHR039C
1517	OG0001517	genemark-scaffold_2-processed-gene-13.67-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.67&CDS=1-336	YHR039C-A
1518	OG0001518	genemark-scaffold_2-processed-gene-13.68-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.68&CDS=1-5073	YDR334W
1519	OG0001519	genemark-scaffold_2-processed-gene-13.51-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.51&CDS=1-927	YOR351C
1520	OG0001520	genemark-scaffold_2-processed-gene-13.71-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.71&CDS=1-864	YLR271W
1521	OG0001521	genemark-scaffold_2-processed-gene-13.53-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.53&CDS=1-936	YOR174W
1522	OG0001522	genemark-scaffold_2-processed-gene-13.72-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.72&CDS=1-1170	YOR176W
1523	OG0001523	genemark-scaffold_2-processed-gene-13.73-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.73&CDS=1-1812	YOR175C
1524	OG0001524	genemark-scaffold_2-processed-gene-13.74-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.74&CDS=1-3519	YLR272C
1525	OG0001525	genemark-scaffold_2-processed-gene-13.75-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.75&CDS=1-1554	YMR005W
1526	OG0001526	genemark-scaffold_2-processed-gene-13.54-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.54&CDS=1-1116	YOL010W
1527	OG0001527	augustus_masked-scaffold_2-processed-gene-13.32-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.32&CDS=1-8721	YKL203C
1528	OG0001528	genemark-scaffold_2-processed-gene-13.78-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.78&CDS=1-1647	YJR064W
1529	OG0001529	genemark-scaffold_2-processed-gene-13.55-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.55&CDS=1-957	YJR070C
1530	OG0001530	genemark-scaffold_2-processed-gene-13.79-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.79&CDS=1-369	YJR063W
1531	OG0001531	genemark-scaffold_2-processed-gene-13.81-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.81&CDS=1-798	YKL206C
1532	OG0001532	genemark-scaffold_2-processed-gene-13.83-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.83&CDS=1-510	YGL068W
1533	OG0001533	genemark-scaffold_2-processed-gene-13.58-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.58&CDS=1-336	YGL070C
1534	OG0001534	genemark-scaffold_2-processed-gene-13.85-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.85&CDS=1-1626	YOL122C
1535	OG0001535	augustus_masked-scaffold_2-processed-gene-13.20-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.20&CDS=1-2769	YPR176C
1536	OG0001536	genemark-scaffold_2-processed-gene-14.3-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.3&CDS=1-3123	YER047C
1537	OG0001537	snap_masked-scaffold_2-processed-gene-14.93-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.93&CDS=1-270	YER048W-A
1538	OG0001538	genemark-scaffold_2-processed-gene-14.25-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.25&CDS=1-1044	YDR400W
1539	OG0001539	genemark-scaffold_2-processed-gene-14.7-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.7&CDS=1-1944	YJR045C
1540	OG0001540	genemark-scaffold_2-processed-gene-14.27-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.27&CDS=1-1239	YPL154C
1541	OG0001541	genemark-scaffold_2-processed-gene-14.10-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.10&CDS=1-1200	YGR156W
1542	OG0001542	genemark-scaffold_2-processed-gene-14.31-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.31&CDS=1-783	YER126C
1543	OG0001543	genemark-scaffold_2-processed-gene-14.14-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.14&CDS=1-1050	YER127W
1544	OG0001544	augustus_masked-scaffold_2-processed-gene-14.74-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.74&CDS=1-2463	YGL178W
1545	OG0001545	genemark-scaffold_2-processed-gene-14.33-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.33&CDS=1-945	YGL175C
1546	OG0001546	genemark-scaffold_2-processed-gene-14.15-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.15&CDS=1-1227	YGL172W
1547	OG0001547	genemark-scaffold_2-processed-gene-14.16-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.16&CDS=1-861	YGL174W
1548	OG0001548	genemark-scaffold_2-processed-gene-14.34-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.34&CDS=1-2154	YPR021C
1549	OG0001549	genemark-scaffold_2-processed-gene-14.18-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.18&CDS=1-339	YLL018C-A
1550	OG0001550	genemark-scaffold_2-processed-gene-14.35-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.35&CDS=1-4317	YGL173C
1551	OG0001551	genemark-scaffold_2-processed-gene-14.19-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.19&CDS=1-1821	YLL019C
1552	OG0001552	genemark-scaffold_2-processed-gene-14.38-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.38&CDS=1-438	YBR217W
1553	OG0001553	genemark-scaffold_2-processed-gene-14.39-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.39&CDS=1-1650	YBR215W
1554	OG0001554	genemark-scaffold_2-processed-gene-14.40-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.40&CDS=1-1461	YGL059W
1555	OG0001555	genemark-scaffold_2-processed-gene-14.41-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.41&CDS=1-489	YGL058W
1556	OG0001556	genemark-scaffold_2-processed-gene-14.42-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.42&CDS=1-1659	YEL060C
1557	OG0001557	augustus_masked-scaffold_2-processed-gene-15.53-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.53&CDS=1-4959	YOL098C
1558	OG0001558	genemark-scaffold_2-processed-gene-15.89-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.89&CDS=1-1734	YCR024C
1559	OG0001559	genemark-scaffold_2-processed-gene-15.86-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.86&CDS=1-960	YFR025C
1560	OG0001560	genemark-scaffold_2-processed-gene-15.90-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.90&CDS=1-2052	YHR020W
1561	OG0001561	genemark-scaffold_2-processed-gene-15.91-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.91&CDS=1-1656	YHR019C
1562	OG0001562	genemark-scaffold_2-processed-gene-15.92-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.92&CDS=1-1395	YHR018C
1563	OG0001563	augustus_masked-scaffold_2-processed-gene-15.58-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.58&CDS=1-4947	YGR145W
1564	OG0001564	genemark-scaffold_2-processed-gene-15.110-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.110&CDS=1-699	YGL037C
1565	OG0001565	genemark-scaffold_2-processed-gene-15.111-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.111&CDS=1-1146	YGL038C
1566	OG0001566	genemark-scaffold_2-processed-gene-15.112-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.112&CDS=1-1917	YOR204W
1567	OG0001567	genemark-scaffold_2-processed-gene-15.114-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.114&CDS=1-1770	YEL042W
1568	OG0001568	genemark-scaffold_2-processed-gene-15.96-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.96&CDS=1-642	YGR161C
1569	OG0001569	genemark-scaffold_2-processed-gene-15.97-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.97&CDS=1-930	YLR308W
1570	OG0001570	genemark-scaffold_2-processed-gene-15.116-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.116&CDS=1-1242	YKR048C
1571	OG0001571	genemark-scaffold_2-processed-gene-15.117-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.117&CDS=1-2454	YPL147W
1572	OG0001572	maker-scaffold_2-augustus-gene-15.134-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-15.134&CDS=1-1233	YKL120W
1573	OG0001573	genemark-scaffold_2-processed-gene-15.98-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.98&CDS=1-3198	YDR430C
1574	OG0001574	snap_masked-scaffold_2-processed-gene-15.36-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-15.36&CDS=1-213	YML009C
1575	OG0001575	genemark-scaffold_2-processed-gene-15.99-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.99&CDS=1-639	YML012W
1576	OG0001576	genemark-scaffold_2-processed-gene-15.103-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.103&CDS=1-4044	YDR440W
1577	OG0001577	snap_masked-scaffold_2-processed-gene-15.41-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-15.41&CDS=1-1086	YML021C
1578	OG0001578	genemark-scaffold_2-processed-gene-15.123-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.123&CDS=1-1215	YML018C
1579	OG0001579	genemark-scaffold_2-processed-gene-15.104-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.104&CDS=1-1785	YJR001W
1580	OG0001580	genemark-scaffold_2-processed-gene-15.124-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.124&CDS=1-3129	YLR071C
1581	OG0001581	genemark-scaffold_2-processed-gene-15.125-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.125&CDS=1-1632	YKL116C
1582	OG0001582	maker-scaffold_2-snap-gene-15.4-mRNA-1_1&gene=maker-scaffold_2-snap-gene-15.4&CDS=1-1605	YOL070C
1583	OG0001583	augustus_masked-scaffold_2-processed-gene-15.67-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.67&CDS=1-3894	YDR257C
1584	OG0001584	maker-scaffold_2-augustus-gene-15.136-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-15.136&CDS=1-2202	YDL045W-A
1585	OG0001585	genemark-scaffold_2-processed-gene-15.129-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.129&CDS=1-978	YNL289W
1586	OG0001586	genemark-scaffold_2-processed-gene-16.4-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.4&CDS=1-3786	YNL273W
1587	OG0001587	genemark-scaffold_2-processed-gene-16.23-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.23&CDS=1-1476	YEL064C
1588	OG0001588	genemark-scaffold_2-processed-gene-16.7-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.7&CDS=1-555	YLR068W
1589	OG0001589	genemark-scaffold_2-processed-gene-16.24-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.24&CDS=1-1620	YLR253W
1590	OG0001590	genemark-scaffold_2-processed-gene-16.8-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.8&CDS=1-321	YLR147C
1591	OG0001591	augustus_masked-scaffold_2-processed-gene-16.67-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.67&CDS=1-3042	YPL091W
1592	OG0001592	genemark-scaffold_2-processed-gene-16.13-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.13&CDS=1-813	YOL067C
1593	OG0001593	maker-scaffold_2-augustus-gene-16.3-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-16.3&CDS=1-1557	YDL045C
1594	OG0001594	genemark-scaffold_2-processed-gene-16.14-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.14&CDS=1-2262	YLR182W
1595	OG0001595	genemark-scaffold_2-processed-gene-16.34-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.34&CDS=1-573	YDR373W
1596	OG0001596	augustus_masked-scaffold_2-processed-gene-16.56-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.56&CDS=1-435	YOL071W
1597	OG0001597	genemark-scaffold_2-processed-gene-16.16-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.16&CDS=1-1227	YLR181C
1598	OG0001598	genemark-scaffold_2-processed-gene-16.39-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.39&CDS=1-1194	YNL175C
1599	OG0001599	genemark-scaffold_2-processed-gene-16.40-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.40&CDS=1-2175	YHL029C
1600	OG0001600	augustus_masked-scaffold_2-processed-gene-16.59-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.59&CDS=1-768	YLL038C
1601	OG0001601	genemark-scaffold_2-processed-gene-16.41-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.41&CDS=1-5541	YHL030W
1602	OG0001602	genemark-scaffold_2-processed-gene-16.42-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.42&CDS=1-1608	YGR083C
1603	OG0001603	genemark-scaffold_2-processed-gene-16.43-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.43&CDS=1-3945	YAL026C
1604	OG0001604	augustus_masked-scaffold_2-processed-gene-16.60-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.60&CDS=1-1314	YOR323C
1605	OG0001605	genemark-scaffold_2-processed-gene-16.44-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.44&CDS=1-813	YBR213W
1606	OG0001606	genemark-scaffold_2-processed-gene-16.20-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.20&CDS=1-1899	YOR370C
1607	OG0001607	genemark-scaffold_2-processed-gene-16.21-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.21&CDS=1-432	YOR369C
1608	OG0001608	genemark-scaffold_2-processed-gene-17.39-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-17.39&CDS=1-4437	YOR373W
1609	OG0001609	genemark-scaffold_2-processed-gene-17.41-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-17.41&CDS=1-645	YBR111C
1610	OG0001610	genemark-scaffold_2-processed-gene-17.66-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-17.66&CDS=1-2505	YBR112C
1611	OG0001611	genemark-scaffold_2-processed-gene-17.67-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-17.67&CDS=1-1470	YPL188W
1612	OG0001612	genemark-scaffold_2-processed-gene-17.68-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-17.68&CDS=1-1449	YNL330C
1613	OG0001613	augustus_masked-scaffold_2-processed-gene-17.27-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.27&CDS=1-5808	YPL244C
1614	OG0001614	genemark-scaffold_2-processed-gene-17.75-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-17.75&CDS=1-1518	YOR368W
1615	OG0001615	genemark-scaffold_2-processed-gene-17.76-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-17.76&CDS=1-1050	YLR447C
1616	OG0001616	genemark-scaffold_2-processed-gene-17.47-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-17.47&CDS=1-1353	YML071C
1617	OG0001617	genemark-scaffold_2-processed-gene-17.77-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-17.77&CDS=1-3537	YOR191W
1618	OG0001618	genemark-scaffold_2-processed-gene-17.49-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-17.49&CDS=1-1203	YIL116W
1619	OG0001619	genemark-scaffold_2-processed-gene-17.50-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-17.50&CDS=1-741	YMR188C
1620	OG0001620	genemark-scaffold_2-processed-gene-17.51-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-17.51&CDS=1-1932	YJL093C
1621	OG0001621	augustus_masked-scaffold_2-processed-gene-17.14-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.14&CDS=1-3945	YAL022C
1622	OG0001622	genemark-scaffold_2-processed-gene-17.54-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-17.54&CDS=1-2712	YKL191W
1623	OG0001623	genemark-scaffold_2-processed-gene-17.78-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-17.78&CDS=1-2016	YLR427W
1624	OG0001624	maker-scaffold_2-snap-gene-17.96-mRNA-1_1&gene=maker-scaffold_2-snap-gene-17.96&CDS=1-2091	YDR140W
1625	OG0001625	genemark-scaffold_2-processed-gene-17.81-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-17.81&CDS=1-2097	YLR117C
1626	OG0001626	genemark-scaffold_2-processed-gene-17.59-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-17.59&CDS=1-1608	YER014W
1627	OG0001627	genemark-scaffold_2-processed-gene-17.82-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-17.82&CDS=1-459	YIR009W
1628	OG0001628	genemark-scaffold_2-processed-gene-17.60-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-17.60&CDS=1-3813	YAR042W
1629	OG0001629	maker-scaffold_2-snap-gene-17.94-mRNA-1_1&gene=maker-scaffold_2-snap-gene-17.94&CDS=1-1188	YDL114W
1630	OG0001630	maker-scaffold_2-augustus-gene-17.91-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-17.91&CDS=1-2598	YMR062C
1631	OG0001631	genemark-scaffold_2-processed-gene-17.85-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-17.85&CDS=1-2457	YMR075W
1632	OG0001632	genemark-scaffold_2-processed-gene-18.102-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.102&CDS=1-2850	YDR238C
1633	OG0001633	genemark-scaffold_2-processed-gene-18.103-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.103&CDS=1-465	YDL208W
1634	OG0001634	snap_masked-scaffold_2-processed-gene-18.17-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-18.17&CDS=1-1410	YMR171C
1635	OG0001635	genemark-scaffold_2-processed-gene-18.148-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.148&CDS=1-1977	YCR088W
1636	OG0001636	genemark-scaffold_2-processed-gene-18.149-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.149&CDS=1-312	YLL014W
1637	OG0001637	genemark-scaffold_2-processed-gene-18.110-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.110&CDS=1-1206	YGR185C
1638	OG0001638	genemark-scaffold_2-processed-gene-18.111-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.111&CDS=1-201	YGR183C
1639	OG0001639	maker-scaffold_2-snap-gene-18.98-mRNA-1_1&gene=maker-scaffold_2-snap-gene-18.98&CDS=1-4878	YDR301W
1640	OG0001640	genemark-scaffold_2-processed-gene-18.113-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.113&CDS=1-636	YBL040C
1641	OG0001641	augustus_masked-scaffold_2-processed-gene-18.236-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.236&CDS=1-996	YBL041W
1642	OG0001642	genemark-scaffold_2-processed-gene-18.114-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.114&CDS=1-1776	YOR059C
1643	OG0001643	genemark-scaffold_2-processed-gene-18.115-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.115&CDS=1-2340	YPL109C
1644	OG0001644	augustus_masked-scaffold_2-processed-gene-18.237-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.237&CDS=1-1704	YKL087C
1645	OG0001645	genemark-scaffold_2-processed-gene-18.159-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.159&CDS=1-861	YPL117C
1646	OG0001646	genemark-scaffold_2-processed-gene-18.117-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.117&CDS=1-1350	YOR198C
1647	OG0001647	genemark-scaffold_2-processed-gene-18.118-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.118&CDS=1-1149	YMR310C
1648	OG0001648	maker-scaffold_2-augustus-gene-18.2-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-18.2&CDS=1-921	YGR282C
1649	OG0001649	genemark-scaffold_2-processed-gene-18.120-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.120&CDS=1-840	YOR194C
1650	OG0001650	genemark-scaffold_2-processed-gene-18.161-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.161&CDS=1-3249	YPL115C
1651	OG0001651	genemark-scaffold_2-processed-gene-18.162-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.162&CDS=1-2391	YPL116W
1652	OG0001652	maker-scaffold_2-snap-gene-18.99-mRNA-1_1&gene=maker-scaffold_2-snap-gene-18.99&CDS=1-3891	YOR196C
1653	OG0001653	augustus_masked-scaffold_2-processed-gene-18.204-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.204&CDS=1-276	YMR286W
1654	OG0001654	augustus_masked-scaffold_2-processed-gene-18.210-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.210&CDS=1-4605	YPL217C
1655	OG0001655	augustus_masked-scaffold_2-processed-gene-18.245-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.245&CDS=1-1002	YPL064C
1656	OG0001656	genemark-scaffold_2-processed-gene-18.128-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.128&CDS=1-2481	YPR029C
1657	OG0001657	maker-scaffold_2-augustus-gene-18.5-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-18.5&CDS=1-525	YPR028W
1658	OG0001658	snap_masked-scaffold_2-processed-gene-18.78-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-18.78&CDS=1-1413	YKL082C
1659	OG0001659	genemark-scaffold_2-processed-gene-18.129-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.129&CDS=1-1122	YKL080W
1660	OG0001660	genemark-scaffold_2-processed-gene-18.132-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.132&CDS=1-813	YER026C
1661	OG0001661	genemark-scaffold_2-processed-gene-18.133-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.133&CDS=1-1440	YPL063W
1662	OG0001662	genemark-scaffold_2-processed-gene-18.135-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.135&CDS=1-2319	YOR017W
1663	OG0001663	genemark-scaffold_2-processed-gene-18.137-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.137&CDS=1-1068	YOL136C
1664	OG0001664	genemark-scaffold_2-processed-gene-18.173-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.173&CDS=1-1554	YNL317W
