	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034903_Ogataea_naganishii
2036	OG0002036	YJR006W	genemark-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.31-mRNA-1_1&gene=genemark-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.31&CDS=1-1467
2037	OG0002037	YJR007W	augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-0.72&CDS=1-909
2038	OG0002038	YJR008W	augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-0.71&CDS=1-972
2039	OG0002039	YJR010W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-3.73&CDS=1-1641
2040	OG0002040	YJR013W	genemark-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-5.119-mRNA-1_1&gene=genemark-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-5.119&CDS=1-1224
2041	OG0002041	YJR014W	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-2.29&CDS=1-558
2042	OG0002042	YJR016C	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.50&CDS=1-1839
2043	OG0002043	YJR017C	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-4.114&CDS=1-504
2044	OG0002044	YJR019C	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.258-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.258&CDS=1-993
2045	OG0002045	YJR024C	augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.5&CDS=1-657
2046	OG0002046	YJR025C	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.45&CDS=1-510
2047	OG0002047	YJR033C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-11.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-11.31&CDS=1-4422
2048	OG0002048	YJR034W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-11.14-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-11.14&CDS=1-324
2049	OG0002049	YJR035W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-11.15-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-11.15&CDS=1-3540
2050	OG0002050	YJR036C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.96&CDS=1-2910
2051	OG0002051	YJR040W	snap_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.149-mRNA-1_1&gene=snap_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.149&CDS=1-2352
2052	OG0002052	YJR041C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.94&CDS=1-3435
2053	OG0002053	YJR042W	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.71&CDS=1-2277
2054	OG0002054	YJR044C	maker-NODE_18_length_201343_cov_74.0127_ID_35-augustus-gene-1.56-mRNA-1_1&gene=maker-NODE_18_length_201343_cov_74.0127_ID_35-augustus-gene-1.56&CDS=1-396
2055	OG0002055	YJR045C	augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-1.148&CDS=1-1962
2056	OG0002056	YJR050W	augustus_masked-NODE_23_length_95945_cov_69.2483_ID_45-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_23_length_95945_cov_69.2483_ID_45-processed-gene-0.82&CDS=1-819
2057	OG0002057	YJR052W	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-7.97-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-7.97&CDS=1-1728
2058	OG0002058	YJR056C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-4.55&CDS=1-630
2059	OG0002059	YJR057W	augustus_masked-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-2.245-mRNA-1_1&gene=augustus_masked-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-2.245&CDS=1-636
2060	OG0002060	YJR058C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-1.79&CDS=1-444
2061	OG0002061	YJR060W	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-7.65-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-7.65&CDS=1-783
2062	OG0002062	YJR062C	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-7.67-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-7.67&CDS=1-1110
2063	OG0002063	YJR063W	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-3.27&CDS=1-369
2064	OG0002064	YJR064W	augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-0.12&CDS=1-1713
2065	OG0002065	YJR065C	augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-0.13&CDS=1-1296
2066	OG0002066	YJR068W	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.74&CDS=1-1149
2067	OG0002067	YJR069C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.66-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.66&CDS=1-579
2068	OG0002068	YJR070C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-3.7&CDS=1-966
2069	OG0002069	YJR072C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-5.28&CDS=1-1176
2070	OG0002070	YJR073C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-3.81&CDS=1-648
2071	OG0002071	YJR074W	genemark-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.63-mRNA-1_1&gene=genemark-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.63&CDS=1-612
2072	OG0002072	YJR077C	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.260-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.260&CDS=1-939
2073	OG0002073	YJR078W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.111-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.111&CDS=1-1467
2074	OG0002074	YJR080C	genemark-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-2.138-mRNA-1_1&gene=genemark-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-2.138&CDS=1-1188
2075	OG0002075	YJR082C	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-1.3&CDS=1-408
2076	OG0002076	YJR085C	maker-NODE_12_length_396418_cov_70.9058_ID_23-augustus-gene-2.228-mRNA-1_1&gene=maker-NODE_12_length_396418_cov_70.9058_ID_23-augustus-gene-2.228&CDS=1-315
2077	OG0002077	YJR086W	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.56&CDS=1-369
2078	OG0002078	YJR088C	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.8&CDS=1-867
2079	OG0002079	YJR090C	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.57&CDS=1-4077
2080	OG0002080	YJR092W	snap_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.104-mRNA-1_1&gene=snap_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.104&CDS=1-4452
2081	OG0002081	YJR093C	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.4&CDS=1-906
2082	OG0002082	YJR095W	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-4.100&CDS=1-957
2083	OG0002083	YJR096W	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-1.18&CDS=1-855
2084	OG0002084	YJR097W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-10.21-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-10.21&CDS=1-579
2085	OG0002085	YJR098C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-10.41-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-10.41&CDS=1-2322
2086	OG0002086	YJR099W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-7.93-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-7.93&CDS=1-735
2087	OG0002087	YJR100C	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-1.12&CDS=1-1056
2088	OG0002088	YJR101W	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-1.16&CDS=1-741
2089	OG0002089	YJR102C	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-1.15&CDS=1-597
2090	OG0002090	YJR104C	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-1.17&CDS=1-462
2091	OG0002091	YJR105W	augustus_masked-NODE_23_length_95945_cov_69.2483_ID_45-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_23_length_95945_cov_69.2483_ID_45-processed-gene-0.90&CDS=1-1035
2092	OG0002092	YJR107W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-14.55-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-14.55&CDS=1-1134
2093	OG0002093	YJR109C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-8.13-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-8.13&CDS=1-3516
2094	OG0002094	YJR110W	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.251-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.251&CDS=1-2424
2095	OG0002095	YJR111C	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.217-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.217&CDS=1-2865
2096	OG0002096	YJR113C	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.222-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.222&CDS=1-2250
2097	OG0002097	YJR116W	augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-0.1&CDS=1-831
2098	OG0002098	YJR117W	augustus_masked-NODE_23_length_95945_cov_69.2483_ID_45-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_23_length_95945_cov_69.2483_ID_45-processed-gene-0.72&CDS=1-1350
2099	OG0002099	YJR118C	augustus_masked-NODE_23_length_95945_cov_69.2483_ID_45-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_23_length_95945_cov_69.2483_ID_45-processed-gene-0.87&CDS=1-588
2100	OG0002100	YJR119C	augustus_masked-NODE_23_length_95945_cov_69.2483_ID_45-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_23_length_95945_cov_69.2483_ID_45-processed-gene-0.68&CDS=1-2523
2101	OG0002101	YJR121W	maker-NODE_23_length_95945_cov_69.2483_ID_45-augustus-gene-0.5-mRNA-1_1&gene=maker-NODE_23_length_95945_cov_69.2483_ID_45-augustus-gene-0.5&CDS=1-1506
2102	OG0002102	YJR122W	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-4.44&CDS=1-1401
2103	OG0002103	YJR123W	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-1.35&CDS=1-699
2104	OG0002104	YJR124C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-1.36&CDS=1-1407
2105	OG0002105	YJR125C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.9&CDS=1-1356
2106	OG0002106	YJR131W	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.104-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.104&CDS=1-2013
2107	OG0002107	YJR133W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-5.13&CDS=1-618
2108	OG0002108	YJR137C	genemark-NODE_20_length_184659_cov_71.8452_ID_39-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_20_length_184659_cov_71.8452_ID_39-processed-gene-0.29&CDS=1-4302
2109	OG0002109	YJR138W	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-1.61&CDS=1-8871
2110	OG0002110	YJR139C	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-1.80&CDS=1-1107
2111	OG0002111	YJR140C	maker-NODE_19_length_201287_cov_70.2906_ID_37-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_19_length_201287_cov_70.2906_ID_37-augustus-gene-1.0&CDS=1-6636
2112	OG0002112	YJR141W	snap_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-1.39-mRNA-1_1&gene=snap_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-1.39&CDS=1-1107
2113	OG0002113	YJR142W	augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.18&CDS=1-993
2114	OG0002114	YJR143C	augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.38&CDS=1-2241
2115	OG0002115	YJR144W	augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.19&CDS=1-930
2116	OG0002116	YJR148W	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-2.88&CDS=1-1221
2117	OG0002117	YKL001C	snap_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-2.103-mRNA-1_1&gene=snap_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-2.103&CDS=1-606
2118	OG0002118	YKL003C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.26&CDS=1-375
2119	OG0002119	YKL005C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.24&CDS=1-1977
2120	OG0002120	YKL006C-A	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.25&CDS=1-285
2121	OG0002121	YKL007W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.42&CDS=1-1416
2122	OG0002122	YKL009W	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.102&CDS=1-693
2123	OG0002123	YKL010C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.77&CDS=1-5028
2124	OG0002124	YKL011C	snap_masked-NODE_24_length_91208_cov_71.2268_ID_47-processed-gene-0.125-mRNA-1_1&gene=snap_masked-NODE_24_length_91208_cov_71.2268_ID_47-processed-gene-0.125&CDS=1-1287
2125	OG0002125	YKL012W	augustus_masked-NODE_24_length_91208_cov_71.2268_ID_47-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_24_length_91208_cov_71.2268_ID_47-processed-gene-0.66&CDS=1-1467
2126	OG0002126	YKL013C	augustus_masked-NODE_24_length_91208_cov_71.2268_ID_47-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_24_length_91208_cov_71.2268_ID_47-processed-gene-0.82&CDS=1-543
2127	OG0002127	YKL014C	snap_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.186-mRNA-1_1&gene=snap_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.186&CDS=1-5340
2128	OG0002128	YKL015W	genemark-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-14.9-mRNA-1_1&gene=genemark-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-14.9&CDS=1-3084
2129	OG0002129	YKL016C	augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.47&CDS=1-522
2130	OG0002130	YKL017C	augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.46&CDS=1-2121
2131	OG0002131	YKL018W	augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.28&CDS=1-969
2132	OG0002132	YKL019W	maker-NODE_17_length_258948_cov_75.1999_ID_33-augustus-gene-1.150-mRNA-1_1&gene=maker-NODE_17_length_258948_cov_75.1999_ID_33-augustus-gene-1.150&CDS=1-921
2133	OG0002133	YKL021C	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-1.27&CDS=1-1278
2134	OG0002134	YKL022C	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-1.25&CDS=1-2520
2135	OG0002135	YKL024C	maker-NODE_8_length_584629_cov_73.3826_ID_15-augustus-gene-4.95-mRNA-1_1&gene=maker-NODE_8_length_584629_cov_73.3826_ID_15-augustus-gene-4.95&CDS=1-1656
2136	OG0002136	YKL025C	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.257-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.257&CDS=1-1905
2137	OG0002137	YKL027W	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-1.85&CDS=1-1326
2138	OG0002138	YKL028W	genemark-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.0-mRNA-1_1&gene=genemark-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.0&CDS=1-1443
2139	OG0002139	YKL029C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.190-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.190&CDS=1-1917
2140	OG0002140	YKL033W	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.226-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.226&CDS=1-3276
2141	OG0002141	YKL033W-A	maker-NODE_21_length_176952_cov_79.863_ID_41-augustus-gene-0.213-mRNA-1_1&gene=maker-NODE_21_length_176952_cov_79.863_ID_41-augustus-gene-0.213&CDS=1-3246
2142	OG0002142	YKL035W	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-0.58&CDS=1-1500
2143	OG0002143	YKL040C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-3.12&CDS=1-765
2144	OG0002144	YKL041W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-2.43&CDS=1-660
2145	OG0002145	YKL043W	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-7.157-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-7.157&CDS=1-1737
2146	OG0002146	YKL045W	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-4.28&CDS=1-1581
2147	OG0002147	YKL047W	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-3.113&CDS=1-1374
2148	OG0002148	YKL051W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.107-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.107&CDS=1-900
2149	OG0002149	YKL053C-A	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.198-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-4.198&CDS=1-261
2150	OG0002150	YKL054C	snap_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-3.65-mRNA-1_1&gene=snap_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-3.65&CDS=1-2190
2151	OG0002151	YKL055C	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-0.30&CDS=1-750
2152	OG0002152	YKL056C	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-0.29&CDS=1-504
2153	OG0002153	YKL058W	maker-NODE_1_length_1633205_cov_71.5147_ID_1-snap-gene-3.0-mRNA-1_1&gene=maker-NODE_1_length_1633205_cov_71.5147_ID_1-snap-gene-3.0&CDS=1-333
2154	OG0002154	YKL059C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-3.33&CDS=1-1188
