	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034876_Tetrapisispora_iriomotensis
2207	OG0002207	YIL042C	snap_masked-flattened_line_7-processed-gene-1.27-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.27&CDS=1-1212
2208	OG0002208	YIL043C	augustus_masked-flattened_line_1-processed-gene-4.118-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-4.118&CDS=1-846
2209	OG0002209	YIL044C	augustus_masked-flattened_line_1-processed-gene-4.119-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-4.119&CDS=1-990
2210	OG0002210	YIL046W	augustus_masked-flattened_line_1-processed-gene-5.124-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.124&CDS=1-2115
2211	OG0002211	YIL047C	augustus_masked-flattened_line_29-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.34&CDS=1-2568
2212	OG0002212	YIL048W	snap_masked-flattened_line_29-processed-gene-1.237-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.237&CDS=1-3564
2213	OG0002213	YIL051C	augustus_masked-flattened_line_1-processed-gene-5.155-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.155&CDS=1-426
2214	OG0002214	YIL055C	augustus_masked-flattened_line_11-processed-gene-3.213-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.213&CDS=1-1740
2215	OG0002215	YIL056W	augustus_masked-flattened_line_11-processed-gene-3.171-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.171&CDS=1-2064
2216	OG0002216	YIL057C	augustus_masked-flattened_line_29-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.37&CDS=1-471
2217	OG0002217	YIL061C	augustus_masked-flattened_line_11-processed-gene-3.212-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.212&CDS=1-927
2218	OG0002218	YIL062C	augustus_masked-flattened_line_29-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.39&CDS=1-456
2219	OG0002219	YIL063C	augustus_masked-flattened_line_11-processed-gene-3.210-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.210&CDS=1-960
2220	OG0002220	YIL064W	augustus_masked-flattened_line_29-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.74&CDS=1-699
2221	OG0002221	YIL065C	snap_masked-flattened_line_11-processed-gene-3.127-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.127&CDS=1-465
2222	OG0002222	YIL067C	augustus_masked-flattened_line_29-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.41&CDS=1-2016
2223	OG0002223	YIL068C	augustus_masked-flattened_line_11-processed-gene-3.207-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.207&CDS=1-2406
2224	OG0002224	YIL070C	augustus_masked-flattened_line_11-processed-gene-3.205-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.205&CDS=1-831
2225	OG0002225	YIL071C	snap_masked-flattened_line_11-processed-gene-3.121-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.121&CDS=1-1203
2226	OG0002226	YIL072W	augustus_masked-flattened_line_25-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.25&CDS=1-1815
2227	OG0002227	YIL073C	augustus_masked-flattened_line_25-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.59&CDS=1-3402
2228	OG0002228	YIL075C	augustus_masked-flattened_line_11-processed-gene-3.201-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.201&CDS=1-2826
2229	OG0002229	YIL076W	augustus_masked-flattened_line_25-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.23&CDS=1-885
2230	OG0002230	YIL077C	augustus_masked-flattened_line_11-processed-gene-3.199-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.199&CDS=1-927
2231	OG0002231	YIL078W	augustus_masked-flattened_line_25-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.22&CDS=1-2184
2232	OG0002232	YIL083C	augustus_masked-flattened_line_23-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.32&CDS=1-1071
2233	OG0002233	YIL084C	augustus_masked-flattened_line_3-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.77&CDS=1-1038
2234	OG0002234	YIL088C	augustus_masked-flattened_line_3-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.79&CDS=1-1434
2235	OG0002235	YIL090W	augustus_masked-flattened_line_3-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.103&CDS=1-1650
2236	OG0002236	YIL091C	augustus_masked-flattened_line_9-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-1.116&CDS=1-2124
2237	OG0002237	YIL093C	augustus_masked-flattened_line_3-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.80&CDS=1-792
2238	OG0002238	YIL094C	augustus_masked-flattened_line_3-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.81&CDS=1-1113
2239	OG0002239	YIL096C	augustus_masked-flattened_line_3-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.5&CDS=1-996
2240	OG0002240	YIL097W	augustus_masked-flattened_line_9-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-1.97&CDS=1-1497
2241	OG0002241	YIL098C	augustus_masked-flattened_line_3-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.6&CDS=1-471
2242	OG0002242	YIL099W	augustus_masked-flattened_line_9-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-1.95&CDS=1-2007
2243	OG0002243	YIL101C	augustus_masked-flattened_line_3-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.8&CDS=1-2604
2244	OG0002244	YIL103W	augustus_masked-flattened_line_3-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.26&CDS=1-1269
2245	OG0002245	YIL104C	augustus_masked-flattened_line_3-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.9&CDS=1-1494
2246	OG0002246	YIL105C	augustus_masked-flattened_line_9-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-1.113&CDS=1-1830
2247	OG0002247	YIL107C	augustus_masked-flattened_line_5-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-1.97&CDS=1-2445
2248	OG0002248	YIL108W	augustus_masked-flattened_line_3-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.28&CDS=1-2091
2249	OG0002249	YIL109C	augustus_masked-flattened_line_3-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.12&CDS=1-2901
2250	OG0002250	YIL110W	maker-flattened_line_5-augustus-gene-1.2-mRNA-1_1&gene=maker-flattened_line_5-augustus-gene-1.2&CDS=1-5712
2251	OG0002251	YIL115C	snap_masked-flattened_line_5-processed-gene-1.56-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.56&CDS=1-4086
2252	OG0002252	YIL116W	augustus_masked-flattened_line_5-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-1.111&CDS=1-1176
2253	OG0002253	YIL118W	augustus_masked-flattened_line_5-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-1.112&CDS=1-639
2254	OG0002254	YIL119C	snap_masked-flattened_line_3-processed-gene-4.116-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.116&CDS=1-708
2255	OG0002255	YIL122W	snap_masked-flattened_line_5-processed-gene-1.75-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.75&CDS=1-963
2256	OG0002256	YIL124W	augustus_masked-flattened_line_5-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-1.115&CDS=1-879
2257	OG0002257	YIL125W	augustus_masked-flattened_line_5-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-1.116&CDS=1-3054
2258	OG0002258	YIL126W	maker-flattened_line_5-snap-gene-1.127-mRNA-1_1&gene=maker-flattened_line_5-snap-gene-1.127&CDS=1-4059
2259	OG0002259	YIL127C	augustus_masked-flattened_line_5-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-1.100&CDS=1-612
2260	OG0002260	YIL128W	augustus_masked-flattened_line_5-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-1.118&CDS=1-3057
2261	OG0002261	YIL129C	augustus_masked-flattened_line_25-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.57&CDS=1-7491
2262	OG0002262	YIL130W	augustus_masked-flattened_line_5-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-1.119&CDS=1-2727
2263	OG0002263	YIL132C	augustus_masked-flattened_line_25-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.55&CDS=1-720
2264	OG0002264	YIL134W	augustus_masked-flattened_line_5-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-1.120&CDS=1-1044
2265	OG0002265	YIL136W	augustus_masked-flattened_line_5-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-1.124&CDS=1-1317
2266	OG0002266	YIL137C	augustus_masked-flattened_line_25-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.18&CDS=1-2694
2267	OG0002267	YIL139C	augustus_masked-flattened_line_5-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-2.2&CDS=1-732
2268	OG0002268	YIL140W	augustus_masked-flattened_line_5-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-2.6&CDS=1-2469
2269	OG0002269	YIL142W	augustus_masked-flattened_line_5-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-2.7&CDS=1-1581
2270	OG0002270	YIL143C	augustus_masked-flattened_line_41-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.21&CDS=1-2565
2271	OG0002271	YIL144W	augustus_masked-flattened_line_13-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-0.32&CDS=1-2136
2272	OG0002272	YIL145C	augustus_masked-flattened_line_41-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.20&CDS=1-927
2273	OG0002273	YIL147C	snap_masked-flattened_line_33-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.83&CDS=1-4596
2274	OG0002274	YIL150C	augustus_masked-flattened_line_41-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.17&CDS=1-1752
2275	OG0002275	YIL152W	snap_masked-flattened_line_41-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.81&CDS=1-534
2276	OG0002276	YIL154C	augustus_masked-flattened_line_41-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.14&CDS=1-1314
2277	OG0002277	YIL155C	augustus_masked-flattened_line_41-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.13&CDS=1-1932
2278	OG0002278	YIL156W	augustus_masked-flattened_line_33-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.6&CDS=1-4374
2279	OG0002279	YIL157C	augustus_masked-flattened_line_41-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.12&CDS=1-555
2280	OG0002280	YIL159W	snap_masked-flattened_line_41-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.80&CDS=1-1575
2281	OG0002281	YIL160C	augustus_masked-flattened_line_96-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.2&CDS=1-1239
2282	OG0002282	YIL161W	snap_masked-flattened_line_96-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.5&CDS=1-684
2283	OG0002283	YIR002C	augustus_masked-flattened_line_29-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.95&CDS=1-3027
2284	OG0002284	YIR003W	snap_masked-flattened_line_5-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.55&CDS=1-1779
2285	OG0002285	YIR004W	augustus_masked-flattened_line_47-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.35&CDS=1-1266
2286	OG0002286	YIR005W	augustus_masked-flattened_line_3-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.55&CDS=1-432
2287	OG0002287	YIR006C	augustus_masked-flattened_line_91-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_91-processed-gene-0.5&CDS=1-3951
2288	OG0002288	YIR007W	augustus_masked-flattened_line_1-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-4.97&CDS=1-2247
2289	OG0002289	YIR008C	augustus_masked-flattened_line_1-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-4.120&CDS=1-1251
2290	OG0002290	YIR010W	snap_masked-flattened_line_1-processed-gene-4.55-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.55&CDS=1-1683
2291	OG0002291	YIR011C	augustus_masked-flattened_line_47-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.45&CDS=1-1101
2292	OG0002292	YIR012W	augustus_masked-flattened_line_1-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-4.107&CDS=1-1329
2293	OG0002293	YIR015W	augustus_masked-flattened_line_5-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-0.109&CDS=1-417
2294	OG0002294	YIR016W	snap_masked-flattened_line_13-processed-gene-3.127-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-3.127&CDS=1-2394
2295	OG0002295	YIR017C	augustus_masked-flattened_line_5-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-0.91&CDS=1-516
2296	OG0002296	YIR022W	augustus_masked-flattened_line_25-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.33&CDS=1-510
2297	OG0002297	YIR023W	augustus_masked-flattened_line_43-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-1.20&CDS=1-2937
2298	OG0002298	YIR024C	snap_masked-flattened_line_25-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.57&CDS=1-675
2299	OG0002299	YIR025W	augustus_masked-flattened_line_43-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-1.24&CDS=1-1293
2300	OG0002300	YIR026C	snap_masked-flattened_line_43-processed-gene-1.172-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-1.172&CDS=1-1074
2301	OG0002301	YIR034C	augustus_masked-flattened_line_43-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-1.52&CDS=1-1119
2302	OG0002302	YIR035C	augustus_masked-flattened_line_43-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-1.54&CDS=1-771
2303	OG0002303	YJL002C	augustus_masked-flattened_line_67-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.25&CDS=1-1392
2304	OG0002304	YJL003W	augustus_masked-flattened_line_67-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.12&CDS=1-351
2305	OG0002305	YJL004C	augustus_masked-flattened_line_67-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.24&CDS=1-606
2306	OG0002306	YJL005W	augustus_masked-flattened_line_67-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.10&CDS=1-5949
2307	OG0002307	YJL006C	augustus_masked-flattened_line_77-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_77-processed-gene-0.53&CDS=1-978
2308	OG0002308	YJL008C	augustus_masked-flattened_line_77-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_77-processed-gene-0.55&CDS=1-1707
2309	OG0002309	YJL010C	augustus_masked-flattened_line_77-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_77-processed-gene-0.56&CDS=1-2043
2310	OG0002310	YJL011C	augustus_masked-flattened_line_15-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.36&CDS=1-489
2311	OG0002311	YJL012C	augustus_masked-flattened_line_15-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.35&CDS=1-2190
2312	OG0002312	YJL014W	augustus_masked-flattened_line_15-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.14&CDS=1-1614
2313	OG0002313	YJL016W	snap_masked-flattened_line_81-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.4&CDS=1-1344
2314	OG0002314	YJL019W	augustus_masked-flattened_line_15-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.13&CDS=1-2157
2315	OG0002315	YJL020C	augustus_masked-flattened_line_15-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.33&CDS=1-3033
2316	OG0002316	YJL023C	augustus_masked-flattened_line_15-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.32&CDS=1-996
2317	OG0002317	YJL024C	augustus_masked-flattened_line_67-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.19&CDS=1-612
2318	OG0002318	YJL025W	snap_masked-flattened_line_67-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.59&CDS=1-1935
2319	OG0002319	YJL026W	augustus_masked-flattened_line_27-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.10&CDS=1-1203
2320	OG0002320	YJL029C	augustus_masked-flattened_line_77-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_77-processed-gene-0.63&CDS=1-2481
2321	OG0002321	YJL030W	augustus_masked-flattened_line_77-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_77-processed-gene-0.54&CDS=1-609
2322	OG0002322	YJL031C	augustus_masked-flattened_line_77-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_77-processed-gene-0.62&CDS=1-978
2323	OG0002323	YJL033W	augustus_masked-flattened_line_77-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_77-processed-gene-0.52&CDS=1-2316
2324	OG0002324	YJL034W	augustus_masked-flattened_line_77-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_77-processed-gene-0.51&CDS=1-2052
2325	OG0002325	YJL035C	augustus_masked-flattened_line_27-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.41&CDS=1-810
2326	OG0002326	YJL036W	augustus_masked-flattened_line_77-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_77-processed-gene-0.50&CDS=1-1491
2327	OG0002327	YJL039C	augustus_masked-flattened_line_27-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-2.1&CDS=1-5034
2328	OG0002328	YJL041W	snap_masked-flattened_line_27-processed-gene-2.84-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-2.84&CDS=1-2274
2329	OG0002329	YJL042W	augustus_masked-flattened_line_7-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-0.37&CDS=1-4020
2330	OG0002330	YJL044C	snap_masked-flattened_line_27-processed-gene-1.99-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.99&CDS=1-1353
2331	OG0002331	YJL047C	snap_masked-flattened_line_9-processed-gene-4.168-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-4.168&CDS=1-2364
2332	OG0002332	YJL050W	augustus_masked-flattened_line_9-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-4.59&CDS=1-3213
2333	OG0002333	YJL051W	augustus_masked-flattened_line_9-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-4.60&CDS=1-2694
2334	OG0002334	YJL053W	augustus_masked-flattened_line_3-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.32&CDS=1-5574
2335	OG0002335	YJL056C	augustus_masked-flattened_line_9-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-4.32&CDS=1-2295
2336	OG0002336	YJL057C	augustus_masked-flattened_line_3-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.55&CDS=1-3579
2337	OG0002337	YJL059W	augustus_masked-flattened_line_3-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.31&CDS=1-1257
2338	OG0002338	YJL060W	augustus_masked-flattened_line_9-processed-gene-4.61-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-4.61&CDS=1-1296
2339	OG0002339	YJL061W	augustus_masked-flattened_line_9-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-4.62&CDS=1-2163
2340	OG0002340	YJL062W	maker-flattened_line_9-augustus-gene-4.0-mRNA-1_1&gene=maker-flattened_line_9-augustus-gene-4.0&CDS=1-2604
2341	OG0002341	YJL068C	augustus_masked-flattened_line_3-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.52&CDS=1-894
2342	OG0002342	YJL069C	augustus_masked-flattened_line_3-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.51&CDS=1-1797
2343	OG0002343	YJL076W	snap_masked-flattened_line_3-processed-gene-1.131-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.131&CDS=1-3075
2344	OG0002344	YJL088W	augustus_masked-flattened_line_3-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.24&CDS=1-969
2345	OG0002345	YJL089W	snap_masked-flattened_line_3-processed-gene-1.126-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.126&CDS=1-3186
2346	OG0002346	YJL090C	augustus_masked-flattened_line_31-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.19&CDS=1-2262
2347	OG0002347	YJL092W	augustus_masked-flattened_line_31-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.34&CDS=1-3291
2348	OG0002348	YJL097W	augustus_masked-flattened_line_31-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.35&CDS=1-681
2349	OG0002349	YJL111W	augustus_masked-flattened_line_31-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.56&CDS=1-1647
2350	OG0002350	YJL112W	augustus_masked-flattened_line_31-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.57&CDS=1-2124
2351	OG0002351	YJL115W	augustus_masked-flattened_line_31-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.60&CDS=1-825
2352	OG0002352	YJL117W	augustus_masked-flattened_line_7-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-2.11&CDS=1-897
2353	OG0002353	YJL121C	augustus_masked-flattened_line_7-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-2.24&CDS=1-708
2354	OG0002354	YJL122W	augustus_masked-flattened_line_31-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.20&CDS=1-495
2355	OG0002355	YJL124C	maker-flattened_line_31-augustus-gene-1.0-mRNA-1_1&gene=maker-flattened_line_31-augustus-gene-1.0&CDS=1-1758
2356	OG0002356	YJL125C	augustus_masked-flattened_line_31-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.14&CDS=1-1227
2357	OG0002357	YJL126W	augustus_masked-flattened_line_7-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-2.8&CDS=1-912
2358	OG0002358	YJL127C	augustus_masked-flattened_line_7-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-2.23&CDS=1-2007
2359	OG0002359	YJL128C	snap_masked-flattened_line_7-processed-gene-2.90-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.90&CDS=1-1755
2360	OG0002360	YJL129C	genemark-flattened_line_7-processed-gene-2.54-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-2.54&CDS=1-4377
2361	OG0002361	YJL130C	snap_masked-flattened_line_7-processed-gene-2.88-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.88&CDS=1-6648
2362	OG0002362	YJL131C	genemark-flattened_line_7-processed-gene-2.52-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-2.52&CDS=1-1146
2363	OG0002363	YJL140W	augustus_masked-flattened_line_7-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-1.112&CDS=1-597
2364	OG0002364	YJL141C	augustus_masked-flattened_line_15-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.10&CDS=1-2172
2365	OG0002365	YJL143W	augustus_masked-flattened_line_53-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.56&CDS=1-483
2366	OG0002366	YJL145W	augustus_masked-flattened_line_15-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.31&CDS=1-876
2367	OG0002367	YJL146W	augustus_masked-flattened_line_53-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.57&CDS=1-1452
2368	OG0002368	YJL147C	snap_masked-flattened_line_53-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.86&CDS=1-1257
2369	OG0002369	YJL148W	snap_masked-flattened_line_53-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.118&CDS=1-690
