	OrthologID	Komagataella_pastoris	Saccharomyces_cerevisiae
1703	OG0001703	snap_masked-chromosome_2-processed-gene-11.26-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-11.26&CDS=1-327	YBR278W
1704	OG0001704	augustus_masked-chromosome_2-processed-gene-11.142-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-11.142&CDS=1-438	YBR282W
1705	OG0001705	snap_masked-chromosome_2-processed-gene-11.28-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-11.28&CDS=1-1023	YPL088W
1706	OG0001706	snap_masked-chromosome_2-processed-gene-11.46-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-11.46&CDS=1-2088	YKL104C
1707	OG0001707	augustus_masked-chromosome_2-processed-gene-11.129-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-11.129&CDS=1-2724	YDR325W
1708	OG0001708	snap_masked-chromosome_2-processed-gene-11.47-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-11.47&CDS=1-1029	YLR100W
1709	OG0001709	snap_masked-chromosome_2-processed-gene-11.34-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-11.34&CDS=1-3264	YJR035W
1710	OG0001710	augustus_masked-chromosome_2-processed-gene-12.48-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-12.48&CDS=1-1557	YER007W
1711	OG0001711	snap_masked-chromosome_2-processed-gene-12.103-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-12.103&CDS=1-1887	YDR129C
1712	OG0001712	snap_masked-chromosome_2-processed-gene-12.106-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-12.106&CDS=1-591	YGL200C
1713	OG0001713	genemark-chromosome_2-processed-gene-12.6-mRNA-1_1&gene=genemark-chromosome_2-processed-gene-12.6&CDS=1-729	YKL154W
1714	OG0001714	snap_masked-chromosome_2-processed-gene-12.101-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-12.101&CDS=1-1122	YGL148W
1715	OG0001715	snap_masked-chromosome_2-processed-gene-12.110-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-12.110&CDS=1-2835	YGL179C
1716	OG0001716	snap_masked-chromosome_2-processed-gene-12.129-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-12.129&CDS=1-2949	YGL180W
1717	OG0001717	augustus_masked-chromosome_2-processed-gene-12.73-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-12.73&CDS=1-2853	YHR154W
1718	OG0001718	snap_masked-chromosome_2-processed-gene-12.111-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-12.111&CDS=1-891	YBL050W
1719	OG0001719	snap_masked-chromosome_2-processed-gene-12.112-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-12.112&CDS=1-603	YHR089C
1720	OG0001720	maker-chromosome_2-snap-gene-12.94-mRNA-1_1&gene=maker-chromosome_2-snap-gene-12.94&CDS=1-3582	YBL047C
1721	OG0001721	augustus_masked-chromosome_2-processed-gene-12.60-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-12.60&CDS=1-1017	YKL011C
1722	OG0001722	augustus_masked-chromosome_2-processed-gene-12.61-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-12.61&CDS=1-1545	YER082C
1723	OG0001723	maker-chromosome_2-augustus-gene-12.93-mRNA-1_1&gene=maker-chromosome_2-augustus-gene-12.93&CDS=1-4365	YIL075C
1724	OG0001724	snap_masked-chromosome_2-processed-gene-12.120-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-12.120&CDS=1-1752	YMR120C
1725	OG0001725	augustus_masked-chromosome_2-processed-gene-12.80-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-12.80&CDS=1-2694	YMR125W
1726	OG0001726	maker-chromosome_2-snap-gene-12.95-mRNA-1_1&gene=maker-chromosome_2-snap-gene-12.95&CDS=1-684	YMR123W
1727	OG0001727	snap_masked-chromosome_2-processed-gene-12.143-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-12.143&CDS=1-597	YFL010C
1728	OG0001728	augustus_masked-chromosome_2-processed-gene-12.85-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-12.85&CDS=1-1989	YLR424W
1729	OG0001729	augustus_masked-chromosome_2-processed-gene-12.67-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-12.67&CDS=1-1359	YLR423C
1730	OG0001730	snap_masked-chromosome_2-processed-gene-12.126-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-12.126&CDS=1-1095	YLR418C
1731	OG0001731	snap_masked-chromosome_2-processed-gene-13.121-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.121&CDS=1-2115	YGL026C
1732	OG0001732	snap_masked-chromosome_2-processed-gene-13.119-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.119&CDS=1-615	YJR133W
1733	OG0001733	snap_masked-chromosome_2-processed-gene-13.148-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.148&CDS=1-726	YMR188C
1734	OG0001734	snap_masked-chromosome_2-processed-gene-13.123-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.123&CDS=1-1170	YIL116W
1735	OG0001735	augustus_masked-chromosome_2-processed-gene-13.30-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-13.30&CDS=1-1503	YPL233W
1736	OG0001736	augustus_masked-chromosome_2-processed-gene-13.6-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-13.6&CDS=1-474	YPL234C
1737	OG0001737	snap_masked-chromosome_2-processed-gene-13.151-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.151&CDS=1-1398	YPL235W
1738	OG0001738	snap_masked-chromosome_2-processed-gene-13.124-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.124&CDS=1-1017	YPL236C
1739	OG0001739	genemark-chromosome_2-processed-gene-13.91-mRNA-1_1&gene=genemark-chromosome_2-processed-gene-13.91&CDS=1-501	YNL328C
1740	OG0001740	augustus_masked-chromosome_2-processed-gene-13.9-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-13.9&CDS=1-969	YPL244C
1741	OG0001741	snap_masked-chromosome_2-processed-gene-13.153-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.153&CDS=1-1956	YNR008W
1742	OG0001742	augustus_masked-chromosome_2-processed-gene-13.34-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-13.34&CDS=1-2199	YHR197W
1743	OG0001743	genemark-chromosome_2-processed-gene-13.65-mRNA-1_1&gene=genemark-chromosome_2-processed-gene-13.65&CDS=1-3036	YPR113W
1744	OG0001744	snap_masked-chromosome_2-processed-gene-13.155-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.155&CDS=1-4485	YPL167C
1745	OG0001745	snap_masked-chromosome_2-processed-gene-13.130-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.130&CDS=1-933	YOR251C
1746	OG0001746	augustus_masked-chromosome_2-processed-gene-13.36-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-13.36&CDS=1-3240	YFL025C
1747	OG0001747	snap_masked-chromosome_2-processed-gene-13.131-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.131&CDS=1-2289	YIL140W
1748	OG0001748	snap_masked-chromosome_2-processed-gene-13.132-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.132&CDS=1-1023	YMR201C
1749	OG0001749	snap_masked-chromosome_2-processed-gene-13.133-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.133&CDS=1-999	YGL159W
1750	OG0001750	augustus_masked-chromosome_2-processed-gene-13.38-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-13.38&CDS=1-813	YOR305W
1751	OG0001751	augustus_masked-chromosome_2-processed-gene-13.40-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-13.40&CDS=1-2574	YJL156C
1752	OG0001752	snap_masked-chromosome_2-processed-gene-13.135-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.135&CDS=1-858	YLR393W
1753	OG0001753	snap_masked-chromosome_2-processed-gene-13.161-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.161&CDS=1-3699	YLR398C
1754	OG0001754	snap_masked-chromosome_2-processed-gene-13.163-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.163&CDS=1-2289	YLR397C
1755	OG0001755	snap_masked-chromosome_2-processed-gene-13.137-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.137&CDS=1-297	YLR390W
1756	OG0001756	augustus_masked-chromosome_2-processed-gene-13.19-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-13.19&CDS=1-1935	YDL063C
1757	OG0001757	snap_masked-chromosome_2-processed-gene-13.164-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.164&CDS=1-471	YDL064W
1758	OG0001758	snap_masked-chromosome_2-processed-gene-13.139-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.139&CDS=1-900	YDL065C
1759	OG0001759	snap_masked-chromosome_2-processed-gene-13.140-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.140&CDS=1-1680	YDR232W
1760	OG0001760	snap_masked-chromosome_2-processed-gene-13.165-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.165&CDS=1-234	YHR001W-A
1761	OG0001761	augustus_masked-chromosome_2-processed-gene-13.23-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-13.23&CDS=1-1380	YMR034C
1762	OG0001762	snap_masked-chromosome_2-processed-gene-13.166-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.166&CDS=1-1419	YMR033W
1763	OG0001763	augustus_masked-chromosome_2-processed-gene-13.47-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-13.47&CDS=1-621	YJR112W
1764	OG0001764	augustus_masked-chromosome_2-processed-gene-13.25-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-13.25&CDS=1-1128	YGL111W
1765	OG0001765	snap_masked-chromosome_2-processed-gene-13.169-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.169&CDS=1-1944	YGL110C
1766	OG0001766	snap_masked-chromosome_2-processed-gene-13.145-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.145&CDS=1-1401	YBR243C
1767	OG0001767	snap_masked-chromosome_2-processed-gene-13.172-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.172&CDS=1-1131	YNL001W
1768	OG0001768	snap_masked-chromosome_2-processed-gene-13.173-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.173&CDS=1-1098	YGL105W
1769	OG0001769	snap_masked-chromosome_2-processed-gene-13.147-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-13.147&CDS=1-1443	YBR239C
1770	OG0001770	augustus_masked-chromosome_2-processed-gene-13.53-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-13.53&CDS=1-435	YGL106W
1771	OG0001771	genemark-chromosome_2-processed-gene-13.86-mRNA-1_1&gene=genemark-chromosome_2-processed-gene-13.86&CDS=1-1005	YBR246W
1772	OG0001772	snap_masked-chromosome_2-processed-gene-14.99-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-14.99&CDS=1-1041	YBL033C
1773	OG0001773	maker-chromosome_2-snap-gene-14.47-mRNA-1_1&gene=maker-chromosome_2-snap-gene-14.47&CDS=1-867	YMR262W
1774	OG0001774	augustus_masked-chromosome_2-processed-gene-14.6-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-14.6&CDS=1-738	YML112W
1775	OG0001775	snap_masked-chromosome_2-processed-gene-14.101-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-14.101&CDS=1-450	YMR260C
1776	OG0001776	snap_masked-chromosome_2-processed-gene-14.102-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-14.102&CDS=1-4398	YMR259C
1777	OG0001777	augustus_masked-chromosome_2-processed-gene-14.20-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-14.20&CDS=1-12447	YKR054C
1778	OG0001778	snap_masked-chromosome_2-processed-gene-14.123-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-14.123&CDS=1-1746	YMR258C
1779	OG0001779	snap_masked-chromosome_2-processed-gene-14.124-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-14.124&CDS=1-954	YOL054W
1780	OG0001780	snap_masked-chromosome_2-processed-gene-14.125-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-14.125&CDS=1-186	YMR256C
1781	OG0001781	snap_masked-chromosome_2-processed-gene-14.127-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-14.127&CDS=1-1011	YIR029W
1782	OG0001782	augustus_masked-chromosome_2-processed-gene-14.25-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-14.25&CDS=1-1041	YGR127W
1783	OG0001783	snap_masked-chromosome_2-processed-gene-14.108-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-14.108&CDS=1-192	YML081C-A
1784	OG0001784	augustus_masked-chromosome_2-processed-gene-14.9-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-14.9&CDS=1-1602	YJR131W
1785	OG0001785	snap_masked-chromosome_2-processed-gene-14.131-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-14.131&CDS=1-471	YHR191C
1786	OG0001786	augustus_masked-chromosome_2-processed-gene-14.10-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-14.10&CDS=1-855	YHR192W
1787	OG0001787	snap_masked-chromosome_2-processed-gene-14.132-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-14.132&CDS=1-606	YHR193C
1788	OG0001788	augustus_masked-chromosome_2-processed-gene-14.31-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-14.31&CDS=1-447	YBR109C
1789	OG0001789	augustus_masked-chromosome_2-processed-gene-14.12-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-14.12&CDS=1-1350	YBR110W
1790	OG0001790	augustus_masked-chromosome_2-processed-gene-14.33-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-14.33&CDS=1-618	YBR111C
1791	OG0001791	snap_masked-chromosome_2-processed-gene-14.113-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-14.113&CDS=1-288	YBR111W-A
1792	OG0001792	augustus_masked-chromosome_2-processed-gene-14.34-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-14.34&CDS=1-2421	YBR112C
1793	OG0001793	snap_masked-chromosome_2-processed-gene-14.138-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-14.138&CDS=1-1653	YPR070W
1794	OG0001794	snap_masked-chromosome_2-processed-gene-14.139-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-14.139&CDS=1-882	YML110C
1795	OG0001795	augustus_masked-chromosome_2-processed-gene-14.36-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-14.36&CDS=1-2196	YAL053W
1796	OG0001796	augustus_masked-chromosome_2-processed-gene-14.16-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-14.16&CDS=1-2802	YOR346W
1797	OG0001797	augustus_masked-chromosome_2-processed-gene-14.37-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-14.37&CDS=1-1515	YAL038W
1798	OG0001798	snap_masked-chromosome_2-processed-gene-14.141-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-14.141&CDS=1-1452	YNR012W
1799	OG0001799	augustus_masked-chromosome_2-processed-gene-14.39-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-14.39&CDS=1-876	YJL158C
1800	OG0001800	augustus_masked-chromosome_2-processed-gene-14.41-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-14.41&CDS=1-1821	YDR108W
1801	OG0001801	snap_masked-chromosome_2-processed-gene-14.119-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-14.119&CDS=1-1074	YMR041C
1802	OG0001802	snap_masked-chromosome_2-processed-gene-14.146-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-14.146&CDS=1-2706	YKR009C
1803	OG0001803	snap_masked-chromosome_2-processed-gene-14.121-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-14.121&CDS=1-2703	YBR229C
1804	OG0001804	genemark-chromosome_2-processed-gene-14.97-mRNA-1_1&gene=genemark-chromosome_2-processed-gene-14.97&CDS=1-396	YHR175W
1805	OG0001805	snap_masked-chromosome_2-processed-gene-15.0-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-15.0&CDS=1-1335	YDR448W
1806	OG0001806	snap_masked-chromosome_2-processed-gene-15.5-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-15.5&CDS=1-1248	YDR449C
1807	OG0001807	snap_masked-chromosome_2-processed-gene-15.7-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-15.7&CDS=1-2103	YOR317W
1808	OG0001808	snap_masked-chromosome_2-processed-gene-15.27-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-15.27&CDS=1-1161	YGR110W
1809	OG0001809	augustus_masked-chromosome_2-processed-gene-15.60-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-15.60&CDS=1-1374	YBR288C
1810	OG0001810	snap_masked-chromosome_2-processed-gene-15.10-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-15.10&CDS=1-1644	YOR132W
1811	OG0001811	augustus_masked-chromosome_2-processed-gene-15.76-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-15.76&CDS=1-1203	YDR106W
1812	OG0001812	snap_masked-chromosome_2-processed-gene-15.12-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-15.12&CDS=1-1041	YDR105C
1813	OG0001813	augustus_masked-chromosome_2-processed-gene-15.64-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-15.64&CDS=1-1014	YDR058C
1814	OG0001814	snap_masked-chromosome_2-processed-gene-15.31-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-15.31&CDS=1-807	YNL252C
1815	OG0001815	snap_masked-chromosome_2-processed-gene-15.32-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-15.32&CDS=1-1203	YAL042W
1816	OG0001816	augustus_masked-chromosome_2-processed-gene-15.78-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-15.78&CDS=1-2319	YER171W
1817	OG0001817	augustus_masked-chromosome_2-processed-gene-15.79-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-15.79&CDS=1-1047	YJR141W
1818	OG0001818	maker-chromosome_2-snap-gene-15.47-mRNA-1_1&gene=maker-chromosome_2-snap-gene-15.47&CDS=1-5130	YJR140C
1819	OG0001819	augustus_masked-chromosome_2-processed-gene-15.80-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-15.80&CDS=1-2934	YLR071C
1820	OG0001820	maker-chromosome_2-snap-gene-15.48-mRNA-1_1&gene=maker-chromosome_2-snap-gene-15.48&CDS=1-2940	YJR098C
1821	OG0001821	snap_masked-chromosome_2-processed-gene-15.36-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-15.36&CDS=1-552	YJR097W
1822	OG0001822	augustus_masked-chromosome_2-processed-gene-15.67-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-15.67&CDS=1-705	YEL038W
1823	OG0001823	maker-chromosome_2-snap-gene-15.50-mRNA-1_1&gene=maker-chromosome_2-snap-gene-15.50&CDS=1-1014	YEL037C
1824	OG0001824	augustus_masked-chromosome_2-processed-gene-15.68-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-15.68&CDS=1-1839	YML046W
1825	OG0001825	augustus_masked-chromosome_2-processed-gene-15.83-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-15.83&CDS=1-1668	YJR052W
1826	OG0001826	snap_masked-chromosome_2-processed-gene-15.20-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-15.20&CDS=1-4575	YPR184W
1827	OG0001827	augustus_masked-chromosome_2-processed-gene-15.86-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-15.86&CDS=1-4206	YPR189W
1828	OG0001828	augustus_masked-chromosome_2-processed-gene-15.72-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-15.72&CDS=1-423	YPR188C
1829	OG0001829	snap_masked-chromosome_2-processed-gene-15.43-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-15.43&CDS=1-465	YPR187W
1830	OG0001830	augustus_masked-chromosome_2-processed-gene-15.88-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-15.88&CDS=1-1827	YPR185W
1831	OG0001831	augustus_masked-chromosome_2-processed-gene-15.89-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-15.89&CDS=1-1887	YPR190C
1832	OG0001832	snap_masked-chromosome_2-processed-gene-15.22-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-15.22&CDS=1-1056	YPR191W
1833	OG0001833	snap_masked-chromosome_2-processed-gene-15.23-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-15.23&CDS=1-270	YPR182W
1834	OG0001834	snap_masked-chromosome_2-processed-gene-15.25-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-15.25&CDS=1-1161	YLR459W
1835	OG0001835	snap_masked-chromosome_2-processed-gene-15.26-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-15.26&CDS=1-912	YPR180W
1836	OG0001836	genemark-chromosome_2-processed-gene-15.134-mRNA-1_1&gene=genemark-chromosome_2-processed-gene-15.134&CDS=1-1209	YPR178W
1837	OG0001837	snap_masked-chromosome_2-processed-gene-16.0-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-16.0&CDS=1-4017	YKL215C
1838	OG0001838	genemark-chromosome_2-processed-gene-16.49-mRNA-1_1&gene=genemark-chromosome_2-processed-gene-16.49&CDS=1-1074	YOR155C
1839	OG0001839	snap_masked-chromosome_2-processed-gene-16.3-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-16.3&CDS=1-2112	YJL012C
1840	OG0001840	snap_masked-chromosome_2-processed-gene-16.22-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-16.22&CDS=1-840	YNL284C
1841	OG0001841	snap_masked-chromosome_2-processed-gene-16.4-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-16.4&CDS=1-4323	YLR086W
1842	OG0001842	snap_masked-chromosome_2-processed-gene-16.23-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-16.23&CDS=1-2727	YGR261C
1843	OG0001843	maker-chromosome_2-augustus-gene-16.96-mRNA-1_1&gene=maker-chromosome_2-augustus-gene-16.96&CDS=1-3528	YDR293C
1844	OG0001844	snap_masked-chromosome_2-processed-gene-16.25-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-16.25&CDS=1-411	YLR008C
1845	OG0001845	augustus_masked-chromosome_2-processed-gene-16.102-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-16.102&CDS=1-597	YLR009W
1846	OG0001846	snap_masked-chromosome_2-processed-gene-16.28-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-16.28&CDS=1-2445	YLR014C
1847	OG0001847	snap_masked-chromosome_2-processed-gene-16.29-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-16.29&CDS=1-1758	YHR037W
1848	OG0001848	augustus_masked-chromosome_2-processed-gene-16.124-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-16.124&CDS=1-3156	YLR069C
1849	OG0001849	snap_masked-chromosome_2-processed-gene-16.7-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-16.7&CDS=1-1236	YGR244C
1850	OG0001850	snap_masked-chromosome_2-processed-gene-16.10-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-16.10&CDS=1-1101	YGR202C
1851	OG0001851	genemark-chromosome_2-processed-gene-16.81-mRNA-1_1&gene=genemark-chromosome_2-processed-gene-16.81&CDS=1-1401	YPR169W
1852	OG0001852	snap_masked-chromosome_2-processed-gene-16.13-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-16.13&CDS=1-621	YNL056W
1853	OG0001853	snap_masked-chromosome_2-processed-gene-16.41-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-16.41&CDS=1-4920	YOR341W
1854	OG0001854	snap_masked-chromosome_2-processed-gene-16.15-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-16.15&CDS=1-3717	YGL092W
1855	OG0001855	snap_masked-chromosome_2-processed-gene-16.42-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-16.42&CDS=1-963	YGL091C
1856	OG0001856	snap_masked-chromosome_2-processed-gene-16.43-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-16.43&CDS=1-483	YIR037W
1857	OG0001857	snap_masked-chromosome_2-processed-gene-16.17-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-16.17&CDS=1-504	YJR017C
1858	OG0001858	snap_masked-chromosome_2-processed-gene-16.18-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-16.18&CDS=1-2598	YKL157W
1859	OG0001859	snap_masked-chromosome_2-processed-gene-16.44-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-16.44&CDS=1-1824	YNL061W
1860	OG0001860	snap_masked-chromosome_2-processed-gene-16.19-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-16.19&CDS=1-2499	YCR077C
1861	OG0001861	snap_masked-chromosome_2-processed-gene-16.45-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-16.45&CDS=1-1407	YNL137C
1862	OG0001862	snap_masked-chromosome_2-processed-gene-17.4-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.4&CDS=1-336	YNL135C
1863	OG0001863	snap_masked-chromosome_2-processed-gene-17.6-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.6&CDS=1-1209	YNL119W
1864	OG0001864	snap_masked-chromosome_2-processed-gene-17.0-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.0&CDS=1-291	YHR116W
1865	OG0001865	snap_masked-chromosome_2-processed-gene-17.3-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.3&CDS=1-348	YNL122C
1866	OG0001866	snap_masked-chromosome_2-processed-gene-17.8-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.8&CDS=1-2934	YNL123W
1867	OG0001867	snap_masked-chromosome_2-processed-gene-17.11-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.11&CDS=1-5901	YHR120W
1868	OG0001868	snap_masked-chromosome_2-processed-gene-17.41-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.41&CDS=1-1671	YNL124W
1869	OG0001869	snap_masked-chromosome_2-processed-gene-17.42-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.42&CDS=1-2250	YHR124W
1870	OG0001870	snap_masked-chromosome_2-processed-gene-17.12-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.12&CDS=1-3183	YNL132W
1871	OG0001871	augustus_masked-chromosome_2-processed-gene-17.170-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-17.170&CDS=1-735	YNL129W
1872	OG0001872	augustus_masked-chromosome_2-processed-gene-17.142-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-17.142&CDS=1-600	YHR122W
