	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041678_Debaryomyces_prosopidis
1177	OG0001177	YDR255C	augustus_masked-flattened_line_73-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_73-processed-gene-0.7&CDS=1-1722
1178	OG0001178	YDR256C	augustus_masked-flattened_line_29-processed-gene-2.168-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-2.168&CDS=1-1455
1179	OG0001179	YDR257C	maker-flattened_line_3-augustus-gene-2.101-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-2.101&CDS=1-2508
1180	OG0001180	YDR258C	genemark-flattened_line_27-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-0.61&CDS=1-2916
1181	OG0001181	YDR262W	augustus_masked-flattened_line_17-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-0.39&CDS=1-846
1182	OG0001182	YDR264C	augustus_masked-flattened_line_63-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.2&CDS=1-2442
1183	OG0001183	YDR266C	augustus_masked-flattened_line_21-processed-gene-2.218-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.218&CDS=1-1896
1184	OG0001184	YDR280W	augustus_masked-flattened_line_7-processed-gene-3.281-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-3.281&CDS=1-915
1185	OG0001185	YDR283C	augustus_masked-flattened_line_21-processed-gene-2.221-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.221&CDS=1-5220
1186	OG0001186	YDR286C	maker-flattened_line_51-augustus-gene-0.163-mRNA-1_1&gene=maker-flattened_line_51-augustus-gene-0.163&CDS=1-474
1187	OG0001187	YDR288W	augustus_masked-flattened_line_41-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.122&CDS=1-978
1188	OG0001188	YDR289C	augustus_masked-flattened_line_1-processed-gene-7.89-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-7.89&CDS=1-1371
1189	OG0001189	YDR291W	augustus_masked-flattened_line_37-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.50&CDS=1-3558
1190	OG0001190	YDR292C	augustus_masked-flattened_line_9-processed-gene-3.285-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-3.285&CDS=1-1635
1191	OG0001191	YDR293C	augustus_masked-flattened_line_9-processed-gene-3.241-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-3.241&CDS=1-3870
1192	OG0001192	YDR294C	augustus_masked-flattened_line_11-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-2.138&CDS=1-2556
1193	OG0001193	YDR295C	augustus_masked-flattened_line_11-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-2.139&CDS=1-2202
1194	OG0001194	YDR296W	snap_masked-flattened_line_3-processed-gene-6.23-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-6.23&CDS=1-732
1195	OG0001195	YDR297W	augustus_masked-flattened_line_3-processed-gene-6.207-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-6.207&CDS=1-1008
1196	OG0001196	YDR298C	augustus_masked-flattened_line_55-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.191&CDS=1-618
1197	OG0001197	YDR299W	augustus_masked-flattened_line_1-processed-gene-7.100-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-7.100&CDS=1-1551
1198	OG0001198	YDR301W	maker-flattened_line_41-augustus-gene-1.190-mRNA-1_1&gene=maker-flattened_line_41-augustus-gene-1.190&CDS=1-5262
1199	OG0001199	YDR306C	maker-flattened_line_3-augustus-gene-6.255-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-6.255&CDS=1-3906
1200	OG0001200	YDR308C	augustus_masked-flattened_line_3-processed-gene-6.192-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-6.192&CDS=1-519
1201	OG0001201	YDR311W	augustus_masked-flattened_line_47-processed-gene-0.248-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.248&CDS=1-2385
1202	OG0001202	YDR313C	augustus_masked-flattened_line_3-processed-gene-6.230-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-6.230&CDS=1-1113
1203	OG0001203	YDR314C	maker-flattened_line_41-augustus-gene-0.102-mRNA-1_1&gene=maker-flattened_line_41-augustus-gene-0.102&CDS=1-2460
1204	OG0001204	YDR315C	augustus_masked-flattened_line_41-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.145&CDS=1-1140
1205	OG0001205	YDR316W	augustus_masked-flattened_line_41-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.115&CDS=1-1368
1206	OG0001206	YDR318W	augustus_masked-flattened_line_55-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.212&CDS=1-1074
1207	OG0001207	YDR320C	augustus_masked-flattened_line_47-processed-gene-0.219-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.219&CDS=1-2322
1208	OG0001208	YDR320C-A	maker-flattened_line_47-augustus-gene-0.277-mRNA-1_1&gene=maker-flattened_line_47-augustus-gene-0.277&CDS=1-216
1209	OG0001209	YDR322C-A	augustus_masked-flattened_line_27-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.122&CDS=1-279
1210	OG0001210	YDR323C	augustus_masked-flattened_line_27-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.121&CDS=1-2025
1211	OG0001211	YDR324C	augustus_masked-flattened_line_11-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.32&CDS=1-2271
1212	OG0001212	YDR325W	augustus_masked-flattened_line_11-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.65&CDS=1-3402
1213	OG0001213	YDR328C	genemark-flattened_line_37-processed-gene-1.109-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-1.109&CDS=1-492
1214	OG0001214	YDR329C	augustus_masked-flattened_line_37-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.30&CDS=1-1260
1215	OG0001215	YDR330W	augustus_masked-flattened_line_37-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.64&CDS=1-1476
1216	OG0001216	YDR331W	maker-flattened_line_37-augustus-gene-1.7-mRNA-1_1&gene=maker-flattened_line_37-augustus-gene-1.7&CDS=1-3150
1217	OG0001217	YDR333C	augustus_masked-flattened_line_15-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-3.25&CDS=1-2145
1218	OG0001218	YDR334W	snap_masked-flattened_line_15-processed-gene-3.128-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-3.128&CDS=1-4830
1219	OG0001219	YDR335W	maker-flattened_line_41-augustus-gene-0.103-mRNA-1_1&gene=maker-flattened_line_41-augustus-gene-0.103&CDS=1-4596
1220	OG0001220	YDR336W	augustus_masked-flattened_line_23-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-2.167&CDS=1-1305
1221	OG0001221	YDR337W	augustus_masked-flattened_line_71-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.25&CDS=1-939
1222	OG0001222	YDR347W	augustus_masked-flattened_line_11-processed-gene-2.156-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-2.156&CDS=1-1095
1223	OG0001223	YDR349C	augustus_masked-flattened_line_49-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_49-processed-gene-0.52&CDS=1-1878
1224	OG0001224	YDR354W	augustus_masked-flattened_line_17-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.89&CDS=1-1107
1225	OG0001225	YDR357C	augustus_masked-flattened_line_17-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-0.38&CDS=1-327
1226	OG0001226	YDR359C	augustus_masked-flattened_line_17-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.47&CDS=1-3660
1227	OG0001227	YDR363W-A	augustus_masked-flattened_line_17-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.87&CDS=1-249
1228	OG0001228	YDR365C	augustus_masked-flattened_line_17-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.133&CDS=1-2031
1229	OG0001229	YDR373W	augustus_masked-flattened_line_3-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.67&CDS=1-573
1230	OG0001230	YDR374C	augustus_masked-flattened_line_3-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.13&CDS=1-804
1231	OG0001231	YDR375C	augustus_masked-flattened_line_75-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_75-processed-gene-0.31&CDS=1-1332
1232	OG0001232	YDR376W	augustus_masked-flattened_line_11-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.76&CDS=1-1587
1233	OG0001233	YDR377W	augustus_masked-flattened_line_11-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.44&CDS=1-303
1234	OG0001234	YDR378C	augustus_masked-flattened_line_11-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.43&CDS=1-261
1235	OG0001235	YDR379C-A	snap_masked-flattened_line_11-processed-gene-3.127-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.127&CDS=1-234
1236	OG0001236	YDR380W	augustus_masked-flattened_line_19-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.128&CDS=1-1908
1237	OG0001237	YDR381W	maker-flattened_line_17-augustus-gene-2.2-mRNA-1_1&gene=maker-flattened_line_17-augustus-gene-2.2&CDS=1-651
1238	OG0001238	YDR382W	augustus_masked-flattened_line_17-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.37&CDS=1-330
1239	OG0001239	YDR388W	augustus_masked-flattened_line_17-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.57&CDS=1-1422
1240	OG0001240	YDR390C	snap_masked-flattened_line_17-processed-gene-1.10-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.10&CDS=1-1884
1241	OG0001241	YDR400W	augustus_masked-flattened_line_31-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.98&CDS=1-1053
1242	OG0001242	YDR411C	augustus_masked-flattened_line_1-processed-gene-7.117-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-7.117&CDS=1-1089
1243	OG0001243	YDR412W	snap_masked-flattened_line_37-processed-gene-1.190-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.190&CDS=1-807
1244	OG0001244	YDR414C	snap_masked-flattened_line_37-processed-gene-1.191-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.191&CDS=1-1344
1245	OG0001245	YDR415C	augustus_masked-flattened_line_13-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-1.141&CDS=1-1251
1246	OG0001246	YDR416W	augustus_masked-flattened_line_3-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-5.48&CDS=1-2550
1247	OG0001247	YDR421W	augustus_masked-flattened_line_17-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.94&CDS=1-2811
1248	OG0001248	YDR424C	augustus_masked-flattened_line_33-processed-gene-1.233-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-1.233&CDS=1-273
1249	OG0001249	YDR425W	augustus_masked-flattened_line_33-processed-gene-1.199-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-1.199&CDS=1-1869
1250	OG0001250	YDR427W	augustus_masked-flattened_line_33-processed-gene-1.235-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-1.235&CDS=1-1218
1251	OG0001251	YDR428C	snap_masked-flattened_line_13-processed-gene-1.79-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.79&CDS=1-882
1252	OG0001252	YDR429C	snap_masked-flattened_line_13-processed-gene-1.78-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.78&CDS=1-828
1253	OG0001253	YDR430C	augustus_masked-flattened_line_13-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-3.17&CDS=1-3189
1254	OG0001254	YDR432W	snap_masked-flattened_line_13-processed-gene-1.80-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.80&CDS=1-837
1255	OG0001255	YDR440W	genemark-flattened_line_13-processed-gene-3.88-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-3.88&CDS=1-3525
1256	OG0001256	YDR443C	augustus_masked-flattened_line_33-processed-gene-1.192-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-1.192&CDS=1-5268
1257	OG0001257	YDR448W	genemark-flattened_line_17-processed-gene-1.81-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.81&CDS=1-1338
1258	OG0001258	YDR449C	augustus_masked-flattened_line_17-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.164&CDS=1-1293
1259	OG0001259	YDR452W	augustus_masked-flattened_line_15-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-2.48&CDS=1-2172
1260	OG0001260	YDR459C	augustus_masked-flattened_line_3-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.9&CDS=1-1233
1261	OG0001261	YDR460W	augustus_masked-flattened_line_3-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.25&CDS=1-1035
1262	OG0001262	YDR462W	augustus_masked-flattened_line_17-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.170&CDS=1-420
1263	OG0001263	YDR465C	augustus_masked-flattened_line_57-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.27&CDS=1-1302
1264	OG0001264	YDR477W	augustus_masked-flattened_line_3-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.28&CDS=1-1872
1265	OG0001265	YDR478W	snap_masked-flattened_line_3-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.85&CDS=1-594
1266	OG0001266	YDR481C	augustus_masked-flattened_line_39-processed-gene-1.202-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.202&CDS=1-1650
1267	OG0001267	YDR482C	augustus_masked-flattened_line_7-processed-gene-3.298-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-3.298&CDS=1-546
1268	OG0001268	YDR484W	augustus_masked-flattened_line_1-processed-gene-7.90-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-7.90&CDS=1-2136
1269	OG0001269	YDR485C	augustus_masked-flattened_line_21-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.100&CDS=1-2319
1270	OG0001270	YDR486C	augustus_masked-flattened_line_21-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.99&CDS=1-654
1271	OG0001271	YDR489W	augustus_masked-flattened_line_1-processed-gene-7.98-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-7.98&CDS=1-729
1272	OG0001272	YDR493W	maker-flattened_line_55-augustus-gene-0.232-mRNA-1_1&gene=maker-flattened_line_55-augustus-gene-0.232&CDS=1-2448
1273	OG0001273	YDR495C	snap_masked-flattened_line_1-processed-gene-7.41-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-7.41&CDS=1-3084
1274	OG0001274	YDR496C	augustus_masked-flattened_line_91-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_91-processed-gene-0.8&CDS=1-2061
1275	OG0001275	YDR498C	augustus_masked-flattened_line_1-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.47&CDS=1-1032
1276	OG0001276	YDR499W	augustus_masked-flattened_line_3-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.62&CDS=1-2208
1277	OG0001277	YDR510W	snap_masked-flattened_line_3-processed-gene-1.111-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.111&CDS=1-279
1278	OG0001278	YDR512C	augustus_masked-flattened_line_109-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_109-processed-gene-0.10&CDS=1-459
1279	OG0001279	YDR517W	augustus_masked-flattened_line_7-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-0.40&CDS=1-1275
1280	OG0001280	YDR523C	maker-flattened_line_3-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-0.0&CDS=1-4308
1281	OG0001281	YDR525W-A	snap_masked-flattened_line_3-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.100&CDS=1-246
1282	OG0001282	YDR527W	augustus_masked-flattened_line_3-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.10&CDS=1-1437
1283	OG0001283	YDR529C	maker-flattened_line_57-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_57-augustus-gene-0.1&CDS=1-378
1284	OG0001284	YDR531W	snap_masked-flattened_line_25-processed-gene-1.165-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.165&CDS=1-1509
1285	OG0001285	YDR533C	snap_masked-flattened_line_49-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.109&CDS=1-723
1286	OG0001286	YDR536W	augustus_masked-flattened_line_25-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.65&CDS=1-1647
1287	OG0001287	YDR538W	genemark-flattened_line_59-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_59-processed-gene-0.49&CDS=1-513
1288	OG0001288	YDR539W	snap_masked-flattened_line_59-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.73&CDS=1-315
1289	OG0001289	YEL002C	augustus_masked-flattened_line_39-processed-gene-1.187-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.187&CDS=1-1344
1290	OG0001290	YEL003W	augustus_masked-flattened_line_39-processed-gene-1.186-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.186&CDS=1-393
1291	OG0001291	YEL009C	augustus_masked-flattened_line_79-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_79-processed-gene-0.14&CDS=1-861
1292	OG0001292	YEL011W	augustus_masked-flattened_line_77-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_77-processed-gene-0.52&CDS=1-2133
1293	OG0001293	YEL012W	augustus_masked-flattened_line_7-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-0.15&CDS=1-579
1294	OG0001294	YEL013W	augustus_masked-flattened_line_35-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-1.13&CDS=1-1686
1295	OG0001295	YEL015W	augustus_masked-flattened_line_35-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-1.57&CDS=1-1686
1296	OG0001296	YEL021W	augustus_masked-flattened_line_1-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-6.61&CDS=1-801
1297	OG0001297	YEL026W	augustus_masked-flattened_line_67-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.95&CDS=1-378
1298	OG0001298	YEL027W	augustus_masked-flattened_line_67-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.112&CDS=1-480
1299	OG0001299	YEL031W	augustus_masked-flattened_line_3-processed-gene-4.121-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.121&CDS=1-3624
1300	OG0001300	YEL032W	augustus_masked-flattened_line_31-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.28&CDS=1-2586
1301	OG0001301	YEL036C	augustus_masked-flattened_line_39-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.167&CDS=1-1347
1302	OG0001302	YEL037C	maker-flattened_line_25-augustus-gene-1.54-mRNA-1_1&gene=maker-flattened_line_25-augustus-gene-1.54&CDS=1-1101
1303	OG0001303	YEL038W	augustus_masked-flattened_line_25-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.98&CDS=1-738
1304	OG0001304	YEL044W	augustus_masked-flattened_line_39-processed-gene-1.168-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.168&CDS=1-414
1305	OG0001305	YEL046C	genemark-flattened_line_39-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-1.99&CDS=1-1125
1306	OG0001306	YEL050C	augustus_masked-flattened_line_55-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.218&CDS=1-1083
1307	OG0001307	YEL051W	augustus_masked-flattened_line_3-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-5.35&CDS=1-798
1308	OG0001308	YEL052W	augustus_masked-flattened_line_3-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-5.33&CDS=1-3936
1309	OG0001309	YEL053C	augustus_masked-flattened_line_11-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.33&CDS=1-2340
1310	OG0001310	YEL055C	maker-flattened_line_7-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_7-augustus-gene-0.1&CDS=1-3342
1311	OG0001311	YEL056W	snap_masked-flattened_line_37-processed-gene-1.217-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.217&CDS=1-1221
1312	OG0001312	YEL058W	augustus_masked-flattened_line_13-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-0.22&CDS=1-1605
1313	OG0001313	YEL060C	augustus_masked-flattened_line_35-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-1.70&CDS=1-1638
1314	OG0001314	YEL061C	augustus_masked-flattened_line_55-processed-gene-0.224-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.224&CDS=1-2754
1315	OG0001315	YEL063C	augustus_masked-flattened_line_15-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.73&CDS=1-1677
1316	OG0001316	YEL064C	augustus_masked-flattened_line_3-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.116&CDS=1-1497
1317	OG0001317	YER002W	augustus_masked-flattened_line_7-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-2.131&CDS=1-630
1318	OG0001318	YER003C	augustus_masked-flattened_line_7-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-2.129&CDS=1-1323
1319	OG0001319	YER004W	augustus_masked-flattened_line_21-processed-gene-2.236-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.236&CDS=1-678
1320	OG0001320	YER005W	augustus_masked-flattened_line_11-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-2.128&CDS=1-2049
1321	OG0001321	YER006W	augustus_masked-flattened_line_11-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-2.129&CDS=1-1554
1322	OG0001322	YER007C-A	genemark-flattened_line_11-processed-gene-2.46-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.46&CDS=1-537
1323	OG0001323	YER007W	augustus_masked-flattened_line_11-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-2.130&CDS=1-1563
1324	OG0001324	YER008C	augustus_masked-flattened_line_11-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-2.127&CDS=1-4002
1325	OG0001325	YER009W	genemark-flattened_line_7-processed-gene-3.153-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-3.153&CDS=1-1176
1326	OG0001326	YER010C	snap_masked-flattened_line_7-processed-gene-3.44-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-3.44&CDS=1-765
1327	OG0001327	YER013W	augustus_masked-flattened_line_11-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-0.85&CDS=1-7479
1328	OG0001328	YER014W	maker-flattened_line_7-augustus-gene-3.319-mRNA-1_1&gene=maker-flattened_line_7-augustus-gene-3.319&CDS=1-5088
1329	OG0001329	YER015W	augustus_masked-flattened_line_7-processed-gene-3.215-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-3.215&CDS=1-2250
1330	OG0001330	YER016W	augustus_masked-flattened_line_11-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-0.69&CDS=1-828
1331	OG0001331	YER017C	augustus_masked-flattened_line_11-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.141&CDS=1-3513
1332	OG0001332	YER019W	augustus_masked-flattened_line_27-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.103&CDS=1-1305
1333	OG0001333	YER021W	augustus_masked-flattened_line_7-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-0.47&CDS=1-1458
1334	OG0001334	YER022W	maker-flattened_line_7-augustus-gene-0.4-mRNA-1_1&gene=maker-flattened_line_7-augustus-gene-0.4&CDS=1-1752
1335	OG0001335	YER023W	augustus_masked-flattened_line_5-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-1.117&CDS=1-825
1336	OG0001336	YER024W	augustus_masked-flattened_line_3-processed-gene-4.144-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.144&CDS=1-2592
1337	OG0001337	YER025W	augustus_masked-flattened_line_3-processed-gene-4.147-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.147&CDS=1-1587
1338	OG0001338	YER026C	augustus_masked-flattened_line_39-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.154&CDS=1-3603
1339	OG0001339	YER027C	augustus_masked-flattened_line_1-processed-gene-5.7-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.7&CDS=1-1098
1340	OG0001340	YER029C	augustus_masked-flattened_line_25-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.32&CDS=1-432
1341	OG0001341	YER030W	augustus_masked-flattened_line_25-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.10&CDS=1-480
